actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
337,PT12M00.00S,2026-01-16T02:28:30.1Z,3,REGULAR,substitution,out,['startperiod'],203914,,,1610612749,66,53,2026-01-16T02:28:42Z,3370000,False,,,0,,SUB out: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2026-01-16T02:28:30.1Z,3,REGULAR,substitution,out,['startperiod'],1628398,,,1610612749,66,53,2026-01-16T02:28:42Z,3380000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2026-01-16T02:28:30.1Z,3,REGULAR,substitution,in,['startperiod'],203084,,,1610612749,66,53,2026-01-16T02:28:42Z,3390000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2026-01-16T02:28:30.1Z,3,REGULAR,substitution,in,['startperiod'],1631157,,,1610612749,66,53,2026-01-16T02:28:42Z,3400000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2026-01-16T02:28:30.1Z,3,REGULAR,substitution,in,['startperiod'],1631260,,,1610612749,66,53,2026-01-16T02:28:42Z,3410000,False,,,0,,SUB in: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2026-01-16T02:28:49.6Z,3,REGULAR,period,start,[],0,,,1610612749,66,53,2026-01-16T02:28:49Z,3420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M39.00S,2026-01-16T02:29:09.8Z,3,REGULAR,3pt,Jump Shot,[],1631157,71.56701708278581,80.63725490196079,1610612749,66,53,2026-01-16T02:29:14Z,3430000,False,153.0,215.0,1,right,MISS R. Rollins 26' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Right Center,,,,26.38,Missed,,,,,,,,,,,,,,,
344,PT11M36.00S,2026-01-16T02:29:12.8Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,66,53,2026-01-16T02:29:14Z,3440000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:7),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,,,,,,343.0,,,,,7.0,7.0,0.0,,,,,,,
345,PT11M24.00S,2026-01-16T02:29:24.0Z,3,REGULAR,3pt,Jump Shot,[],203084,32.40801576872536,48.03921568627451,1610612759,69,53,2026-01-16T02:29:28Z,3450000,False,10.0,252.0,1,left,H. Barnes 25' 3PT  (3 PTS) (S. Castle 5 AST),"[203084, 1642264]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,25.23,Made,,3.0,S. Castle,1642264.0,5.0,,,,,,,,,,
347,PT11M10.00S,2026-01-16T02:29:38.7Z,3,REGULAR,3pt,Jump Shot,[],1631157,93.9060446780552,95.34313725490196,1610612749,69,53,2026-01-16T02:29:43Z,3470000,False,227.0,5.0,1,right,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Right Corner 3,24+ Right,,,,22.68,Missed,,,,,,,,,,,,,,,
348,PT11M06.00S,2026-01-16T02:29:42.7Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,69,53,2026-01-16T02:29:43Z,3480000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:7),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,347.0,,,,,7.0,7.0,0.0,,,,,,,
349,PT10M57.00S,2026-01-16T02:29:51.3Z,3,REGULAR,3pt,Jump Shot,[],1641705,25.969119579500656,81.12745098039215,1610612759,69,53,2026-01-16T02:30:33Z,3490000,False,-156.0,192.0,1,left,MISS V. Wembanyama 24' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,,,,24.68,Missed,,,,,,,,,,,,,,,
350,PT10M55.00S,2026-01-16T02:29:53.3Z,3,REGULAR,rebound,defensive,[],203507,,,1610612749,69,53,2026-01-16T02:29:56Z,3500000,False,,,0,,G. Antetokounmpo REBOUND (Off:2 Def:2),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Left Center,,,,,,349.0,,,,,4.0,2.0,2.0,,,,,,,
351,PT10M48.00S,2026-01-16T02:30:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.06636005256242,46.81372549019608,1610612749,69,53,2026-01-16T02:31:17Z,3510000,False,-16.0,22.0,1,right,MISS G. Antetokounmpo driving Layup - blocked,"[203507, 1641705]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,2.72,Missed,,,,,,,,,,,,,,Wembanyama,1641705.0
352,PT10M48.00S,2026-01-16T02:30:00.8Z,3,REGULAR,block,,[],1641705,,,1610612749,69,53,2026-01-16T02:30:03Z,3520000,False,,,0,,V. Wembanyama BLOCK (2 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT10M45.00S,2026-01-16T02:30:03.8Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,69,53,2026-01-16T02:30:04Z,3530000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:8),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,351.0,,,,,8.0,8.0,0.0,,,,,,,
354,PT10M33.00S,2026-01-16T02:30:15.6Z,3,REGULAR,3pt,Jump Shot,[],1641705,5.732588699080158,3.9215686274509802,1610612759,72,53,2026-01-16T02:30:19Z,3540000,False,230.0,1.0,1,left,V. Wembanyama 3PT  (14 PTS) (S. Castle 6 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,23.04,Made,,14.0,S. Castle,1642264.0,6.0,,,,,,,,,,
356,PT10M13.00S,2026-01-16T02:30:34.9Z,3,REGULAR,3pt,Jump Shot,[],1626167,92.9862023653088,3.1862745098039214,1610612749,72,56,2026-01-16T02:30:41Z,3560000,False,-234.0,13.0,1,right,M. Turner 3PT  (5 PTS) (R. Rollins 4 AST),"[1626167, 1631157]",1610612749.0,MIL,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,,23.45,Made,,5.0,R. Rollins,1631157.0,4.0,,,,,,,,,,
358,PT09M58.00S,2026-01-16T02:30:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,6.258212877792378,43.38235294117647,1610612759,72,56,2026-01-16T02:30:59Z,3580000,False,33.0,6.0,1,left,MISS S. Castle driving Layup,[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,3.37,Missed,,,,,,,,,,,,,,,
359,PT09M52.00S,2026-01-16T02:30:56.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612749,72,56,2026-01-16T02:30:59Z,3590000,False,,,0,,M. Turner REBOUND (Off:1 Def:2),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,358.0,,,,,3.0,2.0,1.0,,,,,,,
360,PT09M49.00S,2026-01-16T02:30:59.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631157,87.07293035479631,49.26470588235294,1610612749,72,56,2026-01-16T02:33:15Z,3600000,False,-4.0,69.0,1,right,MISS R. Rollins 6' running reverse Layup,[1631157],1610612749.0,MIL,running reverse,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,6.91,Missed,,,,,,,,,,,,,,,
361,PT09M49.00S,2026-01-16T02:30:59.3Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,72,56,2026-01-16T02:31:38Z,3610000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:9),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Left,,,,,,360.0,,,,,9.0,9.0,0.0,,,,,,,
362,PT09M48.00S,2026-01-16T02:31:03.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642264,6.389618922470433,50.245098039215684,1610612759,74,56,2026-01-16T02:32:00Z,3620000,False,-1.0,8.0,1,left,S. Castle running Layup (16 PTS) (D. Fox 3 AST),"[1642264, 1628368]",1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,0.77,Made,,16.0,D. Fox,1628368.0,3.0,,,,,,,,,,
364,PT09M48.00S,2026-01-16T02:31:07.4Z,3,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612759,74,56,2026-01-16T02:31:15Z,3640000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Castle 1 FT),"[1626167, 1642264]",1610612749.0,MIL,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2534.0,1.0,1.0,Castle,1642264.0,,
366,PT09M48.00S,2026-01-16T02:31:34.3Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],1642264,,,1610612759,75,56,2026-01-16T02:31:34Z,3660000,False,,,0,,S. Castle Free Throw 1 of 1 (17 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,Made,,17.0,,,,,,,,,,,,,
367,PT09M34.00S,2026-01-16T02:31:50.3Z,3,REGULAR,3pt,Jump Shot,[],1631260,94.95729303547962,96.56862745098039,1610612749,75,59,2026-01-16T02:32:04Z,3670000,False,233.0,-5.0,1,right,A. Green 3PT  (6 PTS) (R. Rollins 5 AST),"[1631260, 1631157]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,23.29,Made,,6.0,R. Rollins,1631157.0,5.0,,,,,,,,,,
369,PT09M18.00S,2026-01-16T02:32:05.2Z,3,REGULAR,3pt,Jump Shot,[],1628368,24.78646517739816,12.254901960784313,1610612759,78,59,2026-01-16T02:32:09Z,3690000,False,189.0,180.0,1,left,D. Fox 26' 3PT  (17 PTS) (S. Castle 7 AST),"[1628368, 1642264]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Right Center,,,,26.11,Made,,17.0,S. Castle,1642264.0,7.0,,,,,,,,,,
371,PT09M08.00S,2026-01-16T02:32:17.6Z,3,REGULAR,foul,personal,[],1642264,,,1610612749,78,59,2026-01-16T02:32:45Z,3710000,False,,,0,,S. Castle personal FOUL (2 PF),"[1642264, 203507]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2534.0,2.0,0.0,Antetokounmpo,203507.0,,
373,PT09M00.00S,2026-01-16T02:32:43.2Z,3,REGULAR,3pt,Jump Shot,[],1631157,91.93495400788436,4.166666666666666,1610612749,78,59,2026-01-16T02:33:14Z,3730000,False,-229.0,23.0,1,right,MISS R. Rollins 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,23.04,Missed,,,,,,,,,,,,,,,
374,PT08M57.00S,2026-01-16T02:32:46.2Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,78,59,2026-01-16T02:33:14Z,3740000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:10),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,,,,,,373.0,,,,,10.0,10.0,0.0,,,,,,,
375,PT08M46.00S,2026-01-16T02:32:57.3Z,3,REGULAR,3pt,Jump Shot,[],1641705,31.09395532194481,63.48039215686274,1610612759,81,59,2026-01-16T02:33:25Z,3750000,False,-67.0,240.0,1,left,V. Wembanyama 24' 3PT  (17 PTS) (S. Castle 8 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,,,,24.91,Made,,17.0,S. Castle,1642264.0,8.0,,,,,,,,,,
377,PT08M44.00S,2026-01-16T02:33:01.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,81,59,2026-01-16T02:33:01Z,3770000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M32.00S,2026-01-16T02:36:05.9Z,3,REGULAR,3pt,Jump Shot,[],1626167,65.65374507227332,48.529411764705884,1610612749,81,59,2026-01-16T02:36:10Z,3780000,False,-7.0,270.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,27.05,Missed,,,,,,,,,,,,,,,
379,PT08M28.00S,2026-01-16T02:36:09.9Z,3,REGULAR,rebound,defensive,[],1628368,,,1610612759,81,59,2026-01-16T02:36:10Z,3790000,False,,,0,,D. Fox REBOUND (Off:1 Def:2),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,378.0,,,,,3.0,2.0,1.0,,,,,,,
380,PT08M23.00S,2026-01-16T02:36:14.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628368,6.258212877792378,53.92156862745098,1610612759,81,59,2026-01-16T02:36:37Z,3800000,False,-20.0,6.0,1,left,MISS D. Fox running Layup - blocked,"[1628368, 1631157]",1610612759.0,SAS,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,,,,2.06,Missed,,,,,,,,,,,,,,Rollins,1631157.0
381,PT08M23.00S,2026-01-16T02:36:14.4Z,3,REGULAR,block,,[],1631157,,,1610612759,81,59,2026-01-16T02:36:16Z,3810000,False,,,0,,R. Rollins BLOCK (1 BLK),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
382,PT08M23.00S,2026-01-16T02:36:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,81,59,2026-01-16T02:36:28Z,3820000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,380.0,,,,,,,,,,,,,,
384,PT08M18.00S,2026-01-16T02:36:39.5Z,3,REGULAR,foul,personal,[],203507,,,1610612759,81,59,2026-01-16T02:37:09Z,3840000,False,,,0,,G. Antetokounmpo personal FOUL (1 PF),"[203507, 1641705]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Wembanyama,1641705.0,,
386,PT08M02.00S,2026-01-16T02:37:07.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,14.536793692509855,3.431372549019608,1610612759,84,59,2026-01-16T02:37:13Z,3860000,False,233.0,84.0,1,left,V. Wembanyama 24' 3PT turnaround (20 PTS) (D. Fox 4 AST),"[1641705, 1628368]",1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,Right Corner 3,24+ Right,,,,24.75,Made,,20.0,D. Fox,1628368.0,4.0,,,,,,,,,,
388,PT07M46.00S,2026-01-16T02:37:22.8Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,84,59,2026-01-16T02:37:30Z,3880000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (2 TO),"[203507, 1630577]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,2.0,Champagnie,1630577.0,,,,,,,,,,,,,,,,,
389,PT07M46.00S,2026-01-16T02:37:22.8Z,3,REGULAR,steal,,[],1630577,,,1610612759,84,59,2026-01-16T02:37:24Z,3890000,False,,,0,,J. Champagnie STEAL (1 STL),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
390,PT07M32.00S,2026-01-16T02:37:36.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642264,5.995400788436268,49.754901960784316,1610612759,86,59,2026-01-16T02:37:40Z,3900000,False,1.0,4.0,1,left,S. Castle driving Layup (19 PTS),[1642264],1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,,0.41,Made,,19.0,,,,,,,,,,,,,
391,PT07M22.00S,2026-01-16T02:37:47.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203507,92.46057818659659,49.50980392156863,1610612749,86,61,2026-01-16T02:39:01Z,3910000,False,-2.0,18.0,1,right,G. Antetokounmpo driving DUNK (18 PTS) (M. Turner 3 AST),"[203507, 1626167]",1610612749.0,MIL,driving,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.86,Made,,18.0,M. Turner,1626167.0,3.0,,,,,,,,,,
393,PT07M04.00S,2026-01-16T02:38:06.6Z,3,REGULAR,3pt,Jump Shot,[],1630577,28.991458607095925,79.16666666666666,1610612759,89,61,2026-01-16T02:38:11Z,3930000,False,-146.0,220.0,1,left,J. Champagnie 26' 3PT  (12 PTS) (S. Castle 9 AST),"[1630577, 1642264]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,26.39,Made,,12.0,S. Castle,1642264.0,9.0,,,,,,,,,,
395,PT07M04.00S,2026-01-16T02:38:10.0Z,3,REGULAR,foul,personal,['1freethrow'],1631260,,,1610612759,89,61,2026-01-16T02:41:39Z,3950000,False,,,0,,A. Green flagrant-type-1 personal FOUL (4 PF) (Champagnie 1 FT),"[1631260, 1630577]",1610612749.0,MIL,flagrant-type-1,,,Green,A. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,4.0,0.0,Champagnie,1630577.0,,
398,PT07M04.00S,2026-01-16T02:40:11.4Z,3,REGULAR,freethrow,1 of 1,[],1630577,,,1610612759,90,61,2026-01-16T02:42:13Z,3980000,False,,,0,,J. Champagnie flagrant Free Throw 1 of 1 (13 PTS),[1630577],1610612759.0,SAS,flagrant,,,Champagnie,J. Champagnie,,,,,,,,,,,Made,,13.0,,,,,,,,,,,,,
399,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,out,[],1641705,,,1610612749,90,61,2026-01-16T02:41:04Z,3990000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,out,[],1628368,,,1610612749,90,61,2026-01-16T02:41:04Z,4000000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,out,[],1626167,,,1610612749,90,61,2026-01-16T02:41:04Z,4010000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,out,[],1631157,,,1610612749,90,61,2026-01-16T02:41:04Z,4020000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,in,[],1642844,,,1610612749,90,61,2026-01-16T02:41:04Z,4030000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,in,[],1628436,,,1610612749,90,61,2026-01-16T02:41:04Z,4040000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,in,[],1626171,,,1610612749,90,61,2026-01-16T02:41:04Z,4050000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M04.00S,2026-01-16T02:40:14.2Z,3,REGULAR,substitution,in,[],203914,,,1610612749,90,61,2026-01-16T02:41:04Z,4060000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M52.00S,2026-01-16T02:40:46.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,7.30946123521682,50.0,1610612759,92,61,2026-01-16T02:41:14Z,4080000,False,0.0,16.0,1,left,L. Kornet alley-oop DUNK (8 PTS) (S. Castle 10 AST),"[1628436, 1642264]",1610612759.0,SAS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,1.62,Made,,8.0,S. Castle,1642264.0,10.0,,,,,,,,,,
410,PT06M32.00S,2026-01-16T02:41:04.9Z,3,REGULAR,2pt,Jump Shot,[],203507,75.90341655716163,40.931372549019606,1610612749,92,61,2026-01-16T02:41:21Z,4100000,False,-45.0,174.0,1,right,MISS G. Antetokounmpo 17' pullup Shot,[203507],1610612749.0,MIL,pullup,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Center,,,,17.98,Missed,,,,,,,,,,,,,,,
411,PT06M32.00S,2026-01-16T02:41:04.9Z,3,REGULAR,rebound,defensive,[],1630577,,,1610612759,92,61,2026-01-16T02:41:21Z,4110000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:11),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Center,,,,,,410.0,,,,,11.0,11.0,0.0,,,,,,,
412,PT06M22.00S,2026-01-16T02:41:16.3Z,3,REGULAR,3pt,Jump Shot,[],1642264,24.26084099868594,87.99019607843137,1610612759,92,61,2026-01-16T02:41:24Z,4120000,False,-190.0,176.0,1,left,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,25.87,Missed,,,,,,,,,,,,,,,
413,PT06M19.00S,2026-01-16T02:41:19.3Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,92,61,2026-01-16T02:41:24Z,4130000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,412.0,,,,,4.0,4.0,0.0,,,,,,,
414,PT06M15.00S,2026-01-16T02:41:24.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203507,93.38042049934296,49.50980392156863,1610612749,92,63,2026-01-16T02:42:22Z,4140000,False,-2.0,10.0,1,right,G. Antetokounmpo running Layup (20 PTS),[203507],1610612749.0,MIL,running,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,,,,1.0,Made,,20.0,,,,,,,,,,,,,
415,PT06M15.00S,2026-01-16T02:41:29.3Z,3,REGULAR,foul,personal,['1freethrow'],1642844,,,1610612749,92,63,2026-01-16T02:41:41Z,4150000,False,,,0,,D. Harper shooting personal FOUL (1 PF) (Antetokounmpo 1 FT),"[1642844, 203507]",1610612759.0,SAS,shooting,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Antetokounmpo,203507.0,,
417,PT06M15.00S,2026-01-16T02:41:36.4Z,3,REGULAR,substitution,out,[],1630577,,,1610612749,92,63,2026-01-16T02:41:40Z,4170000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M15.00S,2026-01-16T02:41:36.4Z,3,REGULAR,substitution,in,[],1629640,,,1610612749,92,63,2026-01-16T02:41:40Z,4180000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M15.00S,2026-01-16T02:42:00.7Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203507,,,1610612749,92,64,2026-01-16T02:42:00Z,4190000,False,,,0,,G. Antetokounmpo Free Throw 1 of 1 (21 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,Made,,21.0,,,,,,,,,,,,,
420,PT06M03.00S,2026-01-16T02:42:15.3Z,3,REGULAR,3pt,Jump Shot,[],1642844,28.597240473061763,72.05882352941177,1610612759,92,64,2026-01-16T02:42:22Z,4200000,False,-110.0,216.0,1,left,MISS D. Harper 24' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,24.28,Missed,,,,,,,,,,,,,,,
421,PT05M58.00S,2026-01-16T02:42:20.3Z,3,REGULAR,rebound,defensive,[],1626171,,,1610612749,92,64,2026-01-16T02:42:22Z,4210000,False,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,,,420.0,,,,,5.0,5.0,0.0,,,,,,,
422,PT05M53.00S,2026-01-16T02:42:25.0Z,3,REGULAR,turnover,bad pass,[],203507,,,1610612749,92,64,2026-01-16T02:42:29Z,4220000,False,,,0,,G. Antetokounmpo bad pass TURNOVER (3 TO),"[203507, 1629640]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,In The Paint (Non-RA),0-8 Center,3.0,Johnson,1629640.0,,,,,,,,,,,,,,,,,
423,PT05M53.00S,2026-01-16T02:42:25.0Z,3,REGULAR,steal,,[],1629640,,,1610612759,92,64,2026-01-16T02:42:26Z,4230000,False,,,0,,K. Johnson STEAL (2 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
424,PT05M46.00S,2026-01-16T02:42:32.4Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'fromturnover']",1642264,8.492115637319317,32.35294117647059,1610612759,92,64,2026-01-16T02:43:39Z,4240000,False,88.0,27.0,1,left,MISS S. Castle 9' running pullup Shot,[1642264],1610612759.0,SAS,running pullup,,,Castle,S. Castle,,,,,Mid-Range,8-16 Right,,,,9.23,Missed,,,,,,,,,,,,,,,
