actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
89,PT05M23.00S,2026-01-16T01:28:40.1Z,1,REGULAR,substitution,out,[],1631157,,,1610612759,16,17,2026-01-16T01:28:57Z,890000,False,,,0,,SUB out: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2026-01-16T01:28:40.1Z,1,REGULAR,substitution,out,[],203507,,,1610612759,16,17,2026-01-16T01:28:57Z,900000,False,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M23.00S,2026-01-16T01:28:40.1Z,1,REGULAR,substitution,in,[],1642868,,,1610612759,16,17,2026-01-16T01:28:57Z,910000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M23.00S,2026-01-16T01:28:40.1Z,1,REGULAR,substitution,in,[],1628398,,,1610612759,16,17,2026-01-16T01:28:57Z,920000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M23.00S,2026-01-16T01:28:40.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612759,16,17,2026-01-16T01:28:57Z,930000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M11.00S,2026-01-16T01:29:12.6Z,1,REGULAR,foul,personal,['2freethrow'],1631260,,,1610612759,16,17,2026-01-16T01:29:22Z,940000,False,,,0,,A. Green shooting personal FOUL (2 PF) (Harper 2 FT),"[1631260, 1642844]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,2534.0,2.0,0.0,Harper,1642844.0,,
96,PT05M11.00S,2026-01-16T01:29:39.3Z,1,REGULAR,freethrow,1 of 2,[],1642844,,,1610612759,16,17,2026-01-16T01:29:39Z,960000,False,,,0,,MISS D. Harper Free Throw 1 of 2,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
97,PT05M11.00S,2026-01-16T01:29:39.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,16,17,2026-01-16T01:29:39Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,,,,
98,PT05M11.00S,2026-01-16T01:29:58.0Z,1,REGULAR,freethrow,2 of 2,[],1642844,,,1610612759,17,17,2026-01-16T01:29:58Z,980000,False,,,0,,D. Harper Free Throw 2 of 2 (1 PTS),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
99,PT04M52.00S,2026-01-16T01:30:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,18.2161629434954,41.42156862745098,1610612749,17,17,2026-01-16T01:30:23Z,990000,False,43.0,119.0,1,left,MISS K. Kuzma 12' pullup Shot,[1628398],1610612749.0,MIL,pullup,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),8-16 Center,,,,12.62,Missed,,,,,,,,,,,,,,,
100,PT04M48.00S,2026-01-16T01:30:20.2Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,17,17,2026-01-16T01:44:57Z,1000000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,,,,,,99.0,,,,,1.0,1.0,0.0,,,,,,,
101,PT04M38.00S,2026-01-16T01:30:34.4Z,1,REGULAR,foul,personal,['3freethrow'],1631260,,,1610612759,17,17,2026-01-16T01:31:14Z,1010000,False,,,0,,A. Green shooting personal FOUL (3 PF) (Castle 3 FT),"[1631260, 1642264]",1610612749.0,MIL,shooting,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,1629177.0,3.0,0.0,Castle,1642264.0,,
103,PT04M38.00S,2026-01-16T01:31:14.0Z,1,REGULAR,freethrow,1 of 3,[],1642264,,,1610612759,18,17,2026-01-16T01:31:14Z,1030000,False,,,0,,S. Castle Free Throw 1 of 3 (6 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,Made,,6.0,,,,,,,,,,,,,
104,PT04M38.00S,2026-01-16T01:31:30.8Z,1,REGULAR,freethrow,2 of 3,[],1642264,,,1610612759,19,17,2026-01-16T01:31:30Z,1040000,False,,,0,,S. Castle Free Throw 2 of 3 (7 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,Made,,7.0,,,,,,,,,,,,,
105,PT04M38.00S,2026-01-16T01:31:31.5Z,1,REGULAR,substitution,out,[],1631260,,,1610612759,19,17,2026-01-16T01:31:35Z,1050000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M38.00S,2026-01-16T01:31:31.5Z,1,REGULAR,substitution,in,[],203914,,,1610612759,19,17,2026-01-16T01:31:35Z,1060000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M38.00S,2026-01-16T01:31:52.9Z,1,REGULAR,freethrow,3 of 3,[],1642264,,,1610612759,20,17,2026-01-16T01:31:52Z,1070000,False,,,0,,S. Castle Free Throw 3 of 3 (8 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,Made,,8.0,,,,,,,,,,,,,
108,PT04M14.00S,2026-01-16T01:32:29.9Z,1,REGULAR,2pt,Jump Shot,[],1629645,5.206964520367937,75.24509803921569,1610612749,20,17,2026-01-16T01:33:16Z,1080000,False,-126.0,-4.0,1,left,MISS K. Porter Jr. 12' fadeaway Shot,[1629645],1610612749.0,MIL,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,12.63,Missed,,,,,,,,,,,,,,,
109,PT04M14.00S,2026-01-16T01:32:29.9Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,20,17,2026-01-16T01:33:16Z,1090000,False,,,0,,D. Harper REBOUND (Off:0 Def:2),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,8-16 Left,,,,,,108.0,,,,,2.0,2.0,0.0,,,,,,,
110,PT04M04.00S,2026-01-16T01:32:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,92.59198423127464,3.1862745098039214,1610612759,20,17,2026-01-16T01:32:40Z,1100000,False,-234.0,17.0,1,right,MISS K. Johnson running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,23.47,Missed,,,,,,,,,,,,,,,
111,PT04M02.00S,2026-01-16T01:32:36.1Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,20,17,2026-01-16T01:32:40Z,1110000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Left Corner 3,24+ Left,,,,,,110.0,,,,,1.0,1.0,0.0,,,,,,,
112,PT03M46.00S,2026-01-16T01:32:52.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,8.623521681997373,2.941176470588235,1610612749,20,17,2026-01-16T01:33:04Z,1120000,False,235.0,29.0,1,left,MISS M. Turner 3PT,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,23.7,Missed,,,,,,,,,,,,,,,
113,PT03M41.00S,2026-01-16T01:32:57.3Z,1,REGULAR,rebound,offensive,[],203914,,,1610612749,20,17,2026-01-16T01:32:57Z,1130000,False,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,112.0,,,,,1.0,0.0,1.0,,,,,,,
114,PT03M40.00S,2026-01-16T01:33:00.9Z,1,REGULAR,turnover,out-of-bounds,[],203914,,,1610612749,20,17,2026-01-16T01:33:22Z,1140000,False,,,0,,G. Harris bad pass out-of-bounds TURNOVER (1 TO),[203914],1610612749.0,MIL,bad pass,,,Harris,G. Harris,,,,,Mid-Range,16-24 Right,1.0,,,,,,,,,,,,,203593.0,,,,,,
115,PT03M40.00S,2026-01-16T01:33:06.3Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,20,17,2026-01-16T01:33:08Z,1150000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M40.00S,2026-01-16T01:33:06.3Z,1,REGULAR,substitution,in,[],1628368,,,1610612759,20,17,2026-01-16T01:33:08Z,1160000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M24.00S,2026-01-16T01:33:29.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628368,78.66294349540078,50.73529411764706,1610612759,22,17,2026-01-16T01:33:33Z,1170000,False,4.0,148.0,1,right,D. Fox 14' Jump Shot (7 PTS) (K. Johnson 1 AST),"[1628368, 1629640]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Mid-Range,8-16 Center,,,,14.81,Made,,7.0,K. Johnson,1629640.0,1.0,,,,,,,,,,
119,PT03M24.00S,2026-01-16T01:33:33.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,22,17,2026-01-16T01:33:33Z,1190000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M24.00S,2026-01-16T01:36:09.1Z,1,REGULAR,substitution,out,[],1629645,,,1610612749,22,17,2026-01-16T01:36:28Z,1200000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M24.00S,2026-01-16T01:36:09.1Z,1,REGULAR,substitution,in,[],1631157,,,1610612749,22,17,2026-01-16T01:36:28Z,1210000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M09.00S,2026-01-16T01:36:45.1Z,1,REGULAR,3pt,Jump Shot,[],1626171,32.40801576872536,53.67647058823529,1610612749,22,17,2026-01-16T01:36:52Z,1220000,False,-18.0,252.0,1,left,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Center,,,,25.28,Missed,,,,,,,,,,,,,,,
123,PT03M05.00S,2026-01-16T01:36:49.1Z,1,REGULAR,rebound,offensive,[],1631157,,,1610612749,22,17,2026-01-16T01:36:52Z,1230000,False,,,0,,R. Rollins REBOUND (Off:1 Def:2),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,122.0,,,,,3.0,2.0,1.0,,,,,,,
124,PT03M04.00S,2026-01-16T01:36:50.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,30.699737187910642,29.166666666666668,1610612749,22,17,2026-01-16T01:36:53Z,1240000,False,104.0,236.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,25.81,Missed,,,,,,,,,,,,,,,
125,PT03M04.00S,2026-01-16T01:36:50.1Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,22,17,2026-01-16T01:36:53Z,1250000,False,,,0,,L. Kornet REBOUND (Off:0 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Right Center,,,,,,124.0,,,,,2.0,2.0,0.0,,,,,,,
126,PT02M52.00S,2026-01-16T01:37:01.4Z,1,REGULAR,3pt,Jump Shot,[],1642844,67.7562417871222,41.42156862745098,1610612759,22,17,2026-01-16T01:37:05Z,1260000,False,-43.0,251.0,1,right,MISS D. Harper 25' pullup 3PT,[1642844],1610612759.0,SAS,pullup,,,Harper,D. Harper,,,,,Above the Break 3,24+ Center,,,,25.42,Missed,,,,,,,,,,,,,,,
127,PT02M49.00S,2026-01-16T01:37:04.4Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,22,17,2026-01-16T01:37:05Z,1270000,False,,,0,,R. Rollins REBOUND (Off:1 Def:3),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,,,126.0,,,,,4.0,3.0,1.0,,,,,,,
128,PT02M43.00S,2026-01-16T01:37:10.2Z,1,REGULAR,3pt,Jump Shot,[],1631157,32.276609724047304,50.245098039215684,1610612749,22,17,2026-01-16T01:37:14Z,1280000,False,-1.0,251.0,1,left,MISS R. Rollins 25' 3PT,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Center,,,,25.09,Missed,,,,,,,,,,,,,,,
129,PT02M40.00S,2026-01-16T01:37:13.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,22,17,2026-01-16T01:37:14Z,1290000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,128.0,,,,,2.0,2.0,0.0,,,,,,,
130,PT02M36.00S,2026-01-16T01:37:19.5Z,1,REGULAR,foul,personal,['2freethrow'],1631157,,,1610612759,22,17,2026-01-16T01:37:27Z,1300000,False,,,0,,R. Rollins shooting personal FOUL (1 PF) (Bryant 2 FT),"[1631157, 1642868]",1610612749.0,MIL,shooting,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Bryant,1642868.0,,
132,PT02M36.00S,2026-01-16T01:37:40.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1642868,,,1610612759,23,17,2026-01-16T01:38:57Z,1320000,False,,,0,,C. Bryant Free Throw 1 of 2 (1 PTS),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
133,PT02M36.00S,2026-01-16T01:37:40.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1642868,,,1610612759,24,17,2026-01-16T01:38:57Z,1330000,False,,,0,,C. Bryant Free Throw 2 of 2 (2 PTS),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,Made,,2.0,,,,,,,,,,,,,
134,PT02M19.00S,2026-01-16T01:38:15.4Z,1,REGULAR,3pt,Jump Shot,[],1628398,5.601182654402102,3.6764705882352944,1610612749,24,20,2026-01-16T01:38:22Z,1340000,False,232.0,0.0,1,left,K. Kuzma 3PT  (3 PTS) (B. Portis 1 AST),"[1628398, 1626171]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Right Corner 3,24+ Right,,,,23.16,Made,,3.0,B. Portis,1626171.0,1.0,,,,,,,,,,
136,PT01M56.00S,2026-01-16T01:38:39.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628436,81.42247043363994,37.99019607843137,1610612759,26,20,2026-01-16T01:39:06Z,1360000,False,-60.0,122.0,1,right,L. Kornet 13' Jump Shot (2 PTS) (D. Harper 1 AST),"[1628436, 1642844]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),8-16 Center,,,,13.6,Made,,2.0,D. Harper,1642844.0,1.0,,,,,,,,,,
138,PT01M45.00S,2026-01-16T01:38:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.521024967148489,48.03921568627451,1610612749,26,22,2026-01-16T01:39:43Z,1380000,False,10.0,9.0,1,left,M. Turner cutting Layup (2 PTS) (R. Rollins 2 AST),"[1626167, 1631157]",1610612749.0,MIL,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,1.32,Made,,2.0,R. Rollins,1631157.0,2.0,,,,,,,,,,
140,PT01M26.00S,2026-01-16T01:39:09.7Z,1,REGULAR,2pt,Jump Shot,[],1642868,92.9862023653088,74.01960784313727,1610612759,26,22,2026-01-16T01:39:15Z,1400000,False,120.0,13.0,1,right,MISS C. Bryant 12' pullup Shot,[1642868],1610612759.0,SAS,pullup,,,Bryant,C. Bryant,,,,,Mid-Range,8-16 Right,,,,12.08,Missed,,,,,,,,,,,,,,,
141,PT01M24.00S,2026-01-16T01:39:11.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,22,2026-01-16T01:39:15Z,1410000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,140.0,,,,,2.0,2.0,0.0,,,,,,,
142,PT01M20.00S,2026-01-16T01:39:15.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,24.78646517739816,16.911764705882355,1610612749,26,25,2026-01-16T01:40:13Z,1420000,False,165.0,180.0,1,left,K. Kuzma 24' 3PT running (6 PTS) (B. Portis 2 AST),"[1628398, 1626171]",1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,24.48,Made,,6.0,B. Portis,1626171.0,2.0,,,,,,,,,,
144,PT01M02.00S,2026-01-16T01:39:33.3Z,1,REGULAR,turnover,lost ball,[],1628368,,,1610612759,26,25,2026-01-16T01:39:42Z,1440000,False,,,0,,D. Fox lost ball TURNOVER (1 TO),"[1628368, 1631157]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,1.0,Rollins,1631157.0,,,,,,,,,,,,,,,,,
145,PT01M02.00S,2026-01-16T01:39:33.3Z,1,REGULAR,steal,,[],1631157,,,1610612749,26,25,2026-01-16T01:39:34Z,1450000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
146,PT00M57.80S,2026-01-16T01:39:38.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628398,7.966491458607096,96.07843137254902,1610612749,26,25,2026-01-16T01:39:46Z,1460000,False,-230.0,22.0,1,left,MISS K. Kuzma running 3PT,[1628398],1610612749.0,MIL,running,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,23.15,Missed,,,,,,,,,,,,,,,
147,PT00M54.50S,2026-01-16T01:39:41.5Z,1,REGULAR,rebound,defensive,[],1628368,,,1610612759,26,25,2026-01-16T01:39:41Z,1470000,False,,,0,,D. Fox REBOUND (Off:1 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,,146.0,,,,,2.0,1.0,1.0,,,,,,,
148,PT00M43.80S,2026-01-16T01:39:53.0Z,1,REGULAR,2pt,Jump Shot,[],1628368,84.44480946123521,32.84313725490196,1610612759,28,25,2026-01-16T01:39:56Z,1480000,False,-86.0,94.0,1,right,D. Fox 12' pullup Jump Shot (9 PTS) (D. Harper 2 AST),"[1628368, 1642844]",1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,,,,12.7,Made,,9.0,D. Harper,1642844.0,2.0,,,,,,,,,,
150,PT00M26.70S,2026-01-16T01:40:14.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,12.959921156373195,48.77450980392157,1610612749,28,27,2026-01-16T01:42:19Z,1500000,False,6.0,69.0,1,left,B. Portis 6' driving Hook (2 PTS) (M. Turner 2 AST),"[1626171, 1626167]",1610612749.0,MIL,driving,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,6.96,Made,,2.0,M. Turner,1626167.0,2.0,,,,,,,,,,
152,PT00M02.90S,2026-01-16T01:40:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628368,71.96123521681997,22.30392156862745,1610612759,31,27,2026-01-16T01:40:52Z,1520000,False,-138.0,211.0,1,right,D. Fox 25' 3PT step back (12 PTS),[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,25.25,Made,,12.0,,,,,,,,,,,,,
153,PT00M00.00S,2026-01-16T01:40:57.4Z,1,REGULAR,heave,,[],0,,,1610612749,31,27,2026-01-16T01:43:38Z,1530000,False,,,0,,MIL Heave,[],1610612749.0,MIL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,71.9,,,,,,,,,,,,,,,,
154,PT00M00.00S,2026-01-16T01:40:57.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,31,27,2026-01-16T01:41:14Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Center,,,,,,153.0,,,,,,,,,,,,,,
155,PT00M00.00S,2026-01-16T01:41:01.7Z,1,REGULAR,period,end,[],0,,,1610612749,31,27,2026-01-16T01:41:01Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,out,['startperiod'],1629640,,,1610612749,31,27,2026-01-16T01:43:37Z,1560000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612749,31,27,2026-01-16T01:43:37Z,1570000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,out,['startperiod'],1642868,,,1610612749,31,27,2026-01-16T01:43:37Z,1580000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,out,['startperiod'],1626167,,,1610612749,31,27,2026-01-16T01:43:37Z,1590000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,in,['startperiod'],1630577,,,1610612749,31,27,2026-01-16T01:43:37Z,1600000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612749,31,27,2026-01-16T01:43:37Z,1610000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,in,['startperiod'],203084,,,1610612749,31,27,2026-01-16T01:43:37Z,1620000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-01-16T01:42:52.9Z,2,REGULAR,substitution,in,['startperiod'],1629018,,,1610612749,31,27,2026-01-16T01:43:37Z,1630000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-01-16T01:43:43.5Z,2,REGULAR,period,start,[],0,,,1610612749,31,27,2026-01-16T01:43:43Z,1640000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M46.00S,2026-01-16T01:44:00.2Z,2,REGULAR,foul,personal,['2freethrow'],203084,,,1610612749,31,27,2026-01-16T01:44:08Z,1650000,False,,,0,,H. Barnes shooting personal FOUL (1 PF) (Rollins 2 FT),"[203084, 1631157]",1610612759.0,SAS,shooting,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,203593.0,1.0,0.0,Rollins,1631157.0,,
167,PT11M46.00S,2026-01-16T01:44:25.3Z,2,REGULAR,freethrow,1 of 2,[],1631157,,,1610612749,31,27,2026-01-16T01:44:25Z,1670000,False,,,0,,MISS R. Rollins Free Throw 1 of 2,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
168,PT11M46.00S,2026-01-16T01:44:25.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,31,27,2026-01-16T01:44:25Z,1680000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,,,,
169,PT11M46.00S,2026-01-16T01:44:42.2Z,2,REGULAR,freethrow,2 of 2,[],1631157,,,1610612749,31,28,2026-01-16T01:44:42Z,1690000,False,,,0,,R. Rollins Free Throw 2 of 2 (1 PTS),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,Made,,1.0,,,,,,,,,,,,,
170,PT11M29.00S,2026-01-16T01:45:01.1Z,2,REGULAR,turnover,out-of-bounds,[],1628368,,,1610612759,31,28,2026-01-16T01:45:26Z,1700000,False,,,0,,D. Fox bad pass out-of-bounds TURNOVER (2 TO),[1628368],1610612759.0,SAS,bad pass,,,Fox,D. Fox,,,,,Mid-Range,16-24 Left,2.0,,,,,,,,,,,,,1629177.0,,,,,,
171,PT11M20.00S,2026-01-16T01:45:17.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,23.866622864651774,8.088235294117647,1610612749,31,28,2026-01-16T01:45:21Z,1710000,False,210.0,172.0,1,left,MISS G. Trent Jr. 27' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,27.1,Missed,,,,,,,,,,,,,,,
172,PT11M17.00S,2026-01-16T01:45:20.7Z,2,REGULAR,rebound,defensive,[],1630577,,,1610612759,31,28,2026-01-16T01:45:21Z,1720000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:3),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,,171.0,,,,,3.0,3.0,0.0,,,,,,,
