actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT04M37.00S,2025-11-16T21:23:01.6Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,22,15,2025-11-16T21:23:11Z,850000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1630170]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Vassell,1630170.0,,,,,,,,,,,,,,,,
86,PT04M37.00S,2025-11-16T21:23:01.6Z,1,REGULAR,steal,,[],1630170,,,1610612759,22,15,2025-11-16T21:23:05Z,860000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT04M29.00S,2025-11-16T21:23:08.7Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,22,15,2025-11-16T21:23:18Z,870000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 201566]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left,,1.0,Westbrook,201566.0,,,,,,,,,,,,,,,,
88,PT04M29.00S,2025-11-16T21:23:08.7Z,1,REGULAR,steal,,[],201566,,,1610612758,22,15,2025-11-16T21:23:11Z,880000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
89,PT04M21.00S,2025-11-16T21:23:16.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628370,5.732588699080158,52.450980392156865,1610612758,22,17,2025-11-16T21:23:30Z,890000,False,-12.0,1.0,1,left,M. Monk running Layup (2 PTS),[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,1.24,Made,2.0,,,,,,,,,,,,,
90,PT04M10.00S,2025-11-16T21:23:28.5Z,1,REGULAR,turnover,lost ball,[],1642264,,,1610612759,22,17,2025-11-16T21:23:35Z,900000,False,,,0,,S. Castle lost ball TURNOVER (2 TO),"[1642264, 1627734]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,,2.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
91,PT04M10.00S,2025-11-16T21:23:28.5Z,1,REGULAR,steal,,[],1627734,,,1610612758,22,17,2025-11-16T21:45:06Z,910000,False,,,0,,D. Sabonis STEAL (2 STL),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M05.00S,2025-11-16T21:23:33.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628370,24.52365308804205,85.7843137254902,1610612758,22,17,2025-11-16T21:28:07Z,920000,False,-179.0,178.0,1,left,MISS M. Monk 25' running 3PT,[1628370],1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,,,,,25.24,Missed,,,,,,,,,,,,,,
93,PT04M02.00S,2025-11-16T21:23:38.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,22,17,2025-11-16T21:23:38Z,930000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,92.0,,,,,,,,,
95,PT04M02.00S,2025-11-16T21:23:41.0Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,22,17,2025-11-16T21:23:57Z,950000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M02.00S,2025-11-16T21:23:41.0Z,1,REGULAR,substitution,out,[],1627734,,,1610612759,22,17,2025-11-16T21:23:57Z,960000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M02.00S,2025-11-16T21:23:41.0Z,1,REGULAR,substitution,out,[],201566,,,1610612759,22,17,2025-11-16T21:23:57Z,970000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M02.00S,2025-11-16T21:23:41.0Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,22,17,2025-11-16T21:23:57Z,980000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M02.00S,2025-11-16T21:23:41.0Z,1,REGULAR,substitution,in,[],203471,,,1610612759,22,17,2025-11-16T21:23:57Z,990000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M02.00S,2025-11-16T21:23:41.0Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,22,17,2025-11-16T21:23:57Z,1000000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M02.00S,2025-11-16T21:24:06.1Z,1,REGULAR,foul,personal,['1freethrow'],203471,,,1610612759,22,17,2025-11-16T21:32:41Z,1010000,False,,,0,,D. Schröder away-from-play personal FOUL (1 PF) (Castle 1 FT),"[203471, 1642264]",1610612758.0,SAC,away-from-play,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,,,1.0,0.0,Castle,1642264.0,,
103,PT04M02.00S,2025-11-16T21:24:55.7Z,1,REGULAR,freethrow,1 of 1,[],1630577,,,1610612759,23,17,2025-11-16T21:24:55Z,1030000,False,,,0,,J. Champagnie away-from-play Free Throw 1 of 1 (1 PTS),[1630577],1610612759.0,SAS,away-from-play,,,Champagnie,J. Champagnie,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
104,PT04M02.00S,2025-11-16T21:24:56.9Z,1,REGULAR,substitution,out,[],203897,,,1610612758,23,17,2025-11-16T21:25:19Z,1040000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M02.00S,2025-11-16T21:24:56.9Z,1,REGULAR,substitution,in,[],1630173,,,1610612758,23,17,2025-11-16T21:25:19Z,1050000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M49.00S,2025-11-16T21:25:22.4Z,1,REGULAR,3pt,Jump Shot,[],1629640,93.24901445466492,1.2254901960784315,1610612759,23,17,2025-11-16T21:25:29Z,1060000,False,-244.0,11.0,1,right,MISS K. Johnson 24' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,24.41,Missed,,,,,,,,,,,,,,
107,PT03M44.00S,2025-11-16T21:25:27.4Z,1,REGULAR,rebound,defensive,[],203471,,,1610612758,23,17,2025-11-16T21:25:29Z,1070000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT03M31.00S,2025-11-16T21:25:39.2Z,1,REGULAR,3pt,Jump Shot,[],1642363,20.05584756898817,92.64705882352942,1610612758,23,17,2025-11-16T21:25:44Z,1080000,False,-213.0,136.0,1,left,MISS N. Clifford 25' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Left Center,,,,,25.29,Missed,,,,,,,,,,,,,,
109,PT03M28.00S,2025-11-16T21:25:42.2Z,1,REGULAR,rebound,defensive,[],202687,,,1610612759,23,17,2025-11-16T21:25:44Z,1090000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:1),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,
110,PT03M16.00S,2025-11-16T21:25:54.9Z,1,REGULAR,3pt,Jump Shot,[],1629640,90.88370565045992,96.56862745098039,1610612759,23,17,2025-11-16T21:26:00Z,1100000,False,233.0,33.0,1,right,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,,,23.52,Missed,,,,,,,,,,,,,,
111,PT03M14.00S,2025-11-16T21:25:56.9Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612758,23,17,2025-11-16T21:26:00Z,1110000,False,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,
112,PT03M03.00S,2025-11-16T21:26:08.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.601182654402102,38.72549019607843,1610612758,23,17,2025-11-16T21:26:17Z,1120000,False,56.0,0.0,1,left,MISS M. Monk driving Layup - blocked,"[1628370, 202687]",1610612758.0,SAC,driving,,,Monk,M. Monk,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.64,Missed,,,,,,,,,,,,,Biyombo,202687.0
203,PT03M03.00S,2025-11-16T21:26:08.6Z,1,REGULAR,block,,[],202687,,,1610612758,23,17,2025-11-16T21:42:40Z,1125000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M03.00S,2025-11-16T21:26:08.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,23,17,2025-11-16T21:26:17Z,1130000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,112.0,,,,,,,,,
114,PT03M03.00S,2025-11-16T21:26:11.9Z,1,REGULAR,foul,personal,[],1629640,,,1610612758,23,17,2025-11-16T21:26:36Z,1140000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1629640, 1630173]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,202056.0,,,,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
116,PT03M03.00S,2025-11-16T21:26:18.5Z,1,REGULAR,substitution,out,[],202687,,,1610612758,23,17,2025-11-16T21:26:27Z,1160000,False,,,0,,SUB out: B. Biyombo,[202687],1610612759.0,SAS,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2025-11-16T21:26:18.5Z,1,REGULAR,substitution,out,[],203084,,,1610612758,23,17,2025-11-16T21:26:27Z,1170000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2025-11-16T21:26:18.5Z,1,REGULAR,substitution,in,[],1631110,,,1610612758,23,17,2025-11-16T21:26:27Z,1180000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M03.00S,2025-11-16T21:26:18.5Z,1,REGULAR,substitution,in,[],203482,,,1610612758,23,17,2025-11-16T21:26:27Z,1190000,False,,,0,,SUB in: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2025-11-16T21:26:53.7Z,1,REGULAR,foul,personal,['2freethrow'],203482,,,1610612758,23,17,2025-11-16T21:27:02Z,1200000,False,,,0,,K. Olynyk shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[203482, 1630173]",1610612759.0,SAS,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,204058.0,,,,,,,,,,,,,,1.0,0.0,Achiuwa,1630173.0,,
122,PT02M50.00S,2025-11-16T21:27:08.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,23,17,2025-11-16T21:27:08Z,1220000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M50.00S,2025-11-16T21:29:31.4Z,1,REGULAR,substitution,out,[],1642264,,,1610612758,23,17,2025-11-16T21:29:40Z,1230000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M50.00S,2025-11-16T21:29:31.4Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,23,17,2025-11-16T21:29:40Z,1240000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M50.00S,2025-11-16T21:30:06.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630173,,,1610612758,23,17,2025-11-16T21:30:06Z,1250000,False,,,0,,MISS P. Achiuwa Free Throw 1 of 2,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
126,PT02M50.00S,2025-11-16T21:30:06.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,23,17,2025-11-16T21:30:06Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,
127,PT02M50.00S,2025-11-16T21:30:21.6Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630173,,,1610612758,23,18,2025-11-16T21:30:21Z,1270000,False,,,0,,P. Achiuwa Free Throw 2 of 2 (1 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
128,PT02M30.00S,2025-11-16T21:30:42.7Z,1,REGULAR,3pt,Jump Shot,[],1630577,67.49342969776609,72.30392156862744,1610612759,23,18,2025-11-16T21:30:48Z,1280000,False,112.0,253.0,1,right,MISS J. Champagnie 27' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,,,,,27.66,Missed,,,,,,,,,,,,,,
129,PT02M25.00S,2025-11-16T21:30:47.7Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,23,18,2025-11-16T21:30:48Z,1290000,False,,,0,,J. Sochan REBOUND (Off:1 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,128.0,1.0,0.0,1.0,,,,,,
130,PT02M22.00S,2025-11-16T21:30:50.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630577,65.78515111695138,50.98039215686274,1610612759,26,18,2025-11-16T21:30:55Z,1300000,False,5.0,269.0,1,right,J. Champagnie 26' 3PT  (4 PTS) (J. Sochan 1 AST),"[1630577, 1631110]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,,,26.91,Made,4.0,J. Sochan,1631110.0,1.0,,,,,,,,,,
132,PT02M07.00S,2025-11-16T21:31:05.3Z,1,REGULAR,3pt,Jump Shot,[],1630173,5.338370565045992,97.54901960784314,1610612758,26,18,2025-11-16T21:31:11Z,1320000,False,-238.0,-2.0,1,left,MISS P. Achiuwa 3PT,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Left Corner 3,24+ Left,,,,,23.77,Missed,,,,,,,,,,,,,,
133,PT02M04.00S,2025-11-16T21:31:08.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,26,18,2025-11-16T21:31:11Z,1330000,False,,,0,,J. Sochan REBOUND (Off:1 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,132.0,2.0,1.0,1.0,,,,,,
134,PT01M53.00S,2025-11-16T21:31:19.5Z,1,REGULAR,3pt,Jump Shot,[],203482,87.59855453350855,1.9607843137254901,1610612759,29,18,2025-11-16T21:31:25Z,1340000,False,-240.0,64.0,1,right,K. Olynyk 24' 3PT  (3 PTS) (D. Fox 2 AST),"[203482, 1628368]",1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Left Corner 3,24+ Left,,,,,24.86,Made,3.0,D. Fox,1628368.0,2.0,,,,,,,,,,
136,PT01M39.00S,2025-11-16T21:31:35.8Z,1,REGULAR,2pt,Jump Shot,[],203471,12.302890932982917,32.35294117647059,1610612758,29,20,2025-11-16T21:31:43Z,1360000,False,88.0,63.0,1,left,D. Schröder 10' driving floating Jump Shot (2 PTS),[203471],1610612758.0,SAC,driving floating,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,,,,,10.84,Made,2.0,,,,,,,,,,,,,
137,PT01M39.00S,2025-11-16T21:31:38.7Z,1,REGULAR,foul,personal,['1freethrow'],1631110,,,1610612758,29,20,2025-11-16T21:31:44Z,1370000,False,,,0,,J. Sochan shooting personal FOUL (1 PF) (Schröder 1 FT),"[1631110, 203471]",1610612759.0,SAS,shooting,,,Sochan,J. Sochan,,,,,In The Paint (Non-RA),8-16 Right,1151.0,,,,,,,,,,,,,,1.0,0.0,Schröder,203471.0,,
139,PT01M39.00S,2025-11-16T21:31:59.8Z,1,REGULAR,substitution,out,[],1630173,,,1610612758,29,20,2025-11-16T21:32:41Z,1390000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M39.00S,2025-11-16T21:31:59.8Z,1,REGULAR,substitution,in,[],201942,,,1610612758,29,20,2025-11-16T21:32:41Z,1400000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M39.00S,2025-11-16T21:32:20.9Z,1,REGULAR,freethrow,1 of 1,[],203471,,,1610612758,29,21,2025-11-16T21:32:20Z,1410000,False,,,0,,D. Schröder Free Throw 1 of 1 (3 PTS),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
142,PT01M25.00S,2025-11-16T21:32:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.59198423127464,52.69607843137255,1610612759,31,21,2025-11-16T21:39:59Z,1420000,False,13.0,17.0,1,right,K. Johnson cutting Layup (2 PTS) (K. Olynyk 1 AST),"[1629640, 203482]",1610612759.0,SAS,cutting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,2.18,Made,2.0,K. Olynyk,203482.0,1.0,,,,,,,,,,
144,PT01M09.00S,2025-11-16T21:32:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,5.601182654402102,52.94117647058824,1610612758,31,21,2025-11-16T21:33:05Z,1440000,False,-15.0,0.0,1,left,MISS D. Schröder driving finger roll Layup,[203471],1610612758.0,SAC,driving finger roll,,,Schröder,D. Schröder,,,,,Restricted Area,0-8 Center,,,,,1.47,Missed,,,,,,,,,,,,,,
145,PT01M06.00S,2025-11-16T21:32:58.3Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,31,21,2025-11-16T21:32:58Z,1450000,False,,,0,,J. Sochan REBOUND (Off:1 Def:2),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,144.0,3.0,2.0,1.0,,,,,,
146,PT01M03.00S,2025-11-16T21:33:03.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,90.62089356110381,43.872549019607845,1610612759,31,21,2025-11-16T21:33:16Z,1460000,False,-31.0,36.0,1,right,MISS D. Fox running Layup - blocked,"[1628368, 1642363]",1610612759.0,SAS,running,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,,,,,4.7,Missed,,,,,,,,,,,,,Clifford,1642363.0
147,PT01M03.00S,2025-11-16T21:33:03.5Z,1,REGULAR,block,,[],1642363,,,1610612759,31,21,2025-11-16T21:33:06Z,1470000,False,,,0,,N. Clifford BLOCK (1 BLK),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
148,PT01M03.00S,2025-11-16T21:33:03.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,31,21,2025-11-16T21:33:16Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,146.0,,,,,,,,,
150,PT00M59.40S,2025-11-16T21:33:15.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,92.59198423127464,3.1862745098039214,1610612759,31,21,2025-11-16T21:41:19Z,1500000,False,-234.0,17.0,1,right,MISS D. Fox step back 3PT,[1628368],1610612759.0,SAS,step back,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,,,,,23.47,Missed,,,,,,,,,,,,,,
151,PT00M57.40S,2025-11-16T21:33:18.1Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,31,21,2025-11-16T21:33:18Z,1510000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,150.0,1.0,0.0,1.0,,,,,,
152,PT00M53.80S,2025-11-16T21:33:22.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,93.11760840998686,46.07843137254902,1610612759,33,21,2025-11-16T21:33:30Z,1520000,False,-20.0,12.0,1,right,K. Olynyk driving Layup (5 PTS) (D. Fox 3 AST),"[203482, 1628368]",1610612759.0,SAS,driving,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,2.31,Made,5.0,D. Fox,1628368.0,3.0,,,,,,,,,,
154,PT00M34.10S,2025-11-16T21:33:43.5Z,1,REGULAR,3pt,Jump Shot,[],1628370,14.273981603153747,3.431372549019608,1610612758,33,21,2025-11-16T21:33:48Z,1540000,False,233.0,82.0,1,left,MISS M. Monk 24' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Right Corner 3,24+ Right,,,,,24.67,Missed,,,,,,,,,,,,,,
155,PT00M30.90S,2025-11-16T21:33:46.7Z,1,REGULAR,rebound,defensive,[],1630577,,,1610612759,33,21,2025-11-16T21:33:48Z,1550000,False,,,0,,J. Champagnie REBOUND (Off:0 Def:1),[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,,,,,,154.0,1.0,1.0,0.0,,,,,,
156,PT00M09.10S,2025-11-16T21:34:08.4Z,1,REGULAR,3pt,Jump Shot,[],1631110,73.66951379763469,14.950980392156863,1610612759,36,21,2025-11-16T21:34:13Z,1560000,False,-175.0,195.0,1,right,J. Sochan 26' 3PT  (3 PTS) (K. Olynyk 2 AST),"[1631110, 203482]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Left Center,,,,,26.21,Made,3.0,K. Olynyk,203482.0,2.0,,,,,,,,,,
158,PT00M00.80S,2025-11-16T21:34:24.3Z,1,REGULAR,3pt,Jump Shot,[],203471,32.40801576872536,51.225490196078425,1610612758,36,24,2025-11-16T21:34:29Z,1580000,False,-6.0,252.0,1,left,D. Schröder 25' 3PT pullup (6 PTS),[203471],1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,25.22,Made,6.0,,,,,,,,,,,,,
159,PT00M00.00S,2025-11-16T21:34:31.8Z,1,REGULAR,turnover,bad pass,[],1630577,,,1610612759,36,24,2025-11-16T21:34:37Z,1590000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630577, 201942]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),8-16 Center,,1.0,DeRozan,201942.0,,,,,,,,,,,,,,,,
160,PT00M00.00S,2025-11-16T21:34:31.8Z,1,REGULAR,steal,,[],201942,,,1610612758,36,24,2025-11-16T21:34:34Z,1600000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2025-11-16T21:34:40.7Z,1,REGULAR,period,end,[],0,,,1610612758,36,24,2025-11-16T21:34:40Z,1610000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-11-16T21:37:03.4Z,2,REGULAR,substitution,out,['startperiod'],1628370,,,1610612758,36,24,2025-11-16T21:37:20Z,1620000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2025-11-16T21:37:03.4Z,2,REGULAR,substitution,out,['startperiod'],1642363,,,1610612758,36,24,2025-11-16T21:37:20Z,1630000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2025-11-16T21:37:03.4Z,2,REGULAR,substitution,in,['startperiod'],203897,,,1610612758,36,24,2025-11-16T21:37:20Z,1640000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2025-11-16T21:37:03.4Z,2,REGULAR,substitution,in,['startperiod'],1631165,,,1610612758,36,24,2025-11-16T21:37:20Z,1650000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2025-11-16T21:37:21.0Z,2,REGULAR,period,start,[],0,,,1610612759,36,24,2025-11-16T21:37:21Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT11M42.00S,2025-11-16T21:37:38.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.38042049934296,54.166666666666664,1610612759,38,24,2025-11-16T21:37:46Z,1670000,False,21.0,10.0,1,right,K. Johnson driving Layup (4 PTS) (K. Olynyk 3 AST),"[1629640, 203482]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,2.3,Made,4.0,K. Olynyk,203482.0,3.0,,,,,,,,,,
