actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT05M32.00S,2026-01-18T01:23:29.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642264,19.398817345597898,40.68627450980392,1610612759,10,9,2026-01-18T01:23:33Z,830000,False,47.0,130.0,1,left,MISS S. Castle 13' pullup Shot,[1642264],1610612759.0,SAS,pullup,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,13.79,Missed,,,,,,,,,,,,,,,,,,
84,PT05M30.00S,2026-01-18T01:23:32.1Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,10,9,2026-01-18T01:23:32Z,840000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,83.0,2.0,2.0,0.0,,,,,,,,,,,,,
85,PT05M13.00S,2026-01-18T01:23:49.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,94.56307490144546,48.28431372549019,1610612750,10,11,2026-01-18T01:23:53Z,850000,False,-9.0,-1.0,1,right,J. McDaniels cutting finger roll Layup (5 PTS) (D. DiVincenzo 3 AST),"[1630183, 1628978]",1610612750.0,MIN,cutting finger roll,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.87,Made,5.0,,,,,,,,,,,D. DiVincenzo,1628978.0,3.0,,,,
87,PT05M05.00S,2026-01-18T01:23:57.0Z,1,REGULAR,3pt,Jump Shot,[],1630577,7.835085413929041,94.6078431372549,1610612759,10,11,2026-01-18T01:24:01Z,870000,False,-223.0,21.0,1,left,MISS J. Champagnie 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Left Corner 3,24+ Left,22.4,Missed,,,,,,,,,,,,,,,,,,
88,PT05M02.00S,2026-01-18T01:24:00.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,10,11,2026-01-18T01:24:01Z,880000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Left Corner 3,24+ Left,,,,87.0,1.0,1.0,0.0,,,,,,,,,,,,,
89,PT04M57.00S,2026-01-18T01:24:06.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642866,94.43166885676742,49.754901960784316,1610612750,10,13,2026-01-18T01:24:10Z,890000,False,-1.0,0.0,1,right,J. Beringer running Layup (2 PTS) (J. McDaniels 2 AST),"[1642866, 1630183]",1610612750.0,MIN,running,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,0.12,Made,2.0,,,,,,,,,,,J. McDaniels,1630183.0,2.0,,,,
91,PT04M35.00S,2026-01-18T01:24:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630577,12.697109067017081,48.77450980392157,1610612759,12,13,2026-01-18T01:24:31Z,910000,False,6.0,67.0,1,left,J. Champagnie 6' turnaround Jump Shot (4 PTS) (S. Castle 2 AST),"[1630577, 1642264]",1610612759.0,SAS,turnaround,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,6.72,Made,4.0,,,,,,,,,,,S. Castle,1642264.0,2.0,,,,
94,PT04M26.00S,2026-01-18T01:24:46.9Z,1,REGULAR,foul,personal,[],1642264,,,1610612750,12,13,2026-01-18T01:25:16Z,940000,False,,,0,,S. Castle personal FOUL (1 PF),"[1642264, 1630183]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1830.0,,,,,,,,,1.0,0.0,McDaniels,1630183.0
96,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,out,[],1630577,,,1610612750,12,13,2026-01-18T01:25:15Z,960000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,out,[],203084,,,1610612750,12,13,2026-01-18T01:25:15Z,970000,False,,,0,,SUB out: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,out,[],1628978,,,1610612750,12,13,2026-01-18T01:25:15Z,980000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,out,[],203944,,,1610612750,12,13,2026-01-18T01:25:15Z,990000,False,,,0,,SUB out: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,in,[],1629640,,,1610612750,12,13,2026-01-18T01:25:15Z,1000000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,in,[],1628368,,,1610612750,12,13,2026-01-18T01:25:15Z,1010000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,in,[],1641740,,,1610612750,12,13,2026-01-18T01:25:15Z,1020000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M26.00S,2026-01-18T01:24:51.3Z,1,REGULAR,substitution,in,[],201144,,,1610612750,12,13,2026-01-18T01:25:15Z,1030000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M18.00S,2026-01-18T01:25:19.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,85.75886990801577,48.77450980392157,1610612750,12,13,2026-01-18T01:25:22Z,1040000,False,-6.0,81.0,1,right,MISS A. Edwards 8' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,8.16,Missed,,,,,,,,,,,,,,,,,,
105,PT04M17.00S,2026-01-18T01:25:20.4Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,12,13,2026-01-18T01:25:22Z,1050000,False,,,0,,S. Castle REBOUND (Off:1 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,In The Paint (Non-RA),8-16 Center,,,,104.0,2.0,1.0,1.0,,,,,,,,,,,,,
106,PT04M09.00S,2026-01-18T01:25:27.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642264,4.944152431011826,46.81372549019608,1610612759,12,13,2026-01-18T01:27:06Z,1060000,False,16.0,-6.0,1,left,MISS S. Castle running Layup,[1642264],1610612759.0,SAS,running,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,1.7,Missed,,,,,,,,,,,,,,,,,,
107,PT04M08.00S,2026-01-18T01:25:28.6Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,12,13,2026-01-18T01:32:34Z,1070000,False,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,106.0,1.0,0.0,1.0,,,,,,,,,,,,,
142,PT04M08.00S,2026-01-18T01:25:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.995400788436268,49.754901960784316,1610612759,12,13,2026-01-18T01:32:23Z,1075000,False,1.0,4.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.41,Missed,,,,,,,,,,,,,,,,,,
143,PT04M08.00S,2026-01-18T01:25:29.6Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,12,13,2026-01-18T01:32:23Z,1077500,False,,,0,,L. Kornet REBOUND (Off:2 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,142.0,2.0,0.0,2.0,,,,,,,,,,,,,
108,PT04M05.00S,2026-01-18T01:25:31.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,5.590000152587891,50.0,1610612759,12,13,2026-01-18T01:32:06Z,1080000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
109,PT04M05.00S,2026-01-18T01:25:31.7Z,1,REGULAR,rebound,defensive,[],1642866,,,1610612750,12,13,2026-01-18T01:25:37Z,1090000,False,,,0,,J. Beringer REBOUND (Off:0 Def:1),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,
110,PT04M02.00S,2026-01-18T01:25:35.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642866,93.24901445466492,51.470588235294116,1610612750,12,15,2026-01-18T01:25:44Z,1100000,False,7.0,11.0,1,right,J. Beringer running DUNK (4 PTS) (J. McDaniels 3 AST),"[1642866, 1630183]",1610612750.0,MIN,running,,,Beringer,J. Beringer,,,,,Restricted Area,0-8 Center,1.33,Made,4.0,,,,,,,,,,,J. McDaniels,1630183.0,3.0,,,,
112,PT03M40.00S,2026-01-18T01:26:00.7Z,1,REGULAR,foul,personal,['2freethrow'],1642866,,,1610612759,12,15,2026-01-18T01:26:31Z,1120000,False,,,0,,J. Beringer shooting personal FOUL (1 PF) (Castle 2 FT),"[1642866, 1642264]",1610612750.0,MIN,shooting,,,Beringer,J. Beringer,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628480.0,,,,,,,,,1.0,0.0,Castle,1642264.0
114,PT03M40.00S,2026-01-18T01:26:31.8Z,1,REGULAR,freethrow,1 of 2,[],1642264,,,1610612759,12,15,2026-01-18T01:27:00Z,1140000,False,,,0,,MISS S. Castle Free Throw 1 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
115,PT03M40.00S,2026-01-18T01:26:31.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,12,15,2026-01-18T01:27:00Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,114.0,,,,,,,,,,,,,,,,
116,PT03M40.00S,2026-01-18T01:26:31.8Z,1,REGULAR,freethrow,2 of 2,[],1642264,,,1610612759,12,15,2026-01-18T01:27:00Z,1160000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
117,PT03M36.00S,2026-01-18T01:26:35.8Z,1,REGULAR,rebound,defensive,[],1641740,,,1610612750,12,15,2026-01-18T01:27:00Z,1170000,False,,,0,,J. Clark REBOUND (Off:0 Def:1),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT03M31.00S,2026-01-18T01:27:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,80.50262812089356,37.254901960784316,1610612750,12,17,2026-01-18T01:27:07Z,1180000,False,-64.0,131.0,1,right,A. Edwards 14' turnaround fadeaway Jump Shot (8 PTS),[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,14.55,Made,8.0,,,,,,,,,,,,,,,,,
119,PT03M17.00S,2026-01-18T01:27:14.8Z,1,REGULAR,3pt,Jump Shot,[],1628368,6.389618922470433,4.901960784313726,1610612759,12,17,2026-01-18T01:27:23Z,1190000,False,225.0,8.0,1,left,MISS D. Fox 3PT,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,22.56,Missed,,,,,,,,,,,,,,,,,,
120,PT03M15.00S,2026-01-18T01:27:16.7Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,12,17,2026-01-18T01:27:16Z,1200000,False,,,0,,L. Kornet REBOUND (Off:3 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Right Corner 3,24+ Right,,,,119.0,3.0,0.0,3.0,,,,,,,,,,,,,
121,PT03M10.00S,2026-01-18T01:27:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,4.5499342969776615,53.431372549019606,1610612759,14,17,2026-01-18T01:30:46Z,1210000,False,-17.0,-10.0,1,left,K. Johnson driving Layup (2 PTS) (D. Fox 1 AST),"[1629640, 1628368]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,1.97,Made,2.0,,,,,,,,,,,D. Fox,1628368.0,1.0,,,,
123,PT02M59.00S,2026-01-18T01:27:32.2Z,1,REGULAR,turnover,lost ball,[],1630162,,,1610612750,14,17,2026-01-18T01:28:03Z,1230000,False,,,0,,A. Edwards lost ball TURNOVER (1 TO),"[1630162, 1628436]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,,,,,,,1.0,Kornet,1628436.0,,,,,,,,,
124,PT02M59.00S,2026-01-18T01:27:32.2Z,1,REGULAR,steal,,[],1628436,,,1610612759,14,17,2026-01-18T01:35:17Z,1240000,False,,,0,,L. Kornet STEAL (1 STL),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
125,PT02M50.00S,2026-01-18T01:27:41.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,10.988830486202366,4.166666666666666,1610612759,17,17,2026-01-18T01:27:57Z,1250000,False,229.0,51.0,1,left,K. Johnson 3PT  (5 PTS) (D. Fox 2 AST),"[1629640, 1628368]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.48,Made,5.0,,,,,,,,,,,D. Fox,1628368.0,2.0,,,,
127,PT02M34.00S,2026-01-18T01:27:56.9Z,1,REGULAR,2pt,Jump Shot,[],201144,95.6143232588699,66.42156862745098,1610612750,17,17,2026-01-18T01:32:48Z,1270000,False,82.0,-11.0,1,right,MISS M. Conley 8' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,Mid-Range,8-16 Right,8.29,Missed,,,,,,,,,,,,,,,,,,
128,PT02M34.00S,2026-01-18T01:27:56.9Z,1,REGULAR,rebound,defensive,[],1642844,,,1610612759,17,17,2026-01-18T01:28:28Z,1280000,False,,,0,,D. Harper REBOUND (Off:0 Def:2),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Mid-Range,8-16 Right,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,
129,PT02M22.00S,2026-01-18T01:28:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,7.5722733245729295,41.66666666666667,1610612759,19,17,2026-01-18T01:33:19Z,1290000,False,42.0,19.0,1,left,K. Johnson driving floating Jump Shot (7 PTS) (L. Kornet 1 AST),"[1629640, 1628436]",1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,7.0,,,,,,,,,,,L. Kornet,1628436.0,1.0,,,,
131,PT02M22.00S,2026-01-18T01:28:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,19,17,2026-01-18T01:28:13Z,1310000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M22.00S,2026-01-18T01:30:39.1Z,1,REGULAR,substitution,out,[],1642264,,,1610612750,19,17,2026-01-18T01:31:02Z,1320000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M22.00S,2026-01-18T01:30:39.1Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,19,17,2026-01-18T01:31:02Z,1330000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M22.00S,2026-01-18T01:30:39.1Z,1,REGULAR,substitution,in,[],1642868,,,1610612750,19,17,2026-01-18T01:31:02Z,1340000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M22.00S,2026-01-18T01:30:39.1Z,1,REGULAR,substitution,in,[],203944,,,1610612750,19,17,2026-01-18T01:31:02Z,1350000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M08.00S,2026-01-18T01:31:20.8Z,1,REGULAR,3pt,Jump Shot,[],1630162,70.51576872536137,73.0392156862745,1610612750,19,17,2026-01-18T01:31:26Z,1360000,False,115.0,225.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.25,Missed,,,,,,,,,,,,,,,,,,
137,PT02M03.00S,2026-01-18T01:31:25.8Z,1,REGULAR,rebound,offensive,[],1642866,,,1610612750,19,17,2026-01-18T01:31:26Z,1370000,False,,,0,,J. Beringer REBOUND (Off:1 Def:1),[1642866],1610612750.0,MIN,,,,Beringer,J. Beringer,,,,,Above the Break 3,24+ Right Center,,,,136.0,2.0,1.0,1.0,,,,,,,,,,,,,
138,PT01M54.00S,2026-01-18T01:31:34.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201144,88.25558475689881,65.19607843137256,1610612750,19,17,2026-01-18T01:34:17Z,1380000,False,76.0,58.0,1,right,MISS M. Conley 9' driving floating Shot,[201144],1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Right,9.55,Missed,,,,,,,,,,,,,,,,,,
139,PT01M53.00S,2026-01-18T01:31:35.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,19,17,2026-01-18T01:31:39Z,1390000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,,138.0,,,,,,,,,,,,,,,,
141,PT01M28.00S,2026-01-18T01:32:05.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,12.171484888304862,43.627450980392155,1610612759,19,17,2026-01-18T01:35:47Z,1410000,False,32.0,62.0,1,left,MISS D. Fox 6' driving floating Shot,[1628368],1610612759.0,SAS,driving floating,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
144,PT01M25.00S,2026-01-18T01:32:08.0Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,19,17,2026-01-18T01:35:47Z,1420000,False,,,0,,L. Kornet REBOUND (Off:4 Def:0),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,141.0,4.0,0.0,4.0,,,,,,,,,,,,,
145,PT01M25.00S,2026-01-18T01:32:08.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628436,5.590000152587891,50.0,1610612759,19,17,2026-01-18T01:40:17Z,1430000,False,0.0,0.0,1,left,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
146,PT01M24.00S,2026-01-18T01:32:09.1Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,19,17,2026-01-18T01:40:17Z,1440000,False,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,,145.0,2.0,2.0,0.0,,,,,,,,,,,,,
147,PT01M15.00S,2026-01-18T01:32:17.7Z,1,REGULAR,2pt,Jump Shot,[],203944,77.21747700394218,58.08823529411765,1610612750,19,19,2026-01-18T01:32:48Z,1450000,False,40.0,162.0,1,right,J. Randle 16' step back Jump Shot (2 PTS),[203944],1610612750.0,MIN,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,16.67,Made,2.0,,,,,,,,,,,,,,,,,
148,PT00M59.60S,2026-01-18T01:32:34.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628436,5.601182654402102,49.26470588235294,1610612759,19,19,2026-01-18T01:32:51Z,1460000,False,4.0,0.0,1,left,MISS L. Kornet Layup - blocked,"[1628436, 1641740]",1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,0.37,Missed,,,,,,,,,,Clark,1641740.0,,,,,,,
149,PT00M59.60S,2026-01-18T01:32:34.7Z,1,REGULAR,block,,[],1641740,,,1610612759,19,19,2026-01-18T01:32:36Z,1470000,False,,,0,,J. Clark BLOCK (1 BLK),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
150,PT00M59.60S,2026-01-18T01:32:34.7Z,1,REGULAR,rebound,defensive,[],1641740,,,1610612750,19,19,2026-01-18T01:32:51Z,1480000,False,,,0,,J. Clark REBOUND (Off:0 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,
151,PT00M51.40S,2026-01-18T01:32:43.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641740,92.59198423127464,40.19607843137255,1610612750,19,19,2026-01-18T01:32:56Z,1490000,False,-49.0,17.0,1,right,MISS J. Clark driving Layup - blocked,"[1641740, 1628436]",1610612750.0,MIN,driving,,,Clark,J. Clark,,,,,In The Paint (Non-RA),0-8 Center,5.19,Missed,,,,,,,,,,Kornet,1628436.0,,,,,,,
152,PT00M51.40S,2026-01-18T01:32:43.0Z,1,REGULAR,block,,[],1628436,,,1610612750,19,19,2026-01-18T01:32:44Z,1500000,False,,,0,,L. Kornet BLOCK (1 BLK),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT00M51.40S,2026-01-18T01:32:43.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,19,19,2026-01-18T01:32:56Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,151.0,,,,,,,,,,,,,,,,
155,PT00M35.10S,2026-01-18T01:33:19.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630162,76.82325886990802,66.91176470588235,1610612750,19,19,2026-01-18T01:33:24Z,1530000,False,85.0,165.0,1,right,MISS A. Edwards 18' turnaround fadeaway Shot,[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right Center,18.58,Missed,,,,,,,,,,,,,,,,,,
156,PT00M30.90S,2026-01-18T01:33:23.2Z,1,REGULAR,rebound,offensive,[],1641740,,,1610612750,19,19,2026-01-18T01:33:23Z,1540000,False,,,0,,J. Clark REBOUND (Off:1 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Mid-Range,16-24 Right Center,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,,,
157,PT00M22.20S,2026-01-18T01:33:31.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,75.90341655716163,87.00980392156863,1610612750,19,22,2026-01-18T01:33:36Z,1550000,False,185.0,174.0,1,right,A. Edwards 25' 3PT  (11 PTS) (J. Clark 1 AST),"[1630162, 1641740]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.4,Made,11.0,,,,,,,,,,,J. Clark,1641740.0,1.0,,,,
159,PT00M03.00S,2026-01-18T01:33:57.2Z,1,REGULAR,foul,personal,[],201144,,,1610612759,19,22,2026-01-18T01:34:01Z,1570000,False,,,0,,M. Conley personal FOUL (1 PF),"[201144, 1628368]",1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,,,,,,,,1628480.0,,,,,,,,,1.0,0.0,Fox,1628368.0
161,PT00M00.00S,2026-01-18T01:34:11.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.1268068331143235,49.26470588235294,1610612759,21,22,2026-01-18T01:34:15Z,1590000,False,4.0,5.0,1,left,D. Fox driving finger roll Layup (6 PTS) (K. Johnson 1 AST),"[1628368, 1629640]",1610612759.0,SAS,driving finger roll,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,0.63,Made,6.0,,,,,,,,,,,K. Johnson,1629640.0,1.0,,,,
164,PT00M00.00S,2026-01-18T01:34:51.4Z,1,REGULAR,period,end,[],0,,,1610612750,21,22,2026-01-18T01:34:51Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-01-18T01:36:35.9Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612750,21,22,2026-01-18T01:36:47Z,1630000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-01-18T01:36:35.9Z,2,REGULAR,substitution,out,['startperiod'],1630162,,,1610612750,21,22,2026-01-18T01:36:47Z,1640000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-01-18T01:36:35.9Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612750,21,22,2026-01-18T01:36:47Z,1650000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-01-18T01:36:35.9Z,2,REGULAR,substitution,in,['startperiod'],1628978,,,1610612750,21,22,2026-01-18T01:36:47Z,1660000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
