actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,jumpBallRecoverdPersonId
90,PT04M40.00S,2024-01-03T01:25:27.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631103,5.732588699080158,55.392156862745104,1610612759,13,11,2024-01-03T01:25:33Z,890000,False,-27.0,1.0,1,left,MISS M. Branham cutting Layup - blocked,"[1631103, 1630583]",1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,2.7,Missed,,Branham,M. Branham,,,,,,,,,,,,Aldama,1630583.0,,,,,
91,PT04M40.00S,2024-01-03T01:25:27.2Z,1,REGULAR,block,,[],1630583,,,1610612759,13,11,2024-01-03T01:25:29Z,900000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2024-01-03T01:25:29.2Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,13,11,2024-01-03T01:25:33Z,910000,False,,,0,,S. Aldama REBOUND (Off:0 Def:1),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,
95,PT04M31.00S,2024-01-03T01:25:45.9Z,1,REGULAR,foul,personal,['2freethrow'],1631230,,,1610612763,13,11,2024-01-03T01:26:03Z,940000,False,,,0,,D. Barlow shooting personal FOUL (1 PF) (Morant 2 FT),"[1631230, 1629630]",1610612759.0,SAS,shooting,,,,,,Restricted Area,0-8 Center,,,,Barlow,D. Barlow,,,,202056.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,
97,PT04M31.00S,2024-01-03T01:26:04.1Z,1,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,13,11,2024-01-03T01:26:04Z,960000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,,,,,,,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
98,PT04M31.00S,2024-01-03T01:26:04.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,13,11,2024-01-03T01:26:04Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,
99,PT04M31.00S,2024-01-03T01:26:04.7Z,1,REGULAR,substitution,out,[],203935,,,1610612763,13,11,2024-01-03T01:26:16Z,980000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,,,,,,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2024-01-03T01:26:04.7Z,1,REGULAR,substitution,out,[],1631110,,,1610612763,13,11,2024-01-03T01:26:16Z,990000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2024-01-03T01:26:04.7Z,1,REGULAR,substitution,out,[],1631103,,,1610612763,13,11,2024-01-03T01:26:16Z,1000000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,,,,,,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2024-01-03T01:26:04.7Z,1,REGULAR,substitution,in,[],1628379,,,1610612763,13,11,2024-01-03T01:26:16Z,1010000,False,,,0,,SUB in: L. Kennard,[1628379],1610612763.0,MEM,,,,,,,,,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2024-01-03T01:26:04.7Z,1,REGULAR,substitution,in,[],1630200,,,1610612763,13,11,2024-01-03T01:26:16Z,1020000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
104,PT04M31.00S,2024-01-03T01:26:04.7Z,1,REGULAR,substitution,in,[],1626224,,,1610612763,13,11,2024-01-03T01:26:16Z,1030000,False,,,0,,SUB in: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
105,PT04M31.00S,2024-01-03T01:26:23.7Z,1,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,14,11,2024-01-03T01:26:23Z,1040000,False,,,0,,J. Morant Free Throw 2 of 2 (6 PTS),[1629630],1610612763.0,MEM,,,,,,,,,,Made,6.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
106,PT04M15.00S,2024-01-03T01:26:41.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,12.697109067017081,43.627450980392155,1610612759,14,11,2024-01-03T01:26:48Z,1050000,False,32.0,67.0,1,left,MISS T. Jones 7' pullup Shot,[1630200],1610612759.0,SAS,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
107,PT04M11.00S,2024-01-03T01:26:45.2Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612759,14,11,2024-01-03T01:26:48Z,1060000,False,,,0,,D. Barlow REBOUND (Off:1 Def:1),[1631230],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barlow,D. Barlow,,,,,,,,,,,,,,106.0,2.0,1.0,1.0,
108,PT04M11.00S,2024-01-03T01:26:46.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631230,5.590000152587891,50.0,1610612759,14,11,2024-01-03T01:27:08Z,1070000,False,0.0,0.0,1,left,MISS D. Barlow tip Layup - blocked,"[1631230, 202687]",1610612759.0,SAS,tip,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Barlow,D. Barlow,,,,,,,,,,,,Biyombo,202687.0,,,,,
117,PT04M11.00S,2024-01-03T01:26:46.0Z,1,REGULAR,block,,[],202687,,,1610612759,14,11,2024-01-03T01:29:12Z,1075000,False,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
109,PT04M11.00S,2024-01-03T01:26:46.0Z,1,REGULAR,rebound,offensive,[],1631230,,,1610612759,14,11,2024-01-03T01:27:08Z,1080000,False,,,0,,D. Barlow REBOUND (Off:2 Def:1),[1631230],1610612759.0,SAS,,,,,,,Restricted Area,0-8 Center,,,,Barlow,D. Barlow,,,,,,,,,,,,,,108.0,3.0,1.0,2.0,
110,PT04M10.00S,2024-01-03T01:26:47.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631230,8.229303547963205,43.627450980392155,1610612759,14,13,2024-01-03T01:26:55Z,1090000,False,32.0,25.0,1,left,D. Barlow putback Layup (2 PTS),[1631230],1610612759.0,SAS,putback,,,,,,Restricted Area,0-8 Center,4.05,Made,2.0,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
111,PT04M02.00S,2024-01-03T01:26:53.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,89.30683311432325,39.21568627450981,1610612763,14,13,2024-01-03T01:26:59Z,1100000,False,-54.0,48.0,1,right,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,7.22,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
112,PT04M02.00S,2024-01-03T01:26:53.5Z,1,REGULAR,rebound,defensive,[],1631230,,,1610612759,14,13,2024-01-03T01:26:59Z,1110000,False,,,0,,D. Barlow REBOUND (Off:2 Def:2),[1631230],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Barlow,D. Barlow,,,,,,,,,,,,,,111.0,4.0,2.0,2.0,
113,PT03M42.00S,2024-01-03T01:27:13.6Z,1,REGULAR,2pt,Jump Shot,[],1630170,24.917871222076215,73.2843137254902,1610612759,14,13,2024-01-03T01:27:19Z,1120000,False,-116.0,182.0,1,left,MISS D. Vassell 21' step back Shot,[1630170],1610612759.0,SAS,step back,,,,,,Mid-Range,16-24 Left Center,21.58,Missed,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2024-01-03T01:27:15.6Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612763,14,13,2024-01-03T01:27:19Z,1130000,False,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612763.0,MEM,,,,,,,Mid-Range,16-24 Left Center,,,,Kennard,L. Kennard,,,,,,,,,,,,,,113.0,1.0,1.0,0.0,
115,PT03M33.00S,2024-01-03T01:27:24.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.85479632063075,53.67647058823529,1610612763,16,13,2024-01-03T01:30:32Z,1140000,False,18.0,15.0,1,right,D. Bane cutting finger roll Layup (8 PTS) (B. Biyombo 1 AST),"[1630217, 202687]",1610612763.0,MEM,cutting finger roll,,,,,,Restricted Area,0-8 Center,2.36,Made,8.0,Bane,D. Bane,B. Biyombo,202687.0,1.0,,,,,,,,,,,,,,,
163,PT03M33.00S,2024-01-03T01:28:38.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,16,13,2024-01-03T01:35:01Z,1155000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M33.00S,2024-01-03T01:29:52.4Z,1,REGULAR,substitution,out,[],1629630,,,1610612759,16,13,2024-01-03T01:30:18Z,1160000,False,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
119,PT03M33.00S,2024-01-03T01:29:52.4Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,16,13,2024-01-03T01:30:18Z,1170000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
120,PT03M33.00S,2024-01-03T01:29:52.4Z,1,REGULAR,substitution,in,[],201565,,,1610612759,16,13,2024-01-03T01:30:18Z,1180000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,,,,,,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,
121,PT03M33.00S,2024-01-03T01:29:52.4Z,1,REGULAR,substitution,in,[],203926,,,1610612759,16,13,2024-01-03T01:30:18Z,1190000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,
122,PT03M15.00S,2024-01-03T01:30:43.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631230,7.835085413929041,46.07843137254902,1610612759,16,13,2024-01-03T01:30:48Z,1200000,False,20.0,21.0,1,left,MISS D. Barlow driving DUNK - blocked,"[1631230, 202687]",1610612759.0,SAS,driving,,,,,,Restricted Area,0-8 Center,2.88,Missed,,Barlow,D. Barlow,,,,,,,,,,,,Biyombo,202687.0,,,,,
123,PT03M15.00S,2024-01-03T01:30:43.8Z,1,REGULAR,block,,[],202687,,,1610612759,16,13,2024-01-03T01:30:46Z,1210000,False,,,0,,B. Biyombo BLOCK (2 BLK),[202687],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
124,PT03M12.00S,2024-01-03T01:30:46.8Z,1,REGULAR,rebound,defensive,[],1630583,,,1610612763,16,13,2024-01-03T01:30:48Z,1220000,False,,,0,,S. Aldama REBOUND (Off:0 Def:2),[1630583],1610612763.0,MEM,,,,,,,Restricted Area,0-8 Center,,,,Aldama,S. Aldama,,,,,,,,,,,,,,122.0,2.0,2.0,0.0,
125,PT03M06.00S,2024-01-03T01:30:53.2Z,1,REGULAR,3pt,Jump Shot,[],1630217,79.05716162943496,91.66666666666666,1610612763,16,13,2024-01-03T01:30:57Z,1230000,False,208.0,144.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Right Center,25.35,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
126,PT03M02.00S,2024-01-03T01:30:57.2Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,16,13,2024-01-03T01:30:57Z,1240000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Johnson,K. Johnson,,,,,,,,,,,,,,125.0,2.0,2.0,0.0,
127,PT02M54.00S,2024-01-03T01:31:04.1Z,1,REGULAR,2pt,Jump Shot,[],1631230,4.5499342969776615,29.166666666666668,1610612759,16,15,2024-01-03T01:31:11Z,1250000,False,104.0,-10.0,1,left,D. Barlow 10' Jump Shot (4 PTS) (K. Johnson 1 AST),"[1631230, 1629640]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Right,10.47,Made,4.0,Barlow,D. Barlow,K. Johnson,1629640.0,1.0,,,,,,,,,,,,,,,
129,PT02M41.00S,2024-01-03T01:31:18.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,69.59592641261499,71.07843137254902,1610612763,16,15,2024-01-03T01:31:24Z,1270000,False,105.0,233.0,1,right,MISS L. Kennard 25' step back 3PT,[1628379],1610612763.0,MEM,step back,,,,,,Above the Break 3,24+ Right Center,25.6,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
130,PT02M37.00S,2024-01-03T01:31:22.7Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,16,15,2024-01-03T01:31:24Z,1280000,False,,,0,,C. Osman REBOUND (Off:0 Def:1),[1626224],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Osman,C. Osman,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,
131,PT02M30.00S,2024-01-03T01:31:28.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,9.017739816031538,46.32352941176471,1610612759,16,17,2024-01-03T01:31:35Z,1290000,False,18.0,32.0,1,left,K. Johnson driving floating Jump Shot (2 PTS),[1629640],1610612759.0,SAS,driving floating,,,,,,Restricted Area,0-8 Center,3.72,Made,2.0,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
132,PT02M11.00S,2024-01-03T01:31:48.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202687,92.9862023653088,44.85294117647059,1610612763,18,17,2024-01-03T01:31:54Z,1300000,False,-26.0,13.0,1,right,B. Biyombo finger roll Layup (4 PTS) (D. Rose 1 AST),"[202687, 201565]",1610612763.0,MEM,finger roll,,,,,,Restricted Area,0-8 Center,2.9,Made,4.0,Biyombo,B. Biyombo,D. Rose,201565.0,1.0,,,,,,,,,,,,,,,
134,PT02M03.00S,2024-01-03T01:32:00.6Z,1,REGULAR,foul,personal,[],1628379,,,1610612759,18,17,2024-01-03T01:32:06Z,1320000,False,,,0,,L. Kennard personal FOUL (1 PF),"[1628379, 203926]",1610612763.0,MEM,,,,,,,Mid-Range,16-24 Right Center,,,,Kennard,L. Kennard,,,,202056.0,1.0,0.0,McDermott,203926.0,,,,,,,,,,
136,PT02M03.00S,2024-01-03T01:32:06.2Z,1,REGULAR,substitution,out,[],202687,,,1610612759,18,17,2024-01-03T01:32:15Z,1340000,False,,,0,,SUB out: B. Biyombo,[202687],1610612763.0,MEM,,,,,,,,,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,
137,PT02M03.00S,2024-01-03T01:32:06.2Z,1,REGULAR,substitution,out,[],1630217,,,1610612759,18,17,2024-01-03T01:32:15Z,1350000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
138,PT02M03.00S,2024-01-03T01:32:06.2Z,1,REGULAR,substitution,out,[],1631230,,,1610612759,18,17,2024-01-03T01:32:15Z,1360000,False,,,0,,SUB out: D. Barlow,[1631230],1610612759.0,SAS,,,,,,,,,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,
139,PT02M03.00S,2024-01-03T01:32:06.2Z,1,REGULAR,substitution,in,[],1628991,,,1610612759,18,17,2024-01-03T01:32:15Z,1370000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
140,PT02M03.00S,2024-01-03T01:32:06.2Z,1,REGULAR,substitution,in,[],1631246,,,1610612759,18,17,2024-01-03T01:32:15Z,1380000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,,,,,,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,
141,PT02M03.00S,2024-01-03T01:32:06.2Z,1,REGULAR,substitution,in,[],1630572,,,1610612759,18,17,2024-01-03T01:32:15Z,1390000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,
142,PT01M56.00S,2024-01-03T01:32:29.2Z,1,REGULAR,turnover,lost ball,[],1630572,,,1610612759,18,17,2024-01-03T01:32:33Z,1400000,False,,,0,,S. Mamukelashvili lost ball TURNOVER (1 TO),"[1630572, 1628991]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,1.0,Jackson Jr.,1628991.0,,,,,,,
143,PT01M56.00S,2024-01-03T01:32:29.2Z,1,REGULAR,steal,,[],1628991,,,1610612763,18,17,2024-01-03T01:32:31Z,1410000,False,,,0,,J. Jackson Jr. STEAL (1 STL),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
144,PT01M51.00S,2024-01-03T01:32:35.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201565,92.06636005256242,60.78431372549019,1610612763,18,17,2024-01-03T01:32:43Z,1420000,False,54.0,22.0,1,right,MISS D. Rose driving floating bank Shot,[201565],1610612763.0,MEM,driving floating bank,,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,Rose,D. Rose,,,,,,,,,,,,,,,,,,
145,PT01M46.00S,2024-01-03T01:32:40.4Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,18,17,2024-01-03T01:36:24Z,1430000,False,,,0,,C. Osman REBOUND (Off:0 Def:2),[1626224],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Osman,C. Osman,,,,,,,,,,,,,,144.0,2.0,2.0,0.0,
146,PT01M41.00S,2024-01-03T01:32:44.7Z,1,REGULAR,3pt,Jump Shot,[],203926,31.882391590013142,54.41176470588235,1610612759,18,20,2024-01-03T01:32:58Z,1440000,False,-22.0,247.0,1,left,D. McDermott 24' 3PT  (3 PTS) (C. Osman 1 AST),"[203926, 1626224]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,24.82,Made,3.0,McDermott,D. McDermott,C. Osman,1626224.0,1.0,,,,,,,,,,,,,,,
148,PT01M27.00S,2024-01-03T01:32:58.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628991,89.30683311432325,40.19607843137255,1610612763,18,20,2024-01-03T01:33:03Z,1460000,False,-49.0,48.0,1,right,MISS J. Jackson Jr. 6' driving Hook,[1628991],1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
149,PT01M23.00S,2024-01-03T01:33:02.7Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,18,20,2024-01-03T01:33:03Z,1470000,False,,,0,,C. Osman REBOUND (Off:0 Def:3),[1626224],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Osman,C. Osman,,,,,,,,,,,,,,148.0,3.0,3.0,0.0,
150,PT01M22.00S,2024-01-03T01:33:05.6Z,1,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612759,18,20,2024-01-03T01:33:10Z,1480000,False,,,0,,C. Osman bad pass out-of-bounds TURNOVER (1 TO),[1626224],1610612759.0,SAS,bad pass,,,,,,Mid-Range,16-24 Left Center,,,,Osman,C. Osman,,,,1627963.0,,,,,1.0,,,,,,,,,
151,PT01M00.00S,2024-01-03T01:33:31.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631246,80.1084099868594,6.862745098039216,1610612763,18,20,2024-01-03T01:33:37Z,1490000,False,-216.0,134.0,1,right,MISS V. Williams Jr. 25' 3PT,[1631246],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,
152,PT00M56.20S,2024-01-03T01:33:35.6Z,1,REGULAR,rebound,defensive,[],1626224,,,1610612759,18,20,2024-01-03T01:33:37Z,1500000,False,,,0,,C. Osman REBOUND (Off:0 Def:4),[1626224],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,Osman,C. Osman,,,,,,,,,,,,,,151.0,4.0,4.0,0.0,
153,PT00M47.00S,2024-01-03T01:33:45.0Z,1,REGULAR,3pt,Jump Shot,[],1630200,26.231931668856767,18.38235294117647,1610612759,18,20,2024-01-03T01:33:49Z,1510000,False,158.0,194.0,1,left,MISS T. Jones 25' 3PT,[1630200],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
154,PT00M43.20S,2024-01-03T01:33:48.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,18,20,2024-01-03T01:33:49Z,1520000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,,,,Above the Break 3,24+ Right Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,153.0,1.0,1.0,0.0,
173,PT00M36.00S,2024-01-03T01:33:51.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,89.17542706964521,41.66666666666667,1610612763,18,20,2024-01-03T01:38:26Z,1525000,False,-42.0,49.0,1,right,MISS J. Jackson Jr. 6' driving Layup - blocked,"[1628991, 1630572]",1610612763.0,MEM,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.46,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,Mamukelashvili,1630572.0,,,,,
174,PT00M36.00S,2024-01-03T01:33:51.0Z,1,REGULAR,block,,[],1630572,,,1610612763,18,20,2024-01-03T01:38:26Z,1527500,False,,,0,,S. Mamukelashvili BLOCK (1 BLK),[1630572],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,
175,PT00M35.50S,2024-01-03T01:33:51.5Z,1,REGULAR,rebound,offensive,[],1628991,,,1610612763,18,20,2024-01-03T01:38:26Z,1528750,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,173.0,2.0,1.0,1.0,
155,PT00M34.90S,2024-01-03T01:33:57.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628991,91.14651773981603,36.029411764705884,1610612763,20,20,2024-01-03T01:38:26Z,1530000,False,-70.0,31.0,1,right,J. Jackson Jr. 7' turnaround Hook (2 PTS),[1628991],1610612763.0,MEM,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.63,Made,2.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
156,PT00M14.20S,2024-01-03T01:34:20.2Z,1,REGULAR,3pt,Jump Shot,[],1630572,6.521024967148489,3.9215686274509802,1610612759,20,23,2024-01-03T01:34:24Z,1540000,False,230.0,9.0,1,left,S. Mamukelashvili 3PT  (3 PTS) (K. Johnson 2 AST),"[1630572, 1629640]",1610612759.0,SAS,,,,,,,Right Corner 3,24+ Right,23.06,Made,3.0,Mamukelashvili,S. Mamukelashvili,K. Johnson,1629640.0,2.0,,,,,,,,,,,,,,,
158,PT00M04.70S,2024-01-03T01:34:33.3Z,1,REGULAR,3pt,Jump Shot,[],1628379,66.5735873850197,48.28431372549019,1610612763,20,23,2024-01-03T01:34:38Z,1560000,False,-9.0,262.0,1,right,MISS L. Kennard 26' pullup 3PT,[1628379],1610612763.0,MEM,pullup,,,,,,Above the Break 3,24+ Center,26.18,Missed,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,
159,PT00M01.90S,2024-01-03T01:34:36.0Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,20,23,2024-01-03T01:34:36Z,1570000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Jones,T. Jones,,,,,,,,,,,,,,158.0,1.0,1.0,0.0,
160,PT00M00.00S,2024-01-03T01:34:38.1Z,1,REGULAR,3pt,Jump Shot,[],1629640,27.808804204993432,11.76470588235294,1610612759,20,23,2024-01-03T01:34:46Z,1580000,False,191.0,209.0,1,left,MISS K. Johnson 28' pullup 3PT,[1629640],1610612759.0,SAS,pullup,,,,,,Above the Break 3,24+ Right Center,28.32,Missed,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2024-01-03T01:34:40.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,20,23,2024-01-03T01:34:40Z,1590000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,160.0,,,,
162,PT00M00.00S,2024-01-03T01:34:41.2Z,1,REGULAR,period,end,[],0,,,1610612759,20,23,2024-01-03T01:34:41Z,1600000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-03T01:37:15.5Z,2,REGULAR,substitution,out,['startperiod'],1630572,,,1610612759,20,23,2024-01-03T01:37:39Z,1610000,False,,,0,,SUB out: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,,,,,,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-03T01:37:15.5Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612759,20,23,2024-01-03T01:37:39Z,1620000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-03T01:37:25.7Z,2,REGULAR,period,start,[],0,,,1610612759,20,23,2024-01-03T01:37:39Z,1630000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
