actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
421,PT08M31.00S,2023-10-28T00:30:08.2Z,3,REGULAR,3pt,Jump Shot,[],1630217,64.73390275952694,34.068627450980394,1610612763,61,68,2023-10-28T00:30:12Z,4180000,False,-80.0,279.0,1,right,MISS D. Bane 29' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,29.02,Missed,,,,,,,,,,,,,,,,,,
422,PT08M29.00S,2023-10-28T00:30:10.2Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,61,68,2023-10-28T00:30:12Z,4190000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,421.0,2.0,1.0,1.0,,,,,,,,,,,,,,
423,PT08M21.00S,2023-10-28T00:30:19.5Z,3,REGULAR,3pt,Jump Shot,[],203484,7.046649145860711,95.34313725490196,1610612743,61,68,2023-10-28T00:30:25Z,4200000,False,-227.0,14.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,22.71,Missed,,,,,,,,,,,,,,,,,,
424,PT08M17.00S,2023-10-28T00:30:23.5Z,3,REGULAR,rebound,defensive,[],1630533,,,1610612763,61,68,2023-10-28T00:30:25Z,4210000,False,,,0,,Z. Williams REBOUND (Off:2 Def:5),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,Left Corner 3,24+ Left,,,423.0,7.0,5.0,2.0,,,,,,,,,,,,,,
425,PT08M10.00S,2023-10-28T00:30:29.8Z,3,REGULAR,3pt,Jump Shot,[],1628991,65.65374507227332,49.01960784313725,1610612763,64,68,2023-10-28T00:30:34Z,4220000,False,-5.0,270.0,1,right,J. Jackson Jr. 27' 3PT  (15 PTS) (D. Bane 2 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,27.04,Made,,,,,,,,15.0,D. Bane,1630217.0,2.0,,,,,,,
427,PT07M52.00S,2023-10-28T00:30:48.0Z,3,REGULAR,2pt,Jump Shot,[],1627750,17.16491458607096,25.98039215686275,1610612743,64,68,2023-10-28T00:30:54Z,4240000,False,120.0,109.0,1,left,MISS J. Murray 16' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,16.21,Missed,,,,,,,,,,,,,,,,,,
428,PT07M49.00S,2023-10-28T00:30:51.0Z,3,REGULAR,rebound,defensive,[],1630214,,,1610612763,64,68,2023-10-28T00:30:54Z,4250000,False,,,0,,X. Tillman REBOUND (Off:1 Def:6),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,16-24 Right Center,,,427.0,7.0,6.0,1.0,,,,,,,,,,,,,,
429,PT07M43.00S,2023-10-28T00:30:57.8Z,3,REGULAR,3pt,Jump Shot,[],1630217,67.88764783180025,40.44117647058824,1610612763,64,68,2023-10-28T00:31:02Z,4260000,False,-48.0,249.0,1,right,MISS D. Bane 25' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Center,25.39,Missed,,,,,,,,,,,,,,,,,,
430,PT07M40.00S,2023-10-28T00:31:00.8Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,64,68,2023-10-28T00:31:02Z,4270000,False,,,0,,N. Jokic REBOUND (Off:2 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,429.0,8.0,6.0,2.0,,,,,,,,,,,,,,
431,PT07M33.00S,2023-10-28T00:31:07.5Z,3,REGULAR,3pt,Jump Shot,[],1629008,28.33442838370565,74.50980392156863,1610612743,64,71,2023-10-28T00:31:11Z,4280000,False,-123.0,214.0,1,left,M. Porter Jr. 24' 3PT pullup (6 PTS) (N. Jokic 5 AST),"[1629008, 203999]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,24.64,Made,,,,,,,,6.0,N. Jokic,203999.0,5.0,,,,,,,
433,PT07M09.00S,2023-10-28T00:31:31.0Z,3,REGULAR,3pt,Jump Shot,[],203935,80.76544021024968,92.40196078431373,1610612763,64,71,2023-10-28T00:31:35Z,4300000,False,212.0,128.0,1,right,MISS M. Smart 24' pullup 3PT,[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
434,PT07M08.00S,2023-10-28T00:31:32.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612743,64,71,2023-10-28T00:31:35Z,4310000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,433.0,,,,,,,,,,,,,,,,,
436,PT06M55.00S,2023-10-28T00:32:02.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203484,18.610381077529567,50.0,1610612743,64,71,2023-10-28T00:32:10Z,4330000,False,0.0,122.0,1,left,MISS K. Caldwell-Pope 12' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Center,12.24,Missed,,,,,,,,,,,,,,,,,,
437,PT06M51.00S,2023-10-28T00:32:06.8Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,64,71,2023-10-28T00:32:10Z,4340000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,436.0,6.0,5.0,1.0,,,,,,,,,,,,,,
438,PT06M41.00S,2023-10-28T00:32:17.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.51182654402102,52.69607843137255,1610612763,66,71,2023-10-28T00:32:31Z,4350000,False,13.0,8.0,1,right,J. Jackson Jr. cutting finger roll Layup (17 PTS) (Z. Williams 2 AST),"[1628991, 1630533]",1610612763.0,MEM,cutting finger roll,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,1.6,Made,,,,,,,,17.0,Z. Williams,1630533.0,2.0,,,,,,,
440,PT06M41.00S,2023-10-28T00:32:22.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,66,71,2023-10-28T00:32:22Z,4370000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M31.00S,2023-10-28T00:35:35.3Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,66,71,2023-10-28T00:35:39Z,4380000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1630217]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Bane,1630217.0
442,PT06M31.00S,2023-10-28T00:35:35.3Z,3,REGULAR,steal,,[],1630217,,,1610612763,66,71,2023-10-28T00:35:37Z,4390000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT06M30.00S,2023-10-28T00:35:41.8Z,3,REGULAR,foul,personal,[],1629008,,,1610612763,66,71,2023-10-28T00:35:47Z,4400000,False,,,0,,M. Porter Jr. personal FOUL (3 PF),"[1629008, 1630217]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2530.0,,,,,3.0,0.0,Bane,1630217.0,,,
445,PT06M17.00S,2023-10-28T00:36:05.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,86.5473061760841,53.92156862745098,1610612763,68,71,2023-10-28T00:36:14Z,4420000,False,20.0,74.0,1,right,M. Smart 7' driving floating Jump Shot (18 PTS),[203935],1610612763.0,MEM,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,7.66,Made,,,,,,,,18.0,,,,,,,,,,
446,PT05M58.00S,2023-10-28T00:36:26.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,8.229303547963205,46.81372549019608,1610612743,68,73,2023-10-28T00:36:32Z,4430000,False,16.0,25.0,1,left,M. Porter Jr. driving Layup (8 PTS) (J. Murray 3 AST),"[1629008, 1627750]",1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.95,Made,,,,,,,,8.0,J. Murray,1627750.0,3.0,,,,,,,
448,PT05M58.00S,2023-10-28T00:36:29.1Z,3,REGULAR,foul,personal,['1freethrow'],1628991,,,1610612743,68,73,2023-10-28T00:36:59Z,4450000,False,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (Porter Jr. 1 FT),"[1628991, 1629008]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,,,,,3.0,0.0,Porter Jr.,1629008.0,,,
450,PT05M58.00S,2023-10-28T00:36:39.5Z,3,REGULAR,substitution,out,[],1630533,,,1610612743,68,73,2023-10-28T00:36:47Z,4470000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M58.00S,2023-10-28T00:36:39.5Z,3,REGULAR,substitution,out,[],1628991,,,1610612743,68,73,2023-10-28T00:36:47Z,4480000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M58.00S,2023-10-28T00:36:39.5Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,68,73,2023-10-28T00:36:47Z,4490000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M58.00S,2023-10-28T00:36:39.5Z,3,REGULAR,substitution,in,[],1631223,,,1610612743,68,73,2023-10-28T00:36:47Z,4500000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M58.00S,2023-10-28T00:36:39.5Z,3,REGULAR,substitution,in,[],1629723,,,1610612743,68,73,2023-10-28T00:36:47Z,4510000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT05M58.00S,2023-10-28T00:36:39.5Z,3,REGULAR,substitution,in,[],202704,,,1610612743,68,73,2023-10-28T00:36:47Z,4520000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M58.00S,2023-10-28T00:37:00.6Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,68,74,2023-10-28T00:37:00Z,4530000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (9 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,,9.0,,,,,,,,,,
457,PT05M41.00S,2023-10-28T00:37:19.5Z,3,REGULAR,foul,offensive,[],1630214,,,1610612763,68,74,2023-10-28T00:37:37Z,4540000,False,,,0,,X. Tillman offensive FOUL (3 PF),"[1630214, 202704]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1629178.0,,,,,3.0,0.0,Jackson,202704.0,,,
459,PT05M41.00S,2023-10-28T00:37:19.5Z,3,REGULAR,turnover,offensive foul,[],1630214,,,1610612763,68,74,2023-10-28T00:37:19Z,4560000,False,,,0,,X. Tillman offensive foul TURNOVER (2 TO),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1629178.0,,,,,,,,,2.0,,
460,PT05M40.00S,2023-10-28T00:37:31.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203932,6.521024967148489,49.01960784313725,1610612743,68,76,2023-10-28T00:37:40Z,4570000,False,5.0,9.0,1,left,A. Gordon alley-oop DUNK (8 PTS) (N. Jokic 6 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,,,,8.0,N. Jokic,203999.0,6.0,,,,,,,
462,PT05M39.00S,2023-10-28T00:37:39.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,68,76,2023-10-28T00:37:39Z,4590000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT05M18.00S,2023-10-28T00:40:51.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,91.27792378449409,39.950980392156865,1610612763,70,76,2023-10-28T00:40:58Z,4600000,False,-50.0,29.0,1,right,X. Tillman floating Jump Shot (8 PTS) (M. Smart 4 AST),"[1630214, 203935]",1610612763.0,MEM,floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,5.82,Made,,,,,,,,8.0,M. Smart,203935.0,4.0,,,,,,,
465,PT04M58.00S,2023-10-28T00:41:11.4Z,3,REGULAR,3pt,Jump Shot,[],202704,33.327858081471746,43.13725490196079,1610612743,70,79,2023-10-28T00:41:15Z,4620000,False,34.0,261.0,1,left,R. Jackson 26' 3PT  (14 PTS) (N. Jokic 7 AST),"[202704, 203999]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Center,26.3,Made,,,,,,,,14.0,N. Jokic,203999.0,7.0,,,,,,,
467,PT04M41.00S,2023-10-28T00:41:27.9Z,3,REGULAR,3pt,Jump Shot,[],203935,66.3107752956636,34.55882352941176,1610612763,70,79,2023-10-28T00:41:33Z,4640000,False,-77.0,264.0,1,right,MISS M. Smart 27' pullup 3PT,[203935],1610612763.0,MEM,pullup,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,27.52,Missed,,,,,,,,,,,,,,,,,,
468,PT04M39.00S,2023-10-28T00:41:29.9Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,70,79,2023-10-28T00:41:33Z,4650000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:11),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,467.0,11.0,11.0,0.0,,,,,,,,,,,,,,
469,PT04M32.00S,2023-10-28T00:41:41.0Z,3,REGULAR,turnover,traveling,[],203932,,,1610612743,70,79,2023-10-28T00:41:47Z,4660000,False,,,0,,A. Gordon traveling TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202027.0,,,,,,,,,1.0,,
470,PT04M22.00S,2023-10-28T00:42:03.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630214,92.59198423127464,95.83333333333334,1610612763,73,79,2023-10-28T00:42:08Z,4670000,False,229.0,17.0,1,right,X. Tillman 3PT  (11 PTS) (D. Bane 3 AST),"[1630214, 1630217]",1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Right Corner 3,24+ Right,22.98,Made,,,,,,,,11.0,D. Bane,1630217.0,3.0,,,,,,,
472,PT04M12.00S,2023-10-28T00:42:16.9Z,3,REGULAR,foul,personal,[],1631223,,,1610612743,73,79,2023-10-28T00:42:40Z,4690000,False,,,0,,D. Roddy personal FOUL (3 PF),"[1631223, 203932]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Mid-Range,8-16 Right,,,,,,,,,202027.0,,,,,3.0,0.0,Gordon,203932.0,,,
474,PT04M12.00S,2023-10-28T00:42:23.9Z,3,REGULAR,substitution,out,[],203932,,,1610612743,73,79,2023-10-28T00:42:31Z,4710000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT04M12.00S,2023-10-28T00:42:23.9Z,3,REGULAR,substitution,in,[],1631212,,,1610612743,73,79,2023-10-28T00:42:31Z,4720000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PT04M05.00S,2023-10-28T00:42:51.4Z,3,REGULAR,2pt,Jump Shot,[],203484,24.655059132720105,63.23529411764706,1610612743,73,79,2023-10-28T00:42:56Z,4730000,False,-66.0,179.0,1,left,MISS K. Caldwell-Pope 19' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,19.11,Missed,,,,,,,,,,,,,,,,,,
477,PT04M01.00S,2023-10-28T00:42:55.4Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,73,79,2023-10-28T00:42:56Z,4740000,False,,,0,,J. Konchar REBOUND (Off:0 Def:5),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Left Center,,,476.0,5.0,5.0,0.0,,,,,,,,,,,,,,
478,PT03M56.00S,2023-10-28T00:43:00.2Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630214,93.24901445466492,45.83333333333333,1610612763,75,79,2023-10-28T00:43:17Z,4750000,False,-21.0,11.0,1,right,X. Tillman running reverse Layup (13 PTS) (D. Roddy 2 AST),"[1630214, 1631223]",1610612763.0,MEM,running reverse,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.35,Made,,,,,,,,13.0,D. Roddy,1631223.0,2.0,,,,,,,
481,PT03M42.00S,2023-10-28T00:43:18.2Z,3,REGULAR,substitution,out,[],203935,,,1610612743,75,79,2023-10-28T00:43:31Z,4780000,False,,,0,,SUB out: M. Smart,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT03M42.00S,2023-10-28T00:43:18.2Z,3,REGULAR,substitution,out,[],1629008,,,1610612743,75,79,2023-10-28T00:43:31Z,4790000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT03M42.00S,2023-10-28T00:43:18.2Z,3,REGULAR,substitution,in,[],201565,,,1610612743,75,79,2023-10-28T00:43:31Z,4800000,False,,,0,,SUB in: D. Rose,[201565],1610612763.0,MEM,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT03M42.00S,2023-10-28T00:43:18.2Z,3,REGULAR,substitution,in,[],1631128,,,1610612743,75,79,2023-10-28T00:43:31Z,4810000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT03M28.00S,2023-10-28T00:43:52.7Z,3,REGULAR,3pt,Jump Shot,[],203484,25.88699080157687,17.17984068627451,1610612743,75,82,2023-10-28T00:56:03Z,4830000,False,164.0,191.0,1,left,K. Caldwell-Pope 25' 3PT  (5 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.17,Made,,,,,,,,5.0,,,,,,,,,,
488,PT03M16.00S,2023-10-28T00:44:24.0Z,3,REGULAR,turnover,bad pass,[],201565,,,1610612763,75,82,2023-10-28T00:44:27Z,4850000,False,,,0,,D. Rose bad pass TURNOVER (2 TO),"[201565, 203484]",1610612763.0,MEM,,,,Rose,D. Rose,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,2.0,Caldwell-Pope,203484.0
489,PT03M16.00S,2023-10-28T00:44:24.0Z,3,REGULAR,steal,,[],203484,,,1610612743,75,82,2023-10-28T00:44:26Z,4860000,False,,,0,,K. Caldwell-Pope STEAL (2 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
490,PT03M12.00S,2023-10-28T00:44:28.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203484,28.465834428383708,75.49019607843137,1610612743,75,85,2023-10-28T00:44:34Z,4870000,False,-127.0,215.0,1,left,K. Caldwell-Pope 25' 3PT running pullup (8 PTS) (R. Jackson 4 AST),"[203484, 202704]",1610612743.0,DEN,running pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,25.0,Made,,,,,,,,8.0,R. Jackson,202704.0,4.0,,,,,,,
492,PT02M59.00S,2023-10-28T00:44:40.0Z,3,REGULAR,2pt,Jump Shot,[],1630217,76.2976346911958,65.19607843137256,1610612763,77,85,2023-10-28T00:44:47Z,4890000,False,76.0,170.0,1,right,D. Bane 18' pullup Jump Shot (8 PTS) (X. Tillman 2 AST),"[1630217, 1630214]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Mid-Range,16-24 Right Center,18.65,Made,,,,,,,,8.0,X. Tillman,1630214.0,2.0,,,,,,,
494,PT02M41.00S,2023-10-28T00:45:00.3Z,3,REGULAR,turnover,out-of-bounds,[],1631128,,,1610612743,77,85,2023-10-28T00:45:06Z,4910000,False,,,0,,C. Braun bad pass out-of-bounds TURNOVER (1 TO),[1631128],1610612743.0,DEN,bad pass,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,1629178.0,,,,,,,,,1.0,,
495,PT02M41.00S,2023-10-28T00:45:14.4Z,3,REGULAR,substitution,out,[],1630214,,,1610612763,77,85,2023-10-28T00:45:16Z,4920000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M41.00S,2023-10-28T00:45:14.4Z,3,REGULAR,substitution,in,[],1628991,,,1610612763,77,85,2023-10-28T00:45:16Z,4930000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT02M28.00S,2023-10-28T00:45:32.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1631223,72.88107752956637,82.35294117647058,1610612763,77,85,2023-10-28T00:45:36Z,4940000,False,162.0,202.0,1,right,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
498,PT02M25.00S,2023-10-28T00:45:35.1Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,77,85,2023-10-28T00:45:36Z,4950000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,497.0,2.0,2.0,0.0,,,,,,,,,,,,,,
499,PT02M19.00S,2023-10-28T00:45:41.5Z,3,REGULAR,3pt,Jump Shot,[],203999,31.882391590013142,40.931372549019606,1610612743,77,85,2023-10-28T00:45:47Z,4960000,False,45.0,247.0,1,left,MISS N. Jokic 25' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,,,,,,,
500,PT02M14.00S,2023-10-28T00:45:46.5Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,77,85,2023-10-28T00:48:46Z,4970000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Center,,,499.0,7.0,6.0,1.0,,,,,,,,,,,,,,
501,PT02M06.00S,2023-10-28T00:45:54.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631223,86.28449408672799,44.36274509803921,1610612763,77,85,2023-10-28T00:45:59Z,4980000,False,-28.0,76.0,1,right,MISS D. Roddy 8' driving floating Shot,[1631223],1610612763.0,MEM,driving floating,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),8-16 Center,8.14,Missed,,,,,,,,,,,,,,,,,,
502,PT02M04.00S,2023-10-28T00:45:56.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,77,85,2023-10-28T00:45:59Z,4990000,False,,,0,,N. Jokic REBOUND (Off:2 Def:7),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),8-16 Center,,,501.0,9.0,7.0,2.0,,,,,,,,,,,,,,
503,PT01M59.00S,2023-10-28T00:46:04.2Z,3,REGULAR,foul,personal,['2freethrow'],201565,,,1610612743,77,85,2023-10-28T00:46:19Z,5000000,False,,,0,,D. Rose shooting personal FOUL (1 PF) (Watson 2 FT),"[201565, 1631212]",1610612763.0,MEM,shooting,,,Rose,D. Rose,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202027.0,,,,,1.0,0.0,Watson,1631212.0,,,
505,PT01M59.00S,2023-10-28T00:46:30.7Z,3,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,77,85,2023-10-28T00:46:30Z,5020000,False,,,0,,MISS P. Watson Free Throw 1 of 2,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
506,PT01M59.00S,2023-10-28T00:46:30.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,77,85,2023-10-28T00:46:30Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,505.0,,,,,,,,,,,,,,,,,
507,PT01M59.00S,2023-10-28T00:46:31.3Z,3,REGULAR,substitution,out,[],203484,,,1610612743,77,85,2023-10-28T00:46:37Z,5040000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT01M59.00S,2023-10-28T00:46:31.3Z,3,REGULAR,substitution,out,[],203999,,,1610612743,77,85,2023-10-28T00:46:37Z,5050000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT01M59.00S,2023-10-28T00:46:31.3Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,77,85,2023-10-28T00:46:37Z,5060000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
