actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
606,PT06M44.00S,2024-03-28T02:10:51.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1630205,79.97700394218134,21.813725490196077,1610612763,105,118,2024-03-28T02:10:56Z,6030000,False,-141.0,136.0,1,right,MISS L. Stevens 19' pullup Shot,[1630205],1610612763.0,MEM,pullup,,,Stevens,L. Stevens,,,,,,Mid-Range,16-24 Left Center,19.56,Missed,,,,,,,,,,,,,,,,,
607,PT06M40.00S,2024-03-28T02:10:55.6Z,4,REGULAR,rebound,offensive,[],1629634,,,1610612763,105,118,2024-03-28T02:10:56Z,6040000,False,,,0,,B. Clarke REBOUND (Off:3 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Mid-Range,16-24 Left Center,,,606.0,4.0,1.0,3.0,,,,,,,,,,,,,
608,PT06M38.00S,2024-03-28T02:10:57.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631222,92.72339027595268,94.6078431372549,1610612763,108,118,2024-03-28T02:11:03Z,6050000,False,223.0,16.0,1,right,J. LaRavia 3PT  (22 PTS) (L. Stevens 1 AST),"[1631222, 1630205]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Right Corner 3,24+ Right,22.36,Made,,,,,,,22.0,L. Stevens,1630205.0,1.0,,,,,,,
610,PT06M25.00S,2024-03-28T02:11:13.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612747,108,118,2024-03-28T02:16:37Z,6070000,False,,,0,,D. Bane personal FOUL (4 PF) (Russell 2 FT),"[1630217, 1626156]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,1193.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,4.0,0.0,Russell,1626156.0
612,PT06M25.00S,2024-03-28T02:11:35.4Z,4,REGULAR,freethrow,1 of 2,[],1626156,,,1610612747,108,119,2024-03-28T02:16:42Z,6090000,False,,,0,,D. Russell Free Throw 1 of 2 (22 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,
613,PT06M25.00S,2024-03-28T02:11:35.4Z,4,REGULAR,freethrow,2 of 2,[],1626156,,,1610612747,108,120,2024-03-28T02:16:42Z,6100000,False,,,0,,D. Russell Free Throw 2 of 2 (23 PTS),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,
614,PT06M17.00S,2024-03-28T02:12:07.0Z,4,REGULAR,3pt,Jump Shot,[],1630205,91.80354796320631,95.83333333333334,1610612763,108,120,2024-03-28T02:12:10Z,6110000,False,229.0,25.0,1,right,MISS L. Stevens pullup 3PT,[1630205],1610612763.0,MEM,pullup,,,Stevens,L. Stevens,,,,,,Right Corner 3,24+ Right,23.05,Missed,,,,,,,,,,,,,,,,,
615,PT06M13.00S,2024-03-28T02:12:11.0Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,108,120,2024-03-28T02:12:10Z,6120000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:9),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Right Corner 3,24+ Right,,,614.0,9.0,9.0,0.0,,,,,,,,,,,,,
616,PT06M10.00S,2024-03-28T02:12:13.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,6.258212877792378,50.0,1610612747,108,122,2024-03-28T02:12:17Z,6130000,False,0.0,6.0,1,left,L. James running Layup (22 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,22.0,,,,,,,,,,
617,PT05M57.00S,2024-03-28T02:12:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,90.62089356110381,48.03921568627451,1610612763,108,122,2024-03-28T02:12:29Z,6140000,False,-10.0,36.0,1,right,MISS B. Clarke driving Layup,[1629634],1610612763.0,MEM,driving,,,Clarke,B. Clarke,,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,
619,PT05M53.00S,2024-03-28T02:12:29.5Z,4,REGULAR,rebound,offensive,[],1631222,,,1610612763,108,122,2024-03-28T02:12:29Z,6160000,False,,,0,,J. LaRavia REBOUND (Off:4 Def:2),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Restricted Area,0-8 Center,,,617.0,6.0,2.0,4.0,,,,,,,,,,,,,
620,PT05M50.00S,2024-03-28T02:12:32.3Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630205,87.07293035479631,53.67647058823529,1610612763,108,122,2024-03-28T02:12:35Z,6170000,False,18.0,69.0,1,right,MISS L. Stevens 7' turnaround fadeaway Shot,[1630205],1610612763.0,MEM,turnaround fadeaway,,,Stevens,L. Stevens,,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,
621,PT05M48.00S,2024-03-28T02:12:34.3Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612747,108,122,2024-03-28T02:12:35Z,6180000,False,,,0,,J. Hayes REBOUND (Off:0 Def:6),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,In The Paint (Non-RA),0-8 Center,,,620.0,6.0,6.0,0.0,,,,,,,,,,,,,
622,PT05M37.00S,2024-03-28T02:12:46.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.046649145860711,47.794117647058826,1610612747,108,122,2024-03-28T02:12:52Z,6190000,False,11.0,14.0,1,left,MISS L. James driving finger roll Layup,[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,,Restricted Area,0-8 Center,1.76,Missed,,,,,,,,,,,,,,,,,
623,PT05M35.00S,2024-03-28T02:12:48.4Z,4,REGULAR,rebound,offensive,[],1629637,,,1610612747,108,122,2024-03-28T02:12:52Z,6200000,False,,,0,,J. Hayes REBOUND (Off:1 Def:6),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,,,622.0,7.0,6.0,1.0,,,,,,,,,,,,,
624,PT05M35.00S,2024-03-28T02:12:50.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629637,7.440867279894875,46.568627450980394,1610612747,108,124,2024-03-28T02:12:56Z,6210000,False,17.0,17.0,1,left,J. Hayes putback DUNK (12 PTS),[1629637],1610612747.0,LAL,putback,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,2.45,Made,,,,,,,12.0,,,,,,,,,,
625,PT05M35.00S,2024-03-28T02:12:53.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,108,124,2024-03-28T02:12:53Z,6220000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT05M35.00S,2024-03-28T02:15:34.4Z,4,REGULAR,substitution,out,[],1630205,,,1610612763,108,124,2024-03-28T02:15:39Z,6230000,False,,,0,,SUB out: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT05M35.00S,2024-03-28T02:15:34.4Z,4,REGULAR,substitution,in,[],1628991,,,1610612763,108,124,2024-03-28T02:15:39Z,6240000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT05M22.00S,2024-03-28T02:15:56.4Z,4,REGULAR,3pt,Jump Shot,[],1630217,69.99014454664915,74.50980392156863,1610612763,108,124,2024-03-28T02:16:00Z,6250000,False,123.0,230.0,1,right,MISS D. Bane 26' pullup 3PT,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,,Above the Break 3,24+ Right Center,26.02,Missed,,,,,,,,,,,,,,,,,
629,PT05M17.00S,2024-03-28T02:16:01.4Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,108,124,2024-03-28T02:16:00Z,6260000,False,,,0,,L. James REBOUND (Off:0 Def:14),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Above the Break 3,24+ Right Center,,,628.0,14.0,14.0,0.0,,,,,,,,,,,,,
630,PT05M08.00S,2024-03-28T02:16:12.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630217,,,1610612747,108,124,2024-03-28T02:16:40Z,6270000,False,,,0,,D. Bane shooting personal FOUL (5 PF) (James 2 FT),"[1630217, 2544]",1610612763.0,MEM,shooting,,,Bane,D. Bane,,,,,1628951.0,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,5.0,0.0,James,2544.0
632,PT05M08.00S,2024-03-28T02:16:42.0Z,4,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,108,124,2024-03-28T02:16:42Z,6290000,False,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
633,PT05M08.00S,2024-03-28T02:16:42.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,108,124,2024-03-28T02:16:42Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,632.0,,,,,,,,,,,,,,,,
634,PT05M08.00S,2024-03-28T02:16:52.1Z,4,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,108,125,2024-03-28T02:16:52Z,6310000,False,,,0,,L. James Free Throw 2 of 2 (23 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,
635,PT04M59.00S,2024-03-28T02:17:06.8Z,4,REGULAR,foul,personal,[],1626156,,,1610612763,108,125,2024-03-28T02:17:09Z,6320000,False,,,0,,D. Russell personal FOUL (4 PF),"[1626156, 1628991]",1610612747.0,LAL,,,,Russell,D. Russell,,,,,1193.0,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,4.0,0.0,Jackson Jr.,1628991.0
637,PT04M54.00S,2024-03-28T02:17:26.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,87.20433639947439,49.754901960784316,1610612763,108,125,2024-03-28T02:17:34Z,6340000,False,-1.0,68.0,1,right,MISS J. Jackson Jr. 6' driving floating Shot,[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.78,Missed,,,,,,,,,,,,,,,,,
638,PT04M53.00S,2024-03-28T02:17:27.6Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,108,125,2024-03-28T02:17:34Z,6350000,False,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,,,637.0,7.0,4.0,3.0,,,,,,,,,,,,,
639,PT04M51.00S,2024-03-28T02:17:29.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,92.72339027595268,54.90196078431373,1610612763,108,125,2024-03-28T02:17:37Z,6360000,False,25.0,16.0,1,right,MISS J. Jackson Jr. putback Layup,[1628991],1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,
640,PT04M50.00S,2024-03-28T02:17:30.7Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,108,125,2024-03-28T02:17:30Z,6370000,False,,,0,,J. Jackson Jr. REBOUND (Off:4 Def:4),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Restricted Area,0-8 Center,,,639.0,8.0,4.0,4.0,,,,,,,,,,,,,
641,PT04M48.00S,2024-03-28T02:17:33.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1631222,68.54467805519053,31.127450980392158,1610612763,111,125,2024-03-28T02:17:40Z,6380000,False,-94.0,243.0,1,right,J. LaRavia 26' 3PT  (25 PTS) (J. Jackson Jr. 3 AST),"[1631222, 1628991]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Left Center,26.09,Made,,,,,,,25.0,J. Jackson Jr.,1628991.0,3.0,,,,,,,
643,PT04M21.00S,2024-03-28T02:18:00.0Z,4,REGULAR,2pt,Jump Shot,[],2544,21.632720105124836,38.48039215686275,1610612747,111,125,2024-03-28T02:18:04Z,6400000,False,58.0,151.0,1,left,MISS L. James 16' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,,Mid-Range,16-24 Right Center,16.14,Missed,,,,,,,,,,,,,,,,,
644,PT04M18.00S,2024-03-28T02:18:03.0Z,4,REGULAR,rebound,defensive,[],1629634,,,1610612763,111,125,2024-03-28T02:18:04Z,6410000,False,,,0,,B. Clarke REBOUND (Off:3 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Mid-Range,16-24 Right Center,,,643.0,5.0,2.0,3.0,,,,,,,,,,,,,
645,PT04M12.00S,2024-03-28T02:18:09.4Z,4,REGULAR,turnover,bad pass,[],1631222,,,1610612763,111,125,2024-03-28T02:18:13Z,6420000,False,,,0,,J. LaRavia bad pass TURNOVER (3 TO),"[1631222, 1626156]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,3.0,Russell,1626156.0,,,,
646,PT04M12.00S,2024-03-28T02:18:09.4Z,4,REGULAR,steal,,[],1626156,,,1610612747,111,125,2024-03-28T02:29:09Z,6430000,False,,,0,,D. Russell STEAL (1 STL),[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
647,PT04M08.00S,2024-03-28T02:18:13.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630559,4.944152431011826,50.98039215686274,1610612747,111,127,2024-03-28T02:18:17Z,6440000,False,-5.0,-6.0,1,left,A. Reaves running DUNK (11 PTS) (L. James 12 AST),"[1630559, 2544]",1610612747.0,LAL,running,,,Reaves,A. Reaves,,,,,,Restricted Area,0-8 Center,0.77,Made,,,,,,,11.0,L. James,2544.0,12.0,,,,,,,
649,PT03M48.00S,2024-03-28T02:18:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,88.38699080157687,43.627450980392155,1610612763,113,127,2024-03-28T02:18:36Z,6460000,False,-32.0,57.0,1,right,J. Jackson Jr. 6' driving floating Jump Shot (14 PTS) (D. Bane 15 AST),"[1628991, 1630217]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,6.51,Made,,,,,,,14.0,D. Bane,1630217.0,15.0,,,,,,,
651,PT03M26.00S,2024-03-28T02:18:55.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.389618922470433,50.0,1610612747,113,129,2024-03-28T02:18:59Z,6480000,False,0.0,8.0,1,left,J. Hayes cutting DUNK (14 PTS) (D. Russell 4 AST),"[1629637, 1626156]",1610612747.0,LAL,cutting,,,Hayes,J. Hayes,,,,,,Restricted Area,0-8 Center,0.76,Made,,,,,,,14.0,D. Russell,1626156.0,4.0,,,,,,,
653,PT03M11.00S,2024-03-28T02:19:09.2Z,4,REGULAR,3pt,Jump Shot,[],1631222,71.69842312746385,22.058823529411764,1610612763,113,129,2024-03-28T02:19:14Z,6500000,False,-140.0,214.0,1,right,MISS J. LaRavia 25' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,
654,PT03M09.00S,2024-03-28T02:19:11.2Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612747,113,129,2024-03-28T02:19:14Z,6510000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:10),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,Above the Break 3,24+ Left Center,,,653.0,10.0,10.0,0.0,,,,,,,,,,,,,
655,PT03M04.00S,2024-03-28T02:19:20.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612747,113,129,2024-03-28T02:19:20Z,6520000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT03M04.00S,2024-03-28T02:20:24.8Z,4,REGULAR,substitution,out,[],1629634,,,1610612747,113,129,2024-03-28T02:20:59Z,6530000,False,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT03M04.00S,2024-03-28T02:20:24.8Z,4,REGULAR,substitution,out,[],2544,,,1610612747,113,129,2024-03-28T02:20:59Z,6540000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT03M04.00S,2024-03-28T02:20:24.8Z,4,REGULAR,substitution,in,[],1630590,,,1610612747,113,129,2024-03-28T02:20:59Z,6550000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT03M04.00S,2024-03-28T02:20:24.8Z,4,REGULAR,substitution,in,[],203915,,,1610612747,113,129,2024-03-28T02:20:59Z,6560000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT02M52.00S,2024-03-28T02:21:11.4Z,4,REGULAR,3pt,Jump Shot,[],1630559,29.77989487516426,69.85294117647058,1610612747,113,129,2024-03-28T02:21:14Z,6570000,False,-99.0,227.0,1,left,MISS A. Reaves 24' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Above the Break 3,24+ Left Center,24.81,Missed,,,,,,,,,,,,,,,,,
661,PT02M49.00S,2024-03-28T02:21:14.4Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,113,129,2024-03-28T02:21:14Z,6580000,False,,,0,,J. Jackson Jr. REBOUND (Off:4 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,Above the Break 3,24+ Left Center,,,660.0,9.0,5.0,4.0,,,,,,,,,,,,,
662,PT02M42.00S,2024-03-28T02:21:24.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,88.78120893561103,49.50980392156863,1610612763,115,129,2024-03-28T02:21:56Z,6590000,False,-2.0,53.0,1,right,J. Jackson Jr. driving Layup (16 PTS) (D. Bane 16 AST),"[1628991, 1630217]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),0-8 Center,5.31,Made,,,,,,,16.0,D. Bane,1630217.0,16.0,,,,,,,
663,PT02M42.00S,2024-03-28T02:21:26.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629637,,,1610612763,115,129,2024-03-28T02:21:34Z,6600000,False,,,0,,J. Hayes shooting personal FOUL (5 PF) (Jackson Jr. 1 FT),"[1629637, 1628991]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,1162.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,5.0,0.0,Jackson Jr.,1628991.0
666,PT02M42.00S,2024-03-28T02:21:45.5Z,4,REGULAR,freethrow,1 of 1,[],1628991,,,1610612763,116,129,2024-03-28T02:21:45Z,6620000,False,,,0,,J. Jackson Jr. Free Throw 1 of 1 (17 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,
667,PT02M30.00S,2024-03-28T02:21:59.6Z,4,REGULAR,3pt,Jump Shot,[],203915,11.645860709592641,3.431372549019608,1610612747,116,132,2024-03-28T02:22:03Z,6630000,False,233.0,57.0,1,left,S. Dinwiddie 3PT  (14 PTS) (A. Reaves 11 AST),"[203915, 1630559]",1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Right Corner 3,24+ Right,23.97,Made,,,,,,,14.0,A. Reaves,1630559.0,11.0,,,,,,,
669,PT02M10.00S,2024-03-28T02:22:18.6Z,4,REGULAR,turnover,lost ball,[],1631222,,,1610612763,116,132,2024-03-28T02:22:21Z,6650000,False,,,0,,J. LaRavia lost ball TURNOVER (4 TO),"[1631222, 203915]",1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,4.0,Dinwiddie,203915.0,,,,
670,PT02M10.00S,2024-03-28T02:22:18.6Z,4,REGULAR,steal,,[],203915,,,1610612747,116,132,2024-03-28T02:22:20Z,6660000,False,,,0,,S. Dinwiddie STEAL (1 STL),[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
671,PT01M54.00S,2024-03-28T02:22:35.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630559,10.85742444152431,94.85294117647058,1610612747,116,132,2024-03-28T02:22:39Z,6670000,False,-224.0,50.0,1,left,MISS A. Reaves 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,Left Corner 3,24+ Left,22.97,Missed,,,,,,,,,,,,,,,,,
672,PT01M52.00S,2024-03-28T02:22:37.4Z,4,REGULAR,rebound,defensive,[],1630590,,,1610612763,116,132,2024-03-28T02:22:39Z,6680000,False,,,0,,S. Pippen Jr. REBOUND (Off:0 Def:2),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,Left Corner 3,24+ Left,,,671.0,2.0,2.0,0.0,,,,,,,,,,,,,
673,PT01M45.00S,2024-03-28T02:22:45.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,93.9060446780552,51.470588235294116,1610612763,118,132,2024-03-28T02:22:48Z,6690000,False,7.0,5.0,1,right,D. Bane driving finger roll Layup (26 PTS) (S. Pippen Jr. 2 AST),"[1630217, 1630590]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,26.0,S. Pippen Jr.,1630590.0,2.0,,,,,,,
675,PT01M23.00S,2024-03-28T02:23:12.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630559,6.258212877792378,51.9607843137255,1610612747,118,134,2024-03-28T02:23:16Z,6710000,False,-10.0,6.0,1,left,A. Reaves driving DUNK (13 PTS) (R. Hachimura 1 AST),"[1630559, 1629060]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,,Restricted Area,0-8 Center,1.17,Made,,,,,,,13.0,R. Hachimura,1629060.0,1.0,,,,,,,
677,PT01M19.00S,2024-03-28T02:23:20.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626156,,,1610612763,118,134,2024-03-28T02:23:33Z,6730000,False,,,0,,D. Russell shooting personal FOUL (5 PF) (Jackson 2 FT),"[1626156, 1641713]",1610612747.0,LAL,shooting,,,Russell,D. Russell,,,,,1193.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,5.0,0.0,Jackson,1641713.0
679,PT01M19.00S,2024-03-28T02:23:45.6Z,4,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,119,134,2024-03-28T02:23:45Z,6750000,False,,,0,,G. Jackson Free Throw 1 of 2 (9 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,,
680,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,119,134,2024-03-28T02:23:59Z,6760000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,119,134,2024-03-28T02:23:59Z,6770000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1630590,,,1610612763,119,134,2024-03-28T02:23:59Z,6780000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1626156,,,1610612763,119,134,2024-03-28T02:23:59Z,6790000,False,,,0,,SUB out: D. Russell,[1626156],1610612747.0,LAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1629637,,,1610612763,119,134,2024-03-28T02:23:59Z,6800000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1630559,,,1610612763,119,134,2024-03-28T02:23:59Z,6810000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],1629060,,,1610612763,119,134,2024-03-28T02:23:59Z,6820000,False,,,0,,SUB out: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,out,[],203915,,,1610612763,119,134,2024-03-28T02:23:59Z,6830000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612747.0,LAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,in,[],1641970,,,1610612763,119,134,2024-03-28T02:23:59Z,6840000,False,,,0,,SUB in: M. Pereira,[1641970],1610612763.0,MEM,,,,Pereira,M. Pereira,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PT01M19.00S,2024-03-28T02:23:46.4Z,4,REGULAR,substitution,in,[],1630205,,,1610612763,119,134,2024-03-28T02:23:59Z,6850000,False,,,0,,SUB in: L. Stevens,[1630205],1610612763.0,MEM,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
