actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
326,PT09M32.00S,2024-03-14T01:18:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203995,92.19776609724047,52.450980392156865,1610612766,55,63,2024-03-14T01:18:48Z,3200000,False,12.0,21.0,1,right,V. Micic driving finger roll Layup (14 PTS),[203995],1610612766.0,CHA,driving finger roll,,,Micic,V. Micic,,,,,Restricted Area,0-8 Center,2.42,Made,14.0,,,,,,,,,,,,,,,,,
327,PT09M12.00S,2024-03-14T01:19:05.2Z,3,REGULAR,turnover,lost ball,[],1641998,,,1610612763,55,63,2024-03-14T01:19:08Z,3210000,False,,,0,,T. Jemison lost ball TURNOVER (2 TO),"[1641998, 1641706]",1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,Restricted Area,0-8 Center,,,,2.0,Miller,1641706.0,,,,,,,,,,,,,,
328,PT09M12.00S,2024-03-14T01:19:05.2Z,3,REGULAR,steal,,[],1641706,,,1610612766,55,63,2024-03-14T01:19:06Z,3220000,False,,,0,,B. Miller STEAL (3 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
329,PT09M00.00S,2024-03-14T01:19:16.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630208,92.72339027595268,49.01960784313725,1610612766,55,65,2024-03-14T01:19:21Z,3230000,False,-5.0,16.0,1,right,N. Richards alley-oop DUNK (2 PTS) (V. Micic 6 AST),"[1630208, 203995]",1610612766.0,CHA,alley-oop,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,1.66,Made,2.0,,,,,,,,,,,V. Micic,203995.0,6.0,,,,
331,PT08M55.00S,2024-03-14T01:19:24.2Z,3,REGULAR,foul,personal,[],1628970,,,1610612763,55,65,2024-03-14T01:19:39Z,3250000,False,,,0,,M. Bridges take personal FOUL (1 PF),"[1628970, 1641713]",1610612766.0,CHA,take,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,202026.0,,,,,,,,,,1.0,0.0,Jackson,1641713.0
333,PT08M55.00S,2024-03-14T01:19:31.6Z,3,REGULAR,substitution,out,[],203995,,,1610612763,55,65,2024-03-14T01:19:41Z,3270000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT08M55.00S,2024-03-14T01:19:31.6Z,3,REGULAR,substitution,in,[],1630197,,,1610612763,55,65,2024-03-14T01:19:41Z,3280000,False,,,0,,SUB in: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT08M51.00S,2024-03-14T01:19:54.7Z,3,REGULAR,3pt,Jump Shot,[],1628379,32.14520367936925,55.392156862745104,1610612763,58,65,2024-03-14T01:20:00Z,3290000,False,-27.0,250.0,1,left,L. Kennard 25' 3PT  (11 PTS) (T. Jemison 1 AST),"[1628379, 1641998]",1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Center,25.12,Made,11.0,,,,,,,,,,,T. Jemison,1641998.0,1.0,,,,
337,PT08M27.00S,2024-03-14T01:20:17.5Z,3,REGULAR,3pt,Jump Shot,[],1628970,68.80749014454665,69.36274509803921,1610612766,58,65,2024-03-14T01:20:22Z,3310000,False,97.0,241.0,1,right,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.94,Missed,,,,,,,,,,,,,,,,,,
338,PT08M25.00S,2024-03-14T01:20:19.5Z,3,REGULAR,rebound,defensive,[],1629723,,,1610612763,58,65,2024-03-14T01:20:22Z,3320000,False,,,0,,J. Konchar REBOUND (Off:1 Def:4),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,337.0,5.0,4.0,1.0,,,,,,,,,
339,PT08M10.00S,2024-03-14T01:20:35.0Z,3,REGULAR,3pt,Jump Shot,[],1629723,28.465834428383708,78.18627450980392,1610612763,58,65,2024-03-14T01:20:39Z,3330000,False,-141.0,215.0,1,left,MISS J. Konchar 25' 3PT,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Left Center,25.71,Missed,,,,,,,,,,,,,,,,,,
340,PT08M06.00S,2024-03-14T01:20:39.0Z,3,REGULAR,rebound,defensive,[],1641706,,,1610612766,58,65,2024-03-14T01:20:39Z,3340000,False,,,0,,B. Miller REBOUND (Off:1 Def:1),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,,,,,,,,339.0,2.0,1.0,1.0,,,,,,,,,
341,PT07M57.00S,2024-03-14T01:20:47.8Z,3,REGULAR,turnover,bad pass,[],1630197,,,1610612766,58,65,2024-03-14T01:20:51Z,3350000,False,,,0,,A. Pokusevski bad pass TURNOVER (3 TO),"[1630197, 1628379]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),0-8 Center,,,,3.0,Kennard,1628379.0,,,,,,,,,,,,,,
342,PT07M57.00S,2024-03-14T01:20:47.8Z,3,REGULAR,steal,,[],1628379,,,1610612763,58,65,2024-03-14T01:20:49Z,3360000,False,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT07M52.00S,2024-03-14T01:20:53.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628379,7.966491458607096,46.568627450980394,1610612763,60,65,2024-03-14T01:20:59Z,3370000,False,17.0,22.0,1,left,L. Kennard running finger roll Layup (13 PTS) (S. Pippen Jr. 8 AST),"[1628379, 1630590]",1610612763.0,MEM,running finger roll,,,Kennard,L. Kennard,,,,,Restricted Area,0-8 Center,2.82,Made,13.0,,,,,,,,,,,S. Pippen Jr.,1630590.0,8.0,,,,
345,PT07M40.00S,2024-03-14T01:21:09.4Z,3,REGULAR,foul,personal,[],1641713,,,1610612766,60,65,2024-03-14T01:21:23Z,3390000,False,,,0,,G. Jackson personal FOUL (2 PF),"[1641713, 1641706]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202026.0,,,,,,,,,,2.0,0.0,Miller,1641706.0
347,PT07M34.00S,2024-03-14T01:21:44.0Z,3,REGULAR,3pt,Jump Shot,[],1641706,72.48685939553219,79.65686274509804,1610612766,60,65,2024-03-14T01:21:48Z,3410000,False,148.0,206.0,1,right,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
348,PT07M30.00S,2024-03-14T01:21:48.0Z,3,REGULAR,rebound,defensive,[],1630590,,,1610612763,60,65,2024-03-14T01:21:48Z,3420000,False,,,0,,S. Pippen Jr. REBOUND (Off:1 Def:2),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,347.0,3.0,2.0,1.0,,,,,,,,,
349,PT07M28.00S,2024-03-14T01:21:54.2Z,3,REGULAR,foul,personal,['2freethrow'],1641706,,,1610612763,60,65,2024-03-14T01:22:23Z,3430000,False,,,0,,B. Miller shooting personal FOUL (1 PF) (Pippen Jr. 2 FT),"[1641706, 1630590]",1610612766.0,CHA,shooting,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,,,,,,,202026.0,,,,,,,,,,1.0,0.0,Pippen Jr.,1630590.0
351,PT07M28.00S,2024-03-14T01:22:32.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630590,,,1610612763,60,65,2024-03-14T01:24:22Z,3450000,False,,,0,,MISS S. Pippen Jr. Free Throw 1 of 2,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
352,PT07M28.00S,2024-03-14T01:22:32.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,60,65,2024-03-14T01:24:22Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,351.0,,,,,,,,,,,,
353,PT07M28.00S,2024-03-14T01:22:34.2Z,3,REGULAR,substitution,out,[],1630544,,,1610612763,60,65,2024-03-14T01:22:41Z,3470000,False,,,0,,SUB out: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT07M28.00S,2024-03-14T01:22:34.2Z,3,REGULAR,substitution,in,[],203995,,,1610612763,60,65,2024-03-14T01:22:41Z,3480000,False,,,0,,SUB in: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT07M28.00S,2024-03-14T01:22:32.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630590,,,1610612763,61,65,2024-03-14T01:24:22Z,3490000,False,,,0,,S. Pippen Jr. Free Throw 2 of 2 (7 PTS),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
356,PT07M13.00S,2024-03-14T01:23:13.6Z,3,REGULAR,foul,personal,[],1629723,,,1610612766,61,65,2024-03-14T01:23:34Z,3500000,False,,,0,,J. Konchar personal FOUL (1 PF),"[1629723, 1628970]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202026.0,,,,,,,,,,1.0,0.0,Bridges,1628970.0
358,PT07M13.00S,2024-03-14T01:23:34.1Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,61,65,2024-03-14T01:23:42Z,3520000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,202026.0,,,,,,,,,,,,,
359,PT07M04.00S,2024-03-14T01:24:29.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,92.72339027595268,49.754901960784316,1610612766,61,67,2024-03-14T01:24:32Z,3530000,False,-1.0,16.0,1,right,M. Bridges driving DUNK (23 PTS) (B. Miller 3 AST),"[1628970, 1641706]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.59,Made,23.0,,,,,,,,,,,B. Miller,1641706.0,3.0,,,,
362,PT06M55.00S,2024-03-14T01:24:51.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612763,61,67,2024-03-14T01:25:13Z,3560000,False,,,0,,M. Bridges personal FOUL (2 PF) (Jackson 2 FT),"[1628970, 1641713]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right,,,,,,,201638.0,,,,,,,,,,2.0,0.0,Jackson,1641713.0
364,PT06M55.00S,2024-03-14T01:25:19.3Z,3,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,62,67,2024-03-14T01:25:19Z,3580000,False,,,0,,G. Jackson Free Throw 1 of 2 (9 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
365,PT06M55.00S,2024-03-14T01:25:36.6Z,3,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,63,67,2024-03-14T01:25:36Z,3590000,False,,,0,,G. Jackson Free Throw 2 of 2 (10 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
366,PT06M47.00S,2024-03-14T01:25:48.1Z,3,REGULAR,foul,personal,[],1630590,,,1610612766,63,67,2024-03-14T01:25:53Z,3600000,False,,,0,,S. Pippen Jr. personal FOUL (1 PF),"[1630590, 203995]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,,2005.0,,,,,,,,,,1.0,0.0,Micic,203995.0
368,PT06M47.00S,2024-03-14T01:26:12.3Z,3,REGULAR,violation,kicked ball,[],1628379,,,1610612766,63,67,2024-03-14T01:26:17Z,3620000,False,,,0,,L. Kennard kicked ball VIOLATION,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,2005.0,,,,,,,,,,,,,
369,PT06M39.00S,2024-03-14T01:26:32.5Z,3,REGULAR,turnover,traveling,[],1641706,,,1610612766,63,67,2024-03-14T01:26:37Z,3630000,False,,,0,,B. Miller traveling TURNOVER (1 TO),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,,,,1.0,,,202026.0,,,,,,,,,,,,,
370,PT06M30.00S,2024-03-14T01:26:54.0Z,3,REGULAR,turnover,out-of-bounds,[],1629723,,,1610612763,63,67,2024-03-14T01:27:01Z,3640000,False,,,0,,J. Konchar bad pass out-of-bounds TURNOVER (2 TO),[1629723],1610612763.0,MEM,bad pass,,,Konchar,J. Konchar,,,,,Mid-Range,16-24 Right,,,,2.0,,,2005.0,,,,,,,,,,,,,
371,PT06M12.00S,2024-03-14T01:27:26.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,71.69842312746385,20.098039215686274,1610612766,63,67,2024-03-14T01:27:30Z,3650000,False,-150.0,214.0,1,right,MISS B. Miller 26' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.06,Missed,,,,,,,,,,,,,,,,,,
372,PT06M09.00S,2024-03-14T01:27:29.1Z,3,REGULAR,rebound,defensive,[],1628379,,,1610612763,63,67,2024-03-14T01:27:30Z,3660000,False,,,0,,L. Kennard REBOUND (Off:1 Def:3),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,Above the Break 3,24+ Left Center,,,,,,,,371.0,4.0,3.0,1.0,,,,,,,,,
373,PT05M51.00S,2024-03-14T01:27:47.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,15.982260183968464,47.549019607843135,1610612763,63,67,2024-03-14T01:27:58Z,3670000,False,12.0,98.0,1,left,MISS L. Kennard 9' driving floating Shot - blocked,"[1628379, 1630197]",1610612763.0,MEM,driving floating,,,Kennard,L. Kennard,,,,,In The Paint (Non-RA),8-16 Center,9.85,Missed,,,,,,,,,,Pokusevski,1630197.0,,,,,,,
387,PT05M51.00S,2024-03-14T01:27:47.0Z,3,REGULAR,block,,[],1630197,,,1610612763,63,67,2024-03-14T01:29:19Z,3675000,False,,,0,,A. Pokusevski BLOCK (2 BLK),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
374,PT05M50.00S,2024-03-14T01:27:48.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,63,67,2024-03-14T01:29:19Z,3680000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,373.0,,,,,,,,,,,,
376,PT05M50.00S,2024-03-14T01:27:58.5Z,3,REGULAR,substitution,out,[],1630590,,,1610612763,63,67,2024-03-14T01:28:13Z,3700000,False,,,0,,SUB out: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M50.00S,2024-03-14T01:27:58.5Z,3,REGULAR,substitution,out,[],1628379,,,1610612763,63,67,2024-03-14T01:28:13Z,3710000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M50.00S,2024-03-14T01:27:58.5Z,3,REGULAR,substitution,out,[],1641998,,,1610612763,63,67,2024-03-14T01:28:13Z,3720000,False,,,0,,SUB out: T. Jemison,[1641998],1610612763.0,MEM,,,,Jemison,T. Jemison,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT05M50.00S,2024-03-14T01:27:58.5Z,3,REGULAR,substitution,in,[],1631222,,,1610612763,63,67,2024-03-14T01:28:13Z,3730000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT05M50.00S,2024-03-14T01:27:58.5Z,3,REGULAR,substitution,in,[],1629117,,,1610612763,63,67,2024-03-14T01:28:13Z,3740000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT05M50.00S,2024-03-14T01:27:58.5Z,3,REGULAR,substitution,in,[],1630610,,,1610612763,63,67,2024-03-14T01:28:13Z,3750000,False,,,0,,SUB in: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT05M47.00S,2024-03-14T01:28:19.2Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612763,63,67,2024-03-14T01:28:24Z,3760000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,201638.0,,,,,,,,,,,,,
383,PT05M32.00S,2024-03-14T01:28:51.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203995,91.01511169513797,2.696078431372549,1610612766,63,70,2024-03-14T01:28:55Z,3770000,False,-237.0,32.0,1,right,V. Micic 3PT  (17 PTS) (A. Pokusevski 3 AST),"[203995, 1630197]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Left Corner 3,24+ Left,23.87,Made,17.0,,,,,,,,,,,A. Pokusevski,1630197.0,3.0,,,,
385,PT05M16.00S,2024-03-14T01:29:07.2Z,3,REGULAR,3pt,Jump Shot,[],1641713,26.757555847568987,12.009803921568627,1610612763,66,70,2024-03-14T01:29:11Z,3790000,False,190.0,199.0,1,left,G. Jackson 27' 3PT  (13 PTS) (J. Konchar 3 AST),"[1641713, 1629723]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,27.51,Made,13.0,,,,,,,,,,,J. Konchar,1629723.0,3.0,,,,
388,PT04M55.00S,2024-03-14T01:29:27.9Z,3,REGULAR,3pt,Jump Shot,[],1628970,82.07950065703022,3.6764705882352944,1610612766,66,70,2024-03-14T01:29:32Z,3810000,False,-232.0,116.0,1,right,MISS M. Bridges 25' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,25.9,Missed,,,,,,,,,,,,,,,,,,
389,PT04M51.00S,2024-03-14T01:29:31.9Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,66,70,2024-03-14T01:29:32Z,3820000,False,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,388.0,4.0,3.0,1.0,,,,,,,,,
390,PT04M50.00S,2024-03-14T01:29:33.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628970,82.7365308804205,50.98039215686274,1610612766,66,72,2024-03-14T01:29:36Z,3830000,False,5.0,110.0,1,right,M. Bridges 10' driving floating Jump Shot (25 PTS),[1628970],1610612766.0,CHA,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,10.99,Made,25.0,,,,,,,,,,,,,,,,,
391,PT04M42.00S,2024-03-14T01:29:41.2Z,3,REGULAR,3pt,Jump Shot,[],1631222,32.53942181340342,61.51960784313726,1610612763,66,72,2024-03-14T01:29:46Z,3840000,False,-58.0,253.0,1,left,MISS J. LaRavia 25' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,,
392,PT04M39.00S,2024-03-14T01:29:44.2Z,3,REGULAR,rebound,defensive,[],1630197,,,1610612766,66,72,2024-03-14T01:29:46Z,3850000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:4),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Center,,,,,,,,391.0,5.0,4.0,1.0,,,,,,,,,
393,PT04M33.00S,2024-03-14T01:29:50.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,91.01511169513797,44.11764705882353,1610612766,66,74,2024-03-14T01:29:55Z,3860000,False,-29.0,32.0,1,right,M. Bridges driving finger roll Layup (27 PTS),[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,4.35,Made,27.0,,,,,,,,,,,,,,,,,
394,PT04M32.00S,2024-03-14T01:29:58.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,66,74,2024-03-14T01:29:58Z,3870000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M32.00S,2024-03-14T01:32:17.2Z,3,REGULAR,substitution,out,[],1629723,,,1610612763,66,74,2024-03-14T01:32:32Z,3880000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M32.00S,2024-03-14T01:32:17.2Z,3,REGULAR,substitution,out,[],1630208,,,1610612763,66,74,2024-03-14T01:32:32Z,3890000,False,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M32.00S,2024-03-14T01:32:17.2Z,3,REGULAR,substitution,in,[],1630692,,,1610612763,66,74,2024-03-14T01:32:32Z,3900000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M32.00S,2024-03-14T01:32:17.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612763,66,74,2024-03-14T01:32:32Z,3910000,False,,,0,,SUB in: G. Williams,[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M24.00S,2024-03-14T01:32:59.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630197,,,1610612763,66,74,2024-03-14T01:33:26Z,3920000,False,,,0,,A. Pokusevski personal FOUL (2 PF) (Jackson 2 FT),"[1630197, 1641713]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,201638.0,,,,,,,,,,2.0,0.0,Jackson,1641713.0
401,PT04M24.00S,2024-03-14T01:33:27.2Z,3,REGULAR,freethrow,1 of 2,[],1641713,,,1610612763,67,74,2024-03-14T01:33:27Z,3940000,False,,,0,,G. Jackson Free Throw 1 of 2 (14 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
402,PT04M24.00S,2024-03-14T01:33:44.4Z,3,REGULAR,freethrow,2 of 2,[],1641713,,,1610612763,68,74,2024-03-14T01:33:44Z,3950000,False,,,0,,G. Jackson Free Throw 2 of 2 (15 PTS),[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
403,PT04M04.00S,2024-03-14T01:34:08.9Z,3,REGULAR,3pt,Jump Shot,[],1630197,71.69842312746385,82.59803921568627,1610612766,68,74,2024-03-14T01:34:13Z,3960000,False,163.0,214.0,1,right,MISS A. Pokusevski 26' pullup 3PT,[1630197],1610612766.0,CHA,pullup,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,26.86,Missed,,,,,,,,,,,,,,,,,,
404,PT04M00.00S,2024-03-14T01:34:12.9Z,3,REGULAR,rebound,defensive,[],1630610,,,1610612763,68,74,2024-03-14T01:34:13Z,3970000,False,,,0,,D. Jarreau REBOUND (Off:0 Def:4),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,Above the Break 3,24+ Right Center,,,,,,,,403.0,4.0,4.0,0.0,,,,,,,,,
405,PT03M49.00S,2024-03-14T01:34:22.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641713,7.966491458607096,45.34313725490196,1610612763,70,74,2024-03-14T01:34:28Z,3980000,False,23.0,22.0,1,left,G. Jackson driving Layup (17 PTS) (D. Jarreau 4 AST),"[1641713, 1630610]",1610612763.0,MEM,driving,,,Jackson,G. Jackson,,,,,Restricted Area,0-8 Center,3.23,Made,17.0,,,,,,,,,,,D. Jarreau,1630610.0,4.0,,,,
407,PT03M36.00S,2024-03-14T01:34:35.7Z,3,REGULAR,3pt,Jump Shot,[],203995,73.80091984231275,11.519607843137255,1610612766,70,77,2024-03-14T01:34:41Z,4000000,False,-192.0,194.0,1,right,V. Micic 27' 3PT pullup (20 PTS),[203995],1610612766.0,CHA,pullup,,,Micic,V. Micic,,,,,Above the Break 3,24+ Left Center,27.31,Made,20.0,,,,,,,,,,,,,,,,,
408,PT03M11.00S,2024-03-14T01:35:01.1Z,3,REGULAR,2pt,Jump Shot,[],1630610,15.982260183968464,16.666666666666664,1610612763,70,77,2024-03-14T01:35:09Z,4010000,False,167.0,98.0,1,left,MISS D. Jarreau 19' pullup Shot,[1630610],1610612763.0,MEM,pullup,,,Jarreau,D. Jarreau,,,,,Mid-Range,16-24 Right,19.32,Missed,,,,,,,,,,,,,,,,,,
409,PT03M04.00S,2024-03-14T01:35:08.1Z,3,REGULAR,rebound,offensive,[],1629117,,,1610612763,70,77,2024-03-14T01:35:09Z,4020000,False,,,0,,W. Gabriel REBOUND (Off:2 Def:2),[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,Mid-Range,16-24 Right,,,,,,,,408.0,4.0,2.0,2.0,,,,,,,,,
410,PT03M03.00S,2024-03-14T01:35:08.5Z,3,REGULAR,turnover,lost ball,[],1629117,,,1610612763,70,77,2024-03-14T01:35:13Z,4030000,False,,,0,,W. Gabriel lost ball TURNOVER (2 TO),"[1629117, 1628970]",1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,Mid-Range,8-16 Left,,,,2.0,Bridges,1628970.0,,,,,,,,,,,,,,
411,PT03M03.00S,2024-03-14T01:35:08.5Z,3,REGULAR,steal,,[],1628970,,,1610612766,70,77,2024-03-14T01:37:59Z,4040000,False,,,0,,M. Bridges STEAL (1 STL),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
