actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M36.00S,2024-03-14T00:22:38.0Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,15,19,2024-03-14T00:22:39Z,840000,False,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,84.0,1.0,1.0,0.0,,,,,,,,,
86,PT04M31.00S,2024-03-14T00:22:43.4Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1630197,5.995400788436268,55.14705882352941,1610612766,15,21,2024-03-14T00:22:48Z,850000,False,-26.0,4.0,1,left,A. Pokusevski Hook (2 PTS) (B. Miller 1 AST),"[1630197, 1641706]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Restricted Area,0-8 Center,2.6,Made,2.0,,,,,,,,,,,B. Miller,1641706.0,1.0,,,,
88,PT04M14.00S,2024-03-14T00:22:59.7Z,1,REGULAR,3pt,Jump Shot,[],1641713,74.32654402102497,15.196078431372548,1610612763,15,21,2024-03-14T00:23:05Z,870000,False,-174.0,189.0,1,right,MISS G. Jackson 25' step back 3PT,[1641713],1610612763.0,MEM,step back,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
89,PT04M10.00S,2024-03-14T00:23:03.7Z,1,REGULAR,rebound,defensive,[],1630197,,,1610612766,15,21,2024-03-14T00:23:05Z,880000,False,,,0,,A. Pokusevski REBOUND (Off:0 Def:1),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,
90,PT03M56.00S,2024-03-14T00:23:17.7Z,1,REGULAR,3pt,Jump Shot,[],1641706,29.122864651773984,16.666666666666664,1610612766,15,21,2024-03-14T00:23:22Z,890000,False,167.0,221.0,1,left,MISS B. Miller 27' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,27.71,Missed,,,,,,,,,,,,,,,,,,
91,PT03M53.00S,2024-03-14T00:23:20.7Z,1,REGULAR,rebound,defensive,[],1629117,,,1610612763,15,21,2024-03-14T00:23:22Z,900000,False,,,0,,W. Gabriel REBOUND (Off:0 Def:1),[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Right Center,,,,,,,,90.0,1.0,1.0,0.0,,,,,,,,,
92,PT03M33.00S,2024-03-14T00:23:41.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631222,87.59855453350855,55.392156862745104,1610612763,15,21,2024-03-14T00:23:46Z,910000,False,27.0,64.0,1,right,MISS J. LaRavia 6' driving Hook,[1631222],1610612763.0,MEM,driving,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,6.96,Missed,,,,,,,,,,,,,,,,,,
93,PT03M31.00S,2024-03-14T00:23:43.6Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612763,15,21,2024-03-14T00:24:18Z,920000,False,,,0,,J. LaRavia REBOUND (Off:1 Def:0),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,92.0,1.0,0.0,1.0,,,,,,,,,
94,PT03M31.00S,2024-03-14T00:23:46.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612763,15,21,2024-03-14T00:24:12Z,930000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,2005.0,,,,,,,,,,,,,
95,PT03M31.00S,2024-03-14T00:23:51.4Z,1,REGULAR,substitution,out,[],1629723,,,1610612766,15,21,2024-03-14T00:23:58Z,940000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M31.00S,2024-03-14T00:23:51.4Z,1,REGULAR,substitution,in,[],1630692,,,1610612766,15,21,2024-03-14T00:23:58Z,950000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M11.00S,2024-03-14T00:24:23.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203995,25.312089356110377,11.27450980392157,1610612766,15,24,2024-03-14T00:24:27Z,960000,False,194.0,185.0,1,left,V. Micic 26' 3PT  (9 PTS) (A. Pokusevski 1 AST),"[203995, 1630197]",1610612766.0,CHA,,,,Micic,V. Micic,,,,,Above the Break 3,24+ Right Center,26.81,Made,9.0,,,,,,,,,,,A. Pokusevski,1630197.0,1.0,,,,
99,PT02M42.00S,2024-03-14T00:24:51.9Z,1,REGULAR,turnover,bad pass,[],1641713,,,1610612763,15,24,2024-03-14T00:24:56Z,980000,False,,,0,,G. Jackson bad pass TURNOVER (2 TO),"[1641713, 1641706]",1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Mid-Range,8-16 Right,,,,2.0,Miller,1641706.0,,,,,,,,,,,,,,
100,PT02M42.00S,2024-03-14T00:24:51.9Z,1,REGULAR,steal,,[],1641706,,,1610612766,15,24,2024-03-14T00:24:53Z,990000,False,,,0,,B. Miller STEAL (1 STL),[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
101,PT02M32.00S,2024-03-14T00:25:03.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628970,6.1268068331143235,53.92156862745098,1610612766,15,24,2024-03-14T00:25:08Z,1000000,False,-20.0,5.0,1,left,MISS M. Bridges driving finger roll Layup,[1628970],1610612766.0,CHA,driving finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,2.03,Missed,,,,,,,,,,,,,,,,,,
102,PT02M30.00S,2024-03-14T00:25:05.2Z,1,REGULAR,rebound,defensive,[],1630610,,,1610612763,15,24,2024-03-14T00:25:08Z,1010000,False,,,0,,D. Jarreau REBOUND (Off:0 Def:1),[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,Restricted Area,0-8 Center,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,,
103,PT02M26.00S,2024-03-14T00:25:09.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629117,92.85479632063075,45.588235294117645,1610612763,15,24,2024-03-14T00:25:16Z,1020000,False,-22.0,15.0,1,right,MISS W. Gabriel running alley-oop Layup,[1629117],1610612763.0,MEM,running alley-oop,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,2.65,Missed,,,,,,,,,,,,,,,,,,
104,PT02M22.00S,2024-03-14T00:25:13.5Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,15,24,2024-03-14T00:25:16Z,1030000,False,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,
105,PT02M22.00S,2024-03-14T00:25:14.3Z,1,REGULAR,turnover,out-of-bounds,[],1629684,,,1610612766,15,24,2024-03-14T00:25:20Z,1040000,False,,,0,,G. Williams bad pass out-of-bounds TURNOVER (1 TO),[1629684],1610612766.0,CHA,bad pass,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,1.0,,,2005.0,,,,,,,,,,,,,
106,PT02M22.00S,2024-03-14T00:25:20.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,15,24,2024-03-14T00:25:20Z,1050000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M22.00S,2024-03-14T00:27:37.9Z,1,REGULAR,substitution,out,[],1641706,,,1610612763,15,24,2024-03-14T00:27:54Z,1060000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M22.00S,2024-03-14T00:27:37.9Z,1,REGULAR,substitution,in,[],202722,,,1610612763,15,24,2024-03-14T00:27:54Z,1070000,False,,,0,,SUB in: D. Bertans,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M22.00S,2024-03-14T00:27:37.9Z,1,REGULAR,substitution,out,[],203995,,,1610612763,15,24,2024-03-14T00:29:01Z,1075000,False,,,0,,SUB out: V. Micic,[203995],1610612766.0,CHA,,,,Micic,V. Micic,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M22.00S,2024-03-14T00:27:37.9Z,1,REGULAR,substitution,in,[],1630544,,,1610612763,15,24,2024-03-14T00:29:01Z,1077500,False,,,0,,SUB in: T. Mann,[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M09.00S,2024-03-14T00:28:18.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630692,83.52496714848883,49.50980392156863,1610612763,17,24,2024-03-14T00:28:24Z,1080000,False,-2.0,102.0,1,right,J. Goodwin 10' driving floating Jump Shot (2 PTS),[1630692],1610612763.0,MEM,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,10.24,Made,2.0,,,,,,,,,,,,,,,,,
110,PT01M47.00S,2024-03-14T00:28:39.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630544,9.411957950065702,51.71568627450981,1610612766,17,26,2024-03-14T00:28:49Z,1090000,False,-9.0,36.0,1,left,T. Mann driving floating Jump Shot (2 PTS),[1630544],1610612766.0,CHA,driving floating,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.7,Made,2.0,,,,,,,,,,,,,,,,,
111,PT01M35.00S,2024-03-14T00:28:52.0Z,1,REGULAR,3pt,Jump Shot,[],1641713,70.90998685939553,73.52941176470588,1610612763,17,26,2024-03-14T00:28:56Z,1100000,False,118.0,221.0,1,right,MISS G. Jackson 25' 3PT,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,Above the Break 3,24+ Right Center,25.03,Missed,,,,,,,,,,,,,,,,,,
112,PT01M33.00S,2024-03-14T00:28:54.0Z,1,REGULAR,rebound,defensive,[],202722,,,1610612766,17,26,2024-03-14T00:28:56Z,1110000,False,,,0,,D. Bertans REBOUND (Off:0 Def:1),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Right Center,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,
115,PT01M25.00S,2024-03-14T00:29:02.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,6.1268068331143235,48.529411764705884,1610612766,17,28,2024-03-14T00:29:08Z,1120000,False,7.0,5.0,1,left,M. Bridges driving DUNK (10 PTS) (G. Williams 1 AST),"[1628970, 1629684]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.9,Made,10.0,,,,,,,,,,,G. Williams,1629684.0,1.0,,,,
116,PT01M01.00S,2024-03-14T00:29:26.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,85.62746386333771,58.08823529411765,1610612763,19,28,2024-03-14T00:29:32Z,1130000,False,40.0,83.0,1,right,J. Goodwin 9' turnaround fadeaway Jump Shot (4 PTS),[1630692],1610612763.0,MEM,turnaround fadeaway,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,9.2,Made,4.0,,,,,,,,,,,,,,,,,
117,PT00M55.10S,2024-03-14T00:29:33.5Z,1,REGULAR,3pt,Jump Shot,[],202722,25.443495400788436,85.04901960784314,1610612766,19,28,2024-03-14T00:29:40Z,1140000,False,-175.0,187.0,1,left,MISS D. Bertans 25' 3PT,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
118,PT00M51.60S,2024-03-14T00:29:37.6Z,1,REGULAR,rebound,offensive,[],1630197,,,1610612766,19,28,2024-03-14T00:29:37Z,1150000,False,,,0,,A. Pokusevski REBOUND (Off:1 Def:1),[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Left Center,,,,,,,,117.0,2.0,1.0,1.0,,,,,,,,,
119,PT00M48.70S,2024-03-14T00:29:42.2Z,1,REGULAR,turnover,traveling,[],1629684,,,1610612766,19,28,2024-03-14T00:29:47Z,1160000,False,,,0,,G. Williams traveling TURNOVER (2 TO),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Center,,,,2.0,,,202026.0,,,,,,,,,,,,,
120,PT00M36.20S,2024-03-14T00:30:06.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631222,92.06636005256242,54.166666666666664,1610612763,19,28,2024-03-14T00:30:10Z,1170000,False,21.0,22.0,1,right,MISS J. LaRavia driving finger roll Layup,[1631222],1610612763.0,MEM,driving finger roll,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
121,PT00M34.70S,2024-03-14T00:30:08.4Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612766,19,28,2024-03-14T00:30:10Z,1180000,False,,,0,,G. Williams REBOUND (Off:0 Def:3),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,120.0,3.0,3.0,0.0,,,,,,,,,
122,PT00M28.40S,2024-03-14T00:30:14.8Z,1,REGULAR,3pt,Jump Shot,[],1630197,28.728646517739815,24.264705882352942,1610612766,19,31,2024-03-14T00:30:18Z,1190000,False,129.0,218.0,1,left,A. Pokusevski 25' 3PT  (5 PTS) (M. Bridges 3 AST),"[1630197, 1628970]",1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,Above the Break 3,24+ Right Center,25.27,Made,5.0,,,,,,,,,,,M. Bridges,1628970.0,3.0,,,,
124,PT00M06.10S,2024-03-14T00:30:42.8Z,1,REGULAR,3pt,Jump Shot,[],1629117,82.86793692509855,93.62745098039215,1610612763,19,31,2024-03-14T00:30:49Z,1210000,False,218.0,109.0,1,right,MISS W. Gabriel 24' pullup 3PT,[1629117],1610612763.0,MEM,pullup,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Right Center,24.36,Missed,,,,,,,,,,,,,,,,,,
125,PT00M05.10S,2024-03-14T00:30:43.8Z,1,REGULAR,rebound,offensive,[],1631222,,,1610612763,19,31,2024-03-14T00:32:23Z,1220000,False,,,0,,J. LaRavia REBOUND (Off:2 Def:0),[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Right Center,,,,,,,,124.0,2.0,0.0,2.0,,,,,,,,,
126,PT00M03.90S,2024-03-14T00:30:47.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631222,94.40999984741211,50.0,1610612763,19,31,2024-03-14T00:32:28Z,1230000,False,0.0,0.0,1,right,MISS J. LaRavia putback Layup - blocked,"[1631222, 1628970]",1610612763.0,MEM,putback,,,LaRavia,J. LaRavia,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,Bridges,1628970.0,,,,,,,
127,PT00M03.90S,2024-03-14T00:30:47.9Z,1,REGULAR,block,,[],1628970,,,1610612763,19,31,2024-03-14T00:30:48Z,1240000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
128,PT00M03.60S,2024-03-14T00:30:48.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612763,19,31,2024-03-14T00:32:28Z,1250000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,126.0,,,,,,,,,,,,
129,PT00M03.60S,2024-03-14T00:30:51.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612763,19,31,2024-03-14T00:30:57Z,1260000,False,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,Mid-Range,16-24 Left,,,,,,,2005.0,,,,,,,,,,,,,
130,PT00M00.20S,2024-03-14T00:31:01.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202722,35.167542706964525,49.754901960784316,1610612766,19,31,2024-03-14T00:31:15Z,1270000,False,1.0,278.0,1,left,MISS D. Bertans 27' 3PT,[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Center,27.81,Missed,,,,,,,,,,,,,,,,,,
131,PT00M00.20S,2024-03-14T00:31:01.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,19,31,2024-03-14T00:31:15Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,130.0,,,,,,,,,,,,
132,PT00M00.00S,2024-03-14T00:31:06.2Z,1,REGULAR,period,end,[],0,,,1610612766,19,31,2024-03-14T00:31:06Z,1290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,out,['startperiod'],1630610,,,1610612766,19,31,2024-03-14T00:33:40Z,1300000,False,,,0,,SUB out: D. Jarreau,[1630610],1610612763.0,MEM,,,,Jarreau,D. Jarreau,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,out,['startperiod'],1641713,,,1610612766,19,31,2024-03-14T00:33:40Z,1310000,False,,,0,,SUB out: G. Jackson,[1641713],1610612763.0,MEM,,,,Jackson,G. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,out,['startperiod'],1628970,,,1610612766,19,31,2024-03-14T00:33:40Z,1320000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,out,['startperiod'],1630197,,,1610612766,19,31,2024-03-14T00:33:40Z,1330000,False,,,0,,SUB out: A. Pokusevski,[1630197],1610612766.0,CHA,,,,Pokusevski,A. Pokusevski,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,in,['startperiod'],1630590,,,1610612766,19,31,2024-03-14T00:33:40Z,1340000,False,,,0,,SUB in: S. Pippen Jr.,[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,in,['startperiod'],1629723,,,1610612766,19,31,2024-03-14T00:33:40Z,1350000,False,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612766,19,31,2024-03-14T00:33:40Z,1360000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2024-03-14T00:33:04.6Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612766,19,31,2024-03-14T00:33:40Z,1370000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2024-03-14T00:33:41.7Z,2,REGULAR,period,start,[],0,,,1610612763,19,31,2024-03-14T00:33:41Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT11M45.00S,2024-03-14T00:33:55.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,82.7365308804205,41.17647058823529,1610612763,19,31,2024-03-14T00:33:59Z,1390000,False,-44.0,110.0,1,right,MISS J. Goodwin 11' driving floating Shot,[1630692],1610612763.0,MEM,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,11.83,Missed,,,,,,,,,,,,,,,,,,
144,PT11M42.00S,2024-03-14T00:33:58.3Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612763,19,31,2024-03-14T00:33:58Z,1400000,False,,,0,,W. Gabriel REBOUND (Off:1 Def:1),[1629117],1610612763.0,MEM,,,,Gabriel,W. Gabriel,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,143.0,2.0,1.0,1.0,,,,,,,,,
145,PT11M42.00S,2024-03-14T00:33:58.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629117,94.40999984741211,50.0,1610612763,19,31,2024-03-14T00:33:58Z,1410000,False,0.0,0.0,1,right,MISS W. Gabriel tip Layup,[1629117],1610612763.0,MEM,tip,,,Gabriel,W. Gabriel,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
146,PT11M42.00S,2024-03-14T00:33:59.1Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612766,19,31,2024-03-14T00:33:59Z,1420000,False,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612766.0,CHA,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,145.0,4.0,4.0,0.0,,,,,,,,,
147,PT11M37.00S,2024-03-14T00:34:04.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,20.45006570302234,7.598039215686274,1610612766,19,31,2024-03-14T00:34:10Z,1430000,False,212.0,140.0,1,left,MISS G. Williams 25' running 3PT,[1629684],1610612766.0,CHA,running,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
148,PT11M31.00S,2024-03-14T00:34:10.0Z,2,REGULAR,rebound,defensive,[],1630692,,,1610612763,19,31,2024-03-14T00:34:10Z,1440000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:1),[1630692],1610612763.0,MEM,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Right Center,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,
149,PT11M23.00S,2024-03-14T00:34:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630590,67.49342969776609,59.068627450980394,1610612763,19,31,2024-03-14T00:34:21Z,1450000,False,45.0,253.0,1,right,MISS S. Pippen Jr. 25' pullup 3PT,[1630590],1610612763.0,MEM,pullup,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
150,PT11M22.00S,2024-03-14T00:34:18.7Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612766,19,31,2024-03-14T00:34:18Z,1460000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,
151,PT11M09.00S,2024-03-14T00:34:31.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,9.149145860709593,44.36274509803921,1610612766,19,31,2024-03-14T00:34:34Z,1470000,False,28.0,34.0,1,left,MISS B. Miller driving floating bank Shot,[1641706],1610612766.0,CHA,driving floating bank,,,Miller,B. Miller,,,,,Restricted Area,0-8 Center,4.38,Missed,,,,,,,,,,,,,,,,,,
152,PT11M07.00S,2024-03-14T00:34:33.6Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,19,31,2024-03-14T00:34:34Z,1480000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Restricted Area,0-8 Center,,,,,,,,151.0,2.0,2.0,0.0,,,,,,,,,
153,PT11M04.00S,2024-03-14T00:34:37.0Z,2,REGULAR,turnover,lost ball,[],1630590,,,1610612763,19,31,2024-03-14T00:34:40Z,1490000,False,,,0,,S. Pippen Jr. lost ball TURNOVER (2 TO),"[1630590, 1630544]",1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Mid-Range,16-24 Center,,,,2.0,Mann,1630544.0,,,,,,,,,,,,,,
154,PT11M04.00S,2024-03-14T00:34:37.0Z,2,REGULAR,steal,,[],1630544,,,1610612766,19,31,2024-03-14T00:34:38Z,1500000,False,,,0,,T. Mann STEAL (1 STL),[1630544],1610612766.0,CHA,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
155,PT11M01.00S,2024-03-14T00:34:39.7Z,2,REGULAR,turnover,bad pass,[],1630208,,,1610612766,19,31,2024-03-14T00:34:43Z,1510000,False,,,0,,N. Richards bad pass TURNOVER (2 TO),"[1630208, 1630590]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Above the Break 3,24+ Center,,,,2.0,Pippen Jr.,1630590.0,,,,,,,,,,,,,,
156,PT11M01.00S,2024-03-14T00:34:39.7Z,2,REGULAR,steal,,[],1630590,,,1610612763,19,31,2024-03-14T00:34:41Z,1520000,False,,,0,,S. Pippen Jr. STEAL (1 STL),[1630590],1610612763.0,MEM,,,,Pippen Jr.,S. Pippen Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
157,PT10M59.00S,2024-03-14T00:34:42.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631222,75.50919842312747,11.76470588235294,1610612763,19,31,2024-03-14T00:34:48Z,1530000,False,-191.0,178.0,1,right,MISS J. LaRavia 26' 3PT,[1631222],1610612763.0,MEM,,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
158,PT10M55.00S,2024-03-14T00:34:45.2Z,2,REGULAR,rebound,defensive,[],202722,,,1610612766,19,31,2024-03-14T00:34:45Z,1540000,False,,,0,,D. Bertans REBOUND (Off:0 Def:2),[202722],1610612766.0,CHA,,,,Bertans,D. Bertans,,,,,Above the Break 3,24+ Left Center,,,,,,,,157.0,2.0,2.0,0.0,,,,,,,,,
159,PT10M50.00S,2024-03-14T00:34:50.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641706,15.982260183968464,60.78431372549019,1610612766,19,31,2024-03-14T00:35:00Z,1550000,False,-54.0,98.0,1,left,MISS B. Miller 11' pullup Shot,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,In The Paint (Non-RA),8-16 Center,11.16,Missed,,,,,,,,,,,,,,,,,,
