actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
349,PT00M40.90S,2024-01-26T01:13:17.9Z,2,REGULAR,freethrow,1 of 2,[],201976,,,1610612755,73,58,2024-01-26T01:13:17Z,3440000,False,,,0,,MISS P. Beverley Free Throw 1 of 2,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
350,PT00M40.90S,2024-01-26T01:13:17.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,73,58,2024-01-26T01:13:17Z,3450000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,349.0,,,,,,
351,PT00M40.90S,2024-01-26T01:13:35.5Z,2,REGULAR,freethrow,2 of 2,[],201976,,,1610612755,73,59,2024-01-26T01:13:35Z,3460000,False,,,0,,P. Beverley Free Throw 2 of 2 (4 PTS),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
352,PT00M28.20S,2024-01-26T01:13:51.8Z,2,REGULAR,2pt,Jump Shot,[],1627783,78.53153745072274,67.40196078431373,1610612754,73,59,2024-01-26T01:13:59Z,3470000,False,87.0,149.0,1,right,MISS P. Siakam 17' fadeaway Shot,[1627783],1610612754.0,IND,fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Missed,,17.28,,,,,,,,,
353,PT00M23.90S,2024-01-26T01:13:56.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,73,59,2024-01-26T01:13:59Z,3480000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,352.0,4.0,4.0,0.0,,,
354,PT00M04.10S,2024-01-26T01:14:18.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612755,73,59,2024-01-26T01:14:25Z,3490000,False,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Maxey 2 FT),"[1630174, 1630178]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,2.0,0.0,Maxey,1630178.0,,,,,,,,,,,,
357,PT00M04.10S,2024-01-26T01:14:43.7Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,73,60,2024-01-26T01:14:43Z,3510000,False,,,0,,T. Maxey Free Throw 1 of 2 (18 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,18.0,,,,,,,,,,
358,PT00M04.10S,2024-01-26T01:15:04.0Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,73,61,2024-01-26T01:15:04Z,3520000,False,,,0,,T. Maxey Free Throw 2 of 2 (19 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,Made,19.0,,,,,,,,,,
359,PT00M00.50S,2024-01-26T01:15:10.1Z,2,REGULAR,3pt,Jump Shot,[],1629614,71.30420499342969,88.23529411764706,1610612754,73,61,2024-01-26T01:15:23Z,3530000,False,191.0,217.0,1,right,MISS A. Nembhard 28' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,28.94,,,,,,,,,
360,PT00M00.50S,2024-01-26T01:15:10.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,73,61,2024-01-26T01:15:23Z,3540000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,359.0,,,,,,
361,PT00M00.00S,2024-01-26T01:15:13.9Z,2,REGULAR,period,end,[],0,,,1610612754,73,61,2024-01-26T01:15:13Z,3550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2024-01-26T01:29:15.9Z,3,REGULAR,substitution,out,['startperiod'],1627863,,,1610612754,73,61,2024-01-26T01:30:21Z,3560000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2024-01-26T01:29:15.9Z,3,REGULAR,substitution,in,['startperiod'],1626162,,,1610612754,73,61,2024-01-26T01:30:21Z,3570000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2024-01-26T01:30:35.4Z,3,REGULAR,period,start,[],0,,,1610612754,73,61,2024-01-26T01:30:35Z,3580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT11M36.00S,2024-01-26T01:30:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.389618922470433,46.81372549019608,1610612754,75,61,2024-01-26T01:31:05Z,3600000,False,16.0,8.0,1,left,A. Nesmith driving finger roll Layup (13 PTS),[1630174],1610612754.0,IND,driving finger roll,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,13.0,1.76,,,,,,,,,
370,PT11M10.00S,2024-01-26T01:31:24.6Z,3,REGULAR,2pt,Jump Shot,[],201976,94.1688567674113,77.69607843137256,1610612755,75,61,2024-01-26T01:31:29Z,3620000,False,138.0,2.0,1,right,MISS P. Beverley 13' fadeaway Shot,[201976],1610612755.0,PHI,fadeaway,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,13.85,,,,,,,,,
371,PT11M07.00S,2024-01-26T01:31:27.6Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,75,61,2024-01-26T01:31:29Z,3630000,False,,,0,,M. Turner REBOUND (Off:1 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,370.0,5.0,4.0,1.0,,,
372,PT11M04.00S,2024-01-26T01:31:32.6Z,3,REGULAR,foul,personal,[],201587,,,1610612754,75,61,2024-01-26T01:31:36Z,3640000,False,,,0,,N. Batum personal FOUL (2 PF),"[201587, 1627783]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Restricted Area,0-8 Center,,,,1627962.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
374,PT10M59.00S,2024-01-26T01:31:52.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.521024967148489,47.549019607843135,1610612754,77,61,2024-01-26T01:31:59Z,3660000,False,12.0,9.0,1,left,A. Nembhard driving finger roll Layup (8 PTS),[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,8.0,1.51,,,,,,,,,
375,PT10M42.00S,2024-01-26T01:32:08.6Z,3,REGULAR,3pt,Jump Shot,[],201976,68.80749014454665,75.49019607843137,1610612755,77,61,2024-01-26T01:32:15Z,3670000,False,127.0,241.0,1,right,MISS P. Beverley 27' pullup 3PT,[201976],1610612755.0,PHI,pullup,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,27.24,,,,,,,,,
376,PT10M38.00S,2024-01-26T01:32:12.6Z,3,REGULAR,rebound,defensive,[],1629614,,,1610612754,77,61,2024-01-26T01:32:15Z,3680000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,375.0,2.0,2.0,0.0,,,
377,PT10M30.00S,2024-01-26T01:32:19.7Z,3,REGULAR,3pt,Jump Shot,[],1626167,33.722076215505915,70.58823529411765,1610612754,80,61,2024-01-26T01:32:26Z,3690000,False,-103.0,264.0,1,left,M. Turner 28' 3PT  (13 PTS) (P. Siakam 7 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Made,13.0,28.38,,,,,,,P. Siakam,1627783.0,7.0
379,PT10M15.00S,2024-01-26T01:32:35.8Z,3,REGULAR,turnover,bad pass,[],201976,,,1610612755,80,61,2024-01-26T01:33:02Z,3710000,False,,,0,,P. Beverley bad pass TURNOVER (1 TO),"[201976, 1627741]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Left,1.0,Hield,1627741.0,,,,,,,,,,,,,,,,,
380,PT10M15.00S,2024-01-26T01:32:35.8Z,3,REGULAR,steal,,[],1627741,,,1610612754,80,61,2024-01-26T01:34:23Z,3720000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
381,PT10M08.00S,2024-01-26T01:32:44.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,6.783837056504599,53.18627450980392,1610612754,82,61,2024-01-26T01:32:49Z,3730000,False,-16.0,11.0,1,left,P. Siakam cutting finger roll Layup (15 PTS) (B. Hield 2 AST),"[1627783, 1627741]",1610612754.0,IND,cutting finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,15.0,1.95,,,,,,,B. Hield,1627741.0,2.0
383,PT10M08.00S,2024-01-26T01:32:47.4Z,3,REGULAR,foul,personal,['1freethrow'],201976,,,1610612754,82,61,2024-01-26T01:32:52Z,3750000,False,,,0,,P. Beverley shooting personal FOUL (2 PF) (Siakam 1 FT),"[201976, 1627783]",1610612755.0,PHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,200834.0,2.0,0.0,Siakam,1627783.0,,,,,,,,,,,,
385,PT10M08.00S,2024-01-26T01:33:06.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,82,61,2024-01-26T01:33:06Z,3770000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT10M08.00S,2024-01-26T01:36:03.3Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1627783,,,1610612754,83,61,2024-01-26T01:36:03Z,3780000,False,,,0,,P. Siakam Free Throw 1 of 1 (16 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,Made,16.0,,,,,,,,,,
387,PT09M59.00S,2024-01-26T01:36:15.9Z,3,REGULAR,violation,kicked ball,[],1627783,,,1610612755,83,61,2024-01-26T01:36:24Z,3790000,False,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,1627524.0,,,,,,,,,,,,,,,,
388,PT09M54.00S,2024-01-26T01:36:33.2Z,3,REGULAR,3pt,Jump Shot,[],1630178,81.02825229960578,93.87254901960785,1610612755,83,64,2024-01-26T01:36:38Z,3800000,False,219.0,126.0,1,right,T. Maxey 25' 3PT  (22 PTS) (P. Beverley 4 AST),"[1630178, 201976]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,22.0,25.29,,,,,,,P. Beverley,201976.0,4.0
390,PT09M40.00S,2024-01-26T01:36:48.8Z,3,REGULAR,foul,offensive,[],1626167,,,1610612754,83,64,2024-01-26T01:36:57Z,3820000,False,,,0,,M. Turner offensive FOUL (3 PF),"[1626167, 201976]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,3.0,0.0,Beverley,201976.0,,,,,,,,,,,,
392,PT09M40.00S,2024-01-26T01:36:48.8Z,3,REGULAR,turnover,offensive foul,[],1626167,,,1610612754,83,64,2024-01-26T01:36:48Z,3840000,False,,,0,,M. Turner offensive foul TURNOVER (1 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627524.0,,,,,,,,,,,,,,,,
393,PT09M33.00S,2024-01-26T01:37:09.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201587,91.40932982917214,4.411764705882353,1610612755,83,67,2024-01-26T01:37:15Z,3850000,False,-228.0,28.0,1,right,N. Batum 3PT  (10 PTS) (P. Beverley 5 AST),"[201587, 201976]",1610612755.0,PHI,,,,Batum,N. Batum,,,,,Left Corner 3,24+ Left,,,,,,,,,Made,10.0,22.97,,,,,,,P. Beverley,201976.0,5.0
395,PT09M14.00S,2024-01-26T01:37:28.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,15.456636005256241,56.86274509803921,1610612754,85,67,2024-01-26T01:37:32Z,3870000,False,-34.0,93.0,1,left,A. Nembhard 9' step back Jump Shot (10 PTS) (A. Nesmith 1 AST),"[1629614, 1630174]",1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,10.0,9.89,,,,,,,A. Nesmith,1630174.0,1.0
396,PT09M01.00S,2024-01-26T01:37:41.0Z,3,REGULAR,turnover,bad pass,[],201976,,,1610612755,85,67,2024-01-26T01:37:47Z,3880000,False,,,0,,P. Beverley bad pass TURNOVER (2 TO),"[201976, 1629614]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,2.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
397,PT09M01.00S,2024-01-26T01:37:41.0Z,3,REGULAR,steal,,[],1629614,,,1610612754,85,67,2024-01-26T01:37:43Z,3890000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
398,PT09M01.00S,2024-01-26T01:37:44.6Z,3,REGULAR,foul,personal,[],201976,,,1610612754,85,67,2024-01-26T01:38:06Z,3900000,False,,,0,,P. Beverley personal FOUL (3 PF),"[201976, 1629614]",1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Center,,,,1627962.0,3.0,0.0,Nembhard,1629614.0,,,,,,,,,,,,
401,PT08M55.00S,2024-01-26T01:39:51.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629614,7.046649145860711,47.30392156862745,1610612754,87,67,2024-01-26T01:39:55Z,3930000,False,13.0,14.0,1,left,A. Nembhard driving finger roll Layup (12 PTS),[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,12.0,1.92,,,,,,,,,
402,PT08M28.00S,2024-01-26T01:40:17.5Z,3,REGULAR,3pt,Jump Shot,[],201976,68.28186596583443,69.85294117647058,1610612755,87,67,2024-01-26T01:40:23Z,3940000,False,99.0,246.0,1,right,MISS P. Beverley 26' 3PT,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Missed,,26.5,,,,,,,,,
403,PT08M24.00S,2024-01-26T01:40:21.5Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,87,67,2024-01-26T01:40:23Z,3950000,False,,,0,,M. Turner REBOUND (Off:1 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,402.0,6.0,5.0,1.0,,,
404,PT08M18.00S,2024-01-26T01:40:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,7.5722733245729295,46.32352941176471,1610612754,87,67,2024-01-26T01:40:31Z,3960000,False,18.0,19.0,1,left,MISS A. Nembhard Layup - blocked,"[1629614, 1630178]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.62,Maxey,1630178.0,,,,,,,
405,PT08M18.00S,2024-01-26T01:40:27.5Z,3,REGULAR,block,,[],1630178,,,1610612754,87,67,2024-01-26T01:40:29Z,3970000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
406,PT08M16.00S,2024-01-26T01:40:29.5Z,3,REGULAR,rebound,defensive,[],201976,,,1610612755,87,67,2024-01-26T01:40:31Z,3980000,False,,,0,,P. Beverley REBOUND (Off:0 Def:3),[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,404.0,3.0,3.0,0.0,,,
407,PT08M13.00S,2024-01-26T01:40:33.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,68.54467805519053,27.696078431372552,1610612755,87,67,2024-01-26T01:40:40Z,3990000,False,-112.0,243.0,1,right,MISS T. Maxey 26' running 3PT,[1630178],1610612755.0,PHI,running,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,26.75,,,,,,,,,
408,PT08M09.00S,2024-01-26T01:40:37.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,87,67,2024-01-26T01:40:40Z,4000000,False,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,407.0,8.0,7.0,1.0,,,
409,PT07M58.00S,2024-01-26T01:40:48.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,6.1268068331143235,49.01960784313725,1610612754,87,67,2024-01-26T01:40:53Z,4010000,False,5.0,5.0,1,left,MISS A. Nembhard driving finger roll Layup - blocked,"[1629614, 1626162]",1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,0.71,Oubre Jr.,1626162.0,,,,,,,
410,PT07M58.00S,2024-01-26T01:40:48.5Z,3,REGULAR,block,,[],1626162,,,1610612754,87,67,2024-01-26T01:40:50Z,4020000,False,,,0,,K. Oubre Jr. BLOCK (2 BLK),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
411,PT07M55.00S,2024-01-26T01:40:51.5Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,87,67,2024-01-26T01:41:57Z,4030000,False,,,0,,M. Turner REBOUND (Off:2 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,409.0,7.0,5.0,2.0,,,
412,PT07M55.00S,2024-01-26T01:40:55.4Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612754,87,67,2024-01-26T01:41:03Z,4040000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Turner 2 FT),"[1626162, 1626167]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,,1627524.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,
414,PT07M55.00S,2024-01-26T01:41:22.1Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626167,,,1610612754,88,67,2024-01-26T01:41:51Z,4060000,False,,,0,,M. Turner Free Throw 1 of 2 (14 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,Made,14.0,,,,,,,,,,
415,PT07M55.00S,2024-01-26T01:41:22.7Z,3,REGULAR,substitution,out,[],201976,,,1610612754,88,67,2024-01-26T01:41:34Z,4070000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT07M55.00S,2024-01-26T01:41:22.7Z,3,REGULAR,substitution,out,[],1626162,,,1610612754,88,67,2024-01-26T01:41:34Z,4080000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT07M55.00S,2024-01-26T01:41:22.7Z,3,REGULAR,substitution,in,[],1630231,,,1610612754,88,67,2024-01-26T01:41:34Z,4090000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M55.00S,2024-01-26T01:41:22.7Z,3,REGULAR,substitution,in,[],1627863,,,1610612754,88,67,2024-01-26T01:41:34Z,4100000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M55.00S,2024-01-26T01:41:22.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626167,,,1610612754,88,67,2024-01-26T01:41:51Z,4110000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,Missed,,,,,,,,,,,
420,PT07M53.00S,2024-01-26T01:41:24.1Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,88,67,2024-01-26T01:41:51Z,4120000,False,,,0,,J. Embiid REBOUND (Off:0 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,419.0,5.0,5.0,0.0,,,
421,PT07M42.00S,2024-01-26T01:42:06.4Z,3,REGULAR,foul,technical,['1freethrow'],1627783,,,1610612755,88,67,2024-01-26T01:42:12Z,4130000,False,,,0,,P. Siakam defensive-3-second technical FOUL (1 Tech),[1627783],1610612754.0,IND,defensive-3-second,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,2.0,1.0,,,,,,,,,,,,,,
422,PT07M42.00S,2024-01-26T01:42:32.6Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,88,68,2024-01-26T01:42:32Z,4140000,False,,,0,,J. Embiid technical Free Throw 1 of 1 (20 PTS),[203954],1610612755.0,PHI,technical,,,Embiid,J. Embiid,,,,,,,,,,,,,,,Made,20.0,,,,,,,,,,
423,PT07M36.00S,2024-01-26T01:42:53.6Z,3,REGULAR,2pt,Jump Shot,[],1627863,93.77463863337714,79.16666666666666,1610612755,88,70,2024-01-26T01:43:00Z,4150000,False,146.0,6.0,1,right,D. House Jr. 14' pullup Jump Shot (8 PTS) (N. Batum 1 AST),"[1627863, 201587]",1610612755.0,PHI,pullup,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,8.0,14.59,,,,,,,N. Batum,201587.0,1.0
425,PT07M12.00S,2024-01-26T01:43:18.4Z,3,REGULAR,2pt,Jump Shot,[],1629614,6.389618922470433,26.715686274509803,1610612754,88,70,2024-01-26T01:43:53Z,4170000,False,116.0,8.0,1,left,MISS A. Nembhard 11' Jump Shot,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,11.66,,,,,,,,,
426,PT07M10.00S,2024-01-26T01:43:20.4Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,88,70,2024-01-26T01:43:53Z,4180000,False,,,0,,M. Turner REBOUND (Off:3 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,425.0,8.0,5.0,3.0,,,
427,PT07M10.00S,2024-01-26T01:43:20.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626167,5.590000152587891,50.0,1610612754,90,70,2024-01-26T01:43:56Z,4190000,False,0.0,0.0,1,left,M. Turner tip Layup (16 PTS),[1626167],1610612754.0,IND,tip,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,16.0,0.0,,,,,,,,,
428,PT06M54.00S,2024-01-26T01:43:35.9Z,3,REGULAR,foul,personal,[],1627741,,,1610612755,90,70,2024-01-26T01:43:46Z,4200000,False,,,0,,B. Hield personal FOUL (1 PF),"[1627741, 1627863]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,1627524.0,1.0,0.0,House Jr.,1627863.0,,,,,,,,,,,,
430,PT06M54.00S,2024-01-26T01:44:02.9Z,3,REGULAR,substitution,out,[],201587,,,1610612755,90,70,2024-01-26T01:44:09Z,4220000,False,,,0,,SUB out: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M54.00S,2024-01-26T01:44:02.9Z,3,REGULAR,substitution,in,[],1630531,,,1610612755,90,70,2024-01-26T01:44:09Z,4230000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M51.00S,2024-01-26T01:44:24.0Z,3,REGULAR,3pt,Jump Shot,[],1630231,66.04796320630749,46.568627450980394,1610612755,90,70,2024-01-26T01:44:28Z,4240000,False,-17.0,267.0,1,right,MISS K. Martin 26' 3PT,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,26.72,,,,,,,,,
433,PT06M47.00S,2024-01-26T01:44:28.0Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,90,70,2024-01-26T01:44:28Z,4250000,False,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,432.0,6.0,5.0,1.0,,,
434,PT06M45.00S,2024-01-26T01:44:32.1Z,3,REGULAR,turnover,out-of-bounds,[],1627863,,,1610612755,90,70,2024-01-26T01:44:38Z,4260000,False,,,0,,D. House Jr. step out-of-bounds TURNOVER (1 TO),[1627863],1610612755.0,PHI,step,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,1.0,,,1627524.0,,,,,,,,,,,,,,,,
435,PT06M35.00S,2024-01-26T01:44:49.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627741,35.69316688567674,33.82352941176471,1610612754,93,70,2024-01-26T01:44:55Z,4270000,False,81.0,283.0,1,left,B. Hield 29' 3PT  (11 PTS) (A. Nembhard 6 AST),"[1627741, 1629614]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,11.0,29.43,,,,,,,A. Nembhard,1629614.0,6.0
437,PT06M15.00S,2024-01-26T01:45:08.4Z,3,REGULAR,3pt,Jump Shot,[],1630178,63.02562417871223,51.71568627450981,1610612755,93,70,2024-01-26T01:45:15Z,4290000,False,9.0,295.0,1,right,MISS T. Maxey 29' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,29.52,,,,,,,,,
