actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal
89,PT05M46.00S,2024-01-26T00:23:29.2Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,19,11,2024-01-26T00:23:32Z,880000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,88.0,5.0,4.0,1.0,,,
90,PT05M42.00S,2024-01-26T00:23:32.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1627741,84.83902759526939,9.803921568627452,1610612754,21,11,2024-01-26T00:24:04Z,890000,False,-201.0,90.0,1,right,B. Hield 22' running Jump Shot (5 PTS) (P. Siakam 3 AST),"[1627741, 1627783]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Mid-Range,16-24 Left,,,,,,,,,Made,5.0,22.02,,,,,,,P. Siakam,1627783.0,3.0
92,PT05M21.00S,2024-01-26T00:23:54.1Z,1,REGULAR,2pt,Jump Shot,[],203954,23.866622864651774,51.9607843137255,1610612755,21,13,2024-01-26T00:23:59Z,910000,False,-10.0,172.0,1,left,J. Embiid 17' step back Jump Shot (5 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,,,,,,,,,Made,5.0,17.21,,,,,,,,,
93,PT05M07.00S,2024-01-26T00:24:07.8Z,1,REGULAR,2pt,Jump Shot,[],1629614,96.00854139290408,22.794117647058822,1610612754,21,13,2024-01-26T00:24:13Z,920000,False,-136.0,-15.0,1,right,MISS A. Nembhard 13' fadeaway Shot,[1629614],1610612754.0,IND,fadeaway,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,,,Missed,,13.68,,,,,,,,,
94,PT05M03.00S,2024-01-26T00:24:11.8Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612755,21,13,2024-01-26T00:24:13Z,930000,False,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,
95,PT04M56.00S,2024-01-26T00:24:18.7Z,1,REGULAR,3pt,Jump Shot,[],203954,32.802233902759525,54.41176470588235,1610612755,21,13,2024-01-26T00:24:23Z,940000,False,-22.0,256.0,1,left,MISS J. Embiid 25' 3PT,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,25.68,,,,,,,,,
96,PT04M53.00S,2024-01-26T00:24:21.7Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,21,13,2024-01-26T00:24:23Z,950000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,95.0,1.0,1.0,0.0,,,
97,PT04M44.00S,2024-01-26T00:24:34.0Z,1,REGULAR,turnover,traveling,[],1629614,,,1610612754,21,13,2024-01-26T00:24:43Z,960000,False,,,0,,A. Nembhard traveling TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627962.0,,,,,,,,,,,,,,,,
98,PT04M44.00S,2024-01-26T00:24:36.6Z,1,REGULAR,substitution,out,[],1629614,,,1610612755,21,13,2024-01-26T00:24:43Z,970000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M44.00S,2024-01-26T00:24:36.6Z,1,REGULAR,substitution,in,[],204456,,,1610612755,21,13,2024-01-26T00:24:43Z,980000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M32.00S,2024-01-26T00:25:11.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630178,31.225361366622867,49.50980392156863,1610612755,21,13,2024-01-26T00:25:16Z,990000,False,2.0,241.0,1,left,MISS T. Maxey 24' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,24.1,,,,,,,,,
101,PT04M29.00S,2024-01-26T00:25:14.8Z,1,REGULAR,rebound,offensive,[],1627863,,,1610612755,21,13,2024-01-26T00:25:14Z,1000000,False,,,0,,D. House Jr. REBOUND (Off:1 Def:1),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,100.0,2.0,1.0,1.0,,,
102,PT04M22.00S,2024-01-26T00:25:21.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203954,7.046649145860711,47.30392156862745,1610612755,21,15,2024-01-26T00:25:34Z,1010000,False,13.0,14.0,1,left,J. Embiid driving finger roll Layup (7 PTS) (D. House Jr. 1 AST),"[203954, 1627863]",1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,7.0,1.92,,,,,,,D. House Jr.,1627863.0,1.0
104,PT04M22.00S,2024-01-26T00:25:27.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,21,15,2024-01-26T00:25:27Z,1030000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M22.00S,2024-01-26T00:27:46.8Z,1,REGULAR,substitution,out,[],1627741,,,1610612754,21,15,2024-01-26T00:28:16Z,1040000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M22.00S,2024-01-26T00:27:46.8Z,1,REGULAR,substitution,out,[],1626162,,,1610612754,21,15,2024-01-26T00:28:16Z,1050000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M22.00S,2024-01-26T00:27:46.8Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,21,15,2024-01-26T00:28:16Z,1060000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M22.00S,2024-01-26T00:27:46.8Z,1,REGULAR,substitution,in,[],1630531,,,1610612754,21,15,2024-01-26T00:28:16Z,1070000,False,,,0,,SUB in: J. Springer,[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M04.00S,2024-01-26T00:28:48.4Z,1,REGULAR,2pt,Jump Shot,[],1627783,92.46057818659659,25.49019607843137,1610612754,23,15,2024-01-26T00:28:56Z,1080000,False,-123.0,18.0,1,right,P. Siakam 12' Jump Shot (8 PTS) (B. Sheppard 1 AST),"[1627783, 1641767]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,,,,,,Made,8.0,12.39,,,,,,,B. Sheppard,1641767.0,1.0
111,PT03M45.00S,2024-01-26T00:29:06.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,36.48160315374508,40.931372549019606,1610612755,23,15,2024-01-26T00:29:11Z,1100000,False,45.0,290.0,1,left,MISS T. Maxey 29' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,29.39,,,,,,,,,
112,PT03M42.00S,2024-01-26T00:29:09.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,23,15,2024-01-26T00:29:11Z,1110000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,111.0,2.0,1.0,1.0,,,
113,PT03M35.00S,2024-01-26T00:29:16.9Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.5735873850197,59.068627450980394,1610612754,26,15,2024-01-26T00:29:21Z,1120000,False,45.0,262.0,1,right,M. Turner 26' 3PT  (7 PTS) (P. Siakam 4 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,7.0,26.56,,,,,,,P. Siakam,1627783.0,4.0
115,PT03M18.00S,2024-01-26T00:29:33.6Z,1,REGULAR,2pt,Jump Shot,[],1627863,18.610381077529567,17.15686274509804,1610612755,26,15,2024-01-26T00:29:39Z,1140000,False,164.0,122.0,1,left,MISS D. House Jr. 20' step back Shot,[1627863],1610612755.0,PHI,step back,,,House Jr.,D. House Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,Missed,,20.48,,,,,,,,,
116,PT03M17.00S,2024-01-26T00:29:34.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,26,15,2024-01-26T00:30:26Z,1150000,False,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,115.0,6.0,5.0,1.0,,,
117,PT03M10.00S,2024-01-26T00:29:42.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.19776609724047,54.166666666666664,1610612754,28,15,2024-01-26T00:29:55Z,1160000,False,21.0,21.0,1,right,T. McConnell cutting Layup (2 PTS) (P. Siakam 5 AST),"[204456, 1627783]",1610612754.0,IND,cutting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.94,,,,,,,P. Siakam,1627783.0,5.0
119,PT02M55.00S,2024-01-26T00:30:00.0Z,1,REGULAR,foul,offensive,[],1630231,,,1610612755,28,15,2024-01-26T00:30:07Z,1180000,False,,,0,,K. Martin offensive FOUL (2 PF),"[1630231, 1626167]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,
121,PT02M55.00S,2024-01-26T00:30:00.0Z,1,REGULAR,turnover,offensive foul,[],1630231,,,1610612755,28,15,2024-01-26T00:30:00Z,1200000,False,,,0,,K. Martin offensive foul TURNOVER (1 TO),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,1627524.0,,,,,,,,,,,,,,,,
122,PT02M55.00S,2024-01-26T00:30:05.1Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,28,15,2024-01-26T00:30:20Z,1210000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M55.00S,2024-01-26T00:30:05.1Z,1,REGULAR,substitution,out,[],1630178,,,1610612754,28,15,2024-01-26T00:30:20Z,1220000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M55.00S,2024-01-26T00:30:05.1Z,1,REGULAR,substitution,out,[],1627863,,,1610612754,28,15,2024-01-26T00:30:20Z,1230000,False,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M55.00S,2024-01-26T00:30:05.1Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,28,15,2024-01-26T00:30:20Z,1240000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M55.00S,2024-01-26T00:30:05.1Z,1,REGULAR,substitution,in,[],201587,,,1610612754,28,15,2024-01-26T00:30:20Z,1250000,False,,,0,,SUB in: N. Batum,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M55.00S,2024-01-26T00:30:05.1Z,1,REGULAR,substitution,in,[],201976,,,1610612754,28,15,2024-01-26T00:30:20Z,1260000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M36.00S,2024-01-26T00:30:48.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,92.59198423127464,97.30392156862744,1610612754,28,15,2024-01-26T00:30:52Z,1270000,False,237.0,17.0,1,right,MISS B. Mathurin step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,23.71,,,,,,,,,
129,PT02M32.00S,2024-01-26T00:30:52.3Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,28,15,2024-01-26T00:30:52Z,1280000,False,,,0,,N. Batum REBOUND (Off:0 Def:2),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,128.0,2.0,2.0,0.0,,,
130,PT02M19.00S,2024-01-26T00:31:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,16.376478318002626,41.66666666666667,1610612755,28,17,2024-01-26T00:31:11Z,1290000,False,42.0,101.0,1,left,J. Embiid 10' turnaround fadeaway Jump Shot (9 PTS) (P. Beverley 1 AST),"[203954, 201976]",1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,9.0,10.96,,,,,,,P. Beverley,201976.0,1.0
132,PT02M09.00S,2024-01-26T00:31:14.5Z,1,REGULAR,3pt,Jump Shot,[],1626167,65.25952693823915,65.19607843137256,1610612754,28,17,2024-01-26T00:31:19Z,1310000,False,76.0,274.0,1,right,MISS M. Turner 28' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,,,,Missed,,28.44,,,,,,,,,
133,PT02M07.00S,2024-01-26T00:31:16.5Z,1,REGULAR,rebound,defensive,[],201587,,,1610612755,28,17,2024-01-26T00:31:19Z,1320000,False,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,132.0,3.0,3.0,0.0,,,
134,PT01M57.00S,2024-01-26T00:31:27.3Z,1,REGULAR,2pt,Jump Shot,[],203954,22.026938239159,54.65686274509803,1610612755,28,19,2024-01-26T00:31:31Z,1330000,False,-23.0,155.0,1,left,J. Embiid 15' step back Jump Shot (11 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,,,Made,11.0,15.63,,,,,,,,,
135,PT01M44.00S,2024-01-26T00:31:38.9Z,1,REGULAR,2pt,Jump Shot,[],1630167,85.49605781865965,69.85294117647058,1610612754,28,19,2024-01-26T00:31:44Z,1340000,False,99.0,84.0,1,right,MISS O. Toppin 12' turnaround Shot,[1630167],1610612754.0,IND,turnaround,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,,,,,,Missed,,12.99,,,,,,,,,
136,PT01M43.00S,2024-01-26T00:31:39.9Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,28,19,2024-01-26T00:31:44Z,1350000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,135.0,2.0,2.0,0.0,,,
137,PT01M35.00S,2024-01-26T00:31:49.1Z,1,REGULAR,2pt,Jump Shot,[],203954,20.844283837056505,54.41176470588235,1610612755,28,21,2024-01-26T00:31:53Z,1360000,False,-22.0,143.0,1,left,J. Embiid 14' pullup Jump Shot (13 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,,,Made,13.0,14.51,,,,,,,,,
138,PT01M18.00S,2024-01-26T00:32:05.9Z,1,REGULAR,2pt,Jump Shot,[],1630167,91.67214191852825,70.09803921568627,1610612754,30,21,2024-01-26T00:32:11Z,1370000,False,100.0,26.0,1,right,O. Toppin 10' driving floating bank Jump Shot (2 PTS) (B. Sheppard 2 AST),"[1630167, 1641767]",1610612754.0,IND,driving floating bank,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,2.0,10.38,,,,,,,B. Sheppard,1641767.0,2.0
140,PT01M01.00S,2024-01-26T00:32:23.7Z,1,REGULAR,2pt,Jump Shot,[],203954,21.895532194480946,52.450980392156865,1610612755,30,21,2024-01-26T00:32:28Z,1390000,False,-12.0,153.0,1,left,MISS J. Embiid 15' Jump Shot - blocked,"[203954, 1626167]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Center,,,,,,,,,Missed,,15.38,Turner,1626167.0,,,,,,,
141,PT01M01.00S,2024-01-26T00:32:23.7Z,1,REGULAR,block,,[],1626167,,,1610612755,30,21,2024-01-26T00:32:25Z,1400000,False,,,0,,M. Turner BLOCK (2 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
142,PT00M57.90S,2024-01-26T00:32:26.8Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,30,21,2024-01-26T00:32:28Z,1410000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,
143,PT00M56.50S,2024-01-26T00:32:28.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1641767,92.06636005256242,53.67647058823529,1610612754,32,21,2024-01-26T00:43:39Z,1420000,False,18.0,22.0,1,right,B. Sheppard running Layup (2 PTS),[1641767],1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,2.0,2.88,,,,,,,,,
144,PT00M45.60S,2024-01-26T00:32:47.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630531,13.222733245729303,57.59803921568627,1610612755,32,23,2024-01-26T00:33:04Z,1430000,False,-38.0,72.0,1,left,J. Springer 8' driving floating Jump Shot (2 PTS) (P. Beverley 2 AST),"[1630531, 201976]",1610612755.0,PHI,driving floating,,,Springer,J. Springer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,2.0,8.12,,,,,,,P. Beverley,201976.0,2.0
146,PT00M35.00S,2024-01-26T00:33:11.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,92.06636005256242,55.392156862745104,1610612754,32,23,2024-01-26T00:46:03Z,1450000,False,27.0,22.0,1,right,MISS B. Mathurin driving Layup,[1631097],1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,3.49,,,,,,,,,
147,PT00M32.60S,2024-01-26T00:33:14.0Z,1,REGULAR,rebound,defensive,[],1630531,,,1610612755,32,23,2024-01-26T00:33:17Z,1460000,False,,,0,,J. Springer REBOUND (Off:0 Def:1),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,
148,PT00M29.30S,2024-01-26T00:33:19.7Z,1,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612755,32,23,2024-01-26T00:33:29Z,1470000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Springer 2 FT),"[1641767, 1630531]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,1627524.0,1.0,0.0,Springer,1630531.0,,,,,,,,,,,,
150,PT00M29.30S,2024-01-26T00:33:45.6Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630531,,,1610612755,32,24,2024-01-26T00:33:45Z,1490000,False,,,0,,J. Springer Free Throw 1 of 2 (3 PTS),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,,
151,PT00M29.30S,2024-01-26T00:33:46.1Z,1,REGULAR,substitution,out,[],1626167,,,1610612755,32,24,2024-01-26T00:33:50Z,1500000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M29.30S,2024-01-26T00:33:46.1Z,1,REGULAR,substitution,in,[],1630188,,,1610612755,32,24,2024-01-26T00:33:50Z,1510000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT00M29.30S,2024-01-26T00:34:04.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630531,,,1610612755,32,25,2024-01-26T00:34:04Z,1520000,False,,,0,,J. Springer Free Throw 2 of 2 (4 PTS),[1630531],1610612755.0,PHI,,,,Springer,J. Springer,,,,,,,,,,,,,,,Made,4.0,,,,,,,,,,
154,PT00M14.20S,2024-01-26T00:34:22.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,90.88370565045992,48.03921568627451,1610612754,34,25,2024-01-26T00:34:26Z,1530000,False,-10.0,33.0,1,right,O. Toppin alley-oop DUNK (4 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,4.0,3.46,,,,,,,T. McConnell,204456.0,1.0
156,PT00M00.70S,2024-01-26T00:34:38.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,6.258212877792378,45.588235294117645,1610612755,34,25,2024-01-26T00:34:57Z,1550000,False,22.0,6.0,1,left,MISS K. Martin DUNK - blocked,"[1630231, 1630188]",1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,2.3,Smith,1630188.0,,,,,,,
157,PT00M00.70S,2024-01-26T00:34:38.0Z,1,REGULAR,block,,[],1630188,,,1610612755,34,25,2024-01-26T00:34:40Z,1560000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M00.70S,2024-01-26T00:34:38.0Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612755,34,25,2024-01-26T00:34:59Z,1570000,False,,,0,,K. Martin REBOUND (Off:1 Def:0),[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,156.0,1.0,0.0,1.0,,,
159,PT00M00.00S,2024-01-26T00:35:00.7Z,1,REGULAR,period,end,[],0,,,1610612755,34,25,2024-01-26T00:35:00Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-01-26T00:37:03.7Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612755,34,25,2024-01-26T00:37:23Z,1590000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-01-26T00:37:03.7Z,2,REGULAR,substitution,out,['startperiod'],203954,,,1610612755,34,25,2024-01-26T00:37:23Z,1600000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-01-26T00:37:03.7Z,2,REGULAR,substitution,out,['startperiod'],201976,,,1610612755,34,25,2024-01-26T00:37:23Z,1610000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-01-26T00:37:03.7Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612755,34,25,2024-01-26T00:37:23Z,1620000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2024-01-26T00:37:03.7Z,2,REGULAR,substitution,in,['startperiod'],1627863,,,1610612755,34,25,2024-01-26T00:37:23Z,1630000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2024-01-26T00:37:03.7Z,2,REGULAR,substitution,in,['startperiod'],1630194,,,1610612755,34,25,2024-01-26T00:37:23Z,1640000,False,,,0,,SUB in: P. Reed,[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2024-01-26T00:37:45.8Z,2,REGULAR,period,start,[],0,,,1610612754,34,25,2024-01-26T00:37:45Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M47.00S,2024-01-26T00:37:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,90.09526938239159,44.6078431372549,1610612754,34,25,2024-01-26T00:38:06Z,1660000,False,-27.0,41.0,1,right,MISS B. Sheppard cutting finger roll Layup,[1641767],1610612754.0,IND,cutting finger roll,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,4.88,,,,,,,,,
169,PT11M46.00S,2024-01-26T00:37:59.0Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612755,34,25,2024-01-26T00:38:37Z,1670000,False,,,0,,P. Reed REBOUND (Off:0 Def:1),[1630194],1610612755.0,PHI,,,,Reed,P. Reed,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,168.0,1.0,1.0,0.0,,,
170,PT11M39.00S,2024-01-26T00:38:05.7Z,2,REGULAR,3pt,Jump Shot,[],201587,9.674770039421814,3.9215686274509802,1610612755,34,25,2024-01-26T00:38:14Z,1680000,False,230.0,38.0,1,left,MISS N. Batum 3PT,[201587],1610612755.0,PHI,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,,,,,,,,,Missed,,23.36,,,,,,,,,
171,PT11M36.00S,2024-01-26T00:38:08.7Z,2,REGULAR,rebound,defensive,[],1641767,,,1610612754,34,25,2024-01-26T00:38:14Z,1690000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:2),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,170.0,2.0,2.0,0.0,,,
