actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
509,PT10M13.00S,2023-12-31T01:53:52.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,109,95,2023-12-31T01:53:52Z,5020000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,508.0,,,,,,,,,,,,,,,,,,,,,,
510,PT10M13.00S,2023-12-31T01:53:54.8Z,4,REGULAR,substitution,out,[],1630167,,,1610612752,109,95,2023-12-31T01:53:57Z,5030000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M13.00S,2023-12-31T01:53:54.8Z,4,REGULAR,substitution,in,[],1630174,,,1610612752,109,95,2023-12-31T01:53:57Z,5040000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M13.00S,2023-12-31T01:54:14.8Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,109,96,2023-12-31T01:54:14Z,5050000,False,,,0,,J. Brunson Free Throw 2 of 2 (26 PTS),[1628973],1610612752.0,NYK,,Brunson,J. Brunson,,,,,Made,,,,,26.0,,,,,,,,,,,,,,,,,,
513,PT10M02.00S,2023-12-31T01:54:29.0Z,4,REGULAR,3pt,Jump Shot,[],1631097,32.276609724047304,62.254901960784316,1610612754,112,96,2023-12-31T01:54:35Z,5060000,False,-61.0,251.0,1,left,B. Mathurin 25' 3PT pullup (16 PTS) (T. McConnell 3 AST),"[1631097, 204456]",1610612754.0,IND,,Mathurin,B. Mathurin,pullup,Above the Break 3,24+ Center,25.83,Made,,,,,16.0,T. McConnell,204456.0,3.0,,,,,,,,,,,,,,,
515,PT09M50.00S,2023-12-31T01:54:42.7Z,4,REGULAR,violation,kicked ball,[],1630188,,,1610612752,112,96,2023-12-31T01:54:48Z,5080000,False,,,0,,J. Smith kicked ball VIOLATION,[1630188],1610612754.0,IND,1628172.0,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT09M37.00S,2023-12-31T01:55:16.1Z,4,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612752,112,96,2023-12-31T01:55:20Z,5100000,False,,,0,,J. Smith shooting personal FOUL (3 PF) (Fournier 2 FT),"[1630188, 203095]",1610612754.0,IND,1628172.0,Smith,J. Smith,shooting,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,3.0,0.0,Fournier,203095.0,,,,,,
519,PT09M37.00S,2023-12-31T01:55:41.5Z,4,REGULAR,freethrow,1 of 2,[],203095,,,1610612752,112,97,2023-12-31T01:55:41Z,5120000,False,,,0,,E. Fournier Free Throw 1 of 2 (7 PTS),[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,Made,,,,,7.0,,,,,,,,,,,,,,,,,,
520,PT09M37.00S,2023-12-31T01:55:53.2Z,4,REGULAR,freethrow,2 of 2,[],203095,,,1610612752,112,98,2023-12-31T01:55:53Z,5130000,False,,,0,,E. Fournier Free Throw 2 of 2 (8 PTS),[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,Made,,,,,8.0,,,,,,,,,,,,,,,,,,
522,PT09M19.00S,2023-12-31T01:56:30.5Z,4,REGULAR,turnover,lost ball,[],204456,,,1610612754,112,98,2023-12-31T01:56:34Z,5150000,False,,,0,,T. McConnell lost ball TURNOVER (2 TO),"[204456, 203095]",1610612754.0,IND,,McConnell,T. McConnell,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2.0,Fournier,203095.0,,,,,,,,,,,,
523,PT09M19.00S,2023-12-31T01:56:30.5Z,4,REGULAR,steal,,[],203095,,,1610612752,112,98,2023-12-31T01:56:32Z,5160000,False,,,0,,E. Fournier STEAL (3 STL),[203095],1610612752.0,NYK,,Fournier,E. Fournier,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT09M15.00S,2023-12-31T01:56:34.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203095,93.77463863337714,53.92156862745098,1610612752,112,100,2023-12-31T01:56:41Z,5170000,False,20.0,6.0,1,right,E. Fournier running finger roll Layup (10 PTS),[203095],1610612752.0,NYK,,Fournier,E. Fournier,running finger roll,Restricted Area,0-8 Center,2.05,Made,,,,,10.0,,,,,,,,,,,,,,,,,,
525,PT09M14.00S,2023-12-31T01:56:38.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,112,100,2023-12-31T01:56:38Z,5180000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT08M51.00S,2023-12-31T02:00:07.6Z,4,REGULAR,foul,personal,['2freethrow'],1628404,,,1610612754,112,100,2023-12-31T02:00:12Z,5190000,False,,,0,,J. Hart shooting personal FOUL (2 PF) (Nesmith 2 FT),"[1628404, 1630174]",1610612752.0,NYK,201639.0,Hart,J. Hart,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Nesmith,1630174.0,,,,,,
528,PT08M51.00S,2023-12-31T02:00:15.9Z,4,REGULAR,foul,technical,['1freethrow'],1628404,,,1610612754,112,100,2023-12-31T02:00:22Z,5210000,False,,,0,,J. Hart technical FOUL (1 Tech),[1628404],1610612752.0,NYK,201639.0,Hart,J. Hart,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,
529,PT08M51.00S,2023-12-31T02:00:29.6Z,4,REGULAR,freethrow,1 of 1,[],1627741,,,1610612754,113,100,2023-12-31T02:00:29Z,5220000,False,,,0,,B. Hield technical Free Throw 1 of 1 (6 PTS),[1627741],1610612754.0,IND,,Hield,B. Hield,technical,,,,Made,,,,,6.0,,,,,,,,,,,,,,,,,,
530,PT08M51.00S,2023-12-31T02:00:54.0Z,4,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,114,100,2023-12-31T02:00:54Z,5230000,False,,,0,,A. Nesmith Free Throw 1 of 2 (16 PTS),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,Made,,,,,16.0,,,,,,,,,,,,,,,,,,
531,PT08M51.00S,2023-12-31T02:01:12.5Z,4,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,115,100,2023-12-31T02:01:12Z,5240000,False,,,0,,A. Nesmith Free Throw 2 of 2 (17 PTS),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,Made,,,,,17.0,,,,,,,,,,,,,,,,,,
534,PT08M40.00S,2023-12-31T02:01:40.4Z,4,REGULAR,foul,personal,[],1630188,,,1610612752,115,100,2023-12-31T02:02:05Z,5270000,False,,,0,,J. Smith personal FOUL (4 PF),"[1630188, 1628973]",1610612754.0,IND,1628172.0,Smith,J. Smith,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,4.0,0.0,Brunson,1628973.0,,,,,,
536,PT08M31.00S,2023-12-31T02:01:58.9Z,4,REGULAR,3pt,Jump Shot,[],203095,65.52233902759527,33.088235294117645,1610612752,115,100,2023-12-31T02:02:26Z,5290000,False,-85.0,272.0,1,right,MISS E. Fournier 28' pullup 3PT,[203095],1610612752.0,NYK,,Fournier,E. Fournier,pullup,Above the Break 3,24+ Center,28.45,Missed,,,,,,,,,,,,,,,,,,,,,,,
537,PT08M29.00S,2023-12-31T02:02:06.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,115,100,2023-12-31T02:02:06Z,5300000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,Above the Break 3,24+ Center,,,536.0,,,,,,,,,,,,,,,,,,,,,,
538,PT08M29.00S,2023-12-31T02:02:06.6Z,4,REGULAR,foul,personal,[],201959,,,1610612754,115,100,2023-12-31T02:02:28Z,5310000,False,,,0,,T. Gibson loose ball personal FOUL (4 PF),"[201959, 1631097]",1610612752.0,NYK,201639.0,Gibson,T. Gibson,loose ball,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,4.0,0.0,Mathurin,1631097.0,,,,,,
540,PT08M29.00S,2023-12-31T02:02:15.8Z,4,REGULAR,substitution,out,[],203095,,,1610612754,115,100,2023-12-31T02:02:23Z,5330000,False,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M29.00S,2023-12-31T02:02:15.8Z,4,REGULAR,substitution,out,[],201959,,,1610612754,115,100,2023-12-31T02:02:23Z,5340000,False,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M29.00S,2023-12-31T02:02:15.8Z,4,REGULAR,substitution,in,[],1628392,,,1610612754,115,100,2023-12-31T02:02:23Z,5350000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M29.00S,2023-12-31T02:02:15.8Z,4,REGULAR,substitution,in,[],203944,,,1610612754,115,100,2023-12-31T02:02:23Z,5360000,False,,,0,,SUB in: J. Randle,[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT08M19.00S,2023-12-31T02:02:50.5Z,4,REGULAR,foul,offensive,[],1630174,,,1610612754,115,100,2023-12-31T02:02:58Z,5380000,False,,,0,,A. Nesmith offensive FOUL (1 PF),"[1630174, 1630540]",1610612754.0,IND,201639.0,Nesmith,A. Nesmith,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,1.0,0.0,McBride,1630540.0,,,,,,
547,PT08M19.00S,2023-12-31T02:02:50.5Z,4,REGULAR,turnover,offensive foul,[],1630174,,,1610612754,115,100,2023-12-31T02:02:50Z,5400000,False,,,0,,A. Nesmith offensive foul TURNOVER (2 TO),[1630174],1610612754.0,IND,201639.0,Nesmith,A. Nesmith,,Above the Break 3,24+ Center,,,,,,,,,,,2.0,,,,,,,,,,,,,,
548,PT07M56.00S,2023-12-31T02:03:25.6Z,4,REGULAR,turnover,lost ball,[],203944,,,1610612752,115,100,2023-12-31T02:03:29Z,5410000,False,,,0,,J. Randle lost ball TURNOVER (4 TO),"[203944, 1627741]",1610612752.0,NYK,,Randle,J. Randle,,Mid-Range,8-16 Left,,,,,,,,,,,4.0,Hield,1627741.0,,,,,,,,,,,,
549,PT07M56.00S,2023-12-31T02:03:25.6Z,4,REGULAR,steal,,[],1627741,,,1610612754,115,100,2023-12-31T02:03:26Z,5420000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,Hield,B. Hield,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M50.00S,2023-12-31T02:03:31.8Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1627741,21.107095926412615,90.93137254901961,1610612754,115,100,2023-12-31T02:04:06Z,5430000,False,-205.0,146.0,1,left,MISS B. Hield 25' running 3PT,[1627741],1610612754.0,IND,,Hield,B. Hield,running,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M48.00S,2023-12-31T02:03:33.8Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,115,100,2023-12-31T02:03:53Z,5440000,False,,,0,,J. Hart REBOUND (Off:3 Def:7),[1628404],1610612752.0,NYK,,Hart,J. Hart,,Above the Break 3,24+ Left Center,,,550.0,10.0,7.0,3.0,,,,,,,,,,,,,,,,,,,
552,PT07M41.00S,2023-12-31T02:03:41.4Z,4,REGULAR,3pt,Jump Shot,[],1630540,94.43166885676742,96.32352941176471,1610612752,115,103,2023-12-31T02:03:46Z,5450000,False,232.0,0.0,1,right,M. McBride 3PT pullup (5 PTS) (J. Hart 1 AST),"[1630540, 1628404]",1610612752.0,NYK,,McBride,M. McBride,pullup,Right Corner 3,24+ Right,23.16,Made,,,,,5.0,J. Hart,1628404.0,1.0,,,,,,,,,,,,,,,
554,PT07M13.00S,2023-12-31T02:04:08.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,4.5499342969776615,45.588235294117645,1610612754,117,103,2023-12-31T02:04:24Z,5470000,False,22.0,-10.0,1,left,B. Mathurin driving finger roll Layup (18 PTS) (J. Smith 2 AST),"[1631097, 1630188]",1610612754.0,IND,,Mathurin,B. Mathurin,driving finger roll,Restricted Area,0-8 Center,2.41,Made,,,,,18.0,J. Smith,1630188.0,2.0,,,,,,,,,,,,,,,
555,PT06M58.00S,2023-12-31T02:04:24.3Z,4,REGULAR,2pt,Jump Shot,[],1628973,91.40932982917214,72.05882352941177,1610612752,117,103,2023-12-31T02:04:32Z,5480000,False,110.0,28.0,1,right,MISS J. Brunson 11' pullup bank Shot,[1628973],1610612752.0,NYK,,Brunson,J. Brunson,pullup bank,Mid-Range,8-16 Right,11.39,Missed,,,,,,,,,,,,,,,,,,,,,,,
556,PT06M55.00S,2023-12-31T02:04:27.3Z,4,REGULAR,rebound,offensive,[],203944,,,1610612752,117,103,2023-12-31T02:04:32Z,5490000,False,,,0,,J. Randle REBOUND (Off:4 Def:5),[203944],1610612752.0,NYK,,Randle,J. Randle,,Mid-Range,8-16 Right,,,555.0,9.0,5.0,4.0,,,,,,,,,,,,,,,,,,,
557,PT06M52.00S,2023-12-31T02:04:33.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612752,117,103,2023-12-31T02:04:42Z,5500000,False,,,0,,J. Smith personal FOUL (5 PF) (Randle 2 FT),"[1630188, 203944]",1610612754.0,IND,1628172.0,Smith,J. Smith,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,5.0,0.0,Randle,203944.0,,,,,,
559,PT06M52.00S,2023-12-31T02:04:48.0Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1630188,,,1610612752,117,103,2023-12-31T02:05:02Z,5520000,False,,,0,,J. Smith technical FOUL (1 Tech),[1630188],1610612754.0,IND,203592.0,Smith,J. Smith,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,
560,PT06M52.00S,2023-12-31T02:05:16.1Z,4,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,117,103,2023-12-31T02:05:16Z,5530000,False,,,0,,MISS J. Randle technical Free Throw 1 of 1,[203944],1610612752.0,NYK,,Randle,J. Randle,technical,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M52.00S,2023-12-31T02:05:16.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,117,103,2023-12-31T02:05:16Z,5540000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,560.0,,,,,,,,,,,,,,,,,,,,,,
562,PT06M52.00S,2023-12-31T02:05:19.8Z,4,REGULAR,substitution,out,[],1627741,,,1610612752,117,103,2023-12-31T02:05:31Z,5550000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M52.00S,2023-12-31T02:05:19.8Z,4,REGULAR,substitution,out,[],204456,,,1610612752,117,103,2023-12-31T02:05:31Z,5560000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M52.00S,2023-12-31T02:05:19.8Z,4,REGULAR,substitution,out,[],1630188,,,1610612752,117,103,2023-12-31T02:05:31Z,5570000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M52.00S,2023-12-31T02:05:19.8Z,4,REGULAR,substitution,in,[],1629614,,,1610612752,117,103,2023-12-31T02:05:31Z,5580000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M52.00S,2023-12-31T02:05:19.8Z,4,REGULAR,substitution,in,[],1626167,,,1610612752,117,103,2023-12-31T02:05:31Z,5590000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT06M52.00S,2023-12-31T02:05:19.8Z,4,REGULAR,substitution,in,[],1630169,,,1610612752,117,103,2023-12-31T02:05:31Z,5600000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M52.00S,2023-12-31T02:05:55.3Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203944,,,1610612752,117,103,2023-12-31T02:05:55Z,5610000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M52.00S,2023-12-31T02:05:55.3Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,117,103,2023-12-31T02:05:55Z,5620000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,568.0,,,,,,,,,,,,,,,,,,,,,,
570,PT06M52.00S,2023-12-31T02:05:56.6Z,4,REGULAR,substitution,out,[],1630540,,,1610612752,117,103,2023-12-31T02:06:02Z,5630000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M52.00S,2023-12-31T02:05:56.6Z,4,REGULAR,substitution,in,[],1628978,,,1610612752,117,103,2023-12-31T02:06:02Z,5640000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT06M52.00S,2023-12-31T02:06:16.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203944,,,1610612752,117,104,2023-12-31T02:06:16Z,5650000,False,,,0,,J. Randle Free Throw 2 of 2 (25 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,25.0,,,,,,,,,,,,,,,,,,
573,PT06M40.00S,2023-12-31T02:06:37.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,9.937582128777924,53.92156862745098,1610612754,119,104,2023-12-31T02:06:48Z,5660000,False,-20.0,41.0,1,left,A. Nesmith fadeaway Jump Shot (19 PTS),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,fadeaway,In The Paint (Non-RA),0-8 Center,4.54,Made,,,,,19.0,,,,,,,,,,,,,,,,,,
574,PT06M26.00S,2023-12-31T02:06:50.9Z,4,REGULAR,3pt,Jump Shot,[],1628978,71.69842312746385,80.3921568627451,1610612752,119,107,2023-12-31T02:06:56Z,5670000,False,152.0,214.0,1,right,D. DiVincenzo 26' 3PT  (29 PTS) (J. Brunson 5 AST),"[1628978, 1628973]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,,Above the Break 3,24+ Right Center,26.21,Made,,,,,29.0,J. Brunson,1628973.0,5.0,,,,,,,,,,,,,,,
576,PT06M08.00S,2023-12-31T02:07:09.8Z,4,REGULAR,3pt,Jump Shot,[],1630169,5.863994743758213,3.6764705882352944,1610612754,119,107,2023-12-31T02:07:14Z,5690000,False,232.0,3.0,1,left,MISS T. Haliburton pullup 3PT,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,pullup,Right Corner 3,24+ Right,23.16,Missed,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M05.00S,2023-12-31T02:07:12.8Z,4,REGULAR,rebound,defensive,[],203944,,,1610612752,119,107,2023-12-31T02:07:14Z,5700000,False,,,0,,J. Randle REBOUND (Off:4 Def:6),[203944],1610612752.0,NYK,,Randle,J. Randle,,Right Corner 3,24+ Right,,,576.0,10.0,6.0,4.0,,,,,,,,,,,,,,,,,,,
578,PT05M58.00S,2023-12-31T02:07:20.9Z,4,REGULAR,turnover,traveling,[],1628973,,,1610612752,119,107,2023-12-31T02:07:27Z,5710000,False,,,0,,J. Brunson traveling TURNOVER (4 TO),[1628973],1610612752.0,NYK,203592.0,Brunson,J. Brunson,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,4.0,,,,,,,,,,,,,,
579,PT05M50.00S,2023-12-31T02:07:44.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,8.229303547963205,56.372549019607845,1610612754,121,107,2023-12-31T02:07:52Z,5720000,False,-32.0,25.0,1,left,T. Haliburton driving floating bank Jump Shot (19 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,driving floating bank,Restricted Area,0-8 Center,4.05,Made,,,,,19.0,,,,,,,,,,,,,,,,,,
580,PT05M50.00S,2023-12-31T02:07:46.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628973,,,1610612754,121,107,2023-12-31T02:07:50Z,5730000,False,,,0,,J. Brunson shooting personal FOUL (2 PF) (Haliburton 1 FT),"[1628973, 1630169]",1610612752.0,NYK,1628172.0,Brunson,J. Brunson,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2.0,0.0,Haliburton,1630169.0,,,,,,
582,PT05M50.00S,2023-12-31T02:08:03.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,121,107,2023-12-31T02:11:57Z,5750000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT05M50.00S,2023-12-31T02:11:12.1Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630169,,,1610612754,122,107,2023-12-31T02:11:12Z,5760000,False,,,0,,T. Haliburton Free Throw 1 of 1 (20 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,Made,,,,,20.0,,,,,,,,,,,,,,,,,,
585,PT05M42.00S,2023-12-31T02:11:24.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612752,122,107,2023-12-31T02:11:29Z,5770000,False,,,0,,A. Nesmith personal FOUL (2 PF) (Randle 2 FT),"[1630174, 203944]",1610612754.0,IND,203592.0,Nesmith,A. Nesmith,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,2.0,0.0,Randle,203944.0,,,,,,
587,PT05M42.00S,2023-12-31T02:11:57.7Z,4,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,122,107,2023-12-31T02:11:57Z,5790000,False,,,0,,MISS J. Randle Free Throw 1 of 2,[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M42.00S,2023-12-31T02:11:57.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,122,107,2023-12-31T02:11:57Z,5800000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,587.0,,,,,,,,,,,,,,,,,,,,,,
589,PT05M42.00S,2023-12-31T02:12:18.3Z,4,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,122,108,2023-12-31T02:12:18Z,5810000,False,,,0,,J. Randle Free Throw 2 of 2 (26 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,,,,,Made,,,,,26.0,,,,,,,,,,,,,,,,,,
590,PT05M27.00S,2023-12-31T02:12:40.1Z,4,REGULAR,3pt,Jump Shot,[],1626167,33.459264126149804,44.36274509803921,1610612754,125,108,2023-12-31T02:12:44Z,5820000,False,28.0,262.0,1,left,M. Turner 26' 3PT  (25 PTS) (T. Haliburton 20 AST),"[1626167, 1630169]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Center,26.35,Made,,,,,25.0,T. Haliburton,1630169.0,20.0,,,,,,,,,,,,,,,
592,PT05M12.00S,2023-12-31T02:12:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,92.59198423127464,51.470588235294116,1610612752,125,110,2023-12-31T02:13:00Z,5840000,False,7.0,17.0,1,right,D. DiVincenzo driving finger roll Layup (31 PTS) (J. Brunson 6 AST),"[1628978, 1628973]",1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,driving finger roll,Restricted Area,0-8 Center,1.86,Made,,,,,31.0,J. Brunson,1628973.0,6.0,,,,,,,,,,,,,,,
594,PT04M56.00S,2023-12-31T02:13:10.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,18.2161629434954,49.26470588235294,1610612754,125,110,2023-12-31T02:13:15Z,5860000,False,4.0,119.0,1,left,MISS M. Turner 11' Jump Shot,[1626167],1610612754.0,IND,,Turner,M. Turner,,In The Paint (Non-RA),8-16 Center,11.88,Missed,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M53.00S,2023-12-31T02:13:13.7Z,4,REGULAR,rebound,defensive,[],1628392,,,1610612752,125,110,2023-12-31T02:13:15Z,5870000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:5),[1628392],1610612752.0,NYK,,Hartenstein,I. Hartenstein,,In The Paint (Non-RA),8-16 Center,,,594.0,7.0,5.0,2.0,,,,,,,,,,,,,,,,,,,
596,PT04M48.00S,2023-12-31T02:13:18.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,67.62483574244416,26.96078431372549,1610612752,125,113,2023-12-31T02:13:33Z,5880000,False,-115.0,252.0,1,right,D. DiVincenzo 27' 3PT running pullup (34 PTS),[1628978],1610612752.0,NYK,,DiVincenzo,D. DiVincenzo,running pullup,Above the Break 3,24+ Left Center,27.69,Made,,,,,34.0,,,,,,,,,,,,,,,,,,
597,PT04M30.00S,2023-12-31T02:13:36.8Z,4,REGULAR,3pt,Jump Shot,[],1626167,31.35676741130092,39.950980392156865,1610612754,128,113,2023-12-31T02:13:43Z,5890000,False,50.0,242.0,1,left,M. Turner 24' 3PT  (28 PTS) (T. Haliburton 21 AST),"[1626167, 1630169]",1610612754.0,IND,,Turner,M. Turner,,Above the Break 3,24+ Center,24.74,Made,,,,,28.0,T. Haliburton,1630169.0,21.0,,,,,,,,,,,,,,,
599,PT04M17.00S,2023-12-31T02:13:49.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203944,91.67214191852825,46.568627450980394,1610612752,128,115,2023-12-31T02:14:44Z,5910000,False,-17.0,26.0,1,right,J. Randle driving Layup (28 PTS),[203944],1610612752.0,NYK,,Randle,J. Randle,driving,Restricted Area,0-8 Center,3.1,Made,,,,,28.0,,,,,,,,,,,,,,,,,,
600,PT03M51.00S,2023-12-31T02:14:16.8Z,4,REGULAR,3pt,Jump Shot,[],1631097,34.11629434954008,47.30392156862745,1610612754,128,115,2023-12-31T02:14:21Z,5920000,False,13.0,268.0,1,left,MISS B. Mathurin 26' pullup 3PT,[1631097],1610612754.0,IND,,Mathurin,B. Mathurin,pullup,Above the Break 3,24+ Center,26.85,Missed,,,,,,,,,,,,,,,,,,,,,,,
