actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
510,PT00M00.00S,2024-02-29T02:26:08.6Z,3,REGULAR,period,end,[],0,,,1610612754,96,86,2024-02-29T02:26:08Z,5010000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT12M00.00S,2024-02-29T02:29:09.5Z,4,REGULAR,substitution,out,['startperiod'],1630529,,,1610612754,96,86,2024-02-29T02:29:33Z,5020000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT12M00.00S,2024-02-29T02:29:09.5Z,4,REGULAR,substitution,in,['startperiod'],1630530,,,1610612754,96,86,2024-02-29T02:29:33Z,5030000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT12M00.00S,2024-02-29T02:29:09.5Z,4,REGULAR,substitution,out,['startperiod'],1626167,,,1610612754,96,86,2024-02-29T02:35:00Z,5035000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT12M00.00S,2024-02-29T02:29:09.5Z,4,REGULAR,substitution,in,['startperiod'],1630188,,,1610612754,96,86,2024-02-29T02:35:00Z,5037500,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
513,PT12M00.00S,2024-02-29T02:30:00.9Z,4,REGULAR,period,start,[],0,,,1610612740,96,86,2024-02-29T02:30:00Z,5040000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT11M40.00S,2024-02-29T02:30:33.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,7.178055190538765,46.568627450980394,1610612740,96,88,2024-02-29T02:30:40Z,5060000,False,17.0,15.0,1,left,L. Nance Jr. reverse Layup (6 PTS) (B. Ingram 4 AST),"[1626204, 1627742]",1610612740.0,NOP,reverse,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,2.28,Made,,,,,,,6.0,,,,,,,B. Ingram,1627742.0,4.0,,
517,PT11M20.00S,2024-02-29T02:30:52.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,89.70105124835742,51.71568627450981,1610612754,96,88,2024-02-29T02:30:57Z,5080000,False,9.0,44.0,1,right,MISS B. Mathurin Layup,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,4.51,Missed,,,,,,,,,,,,,,,,,,
518,PT11M17.00S,2024-02-29T02:30:55.7Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612740,96,88,2024-02-29T02:30:57Z,5090000,False,,,0,,L. Nance Jr. REBOUND (Off:1 Def:5),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,517.0,6.0,5.0,1.0,,,,,,,,,,,,
519,PT11M11.00S,2024-02-29T02:31:03.9Z,4,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612740,96,88,2024-02-29T02:31:14Z,5100000,False,,,0,,B. Sheppard shooting personal FOUL (4 PF) (Ingram 2 FT),"[1641767, 1627742]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628480.0,,4.0,0.0,Ingram,1627742.0,,,,,
521,PT11M11.00S,2024-02-29T02:31:35.0Z,4,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,96,89,2024-02-29T02:31:35Z,5120000,False,,,0,,B. Ingram Free Throw 1 of 2 (22 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,22.0,,,,,,,,,,,
522,PT11M11.00S,2024-02-29T02:31:53.6Z,4,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,96,90,2024-02-29T02:31:53Z,5130000,False,,,0,,B. Ingram Free Throw 2 of 2 (23 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
523,PT11M00.00S,2024-02-29T02:32:08.6Z,4,REGULAR,foul,personal,['2freethrow'],203468,,,1610612754,96,90,2024-02-29T02:32:17Z,5140000,False,,,0,,C. McCollum shooting personal FOUL (2 PF) (Toppin 2 FT),"[203468, 1630167]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628480.0,,2.0,0.0,Toppin,1630167.0,,,,,
525,PT11M00.00S,2024-02-29T02:32:40.2Z,4,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,97,90,2024-02-29T02:32:40Z,5160000,False,,,0,,O. Toppin Free Throw 1 of 2 (13 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,
526,PT11M00.00S,2024-02-29T02:32:59.6Z,4,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,98,90,2024-02-29T02:32:59Z,5170000,False,,,0,,O. Toppin Free Throw 2 of 2 (14 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,
527,PT10M44.00S,2024-02-29T02:33:18.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,7.835085413929041,50.73529411764706,1610612740,98,92,2024-02-29T02:33:22Z,5180000,False,-4.0,21.0,1,left,B. Ingram driving finger roll Layup (25 PTS),[1627742],1610612740.0,NOP,driving finger roll,,,Ingram,B. Ingram,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,25.0,,,,,,,,,,,
528,PT10M33.00S,2024-02-29T02:33:29.7Z,4,REGULAR,3pt,Jump Shot,[],1630188,66.70499342969777,42.15686274509804,1610612754,98,92,2024-02-29T02:33:46Z,5190000,False,-39.0,260.0,1,right,MISS J. Smith 26' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
529,PT10M29.00S,2024-02-29T02:33:33.7Z,4,REGULAR,rebound,defensive,[],1627742,,,1610612740,98,92,2024-02-29T02:33:34Z,5200000,False,,,0,,B. Ingram REBOUND (Off:1 Def:5),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Center,,,,,528.0,6.0,5.0,1.0,,,,,,,,,,,,
530,PT10M24.00S,2024-02-29T02:33:38.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,8.886333771353483,38.970588235294116,1610612740,98,92,2024-02-29T02:33:49Z,5210000,False,55.0,31.0,1,left,MISS B. Ingram 6' fadeaway bank Shot,[1627742],1610612740.0,NOP,fadeaway bank,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,,
531,PT10M20.00S,2024-02-29T02:33:42.8Z,4,REGULAR,rebound,defensive,[],1630188,,,1610612754,98,92,2024-02-29T02:33:49Z,5220000,False,,,0,,J. Smith REBOUND (Off:2 Def:5),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,530.0,7.0,5.0,2.0,,,,,,,,,,,,
534,PT10M09.00S,2024-02-29T02:33:56.6Z,4,REGULAR,3pt,Jump Shot,[],1631097,75.77201051248358,86.76470588235294,1610612754,98,92,2024-02-29T02:38:51Z,5250000,False,184.0,175.0,1,right,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
535,PT10M07.00S,2024-02-29T02:33:58.6Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,98,92,2024-02-29T02:38:51Z,5260000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,534.0,3.0,1.0,2.0,,,,,,,,,,,,
536,PT10M04.00S,2024-02-29T02:33:59.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,92.32917214191852,48.28431372549019,1610612754,100,92,2024-02-29T02:34:03Z,5270000,False,-9.0,20.0,1,right,J. Smith Layup (9 PTS) (B. Mathurin 2 AST),"[1630188, 1631097]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,9.0,,,,,,,B. Mathurin,1631097.0,2.0,,
538,PT09M42.00S,2024-02-29T02:34:21.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,14.4053876478318,43.627450980392155,1610612740,100,92,2024-02-29T02:34:27Z,5290000,False,32.0,83.0,1,left,MISS B. Ingram 8' turnaround fadeaway Shot,[1627742],1610612740.0,NOP,turnaround fadeaway,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,8.88,Missed,,,,,,,,,,,,,,,,,,
539,PT09M37.00S,2024-02-29T02:34:26.7Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,100,92,2024-02-29T02:34:27Z,5300000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,538.0,4.0,2.0,2.0,,,,,,,,,,,,
540,PT09M28.00S,2024-02-29T02:34:35.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,90.88370565045992,50.245098039215684,1610612754,102,92,2024-02-29T02:34:39Z,5310000,False,1.0,33.0,1,right,T. McConnell driving reverse Layup (6 PTS),[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.32,Made,,,,,,,6.0,,,,,,,,,,,
544,PT08M58.00S,2024-02-29T02:35:04.2Z,4,REGULAR,3pt,Jump Shot,[],203468,29.517082785808146,31.372549019607842,1610612740,102,92,2024-02-29T02:35:39Z,5330000,False,93.0,225.0,1,left,MISS C. McCollum 24' step back 3PT - blocked,"[203468, 1630167]",1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,24.35,Missed,Toppin,1630167.0,,,,,,,,,,,,,,,,
545,PT08M58.00S,2024-02-29T02:35:04.2Z,4,REGULAR,block,,[],1630167,,,1610612740,102,92,2024-02-29T02:35:06Z,5340000,False,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
546,PT08M57.00S,2024-02-29T02:35:05.2Z,4,REGULAR,rebound,defensive,[],1630167,,,1610612754,102,92,2024-02-29T02:35:15Z,5350000,False,,,0,,O. Toppin REBOUND (Off:2 Def:4),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,544.0,6.0,4.0,2.0,,,,,,,,,,,,
547,PT08M55.00S,2024-02-29T02:35:07.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,92.72339027595268,50.0,1610612754,104,92,2024-02-29T02:38:16Z,5360000,False,0.0,16.0,1,right,O. Toppin driving DUNK (16 PTS),[1630167],1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,16.0,,,,,,,,,,,
548,PT08M55.00S,2024-02-29T02:35:16.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,104,92,2024-02-29T02:35:16Z,5370000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,out,[],1630188,,,1610612740,104,92,2024-02-29T02:38:41Z,5380000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,out,[],1627742,,,1610612740,104,92,2024-02-29T02:38:41Z,5390000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,out,[],1626204,,,1610612740,104,92,2024-02-29T02:38:41Z,5400000,False,,,0,,SUB out: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,out,[],1630530,,,1610612740,104,92,2024-02-29T02:38:41Z,5410000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,in,[],1626167,,,1610612740,104,92,2024-02-29T02:38:41Z,5420000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,in,[],1629627,,,1610612740,104,92,2024-02-29T02:38:41Z,5430000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,in,[],1630529,,,1610612740,104,92,2024-02-29T02:38:41Z,5440000,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT08M55.00S,2024-02-29T02:38:20.4Z,4,REGULAR,substitution,in,[],1641722,,,1610612740,104,92,2024-02-29T02:38:41Z,5450000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT08M55.00S,2024-02-29T02:38:55.5Z,4,REGULAR,foul,personal,[],1631097,,,1610612740,104,92,2024-02-29T02:39:07Z,5460000,False,,,0,,B. Mathurin personal FOUL (3 PF),"[1631097, 1630230]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right,,,,,,,,,,1628480.0,,3.0,0.0,Marshall,1630230.0,,,,,
559,PT08M37.00S,2024-02-29T02:39:22.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.229303547963205,47.05882352941176,1610612740,104,92,2024-02-29T02:39:28Z,5480000,False,15.0,25.0,1,left,MISS H. Jones driving Layup - blocked,"[1630529, 1630167]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,2.89,Missed,Toppin,1630167.0,,,,,,,,,,,,,,,,
560,PT08M37.00S,2024-02-29T02:39:22.8Z,4,REGULAR,block,,[],1630167,,,1610612740,104,92,2024-02-29T02:39:24Z,5490000,False,,,0,,O. Toppin BLOCK (2 BLK),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
561,PT08M34.00S,2024-02-29T02:39:25.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612754,104,92,2024-02-29T02:39:28Z,5500000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,559.0,,,,,,,,,,,,,,,
562,PT08M34.00S,2024-02-29T02:39:28.5Z,4,REGULAR,foul,personal,[],1629627,,,1610612754,104,92,2024-02-29T02:39:35Z,5510000,False,,,0,,Z. Williamson loose ball personal FOUL (2 PF),"[1629627, 1631097]",1610612740.0,NOP,loose ball,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,1628480.0,,2.0,0.0,Mathurin,1631097.0,,,,,
564,PT08M24.00S,2024-02-29T02:39:51.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,94.30026281208936,47.30392156862745,1610612754,104,92,2024-02-29T02:39:56Z,5530000,False,-13.0,1.0,1,right,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,1.35,Missed,,,,,,,,,,,,,,,,,,
565,PT08M23.00S,2024-02-29T02:39:53.4Z,4,REGULAR,rebound,offensive,[],204456,,,1610612754,104,92,2024-02-29T02:39:53Z,5540000,False,,,0,,T. McConnell REBOUND (Off:3 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,564.0,4.0,1.0,3.0,,,,,,,,,,,,
566,PT08M22.00S,2024-02-29T02:39:54.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204456,92.46057818659659,47.549019607843135,1610612754,104,92,2024-02-29T02:39:58Z,5550000,False,-12.0,18.0,1,right,MISS T. McConnell putback Layup,[204456],1610612754.0,IND,putback,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.21,Missed,,,,,,,,,,,,,,,,,,
567,PT08M22.00S,2024-02-29T02:39:54.0Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,104,92,2024-02-29T02:39:58Z,5560000,False,,,0,,N. Marshall REBOUND (Off:0 Def:7),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,,,,,566.0,7.0,7.0,0.0,,,,,,,,,,,,
568,PT08M16.00S,2024-02-29T02:39:59.5Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,25.969119579500656,87.99019607843137,1610612740,104,95,2024-02-29T02:40:05Z,5570000,False,-190.0,192.0,1,left,C. McCollum 26' 3PT running (17 PTS) (N. Marshall 4 AST),"[203468, 1630230]",1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,26.98,Made,,,,,,,17.0,,,,,,,N. Marshall,1630230.0,4.0,,
570,PT08M00.00S,2024-02-29T02:40:15.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.32917214191852,45.09803921568628,1610612754,106,95,2024-02-29T02:40:18Z,5590000,False,-25.0,20.0,1,right,T. McConnell driving finger roll Layup (8 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,,,8.0,,,,,,,,,,,
571,PT07M45.00S,2024-02-29T02:40:29.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,10.85742444152431,55.14705882352941,1610612740,106,97,2024-02-29T02:40:33Z,5600000,False,-26.0,50.0,1,left,Z. Williamson driving Layup (20 PTS),[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,,,,,,,20.0,,,,,,,,,,,
572,PT07M24.00S,2024-02-29T02:40:50.7Z,4,REGULAR,3pt,Jump Shot,[],1631097,67.09921156373193,56.61764705882353,1610612754,106,97,2024-02-29T02:41:03Z,5610000,False,33.0,257.0,1,right,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
573,PT07M23.00S,2024-02-29T02:40:51.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,106,97,2024-02-29T02:41:03Z,5620000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,,,572.0,,,,,,,,,,,,,,,
574,PT07M23.00S,2024-02-29T02:40:55.5Z,4,REGULAR,foul,personal,[],203468,,,1610612754,106,97,2024-02-29T02:41:00Z,5630000,False,,,0,,C. McCollum loose ball personal FOUL (3 PF),"[203468, 1641767]",1610612740.0,NOP,loose ball,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,101284.0,,3.0,0.0,Sheppard,1641767.0,,,,,
576,PT07M23.00S,2024-02-29T02:41:02.1Z,4,REGULAR,substitution,out,[],1631097,,,1610612754,106,97,2024-02-29T02:41:27Z,5650000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT07M23.00S,2024-02-29T02:41:02.1Z,4,REGULAR,substitution,out,[],204456,,,1610612754,106,97,2024-02-29T02:41:27Z,5660000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT07M23.00S,2024-02-29T02:41:02.1Z,4,REGULAR,substitution,out,[],1641767,,,1610612754,106,97,2024-02-29T02:41:27Z,5670000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PT07M23.00S,2024-02-29T02:41:02.1Z,4,REGULAR,substitution,in,[],1630169,,,1610612754,106,97,2024-02-29T02:41:27Z,5680000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PT07M23.00S,2024-02-29T02:41:02.1Z,4,REGULAR,substitution,in,[],1627783,,,1610612754,106,97,2024-02-29T02:41:27Z,5690000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT07M23.00S,2024-02-29T02:41:02.1Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,106,97,2024-02-29T02:41:27Z,5700000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT07M12.00S,2024-02-29T02:41:37.7Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,83.13074901445466,71.56862745098039,1610612754,106,97,2024-02-29T02:41:43Z,5710000,False,108.0,106.0,1,right,MISS P. Siakam 15' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,15.13,Missed,,,,,,,,,,,,,,,,,,
583,PT07M08.00S,2024-02-29T02:41:41.7Z,4,REGULAR,rebound,defensive,[],1629627,,,1610612740,106,97,2024-02-29T02:41:43Z,5720000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:2),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Right,,,,,582.0,3.0,2.0,1.0,,,,,,,,,,,,
584,PT06M59.00S,2024-02-29T02:41:50.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,16.63929040735874,50.49019607843137,1610612740,106,99,2024-02-29T02:41:56Z,5730000,False,-2.0,104.0,1,left,C. McCollum 10' driving floating Jump Shot (19 PTS) (J. Hawkins 1 AST),"[203468, 1641722]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Center,10.39,Made,,,,,,,19.0,,,,,,,J. Hawkins,1641722.0,1.0,,
586,PT06M48.00S,2024-02-29T02:42:00.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,91.67214191852825,51.225490196078425,1610612754,108,99,2024-02-29T02:42:04Z,5750000,False,6.0,26.0,1,right,T. Haliburton driving finger roll Layup (12 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.65,Made,,,,,,,12.0,,,,,,,,,,,
587,PT06M30.00S,2024-02-29T02:42:18.4Z,4,REGULAR,3pt,Jump Shot,[],1629627,13.091327201051248,97.30392156862744,1610612740,108,102,2024-02-29T02:42:22Z,5760000,False,-237.0,71.0,1,left,Z. Williamson 24' 3PT  (23 PTS) (J. Hawkins 2 AST),"[1629627, 1641722]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Left Corner 3,24+ Left,24.68,Made,,,,,,,23.0,,,,,,,J. Hawkins,1641722.0,2.0,,
589,PT06M09.00S,2024-02-29T02:42:40.2Z,4,REGULAR,3pt,Jump Shot,[],1626167,94.95729303547962,96.81372549019608,1610612754,108,102,2024-02-29T02:42:44Z,5780000,False,234.0,-5.0,1,right,MISS M. Turner 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,23.42,Missed,,,,,,,,,,,,,,,,,,
590,PT06M05.00S,2024-02-29T02:42:44.2Z,4,REGULAR,rebound,defensive,[],203468,,,1610612740,108,102,2024-02-29T02:42:44Z,5790000,False,,,0,,C. McCollum REBOUND (Off:2 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,,,,,589.0,6.0,4.0,2.0,,,,,,,,,,,,
591,PT05M53.00S,2024-02-29T02:42:55.5Z,4,REGULAR,2pt,Hook,[],1629627,9.411957950065702,68.13725490196079,1610612740,108,102,2024-02-29T02:51:08Z,5800000,False,-91.0,36.0,1,left,MISS Z. Williamson 9' turnaround Hook,[1629627],1610612740.0,NOP,turnaround,,,Williamson,Z. Williamson,,,,,Mid-Range,8-16 Left,9.76,Missed,,,,,,,,,,,,,,,,,,
592,PT05M52.00S,2024-02-29T02:42:56.5Z,4,REGULAR,rebound,defensive,[],1626167,,,1610612754,108,102,2024-02-29T02:42:59Z,5810000,False,,,0,,M. Turner REBOUND (Off:2 Def:7),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,591.0,9.0,7.0,2.0,,,,,,,,,,,,
593,PT05M42.00S,2024-02-29T02:43:07.0Z,4,REGULAR,2pt,Jump Shot,[],1630169,80.6340341655716,70.58823529411765,1610612754,110,102,2024-02-29T02:43:10Z,5820000,False,103.0,130.0,1,right,T. Haliburton 16' pullup Jump Shot (14 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,16.54,Made,,,,,,,14.0,,,,,,,,,,,
594,PT05M41.00S,2024-02-29T02:43:11.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,110,102,2024-02-29T02:43:11Z,5830000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
