actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT04M52.00S,2023-11-23T01:25:46.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,49,49,2023-11-23T01:25:49Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,261.0,,,,,,,,,,,,,,,,,
264,PT04M52.00S,2023-11-23T01:25:49.2Z,2,REGULAR,substitution,out,[],1630567,,,1610612761,49,49,2023-11-23T01:25:51Z,2620000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M52.00S,2023-11-23T01:25:49.2Z,2,REGULAR,substitution,in,[],1628384,,,1610612761,49,49,2023-11-23T01:25:51Z,2630000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M48.00S,2023-11-23T01:26:17.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203471,76.5604467805519,52.20588235294118,1610612761,49,51,2023-11-23T01:26:21Z,2640000,False,11.0,168.0,1,right,D. Schroder 16' pullup Jump Shot (9 PTS) (O. Anunoby 2 AST),"[203471, 1628384]",1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,16.82,Made,,9.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,,
267,PT04M31.00S,2023-11-23T01:26:33.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,15.982260183968464,37.745098039215684,1610612754,49,51,2023-11-23T01:26:39Z,2650000,False,61.0,98.0,1,left,MISS T. McConnell 11' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,11.53,Missed,,,,,,,,,,,,,,,,,,
268,PT04M29.00S,2023-11-23T01:26:35.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,49,51,2023-11-23T01:26:39Z,2660000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,267.0,,,,,,,,,,,,,,,,,
270,PT04M29.00S,2023-11-23T01:26:41.1Z,2,REGULAR,substitution,out,[],204456,,,1610612754,49,51,2023-11-23T01:26:48Z,2680000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M29.00S,2023-11-23T01:26:41.1Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,49,51,2023-11-23T01:26:48Z,2690000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M29.00S,2023-11-23T01:27:01.5Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612754,49,51,2023-11-23T01:27:08Z,2710000,False,,,0,,TEAM foul technical,[],1610612761.0,TOR,delay,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
274,PT04M29.00S,2023-11-23T01:27:19.4Z,2,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,50,51,2023-11-23T01:27:19Z,2720000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (9 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,,9.0,,,,,,,,,,,,,,,,
275,PT04M22.00S,2023-11-23T01:28:01.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,6.1268068331143235,48.77450980392157,1610612754,52,51,2023-11-23T01:28:10Z,2730000,False,6.0,5.0,1,left,O. Toppin cutting Layup (7 PTS) (T. Haliburton 6 AST),"[1630167, 1630169]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.8,Made,,7.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,,,
277,PT04M07.00S,2023-11-23T01:28:19.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1627783,93.38042049934296,49.754901960784316,1610612761,52,53,2023-11-23T01:28:33Z,2750000,False,-1.0,10.0,1,right,P. Siakam driving finger roll Layup (13 PTS) (D. Schroder 3 AST),"[1627783, 203471]",1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.98,Made,,13.0,D. Schroder,203471.0,3.0,,,,,,,,,,,,,
279,PT04M07.00S,2023-11-23T01:28:22.0Z,2,REGULAR,violation,defensive goaltending,[],1626167,,,1610612761,52,53,2023-11-23T01:28:33Z,2770000,False,,,0,,M. Turner defensive goaltending VIOLATION,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
280,PT04M07.00S,2023-11-23T01:28:24.9Z,2,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612761,52,53,2023-11-23T01:28:33Z,2780000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Siakam 1 FT),"[1628971, 1627783]",1610612754.0,IND,shooting,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Siakam,1627783.0
282,PT04M07.00S,2023-11-23T01:28:52.4Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612761,52,54,2023-11-23T01:28:52Z,2800000,False,,,0,,P. Siakam Free Throw 1 of 1 (14 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
283,PT03M51.00S,2023-11-23T01:29:14.3Z,2,REGULAR,3pt,Jump Shot,[],1630167,23.866622864651774,91.42156862745098,1610612754,52,54,2023-11-23T01:29:18Z,2810000,False,-207.0,172.0,1,left,MISS O. Toppin 26' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
284,PT03M48.00S,2023-11-23T01:29:17.3Z,2,REGULAR,rebound,defensive,[],203490,,,1610612761,52,54,2023-11-23T01:29:18Z,2820000,False,,,0,,O. Porter Jr. REBOUND (Off:0 Def:3),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,283.0,,,,,3.0,3.0,0.0,,,,,,,,,,
285,PT03M38.00S,2023-11-23T01:29:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.07293035479631,47.05882352941176,1610612761,52,56,2023-11-23T01:29:31Z,2830000,False,-15.0,69.0,1,right,P. Siakam 7' turnaround fadeaway Jump Shot (16 PTS),[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,7.05,Made,,16.0,,,,,,,,,,,,,,,,
286,PT03M28.00S,2023-11-23T01:29:38.1Z,2,REGULAR,foul,personal,[],203471,,,1610612754,52,56,2023-11-23T01:29:44Z,2840000,False,,,0,,D. Schroder personal FOUL (1 PF),"[203471, 1627741]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Left,,,,,,,,,,,202901.0,,,,,,1.0,0.0,Hield,1627741.0
288,PT03M28.00S,2023-11-23T01:29:50.2Z,2,REGULAR,substitution,out,[],203490,,,1610612754,52,56,2023-11-23T01:29:54Z,2860000,False,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M28.00S,2023-11-23T01:29:50.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612754,52,56,2023-11-23T01:29:54Z,2870000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M22.00S,2023-11-23T01:30:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,7.046649145860711,49.26470588235294,1610612754,54,56,2023-11-23T01:30:11Z,2880000,False,4.0,14.0,1,left,O. Toppin cutting Layup (9 PTS) (T. Haliburton 7 AST),"[1630167, 1630169]",1610612754.0,IND,cutting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,1.42,Made,,9.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,,,,
292,PT03M07.00S,2023-11-23T01:30:22.7Z,2,REGULAR,2pt,Jump Shot,[],1627783,91.67214191852825,29.166666666666668,1610612761,54,56,2023-11-23T01:30:27Z,2900000,False,-104.0,26.0,1,right,MISS P. Siakam 10' turnaround bank Shot,[1627783],1610612761.0,TOR,turnaround bank,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,10.73,Missed,,,,,,,,,,,,,,,,,,
293,PT03M04.00S,2023-11-23T01:30:25.7Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,54,56,2023-11-23T01:30:27Z,2910000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,292.0,,,,,1.0,1.0,0.0,,,,,,,,,,
294,PT02M56.00S,2023-11-23T01:30:33.8Z,2,REGULAR,turnover,bad pass,[],1630167,,,1610612754,54,56,2023-11-23T01:30:37Z,2920000,False,,,0,,O. Toppin bad pass TURNOVER (2 TO),"[1630167, 1628384]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2.0,,,Anunoby,1628384.0,,,,
295,PT02M56.00S,2023-11-23T01:30:33.8Z,2,REGULAR,steal,,[],1628384,,,1610612761,54,56,2023-11-23T01:30:35Z,2930000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
296,PT02M54.00S,2023-11-23T01:30:35.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628384,93.77463863337714,50.49019607843137,1610612761,54,58,2023-11-23T01:37:04Z,2940000,False,2.0,6.0,1,right,O. Anunoby running DUNK (6 PTS),[1628384],1610612761.0,TOR,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.65,Made,,6.0,,,,,,,,,,,,,,,,
297,PT02M40.00S,2023-11-23T01:30:50.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630167,6.1268068331143235,48.529411764705884,1610612754,56,58,2023-11-23T01:30:56Z,2950000,False,7.0,5.0,1,left,O. Toppin alley-oop DUNK (11 PTS) (T. Haliburton 8 AST),"[1630167, 1630169]",1610612754.0,IND,alley-oop,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,0.9,Made,,11.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,,,,
300,PT02M24.00S,2023-11-23T01:31:15.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203471,94.43166885676742,51.225490196078425,1610612761,56,60,2023-11-23T01:31:20Z,2980000,False,6.0,0.0,1,right,D. Schroder driving finger roll Layup (11 PTS) (J. Poeltl 3 AST),"[203471, 1627751]",1610612761.0,TOR,driving finger roll,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,0.61,Made,,11.0,J. Poeltl,1627751.0,3.0,,,,,,,,,,,,,
301,PT02M09.00S,2023-11-23T01:31:29.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,36.48160315374508,32.84313725490196,1610612754,59,60,2023-11-23T01:31:36Z,2990000,False,86.0,290.0,1,left,T. Haliburton 30' 3PT pullup (12 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,30.28,Made,,12.0,,,,,,,,,,,,,,,,
302,PT01M50.00S,2023-11-23T01:31:49.1Z,2,REGULAR,3pt,Jump Shot,[],1627783,75.24638633377135,8.333333333333332,1610612761,59,63,2023-11-23T01:31:54Z,3000000,False,-208.0,180.0,1,right,P. Siakam 27' 3PT  (19 PTS) (O. Anunoby 3 AST),"[1627783, 1628384]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,27.54,Made,,19.0,O. Anunoby,1628384.0,3.0,,,,,,,,,,,,,
304,PT01M35.00S,2023-11-23T01:32:03.5Z,2,REGULAR,2pt,Jump Shot,[],1630169,23.866622864651774,37.00980392156863,1610612754,59,63,2023-11-23T01:32:07Z,3020000,False,65.0,172.0,1,left,MISS T. Haliburton 18' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,18.37,Missed,,,,,,,,,,,,,,,,,,
305,PT01M33.00S,2023-11-23T01:32:05.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,59,63,2023-11-23T01:32:07Z,3030000,False,,,0,,P. Siakam REBOUND (Off:3 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right Center,,,304.0,,,,,7.0,4.0,3.0,,,,,,,,,,
306,PT01M27.00S,2023-11-23T01:32:12.6Z,2,REGULAR,3pt,Jump Shot,[],203471,88.51839684625493,3.6764705882352944,1610612761,59,66,2023-11-23T01:32:18Z,3040000,False,-232.0,55.0,1,right,D. Schroder 3PT pullup (14 PTS) (O. Anunoby 4 AST),"[203471, 1628384]",1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,23.81,Made,,14.0,O. Anunoby,1628384.0,4.0,,,,,,,,,,,,,
308,PT01M25.00S,2023-11-23T01:33:42.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612754,59,66,2023-11-23T01:33:42Z,3060000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M10.00S,2023-11-23T01:34:04.9Z,2,REGULAR,2pt,Jump Shot,[],1630169,5.863994743758213,11.519607843137255,1610612754,59,66,2023-11-23T01:41:54Z,3070000,False,192.0,3.0,1,left,MISS T. Haliburton 19' step back Shot,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right,19.24,Missed,,,,,,,,,,,,,,,,,,
310,PT01M07.00S,2023-11-23T01:34:07.9Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,59,66,2023-11-23T01:34:09Z,3080000,False,,,0,,O. Anunoby REBOUND (Off:1 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,,,309.0,,,,,2.0,1.0,1.0,,,,,,,,,,
311,PT00M49.90S,2023-11-23T01:34:25.4Z,2,REGULAR,2pt,Jump Shot,[],203471,78.26872536136662,59.80392156862745,1610612761,59,66,2023-11-23T01:34:29Z,3090000,False,49.0,152.0,1,right,MISS D. Schroder 15' turnaround Shot,[203471],1610612761.0,TOR,turnaround,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Center,15.95,Missed,,,,,,,,,,,,,,,,,,
312,PT00M46.80S,2023-11-23T01:34:28.5Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,59,66,2023-11-23T01:34:29Z,3100000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Center,,,311.0,,,,,2.0,2.0,0.0,,,,,,,,,,
313,PT00M35.20S,2023-11-23T01:34:40.1Z,2,REGULAR,3pt,Jump Shot,[],1627741,32.40801576872536,59.80392156862745,1610612754,62,66,2023-11-23T01:34:44Z,3110000,False,-49.0,252.0,1,left,B. Hield 25' 3PT pullup (19 PTS) (O. Toppin 1 AST),"[1627741, 1630167]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Center,25.68,Made,,19.0,O. Toppin,1630167.0,1.0,,,,,,,,,,,,,
315,PT00M25.70S,2023-11-23T01:34:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,95.0886990801577,52.20588235294118,1610612761,62,68,2023-11-23T01:35:00Z,3130000,False,11.0,-6.0,1,right,J. Poeltl cutting finger roll Layup (6 PTS) (S. Barnes 3 AST),"[1627751, 1630567]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.27,Made,,6.0,S. Barnes,1630567.0,3.0,,,,,,,,,,,,,
317,PT00M01.10S,2023-11-23T01:35:20.1Z,2,REGULAR,3pt,Jump Shot,[],1626167,5.338370565045992,2.450980392156863,1610612754,65,68,2023-11-23T01:35:24Z,3150000,False,238.0,-2.0,1,left,M. Turner 3PT  (10 PTS) (B. Hield 2 AST),"[1626167, 1627741]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,23.77,Made,,10.0,B. Hield,1627741.0,2.0,,,,,,,,,,,,,
320,PT00M00.00S,2023-11-23T01:36:07.8Z,2,REGULAR,period,end,[],0,,,1610612761,65,68,2023-11-23T01:36:07Z,3180000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT12M00.00S,2023-11-23T01:51:18.8Z,3,REGULAR,period,start,[],0,,,1610612761,65,68,2023-11-23T01:51:18Z,3190000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT11M44.00S,2023-11-23T01:51:34.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628384,6.521024967148489,58.333333333333336,1610612761,65,68,2023-11-23T01:52:43Z,3200000,False,-42.0,9.0,1,left,MISS O. Anunoby turnaround Hook,[1628384],1610612761.0,TOR,turnaround,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,,,,,,,,,,,
325,PT11M43.00S,2023-11-23T01:51:35.6Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612754,65,68,2023-11-23T01:51:48Z,3210000,False,,,0,,B. Hield REBOUND (Off:0 Def:2),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,324.0,,,,,2.0,2.0,0.0,,,,,,,,,,
326,PT11M36.00S,2023-11-23T01:51:41.7Z,3,REGULAR,3pt,Jump Shot,[],1627741,66.83639947437582,26.47058823529412,1610612754,68,68,2023-11-23T01:51:52Z,3220000,False,-118.0,259.0,1,right,B. Hield 28' 3PT pullup (22 PTS) (T. Haliburton 9 AST),"[1627741, 1630169]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,28.46,Made,,22.0,T. Haliburton,1630169.0,9.0,,,,,,,,,,,,,
328,PT11M23.00S,2023-11-23T01:51:55.2Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612761,68,68,2023-11-23T01:51:58Z,3240000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1630167]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,Toppin,1630167.0,,,,
329,PT11M23.00S,2023-11-23T01:51:55.2Z,3,REGULAR,steal,,[],1630167,,,1610612754,68,68,2023-11-23T02:10:03Z,3250000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
330,PT11M16.00S,2023-11-23T01:52:02.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,68.54467805519053,23.774509803921568,1610612754,68,68,2023-11-23T01:52:07Z,3260000,False,-131.0,243.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.63,Missed,,,,,,,,,,,,,,,,,,
331,PT11M12.00S,2023-11-23T01:52:06.3Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,68,68,2023-11-23T01:52:07Z,3270000,False,,,0,,P. Siakam REBOUND (Off:3 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,330.0,,,,,8.0,5.0,3.0,,,,,,,,,,
332,PT11M09.00S,2023-11-23T01:52:11.6Z,3,REGULAR,foul,personal,['2freethrow'],1628971,,,1610612761,68,68,2023-11-23T01:52:20Z,3280000,False,,,0,,B. Brown shooting personal FOUL (2 PF) (Siakam 2 FT),"[1628971, 1627783]",1610612754.0,IND,shooting,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Siakam,1627783.0
334,PT11M09.00S,2023-11-23T01:52:48.1Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612761,68,69,2023-11-23T01:53:09Z,3300000,False,,,0,,P. Siakam Free Throw 1 of 2 (20 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Made,,20.0,,,,,,,,,,,,,,,,
335,PT11M09.00S,2023-11-23T01:52:48.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1627783,,,1610612761,68,69,2023-11-23T01:53:09Z,3310000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
336,PT11M08.00S,2023-11-23T01:52:49.1Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,68,69,2023-11-23T01:53:09Z,3320000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,335.0,,,,,1.0,1.0,0.0,,,,,,,,,,
337,PT10M55.00S,2023-11-23T01:53:21.3Z,3,REGULAR,3pt,Jump Shot,[],1630169,63.55124835742444,42.15686274509804,1610612754,71,69,2023-11-23T01:53:27Z,3330000,False,-39.0,290.0,1,right,T. Haliburton 29' 3PT pullup (15 PTS) (B. Hield 3 AST),"[1630169, 1627741]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,29.27,Made,,15.0,B. Hield,1627741.0,3.0,,,,,,,,,,,,,
339,PT10M45.00S,2023-11-23T01:53:33.1Z,3,REGULAR,2pt,Jump Shot,[],203471,8.492115637319317,30.392156862745097,1610612761,71,71,2023-11-23T01:53:36Z,3350000,False,98.0,27.0,1,left,D. Schroder 10' driving floating Jump Shot (16 PTS),[203471],1610612761.0,TOR,driving floating,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,10.17,Made,,16.0,,,,,,,,,,,,,,,,
340,PT10M45.00S,2023-11-23T01:53:34.9Z,3,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612761,71,71,2023-11-23T01:53:42Z,3360000,False,,,0,,B. Brown shooting personal FOUL (3 PF) (Schroder 1 FT),"[1628971, 203471]",1610612754.0,IND,shooting,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1627534.0,,,,,,3.0,0.0,Schroder,203471.0
342,PT10M45.00S,2023-11-23T01:54:03.8Z,3,REGULAR,freethrow,1 of 1,[],203471,,,1610612761,71,72,2023-11-23T01:54:03Z,3380000,False,,,0,,D. Schroder Free Throw 1 of 1 (17 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,,17.0,,,,,,,,,,,,,,,,
343,PT10M27.00S,2023-11-23T01:54:23.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,73.01248357424441,82.1078431372549,1610612754,71,72,2023-11-23T01:59:21Z,3390000,False,161.0,201.0,1,right,MISS T. Haliburton 25' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
344,PT10M23.00S,2023-11-23T01:54:27.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,71,72,2023-11-23T01:54:28Z,3400000,False,,,0,,P. Siakam REBOUND (Off:3 Def:6),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,343.0,,,,,9.0,6.0,3.0,,,,,,,,,,
345,PT10M18.00S,2023-11-23T01:54:32.1Z,3,REGULAR,turnover,bad pass,[],1627783,,,1610612761,71,72,2023-11-23T01:54:36Z,3410000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1630167]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,Toppin,1630167.0,,,,
346,PT10M18.00S,2023-11-23T01:54:32.1Z,3,REGULAR,steal,,[],1630167,,,1610612754,71,72,2023-11-23T01:54:34Z,3420000,False,,,0,,O. Toppin STEAL (2 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
347,PT10M09.00S,2023-11-23T01:54:40.6Z,3,REGULAR,turnover,out-of-bounds,[],1630167,,,1610612754,71,72,2023-11-23T01:54:47Z,3430000,False,,,0,,O. Toppin bad pass out-of-bounds TURNOVER (3 TO),[1630167],1610612754.0,IND,bad pass,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1627534.0,3.0,,,,,,,,
348,PT10M01.00S,2023-11-23T01:55:06.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203471,16.63929040735874,71.32352941176471,1610612761,71,74,2023-11-23T01:55:11Z,3440000,False,-107.0,104.0,1,left,D. Schroder 14' pullup Jump Shot (19 PTS) (J. Poeltl 4 AST),"[203471, 1627751]",1610612761.0,TOR,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,14.89,Made,,19.0,J. Poeltl,1627751.0,4.0,,,,,,,,,,,,,
350,PT09M49.00S,2023-11-23T01:55:17.6Z,3,REGULAR,2pt,Jump Shot,[],1628971,88.91261498028909,75.49019607843137,1610612754,71,74,2023-11-23T01:55:22Z,3460000,False,127.0,52.0,1,right,MISS B. Brown 13' floating Shot,[1628971],1610612754.0,IND,floating,,,Brown,B. Brown,,,,,Mid-Range,8-16 Right,13.76,Missed,,,,,,,,,,,,,,,,,,
351,PT09M46.00S,2023-11-23T01:55:20.6Z,3,REGULAR,rebound,defensive,[],203471,,,1610612761,71,74,2023-11-23T01:55:22Z,3470000,False,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,350.0,,,,,1.0,1.0,0.0,,,,,,,,,,
