actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT05M25.00S,2023-11-23T00:53:57.1Z,1,REGULAR,foul,personal,['2freethrow'],203490,,,1610612754,23,13,2023-11-23T00:54:05Z,880000,False,,,0,,O. Porter Jr. shooting personal FOUL (2 PF) (Brown 2 FT),"[203490, 1628971]",1610612761.0,TOR,shooting,,,Porter Jr.,O. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Brown,1628971.0
90,PT05M25.00S,2023-11-23T00:54:18.0Z,1,REGULAR,freethrow,1 of 2,[],1628971,,,1610612754,24,13,2023-11-23T00:54:18Z,900000,False,,,0,,B. Brown Free Throw 1 of 2 (6 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,Made,,6.0,,,,,,,,,,,,,,,,
91,PT05M25.00S,2023-11-23T00:54:18.9Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,24,13,2023-11-23T00:54:21Z,910000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M25.00S,2023-11-23T00:54:18.9Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,24,13,2023-11-23T00:54:21Z,920000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M25.00S,2023-11-23T00:54:43.4Z,1,REGULAR,freethrow,2 of 2,[],1628971,,,1610612754,25,13,2023-11-23T00:54:43Z,930000,False,,,0,,B. Brown Free Throw 2 of 2 (7 PTS),[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,Made,,7.0,,,,,,,,,,,,,,,,
94,PT05M16.00S,2023-11-23T00:54:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,87.99277266754271,57.59803921568627,1610612761,25,15,2023-11-23T00:55:01Z,940000,False,38.0,60.0,1,right,D. Schroder 7' driving floating Jump Shot (4 PTS),[203471],1610612761.0,TOR,driving floating,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,7.14,Made,,4.0,,,,,,,,,,,,,,,,
95,PT05M16.00S,2023-11-23T00:55:02.0Z,1,REGULAR,foul,personal,['1freethrow'],204456,,,1610612761,25,15,2023-11-23T00:55:05Z,950000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Schroder 1 FT),"[204456, 203471]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1627534.0,,,,,,1.0,0.0,Schroder,203471.0
97,PT05M16.00S,2023-11-23T00:55:19.4Z,1,REGULAR,freethrow,1 of 1,[],203471,,,1610612761,25,16,2023-11-23T00:55:19Z,970000,False,,,0,,D. Schroder Free Throw 1 of 1 (5 PTS),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,Made,,5.0,,,,,,,,,,,,,,,,
98,PT04M52.00S,2023-11-23T00:55:47.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612754,25,16,2023-11-23T00:55:55Z,980000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,202007.0,,,,,,,,,
99,PT04M52.00S,2023-11-23T00:56:02.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,25,16,2023-11-23T00:56:02Z,990000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M52.00S,2023-11-23T00:58:06.0Z,1,REGULAR,substitution,out,[],1628971,,,1610612761,25,16,2023-11-23T00:58:39Z,1000000,False,,,0,,SUB out: B. Brown,[1628971],1610612754.0,IND,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M52.00S,2023-11-23T00:58:06.0Z,1,REGULAR,substitution,in,[],1627741,,,1610612761,25,16,2023-11-23T00:58:39Z,1010000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M34.00S,2023-11-23T00:59:19.0Z,1,REGULAR,foul,personal,[],204456,,,1610612761,25,16,2023-11-23T00:59:29Z,1020000,False,,,0,,T. McConnell personal FOUL (2 PF),"[204456, 1629018]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202901.0,,,,,,2.0,0.0,Trent Jr.,1629018.0
104,PT04M26.00S,2023-11-23T00:59:45.3Z,1,REGULAR,turnover,bad pass,[],203471,,,1610612761,25,16,2023-11-23T00:59:52Z,1040000,False,,,0,,D. Schroder bad pass TURNOVER (3 TO),"[203471, 204456]",1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,3.0,,,McConnell,204456.0,,,,
105,PT04M26.00S,2023-11-23T00:59:45.3Z,1,REGULAR,steal,,[],204456,,,1610612754,25,16,2023-11-23T00:59:46Z,1050000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
106,PT04M21.00S,2023-11-23T00:59:50.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631097,5.995400788436268,96.81372549019608,1610612754,25,16,2023-11-23T00:59:59Z,1060000,False,-234.0,4.0,1,left,MISS B. Mathurin running 3PT,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,23.41,Missed,,,,,,,,,,,,,,,,,,
107,PT04M18.00S,2023-11-23T00:59:53.1Z,1,REGULAR,rebound,defensive,[],203490,,,1610612761,25,16,2023-11-23T00:59:59Z,1070000,False,,,0,,O. Porter Jr. REBOUND (Off:0 Def:1),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Left Corner 3,24+ Left,,,106.0,,,,,1.0,1.0,0.0,,,,,,,,,,
108,PT04M02.00S,2023-11-23T01:00:09.9Z,1,REGULAR,3pt,Jump Shot,[],203490,91.01511169513797,95.58823529411765,1610612761,25,19,2023-11-23T01:00:15Z,1080000,False,228.0,32.0,1,right,O. Porter Jr. 3PT  (3 PTS) (G. Trent Jr. 1 AST),"[203490, 1629018]",1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Right Corner 3,24+ Right,23.01,Made,,3.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,,,
111,PT03M43.00S,2023-11-23T01:00:27.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,7.5722733245729295,47.05882352941176,1610612754,25,19,2023-11-23T01:00:31Z,1100000,False,15.0,19.0,1,left,MISS J. Smith driving Layup,[1630188],1610612754.0,IND,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
113,PT03M41.00S,2023-11-23T01:00:29.9Z,1,REGULAR,rebound,defensive,[],203490,,,1610612761,25,19,2023-11-23T01:00:31Z,1120000,False,,,0,,O. Porter Jr. REBOUND (Off:0 Def:2),[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,Restricted Area,0-8 Center,,,111.0,,,,,2.0,2.0,0.0,,,,,,,,,,
114,PT03M32.00S,2023-11-23T01:00:39.5Z,1,REGULAR,turnover,bad pass,[],1629018,,,1610612761,25,19,2023-11-23T01:00:44Z,1130000,False,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1629670]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,,,Nwora,1629670.0,,,,
115,PT03M32.00S,2023-11-23T01:00:39.5Z,1,REGULAR,steal,,[],1629670,,,1610612754,25,19,2023-11-23T01:00:40Z,1140000,False,,,0,,J. Nwora STEAL (1 STL),[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
116,PT03M28.00S,2023-11-23T01:00:44.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1627741,31.882391590013142,70.09803921568627,1610612754,28,19,2023-11-23T01:00:49Z,1150000,False,-100.0,247.0,1,left,B. Hield 26' 3PT running (8 PTS) (J. Nwora 1 AST),"[1627741, 1629670]",1610612754.0,IND,running,,,Hield,B. Hield,,,,,Above the Break 3,24+ Left Center,26.68,Made,,8.0,J. Nwora,1629670.0,1.0,,,,,,,,,,,,,
118,PT03M11.00S,2023-11-23T01:00:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,93.77463863337714,50.49019607843137,1610612761,28,21,2023-11-23T01:01:03Z,1170000,False,2.0,6.0,1,right,J. Poeltl cutting Layup (2 PTS) (P. Siakam 1 AST),"[1627751, 1627783]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.65,Made,,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,
120,PT03M00.00S,2023-11-23T01:01:12.1Z,1,REGULAR,turnover,bad pass,[],1627741,,,1610612754,28,21,2023-11-23T01:01:17Z,1190000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 203471]",1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Schroder,203471.0,,,,
121,PT03M00.00S,2023-11-23T01:01:12.1Z,1,REGULAR,steal,,[],203471,,,1610612761,28,21,2023-11-23T01:01:15Z,1200000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
122,PT02M52.00S,2023-11-23T01:01:20.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,94.56307490144546,50.98039215686274,1610612761,28,23,2023-11-23T01:06:59Z,1210000,False,5.0,-1.0,1,right,J. Poeltl Layup (4 PTS) (D. Schroder 2 AST),"[1627751, 203471]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.51,Made,,4.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,
124,PT02M50.00S,2023-11-23T01:01:25.7Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612754,28,23,2023-11-23T01:01:50Z,1230000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,202901.0,,,,,,,,,
125,PT02M41.00S,2023-11-23T01:01:48.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.5722733245729295,47.794117647058826,1610612754,30,23,2023-11-23T01:01:52Z,1240000,False,11.0,19.0,1,left,T. McConnell driving Layup (2 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.17,Made,,2.0,,,,,,,,,,,,,,,,
127,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,out,[],204456,,,1610612761,30,23,2023-11-23T01:02:26Z,1260000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,out,[],203471,,,1610612761,30,23,2023-11-23T01:02:26Z,1270000,False,,,0,,SUB out: D. Schroder,[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,out,[],1627751,,,1610612761,30,23,2023-11-23T01:02:26Z,1280000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,out,[],203490,,,1610612761,30,23,2023-11-23T01:02:26Z,1290000,False,,,0,,SUB out: O. Porter Jr.,[203490],1610612761.0,TOR,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,in,[],1630169,,,1610612761,30,23,2023-11-23T01:02:26Z,1300000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,30,23,2023-11-23T01:02:26Z,1310000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,in,[],1628384,,,1610612761,30,23,2023-11-23T01:02:26Z,1320000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M20.00S,2023-11-23T01:02:13.6Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,30,23,2023-11-23T01:02:26Z,1330000,False,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M13.00S,2023-11-23T01:02:39.7Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612761,30,23,2023-11-23T01:02:44Z,1340000,False,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,202007.0,,,,,,,,,
136,PT01M58.00S,2023-11-23T01:03:04.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631097,7.046649145860711,52.69607843137255,1610612754,30,23,2023-11-23T01:03:09Z,1350000,False,-13.0,14.0,1,left,MISS B. Mathurin turnaround bank Shot,[1631097],1610612754.0,IND,turnaround bank,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,,
137,PT01M55.00S,2023-11-23T01:03:07.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,30,23,2023-11-23T01:03:09Z,1360000,False,,,0,,P. Siakam REBOUND (Off:2 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,136.0,,,,,4.0,2.0,2.0,,,,,,,,,,
138,PT01M51.00S,2023-11-23T01:03:11.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,73.27529566360053,83.82352941176471,1610612761,30,23,2023-11-23T01:03:20Z,1370000,False,169.0,199.0,1,right,MISS G. Trent Jr. 26' running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.09,Missed,,,,,,,,,,,,,,,,,,
139,PT01M46.00S,2023-11-23T01:03:16.3Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612761,30,23,2023-11-23T01:03:16Z,1380000,False,,,0,,P. Siakam REBOUND (Off:3 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,138.0,,,,,5.0,2.0,3.0,,,,,,,,,,
140,PT01M46.00S,2023-11-23T01:03:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,94.40999984741211,50.0,1610612761,30,25,2023-11-23T01:03:16Z,1390000,False,0.0,0.0,1,right,P. Siakam putback Layup (9 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,0.0,Made,,9.0,,,,,,,,,,,,,,,,
141,PT01M37.00S,2023-11-23T01:03:24.8Z,1,REGULAR,3pt,Jump Shot,[],1629670,31.488173455978973,71.56862745098039,1610612754,30,25,2023-11-23T01:03:31Z,1400000,False,-108.0,243.0,1,left,MISS J. Nwora 26' 3PT,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
142,PT01M34.00S,2023-11-23T01:03:27.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612761,30,25,2023-11-23T01:03:31Z,1410000,False,,,0,,P. Siakam REBOUND (Off:3 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,141.0,,,,,6.0,3.0,3.0,,,,,,,,,,
143,PT01M28.00S,2023-11-23T01:03:37.6Z,1,REGULAR,foul,personal,[],1631097,,,1610612761,30,25,2023-11-23T01:04:03Z,1420000,False,,,0,,B. Mathurin personal FOUL (1 PF),"[1631097, 1627783]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Siakam,1627783.0
145,PT01M28.00S,2023-11-23T01:03:43.5Z,1,REGULAR,substitution,out,[],1631097,,,1610612761,30,25,2023-11-23T01:03:52Z,1440000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M28.00S,2023-11-23T01:03:43.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612761,30,25,2023-11-23T01:03:52Z,1450000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M17.00S,2023-11-23T01:04:14.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612761,30,25,2023-11-23T01:04:26Z,1460000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Barnes 2 FT),"[1630188, 1630567]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627534.0,,,,,,1.0,0.0,Barnes,1630567.0
149,PT01M17.00S,2023-11-23T01:04:35.4Z,1,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,30,26,2023-11-23T01:04:35Z,1480000,False,,,0,,S. Barnes Free Throw 1 of 2 (3 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
150,PT01M17.00S,2023-11-23T01:04:35.9Z,1,REGULAR,substitution,out,[],1629670,,,1610612761,30,26,2023-11-23T01:04:38Z,1490000,False,,,0,,SUB out: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M17.00S,2023-11-23T01:04:35.9Z,1,REGULAR,substitution,in,[],1631097,,,1610612761,30,26,2023-11-23T01:04:38Z,1500000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M17.00S,2023-11-23T01:04:51.7Z,1,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,30,27,2023-11-23T01:04:51Z,1510000,False,,,0,,S. Barnes Free Throw 2 of 2 (4 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
153,PT01M00.00S,2023-11-23T01:05:10.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,28.728646517739815,13.970588235294118,1610612754,33,27,2023-11-23T01:05:15Z,1520000,False,180.0,218.0,1,left,B. Hield 28' 3PT pullup (11 PTS) (T. Haliburton 4 AST),"[1627741, 1630169]",1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,28.24,Made,,11.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,
155,PT00M48.30S,2023-11-23T01:05:25.3Z,1,REGULAR,3pt,Jump Shot,[],1627783,66.96780551905388,46.07843137254902,1610612761,33,27,2023-11-23T01:05:33Z,1540000,False,-20.0,258.0,1,right,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.87,Missed,,,,,,,,,,,,,,,,,,
156,PT00M44.90S,2023-11-23T01:05:28.7Z,1,REGULAR,rebound,offensive,[],1630201,,,1610612761,33,27,2023-11-23T01:05:28Z,1550000,False,,,0,,M. Flynn REBOUND (Off:1 Def:0),[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,,,155.0,,,,,1.0,0.0,1.0,,,,,,,,,,
157,PT00M41.10S,2023-11-23T01:05:32.5Z,1,REGULAR,turnover,lost ball,[],1630567,,,1610612761,33,27,2023-11-23T01:05:38Z,1560000,False,,,0,,S. Barnes lost ball TURNOVER (1 TO),"[1630567, 1627741]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Hield,1627741.0,,,,
158,PT00M41.10S,2023-11-23T01:05:32.5Z,1,REGULAR,steal,,[],1627741,,,1610612754,33,27,2023-11-23T01:05:33Z,1570000,False,,,0,,B. Hield STEAL (1 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT00M28.00S,2023-11-23T01:05:45.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630169,18.74178712220762,36.27450980392157,1610612754,35,27,2023-11-23T01:05:49Z,1580000,False,69.0,124.0,1,left,T. Haliburton 14' turnaround fadeaway Jump Shot (5 PTS),[1630169],1610612754.0,IND,turnaround fadeaway,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,14.14,Made,,5.0,,,,,,,,,,,,,,,,
160,PT00M05.90S,2023-11-23T01:06:10.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,87.99277266754271,48.03921568627451,1610612761,35,27,2023-11-23T01:06:14Z,1590000,False,-10.0,60.0,1,right,MISS S. Barnes 6' driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.12,Missed,,,,,,,,,,,,,,,,,,
161,PT00M03.60S,2023-11-23T01:06:12.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,35,27,2023-11-23T01:06:12Z,1600000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,160.0,,,,,1.0,1.0,0.0,,,,,,,,,,
162,PT00M00.40S,2023-11-23T01:06:15.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,40.68659658344284,43.38235294117647,1610612754,35,27,2023-11-23T01:06:21Z,1610000,False,33.0,330.0,1,left,MISS T. Haliburton 33' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,33.17,Missed,,,,,,,,,,,,,,,,,,
163,PT00M00.40S,2023-11-23T01:06:15.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,35,27,2023-11-23T01:06:21Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Center,,,162.0,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2023-11-23T01:06:18.9Z,1,REGULAR,period,end,[],0,,,1610612754,35,27,2023-11-23T01:06:18Z,1630000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-11-23T01:08:42.5Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612754,35,27,2023-11-23T01:08:57Z,1640000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-11-23T01:08:42.5Z,2,REGULAR,substitution,out,['startperiod'],1627783,,,1610612754,35,27,2023-11-23T01:08:57Z,1650000,False,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-11-23T01:08:42.5Z,2,REGULAR,substitution,in,['startperiod'],1629670,,,1610612754,35,27,2023-11-23T01:08:57Z,1660000,False,,,0,,SUB in: J. Nwora,[1629670],1610612754.0,IND,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2023-11-23T01:08:42.5Z,2,REGULAR,substitution,in,['startperiod'],1628449,,,1610612754,35,27,2023-11-23T01:08:57Z,1670000,False,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2023-11-23T01:09:08.1Z,2,REGULAR,period,start,[],0,,,1610612761,35,27,2023-11-23T01:09:08Z,1680000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M54.00S,2023-11-23T01:09:14.0Z,2,REGULAR,3pt,Jump Shot,[],1630201,64.99671484888306,44.11764705882353,1610612761,35,30,2023-11-23T01:09:18Z,1690000,False,-29.0,277.0,1,right,M. Flynn 27' 3PT  (3 PTS) (S. Barnes 1 AST),"[1630201, 1630567]",1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,Above the Break 3,24+ Center,27.81,Made,,3.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,
172,PT11M35.00S,2023-11-23T01:09:32.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,6.783837056504599,49.26470588235294,1610612754,37,30,2023-11-23T01:13:53Z,1710000,False,4.0,11.0,1,left,J. Smith driving Layup (2 PTS) (T. Haliburton 5 AST),"[1630188, 1630169]",1610612754.0,IND,driving,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,1.19,Made,,2.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,
174,PT11M19.00S,2023-11-23T01:09:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630201,93.9060446780552,48.77450980392157,1610612761,37,32,2023-11-23T01:09:53Z,1730000,False,-6.0,5.0,1,right,M. Flynn driving Layup (5 PTS) (S. Barnes 2 AST),"[1630201, 1630567]",1610612761.0,TOR,driving,,,Flynn,M. Flynn,,,,,Restricted Area,0-8 Center,0.78,Made,,5.0,S. Barnes,1630567.0,2.0,,,,,,,,,,,,,
