actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
600,PT03M50.00S,2024-02-27T02:12:03.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,70.25295663600527,23.774509803921568,1610612754,111,117,2024-02-27T02:12:14Z,5950000,False,-131.0,227.0,1,right,T. Haliburton 26' 3PT pullup (7 PTS) (B. Mathurin 4 AST),"[1630169, 1631097]",1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,26.22,Made,7.0,,,,,,,B. Mathurin,1631097.0,4.0,,,,,,,,
602,PT03M33.00S,2024-02-27T02:12:26.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,111,117,2024-02-27T02:12:26Z,5970000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT03M33.00S,2024-02-27T02:13:39.2Z,4,REGULAR,substitution,out,[],1641711,,,1610612761,111,117,2024-02-27T02:13:51Z,5980000,False,,,0,,SUB out: G. Dick,[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT03M33.00S,2024-02-27T02:13:39.2Z,4,REGULAR,substitution,in,[],203482,,,1610612761,111,117,2024-02-27T02:13:51Z,5990000,False,,,0,,SUB in: K. Olynyk,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT03M23.00S,2024-02-27T02:14:15.7Z,4,REGULAR,turnover,traveling,[],1630193,,,1610612761,111,117,2024-02-27T02:14:20Z,6000000,False,,,0,,I. Quickley traveling TURNOVER (4 TO),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1662.0,4.0,,,,,,
606,PT03M17.00S,2024-02-27T02:14:35.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629614,89.70105124835742,49.26470588235294,1610612754,113,117,2024-02-27T02:14:39Z,6010000,False,-4.0,44.0,1,right,A. Nembhard driving Layup (8 PTS),[1629614],1610612754.0,IND,driving,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,8.0,,,,,,,,,,,,,,,,,
607,PT02M59.00S,2024-02-27T02:14:53.1Z,4,REGULAR,2pt,Jump Shot,[],1629018,19.793035479632064,25.49019607843137,1610612761,113,119,2024-02-27T02:14:58Z,6020000,False,123.0,134.0,1,left,G. Trent Jr. 18' pullup Jump Shot (11 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right Center,18.13,Made,11.0,,,,,,,,,,,,,,,,,
608,PT02M41.00S,2024-02-27T02:15:11.3Z,4,REGULAR,turnover,lost ball,[],1631097,,,1610612754,113,119,2024-02-27T02:15:14Z,6030000,False,,,0,,B. Mathurin lost ball TURNOVER (2 TO),"[1631097, 1630193]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,2.0,,,,,Quickley,1630193.0
609,PT02M41.00S,2024-02-27T02:15:11.3Z,4,REGULAR,steal,,[],1630193,,,1610612761,113,119,2024-02-27T02:16:56Z,6040000,False,,,0,,I. Quickley STEAL (2 STL),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
610,PT02M35.00S,2024-02-27T02:15:16.6Z,4,REGULAR,turnover,lost ball,[],1629628,,,1610612761,113,119,2024-02-27T02:15:20Z,6050000,False,,,0,,R. Barrett lost ball TURNOVER (2 TO),"[1629628, 1630169]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2.0,,,,,Haliburton,1630169.0
611,PT02M35.00S,2024-02-27T02:15:16.6Z,4,REGULAR,steal,,[],1630169,,,1610612754,113,119,2024-02-27T02:15:22Z,6060000,False,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
613,PT02M30.00S,2024-02-27T02:15:21.7Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,67.23061760840999,68.62745098039215,1610612754,113,119,2024-02-27T02:15:28Z,6080000,False,93.0,256.0,1,right,MISS T. Haliburton 27' running 3PT,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.19,Missed,,,,,,,,,,,,,,,,,,
614,PT02M27.00S,2024-02-27T02:15:24.7Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,113,119,2024-02-27T02:15:28Z,6090000,False,,,0,,S. Barnes REBOUND (Off:3 Def:8),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,613.0,11.0,8.0,3.0,,,,,,,,,,,,,
615,PT02M15.00S,2024-02-27T02:15:38.5Z,4,REGULAR,3pt,Jump Shot,[],1629628,15.588042049934298,97.79411764705883,1610612761,113,122,2024-02-27T02:15:44Z,6100000,False,-239.0,94.0,1,left,R. Barrett 25' 3PT  (24 PTS) (K. Olynyk 4 AST),"[1629628, 203482]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Left,25.68,Made,24.0,,,,,,,K. Olynyk,203482.0,4.0,,,,,,,,
617,PT02M13.00S,2024-02-27T02:15:43.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,113,122,2024-02-27T02:15:43Z,6120000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M05.00S,2024-02-27T02:17:27.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629628,,,1610612754,113,122,2024-02-27T02:17:35Z,6130000,False,,,0,,R. Barrett personal FOUL (4 PF) (Haliburton 2 FT),"[1629628, 1630169]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627962.0,,4.0,0.0,Haliburton,1630169.0,,
620,PT02M05.00S,2024-02-27T02:17:52.3Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,114,122,2024-02-27T02:17:52Z,6150000,False,,,0,,T. Haliburton Free Throw 1 of 2 (8 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
621,PT02M05.00S,2024-02-27T02:18:05.1Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,115,122,2024-02-27T02:18:05Z,6160000,False,,,0,,T. Haliburton Free Throw 2 of 2 (9 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
622,PT01M59.00S,2024-02-27T02:18:15.7Z,4,REGULAR,foul,personal,[],1630167,,,1610612761,115,122,2024-02-27T02:18:24Z,6170000,False,,,0,,O. Toppin personal FOUL (2 PF),"[1630167, 1630193]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628171.0,,2.0,0.0,Quickley,1630193.0,,
624,PT01M48.00S,2024-02-27T02:18:46.8Z,4,REGULAR,turnover,lost ball,[],1630567,,,1610612761,115,122,2024-02-27T02:18:49Z,6190000,False,,,0,,S. Barnes lost ball TURNOVER (3 TO),"[1630567, 1630167]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,3.0,,,,,Toppin,1630167.0
625,PT01M48.00S,2024-02-27T02:18:46.8Z,4,REGULAR,steal,,[],1630167,,,1610612754,115,122,2024-02-27T02:18:48Z,6200000,False,,,0,,O. Toppin STEAL (2 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
626,PT01M39.00S,2024-02-27T02:18:55.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627783,92.32917214191852,47.05882352941176,1610612754,117,122,2024-02-27T02:19:00Z,6210000,False,-15.0,20.0,1,right,P. Siakam Layup (27 PTS) (B. Mathurin 5 AST),"[1627783, 1631097]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.45,Made,27.0,,,,,,,B. Mathurin,1631097.0,5.0,,,,,,,,
628,PT01M28.00S,2024-02-27T02:19:09.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612761,117,122,2024-02-27T02:19:18Z,6230000,False,,,0,,P. Siakam shooting personal FOUL (4 PF) (Olynyk 2 FT),"[1627783, 203482]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1662.0,,4.0,0.0,Olynyk,203482.0,,
630,PT01M28.00S,2024-02-27T02:19:37.1Z,4,REGULAR,freethrow,1 of 2,[],203482,,,1610612761,117,123,2024-02-27T02:19:57Z,6250000,False,,,0,,K. Olynyk Free Throw 1 of 2 (7 PTS),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
631,PT01M28.00S,2024-02-27T02:19:37.1Z,4,REGULAR,freethrow,2 of 2,[],203482,,,1610612761,117,123,2024-02-27T02:19:57Z,6260000,False,,,0,,MISS K. Olynyk Free Throw 2 of 2,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
632,PT01M27.00S,2024-02-27T02:19:38.1Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,117,123,2024-02-27T02:19:57Z,6270000,False,,,0,,P. Siakam REBOUND (Off:2 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,631.0,8.0,6.0,2.0,,,,,,,,,,,,,
633,PT01M15.00S,2024-02-27T02:20:08.5Z,4,REGULAR,3pt,Jump Shot,[],1630167,93.9060446780552,4.6568627450980395,1610612754,117,123,2024-02-27T02:20:15Z,6280000,False,-227.0,5.0,1,right,MISS O. Toppin 3PT - blocked,"[1630167, 1630567]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,Barnes,1630567.0,,,,,,,,,,,
634,PT01M15.00S,2024-02-27T02:20:08.5Z,4,REGULAR,block,,[],1630567,,,1610612754,117,123,2024-02-27T02:20:11Z,6290000,False,,,0,,S. Barnes BLOCK (4 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
635,PT01M14.00S,2024-02-27T02:20:09.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,117,123,2024-02-27T02:20:15Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,633.0,,,,,,,,,,,,,,,,
637,PT01M07.00S,2024-02-27T02:20:31.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629614,61.84296977660972,66.42156862745098,1610612754,117,123,2024-02-27T02:20:35Z,6320000,False,82.0,306.0,1,right,MISS A. Nembhard 31' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,31.7,Missed,,,,,,,,,,,,,,,,,,
638,PT01M04.00S,2024-02-27T02:20:34.3Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,117,123,2024-02-27T02:20:35Z,6330000,False,,,0,,S. Barnes REBOUND (Off:3 Def:9),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,637.0,12.0,9.0,3.0,,,,,,,,,,,,,
639,PT00M48.40S,2024-02-27T02:20:51.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,6.1268068331143235,56.372549019607845,1610612761,117,125,2024-02-27T02:20:54Z,6340000,False,-32.0,5.0,1,left,I. Quickley driving finger roll Layup (19 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,3.23,Made,19.0,,,,,,,,,,,,,,,,,
640,PT00M40.70S,2024-02-27T02:21:00.8Z,4,REGULAR,3pt,Jump Shot,[],1629614,94.43166885676742,97.30392156862744,1610612754,120,125,2024-02-27T02:21:05Z,6350000,False,237.0,0.0,1,right,A. Nembhard 3PT  (11 PTS) (P. Siakam 6 AST),"[1629614, 1627783]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,23.65,Made,11.0,,,,,,,P. Siakam,1627783.0,6.0,,,,,,,,
642,PT00M30.80S,2024-02-27T02:21:17.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,5.732588699080158,53.67647058823529,1610612761,120,127,2024-02-27T02:21:21Z,6370000,False,-18.0,1.0,1,left,S. Barnes Layup (18 PTS) (R. Barrett 5 AST),"[1630567, 1629628]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.85,Made,18.0,,,,,,,R. Barrett,1629628.0,5.0,,,,,,,,
648,PT00M25.20S,2024-02-27T02:21:30.9Z,4,REGULAR,3pt,Jump Shot,[],1630167,95.87713534822602,3.9215686274509802,1610612754,120,127,2024-02-27T02:26:42Z,6395000,False,-230.0,-14.0,1,right,MISS O. Toppin 3PT - blocked,"[1630167, 1630193]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.08,Missed,,,,,,Quickley,1630193.0,,,,,,,,,,,
649,PT00M25.20S,2024-02-27T02:21:30.9Z,4,REGULAR,block,,[],1630193,,,1610612754,120,127,2024-02-27T02:26:42Z,6402500,False,,,0,,I. Quickley BLOCK (1 BLK),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
650,PT00M25.20S,2024-02-27T02:21:30.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,120,127,2024-02-27T02:26:42Z,6406250,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,648.0,,,,,,,,,,,,,,,,
646,PT00M25.20S,2024-02-27T02:21:44.5Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612754,120,127,2024-02-27T02:26:33Z,6410000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M21.30S,2024-02-27T02:27:13.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,92.06636005256242,55.63725490196079,1610612754,122,127,2024-02-27T02:27:17Z,6430000,False,28.0,22.0,1,right,O. Toppin driving Layup (4 PTS) (A. Nembhard 1 AST),"[1630167, 1629614]",1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,3.58,Made,4.0,,,,,,,A. Nembhard,1629614.0,1.0,,,,,,,,
653,PT00M21.10S,2024-02-27T02:27:25.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,122,127,2024-02-27T02:27:25Z,6440000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT00M16.80S,2024-02-27T02:29:13.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630567,6.1268068331143235,51.470588235294116,1610612761,122,129,2024-02-27T02:29:21Z,6450000,False,-7.0,5.0,1,left,S. Barnes cutting DUNK (20 PTS) (K. Olynyk 5 AST),"[1630567, 203482]",1610612761.0,TOR,cutting,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.9,Made,20.0,,,,,,,K. Olynyk,203482.0,5.0,,,,,,,,
656,PT00M16.80S,2024-02-27T02:29:16.7Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629614,,,1610612761,122,129,2024-02-27T02:29:26Z,6470000,False,,,0,,A. Nembhard shooting personal FOUL (3 PF) (Barnes 1 FT),"[1629614, 1630567]",1610612754.0,IND,shooting,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628171.0,,3.0,0.0,Barnes,1630567.0,,
659,PT00M16.80S,2024-02-27T02:29:40.2Z,4,REGULAR,freethrow,1 of 1,[],1630567,,,1610612761,122,130,2024-02-27T02:29:40Z,6490000,False,,,0,,S. Barnes Free Throw 1 of 1 (21 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
660,PT00M10.10S,2024-02-27T02:29:49.0Z,4,REGULAR,3pt,Jump Shot,[],1627783,64.33968462549278,55.14705882352941,1610612754,122,130,2024-02-27T02:29:52Z,6500000,False,26.0,283.0,1,right,MISS P. Siakam 28' 3PT - blocked,"[1627783, 1630567]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,28.39,Missed,,,,,,Barnes,1630567.0,,,,,,,,,,,
661,PT00M10.10S,2024-02-27T02:29:49.0Z,4,REGULAR,block,,[],1630567,,,1610612754,122,130,2024-02-27T02:29:50Z,6510000,False,,,0,,S. Barnes BLOCK (5 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
662,PT00M07.50S,2024-02-27T02:29:51.6Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612754,122,130,2024-02-27T02:29:52Z,6520000,False,,,0,,P. Siakam REBOUND (Off:3 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,660.0,9.0,6.0,3.0,,,,,,,,,,,,,
663,PT00M06.50S,2024-02-27T02:29:52.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629614,67.49342969776609,71.81372549019608,1610612754,122,130,2024-02-27T02:29:55Z,6530000,False,109.0,253.0,1,right,MISS A. Nembhard 27' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,27.56,Missed,,,,,,,,,,,,,,,,,,
664,PT00M04.30S,2024-02-27T02:29:54.8Z,4,REGULAR,rebound,defensive,[],1630193,,,1610612761,122,130,2024-02-27T02:29:54Z,6540000,False,,,0,,I. Quickley REBOUND (Off:0 Def:6),[1630193],1610612761.0,TOR,,,,Quickley,I. Quickley,,,,,Above the Break 3,24+ Right Center,,,,663.0,6.0,6.0,0.0,,,,,,,,,,,,,
665,PT00M00.00S,2024-02-27T02:29:59.9Z,4,REGULAR,period,end,[],0,,,1610612761,122,130,2024-02-27T02:29:59Z,6550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M00.00S,2024-02-27T02:30:03.2Z,4,REGULAR,game,end,[],0,,,0,122,130,2024-02-27T02:30:03Z,6560000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
