actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
88,PT05M06.00S,2025-10-23T00:27:34.0Z,1,REGULAR,turnover,bad pass,[],1628963,,,1610612764,25,14,2025-10-23T00:27:41Z,880000,False,,,0,,M. Bagley III bad pass TURNOVER (1 TO),"[1628963, 1629018]",1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0
89,PT05M06.00S,2025-10-23T00:27:34.0Z,1,REGULAR,steal,,[],1629018,,,1610612749,25,14,2025-10-23T00:27:36Z,890000,False,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
90,PT05M02.00S,2025-10-23T00:27:37.9Z,1,REGULAR,turnover,bad pass,[],1629018,,,1610612749,25,14,2025-10-23T00:27:44Z,900000,False,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1628963]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Bagley III,1628963.0
91,PT05M02.00S,2025-10-23T00:27:37.9Z,1,REGULAR,steal,,[],1628963,,,1610612764,25,14,2025-10-23T00:27:40Z,910000,False,,,0,,M. Bagley III STEAL (1 STL),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
92,PT04M56.00S,2025-10-23T00:27:43.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1642848,85.89027595269383,81.12745098039215,1610612764,25,14,2025-10-23T00:30:09Z,920000,False,156.0,80.0,1,right,MISS T. Johnson 17' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,16-24 Right,,,,,,17.5,Missed,,,,,,,,,,,,,
93,PT04M53.00S,2025-10-23T00:27:46.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612749,25,14,2025-10-23T00:31:05Z,930000,False,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,Mid-Range,16-24 Right,,,,,,,,92.0,2.0,1.0,1.0,,,,,,,,,
94,PT04M50.00S,2025-10-23T00:27:50.8Z,1,REGULAR,3pt,Jump Shot,[],1631260,7.752956636005257,2.7190563725490198,1610612749,28,14,2025-10-23T00:27:58Z,940000,False,236.0,20.0,1,left,A. Green 3PT  (9 PTS) (K. Kuzma 1 AST),"[1631260, 1628398]",1610612749.0,MIL,,,,Green,A. Green,,,,,Right Corner 3,24+ Right,,,,,,23.73,Made,,,,,,,9.0,K. Kuzma,1628398.0,1.0,,,
96,PT04M44.00S,2025-10-23T00:27:59.8Z,1,REGULAR,foul,offensive,[],203114,,,1610612764,28,14,2025-10-23T00:28:14Z,960000,False,,,0,,K. Middleton offensive FOUL (2 PF),"[203114, 1629018]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,101283.0,2.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,
98,PT04M44.00S,2025-10-23T00:27:59.8Z,1,REGULAR,turnover,offensive foul,[],203114,,,1610612764,28,14,2025-10-23T00:27:59Z,980000,False,,,0,,K. Middleton offensive foul TURNOVER (1 TO),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,101283.0,,,,,,,,,,,,,,,,,1.0,,
99,PT04M34.00S,2025-10-23T00:28:22.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629018,28.991458607095925,19.362745098039216,1610612749,28,14,2025-10-23T00:28:27Z,990000,False,153.0,220.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,26.81,Missed,,,,,,,,,,,,,
100,PT04M31.00S,2025-10-23T00:28:25.7Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612764,28,14,2025-10-23T00:28:27Z,1000000,False,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,
101,PT04M28.00S,2025-10-23T00:28:31.5Z,1,REGULAR,foul,personal,[],1631260,,,1610612764,28,14,2025-10-23T00:28:40Z,1010000,False,,,0,,A. Green personal FOUL (2 PF),"[1631260, 1642848]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Left Center,1627961.0,2.0,0.0,Johnson,1642848.0,,,,,,,,,,,,,,,
103,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,out,[],1626167,,,1610612764,28,14,2025-10-23T00:29:01Z,1030000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,out,[],1631260,,,1610612764,28,14,2025-10-23T00:29:01Z,1040000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,out,[],1642267,,,1610612764,28,14,2025-10-23T00:29:01Z,1050000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,out,[],203114,,,1610612764,28,14,2025-10-23T00:29:01Z,1060000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,in,[],1626171,,,1610612764,28,14,2025-10-23T00:29:01Z,1070000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,in,[],1631157,,,1610612764,28,14,2025-10-23T00:29:01Z,1080000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,in,[],1641715,,,1610612764,28,14,2025-10-23T00:29:01Z,1090000,False,,,0,,SUB in: C. Whitmore,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M28.00S,2025-10-23T00:28:40.1Z,1,REGULAR,substitution,in,[],1630557,,,1610612764,28,14,2025-10-23T00:29:01Z,1100000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M18.00S,2025-10-23T00:29:17.7Z,1,REGULAR,turnover,lost ball,[],1642848,,,1610612764,28,14,2025-10-23T00:50:59Z,1110000,False,,,0,,T. Johnson lost ball TURNOVER (1 TO),"[1642848, 1631157]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,Rollins,1631157.0
112,PT04M18.00S,2025-10-23T00:29:17.7Z,1,REGULAR,steal,,[],1631157,,,1610612749,28,14,2025-10-23T00:29:21Z,1120000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT03M59.00S,2025-10-23T00:29:36.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,34.247700394218136,41.42156862745098,1610612749,31,14,2025-10-23T00:29:42Z,1130000,False,43.0,269.0,1,left,K. Porter Jr. 27' 3PT  (8 PTS) (G. Trent Jr. 1 AST),"[1629645, 1629018]",1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Center,,,,,,27.28,Made,,,,,,,8.0,G. Trent Jr.,1629018.0,1.0,,,
115,PT03M47.00S,2025-10-23T00:29:47.7Z,1,REGULAR,3pt,Jump Shot,[],1641715,69.85873850197109,74.50980392156863,1610612764,31,14,2025-10-23T00:29:52Z,1150000,False,123.0,231.0,1,right,MISS C. Whitmore 26' 3PT,[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Right Center,,,,,,26.13,Missed,,,,,,,,,,,,,
116,PT03M44.00S,2025-10-23T00:29:50.7Z,1,REGULAR,rebound,defensive,[],1629018,,,1610612749,31,14,2025-10-23T00:29:52Z,1160000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:3),[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,115.0,3.0,3.0,0.0,,,,,,,,,
117,PT03M38.00S,2025-10-23T00:29:58.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629645,6.915243101182654,50.49019607843137,1610612749,33,14,2025-10-23T00:30:45Z,1170000,False,-2.0,13.0,1,left,K. Porter Jr. driving DUNK (10 PTS),[1629645],1610612749.0,MIL,driving,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,1.27,Made,,,,,,,10.0,,,,,,
118,PT03M38.00S,2025-10-23T00:30:11.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,33,14,2025-10-23T00:30:11Z,1180000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M38.00S,2025-10-23T00:32:08.8Z,1,REGULAR,substitution,out,[],203468,,,1610612764,33,14,2025-10-23T00:32:37Z,1190000,False,,,0,,SUB out: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M38.00S,2025-10-23T00:32:08.8Z,1,REGULAR,substitution,in,[],1642273,,,1610612764,33,14,2025-10-23T00:32:37Z,1200000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M24.00S,2025-10-23T00:33:15.0Z,1,REGULAR,2pt,Jump Shot,[],1642848,79.45137976346912,39.46078431372549,1610612764,33,16,2025-10-23T00:33:21Z,1210000,False,-53.0,141.0,1,right,T. Johnson 15' Jump Shot (2 PTS) (M. Bagley III 1 AST),"[1642848, 1628963]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Center,,,,,,15.02,Made,,,,,,,2.0,M. Bagley III,1628963.0,1.0,,,
123,PT03M10.00S,2025-10-23T00:33:29.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,10.38107752956636,43.37086397058824,1610612749,33,16,2025-10-23T00:34:23Z,1230000,False,33.0,45.0,1,left,MISS K. Kuzma fadeaway Shot,[1628398],1610612749.0,MIL,fadeaway,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,5.59,Missed,,,,,,,,,,,,,
124,PT03M06.00S,2025-10-23T00:33:33.0Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,33,16,2025-10-23T00:33:36Z,1240000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,123.0,1.0,1.0,0.0,,,,,,,,,
125,PT03M04.00S,2025-10-23T00:33:34.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630557,70.51576872536137,11.519607843137255,1610612764,33,16,2025-10-23T00:33:41Z,1250000,False,-192.0,225.0,1,right,MISS C. Kispert 29' running 3PT,[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,29.58,Missed,,,,,,,,,,,,,
126,PT03M01.00S,2025-10-23T00:33:37.7Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612749,33,16,2025-10-23T00:33:41Z,1260000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,
127,PT02M55.00S,2025-10-23T00:33:43.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629645,4.812746386333772,97.30392156862744,1610612749,33,16,2025-10-23T00:34:29Z,1270000,False,-237.0,-7.0,1,left,MISS K. Porter Jr. running 3PT,[1629645],1610612749.0,MIL,running,,,Porter Jr.,K. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,23.66,Missed,,,,,,,,,,,,,
128,PT02M52.00S,2025-10-23T00:33:46.6Z,1,REGULAR,rebound,offensive,[],1631157,,,1610612749,33,16,2025-10-23T00:33:46Z,1280000,False,,,0,,R. Rollins REBOUND (Off:1 Def:0),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Left Corner 3,24+ Left,,,,,,,,127.0,1.0,0.0,1.0,,,,,,,,,
129,PT02M51.00S,2025-10-23T00:33:47.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,35.56176084099869,51.225490196078425,1610612749,33,16,2025-10-23T00:33:55Z,1290000,False,-6.0,282.0,1,left,MISS G. Trent Jr. 28' 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,,,,28.19,Missed,,,,,,,,,,,,,
130,PT02M51.00S,2025-10-23T00:33:47.5Z,1,REGULAR,rebound,defensive,[],1641715,,,1610612764,33,16,2025-10-23T00:33:55Z,1300000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,
131,PT02M42.00S,2025-10-23T00:33:56.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,82.9993429697766,40.44117647058824,1610612764,33,18,2025-10-23T00:34:03Z,1310000,False,-48.0,107.0,1,right,C. Whitmore 11' driving floating Jump Shot (2 PTS),[1641715],1610612764.0,WAS,driving floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.75,Made,,,,,,,2.0,,,,,,
132,PT02M35.00S,2025-10-23T00:34:11.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612749,33,18,2025-10-23T00:34:11Z,1320000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M35.00S,2025-10-23T00:35:17.7Z,1,REGULAR,substitution,out,[],1629018,,,1610612749,33,18,2025-10-23T00:35:35Z,1330000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M35.00S,2025-10-23T00:35:17.7Z,1,REGULAR,substitution,out,[],1629645,,,1610612749,33,18,2025-10-23T00:35:35Z,1340000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M35.00S,2025-10-23T00:35:17.7Z,1,REGULAR,substitution,in,[],1630175,,,1610612749,33,18,2025-10-23T00:35:35Z,1350000,False,,,0,,SUB in: C. Anthony,[1630175],1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M35.00S,2025-10-23T00:35:17.7Z,1,REGULAR,substitution,in,[],1627752,,,1610612749,33,18,2025-10-23T00:35:35Z,1360000,False,,,0,,SUB in: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M19.00S,2025-10-23T00:35:59.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626171,6.1268068331143235,50.73529411764706,1610612749,35,18,2025-10-23T00:36:06Z,1370000,False,-4.0,5.0,1,left,B. Portis cutting finger roll Layup (2 PTS) (T. Prince 1 AST),"[1626171, 1627752]",1610612749.0,MIL,cutting finger roll,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,0.63,Made,,,,,,,2.0,T. Prince,1627752.0,1.0,,,
139,PT02M06.00S,2025-10-23T00:36:12.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642273,82.21090670170827,64.95098039215686,1610612764,35,18,2025-10-23T00:36:19Z,1390000,False,75.0,115.0,1,right,MISS K. George 13' pullup Shot,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,13.69,Missed,,,,,,,,,,,,,
140,PT02M03.00S,2025-10-23T00:36:15.3Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612764,35,18,2025-10-23T00:36:15Z,1400000,False,,,0,,M. Bagley III REBOUND (Off:1 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,139.0,2.0,1.0,1.0,,,,,,,,,
141,PT02M01.00S,2025-10-23T00:36:17.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642273,73.10898488830486,78.45435049019608,1610612764,35,21,2025-10-23T00:36:28Z,1410000,False,142.0,200.0,1,right,K. George 24' 3PT step back (3 PTS),[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Right Center,,,,,,24.57,Made,,,,,,,3.0,,,,,,
142,PT01M55.00S,2025-10-23T00:36:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,8.623521681997373,51.9607843137255,1610612749,37,21,2025-10-23T00:36:30Z,1420000,False,-10.0,29.0,1,left,K. Kuzma driving Layup (2 PTS) (C. Anthony 1 AST),"[1628398, 1630175]",1610612749.0,MIL,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,,,,,,3.02,Made,,,,,,,2.0,C. Anthony,1630175.0,1.0,,,
144,PT01M43.00S,2025-10-23T00:36:35.5Z,1,REGULAR,3pt,Jump Shot,[],1641715,69.85873850197109,24.509803921568626,1610612764,37,21,2025-10-23T00:38:16Z,1440000,False,-127.0,231.0,1,right,MISS C. Whitmore 26' step back 3PT,[1641715],1610612764.0,WAS,step back,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,26.37,Missed,,,,,,,,,,,,,
145,PT01M39.00S,2025-10-23T00:36:39.5Z,1,REGULAR,rebound,defensive,[],1631157,,,1610612749,37,21,2025-10-23T00:36:40Z,1450000,False,,,0,,R. Rollins REBOUND (Off:1 Def:1),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,,
146,PT01M33.00S,2025-10-23T00:36:46.1Z,1,REGULAR,3pt,Jump Shot,[],1630175,5.650459921156373,95.36611519607843,1610612749,40,21,2025-10-23T00:36:55Z,1460000,False,-227.0,1.0,1,left,C. Anthony 3PT  (3 PTS) (K. Kuzma 2 AST),"[1630175, 1628398]",1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Left Corner 3,24+ Left,,,,,,22.68,Made,,,,,,,3.0,K. Kuzma,1628398.0,2.0,,,
148,PT01M24.00S,2025-10-23T00:36:57.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612764,40,21,2025-10-23T00:37:16Z,1480000,False,,,0,,C. Anthony shooting personal FOUL (1 PF) (George 2 FT),"[1630175, 1642273]",1610612749.0,MIL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,200832.0,1.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
150,PT01M24.00S,2025-10-23T00:37:21.2Z,1,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,40,21,2025-10-23T00:37:38Z,1500000,False,,,0,,MISS K. George Free Throw 1 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
151,PT01M24.00S,2025-10-23T00:37:21.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,40,21,2025-10-23T00:37:38Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,,,,
152,PT01M24.00S,2025-10-23T00:37:21.2Z,1,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,40,21,2025-10-23T00:37:38Z,1520000,False,,,0,,MISS K. George Free Throw 2 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
153,PT01M20.00S,2025-10-23T00:37:25.2Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,40,21,2025-10-23T00:37:38Z,1530000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,
154,PT01M12.00S,2025-10-23T00:37:46.3Z,1,REGULAR,2pt,Jump Shot,[],1626171,16.507884362680684,29.901960784313726,1610612749,40,21,2025-10-23T00:37:51Z,1540000,False,100.0,103.0,1,left,MISS B. Portis 14' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,14.37,Missed,,,,,,,,,,,,,
155,PT01M09.00S,2025-10-23T00:37:49.3Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,40,21,2025-10-23T00:37:51Z,1550000,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Right,,,,,,,,154.0,1.0,1.0,0.0,,,,,,,,,
156,PT01M05.00S,2025-10-23T00:37:56.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630175,,,1610612764,40,21,2025-10-23T00:38:17Z,1560000,False,,,0,,C. Anthony personal FOUL (2 PF) (George 2 FT),"[1630175, 1642273]",1610612749.0,MIL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,200832.0,2.0,0.0,George,1642273.0,,,,,,,,,,,,,,,
158,PT01M05.00S,2025-10-23T00:38:18.3Z,1,REGULAR,freethrow,1 of 2,[],1642273,,,1610612764,40,22,2025-10-23T00:38:33Z,1580000,False,,,0,,K. George Free Throw 1 of 2 (4 PTS),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,
159,PT01M05.00S,2025-10-23T00:38:18.3Z,1,REGULAR,freethrow,2 of 2,[],1642273,,,1610612764,40,22,2025-10-23T00:38:33Z,1590000,False,,,0,,MISS K. George Free Throw 2 of 2,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
160,PT01M02.00S,2025-10-23T00:38:21.3Z,1,REGULAR,rebound,offensive,[],1641715,,,1610612764,40,22,2025-10-23T00:38:33Z,1600000,False,,,0,,C. Whitmore REBOUND (Off:1 Def:1),[1641715],1610612764.0,WAS,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,159.0,2.0,1.0,1.0,,,,,,,,,
161,PT00M58.40S,2025-10-23T00:38:33.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630557,72.13781208935612,77.96415441176471,1610612764,40,22,2025-10-23T00:38:47Z,1610000,False,140.0,209.0,1,right,MISS C. Kispert 25' 3PT,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Right Center,,,,,,25.18,Missed,,,,,,,,,,,,,
162,PT00M57.00S,2025-10-23T00:38:35.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612749,40,22,2025-10-23T00:38:47Z,1620000,False,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,161.0,,,,,,,,,,,,
164,PT00M37.60S,2025-10-23T00:39:06.2Z,1,REGULAR,2pt,Jump Shot,[],1626171,17.427726675427067,72.54901960784314,1610612749,40,22,2025-10-23T00:39:17Z,1640000,False,-113.0,111.0,1,left,MISS B. Portis 15' turnaround fadeaway Shot,[1626171],1610612749.0,MIL,turnaround fadeaway,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,,15.84,Missed,,,,,,,,,,,,,
165,PT00M34.40S,2025-10-23T00:39:09.4Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,40,22,2025-10-23T00:39:17Z,1650000,False,,,0,,T. Johnson REBOUND (Off:0 Def:2),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,164.0,2.0,2.0,0.0,,,,,,,,,
166,PT00M29.10S,2025-10-23T00:39:16.1Z,1,REGULAR,turnover,bad pass,[],1642848,,,1610612764,40,22,2025-10-23T00:40:38Z,1660000,False,,,0,,T. Johnson bad pass TURNOVER (2 TO),"[1642848, 1628398]",1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Kuzma,1628398.0
167,PT00M29.10S,2025-10-23T00:39:16.1Z,1,REGULAR,steal,,[],1628398,,,1610612749,40,22,2025-10-23T00:39:18Z,1670000,False,,,0,,K. Kuzma STEAL (1 STL),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
168,PT00M24.90S,2025-10-23T00:39:23.9Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612749,40,22,2025-10-23T00:40:48Z,1680000,False,,,0,,K. Kuzma bad pass TURNOVER (1 TO),"[1628398, 1642848]",1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,1.0,Johnson,1642848.0
169,PT00M24.90S,2025-10-23T00:39:23.9Z,1,REGULAR,steal,,[],1642848,,,1610612764,40,22,2025-10-23T00:39:27Z,1690000,False,,,0,,T. Johnson STEAL (1 STL),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
