actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
271,PT02M02.00S,2022-03-13T20:01:42.3Z,2,REGULAR,3pt,Jump Shot,[],1630595,68.38042049934297,33.82352941176471,1610612765,47,36,2022-03-13T20:01:47Z,2690000,-81.0,245.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
272,PT02M00.00S,2022-03-13T20:01:44.3Z,2,REGULAR,rebound,defensive,[],1627826,,,1610612746,47,36,2022-03-13T20:01:47Z,2700000,,,0,,I. Zubac REBOUND (Off:0 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,271.0,6.0,6.0,0.0,,,,,,,,,,,,,,
273,PT01M46.00S,2022-03-13T20:02:00.3Z,2,REGULAR,2pt,Jump Shot,[],202694,20.811432325886997,69.8529411764706,1610612746,47,36,2022-03-13T20:02:20Z,2710000,-99.0,143.0,1,left,MISS M. Morris Sr. 17' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,17.42,Missed,,,,,,,,,,,,,,,,,,
274,PT01M46.00S,2022-03-13T20:02:00.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,47,36,2022-03-13T20:02:09Z,2720000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,,,
275,PT01M46.00S,2022-03-13T20:02:05.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203924,,,1610612746,47,36,2022-03-13T20:02:16Z,2730000,,,0,,J. Grant personal FOUL (2 PF) (Zubac 2 FT),"[203924, 1627826]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,202056.0,,,,,2.0,0.0,Zubac,1627826.0,,,,
277,PT01M46.00S,2022-03-13T20:02:33.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627826,,,1610612746,47,37,2022-03-13T20:03:03Z,2750000,,,0,,I. Zubac Free Throw 1 of 2 (4 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
278,PT01M46.00S,2022-03-13T20:02:34.4Z,2,REGULAR,substitution,out,[],203482,,,1610612746,47,37,2022-03-13T20:02:43Z,2760000,,,0,,SUB out: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
279,PT01M46.00S,2022-03-13T20:02:34.4Z,2,REGULAR,substitution,out,[],201587,,,1610612746,47,37,2022-03-13T20:02:43Z,2770000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
280,PT01M46.00S,2022-03-13T20:02:34.4Z,2,REGULAR,substitution,in,[],1630587,,,1610612746,47,37,2022-03-13T20:02:43Z,2780000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
281,PT01M46.00S,2022-03-13T20:02:34.4Z,2,REGULAR,substitution,in,[],1628379,,,1610612746,47,37,2022-03-13T20:02:43Z,2790000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
282,PT01M46.00S,2022-03-13T20:02:33.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627826,,,1610612746,47,37,2022-03-13T20:03:03Z,2800000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,
283,PT01M43.00S,2022-03-13T20:02:36.6Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,47,37,2022-03-13T20:03:03Z,2810000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,282.0,3.0,3.0,0.0,,,,,,,,,,,,,,
284,PT01M35.00S,2022-03-13T20:03:10.3Z,2,REGULAR,3pt,Jump Shot,[],1630180,69.30026281208936,25.490196078431367,1610612765,47,37,2022-03-13T20:03:14Z,2820000,-123.0,236.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,
285,PT01M33.00S,2022-03-13T20:03:12.3Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,47,37,2022-03-13T20:03:14Z,2830000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,284.0,3.0,3.0,0.0,,,,,,,,,,,,,,
286,PT01M29.00S,2022-03-13T20:03:18.3Z,2,REGULAR,turnover,out-of-bounds,[],202704,,,1610612746,47,37,2022-03-13T20:03:24Z,2840000,,,0,,R. Jackson lost ball out-of-bounds TURNOVER (1 TO),[202704],1610612746.0,LAC,lost ball,,,Jackson,R. Jackson,,,,,,,,,,,,204058.0,1.0,,,,,,,,,,,
287,PT01M09.00S,2022-03-13T20:03:42.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203924,92.29632063074901,47.549019607843135,1610612765,49,37,2022-03-13T20:03:47Z,2850000,-12.0,20.0,1,right,J. Grant driving Layup (7 PTS),[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,2.34,Made,,,,,7.0,,,,,,,,,,,,,
288,PT00M49.00S,2022-03-13T20:04:03.8Z,2,REGULAR,turnover,lost ball,[],1627826,,,1610612746,49,37,2022-03-13T20:04:07Z,2860000,,,0,,I. Zubac lost ball TURNOVER (1 TO),"[1627826, 1630180]",1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,1.0,,,,,,,,,,Bey,1630180.0
289,PT00M49.00S,2022-03-13T20:04:03.8Z,2,REGULAR,steal,,[],1630180,,,1610612765,49,37,2022-03-13T20:04:05Z,2870000,,,0,,S. Bey STEAL (2 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M43.40S,2022-03-13T20:04:11.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202694,,,1610612765,49,37,2022-03-13T20:04:25Z,2880000,,,0,,M. Morris Sr. shooting personal FOUL (1 PF) (Bey 2 FT),"[202694, 1630180]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Bey,1630180.0,,,,
292,PT00M43.40S,2022-03-13T20:04:38.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630180,,,1610612765,50,37,2022-03-13T20:04:38Z,2900000,,,0,,S. Bey Free Throw 1 of 2 (8 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
293,PT00M43.40S,2022-03-13T20:04:44.6Z,2,REGULAR,substitution,out,[],1629599,,,1610612765,50,37,2022-03-13T20:04:51Z,2910000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M43.40S,2022-03-13T20:04:44.6Z,2,REGULAR,substitution,in,[],1629611,,,1610612765,50,37,2022-03-13T20:04:51Z,2920000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
295,PT00M43.40S,2022-03-13T20:05:01.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630180,,,1610612765,51,37,2022-03-13T20:05:01Z,2930000,,,0,,S. Bey Free Throw 2 of 2 (9 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
296,PT00M36.20S,2022-03-13T20:05:14.9Z,2,REGULAR,2pt,Jump Shot,[],202704,20.68002628120894,73.0392156862745,1610612746,51,37,2022-03-13T20:05:22Z,2940000,-115.0,142.0,1,left,MISS R. Jackson 18' pullup Shot,[202704],1610612746.0,LAC,pullup,,,Jackson,R. Jackson,,,,,18.28,Missed,,,,,,,,,,,,,,,,,,
297,PT00M30.30S,2022-03-13T20:05:20.8Z,2,REGULAR,rebound,defensive,[],203924,,,1610612765,51,37,2022-03-13T20:05:20Z,2950000,,,0,,J. Grant REBOUND (Off:0 Def:4),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,296.0,4.0,4.0,0.0,,,,,,,,,,,,,,
298,PT00M21.10S,2022-03-13T20:05:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.3988173455979,46.81372549019608,1610612765,53,37,2022-03-13T20:05:38Z,2960000,-16.0,0.0,1,right,C. Cunningham reverse Layup (11 PTS),[1630595],1610612765.0,DET,reverse,,,Cunningham,C. Cunningham,,,,,1.59,Made,,,,,11.0,,,,,,,,,,,,,
299,PT00M03.60S,2022-03-13T20:05:53.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202709,,,1610612746,53,37,2022-03-13T20:06:07Z,2970000,,,0,,C. Joseph shooting personal FOUL (2 PF) (Morris Sr. 2 FT),"[202709, 202694]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,,,,,,,,202056.0,,,,,2.0,0.0,Morris Sr.,202694.0,,,,
301,PT00M03.60S,2022-03-13T20:06:31.1Z,2,REGULAR,freethrow,1 of 2,[],202694,,,1610612746,53,38,2022-03-13T20:06:31Z,2990000,,,0,,M. Morris Sr. Free Throw 1 of 2 (14 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
302,PT00M03.60S,2022-03-13T20:06:59.1Z,2,REGULAR,freethrow,2 of 2,[],202694,,,1610612746,53,39,2022-03-13T20:06:59Z,3000000,,,0,,M. Morris Sr. Free Throw 2 of 2 (15 PTS),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
303,PT00M02.40S,2022-03-13T20:07:10.0Z,2,REGULAR,3pt,Jump Shot,[],203924,70.48291721419186,79.90196078431373,1610612765,53,39,2022-03-13T20:08:04Z,3010000,150.0,225.0,1,right,MISS J. Grant 27' turnaround 3PT,[203924],1610612765.0,DET,turnaround,,,Grant,J. Grant,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,
304,PT00M00.20S,2022-03-13T20:07:12.2Z,2,REGULAR,rebound,defensive,[],202694,,,1610612746,53,39,2022-03-13T20:08:04Z,3020000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,303.0,4.0,4.0,0.0,,,,,,,,,,,,,,
305,PT00M00.00S,2022-03-13T20:07:16.3Z,2,REGULAR,period,end,[],0,,,1610612746,53,39,2022-03-13T20:07:16Z,3030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-03-13T20:21:21.2Z,3,REGULAR,substitution,out,['startperiod'],1630587,,,1610612746,53,39,2022-03-13T20:22:40Z,3040000,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-03-13T20:21:21.2Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612746,53,39,2022-03-13T20:22:40Z,3050000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-03-13T20:21:21.2Z,3,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,53,39,2022-03-13T20:22:40Z,3060000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-03-13T20:21:21.2Z,3,REGULAR,substitution,in,['startperiod'],1628963,,,1610612746,53,39,2022-03-13T20:22:40Z,3070000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-03-13T20:21:21.2Z,3,REGULAR,substitution,in,['startperiod'],1629599,,,1610612746,53,39,2022-03-13T20:22:40Z,3080000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-03-13T20:21:21.2Z,3,REGULAR,substitution,in,['startperiod'],201587,,,1610612746,53,39,2022-03-13T20:22:40Z,3090000,,,0,,SUB in: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-03-13T20:22:53.1Z,3,REGULAR,period,start,[],0,,,1610612746,53,39,2022-03-13T20:22:53Z,3100000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT11M43.00S,2022-03-13T20:23:08.5Z,3,REGULAR,2pt,Jump Shot,[],202694,76.92181340341656,39.21568627450981,1610612746,53,39,2022-03-13T20:23:12Z,3110000,-54.0,164.0,1,right,MISS M. Morris Sr. 17' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,17.3,Missed,,,,,,,,,,,,,,,,,,
314,PT11M41.00S,2022-03-13T20:23:10.5Z,3,REGULAR,rebound,defensive,[],1630180,,,1610612765,53,39,2022-03-13T20:23:12Z,3120000,,,0,,S. Bey REBOUND (Off:0 Def:8),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,313.0,8.0,8.0,0.0,,,,,,,,,,,,,,
315,PT11M29.00S,2022-03-13T20:23:24.0Z,3,REGULAR,2pt,Jump Shot,[],203924,22.2568988173456,64.2156862745098,1610612765,53,39,2022-03-13T20:23:28Z,3130000,-71.0,157.0,1,left,MISS J. Grant 17' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,17.21,Missed,,,,,,,,,,,,,,,,,,
316,PT11M27.00S,2022-03-13T20:23:26.0Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,53,39,2022-03-13T20:23:28Z,3140000,,,0,,I. Zubac REBOUND (Off:0 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,315.0,7.0,7.0,0.0,,,,,,,,,,,,,,
317,PT11M17.00S,2022-03-13T20:23:34.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,91.77069645203679,49.754901960784316,1610612746,53,39,2022-03-13T20:23:40Z,3150000,-1.0,25.0,1,right,MISS R. Jackson driving floating Shot,[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,2.49,Missed,,,,,,,,,,,,,,,,,,
318,PT11M13.00S,2022-03-13T20:23:38.5Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,53,39,2022-03-13T20:23:38Z,3160000,,,0,,I. Zubac REBOUND (Off:1 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,317.0,8.0,7.0,1.0,,,,,,,,,,,,,,
319,PT11M13.00S,2022-03-13T20:23:38.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627826,94.40999984741211,50.0,1610612746,53,39,2022-03-13T20:23:38Z,3170000,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
320,PT11M11.00S,2022-03-13T20:23:40.4Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,53,39,2022-03-13T20:23:40Z,3180000,,,0,,I. Zubac REBOUND (Off:2 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,319.0,9.0,7.0,2.0,,,,,,,,,,,,,,
321,PT11M11.00S,2022-03-13T20:23:40.4Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627826,94.40999984741211,50.0,1610612746,53,39,2022-03-13T20:23:42Z,3190000,0.0,0.0,1,right,MISS I. Zubac tip Layup,[1627826],1610612746.0,LAC,tip,,,Zubac,I. Zubac,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
322,PT11M11.00S,2022-03-13T20:23:40.4Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,53,39,2022-03-13T20:23:42Z,3200000,,,0,,C. Joseph REBOUND (Off:0 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,321.0,3.0,3.0,0.0,,,,,,,,,,,,,,
323,PT11M05.00S,2022-03-13T20:23:47.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,10.298948751642584,45.58823529411765,1610612765,55,39,2022-03-13T20:23:53Z,3210000,22.0,44.0,1,left,M. Bagley III turnaround Hook (5 PTS) (C. Cunningham 5 AST),"[1628963, 1630595]",1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,4.95,Made,,,,,5.0,,,C. Cunningham,1630595.0,5.0,,,,,,,,
325,PT10M42.00S,2022-03-13T20:24:09.9Z,3,REGULAR,3pt,Jump Shot,[],202704,66.80354796320631,31.617647058823522,1610612746,55,42,2022-03-13T20:24:18Z,3230000,-92.0,260.0,1,right,R. Jackson 27' 3PT  (5 PTS) (I. Zubac 1 AST),"[202704, 1627826]",1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,27.53,Made,,,,,5.0,,,I. Zubac,1627826.0,1.0,,,,,,,,
327,PT10M19.00S,2022-03-13T20:24:33.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,6.093955321944804,38.23529411764706,1610612765,55,42,2022-03-13T20:24:36Z,3250000,59.0,5.0,1,left,MISS M. Bagley III turnaround Hook,[1628963],1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,5.9,Missed,,,,,,,,,,,,,,,,,,
328,PT10M17.00S,2022-03-13T20:24:35.0Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,55,42,2022-03-13T20:24:36Z,3260000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:5),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,327.0,5.0,5.0,0.0,,,,,,,,,,,,,,
329,PT10M11.00S,2022-03-13T20:24:42.7Z,3,REGULAR,2pt,Jump Shot,[],202694,77.31603153745073,34.31372549019608,1610612746,55,42,2022-03-13T20:24:49Z,3270000,-78.0,161.0,1,right,MISS M. Morris Sr. 17' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,17.88,Missed,,,,,,,,,,,,,,,,,,
330,PT10M11.00S,2022-03-13T20:24:46.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,55,42,2022-03-13T20:24:46Z,3280000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,329.0,,,,,,,,,,,,,,,,,
331,PT10M11.00S,2022-03-13T20:24:47.5Z,3,REGULAR,foul,personal,[],203924,,,1610612746,55,42,2022-03-13T20:25:12Z,3290000,,,0,,J. Grant loose ball personal FOUL (3 PF),"[203924, 1627826]",1610612765.0,DET,loose ball,,,Grant,J. Grant,,,,,,,,,,,,202056.0,,,,,3.0,0.0,Zubac,1627826.0,,,,
333,PT10M05.00S,2022-03-13T20:25:08.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202704,92.42772667542707,48.774509803921575,1610612746,55,44,2022-03-13T20:28:09Z,3310000,-6.0,19.0,1,right,R. Jackson driving finger roll Layup (7 PTS) (N. Batum 3 AST),"[202704, 201587]",1610612746.0,LAC,driving finger roll,,,Jackson,R. Jackson,,,,,1.97,Made,,,,,7.0,,,N. Batum,201587.0,3.0,,,,,,,,
334,PT09M52.00S,2022-03-13T20:25:21.2Z,3,REGULAR,3pt,Jump Shot,[],1628963,33.163600525624176,49.01960784313726,1610612765,55,44,2022-03-13T20:25:33Z,3320000,5.0,259.0,1,left,MISS M. Bagley III 25' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
335,PT09M51.00S,2022-03-13T20:25:23.4Z,3,REGULAR,rebound,offensive,[],202709,,,1610612765,55,44,2022-03-13T20:25:23Z,3330000,,,0,,C. Joseph REBOUND (Off:1 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,334.0,4.0,3.0,1.0,,,,,,,,,,,,,,
336,PT09M40.00S,2022-03-13T20:25:37.9Z,3,REGULAR,foul,personal,['2freethrow'],202704,,,1610612765,55,44,2022-03-13T20:25:55Z,3340000,,,0,,R. Jackson shooting personal FOUL (2 PF) (Bey 2 FT),"[202704, 1630180]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,202056.0,,,,,2.0,0.0,Bey,1630180.0,,,,
338,PT09M40.00S,2022-03-13T20:26:08.2Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612765,55,44,2022-03-13T20:26:08Z,3360000,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Missed,,,,,,,,,,,,,,,,,,
339,PT09M40.00S,2022-03-13T20:26:08.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,55,44,2022-03-13T20:26:08Z,3370000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,338.0,,,,,,,,,,,,,,,,,
340,PT09M40.00S,2022-03-13T20:26:33.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630180,,,1610612765,56,44,2022-03-13T20:26:33Z,3380000,,,0,,S. Bey Free Throw 2 of 2 (10 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
341,PT09M19.00S,2022-03-13T20:26:56.4Z,3,REGULAR,3pt,Jump Shot,[],1629599,66.27792378449408,55.14705882352941,1610612746,56,44,2022-03-13T20:27:05Z,3390000,26.0,264.0,1,right,MISS A. Coffey 26' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,
342,PT09M19.00S,2022-03-13T20:26:56.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612746,56,44,2022-03-13T20:27:05Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,341.0,,,,,,,,,,,,,,,,,
343,PT09M19.00S,2022-03-13T20:27:06.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,56,44,2022-03-13T20:27:06Z,3410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT09M05.00S,2022-03-13T20:27:31.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],202694,78.76149802890933,53.18627450980392,1610612746,56,46,2022-03-13T20:28:02Z,3420000,16.0,147.0,1,right,M. Morris Sr. 14' pullup Jump Shot (17 PTS) (R. Jackson 1 AST),"[202694, 202704]",1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,14.8,Made,,,,,17.0,,,R. Jackson,202704.0,1.0,,,,,,,,
346,PT08M45.00S,2022-03-13T20:27:52.5Z,3,REGULAR,turnover,bad pass,[],203924,,,1610612765,56,46,2022-03-13T20:27:56Z,3440000,,,0,,J. Grant bad pass TURNOVER (2 TO),"[203924, 1627826]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,2.0,,,,,,,,,,Zubac,1627826.0
347,PT08M45.00S,2022-03-13T20:27:52.5Z,3,REGULAR,steal,,[],1627826,,,1610612746,56,46,2022-03-13T20:27:54Z,3450000,,,0,,I. Zubac STEAL (1 STL),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,
348,PT08M35.00S,2022-03-13T20:28:01.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201587,81.12680683311433,5.637254901960787,1610612746,56,46,2022-03-13T20:28:13Z,3460000,-222.0,125.0,1,right,MISS N. Batum 25' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
349,PT08M35.00S,2022-03-13T20:28:01.7Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,56,46,2022-03-13T20:28:13Z,3470000,,,0,,I. Zubac REBOUND (Off:3 Def:7),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,348.0,10.0,7.0,3.0,,,,,,,,,,,,,,
350,PT08M31.00S,2022-03-13T20:28:05.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627826,92.42772667542707,46.07843137254902,1610612746,56,48,2022-03-13T20:28:16Z,3480000,-20.0,19.0,1,right,I. Zubac turnaround Hook (6 PTS),[1627826],1610612746.0,LAC,turnaround,,,Zubac,I. Zubac,,,,,2.71,Made,,,,,6.0,,,,,,,,,,,,,
359,PT08M13.00S,2022-03-13T20:28:45.2Z,3,REGULAR,foul,personal,[],202694,,,1610612765,56,48,2022-03-13T20:33:03Z,3515000,,,0,,M. Morris Sr. personal FOUL (2 PF),"[202694, 1630180]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Bey,1630180.0,,,,
443,PT08M13.00S,2022-03-13T20:28:52.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,56,48,2022-03-13T20:50:00Z,3523125,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT08M13.00S,2022-03-13T20:29:00.3Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612765,56,48,2022-03-13T20:28:45Z,3530000,,,0,,,[],1610612765.0,DET,overturned,,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,
357,PT08M01.00S,2022-03-13T20:32:28.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,8.196452036793687,48.28431372549019,1610612765,58,48,2022-03-13T20:34:22Z,3540000,9.0,25.0,1,left,M. Bagley III alley-oop DUNK (7 PTS) (C. Cunningham 6 AST),"[1628963, 1630595]",1610612765.0,DET,alley-oop,,,Bagley III,M. Bagley III,,,,,2.6,Made,,,,,7.0,,,C. Cunningham,1630595.0,6.0,,,,,,,,
