actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
88,PT03M17.00S,2022-03-13T19:24:43.7Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612765,17,7,2022-03-13T19:24:43Z,880000,,,0,,M. Bagley III REBOUND (Off:1 Def:4),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,87.0,5.0,4.0,1.0,,,,,,,,,,,,,,
91,PT03M04.00S,2022-03-13T19:24:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,91.50788436268068,50.0,1610612765,19,7,2022-03-13T19:26:02Z,890000,0.0,27.0,1,right,S. Bey cutting Layup (5 PTS) (C. Joseph 2 AST),"[1630180, 202709]",1610612765.0,DET,cutting,,,Bey,S. Bey,,,,,2.73,Made,,,,,5.0,,,C. Joseph,202709.0,2.0,,,,,,,,
93,PT02M48.00S,2022-03-13T19:25:15.9Z,1,REGULAR,foul,personal,['2freethrow'],203924,,,1610612746,19,7,2022-03-13T19:25:31Z,910000,,,0,,J. Grant shooting personal FOUL (1 PF) (Hartenstein 2 FT),"[203924, 1628392]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Hartenstein,1628392.0,,,,
95,PT02M48.00S,2022-03-13T19:25:34.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,19,7,2022-03-13T19:25:34Z,930000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M48.00S,2022-03-13T19:25:37.0Z,1,REGULAR,substitution,out,[],1630595,,,1610612746,19,7,2022-03-13T19:28:11Z,940000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M48.00S,2022-03-13T19:25:37.0Z,1,REGULAR,substitution,out,[],1628963,,,1610612746,19,7,2022-03-13T19:28:11Z,950000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M48.00S,2022-03-13T19:25:37.0Z,1,REGULAR,substitution,out,[],202694,,,1610612746,19,7,2022-03-13T19:28:11Z,960000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M48.00S,2022-03-13T19:25:37.0Z,1,REGULAR,substitution,in,[],1630240,,,1610612746,19,7,2022-03-13T19:28:11Z,970000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M48.00S,2022-03-13T19:25:37.0Z,1,REGULAR,substitution,in,[],203482,,,1610612746,19,7,2022-03-13T19:28:11Z,980000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M48.00S,2022-03-13T19:25:37.0Z,1,REGULAR,substitution,in,[],1630527,,,1610612746,19,7,2022-03-13T19:28:11Z,990000,,,0,,SUB in: B. Boston Jr.,[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M48.00S,2022-03-13T19:28:28.2Z,1,REGULAR,freethrow,1 of 2,[],1628392,,,1610612746,19,8,2022-03-13T19:28:43Z,1000000,,,0,,I. Hartenstein Free Throw 1 of 2 (1 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
103,PT02M48.00S,2022-03-13T19:28:28.2Z,1,REGULAR,freethrow,2 of 2,[],1628392,,,1610612746,19,8,2022-03-13T19:28:43Z,1010000,,,0,,MISS I. Hartenstein Free Throw 2 of 2,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Missed,,,,,,,,,,,,,,,,,,
104,PT02M45.00S,2022-03-13T19:28:31.2Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,19,8,2022-03-13T19:28:43Z,1020000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT02M29.00S,2022-03-13T19:29:04.1Z,1,REGULAR,foul,offensive,[],203482,,,1610612765,19,8,2022-03-13T19:29:31Z,1030000,,,0,,K. Olynyk offensive FOUL (1 PF),"[203482, 1628392]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Hartenstein,1628392.0,,,,
107,PT02M29.00S,2022-03-13T19:29:04.1Z,1,REGULAR,turnover,offensive foul,[],203482,,,1610612765,19,8,2022-03-13T19:29:04Z,1050000,,,0,,K. Olynyk offensive foul TURNOVER (1 TO),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,202056.0,1.0,,,,,,,,,,,
108,PT02M08.00S,2022-03-13T19:29:37.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,10.036136662286467,49.754901960784316,1610612746,19,10,2022-03-13T19:29:41Z,1060000,1.0,42.0,1,left,R. Jackson floating Jump Shot (2 PTS),[202704],1610612746.0,LAC,floating,,,Jackson,R. Jackson,,,,,4.18,Made,,,,,2.0,,,,,,,,,,,,,
109,PT02M01.00S,2022-03-13T19:29:48.5Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612765,19,10,2022-03-13T19:29:58Z,1070000,,,0,,R. Jackson shooting personal FOUL (1 PF) (Olynyk 2 FT),"[202704, 203482]",1610612746.0,LAC,shooting,,,Jackson,R. Jackson,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Olynyk,203482.0,,,,
111,PT02M01.00S,2022-03-13T19:30:10.9Z,1,REGULAR,freethrow,1 of 2,[],203482,,,1610612765,20,10,2022-03-13T19:30:10Z,1090000,,,0,,K. Olynyk Free Throw 1 of 2 (1 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
112,PT02M01.00S,2022-03-13T19:30:11.6Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,20,10,2022-03-13T19:30:15Z,1100000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M01.00S,2022-03-13T19:30:11.6Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,20,10,2022-03-13T19:30:15Z,1110000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M01.00S,2022-03-13T19:30:20.4Z,1,REGULAR,substitution,out,[],202704,,,1610612765,20,10,2022-03-13T19:30:24Z,1120000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M01.00S,2022-03-13T19:30:20.4Z,1,REGULAR,substitution,in,[],1629599,,,1610612765,20,10,2022-03-13T19:30:24Z,1130000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M01.00S,2022-03-13T19:30:30.1Z,1,REGULAR,freethrow,2 of 2,[],203482,,,1610612765,21,10,2022-03-13T19:30:30Z,1140000,,,0,,K. Olynyk Free Throw 2 of 2 (2 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
117,PT01M39.00S,2022-03-13T19:30:53.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,8.459264126149804,55.88235294117647,1610612746,21,12,2022-03-13T19:30:57Z,1150000,-29.0,27.0,1,left,T. Mann driving floating Jump Shot (2 PTS) (A. Coffey 2 AST),"[1629611, 1629599]",1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,3.99,Made,,,,,2.0,,,A. Coffey,1629599.0,2.0,,,,,,,,
119,PT01M18.00S,2022-03-13T19:31:14.0Z,1,REGULAR,3pt,Jump Shot,[],203482,69.82588699080158,25.980392156862735,1610612765,24,12,2022-03-13T19:31:18Z,1170000,-120.0,231.0,1,right,K. Olynyk 26' 3PT  (5 PTS) (S. Lee 1 AST),"[203482, 1630240]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,26.04,Made,,,,,5.0,,,S. Lee,1630240.0,1.0,,,,,,,,
121,PT00M57.40S,2022-03-13T19:31:34.6Z,1,REGULAR,2pt,Jump Shot,[],1630527,19.033344283837067,68.359375,1610612746,24,14,2022-03-13T19:31:41Z,1190000,-92.0,126.0,1,left,B. Boston Jr. 15' pullup Jump Shot (2 PTS) (L. Kennard 1 AST),"[1630527, 1628379]",1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,15.62,Made,,,,,2.0,,,L. Kennard,1628379.0,1.0,,,,,,,,
123,PT00M41.30S,2022-03-13T19:31:53.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203924,91.77069645203679,48.0392156862745,1610612765,24,14,2022-03-13T19:31:59Z,1210000,-10.0,25.0,1,right,MISS J. Grant driving Layup,[203924],1610612765.0,DET,driving,,,Grant,J. Grant,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
124,PT00M39.30S,2022-03-13T19:31:55.8Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612746,24,14,2022-03-13T19:31:59Z,1220000,,,0,,T. Mann REBOUND (Off:0 Def:2),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,
125,PT00M33.00S,2022-03-13T19:32:02.3Z,1,REGULAR,3pt,Jump Shot,[],1629599,8.590670170827863,2.6960784313725554,1610612746,24,14,2022-03-13T19:32:06Z,1230000,237.0,28.0,1,left,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,23.82,Missed,,,,,,,,,,,,,,,,,,
126,PT00M30.40S,2022-03-13T19:32:04.9Z,1,REGULAR,rebound,defensive,[],203924,,,1610612765,24,14,2022-03-13T19:32:06Z,1240000,,,0,,J. Grant REBOUND (Off:0 Def:2),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,125.0,2.0,2.0,0.0,,,,,,,,,,,,,,
127,PT00M22.00S,2022-03-13T19:32:16.7Z,1,REGULAR,turnover,out-of-bounds,[],203924,,,1610612765,24,14,2022-03-13T19:32:21Z,1250000,,,0,,J. Grant bad pass out-of-bounds TURNOVER (1 TO),[203924],1610612765.0,DET,bad pass,,,Grant,J. Grant,,,,,,,,,,,,2004.0,1.0,,,,,,,,,,,
128,PT00M05.60S,2022-03-13T19:32:41.5Z,1,REGULAR,foul,personal,['2freethrow'],1630240,,,1610612746,24,14,2022-03-13T19:32:56Z,1260000,,,0,,S. Lee shooting personal FOUL (1 PF) (Mann 2 FT),"[1630240, 1629611]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,,,,,,,,204058.0,,,,,1.0,0.0,Mann,1629611.0,,,,
130,PT00M05.60S,2022-03-13T19:33:13.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629611,,,1610612746,24,15,2022-03-13T19:33:13Z,1280000,,,0,,T. Mann Free Throw 1 of 2 (3 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
131,PT00M05.60S,2022-03-13T19:33:33.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629611,,,1610612746,24,16,2022-03-13T19:33:33Z,1290000,,,0,,T. Mann Free Throw 2 of 2 (4 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
132,PT00M00.20S,2022-03-13T19:33:45.1Z,1,REGULAR,3pt,Jump Shot,[],202709,67.46057818659658,45.34313725490197,1610612765,24,16,2022-03-13T19:34:12Z,1300000,-23.0,253.0,1,right,MISS C. Joseph 25' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,
133,PT00M00.10S,2022-03-13T19:33:45.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,24,16,2022-03-13T19:34:12Z,1310000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,
134,PT00M00.00S,2022-03-13T19:33:50.5Z,1,REGULAR,period,end,[],0,,,1610612765,24,16,2022-03-13T19:33:50Z,1320000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2022-03-13T19:35:31.3Z,2,REGULAR,substitution,out,['startperiod'],203924,,,1610612765,24,16,2022-03-13T19:36:22Z,1330000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2022-03-13T19:35:31.3Z,2,REGULAR,substitution,out,['startperiod'],202709,,,1610612765,24,16,2022-03-13T19:36:22Z,1340000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2022-03-13T19:35:31.3Z,2,REGULAR,substitution,in,['startperiod'],1630180,,,1610612765,24,16,2022-03-13T19:36:22Z,1350000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2022-03-13T19:35:31.3Z,2,REGULAR,substitution,in,['startperiod'],1630595,,,1610612765,24,16,2022-03-13T19:36:22Z,1360000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-03-13T19:36:27.9Z,2,REGULAR,period,start,[],0,,,1610612746,24,16,2022-03-13T19:36:27Z,1370000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M42.00S,2022-03-13T19:36:47.0Z,2,REGULAR,foul,personal,['2freethrow'],203482,,,1610612746,24,16,2022-03-13T19:36:58Z,1380000,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Hartenstein 2 FT),"[203482, 1628392]",1610612765.0,DET,shooting,,,Olynyk,K. Olynyk,,,,,,,,,,,,2004.0,,,,,2.0,0.0,Hartenstein,1628392.0,,,,
142,PT11M42.00S,2022-03-13T19:37:12.2Z,2,REGULAR,freethrow,1 of 2,[],1628392,,,1610612746,24,16,2022-03-13T19:37:12Z,1400000,,,0,,MISS I. Hartenstein Free Throw 1 of 2,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT11M42.00S,2022-03-13T19:37:12.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612746,24,16,2022-03-13T19:37:12Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,,
144,PT11M42.00S,2022-03-13T19:37:23.4Z,2,REGULAR,freethrow,2 of 2,[],1628392,,,1610612746,24,17,2022-03-13T19:37:23Z,1420000,,,0,,I. Hartenstein Free Throw 2 of 2 (2 PTS),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
146,PT11M32.00S,2022-03-13T19:37:44.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,94.13600525624179,46.81372549019608,1610612765,24,17,2022-03-13T19:38:55Z,1440000,-16.0,3.0,1,right,MISS K. Olynyk driving Layup - blocked,"[203482, 1630527]",1610612765.0,DET,driving,,,Olynyk,K. Olynyk,,,,,1.61,Missed,,,,,,,,,,,,,,,Boston Jr.,1630527.0,,
147,PT11M32.00S,2022-03-13T19:37:44.5Z,2,REGULAR,block,,[],1630527,,,1610612765,24,17,2022-03-13T19:37:49Z,1450000,,,0,,B. Boston Jr. BLOCK (1 BLK),[1630527],1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M31.00S,2022-03-13T19:37:45.5Z,2,REGULAR,rebound,offensive,[],203482,,,1610612765,24,17,2022-03-13T19:38:55Z,1460000,,,0,,K. Olynyk REBOUND (Off:1 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,146.0,2.0,1.0,1.0,,,,,,,,,,,,,,
149,PT11M30.00S,2022-03-13T19:37:51.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203482,94.00459921156373,46.07843137254902,1610612765,26,17,2022-03-13T19:39:11Z,1470000,-20.0,4.0,1,right,K. Olynyk Layup (7 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,2.0,Made,,,,,7.0,,,,,,,,,,,,,
150,PT11M08.00S,2022-03-13T19:37:58.9Z,2,REGULAR,3pt,Jump Shot,[],1628379,28.301576872536145,17.15686274509804,1610612746,26,17,2022-03-13T19:38:03Z,1480000,164.0,214.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,
151,PT11M05.00S,2022-03-13T19:38:01.9Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,26,17,2022-03-13T19:38:03Z,1490000,,,0,,S. Bey REBOUND (Off:0 Def:5),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,150.0,5.0,5.0,0.0,,,,,,,,,,,,,,
152,PT10M57.00S,2022-03-13T19:38:12.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,91.24507227332458,58.33333333333333,1610612765,28,17,2022-03-13T19:38:19Z,1500000,42.0,30.0,1,right,C. Cunningham turnaround Hook (6 PTS),[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,5.13,Made,,,,,6.0,,,,,,,,,,,,,
153,PT10M57.00S,2022-03-13T19:38:15.0Z,2,REGULAR,foul,personal,['1freethrow'],1630527,,,1610612765,28,17,2022-03-13T19:38:23Z,1510000,,,0,,B. Boston Jr. shooting personal FOUL (1 PF) (Cunningham 1 FT),"[1630527, 1630595]",1610612746.0,LAC,shooting,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,2004.0,,,,,1.0,0.0,Cunningham,1630595.0,,,,
155,PT10M57.00S,2022-03-13T19:38:39.0Z,2,REGULAR,freethrow,1 of 1,[],1630595,,,1610612765,29,17,2022-03-13T19:38:39Z,1530000,,,0,,C. Cunningham Free Throw 1 of 1 (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
156,PT10M45.00S,2022-03-13T19:38:53.6Z,2,REGULAR,3pt,Jump Shot,[],1629599,33.163600525624176,29.166666666666657,1610612746,29,17,2022-03-13T19:38:59Z,1540000,104.0,259.0,1,left,MISS A. Coffey 27' 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,27.94,Missed,,,,,,,,,,,,,,,,,,
157,PT10M45.00S,2022-03-13T19:38:53.6Z,2,REGULAR,rebound,defensive,[],1630587,,,1610612765,29,17,2022-03-13T19:38:59Z,1550000,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT10M39.00S,2022-03-13T19:39:02.5Z,2,REGULAR,foul,personal,['2freethrow'],1629599,,,1610612765,29,17,2022-03-13T19:39:14Z,1560000,,,0,,A. Coffey shooting personal FOUL (1 PF) (Olynyk 2 FT),"[1629599, 203482]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,,,,,,,,202056.0,,,,,1.0,0.0,Olynyk,203482.0,,,,
160,PT10M39.00S,2022-03-13T19:39:25.1Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203482,,,1610612765,30,17,2022-03-13T19:39:25Z,1580000,,,0,,K. Olynyk Free Throw 1 of 2 (8 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
161,PT10M39.00S,2022-03-13T19:39:38.4Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],203482,,,1610612765,31,17,2022-03-13T19:39:38Z,1590000,,,0,,K. Olynyk Free Throw 2 of 2 (9 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
162,PT10M24.00S,2022-03-13T19:39:55.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,7.408015768725363,45.833333333333336,1610612746,31,17,2022-03-13T19:40:01Z,1600000,21.0,17.0,1,left,MISS B. Boston Jr. driving Layup,[1630527],1610612746.0,LAC,driving,,,Boston Jr.,B. Boston Jr.,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,
163,PT10M22.00S,2022-03-13T19:39:57.1Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,31,17,2022-03-13T19:40:01Z,1610000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,162.0,3.0,3.0,0.0,,,,,,,,,,,,,,
164,PT10M15.00S,2022-03-13T19:40:02.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,94.53022339027595,3.1862745098039227,1610612765,31,17,2022-03-13T19:40:07Z,1620000,-234.0,-1.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
165,PT10M12.00S,2022-03-13T19:40:06.0Z,2,REGULAR,rebound,offensive,[],1630587,,,1610612765,31,17,2022-03-13T19:40:06Z,1630000,,,0,,I. Livers REBOUND (Off:1 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,164.0,2.0,1.0,1.0,,,,,,,,,,,,,,
166,PT10M12.00S,2022-03-13T19:40:06.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630587,94.40999984741211,50.0,1610612765,31,17,2022-03-13T19:40:06Z,1640000,0.0,0.0,1,right,MISS I. Livers tip Layup,[1630587],1610612765.0,DET,tip,,,Livers,I. Livers,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
167,PT10M11.00S,2022-03-13T19:40:07.0Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,31,17,2022-03-13T19:40:07Z,1650000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,166.0,1.0,1.0,0.0,,,,,,,,,,,,,,
168,PT10M00.00S,2022-03-13T19:40:18.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,33.55781865965835,53.431372549019606,1610612746,31,17,2022-03-13T19:40:22Z,1660000,-17.0,263.0,1,left,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
169,PT09M58.00S,2022-03-13T19:40:20.6Z,2,REGULAR,rebound,offensive,[],1628392,,,1610612746,31,17,2022-03-13T19:40:20Z,1670000,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,168.0,2.0,1.0,1.0,,,,,,,,,,,,,,
170,PT09M57.00S,2022-03-13T19:40:21.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630527,18.577529566360056,76.7156862745098,1610612746,31,17,2022-03-13T19:40:26Z,1680000,-134.0,122.0,1,left,MISS B. Boston Jr. 18' pullup Shot,[1630527],1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,18.1,Missed,,,,,,,,,,,,,,,,,,
171,PT09M53.00S,2022-03-13T19:40:25.8Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,31,17,2022-03-13T19:40:26Z,1690000,,,0,,S. Bey REBOUND (Off:0 Def:6),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,170.0,6.0,6.0,0.0,,,,,,,,,,,,,,
172,PT09M40.00S,2022-03-13T19:40:38.2Z,2,REGULAR,3pt,Jump Shot,[],1630180,69.56307490144546,22.549019607843135,1610612765,31,17,2022-03-13T19:40:42Z,1700000,-137.0,234.0,1,right,MISS S. Bey 27' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,
173,PT09M37.00S,2022-03-13T19:40:40.9Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,31,17,2022-03-13T19:40:40Z,1710000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,
174,PT09M30.00S,2022-03-13T19:40:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628379,6.4881734559789805,45.58823529411765,1610612746,31,19,2022-03-13T19:40:54Z,1720000,22.0,8.0,1,left,L. Kennard cutting Layup (2 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,cutting,,,Kennard,L. Kennard,,,,,2.37,Made,,,,,2.0,,,I. Hartenstein,1628392.0,1.0,,,,,,,,
176,PT09M18.00S,2022-03-13T19:41:00.0Z,2,REGULAR,2pt,Jump Shot,[],1630595,77.44743758212877,43.38235294117647,1610612765,33,19,2022-03-13T19:41:13Z,1740000,-33.0,159.0,1,right,C. Cunningham 16' pullup Jump Shot (9 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,16.29,Made,,,,,9.0,,,,,,,,,,,,,
177,PT08M57.00S,2022-03-13T19:41:21.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628379,12.13863337713535,58.088235294117645,1610612746,33,19,2022-03-13T19:41:28Z,1750000,-40.0,62.0,1,left,MISS L. Kennard 7' driving floating Shot,[1628379],1610612746.0,LAC,driving floating,,,Kennard,L. Kennard,,,,,7.37,Missed,,,,,,,,,,,,,,,,,,
178,PT08M55.00S,2022-03-13T19:41:23.4Z,2,REGULAR,rebound,offensive,[],1628379,,,1610612746,33,19,2022-03-13T19:41:28Z,1760000,,,0,,L. Kennard REBOUND (Off:1 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,,,,,
