actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
383,PT08M45.00S,2022-02-26T18:33:48.6Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,62,62,2022-02-26T18:33:48Z,3650000,,,0,,S. Bey Free Throw 1 of 2 (12 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,Made,,,,,12.0,,,,,,,,,
384,PT08M45.00S,2022-02-26T18:34:03.0Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,63,62,2022-02-26T18:34:03Z,3660000,,,0,,S. Bey Free Throw 2 of 2 (13 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,Made,,,,,13.0,,,,,,,,,
385,PT08M24.00S,2022-02-26T18:34:27.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201143,6.389618922470433,44.36274509803921,1610612738,63,62,2022-02-26T18:39:24Z,3670000,28.0,8.0,1,left,MISS A. Horford driving floating bank Shot,[201143],1610612738.0,BOS,driving floating bank,,,Horford,A. Horford,,,,,,,,,,2.92,Missed,,,,,,,,,,,,,,
386,PT08M24.00S,2022-02-26T18:34:27.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,63,62,2022-02-26T18:34:33Z,3680000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,385.0,,,,,,,,,,,,,
387,PT08M24.00S,2022-02-26T18:34:33.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,63,62,2022-02-26T18:34:33Z,3690000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT08M01.00S,2022-02-26T18:35:03.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,87.86136662286465,58.82352941176471,1610612765,63,62,2022-02-26T18:35:12Z,3700000,44.0,62.0,1,right,MISS S. Bey 7' driving floating Shot,[1630180],1610612765.0,DET,driving floating,,,Bey,S. Bey,,,,,,,,,,7.58,Missed,,,,,,,,,,,,,,
389,PT07M59.00S,2022-02-26T18:35:05.7Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,63,62,2022-02-26T18:35:05Z,3710000,,,0,,R. Williams III REBOUND (Off:4 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,388.0,6.0,2.0,4.0,,,,,,,,,,
390,PT07M55.00S,2022-02-26T18:35:13.8Z,3,REGULAR,foul,offensive,[],1628369,,,1610612738,63,62,2022-02-26T18:41:38Z,3720000,,,0,,J. Tatum offensive FOUL (2 PF),"[1628369, 203924]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1179.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,,
392,PT07M55.00S,2022-02-26T18:35:13.8Z,3,REGULAR,turnover,offensive foul,[],1628369,,,1610612738,63,62,2022-02-26T18:35:13Z,3740000,,,0,,J. Tatum offensive foul TURNOVER (1 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1179.0,,,,,,,,,,,,,,,1.0,,,,,
393,PT07M54.00S,2022-02-26T18:35:36.4Z,3,REGULAR,foul,technical,['1freethrow'],1628369,,,1610612765,63,62,2022-02-26T18:35:54Z,3750000,,,0,,J. Tatum technical FOUL (1 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1627529.0,2.0,1.0,,,,,,,,,,,,,,,,,,
394,PT07M54.00S,2022-02-26T18:35:59.7Z,3,REGULAR,freethrow,1 of 1,[],203924,,,1610612765,64,62,2022-02-26T18:35:59Z,3760000,,,0,,J. Grant technical Free Throw 1 of 1 (5 PTS),[203924],1610612765.0,DET,technical,,,Grant,J. Grant,,,,,,,,,,,Made,,,,,5.0,,,,,,,,,
395,PT07M43.00S,2022-02-26T18:36:55.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,64,62,2022-02-26T18:36:55Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M39.00S,2022-02-26T18:37:18.0Z,3,REGULAR,foul,personal,[],203935,,,1610612765,64,62,2022-02-26T18:37:41Z,3780000,,,0,,M. Smart personal FOUL (4 PF),"[203935, 1630191]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,1193.0,4.0,0.0,Stewart,1630191.0,,,,,,,,,,,,,,,,
398,PT07M33.00S,2022-02-26T18:37:46.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612765,64,62,2022-02-26T18:37:58Z,3800000,,,0,,R. Williams III shooting personal FOUL (2 PF) (Grant 2 FT),"[1629057, 203924]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,1627529.0,2.0,0.0,Grant,203924.0,,,,,,,,,,,,,,,,
400,PT07M33.00S,2022-02-26T18:38:11.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203924,,,1610612765,65,62,2022-02-26T18:38:11Z,3820000,,,0,,J. Grant Free Throw 1 of 2 (6 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,Made,,,,,6.0,,,,,,,,,
401,PT07M33.00S,2022-02-26T18:38:26.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203924,,,1610612765,66,62,2022-02-26T18:38:26Z,3830000,,,0,,J. Grant Free Throw 2 of 2 (7 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,Made,,,,,7.0,,,,,,,,,
402,PT07M13.00S,2022-02-26T18:38:48.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,9.149145860709593,49.754901960784316,1610612738,66,64,2022-02-26T18:38:52Z,3840000,1.0,34.0,1,left,J. Tatum driving floating Jump Shot (19 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,,,,,,3.35,Made,,,,,19.0,,,,,,,,,
403,PT06M59.00S,2022-02-26T18:39:01.4Z,3,REGULAR,3pt,Jump Shot,[],203924,93.77463863337714,96.32352941176471,1610612765,66,64,2022-02-26T18:39:05Z,3850000,232.0,6.0,1,right,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,23.17,Missed,,,,,,,,,,,,,,
404,PT06M57.00S,2022-02-26T18:39:03.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,66,64,2022-02-26T18:39:05Z,3860000,,,0,,J. Tatum REBOUND (Off:0 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,403.0,9.0,9.0,0.0,,,,,,,,,,
405,PT06M48.00S,2022-02-26T18:39:15.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,8.754927726675426,53.18627450980392,1610612738,66,66,2022-02-26T18:47:36Z,3870000,-16.0,30.0,1,left,J. Brown driving Layup (17 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,3.38,Made,,,,,17.0,,,,,,,,,
407,PT06M48.00S,2022-02-26T18:39:19.7Z,3,REGULAR,foul,personal,['1freethrow'],202709,,,1610612738,66,66,2022-02-26T18:39:28Z,3890000,,,0,,C. Joseph shooting personal FOUL (3 PF) (Brown 1 FT),"[202709, 1627759]",1610612765.0,DET,shooting,,,Joseph,C. Joseph,,,,,1627529.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,,,,,,,
409,PT06M48.00S,2022-02-26T18:39:31.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,66,66,2022-02-26T18:39:31Z,3910000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M48.00S,2022-02-26T18:42:22.3Z,3,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,66,67,2022-02-26T18:42:22Z,3920000,,,0,,J. Brown Free Throw 1 of 1 (18 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,Made,,,,,18.0,,,,,,,,,
411,PT06M33.00S,2022-02-26T18:42:38.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,82.07950065703022,43.627450980392155,1610612765,68,67,2022-02-26T18:42:42Z,3930000,-32.0,116.0,1,right,C. Cunningham 12' step back Jump Shot (11 PTS),[1630595],1610612765.0,DET,step back,,,Cunningham,C. Cunningham,,,,,,,,,,12.03,Made,,,,,11.0,,,,,,,,,
412,PT06M13.00S,2022-02-26T18:42:58.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,9.198423127463863,35.604319852941174,1610612738,68,69,2022-02-26T18:43:06Z,3940000,72.0,34.0,1,left,A. Horford 7' bank Hook (6 PTS),[201143],1610612738.0,BOS,bank,,,Horford,A. Horford,,,,,,,,,,7.96,Made,,,,,6.0,,,,,,,,,
413,PT05M57.00S,2022-02-26T18:43:15.7Z,3,REGULAR,3pt,Jump Shot,[],1630595,72.7496714848883,85.5392156862745,1610612765,68,69,2022-02-26T18:43:23Z,3950000,178.0,204.0,1,right,MISS C. Cunningham 27' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,27.03,Missed,,,,,,,,,,,,,,
414,PT05M55.00S,2022-02-26T18:43:17.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,68,69,2022-02-26T18:43:23Z,3960000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,413.0,,,,,,,,,,,,,
415,PT05M55.00S,2022-02-26T18:43:22.2Z,3,REGULAR,substitution,out,[],201143,,,1610612738,68,69,2022-02-26T18:43:33Z,3970000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M55.00S,2022-02-26T18:43:22.2Z,3,REGULAR,substitution,out,[],203935,,,1610612738,68,69,2022-02-26T18:43:33Z,3980000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M55.00S,2022-02-26T18:43:22.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612738,68,69,2022-02-26T18:43:33Z,3990000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M55.00S,2022-02-26T18:43:22.2Z,3,REGULAR,substitution,in,[],1628401,,,1610612738,68,69,2022-02-26T18:43:33Z,4000000,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M55.00S,2022-02-26T18:43:34.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,68,69,2022-02-26T18:43:34Z,4010000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M38.00S,2022-02-26T18:43:54.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,8.09789750328515,48.28431372549019,1610612738,68,69,2022-02-26T18:44:02Z,4020000,9.0,24.0,1,left,MISS J. Brown driving DUNK - blocked,"[1627759, 1630191]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,,,,,,2.51,Missed,,,,,,,,,,,,,Stewart,1630191.0
421,PT05M38.00S,2022-02-26T18:43:54.8Z,3,REGULAR,block,,[],1630191,,,1610612738,68,69,2022-02-26T18:43:59Z,4030000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M32.00S,2022-02-26T18:44:00.8Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,68,69,2022-02-26T18:44:02Z,4040000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,420.0,3.0,3.0,0.0,,,,,,,,,,
423,PT05M31.00S,2022-02-26T18:44:00.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203924,92.06636005256242,51.225490196078425,1610612765,70,69,2022-02-26T18:44:53Z,4050000,6.0,22.0,1,right,J. Grant running DUNK (9 PTS) (S. Bey 3 AST),"[203924, 1630180]",1610612765.0,DET,running,,,Grant,J. Grant,,,,,,,,,,2.29,Made,,,,,9.0,S. Bey,1630180.0,3.0,,,,,,
425,PT05M02.00S,2022-02-26T18:44:29.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,6.258212877792378,54.166666666666664,1610612738,70,71,2022-02-26T18:44:33Z,4070000,-21.0,6.0,1,left,R. Williams III Layup (10 PTS) (D. White 2 AST),"[1629057, 1628401]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,2.17,Made,,,,,10.0,D. White,1628401.0,2.0,,,,,,
430,PT04M52.00S,2022-02-26T18:45:05.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,70,71,2022-02-26T18:45:05Z,4120000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M52.00S,2022-02-26T18:45:06.9Z,3,REGULAR,instantreplay,challenge,[],0,,,1610612765,70,71,2022-02-26T18:46:05Z,4130000,,,0,,,[],1610612738.0,BOS,overturned,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
432,PT04M52.00S,2022-02-26T18:47:12.0Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,70,71,2022-02-26T18:47:36Z,4140000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M52.00S,2022-02-26T18:47:12.0Z,3,REGULAR,substitution,in,[],1628963,,,1610612765,70,71,2022-02-26T18:47:36Z,4150000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT04M52.00S,2022-02-26T18:47:37.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203924,92.69053876478318,55.88235294117647,1610612765,70,71,2022-02-26T18:50:56Z,4155000,29.0,16.0,1,right,MISS J. Grant driving DUNK - blocked,"[203924, 1629684]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,,,,3.36,Missed,,,,,,,,,,,,,Williams,1629684.0
459,PT04M52.00S,2022-02-26T18:47:37.6Z,3,REGULAR,block,,[],1629684,,,1610612765,70,71,2022-02-26T18:50:56Z,4157500,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M52.00S,2022-02-26T18:47:37.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,70,71,2022-02-26T18:50:56Z,4158750,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,458.0,,,,,,,,,,,,,
434,PT04M50.00S,2022-02-26T18:48:03.2Z,3,REGULAR,jumpball,recovered,[],1628369,,,1610612738,70,71,2022-02-26T18:48:03Z,4160000,,,0,,Jump Ball R. Williams III vs. J. Grant: Tip to J. Tatum,"[1628369, 1629057, 203924]",1610612738.0,BOS,challenge,J. Tatum,1628369.0,Tatum,J. Tatum,Williams III,1629057.0,Grant,203924.0,,,,,,,,,,,,,,,,,,,,,
437,PT04M39.00S,2022-02-26T18:48:13.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,24.655059132720105,10.784313725490197,1610612738,70,71,2022-02-26T18:52:41Z,4190000,196.0,179.0,1,left,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,26.57,Missed,,,,,,,,,,,,,,
438,PT04M36.00S,2022-02-26T18:48:17.1Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,70,71,2022-02-26T18:48:17Z,4200000,,,0,,C. Joseph REBOUND (Off:0 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,437.0,3.0,3.0,0.0,,,,,,,,,,
439,PT04M32.00S,2022-02-26T18:48:21.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203924,92.59198423127464,54.65686274509803,1610612765,70,71,2022-02-26T18:53:45Z,4210000,23.0,17.0,1,right,MISS J. Grant running alley-oop DUNK,[203924],1610612765.0,DET,running alley-oop,,,Grant,J. Grant,,,,,,,,,,2.89,Missed,,,,,,,,,,,,,,
440,PT04M31.00S,2022-02-26T18:48:22.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,70,71,2022-02-26T18:48:33Z,4220000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,439.0,,,,,,,,,,,,,
441,PT04M19.00S,2022-02-26T18:49:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,6.783837056504599,45.09803921568628,1610612738,70,71,2022-02-26T18:57:01Z,4230000,25.0,11.0,1,left,MISS J. Brown Layup,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,2.7,Missed,,,,,,,,,,,,,,
442,PT04M18.00S,2022-02-26T18:49:05.0Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,70,71,2022-02-26T18:58:05Z,4240000,,,0,,R. Williams III REBOUND (Off:5 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,441.0,7.0,2.0,5.0,,,,,,,,,,
495,PT04M18.00S,2022-02-26T18:49:11.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,7.933639947437584,49.01960784313726,1610612738,70,71,2022-02-26T18:58:05Z,4245000,5.0,22.0,1,left,MISS R. Williams III tip Layup,[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,,,,,,2.26,Missed,,,,,,,,,,,,,,
496,PT04M18.00S,2022-02-26T18:49:11.9Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,70,71,2022-02-26T18:57:31Z,4247500,,,0,,C. Joseph REBOUND (Off:0 Def:4),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,495.0,4.0,4.0,0.0,,,,,,,,,,
443,PT04M01.00S,2022-02-26T18:49:19.9Z,3,REGULAR,3pt,Jump Shot,[],1630595,66.70499342969777,62.00980392156863,1610612765,70,71,2022-02-26T18:58:54Z,4250000,60.0,260.0,1,right,MISS C. Cunningham 26' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,,,,,26.73,Missed,,,,,,,,,,,,,,
444,PT03M58.00S,2022-02-26T18:49:22.3Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,70,71,2022-02-26T18:49:22Z,4260000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,443.0,10.0,10.0,0.0,,,,,,,,,,
445,PT03M57.00S,2022-02-26T18:49:27.3Z,3,REGULAR,foul,personal,[],202709,,,1610612738,70,71,2022-02-26T18:49:38Z,4270000,,,0,,C. Joseph personal FOUL (4 PF),"[202709, 1628401]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,1627529.0,4.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
447,PT03M57.00S,2022-02-26T18:49:34.5Z,3,REGULAR,substitution,out,[],203924,,,1610612738,70,71,2022-02-26T18:49:45Z,4290000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M57.00S,2022-02-26T18:49:34.5Z,3,REGULAR,substitution,out,[],202709,,,1610612738,70,71,2022-02-26T18:49:45Z,4300000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M57.00S,2022-02-26T18:49:34.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612738,70,71,2022-02-26T18:49:45Z,4310000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M57.00S,2022-02-26T18:49:34.5Z,3,REGULAR,substitution,in,[],203482,,,1610612738,70,71,2022-02-26T18:49:45Z,4320000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M57.00S,2022-02-26T18:49:34.5Z,3,REGULAR,substitution,in,[],1630165,,,1610612738,70,71,2022-02-26T18:49:45Z,4330000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M57.00S,2022-02-26T18:49:34.5Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,70,71,2022-02-26T18:49:45Z,4340000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT03M44.00S,2022-02-26T18:50:09.3Z,3,REGULAR,3pt,Jump Shot,[],1629684,26.757555847568987,14.215686274509803,1610612738,70,71,2022-02-26T18:59:27Z,4350000,179.0,199.0,1,left,MISS G. Williams 26' step back 3PT,[1629684],1610612738.0,BOS,step back,,,Williams,G. Williams,,,,,,,,,,26.76,Missed,,,,,,,,,,,,,,
454,PT03M40.00S,2022-02-26T18:50:12.9Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,70,71,2022-02-26T18:50:12Z,4360000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,453.0,4.0,4.0,0.0,,,,,,,,,,
455,PT03M26.00S,2022-02-26T18:50:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,93.77463863337714,53.92156862745098,1610612765,72,71,2022-02-26T18:59:54Z,4370000,20.0,6.0,1,right,C. Cunningham driving finger roll Layup (13 PTS) (K. Olynyk 2 AST),"[1630595, 203482]",1610612765.0,DET,driving finger roll,,,Cunningham,C. Cunningham,,,,,,,,,,2.05,Made,,,,,13.0,K. Olynyk,203482.0,2.0,,,,,,
508,PT03M12.00S,2022-02-26T18:50:40.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,72,71,2022-02-26T19:00:50Z,4390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M12.00S,2022-02-26T18:50:53.5Z,3,REGULAR,substitution,out,[],1630180,,,1610612738,72,71,2022-02-26T18:51:05Z,4400000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M12.00S,2022-02-26T18:50:53.5Z,3,REGULAR,substitution,in,[],203585,,,1610612738,72,71,2022-02-26T18:51:05Z,4410000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M04.00S,2022-02-26T18:51:13.6Z,3,REGULAR,2pt,Jump Shot,[],1630202,4.155716162943495,10.53921568627451,1610612738,72,71,2022-02-26T18:51:18Z,4420000,197.0,-13.0,1,left,MISS P. Pritchard 19' Jump Shot,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,19.78,Missed,,,,,,,,,,,,,,
464,PT03M01.00S,2022-02-26T18:51:16.6Z,3,REGULAR,rebound,defensive,[],203585,,,1610612765,72,71,2022-02-26T18:51:18Z,4430000,,,0,,R. McGruder REBOUND (Off:0 Def:1),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,463.0,1.0,1.0,0.0,,,,,,,,,,
465,PT02M54.00S,2022-02-26T18:51:22.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,93.77463863337714,57.35294117647059,1610612765,74,71,2022-02-26T18:51:29Z,4440000,37.0,6.0,1,right,C. Cunningham driving floating bank Jump Shot (15 PTS),[1630595],1610612765.0,DET,driving floating bank,,,Cunningham,C. Cunningham,,,,,,,,,,3.73,Made,,,,,15.0,,,,,,,,,
466,PT02M39.00S,2022-02-26T18:51:38.3Z,3,REGULAR,3pt,Jump Shot,[],1630202,23.47240473061761,7.8431372549019605,1610612738,74,74,2022-02-26T18:51:42Z,4450000,211.0,168.0,1,left,P. Pritchard 26' 3PT  (5 PTS) (R. Williams III 3 AST),"[1630202, 1629057]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,26.96,Made,,,,,5.0,R. Williams III,1629057.0,3.0,,,,,,
468,PT02M18.00S,2022-02-26T18:51:59.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,91.5407358738502,55.88235294117647,1610612765,74,74,2022-02-26T19:02:27Z,4470000,29.0,27.0,1,right,MISS K. Olynyk floating Shot,[203482],1610612765.0,DET,floating,,,Olynyk,K. Olynyk,,,,,,,,,,3.99,Missed,,,,,,,,,,,,,,
469,PT02M14.00S,2022-02-26T18:52:02.2Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612765,74,74,2022-02-26T18:52:02Z,4480000,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,468.0,3.0,1.0,2.0,,,,,,,,,,
470,PT02M14.00S,2022-02-26T18:52:02.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,94.40999984741211,50.0,1610612765,76,74,2022-02-26T18:52:02Z,4490000,0.0,0.0,1,right,M. Bagley III tip Layup (10 PTS),[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,,,,,,0.0,Made,,,,,10.0,,,,,,,,,
471,PT01M59.00S,2022-02-26T18:52:18.1Z,3,REGULAR,2pt,Jump Shot,[],1630202,26.10052562417871,31.61764705882353,1610612738,76,76,2022-02-26T18:52:23Z,4500000,92.0,193.0,1,left,P. Pritchard 21' step back Jump Shot (7 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,,,,21.36,Made,,,,,7.0,,,,,,,,,
472,PT01M41.00S,2022-02-26T18:52:35.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,93.11760840998686,55.392156862745104,1610612765,78,76,2022-02-26T18:52:41Z,4510000,27.0,12.0,1,right,C. Cunningham bank Hook (17 PTS),[1630595],1610612765.0,DET,bank,,,Cunningham,C. Cunningham,,,,,,,,,,2.96,Made,,,,,17.0,,,,,,,,,
