actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
90,PT03M38.00S,2022-02-26T17:25:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,16.113666228646515,45.588235294117645,1610612765,24,18,2022-02-26T17:25:58Z,900000,22.0,99.0,1,left,S. Bey 10' fadeaway Jump Shot (4 PTS),[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,,,,,,10.14,Made,,,,,4.0,,,,,,,,,
94,PT03M20.00S,2022-02-26T17:25:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.03745072273325,53.18627450980392,1610612738,24,20,2022-02-26T17:26:09Z,910000,16.0,4.0,1,right,J. Brown Layup (6 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,1.63,Made,,,,,6.0,M. Smart,203935.0,4.0,,,,,,
96,PT03M02.00S,2022-02-26T17:26:21.1Z,1,REGULAR,foul,offensive,[],1628977,,,1610612765,24,20,2022-02-26T17:26:28Z,930000,,,0,,H. Diallo charge offensive FOUL (1 PF),"[1628977, 203935]",1610612765.0,DET,charge,,,Diallo,H. Diallo,,,,,1193.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,,,,
98,PT03M02.00S,2022-02-26T17:26:21.1Z,1,REGULAR,turnover,offensive foul,[],1628977,,,1610612765,24,20,2022-02-26T17:26:21Z,950000,,,0,,H. Diallo offensive foul TURNOVER (1 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,1193.0,,,,,,,,,,,,,,,1.0,,,,,
99,PT02M45.00S,2022-02-26T17:26:49.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203935,87.99277266754271,40.931372549019606,1610612738,24,22,2022-02-26T17:26:56Z,960000,-45.0,60.0,1,right,M. Smart 7' driving floating Jump Shot (2 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,,,7.55,Made,,,,,2.0,,,,,,,,,
100,PT02M45.00S,2022-02-26T17:26:54.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,24,22,2022-02-26T17:26:54Z,970000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,out,[],203924,,,1610612765,24,22,2022-02-26T17:29:47Z,980000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,out,[],202709,,,1610612765,24,22,2022-02-26T17:29:47Z,990000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,out,[],1630191,,,1610612765,24,22,2022-02-26T17:29:47Z,1000000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,out,[],1627759,,,1610612765,24,22,2022-02-26T17:29:47Z,1010000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,out,[],1629057,,,1610612765,24,22,2022-02-26T17:29:47Z,1020000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,in,[],1630165,,,1610612765,24,22,2022-02-26T17:29:47Z,1030000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,in,[],1628963,,,1610612765,24,22,2022-02-26T17:29:47Z,1040000,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,in,[],203482,,,1610612765,24,22,2022-02-26T17:29:47Z,1050000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,in,[],201143,,,1610612765,24,22,2022-02-26T17:29:47Z,1060000,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M45.00S,2022-02-26T17:26:56.1Z,1,REGULAR,substitution,in,[],1628369,,,1610612765,24,22,2022-02-26T17:29:47Z,1070000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M23.00S,2022-02-26T17:30:14.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,4.681340341655716,63.970588235294116,1610612765,26,22,2022-02-26T17:30:21Z,1080000,-70.0,-8.0,1,left,M. Bagley III 7' turnaround Hook (2 PTS) (H. Diallo 1 AST),"[1628963, 1628977]",1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,,,,,,7.04,Made,,,,,2.0,H. Diallo,1628977.0,1.0,,,,,,
112,PT02M05.00S,2022-02-26T17:30:32.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,92.06636005256242,56.127450980392155,1610612738,26,22,2022-02-26T17:32:42Z,1090000,31.0,22.0,1,right,MISS M. Smart driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,,,,,,3.77,Missed,,,,,,,,,,,,,,
113,PT02M02.00S,2022-02-26T17:30:35.8Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,26,22,2022-02-26T17:30:37Z,1100000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT02M00.00S,2022-02-26T17:30:39.9Z,1,REGULAR,turnover,out-of-bounds,[],1628977,,,1610612765,26,22,2022-02-26T17:30:48Z,1110000,,,0,,H. Diallo lost ball out-of-bounds TURNOVER (2 TO),[1628977],1610612765.0,DET,lost ball,,,Diallo,H. Diallo,,,,,1627529.0,,,,,,,,,,,,,,,2.0,,,,,
115,PT01M41.00S,2022-02-26T17:31:04.4Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612738,26,22,2022-02-26T17:31:09Z,1120000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 1628977]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,1.0,Diallo,1628977.0,,,
116,PT01M41.00S,2022-02-26T17:31:04.4Z,1,REGULAR,steal,,[],1628977,,,1610612765,26,22,2022-02-26T17:31:06Z,1130000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT01M23.00S,2022-02-26T17:31:21.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628963,17.821944809461236,50.49019607843137,1610612765,26,22,2022-02-26T17:31:25Z,1140000,-2.0,115.0,1,left,MISS M. Bagley III 11' Jump Shot,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,11.5,Missed,,,,,,,,,,,,,,
118,PT01M20.00S,2022-02-26T17:31:24.4Z,1,REGULAR,rebound,defensive,[],201143,,,1610612738,26,22,2022-02-26T17:31:25Z,1150000,,,0,,A. Horford REBOUND (Off:0 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,
119,PT01M13.00S,2022-02-26T17:31:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201143,94.03745072273325,54.41176470588235,1610612738,26,24,2022-02-26T17:34:32Z,1160000,22.0,4.0,1,right,A. Horford cutting Layup (2 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,cutting,,,Horford,A. Horford,,,,,,,,,,2.24,Made,,,,,2.0,J. Tatum,1628369.0,3.0,,,,,,
121,PT00M58.90S,2022-02-26T17:31:46.5Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,26,24,2022-02-26T17:31:51Z,1180000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1629684]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,
122,PT00M58.90S,2022-02-26T17:31:46.5Z,1,REGULAR,steal,,[],1629684,,,1610612738,26,24,2022-02-26T17:31:48Z,1190000,,,0,,G. Williams STEAL (1 STL),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M58.80S,2022-02-26T17:31:50.2Z,1,REGULAR,foul,personal,[],1630165,,,1610612738,26,24,2022-02-26T17:35:20Z,1200000,,,0,,K. Hayes take personal FOUL (1 PF),"[1630165, 1628369]",1610612765.0,DET,take,,,Hayes,K. Hayes,,,,,1179.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
125,PT00M58.80S,2022-02-26T17:32:06.0Z,1,REGULAR,substitution,out,[],1630180,,,1610612738,26,24,2022-02-26T17:32:10Z,1220000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M58.80S,2022-02-26T17:32:06.0Z,1,REGULAR,substitution,in,[],203585,,,1610612738,26,24,2022-02-26T17:32:10Z,1230000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M58.80S,2022-02-26T17:32:11.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612738,26,24,2022-02-26T17:33:16Z,1240000,,,0,,,[],,,stands,,,,,,,,,1193.0,,,,,,,,,,,,,,,,,,Common Foul Upheld,,
128,PT00M44.20S,2022-02-26T17:33:53.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,66.83639947437582,58.333333333333336,1610612738,26,24,2022-02-26T17:36:27Z,1250000,42.0,259.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,26.25,Missed,,,,,,,,,,,,,,
129,PT00M42.30S,2022-02-26T17:33:55.1Z,1,REGULAR,rebound,offensive,[],201143,,,1610612738,26,24,2022-02-26T17:33:55Z,1260000,,,0,,A. Horford REBOUND (Off:1 Def:1),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,128.0,2.0,1.0,1.0,,,,,,,,,,
130,PT00M40.00S,2022-02-26T17:33:57.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629684,68.80749014454665,67.64705882352942,1610612738,26,24,2022-02-26T17:34:16Z,1270000,88.0,241.0,1,right,MISS G. Williams 25' 3PT,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,25.64,Missed,,,,,,,,,,,,,,
131,PT00M38.30S,2022-02-26T17:33:59.1Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612738,26,24,2022-02-26T17:33:59Z,1280000,,,0,,D. White REBOUND (Off:1 Def:0),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,130.0,1.0,0.0,1.0,,,,,,,,,,
132,PT00M36.00S,2022-02-26T17:34:01.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203935,93.64323258869908,2.450980392156863,1610612738,26,27,2022-02-26T17:34:18Z,1290000,-238.0,7.0,1,right,M. Smart 3PT  (5 PTS) (J. Tatum 4 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,23.78,Made,,,,,5.0,J. Tatum,1628369.0,4.0,,,,,,
135,PT00M16.20S,2022-02-26T17:34:25.1Z,1,REGULAR,2pt,Jump Shot,[],1628977,21.107095926412615,39.46078431372549,1610612765,26,27,2022-02-26T17:34:28Z,1310000,53.0,146.0,1,left,MISS H. Diallo 15' pullup Shot,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,,,,,,15.51,Missed,,,,,,,,,,,,,,
136,PT00M14.10S,2022-02-26T17:34:27.2Z,1,REGULAR,rebound,defensive,[],1629684,,,1610612738,26,27,2022-02-26T17:34:27Z,1320000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,
137,PT00M01.20S,2022-02-26T17:34:41.1Z,1,REGULAR,3pt,Jump Shot,[],1628401,93.77463863337714,96.81372549019608,1610612738,26,30,2022-02-26T17:34:46Z,1330000,234.0,6.0,1,right,D. White 3PT  (3 PTS) (J. Tatum 5 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,,,,,,23.42,Made,,,,,3.0,J. Tatum,1628369.0,5.0,,,,,,
139,PT00M00.00S,2022-02-26T17:34:46.9Z,1,REGULAR,period,end,[],0,,,1610612765,26,30,2022-02-26T17:34:47Z,1350000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-02-26T17:37:02.1Z,2,REGULAR,substitution,out,['startperiod'],203935,,,1610612765,26,30,2022-02-26T17:37:21Z,1360000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-02-26T17:37:02.1Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612765,26,30,2022-02-26T17:37:21Z,1370000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-02-26T17:37:29.1Z,2,REGULAR,period,start,[],0,,,1610612765,26,30,2022-02-26T17:37:29Z,1380000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT11M35.00S,2022-02-26T17:37:52.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,10.463206307490145,57.107843137254896,1610612765,28,30,2022-02-26T17:37:59Z,1390000,-36.0,46.0,1,left,H. Diallo driving floating Jump Shot (4 PTS),[1628977],1610612765.0,DET,driving floating,,,Diallo,H. Diallo,,,,,,,,,,5.8,Made,,,,,4.0,,,,,,,,,
144,PT11M20.00S,2022-02-26T17:38:07.3Z,2,REGULAR,3pt,Jump Shot,[],1628369,67.88764783180025,29.901960784313726,1610612738,28,33,2022-02-26T17:38:11Z,1400000,-100.0,249.0,1,right,J. Tatum 26' 3PT  (11 PTS) (P. Pritchard 1 AST),"[1628369, 1630202]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,26.89,Made,,,,,11.0,P. Pritchard,1630202.0,1.0,,,,,,
146,PT11M11.00S,2022-02-26T17:38:19.8Z,2,REGULAR,foul,personal,[],1628369,,,1610612765,28,33,2022-02-26T17:38:45Z,1420000,,,0,,J. Tatum personal FOUL (1 PF),"[1628369, 203482]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,1627529.0,1.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,,,
148,PT11M05.00S,2022-02-26T17:38:41.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,4.812746386333772,54.65686274509803,1610612765,28,33,2022-02-26T17:38:59Z,1440000,-23.0,-7.0,1,left,MISS K. Olynyk driving Layup - blocked,"[203482, 201143]",1610612765.0,DET,driving,,,Olynyk,K. Olynyk,,,,,,,,,,2.44,Missed,,,,,,,,,,,,,Horford,201143.0
149,PT11M05.00S,2022-02-26T17:38:41.8Z,2,REGULAR,block,,[],201143,,,1610612765,28,33,2022-02-26T17:38:44Z,1450000,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M04.00S,2022-02-26T17:38:42.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,28,33,2022-02-26T17:38:59Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,
151,PT11M04.00S,2022-02-26T17:38:46.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,28,33,2022-02-26T17:38:46Z,1470000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT10M59.00S,2022-02-26T17:39:02.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203585,8.804204993429698,90.70925245098039,1610612765,30,33,2022-02-26T17:43:01Z,1480000,-204.0,30.0,1,left,R. McGruder 20' Jump Shot (2 PTS) (K. Hayes 1 AST),"[203585, 1630165]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,20.57,Made,,,,,2.0,K. Hayes,1630165.0,1.0,,,,,,
181,PT10M59.00S,2022-02-26T17:39:06.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612738,30,33,2022-02-26T17:45:48Z,1495000,,,0,,,[],,,support,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,,Support 2pt FG,,
154,PT10M52.00S,2022-02-26T17:39:09.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,93.51182654402102,47.05882352941176,1610612738,30,33,2022-02-26T17:42:47Z,1500000,-15.0,8.0,1,right,MISS D. White running Layup,[1628401],1610612738.0,BOS,running,,,White,D. White,,,,,,,,,,1.7,Missed,,,,,,,,,,,,,,
155,PT10M49.00S,2022-02-26T17:39:12.9Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,30,33,2022-02-26T17:39:12Z,1510000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,
156,PT10M40.00S,2022-02-26T17:39:22.4Z,2,REGULAR,3pt,Jump Shot,[],203585,17.16491458607096,95.58823529411765,1610612765,33,33,2022-02-26T17:39:26Z,1520000,-228.0,109.0,1,left,R. McGruder 25' 3PT  (5 PTS) (K. Hayes 2 AST),"[203585, 1630165]",1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,25.26,Made,,,,,5.0,K. Hayes,1630165.0,2.0,,,,,,
158,PT10M21.00S,2022-02-26T17:39:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,89.04402102496715,63.23529411764706,1610612738,33,33,2022-02-26T17:39:46Z,1540000,66.0,50.0,1,right,MISS J. Tatum 8' fadeaway Shot,[1628369],1610612738.0,BOS,fadeaway,,,Tatum,J. Tatum,,,,,,,,,,8.33,Missed,,,,,,,,,,,,,,
159,PT10M19.00S,2022-02-26T17:39:43.3Z,2,REGULAR,rebound,defensive,[],1628963,,,1610612765,33,33,2022-02-26T17:39:43Z,1550000,,,0,,M. Bagley III REBOUND (Off:0 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,,,
160,PT10M09.00S,2022-02-26T17:39:52.9Z,2,REGULAR,3pt,Jump Shot,[],1628963,33.459264126149804,57.107843137254896,1610612765,36,33,2022-02-26T17:39:56Z,1560000,-36.0,262.0,1,left,M. Bagley III 26' 3PT  (5 PTS) (R. McGruder 1 AST),"[1628963, 203585]",1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,26.44,Made,,,,,5.0,R. McGruder,203585.0,1.0,,,,,,
162,PT09M56.00S,2022-02-26T17:40:07.1Z,2,REGULAR,3pt,Jump Shot,[],1630202,72.88107752956637,13.23529411764706,1610612738,36,33,2022-02-26T17:40:12Z,1580000,-184.0,202.0,1,right,MISS P. Pritchard 27' 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,27.34,Missed,,,,,,,,,,,,,,
163,PT09M51.00S,2022-02-26T17:40:12.1Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,36,33,2022-02-26T19:37:39Z,1590000,,,0,,K. Olynyk REBOUND (Off:0 Def:3),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,162.0,3.0,3.0,0.0,,,,,,,,,,
165,PT09M48.00S,2022-02-26T17:40:15.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,9.017739816031538,57.84313725490197,1610612765,36,33,2022-02-26T17:45:11Z,1610000,-39.0,32.0,1,left,MISS K. Hayes running Layup - blocked,"[1630165, 1628401]",1610612765.0,DET,running,,,Hayes,K. Hayes,,,,,,,,,,5.08,Missed,,,,,,,,,,,,,White,1628401.0
166,PT09M48.00S,2022-02-26T17:40:15.0Z,2,REGULAR,block,,[],1628401,,,1610612765,36,33,2022-02-26T17:40:20Z,1620000,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT09M42.00S,2022-02-26T17:40:21.0Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,36,33,2022-02-26T17:40:24Z,1630000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,
168,PT09M42.00S,2022-02-26T17:40:22.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,92.9862023653088,53.18627450980392,1610612738,36,35,2022-02-26T17:46:06Z,1640000,16.0,13.0,1,right,G. Williams running Layup (2 PTS) (J. Tatum 6 AST),"[1629684, 1628369]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,2.08,Made,,,,,2.0,J. Tatum,1628369.0,6.0,,,,,,
332,PT09M42.00S,2022-02-26T17:40:36.0Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612765,36,35,2022-02-26T18:16:16Z,1655000,,,0,,TEAM delay-of-game VIOLATION,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT09M30.00S,2022-02-26T17:40:49.9Z,2,REGULAR,turnover,backcourt,[],203585,,,1610612765,36,35,2022-02-26T17:41:04Z,1660000,,,0,,R. McGruder backcourt TURNOVER (1 TO),[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,1.0,,,,,
171,PT09M15.00S,2022-02-26T17:41:22.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",201143,88.91261498028909,44.6078431372549,1610612738,36,35,2022-02-26T17:46:08Z,1670000,-27.0,52.0,1,right,MISS A. Horford Hook,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,5.83,Missed,,,,,,,,,,,,,,
172,PT09M14.00S,2022-02-26T17:41:23.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,36,35,2022-02-26T17:46:08Z,1680000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,
173,PT09M14.00S,2022-02-26T17:41:30.6Z,2,REGULAR,turnover,traveling,[],201143,,,1610612738,36,35,2022-02-26T17:41:36Z,1690000,,,0,,A. Horford traveling TURNOVER (1 TO),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,1179.0,,,,,,,,,,,,,,,1.0,,,,,
174,PT08M50.00S,2022-02-26T17:42:08.5Z,2,REGULAR,turnover,bad pass,[],1628977,,,1610612765,36,35,2022-02-26T17:42:20Z,1700000,,,0,,H. Diallo bad pass TURNOVER (3 TO),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,3.0,,,,,
175,PT08M46.00S,2022-02-26T17:42:18.0Z,2,REGULAR,foul,personal,[],203482,,,1610612738,36,35,2022-02-26T17:48:05Z,1710000,,,0,,K. Olynyk loose ball personal FOUL (1 PF),"[203482, 1628401]",1610612765.0,DET,loose ball,,,Olynyk,K. Olynyk,,,,,1627529.0,1.0,0.0,White,1628401.0,,,,,,,,,,,,,,,,
177,PT08M41.00S,2022-02-26T17:42:25.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629684,93.11760840998686,52.20588235294118,1610612738,36,37,2022-02-26T17:49:32Z,1730000,11.0,12.0,1,right,G. Williams reverse Layup (4 PTS) (D. White 1 AST),"[1629684, 1628401]",1610612738.0,BOS,reverse,,,Williams,G. Williams,,,,,,,,,,1.64,Made,,,,,4.0,D. White,1628401.0,1.0,,,,,,
178,PT08M41.00S,2022-02-26T17:42:40.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,36,37,2022-02-26T18:55:07Z,1740000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT08M27.00S,2022-02-26T17:45:34.6Z,2,REGULAR,3pt,Jump Shot,[],1628977,6.1268068331143235,96.32352941176471,1610612765,36,37,2022-02-26T17:45:53Z,1750000,-232.0,5.0,1,left,MISS H. Diallo 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,23.17,Missed,,,,,,,,,,,,,,
180,PT08M24.00S,2022-02-26T17:45:37.8Z,2,REGULAR,rebound,defensive,[],1628369,,,1610612738,36,37,2022-02-26T17:45:37Z,1760000,,,0,,J. Tatum REBOUND (Off:0 Def:3),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,179.0,3.0,3.0,0.0,,,,,,,,,,
182,PT08M19.00S,2022-02-26T17:45:48.4Z,2,REGULAR,foul,personal,[],203482,,,1610612738,36,37,2022-02-26T17:45:57Z,1770000,,,0,,K. Olynyk personal FOUL (2 PF),"[203482, 1628369]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,1193.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,,
184,PT08M08.00S,2022-02-26T17:46:18.1Z,2,REGULAR,3pt,Jump Shot,[],1628369,74.58935611038108,13.23529411764706,1610612738,36,37,2022-02-26T17:53:10Z,1790000,-184.0,186.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,26.18,Missed,,,,,,,,,,,,,,
