actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
362,PT05M16.00S,2022-03-10T01:32:00.2Z,3,REGULAR,turnover,3-second-violation,[],202684,,,1610612741,71,70,2022-03-10T01:32:11Z,3610000,,,0,,T. Thompson 3-second-violation TURNOVER (1 TO),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,1.0,,,,,,,,,,,,,1198.0,,,,,,
363,PT04M57.00S,2022-03-10T01:32:27.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202709,6.093955321944804,53.431372549019606,1610612765,73,70,2022-03-10T01:32:31Z,3620000,-17.0,5.0,1,left,C. Joseph driving Layup (6 PTS) (S. Bey 3 AST),"[202709, 1630180]",1610612765.0,DET,driving,,,Joseph,C. Joseph,,,,,,,,1.79,Made,6.0,,,,,S. Bey,1630180.0,3.0,,,,,,,
364,PT04M44.00S,2022-03-10T01:32:43.2Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,73,70,2022-03-10T01:32:43Z,3630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT04M44.00S,2022-03-10T01:32:51.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,73,70,2022-03-10T01:32:51Z,3640000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT04M44.00S,2022-03-10T01:32:52.3Z,3,REGULAR,substitution,out,[],202709,,,1610612741,73,70,2022-03-10T01:35:26Z,3650000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
368,PT04M44.00S,2022-03-10T01:32:52.3Z,3,REGULAR,substitution,out,[],1629750,,,1610612741,73,70,2022-03-10T01:35:26Z,3660000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
369,PT04M44.00S,2022-03-10T01:32:52.3Z,3,REGULAR,substitution,in,[],1630240,,,1610612741,73,70,2022-03-10T01:35:26Z,3670000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
370,PT04M44.00S,2022-03-10T01:32:52.3Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,73,70,2022-03-10T01:35:26Z,3680000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
371,PT04M39.00S,2022-03-10T01:35:53.6Z,3,REGULAR,2pt,Jump Shot,[],201942,78.49868593955321,48.28431372549019,1610612741,73,70,2022-03-10T01:35:57Z,3690000,-9.0,150.0,1,right,MISS D. DeRozan 14' turnaround Shot - blocked,"[201942, 203924]",1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,,,14.98,Missed,,,,,,,,,,,,,,Grant,203924.0
372,PT04M39.00S,2022-03-10T01:35:53.6Z,3,REGULAR,block,,[],203924,,,1610612741,73,70,2022-03-10T01:35:56Z,3700000,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
373,PT04M36.00S,2022-03-10T01:35:56.6Z,3,REGULAR,rebound,defensive,[],1630595,,,1610612765,73,70,2022-03-10T01:35:57Z,3710000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,371.0,4.0,4.0,0.0,,,,,,,,,,
374,PT04M32.00S,2022-03-10T01:36:01.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203924,8.327858081471746,4.166666666666657,1610612765,73,70,2022-03-10T01:36:06Z,3720000,229.0,26.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,23.06,Missed,,,,,,,,,,,,,,,
375,PT04M29.00S,2022-03-10T01:36:04.3Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,73,70,2022-03-10T01:36:06Z,3730000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,374.0,4.0,4.0,0.0,,,,,,,,,,
376,PT04M26.00S,2022-03-10T01:36:11.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203924,,,1610612741,73,70,2022-03-10T01:36:25Z,3740000,,,0,,J. Grant shooting personal FOUL (2 PF) (DeRozan 2 FT),"[203924, 201942]",1610612765.0,DET,shooting,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,1198.0,2.0,0.0,DeRozan,201942.0,,
378,PT04M26.00S,2022-03-10T01:36:31.6Z,3,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,73,71,2022-03-10T01:36:31Z,3760000,,,0,,D. DeRozan Free Throw 1 of 2 (15 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
379,PT04M26.00S,2022-03-10T01:36:48.3Z,3,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,73,72,2022-03-10T01:36:48Z,3770000,,,0,,D. DeRozan Free Throw 2 of 2 (16 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
380,PT04M17.00S,2022-03-10T01:37:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,5.568331143232584,53.67647058823529,1610612765,75,72,2022-03-10T01:37:10Z,3780000,-18.0,0.0,1,left,S. Bey driving Layup (9 PTS) (K. Olynyk 3 AST),"[1630180, 203482]",1610612765.0,DET,driving,,,Bey,S. Bey,,,,,,,,1.84,Made,9.0,,,,,K. Olynyk,203482.0,3.0,,,,,,,
382,PT04M17.00S,2022-03-10T01:37:07.1Z,3,REGULAR,foul,personal,['1freethrow'],202684,,,1610612765,75,72,2022-03-10T01:37:17Z,3800000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Bey 1 FT),"[202684, 1630180]",1610612741.0,CHI,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Bey,1630180.0,,
384,PT04M17.00S,2022-03-10T01:37:18.6Z,3,REGULAR,substitution,out,[],201942,,,1610612765,75,72,2022-03-10T01:38:17Z,3820000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
385,PT04M17.00S,2022-03-10T01:37:18.6Z,3,REGULAR,substitution,in,[],1629632,,,1610612765,75,72,2022-03-10T01:38:17Z,3830000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
386,PT04M17.00S,2022-03-10T01:37:36.8Z,3,REGULAR,freethrow,1 of 1,[],1630180,,,1610612765,76,72,2022-03-10T01:37:36Z,3840000,,,0,,S. Bey Free Throw 1 of 1 (10 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
387,PT03M54.00S,2022-03-10T01:38:03.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,95.31865965834429,46.32352941176471,1610612741,76,74,2022-03-10T01:38:13Z,3850000,-18.0,-8.0,1,right,T. Thompson DUNK (3 PTS) (Z. LaVine 1 AST),"[202684, 203897]",1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,2.03,Made,3.0,,,,,Z. LaVine,203897.0,1.0,,,,,,,
389,PT03M43.00S,2022-03-10T01:38:14.9Z,3,REGULAR,3pt,Jump Shot,[],203482,26.856110381077528,15.441176470588232,1610612765,76,74,2022-03-10T01:38:18Z,3870000,173.0,200.0,1,left,MISS K. Olynyk 26' 3PT,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,26.42,Missed,,,,,,,,,,,,,,,
390,PT03M41.00S,2022-03-10T01:38:16.9Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,76,74,2022-03-10T01:38:18Z,3880000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,389.0,3.0,3.0,0.0,,,,,,,,,,
391,PT03M38.00S,2022-03-10T01:38:27.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612741,76,74,2022-03-10T01:38:34Z,3890000,,,0,,K. Olynyk personal FOUL (3 PF) (Thompson 2 FT),"[203482, 202684]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,202901.0,3.0,0.0,Thompson,202684.0,,
393,PT03M38.00S,2022-03-10T01:38:53.5Z,3,REGULAR,freethrow,1 of 2,[],202684,,,1610612741,76,75,2022-03-10T01:38:53Z,3910000,,,0,,T. Thompson Free Throw 1 of 2 (4 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
394,PT03M38.00S,2022-03-10T01:38:54.5Z,3,REGULAR,substitution,out,[],1630180,,,1610612741,76,75,2022-03-10T01:38:58Z,3920000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
395,PT03M38.00S,2022-03-10T01:38:54.5Z,3,REGULAR,substitution,in,[],1628977,,,1610612741,76,75,2022-03-10T01:38:58Z,3930000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
396,PT03M38.00S,2022-03-10T01:39:20.6Z,3,REGULAR,freethrow,2 of 2,[],202684,,,1610612741,76,76,2022-03-10T01:39:20Z,3940000,,,0,,T. Thompson Free Throw 2 of 2 (5 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
397,PT03M18.00S,2022-03-10T01:39:42.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203924,10.693166885676746,35.049019607843135,1610612765,78,76,2022-03-10T01:39:51Z,3950000,75.0,48.0,1,left,J. Grant 8' turnaround fadeaway Jump Shot (11 PTS),[203924],1610612765.0,DET,turnaround fadeaway,,,Grant,J. Grant,,,,,,,,8.89,Made,11.0,,,,,,,,,,,,,,
398,PT02M55.00S,2022-03-10T01:40:05.9Z,3,REGULAR,3pt,Jump Shot,[],203897,66.01511169513799,40.44117647058824,1610612741,78,76,2022-03-10T01:40:11Z,3960000,-48.0,267.0,1,right,MISS Z. LaVine 27' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,,,27.12,Missed,,,,,,,,,,,,,,,
399,PT02M52.00S,2022-03-10T01:40:08.9Z,3,REGULAR,rebound,defensive,[],1630240,,,1610612765,78,76,2022-03-10T01:40:11Z,3970000,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,398.0,1.0,1.0,0.0,,,,,,,,,,
400,PT02M47.00S,2022-03-10T01:40:16.6Z,3,REGULAR,foul,personal,[],1629632,,,1610612765,78,76,2022-03-10T01:40:25Z,3980000,,,0,,C. White personal FOUL (1 PF),"[1629632, 1630240]",1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Lee,1630240.0,,
402,PT02M43.00S,2022-03-10T01:40:38.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,6.356767411300922,46.81372549019608,1610612765,80,76,2022-03-10T01:40:43Z,4000000,16.0,7.0,1,left,S. Lee cutting Layup (8 PTS) (K. Olynyk 4 AST),"[1630240, 203482]",1610612765.0,DET,cutting,,,Lee,S. Lee,,,,,,,,1.75,Made,8.0,,,,,K. Olynyk,203482.0,4.0,,,,,,,
404,PT02M24.00S,2022-03-10T01:40:55.9Z,3,REGULAR,2pt,Jump Shot,[],1630245,82.44086727989487,67.15686274509804,1610612741,80,78,2022-03-10T01:41:00Z,4020000,86.0,113.0,1,right,A. Dosunmu 14' pullup Jump Shot (8 PTS) (T. Thompson 1 AST),"[1630245, 202684]",1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,,,,14.16,Made,8.0,,,,,T. Thompson,202684.0,1.0,,,,,,,
406,PT02M15.00S,2022-03-10T01:41:05.1Z,3,REGULAR,3pt,Jump Shot,[],1630595,32.637976346911955,34.06862745098039,1610612765,83,78,2022-03-10T01:41:33Z,4040000,80.0,254.0,1,left,C. Cunningham 26' 3PT pullup (20 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,,,26.65,Made,20.0,,,,,,,,,,,,,,
407,PT01M55.00S,2022-03-10T01:41:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,94.53022339027595,47.05882352941176,1610612741,83,80,2022-03-10T01:41:29Z,4050000,-15.0,-1.0,1,right,D. Jones Jr. cutting Layup (6 PTS) (C. White 3 AST),"[1627884, 1629632]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,,,,1.47,Made,6.0,,,,,C. White,1629632.0,3.0,,,,,,,
409,PT01M42.00S,2022-03-10T01:41:37.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203482,8.065045992115643,54.16666666666667,1610612765,83,80,2022-03-10T01:41:45Z,4070000,-21.0,23.0,1,left,MISS K. Olynyk Layup,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,3.12,Missed,,,,,,,,,,,,,,,
410,PT01M40.00S,2022-03-10T01:41:39.8Z,3,REGULAR,rebound,defensive,[],1629632,,,1610612741,83,80,2022-03-10T01:41:45Z,4080000,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,409.0,3.0,3.0,0.0,,,,,,,,,,
411,PT01M38.00S,2022-03-10T01:41:42.5Z,3,REGULAR,turnover,lost ball,[],1629632,,,1610612741,83,80,2022-03-10T01:41:48Z,4090000,,,0,,C. White lost ball TURNOVER (1 TO),"[1629632, 1628977]",1610612741.0,CHI,,,,White,C. White,,,,,1.0,Diallo,1628977.0,,,,,,,,,,,,,,,,,
412,PT01M38.00S,2022-03-10T01:41:42.5Z,3,REGULAR,steal,,[],1628977,,,1610612765,83,80,2022-03-10T01:41:44Z,4100000,,,0,,H. Diallo STEAL (2 STL),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
413,PT01M35.00S,2022-03-10T01:41:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628977,8.459264126149804,48.529411764705884,1610612765,85,80,2022-03-10T01:42:22Z,4110000,7.0,27.0,1,left,H. Diallo running Layup (8 PTS),[1628977],1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,,,,2.8,Made,8.0,,,,,,,,,,,,,,
414,PT01M25.00S,2022-03-10T01:42:00.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.74178712220763,50.98039215686275,1610612741,85,80,2022-03-10T01:42:19Z,4120000,5.0,6.0,1,right,MISS A. Dosunmu Layup - blocked,"[1630245, 1630240]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,0.8,Missed,,,,,,,,,,,,,,Lee,1630240.0
415,PT01M25.00S,2022-03-10T01:42:00.6Z,3,REGULAR,block,,[],1630240,,,1610612741,85,80,2022-03-10T01:42:04Z,4130000,,,0,,S. Lee BLOCK (1 BLK),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
416,PT01M25.00S,2022-03-10T01:42:00.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,85,80,2022-03-10T01:42:19Z,4140000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,414.0,,,,,,,,,,,,,
417,PT01M25.00S,2022-03-10T01:42:07.8Z,3,REGULAR,substitution,out,[],203924,,,1610612741,85,80,2022-03-10T01:42:13Z,4150000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
418,PT01M25.00S,2022-03-10T01:42:07.8Z,3,REGULAR,substitution,out,[],203897,,,1610612741,85,80,2022-03-10T01:42:13Z,4160000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
419,PT01M25.00S,2022-03-10T01:42:07.8Z,3,REGULAR,substitution,in,[],1630587,,,1610612741,85,80,2022-03-10T01:42:13Z,4170000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
420,PT01M25.00S,2022-03-10T01:42:07.8Z,3,REGULAR,substitution,in,[],201942,,,1610612741,85,80,2022-03-10T01:42:13Z,4180000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
421,PT01M17.00S,2022-03-10T01:42:23.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201942,80.6011826544021,24.019607843137265,1610612741,85,80,2022-03-10T01:42:28Z,4190000,-130.0,130.0,1,right,MISS D. DeRozan 18' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,18.36,Missed,,,,,,,,,,,,,,,
422,PT01M16.00S,2022-03-10T01:42:27.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,85,80,2022-03-10T01:42:27Z,4200000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,421.0,,,,,,,,,,,,,
423,PT01M16.00S,2022-03-10T01:42:29.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,85,80,2022-03-10T01:42:29Z,4210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT01M10.00S,2022-03-10T01:42:53.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630587,,,1610612741,85,80,2022-03-10T01:43:00Z,4220000,,,0,,I. Livers shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630587, 201942]",1610612765.0,DET,shooting,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,DeRozan,201942.0,,
426,PT01M10.00S,2022-03-10T01:43:20.7Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612741,85,81,2022-03-10T01:43:20Z,4240000,,,0,,D. DeRozan Free Throw 1 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
427,PT01M10.00S,2022-03-10T01:43:37.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612741,85,82,2022-03-10T01:43:37Z,4250000,,,0,,D. DeRozan Free Throw 2 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
428,PT00M58.60S,2022-03-10T01:43:52.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,12.401445466491452,59.55882352941176,1610612765,87,82,2022-03-10T01:43:57Z,4260000,-48.0,64.0,1,left,C. Cunningham 8' fadeaway Jump Shot (22 PTS),[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,,,,8.0,Made,22.0,,,,,,,,,,,,,,
429,PT00M48.90S,2022-03-10T01:44:10.5Z,3,REGULAR,violation,kicked ball,[],1630587,,,1610612741,87,82,2022-03-10T01:44:16Z,4270000,,,0,,I. Livers kicked ball VIOLATION,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,202901.0,,,,,,
430,PT00M44.20S,2022-03-10T01:44:28.7Z,3,REGULAR,2pt,Jump Shot,[],201942,95.18725361366623,29.166666666666657,1610612741,87,82,2022-03-10T01:44:33Z,4280000,-104.0,-7.0,1,right,MISS D. DeRozan 10' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,,,10.45,Missed,,,,,,,,,,,,,,,
431,PT00M44.20S,2022-03-10T01:44:28.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,87,82,2022-03-10T01:44:33Z,4290000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,
434,PT00M44.20S,2022-03-10T01:44:36.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,87,82,2022-03-10T01:44:57Z,4295000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT00M39.90S,2022-03-10T01:44:44.2Z,3,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612765,87,82,2022-03-10T01:44:55Z,4300000,,,0,,C. White shooting personal FOUL (2 PF) (Lee 2 FT),"[1629632, 1630240]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Lee,1630240.0,,
435,PT00M39.90S,2022-03-10T01:45:09.5Z,3,REGULAR,freethrow,1 of 2,[],1630240,,,1610612765,88,82,2022-03-10T01:45:09Z,4320000,,,0,,S. Lee Free Throw 1 of 2 (9 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,Made,9.0,,,,,,,,,,,,,,
436,PT00M39.90S,2022-03-10T01:45:26.2Z,3,REGULAR,freethrow,2 of 2,[],1630240,,,1610612765,89,82,2022-03-10T01:45:26Z,4330000,,,0,,S. Lee Free Throw 2 of 2 (10 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
437,PT00M32.80S,2022-03-10T01:45:40.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,90.5880420499343,48.0392156862745,1610612741,89,84,2022-03-10T01:45:45Z,4340000,-10.0,36.0,1,right,D. DeRozan floating Jump Shot (20 PTS),[201942],1610612741.0,CHI,floating,,,DeRozan,D. DeRozan,,,,,,,,3.73,Made,20.0,,,,,,,,,,,,,,
438,PT00M15.80S,2022-03-10T01:45:58.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,6.093955321944804,54.65686274509804,1610612765,89,84,2022-03-10T01:46:04Z,4350000,-23.0,5.0,1,left,MISS C. Cunningham driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,,,,2.38,Missed,,,,,,,,,,,,,,,
439,PT00M14.90S,2022-03-10T01:46:02.4Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,89,84,2022-03-10T01:46:02Z,4360000,,,0,,H. Diallo REBOUND (Off:1 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,438.0,4.0,3.0,1.0,,,,,,,,,,
440,PT00M14.90S,2022-03-10T01:46:02.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628977,5.590000152587891,50.0,1610612765,91,84,2022-03-10T01:46:02Z,4370000,0.0,0.0,1,left,H. Diallo tip DUNK (10 PTS),[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,,,,0.0,Made,10.0,,,,,,,,,,,,,,
441,PT00M02.30S,2022-03-10T01:46:18.6Z,3,REGULAR,2pt,Jump Shot,[],201942,73.50525624178712,42.15686274509803,1610612741,91,84,2022-03-10T01:46:54Z,4380000,-39.0,197.0,1,right,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,20.05,Missed,,,,,,,,,,,,,,,
442,PT00M01.00S,2022-03-10T01:46:19.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,91,84,2022-03-10T01:46:54Z,4390000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,441.0,,,,,,,,,,,,,
443,PT00M00.00S,2022-03-10T01:46:23.7Z,3,REGULAR,period,end,[],0,,,1610612741,91,84,2022-03-10T01:46:23Z,4400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2022-03-10T01:47:49.5Z,4,REGULAR,substitution,out,['startperiod'],1630595,,,1610612741,91,84,2022-03-10T01:48:56Z,4410000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2022-03-10T01:47:49.5Z,4,REGULAR,substitution,out,['startperiod'],202684,,,1610612741,91,84,2022-03-10T01:48:56Z,4420000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2022-03-10T01:47:49.5Z,4,REGULAR,substitution,in,['startperiod'],203585,,,1610612741,91,84,2022-03-10T01:48:56Z,4430000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2022-03-10T01:47:49.5Z,4,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,91,84,2022-03-10T01:48:56Z,4440000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
448,PT12M00.00S,2022-03-10T01:49:03.3Z,4,REGULAR,period,start,[],0,,,1610612765,91,84,2022-03-10T01:49:03Z,4450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT11M50.00S,2022-03-10T01:49:15.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,7.145203679369246,45.34313725490197,1610612765,91,84,2022-03-10T01:49:23Z,4460000,23.0,15.0,1,left,MISS H. Diallo driving Layup - blocked,"[1628977, 1627884]",1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,,,,2.75,Missed,,,,,,,,,,,,,,Jones Jr.,1627884.0
450,PT11M50.00S,2022-03-10T01:49:15.7Z,4,REGULAR,block,,[],1627884,,,1610612765,91,84,2022-03-10T01:49:20Z,4470000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
451,PT11M50.00S,2022-03-10T01:49:15.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,91,84,2022-03-10T01:49:23Z,4480000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,449.0,,,,,,,,,,,,,
