actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
93,PT03M32.00S,2022-03-10T00:25:18.2Z,1,REGULAR,substitution,out,[],1628963,,,1610612741,18,20,2022-03-10T00:27:54Z,920000,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M32.00S,2022-03-10T00:25:18.2Z,1,REGULAR,substitution,out,[],1630180,,,1610612741,18,20,2022-03-10T00:27:54Z,930000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M32.00S,2022-03-10T00:25:18.2Z,1,REGULAR,substitution,in,[],1630240,,,1610612741,18,20,2022-03-10T00:27:54Z,940000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M32.00S,2022-03-10T00:25:18.2Z,1,REGULAR,substitution,in,[],1628977,,,1610612741,18,20,2022-03-10T00:27:54Z,950000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M32.00S,2022-03-10T00:25:18.2Z,1,REGULAR,substitution,in,[],203482,,,1610612741,18,20,2022-03-10T00:27:54Z,960000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M17.00S,2022-03-10T00:28:17.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,33.163600525624176,71.32352941176471,1610612741,18,20,2022-03-10T00:28:22Z,970000,-107.0,259.0,1,left,MISS C. White 28' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,28.03,Missed,,,,,,,,,,,,,,,
99,PT03M14.00S,2022-03-10T00:28:20.4Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,18,20,2022-03-10T00:28:22Z,980000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,
100,PT03M00.00S,2022-03-10T00:28:34.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630595,90.45663600525624,49.01960784313726,1610612765,18,20,2022-03-10T00:28:38Z,990000,-5.0,37.0,1,right,MISS C. Cunningham turnaround Hook,[1630595],1610612765.0,DET,turnaround,,,Cunningham,C. Cunningham,,,,,,,,3.75,Missed,,,,,,,,,,,,,,,
101,PT02M58.00S,2022-03-10T00:28:36.0Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,18,20,2022-03-10T00:28:38Z,1000000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,
102,PT02M50.00S,2022-03-10T00:28:50.7Z,1,REGULAR,foul,personal,[],1630595,,,1610612741,18,20,2022-03-10T00:29:02Z,1010000,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 202684]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Thompson,202684.0,,
104,PT02M50.00S,2022-03-10T00:28:58.7Z,1,REGULAR,substitution,out,[],203897,,,1610612741,18,20,2022-03-10T00:29:01Z,1030000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2022-03-10T00:28:58.7Z,1,REGULAR,substitution,in,[],201942,,,1610612741,18,20,2022-03-10T00:29:01Z,1040000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M47.00S,2022-03-10T00:29:10.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.093955321944804,45.58823529411765,1610612741,18,20,2022-03-10T00:29:16Z,1050000,22.0,5.0,1,left,MISS C. White cutting Layup,[1629632],1610612741.0,CHI,cutting,,,White,C. White,,,,,,,,2.26,Missed,,,,,,,,,,,,,,,
107,PT02M44.00S,2022-03-10T00:29:13.4Z,1,REGULAR,rebound,defensive,[],203482,,,1610612765,18,20,2022-03-10T00:29:16Z,1060000,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,,,,,
108,PT02M39.00S,2022-03-10T00:29:17.5Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],203924,80.86399474375821,77.45098039215686,1610612765,18,20,2022-03-10T00:29:23Z,1070000,137.0,127.0,1,right,MISS J. Grant 18' pullup Shot,[203924],1610612765.0,DET,pullup,,,Grant,J. Grant,,,,,,,,18.73,Missed,,,,,,,,,,,,,,,
109,PT02M37.00S,2022-03-10T00:29:19.5Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,18,20,2022-03-10T00:29:23Z,1080000,,,0,,T. Thompson REBOUND (Off:0 Def:2),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,
110,PT02M26.00S,2022-03-10T00:29:30.3Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,18,20,2022-03-10T00:29:34Z,1090000,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 203924]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,1.0,Grant,203924.0,,,,,,,,,,,,,,,,,
111,PT02M26.00S,2022-03-10T00:29:30.3Z,1,REGULAR,steal,,[],203924,,,1610612765,18,20,2022-03-10T00:29:32Z,1100000,,,0,,J. Grant STEAL (2 STL),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M17.00S,2022-03-10T00:29:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630240,93.34756898817345,52.94117647058824,1610612765,20,20,2022-03-10T00:30:36Z,1110000,15.0,10.0,1,right,S. Lee cutting Layup (2 PTS) (K. Olynyk 1 AST),"[1630240, 203482]",1610612765.0,DET,cutting,,,Lee,S. Lee,,,,,,,,1.78,Made,2.0,,,,,K. Olynyk,203482.0,1.0,,,,,,,
114,PT02M04.00S,2022-03-10T00:29:52.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202684,11.875821287779246,45.833333333333336,1610612741,20,20,2022-03-10T00:29:57Z,1130000,21.0,59.0,1,left,MISS T. Thompson 6' Hook,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,6.27,Missed,,,,,,,,,,,,,,,
115,PT02M01.00S,2022-03-10T00:29:55.8Z,1,REGULAR,rebound,defensive,[],1630595,,,1610612765,20,20,2022-03-10T00:29:57Z,1140000,,,0,,C. Cunningham REBOUND (Off:0 Def:3),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,114.0,3.0,3.0,0.0,,,,,,,,,,
116,PT01M55.00S,2022-03-10T00:30:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203482,94.53022339027595,46.32352941176471,1610612765,22,20,2022-03-10T00:30:06Z,1150000,-18.0,-1.0,1,right,K. Olynyk Layup (2 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,1.84,Made,2.0,,,,,,,,,,,,,,
117,PT01M35.00S,2022-03-10T00:30:21.3Z,1,REGULAR,3pt,Jump Shot,[],1629632,30.14126149802891,22.549019607843135,1610612741,22,23,2022-03-10T00:30:25Z,1160000,137.0,231.0,1,left,C. White 26' 3PT  (3 PTS) (D. DeRozan 2 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,,,,26.86,Made,3.0,,,,,D. DeRozan,201942.0,2.0,,,,,,,
119,PT01M13.00S,2022-03-10T00:30:44.1Z,1,REGULAR,turnover,bad pass,[],203924,,,1610612765,22,23,2022-03-10T00:30:49Z,1180000,,,0,,J. Grant bad pass TURNOVER (2 TO),"[203924, 1627884]",1610612765.0,DET,,,,Grant,J. Grant,,,,,2.0,Jones Jr.,1627884.0,,,,,,,,,,,,,,,,,
120,PT01M13.00S,2022-03-10T00:30:44.1Z,1,REGULAR,steal,,[],1627884,,,1610612741,22,23,2022-03-10T00:30:46Z,1190000,,,0,,D. Jones Jr. STEAL (1 STL),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M05.00S,2022-03-10T00:30:51.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627884,7.933639947437584,47.30392156862745,1610612741,22,25,2022-03-10T00:30:57Z,1200000,13.0,22.0,1,left,D. Jones Jr. cutting DUNK (2 PTS) (C. White 1 AST),"[1627884, 1629632]",1610612741.0,CHI,cutting,,,Jones Jr.,D. Jones Jr.,,,,,,,,2.59,Made,2.0,,,,,C. White,1629632.0,1.0,,,,,,,
123,PT00M56.30S,2022-03-10T00:31:03.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612765,22,25,2022-03-10T00:31:13Z,1220000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Cunningham 2 FT),"[202684, 1630595]",1610612741.0,CHI,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,2003.0,1.0,0.0,Cunningham,1630595.0,,
125,PT00M56.30S,2022-03-10T00:31:24.9Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,23,25,2022-03-10T00:31:24Z,1240000,,,0,,C. Cunningham Free Throw 1 of 2 (5 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
126,PT00M56.30S,2022-03-10T00:31:25.7Z,1,REGULAR,substitution,out,[],203924,,,1610612765,23,25,2022-03-10T00:31:30Z,1250000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M56.30S,2022-03-10T00:31:25.7Z,1,REGULAR,substitution,in,[],1630587,,,1610612765,23,25,2022-03-10T00:31:30Z,1260000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M56.30S,2022-03-10T00:31:34.7Z,1,REGULAR,substitution,out,[],1630245,,,1610612765,23,25,2022-03-10T00:31:40Z,1270000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M56.30S,2022-03-10T00:31:34.7Z,1,REGULAR,substitution,in,[],1628972,,,1610612765,23,25,2022-03-10T00:31:40Z,1280000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M56.30S,2022-03-10T00:31:45.1Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,24,25,2022-03-10T00:31:45Z,1290000,,,0,,C. Cunningham Free Throw 2 of 2 (6 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
131,PT00M34.20S,2022-03-10T00:32:10.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,11.48160315374507,38.970588235294116,1610612741,24,25,2022-03-10T00:32:13Z,1300000,55.0,55.0,1,left,MISS C. White 7' pullup Shot,[1629632],1610612741.0,CHI,pullup,,,White,C. White,,,,,,,,7.81,Missed,,,,,,,,,,,,,,,
132,PT00M32.00S,2022-03-10T00:32:12.3Z,1,REGULAR,rebound,defensive,[],1630587,,,1610612765,24,25,2022-03-10T00:32:12Z,1310000,,,0,,I. Livers REBOUND (Off:0 Def:1),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,
133,PT00M23.80S,2022-03-10T00:32:21.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628977,89.79960578186596,52.450980392156865,1610612765,26,25,2022-03-10T00:32:26Z,1320000,12.0,43.0,1,right,H. Diallo driving Hook (2 PTS),[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,,,,4.51,Made,2.0,,,,,,,,,,,,,,
134,PT00M02.00S,2022-03-10T00:32:48.2Z,1,REGULAR,2pt,Jump Shot,[],201942,23.04533508541394,78.18627450980392,1610612741,26,25,2022-03-10T00:33:36Z,1330000,-141.0,164.0,1,left,MISS D. DeRozan 21' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,21.63,Missed,,,,,,,,,,,,,,,
135,PT00M00.40S,2022-03-10T00:32:49.8Z,1,REGULAR,rebound,offensive,[],202684,,,1610612741,26,25,2022-03-10T00:33:36Z,1340000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,134.0,3.0,2.0,1.0,,,,,,,,,,
136,PT00M00.30S,2022-03-10T00:32:52.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612741,26,25,2022-03-10T00:33:43Z,1350000,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612741.0,CHI,tip,,,Thompson,T. Thompson,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,
137,PT00M00.10S,2022-03-10T00:32:52.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,26,25,2022-03-10T00:33:43Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
138,PT00M00.00S,2022-03-10T00:32:56.8Z,1,REGULAR,period,end,[],0,,,1610612741,26,25,2022-03-10T00:32:56Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-03-10T00:34:37.8Z,2,REGULAR,substitution,out,['startperiod'],1630595,,,1610612741,26,25,2022-03-10T00:35:31Z,1380000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-03-10T00:34:37.8Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612741,26,25,2022-03-10T00:35:31Z,1390000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-03-10T00:34:37.8Z,2,REGULAR,substitution,in,['startperiod'],203585,,,1610612741,26,25,2022-03-10T00:35:31Z,1400000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-03-10T00:34:37.8Z,2,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,26,25,2022-03-10T00:35:31Z,1410000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-03-10T00:35:32.6Z,2,REGULAR,period,start,[],0,,,1610612741,26,25,2022-03-10T00:35:32Z,1420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M44.00S,2022-03-10T00:35:48.4Z,2,REGULAR,2pt,Jump Shot,[],201942,12.66425755584757,77.69607843137254,1610612741,26,25,2022-03-10T00:35:52Z,1430000,-138.0,67.0,1,left,MISS D. DeRozan 15' turnaround Shot,[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,,,15.36,Missed,,,,,,,,,,,,,,,
145,PT11M41.00S,2022-03-10T00:35:51.4Z,2,REGULAR,rebound,defensive,[],203482,,,1610612765,26,25,2022-03-10T00:35:52Z,1440000,,,0,,K. Olynyk REBOUND (Off:0 Def:2),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,144.0,2.0,2.0,0.0,,,,,,,,,,
146,PT11M27.00S,2022-03-10T00:36:04.2Z,2,REGULAR,2pt,Jump Shot,[],203482,78.10446780551905,29.65686274509804,1610612765,28,25,2022-03-10T00:36:10Z,1450000,-102.0,153.0,1,right,K. Olynyk 18' step back Jump Shot (4 PTS) (S. Lee 1 AST),"[203482, 1630240]",1610612765.0,DET,step back,,,Olynyk,K. Olynyk,,,,,,,,18.4,Made,4.0,,,,,S. Lee,1630240.0,1.0,,,,,,,
148,PT11M07.00S,2022-03-10T00:36:24.7Z,2,REGULAR,3pt,Jump Shot,[],1628972,8.590670170827863,3.9215686274509807,1610612741,28,25,2022-03-10T00:36:29Z,1470000,230.0,28.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,23.21,Missed,,,,,,,,,,,,,,,
149,PT11M03.00S,2022-03-10T00:36:28.2Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,28,25,2022-03-10T00:36:28Z,1480000,,,0,,H. Diallo REBOUND (Off:0 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,
150,PT10M54.00S,2022-03-10T00:36:37.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630240,93.87319316688567,53.431372549019606,1610612765,28,25,2022-03-10T00:36:41Z,1490000,17.0,5.0,1,right,MISS S. Lee driving Layup,[1630240],1610612765.0,DET,driving,,,Lee,S. Lee,,,,,,,,1.79,Missed,,,,,,,,,,,,,,,
151,PT10M52.00S,2022-03-10T00:36:39.1Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,28,25,2022-03-10T00:36:41Z,1500000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,
152,PT10M43.00S,2022-03-10T00:36:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202696,9.510512483574246,50.245098039215684,1610612741,28,27,2022-03-10T00:36:53Z,1510000,-1.0,37.0,1,left,N. Vucevic Layup (8 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,3.69,Made,8.0,,,,,C. White,1629632.0,2.0,,,,,,,
154,PT10M13.00S,2022-03-10T00:37:19.5Z,2,REGULAR,2pt,Jump Shot,[],1630240,78.49868593955321,75.98039215686275,1610612765,28,27,2022-03-10T00:37:23Z,1530000,130.0,150.0,1,right,MISS S. Lee 19' step back Shot,[1630240],1610612765.0,DET,step back,,,Lee,S. Lee,,,,,,,,19.81,Missed,,,,,,,,,,,,,,,
155,PT10M13.00S,2022-03-10T00:37:22.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,28,27,2022-03-10T00:37:22Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,154.0,,,,,,,,,,,,,
156,PT10M13.00S,2022-03-10T00:37:24.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,28,27,2022-03-10T00:37:24Z,1550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT10M07.00S,2022-03-10T00:37:46.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203482,76.13337713534823,8.088235294117652,1610612765,28,27,2022-03-10T00:37:50Z,1560000,-210.0,172.0,1,right,MISS K. Olynyk 27' step back 3PT,[203482],1610612765.0,DET,step back,,,Olynyk,K. Olynyk,,,,,,,,27.1,Missed,,,,,,,,,,,,,,,
158,PT10M04.00S,2022-03-10T00:37:49.0Z,2,REGULAR,rebound,defensive,[],1627884,,,1610612741,28,27,2022-03-10T00:37:50Z,1570000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,,
159,PT09M50.00S,2022-03-10T00:38:02.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,10.82457293035479,45.58823529411765,1610612741,28,29,2022-03-10T00:38:07Z,1580000,22.0,49.0,1,left,N. Vucevic Hook (10 PTS) (T. Brown Jr. 1 AST),"[202696, 1628972]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,5.4,Made,10.0,,,,,T. Brown Jr.,1628972.0,1.0,,,,,,,
161,PT09M27.00S,2022-03-10T00:38:31.9Z,2,REGULAR,foul,offensive,[],203482,,,1610612765,28,29,2022-03-10T00:38:56Z,1600000,,,0,,K. Olynyk offensive FOUL (1 PF),"[203482, 1628972]",1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,1198.0,1.0,0.0,Brown Jr.,1628972.0,,
163,PT09M27.00S,2022-03-10T00:38:31.9Z,2,REGULAR,turnover,offensive foul,[],203482,,,1610612765,28,29,2022-03-10T00:38:31Z,1620000,,,0,,K. Olynyk offensive foul TURNOVER (1 TO),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,1.0,,,,,,,,,,,,,1198.0,,,,,,
164,PT09M12.00S,2022-03-10T00:38:54.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,5.831143232588701,41.666666666666664,1610612741,28,31,2022-03-10T00:39:01Z,1630000,42.0,2.0,1,left,N. Vucevic Hook (12 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,4.18,Made,12.0,,,,,,,,,,,,,,
165,PT08M59.00S,2022-03-10T00:39:07.8Z,2,REGULAR,3pt,Jump Shot,[],1630587,67.59198423127464,82.84313725490196,1610612765,28,31,2022-03-10T00:39:12Z,1640000,164.0,252.0,1,right,MISS I. Livers 30' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,30.09,Missed,,,,,,,,,,,,,,,
166,PT08M56.00S,2022-03-10T00:39:10.6Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,28,31,2022-03-10T00:39:10Z,1650000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,
167,PT08M52.00S,2022-03-10T00:39:14.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629632,6.225361366622863,44.85294117647059,1610612741,28,33,2022-03-10T00:39:20Z,1660000,26.0,6.0,1,left,C. White running Layup (5 PTS),[1629632],1610612741.0,CHI,running,,,White,C. White,,,,,,,,2.64,Made,5.0,,,,,,,,,,,,,,
168,PT08M43.00S,2022-03-10T00:39:26.5Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612765,28,33,2022-03-10T00:39:39Z,1670000,,,0,,N. Vucevic shooting personal FOUL (1 PF) (Olynyk 2 FT),"[202696, 203482]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,202901.0,1.0,0.0,Olynyk,203482.0,,
170,PT08M43.00S,2022-03-10T00:39:49.6Z,2,REGULAR,freethrow,1 of 2,[],203482,,,1610612765,29,33,2022-03-10T00:39:49Z,1690000,,,0,,K. Olynyk Free Throw 1 of 2 (5 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
171,PT08M43.00S,2022-03-10T00:39:58.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,29,33,2022-03-10T00:39:58Z,1700000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT08M43.00S,2022-03-10T00:40:00.9Z,2,REGULAR,substitution,out,[],1628972,,,1610612765,29,33,2022-03-10T00:42:35Z,1710000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
173,PT08M43.00S,2022-03-10T00:40:00.9Z,2,REGULAR,substitution,in,[],203897,,,1610612765,29,33,2022-03-10T00:42:35Z,1720000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
174,PT08M43.00S,2022-03-10T00:42:56.7Z,2,REGULAR,freethrow,2 of 2,[],203482,,,1610612765,30,33,2022-03-10T00:42:56Z,1730000,,,0,,K. Olynyk Free Throw 2 of 2 (6 PTS),[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
175,PT08M23.00S,2022-03-10T00:43:23.3Z,2,REGULAR,foul,offensive,[],202696,,,1610612741,30,33,2022-03-10T00:44:02Z,1740000,,,0,,N. Vucevic offensive FOUL (2 PF),"[202696, 203482]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Olynyk,203482.0,,
177,PT08M23.00S,2022-03-10T00:43:23.3Z,2,REGULAR,turnover,offensive foul,[],202696,,,1610612741,30,33,2022-03-10T00:43:23Z,1760000,,,0,,N. Vucevic offensive foul TURNOVER (1 TO),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.0,,,,,,,,,,,,,202901.0,,,,,,
178,PT08M23.00S,2022-03-10T00:43:35.6Z,2,REGULAR,foul,technical,['1freethrow'],202696,,,1610612765,30,33,2022-03-10T00:43:49Z,1770000,,,0,,N. Vucevic technical FOUL (1 Tech),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,2003.0,2.0,1.0,,,,
179,PT08M23.00S,2022-03-10T00:43:59.2Z,2,REGULAR,freethrow,1 of 1,[],203482,,,1610612765,31,33,2022-03-10T00:43:59Z,1780000,,,0,,K. Olynyk technical Free Throw 1 of 1 (7 PTS),[203482],1610612765.0,DET,technical,,,Olynyk,K. Olynyk,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
180,PT08M16.00S,2022-03-10T00:44:24.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,31,33,2022-03-10T00:44:24Z,1790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT08M03.00S,2022-03-10T00:44:51.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203585,79.54993429697765,7.35294117647058,1610612765,31,33,2022-03-10T00:44:55Z,1800000,-213.0,140.0,1,right,MISS R. McGruder 25' 3PT,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,25.49,Missed,,,,,,,,,,,,,,,
