actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
349,PT07M13.00S,2022-02-05T01:26:05.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,42,56,2022-02-05T01:26:05Z,3450000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,348.0,,,,,,,,,
350,PT07M13.00S,2022-02-05T01:26:21.5Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,42,57,2022-02-05T01:26:21Z,3460000,,,0,,J. Tatum Free Throw 2 of 2 (10 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
351,PT07M05.00S,2022-02-05T01:26:32.6Z,3,REGULAR,foul,personal,['2freethrow'],1629057,,,1610612765,42,57,2022-02-05T01:26:42Z,3470000,,,0,,R. Williams III shooting personal FOUL (3 PF) (Diallo 2 FT),"[1629057, 1628977]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,1148.0,3.0,0.0,Diallo,1628977.0,,,,,,,,,,
353,PT07M05.00S,2022-02-05T01:27:06.1Z,3,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,43,57,2022-02-05T01:27:27Z,3490000,,,0,,H. Diallo Free Throw 1 of 2 (11 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
354,PT07M05.00S,2022-02-05T01:27:06.1Z,3,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,43,57,2022-02-05T01:27:27Z,3500000,,,0,,MISS H. Diallo Free Throw 2 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
355,PT07M01.00S,2022-02-05T01:27:10.1Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,43,57,2022-02-05T01:27:27Z,3510000,,,0,,H. Diallo REBOUND (Off:5 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,354.0,7.0,2.0,5.0,,,,,,
356,PT06M59.00S,2022-02-05T01:27:24.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630180,69.99014454664915,26.225490196078432,1610612765,46,57,2022-02-05T01:27:30Z,3520000,-119.0,230.0,1,right,S. Bey 25' 3PT  (8 PTS) (C. Joseph 2 AST),"[1630180, 202709]",1610612765.0,DET,,,,Bey,S. Bey,,,,,25.86,Made,8.0,C. Joseph,202709.0,2.0,,,,,,,,,,,,,,,
358,PT06M59.00S,2022-02-05T01:27:32.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612738,46,57,2022-02-05T01:27:32Z,3540000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT06M46.00S,2022-02-05T01:30:37.6Z,3,REGULAR,foul,personal,[],1628977,,,1610612738,46,57,2022-02-05T01:31:19Z,3550000,,,0,,H. Diallo personal FOUL (3 PF),"[1628977, 1627759]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,1198.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,
362,PT06M35.00S,2022-02-05T01:31:07.9Z,3,REGULAR,3pt,Jump Shot,[],1627759,10.988830486202366,2.450980392156863,1610612738,46,57,2022-02-05T01:31:22Z,3570000,238.0,51.0,1,left,MISS J. Brown 24' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,24.31,Missed,,,,,,,,,,,,,,,,,,,
363,PT06M31.00S,2022-02-05T01:31:11.0Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,46,57,2022-02-05T01:31:11Z,3580000,,,0,,H. Diallo REBOUND (Off:5 Def:3),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,362.0,8.0,3.0,5.0,,,,,,
364,PT06M26.00S,2022-02-05T01:31:17.0Z,3,REGULAR,foul,personal,['2freethrow'],203935,,,1610612765,46,57,2022-02-05T01:31:36Z,3590000,,,0,,M. Smart shooting personal FOUL (2 PF) (Diallo 2 FT),"[203935, 1628977]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,1198.0,2.0,0.0,Diallo,1628977.0,,,,,,,,,,
366,PT06M26.00S,2022-02-05T01:31:44.1Z,3,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,46,57,2022-02-05T01:31:44Z,3610000,,,0,,MISS H. Diallo Free Throw 1 of 2,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
367,PT06M26.00S,2022-02-05T01:31:44.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,46,57,2022-02-05T01:31:44Z,3620000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,366.0,,,,,,,,,
368,PT06M26.00S,2022-02-05T01:31:45.2Z,3,REGULAR,substitution,out,[],201143,,,1610612765,46,57,2022-02-05T01:31:51Z,3630000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M26.00S,2022-02-05T01:31:45.2Z,3,REGULAR,substitution,in,[],1629684,,,1610612765,46,57,2022-02-05T01:31:51Z,3640000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT06M26.00S,2022-02-05T01:32:04.8Z,3,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,47,57,2022-02-05T01:32:04Z,3650000,,,0,,H. Diallo Free Throw 2 of 2 (12 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
371,PT06M02.00S,2022-02-05T01:32:31.5Z,3,REGULAR,3pt,Jump Shot,[],1628369,24.26084099868594,15.931372549019606,1610612738,47,60,2022-02-05T01:33:10Z,3660000,170.0,176.0,1,left,J. Tatum 24' 3PT  (13 PTS) (J. Brown 2 AST),"[1628369, 1627759]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.46,Made,13.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,,,
375,PT05M39.00S,2022-02-05T01:32:53.4Z,3,REGULAR,2pt,Jump Shot,[],1628977,87.07293035479631,23.03921568627451,1610612765,47,60,2022-02-05T01:33:13Z,3680000,-135.0,69.0,1,right,MISS H. Diallo 15' Jump Shot - blocked,"[1628977, 1629057]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,15.14,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,,
376,PT05M39.00S,2022-02-05T01:32:53.4Z,3,REGULAR,block,,[],1629057,,,1610612765,47,60,2022-02-05T01:32:57Z,3690000,,,0,,R. Williams III BLOCK (3 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT05M39.00S,2022-02-05T01:32:53.4Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,60,2022-02-05T01:33:13Z,3700000,,,0,,J. Tatum REBOUND (Off:1 Def:5),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,375.0,6.0,5.0,1.0,,,,,,
378,PT05M31.00S,2022-02-05T01:33:02.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,13.61695137976347,42.64705882352941,1610612738,47,60,2022-02-05T01:33:18Z,3710000,37.0,75.0,1,left,MISS J. Brown 8' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,8.4,Missed,,,,,,,,,,,,,,,,,,,
379,PT05M28.00S,2022-02-05T01:33:05.5Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,47,60,2022-02-05T01:33:18Z,3720000,,,0,,H. Diallo REBOUND (Off:5 Def:4),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,378.0,9.0,4.0,5.0,,,,,,
380,PT05M11.00S,2022-02-05T01:33:21.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,84.97043363994744,47.05882352941176,1610612765,47,60,2022-02-05T01:33:27Z,3730000,-15.0,89.0,1,right,MISS S. Bey 9' fadeaway Shot,[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,9.0,Missed,,,,,,,,,,,,,,,,,,,
381,PT05M09.00S,2022-02-05T01:33:23.6Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,60,2022-02-05T01:33:27Z,3740000,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,380.0,7.0,6.0,1.0,,,,,,
382,PT04M58.00S,2022-02-05T01:33:35.2Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.35676741130092,58.08823529411765,1610612738,47,63,2022-02-05T01:38:52Z,3750000,-40.0,242.0,1,left,J. Tatum 24' 3PT pullup (16 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,24.56,Made,16.0,,,,,,,,,,,,,,,,,,
383,PT04M42.00S,2022-02-05T01:33:51.7Z,3,REGULAR,3pt,Jump Shot,[],203924,70.25295663600527,20.833333333333336,1610612765,47,63,2022-02-05T01:33:56Z,3760000,-146.0,227.0,1,right,MISS J. Grant 26' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
384,PT04M38.00S,2022-02-05T01:33:55.0Z,3,REGULAR,rebound,defensive,[],1628369,,,1610612738,47,63,2022-02-05T01:33:55Z,3770000,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,383.0,8.0,7.0,1.0,,,,,,
385,PT04M30.00S,2022-02-05T01:34:02.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,26.363337713534822,84.06862745098039,1610612738,47,63,2022-02-05T01:39:35Z,3780000,-170.0,195.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
386,PT04M27.00S,2022-02-05T01:34:05.8Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,47,63,2022-02-05T01:34:07Z,3790000,,,0,,J. Grant REBOUND (Off:0 Def:3),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,385.0,3.0,3.0,0.0,,,,,,
387,PT04M20.00S,2022-02-05T01:34:13.1Z,3,REGULAR,2pt,Jump Shot,[],1628977,93.9060446780552,74.01960784313727,1610612765,47,63,2022-02-05T01:34:18Z,3800000,120.0,5.0,1,right,MISS H. Diallo 12' fadeaway Shot,[1628977],1610612765.0,DET,fadeaway,,,Diallo,H. Diallo,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,,
388,PT04M17.00S,2022-02-05T01:34:16.1Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,47,63,2022-02-05T01:34:16Z,3810000,,,0,,H. Diallo REBOUND (Off:6 Def:4),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,387.0,10.0,4.0,6.0,,,,,,
389,PT04M12.00S,2022-02-05T01:34:21.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628977,80.76544021024968,54.65686274509803,1610612765,49,63,2022-02-05T01:34:27Z,3820000,23.0,128.0,1,right,H. Diallo 13' floating Jump Shot (14 PTS) (C. Joseph 3 AST),"[1628977, 202709]",1610612765.0,DET,floating,,,Diallo,H. Diallo,,,,,13.04,Made,14.0,C. Joseph,202709.0,3.0,,,,,,,,,,,,,,,
391,PT03M47.00S,2022-02-05T01:34:45.6Z,3,REGULAR,3pt,Jump Shot,[],1629684,14.273981603153747,4.6568627450980395,1610612738,49,66,2022-02-05T01:34:52Z,3840000,227.0,82.0,1,left,G. Williams 24' 3PT  (5 PTS) (M. Smart 6 AST),"[1629684, 203935]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,24.1,Made,5.0,M. Smart,203935.0,6.0,,,,,,,,,,,,,,,
393,PT03M29.00S,2022-02-05T01:35:04.9Z,3,REGULAR,3pt,Jump Shot,[],1628977,77.87450722733246,89.4607843137255,1610612765,52,66,2022-02-05T01:35:09Z,3860000,197.0,155.0,1,right,H. Diallo 25' 3PT  (17 PTS) (J. Grant 3 AST),"[1628977, 203924]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,25.12,Made,17.0,J. Grant,203924.0,3.0,,,,,,,,,,,,,,,
395,PT03M14.00S,2022-02-05T01:35:19.7Z,3,REGULAR,turnover,lost ball,[],1627759,,,1610612738,52,66,2022-02-05T01:35:26Z,3880000,,,0,,J. Brown lost ball TURNOVER (2 TO),"[1627759, 202709]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,2.0,,,Joseph,202709.0,
396,PT03M14.00S,2022-02-05T01:35:19.7Z,3,REGULAR,steal,,[],202709,,,1610612765,52,66,2022-02-05T01:36:55Z,3890000,,,0,,C. Joseph STEAL (1 STL),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT03M09.00S,2022-02-05T01:35:24.6Z,3,REGULAR,turnover,bad pass,[],203924,,,1610612765,52,66,2022-02-05T01:35:29Z,3900000,,,0,,J. Grant bad pass TURNOVER (1 TO),"[203924, 203935]",1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,1.0,,,Smart,203935.0,
398,PT03M09.00S,2022-02-05T01:35:24.6Z,3,REGULAR,steal,,[],203935,,,1610612738,52,66,2022-02-05T01:35:27Z,3910000,,,0,,M. Smart STEAL (1 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M02.00S,2022-02-05T01:35:31.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,8.492115637319317,42.8921568627451,1610612738,52,66,2022-02-05T01:35:39Z,3920000,36.0,27.0,1,left,MISS J. Tatum Layup,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,4.48,Missed,,,,,,,,,,,,,,,,,,,
400,PT02M54.00S,2022-02-05T01:35:38.5Z,3,REGULAR,rebound,offensive,[],1629057,,,1610612738,52,66,2022-02-05T01:35:38Z,3930000,,,0,,R. Williams III REBOUND (Off:2 Def:7),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,399.0,9.0,7.0,2.0,,,,,,
401,PT02M54.00S,2022-02-05T01:35:38.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,52,68,2022-02-05T01:35:38Z,3940000,0.0,0.0,1,left,R. Williams III putback DUNK (11 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,,,,
402,PT02M54.00S,2022-02-05T01:35:44.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612765,52,68,2022-02-05T01:35:44Z,3950000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,out,[],1628977,,,1610612765,52,68,2022-02-05T01:37:12Z,3960000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,52,68,2022-02-05T01:37:12Z,3970000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,out,[],1627759,,,1610612765,52,68,2022-02-05T01:37:12Z,3980000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,out,[],203935,,,1610612765,52,68,2022-02-05T01:37:12Z,3990000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,in,[],1628402,,,1610612765,52,68,2022-02-05T01:37:12Z,4000000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,in,[],203482,,,1610612765,52,68,2022-02-05T01:37:12Z,4010000,,,0,,SUB in: K. Olynyk,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,in,[],1626196,,,1610612765,52,68,2022-02-05T01:37:12Z,4020000,,,0,,SUB in: J. Richardson,[1626196],1610612738.0,BOS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT02M54.00S,2022-02-05T01:36:27.5Z,3,REGULAR,substitution,in,[],203471,,,1610612765,52,68,2022-02-05T01:37:12Z,4030000,,,0,,SUB in: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT02M35.00S,2022-02-05T01:37:28.9Z,3,REGULAR,3pt,Jump Shot,[],202709,92.59198423127464,4.6568627450980395,1610612765,52,68,2022-02-05T01:37:36Z,4040000,-227.0,17.0,1,right,MISS C. Joseph 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,,
412,PT02M28.00S,2022-02-05T01:37:35.2Z,3,REGULAR,rebound,offensive,[],1630180,,,1610612765,52,68,2022-02-05T01:37:35Z,4050000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,411.0,1.0,0.0,1.0,,,,,,
413,PT02M28.00S,2022-02-05T01:37:35.2Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630180,94.40999984741211,50.0,1610612765,52,68,2022-02-05T01:37:38Z,4060000,0.0,0.0,1,right,MISS S. Bey tip Layup,[1630180],1610612765.0,DET,tip,,,Bey,S. Bey,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
414,PT02M28.00S,2022-02-05T01:37:35.2Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,52,68,2022-02-05T01:37:38Z,4070000,,,0,,R. Williams III REBOUND (Off:2 Def:8),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,413.0,10.0,8.0,2.0,,,,,,
415,PT02M25.00S,2022-02-05T01:37:38.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628369,8.229303547963205,49.01960784313725,1610612738,52,70,2022-02-05T01:38:05Z,4080000,5.0,25.0,1,left,J. Tatum cutting DUNK (18 PTS) (D. Schroder 2 AST),"[1628369, 203471]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,2.54,Made,18.0,D. Schroder,203471.0,2.0,,,,,,,,,,,,,,,
417,PT02M07.00S,2022-02-05T01:37:56.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203482,94.03745072273325,40.44117647058824,1610612765,52,70,2022-02-05T01:38:35Z,4100000,-48.0,4.0,1,right,MISS K. Olynyk Layup,[203482],1610612765.0,DET,,,,Olynyk,K. Olynyk,,,,,4.79,Missed,,,,,,,,,,,,,,,,,,,
418,PT02M07.00S,2022-02-05T01:37:56.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,52,70,2022-02-05T01:38:35Z,4110000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,417.0,,,,,,,,,
419,PT02M07.00S,2022-02-05T01:38:03.7Z,3,REGULAR,substitution,out,[],203924,,,1610612765,52,70,2022-02-05T01:38:14Z,4120000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M07.00S,2022-02-05T01:38:03.7Z,3,REGULAR,substitution,out,[],202709,,,1610612765,52,70,2022-02-05T01:38:14Z,4130000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M07.00S,2022-02-05T01:38:03.7Z,3,REGULAR,substitution,in,[],1626168,,,1610612765,52,70,2022-02-05T01:38:14Z,4140000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M07.00S,2022-02-05T01:38:03.7Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,52,70,2022-02-05T01:38:14Z,4150000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M03.00S,2022-02-05T01:38:28.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626168,85.89027595269383,95.58823529411765,1610612765,52,70,2022-02-05T01:38:38Z,4160000,228.0,80.0,1,right,MISS T. Lyles 24' 3PT,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,24.16,Missed,,,,,,,,,,,,,,,,,,,
424,PT02M00.00S,2022-02-05T01:38:31.1Z,3,REGULAR,rebound,defensive,[],1629684,,,1610612738,52,70,2022-02-05T01:38:38Z,4170000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,423.0,1.0,1.0,0.0,,,,,,
425,PT01M53.00S,2022-02-05T01:38:40.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,9.280551905387648,54.90196078431373,1610612738,52,72,2022-02-05T01:39:04Z,4180000,-25.0,35.0,1,left,J. Tatum driving finger roll Layup (20 PTS) (D. Schroder 3 AST),"[1628369, 203471]",1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,4.25,Made,20.0,D. Schroder,203471.0,3.0,,,,,,,,,,,,,,,
427,PT01M53.00S,2022-02-05T01:38:44.9Z,3,REGULAR,foul,personal,['1freethrow'],1626168,,,1610612738,52,72,2022-02-05T01:39:03Z,4200000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Tatum 1 FT),"[1626168, 1628369]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,,,,,,,201638.0,1.0,0.0,Tatum,1628369.0,,,,,,,,,,
429,PT01M53.00S,2022-02-05T01:39:07.7Z,3,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,52,73,2022-02-05T01:39:07Z,4220000,,,0,,J. Tatum Free Throw 1 of 1 (21 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
430,PT01M35.00S,2022-02-05T01:39:32.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,90.22667542706965,62.745098039215684,1610612765,54,73,2022-02-05T01:47:45Z,4230000,64.0,39.0,1,right,K. Hayes 7' fadeaway Jump Shot (4 PTS),[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,7.49,Made,4.0,,,,,,,,,,,,,,,,,,
431,PT01M13.00S,2022-02-05T01:39:53.7Z,3,REGULAR,3pt,Jump Shot,[],1628369,31.488173455978973,28.676470588235293,1610612738,54,73,2022-02-05T01:40:03Z,4240000,107.0,243.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
432,PT01M11.00S,2022-02-05T01:39:55.7Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,54,73,2022-02-05T01:40:03Z,4250000,,,0,,T. Lyles REBOUND (Off:0 Def:4),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,431.0,4.0,4.0,0.0,,,,,,
433,PT01M04.00S,2022-02-05T01:40:03.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,91.93495400788436,46.568627450980394,1610612765,56,73,2022-02-05T01:40:27Z,4260000,-17.0,23.0,1,right,T. Lyles reverse Layup (6 PTS) (K. Hayes 1 AST),"[1626168, 1630165]",1610612765.0,DET,reverse,,,Lyles,T. Lyles,,,,,2.9,Made,6.0,K. Hayes,1630165.0,1.0,,,,,,,,,,,,,,,
435,PT00M46.60S,2022-02-05T01:40:21.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,6.915243101182654,4.166666666666666,1610612738,56,76,2022-02-05T01:40:30Z,4280000,229.0,13.0,1,left,J. Tatum 3PT  (24 PTS) (D. Schroder 4 AST),"[1628369, 203471]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,22.95,Made,24.0,D. Schroder,203471.0,4.0,,,,,,,,,,,,,,,
437,PT00M41.40S,2022-02-05T01:40:48.4Z,3,REGULAR,3pt,Jump Shot,[],1628402,82.21090670170827,95.83333333333334,1610612765,56,76,2022-02-05T01:41:01Z,4300000,229.0,115.0,1,right,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,25.63,Missed,,,,,,,,,,,,,,,,,,,
438,PT00M37.20S,2022-02-05T01:40:52.6Z,3,REGULAR,rebound,defensive,[],1629057,,,1610612738,56,76,2022-02-05T01:41:01Z,4310000,,,0,,R. Williams III REBOUND (Off:2 Def:9),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,437.0,11.0,9.0,2.0,,,,,,
439,PT00M29.50S,2022-02-05T01:41:00.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,9.937582128777924,63.970588235294116,1610612738,56,78,2022-02-05T01:41:38Z,4320000,-70.0,41.0,1,left,D. Schroder 8' driving floating bank Jump Shot (8 PTS),[203471],1610612738.0,BOS,driving floating bank,,,Schroder,D. Schroder,,,,,8.1,Made,8.0,,,,,,,,,,,,,,,,,,
