actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT04M42.00S,2021-11-24T00:27:10.7Z,1,REGULAR,substitution,in,[],1629639,,,1610612748,19,11,2021-11-24T00:27:34Z,910000,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M42.00S,2021-11-24T00:27:10.7Z,1,REGULAR,substitution,in,[],203473,,,1610612748,19,11,2021-11-24T00:27:34Z,920000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M19.00S,2021-11-24T00:28:06.9Z,1,REGULAR,2pt,Jump Shot,[],202710,88.48554533508542,78.18627450980392,1610612748,19,11,2021-11-24T00:28:12Z,930000,141.0,56.0,1,right,MISS J. Butler 15' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,,,,15.15,Missed,,,,,,,,,,,,,,
95,PT04M15.00S,2021-11-24T00:28:10.9Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,19,11,2021-11-24T00:28:12Z,940000,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,94.0,3.0,2.0,1.0,,,,,,
96,PT04M06.00S,2021-11-24T00:28:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630180,8.196452036793687,59.31372549019608,1610612765,19,11,2021-11-24T00:28:24Z,950000,-47.0,25.0,1,left,MISS S. Bey driving Layup,[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,,,,,,5.26,Missed,,,,,,,,,,,,,,
97,PT04M03.00S,2021-11-24T00:28:22.8Z,1,REGULAR,rebound,offensive,[],1630180,,,1610612765,19,11,2021-11-24T00:28:22Z,960000,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,96.0,1.0,0.0,1.0,,,,,,
98,PT04M00.00S,2021-11-24T00:28:25.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628402,28.038764783180028,18.627450980392155,1610612765,19,11,2021-11-24T00:28:33Z,970000,157.0,211.0,1,left,MISS F. Jackson 26' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,26.3,Missed,,,,,,,,,,,,,,
99,PT03M55.00S,2021-11-24T00:28:30.9Z,1,REGULAR,rebound,defensive,[],1629216,,,1610612748,19,11,2021-11-24T00:28:33Z,980000,,,0,,G. Vincent REBOUND (Off:0 Def:1),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,
100,PT03M40.00S,2021-11-24T00:28:49.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612748,19,11,2021-11-24T00:29:04Z,990000,,,0,,F. Jackson loose ball personal FOUL (1 PF) (Butler 2 FT),"[1628402, 202710]",1610612765.0,DET,loose ball,,,Jackson,F. Jackson,,,,,202026.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
102,PT03M40.00S,2021-11-24T00:29:15.2Z,1,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,19,12,2021-11-24T00:29:15Z,1010000,,,0,,J. Butler Free Throw 1 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,
103,PT03M40.00S,2021-11-24T00:29:16.8Z,1,REGULAR,substitution,out,[],1630180,,,1610612748,19,12,2021-11-24T00:29:22Z,1020000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M40.00S,2021-11-24T00:29:16.8Z,1,REGULAR,substitution,in,[],1628977,,,1610612748,19,12,2021-11-24T00:29:22Z,1030000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2021-11-24T00:29:32.9Z,1,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,19,13,2021-11-24T00:29:33Z,1040000,,,0,,J. Butler Free Throw 2 of 2 (7 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
106,PT03M21.00S,2021-11-24T00:29:57.5Z,1,REGULAR,foul,personal,[],203473,,,1610612765,19,13,2021-11-24T00:30:18Z,1050000,,,0,,D. Dedmon personal FOUL (1 PF),"[203473, 1628977]",1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,1627526.0,1.0,0.0,Diallo,1628977.0,,,,,,,,,,,,,,,,
108,PT03M21.00S,2021-11-24T00:30:20.4Z,1,REGULAR,substitution,out,[],200782,,,1610612765,19,13,2021-11-24T00:30:24Z,1070000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2021-11-24T00:30:20.4Z,1,REGULAR,substitution,in,[],1628997,,,1610612765,19,13,2021-11-24T00:30:24Z,1080000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M10.00S,2021-11-24T00:30:38.4Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,19,13,2021-11-24T00:30:42Z,1090000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1629216]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,,
111,PT03M10.00S,2021-11-24T00:30:38.4Z,1,REGULAR,steal,,[],1629216,,,1610612748,19,13,2021-11-24T00:30:41Z,1100000,,,0,,G. Vincent STEAL (1 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M59.00S,2021-11-24T00:30:50.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202710,90.98226018396846,46.568627450980394,1610612748,19,15,2021-11-24T00:31:00Z,1110000,-17.0,32.0,1,right,J. Butler Layup (9 PTS) (T. Herro 1 AST),"[202710, 1629639]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,3.66,Made,9.0,T. Herro,1629639.0,1.0,,,,,,,,,,
114,PT02M59.00S,2021-11-24T00:30:58.0Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630595,,,1610612748,19,15,2021-11-24T00:31:09Z,1130000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Butler 1 FT),"[1630595, 202710]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,1627526.0,2.0,0.0,Butler,202710.0,,,,,,,,,,,,,,,,
116,PT02M59.00S,2021-11-24T00:31:17.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],202710,,,1610612748,19,16,2021-11-24T00:31:17Z,1150000,,,0,,J. Butler Free Throw 1 of 1 (10 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
118,PT02M45.00S,2021-11-24T00:31:47.0Z,1,REGULAR,foul,technical,['1freethrow'],203473,,,1610612765,19,16,2021-11-24T00:32:19Z,1170000,,,0,,D. Dedmon defensive-3-second technical FOUL (1 Tech),[203473],1610612748.0,MIA,defensive-3-second,,,Dedmon,D. Dedmon,,,,,1627526.0,1.0,1.0,,,,,,,,,,,,,,,,,,
119,PT02M45.00S,2021-11-24T00:32:01.0Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,19,16,2021-11-24T00:32:10Z,1180000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M45.00S,2021-11-24T00:32:01.0Z,1,REGULAR,substitution,in,[],1630240,,,1610612765,19,16,2021-11-24T00:32:10Z,1190000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M45.00S,2021-11-24T00:32:21.2Z,1,REGULAR,freethrow,1 of 1,[],203924,,,1610612765,20,16,2021-11-24T00:32:21Z,1200000,,,0,,J. Grant technical Free Throw 1 of 1 (4 PTS),[203924],1610612765.0,DET,technical,,,Grant,J. Grant,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
122,PT02M32.00S,2021-11-24T00:32:28.5Z,1,REGULAR,3pt,Jump Shot,[],1628402,25.279237844940866,89.4607843137255,1610612765,23,16,2021-11-24T00:32:36Z,1210000,-197.0,185.0,1,left,F. Jackson 27' 3PT step back (3 PTS) (H. Diallo 1 AST),"[1628402, 1628977]",1610612765.0,DET,step back,,,Jackson,F. Jackson,,,,,,,,,,27.05,Made,3.0,H. Diallo,1628977.0,1.0,,,,,,,,,,
124,PT02M13.00S,2021-11-24T00:32:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,88.48554533508542,49.26470588235294,1610612748,23,16,2021-11-24T00:32:52Z,1230000,-4.0,56.0,1,right,MISS T. Herro floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,,,,,5.58,Missed,,,,,,,,,,,,,,
125,PT02M13.00S,2021-11-24T00:32:46.5Z,1,REGULAR,rebound,offensive,[],202710,,,1610612748,23,16,2021-11-24T00:44:52Z,1240000,,,0,,J. Butler REBOUND (Off:2 Def:2),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,124.0,4.0,2.0,2.0,,,,,,
159,PT02M13.00S,2021-11-24T00:32:53.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202710,91.85282522996059,51.20251225490196,1610612748,23,16,2021-11-24T00:40:20Z,1245000,6.0,24.0,1,right,MISS J. Butler tip Layup,[202710],1610612748.0,MIA,tip,,,Butler,J. Butler,,,,,,,,,,2.48,Missed,,,,,,,,,,,,,,
160,PT02M13.00S,2021-11-24T00:32:53.3Z,1,REGULAR,rebound,defensive,[],1630240,,,1610612765,23,16,2021-11-24T00:40:20Z,1247500,,,0,,S. Lee REBOUND (Off:0 Def:1),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,159.0,1.0,1.0,0.0,,,,,,
126,PT02M04.00S,2021-11-24T00:33:00.1Z,1,REGULAR,turnover,traveling,[],1630240,,,1610612765,23,16,2021-11-24T00:33:16Z,1250000,,,0,,S. Lee traveling TURNOVER (1 TO),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,202026.0,,,,,,,,,,,,,,,1.0,,,,,
127,PT01M55.00S,2021-11-24T00:33:19.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,75.34494086727989,43.38235294117647,1610612748,23,18,2021-11-24T00:33:25Z,1260000,-33.0,179.0,1,right,T. Herro 18' pullup Jump Shot (2 PTS),[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,,,18.23,Made,2.0,,,,,,,,,,,,,
128,PT01M43.00S,2021-11-24T00:33:41.6Z,1,REGULAR,violation,kicked ball,[],1628997,,,1610612765,23,18,2021-11-24T00:33:46Z,1270000,,,0,,C. Martin kicked ball VIOLATION,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,2530.0,,,,,,,,,,,,,,,,,,,,
129,PT01M43.00S,2021-11-24T00:33:44.7Z,1,REGULAR,substitution,out,[],203924,,,1610612765,23,18,2021-11-24T00:33:47Z,1280000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M43.00S,2021-11-24T00:33:44.7Z,1,REGULAR,substitution,in,[],1628367,,,1610612765,23,18,2021-11-24T00:33:47Z,1290000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M34.00S,2021-11-24T00:34:00.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,23,18,2021-11-24T00:34:00Z,1300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M28.00S,2021-11-24T00:34:19.1Z,1,REGULAR,3pt,Jump Shot,[],1628402,32.90078843626807,41.17647058823529,1610612765,23,18,2021-11-24T00:34:24Z,1310000,44.0,257.0,1,left,MISS F. Jackson 26' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,26.06,Missed,,,,,,,,,,,,,,
133,PT01M24.00S,2021-11-24T00:34:23.1Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,23,18,2021-11-24T00:34:24Z,1320000,,,0,,D. Dedmon REBOUND (Off:0 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,
134,PT01M22.00S,2021-11-24T00:34:36.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628402,,,1610612748,23,18,2021-11-24T00:45:41Z,1330000,,,0,,F. Jackson personal FOUL (2 PF) (Herro 2 FT),"[1628402, 1629639]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,2530.0,2.0,0.0,Herro,1629639.0,,,,,,,,,,,,,,,,
137,PT01M22.00S,2021-11-24T00:35:02.6Z,1,REGULAR,substitution,out,[],203473,,,1610612748,23,18,2021-11-24T00:45:41Z,1360000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M22.00S,2021-11-24T00:35:02.6Z,1,REGULAR,substitution,in,[],1628389,,,1610612748,23,18,2021-11-24T00:45:41Z,1370000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M22.00S,2021-11-24T00:35:33.5Z,1,REGULAR,substitution,out,[],202710,,,1610612748,23,18,2021-11-24T00:45:41Z,1380000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M22.00S,2021-11-24T00:35:33.5Z,1,REGULAR,substitution,in,[],200768,,,1610612748,23,18,2021-11-24T00:45:41Z,1390000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M22.00S,2021-11-24T00:35:33.6Z,1,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,23,19,2021-11-24T00:46:06Z,1392500,,,0,,T. Herro Free Throw 1 of 2 (3 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
141,PT01M22.00S,2021-11-24T00:35:33.6Z,1,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,23,20,2021-11-24T00:46:06Z,1393750,,,0,,T. Herro Free Throw 2 of 2 (4 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
143,PT00M57.30S,2021-11-24T00:35:59.6Z,1,REGULAR,3pt,Jump Shot,[],1628367,33.55781865965835,31.617647058823522,1610612765,23,20,2021-11-24T00:39:03Z,1395000,92.0,263.0,1,left,MISS J. Jackson 27' 3PT,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,27.85,Missed,,,,,,,,,,,,,,
144,PT00M54.90S,2021-11-24T00:36:02.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,23,20,2021-11-24T00:39:03Z,1397500,,,0,,B. Adebayo REBOUND (Off:0 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,143.0,1.0,1.0,0.0,,,,,,
145,PT00M43.30S,2021-11-24T00:36:05.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628997,92.24704336399475,45.810355392156865,1610612748,23,20,2021-11-24T00:49:31Z,1440000,-21.0,20.0,1,right,MISS C. Martin Layup,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,2.92,Missed,,,,,,,,,,,,,,
146,PT00M42.50S,2021-11-24T00:36:06.5Z,1,REGULAR,rebound,defensive,[],1628367,,,1610612765,23,20,2021-11-24T00:49:31Z,1450000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,145.0,1.0,1.0,0.0,,,,,,
147,PT00M34.50S,2021-11-24T00:36:34.2Z,1,REGULAR,turnover,bad pass,[],1628367,,,1610612765,23,20,2021-11-24T00:37:02Z,1460000,,,0,,J. Jackson bad pass TURNOVER (1 TO),"[1628367, 1629216]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,1.0,Vincent,1629216.0,,,
148,PT00M34.50S,2021-11-24T00:36:34.2Z,1,REGULAR,steal,,[],1629216,,,1610612748,23,20,2021-11-24T00:36:37Z,1470000,,,0,,G. Vincent STEAL (2 STL),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M28.30S,2021-11-24T00:36:40.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,75.87056504599212,9.558823529411768,1610612748,23,20,2021-11-24T00:37:06Z,1480000,-202.0,174.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,26.7,Missed,,,,,,,,,,,,,,
150,PT00M24.90S,2021-11-24T00:36:43.6Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,23,20,2021-11-24T00:36:43Z,1490000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,149.0,4.0,3.0,1.0,,,,,,
151,PT00M17.80S,2021-11-24T00:36:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,9.510512483574246,55.88235294117647,1610612765,25,20,2021-11-24T00:37:11Z,1500000,-29.0,37.0,1,left,H. Diallo Layup (2 PTS),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,4.72,Made,2.0,,,,,,,,,,,,,
152,PT00M00.00S,2021-11-24T00:37:12.0Z,1,REGULAR,3pt,Jump Shot,[],200768,79.81274638633377,6.862745098039213,1610612748,25,20,2021-11-24T00:37:16Z,1510000,-216.0,137.0,1,right,MISS K. Lowry 25' 3PT,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,25.57,Missed,,,,,,,,,,,,,,
153,PT00M00.00S,2021-11-24T00:37:12.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,25,20,2021-11-24T00:37:16Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,,,,
154,PT00M00.00S,2021-11-24T00:37:17.6Z,1,REGULAR,period,end,[],0,,,1610612748,25,20,2021-11-24T00:37:17Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-24T00:39:59.2Z,2,REGULAR,period,start,[],0,,,1610612765,25,20,2021-11-24T00:40:05Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M49.00S,2021-11-24T00:40:09.3Z,2,REGULAR,turnover,bad pass,[],1628977,,,1610612765,25,20,2021-11-24T00:40:42Z,1550000,,,0,,H. Diallo bad pass TURNOVER (1 TO),"[1628977, 1628997]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,1.0,Martin,1628997.0,,,
157,PT11M49.00S,2021-11-24T00:40:09.3Z,2,REGULAR,steal,,[],1628997,,,1610612748,25,20,2021-11-24T00:40:11Z,1560000,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M48.00S,2021-11-24T00:40:15.1Z,2,REGULAR,turnover,out-of-bounds,[],1628997,,,1610612748,25,20,2021-11-24T00:40:51Z,1570000,,,0,,C. Martin bad pass out-of-bounds TURNOVER (1 TO),[1628997],1610612748.0,MIA,bad pass,,,Martin,C. Martin,,,,,2530.0,,,,,,,,,,,,,,,1.0,,,,,
161,PT11M48.00S,2021-11-24T00:40:24.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,25,20,2021-11-24T00:40:24Z,1580000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT11M23.00S,2021-11-24T00:40:58.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628977,28.301576872536145,13.970588235294116,1610612765,25,20,2021-11-24T00:41:03Z,1590000,180.0,214.0,1,left,MISS H. Diallo 27' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,27.93,Missed,,,,,,,,,,,,,,
163,PT11M20.00S,2021-11-24T00:41:02.1Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,25,20,2021-11-24T00:41:02Z,1600000,,,0,,B. Adebayo REBOUND (Off:0 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,162.0,2.0,2.0,0.0,,,,,,
164,PT11M02.00S,2021-11-24T00:41:19.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,88.09132720105124,52.69607843137255,1610612748,25,20,2021-11-24T00:41:23Z,1610000,13.0,59.0,1,right,MISS B. Adebayo 6' turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,,,,6.09,Missed,,,,,,,,,,,,,,
165,PT10M59.00S,2021-11-24T00:41:22.6Z,2,REGULAR,rebound,defensive,[],1626168,,,1610612765,25,20,2021-11-24T00:41:23Z,1620000,,,0,,T. Lyles REBOUND (Off:1 Def:4),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,164.0,5.0,4.0,1.0,,,,,,
166,PT10M50.00S,2021-11-24T00:41:32.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,9.379106438896187,42.15686274509803,1610612765,27,20,2021-11-24T00:41:36Z,1630000,39.0,36.0,1,left,J. Jackson Layup (2 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,5.3,Made,2.0,,,,,,,,,,,,,
168,PT10M30.00S,2021-11-24T00:41:50.4Z,2,REGULAR,2pt,Jump Shot,[],1629639,86.12023653088042,15.196078431372555,1610612748,27,20,2021-11-24T00:41:56Z,1650000,-174.0,78.0,1,right,MISS T. Herro 19' Jump Shot,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,19.07,Missed,,,,,,,,,,,,,,
169,PT10M26.00S,2021-11-24T00:41:54.4Z,2,REGULAR,rebound,offensive,[],1629639,,,1610612748,27,20,2021-11-24T01:15:19Z,1660000,,,0,,T. Herro REBOUND (Off:1 Def:0),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,168.0,1.0,0.0,1.0,,,,,,
172,PT10M20.00S,2021-11-24T00:42:00.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629639,88.2227332457293,48.0392156862745,1610612748,27,22,2021-11-24T01:20:35Z,1690000,-10.0,58.0,1,right,T. Herro finger roll Layup (6 PTS),[1629639],1610612748.0,MIA,finger roll,,,Herro,T. Herro,,,,,,,,,,5.9,Made,6.0,,,,,,,,,,,,,
173,PT10M13.00S,2021-11-24T00:42:11.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,27,22,2021-11-24T00:42:11Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M00.00S,2021-11-24T00:42:35.7Z,2,REGULAR,3pt,Jump Shot,[],1628402,6.619579500657039,96.07843137254902,1610612765,27,22,2021-11-24T00:42:40Z,1710000,-230.0,10.0,1,left,MISS F. Jackson 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,23.06,Missed,,,,,,,,,,,,,,
175,PT09M57.00S,2021-11-24T00:42:38.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,27,22,2021-11-24T00:42:40Z,1720000,,,0,,T. Herro REBOUND (Off:1 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,174.0,2.0,1.0,1.0,,,,,,
176,PT09M53.00S,2021-11-24T00:42:42.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629639,93.34756898817345,57.84313725490196,1610612748,27,22,2021-11-24T00:43:05Z,1730000,39.0,10.0,1,right,MISS T. Herro driving Layup - blocked,"[1629639, 1628977]",1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,,,4.05,Missed,,,,,,,,,,,,Diallo,1628977.0,
177,PT09M53.00S,2021-11-24T00:42:42.5Z,2,REGULAR,block,,[],1628977,,,1610612748,27,22,2021-11-24T00:42:46Z,1740000,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M52.00S,2021-11-24T00:42:43.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,27,22,2021-11-24T00:43:05Z,1750000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,
179,PT09M52.00S,2021-11-24T00:42:50.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,27,22,2021-11-24T00:42:50Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M52.00S,2021-11-24T00:42:56.5Z,2,REGULAR,substitution,out,[],1630240,,,1610612748,27,22,2021-11-24T00:43:00Z,1770000,,,0,,SUB out: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M52.00S,2021-11-24T00:42:56.5Z,2,REGULAR,substitution,in,[],202709,,,1610612748,27,22,2021-11-24T00:43:00Z,1780000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
