actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
277,PT04M42.00S,2021-12-18T17:53:16.9Z,2,REGULAR,turnover,offensive foul,[],1626174,,,1610612745,40,52,2021-12-18T17:53:16Z,2710000,,,0,,C. Wood offensive foul TURNOVER (1 TO),[1626174],1610612745.0,HOU,,,,,,,1199.0,,,Wood,C. Wood,,,,,,,,,,1.0,,,,,,,,
286,PT04M42.00S,2021-12-18T17:54:04.6Z,2,REGULAR,substitution,out,[],201571,,,1610612765,40,52,2021-12-18T18:27:47Z,2715000,,,0,,SUB out: D. Augustin,[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,
287,PT04M42.00S,2021-12-18T17:54:04.6Z,2,REGULAR,substitution,in,[],201569,,,1610612765,40,52,2021-12-18T18:27:47Z,2717500,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
397,PT04M42.00S,2021-12-18T17:54:04.6Z,2,REGULAR,substitution,out,[],1628402,,,1610612765,40,52,2021-12-18T18:30:15Z,2738750,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,
398,PT04M42.00S,2021-12-18T17:54:04.6Z,2,REGULAR,substitution,out,[],1626168,,,1610612765,40,52,2021-12-18T18:30:15Z,2749375,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
399,PT04M42.00S,2021-12-18T17:54:04.6Z,2,REGULAR,substitution,in,[],1630595,,,1610612765,40,52,2021-12-18T18:30:15Z,2754687,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
400,PT04M42.00S,2021-12-18T17:54:04.6Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,40,52,2021-12-18T18:30:15Z,2757343,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
282,PT04M20.00S,2021-12-18T17:54:05.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630191,5.436925098554539,48.774509803921575,1610612765,40,52,2021-12-18T17:54:09Z,2760000,6.0,-1.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,0.63,Missed,,,,,,,,,,,,,,
283,PT04M18.00S,2021-12-18T17:54:07.5Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,40,52,2021-12-18T17:54:07Z,2770000,,,0,,I. Stewart REBOUND (Off:2 Def:3),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,282.0,5.0,3.0,2.0,,,,,,,,,,
284,PT04M14.00S,2021-12-18T17:54:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630191,7.013797634691201,47.05882352941176,1610612765,42,52,2021-12-18T17:54:15Z,2780000,15.0,13.0,1,left,I. Stewart Layup (8 PTS) (K. Hayes 4 AST),"[1630191, 1630165]",1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,1.99,Made,,,,,8.0,,K. Hayes,1630165.0,4.0,,,,,
288,PT03M53.00S,2021-12-18T17:54:37.7Z,2,REGULAR,turnover,traveling,[],201569,,,1610612745,42,52,2021-12-18T17:54:44Z,2820000,,,0,,E. Gordon traveling TURNOVER (1 TO),[201569],1610612745.0,HOU,,,,,,,201246.0,,,Gordon,E. Gordon,,,,,,,,,,1.0,,,,,,,,
289,PT03M39.00S,2021-12-18T17:55:07.9Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630180,5.436925098554539,54.411764705882355,1610612765,44,52,2021-12-18T18:19:17Z,2830000,-22.0,-1.0,1,left,S. Bey driving DUNK (9 PTS) (C. Cunningham 5 AST),"[1630180, 1630595]",1610612765.0,DET,driving,,,,,,,,,Bey,S. Bey,,,2.21,Made,,,,,9.0,,C. Cunningham,1630595.0,5.0,,,,,
291,PT03M39.00S,2021-12-18T17:55:17.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,44,52,2021-12-18T17:55:18Z,2850000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M39.00S,2021-12-18T17:55:19.0Z,2,REGULAR,substitution,out,[],1628367,,,1610612745,44,52,2021-12-18T17:57:52Z,2860000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,,,,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,
293,PT03M39.00S,2021-12-18T17:55:19.0Z,2,REGULAR,substitution,out,[],1630256,,,1610612745,44,52,2021-12-18T17:57:52Z,2870000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
294,PT03M39.00S,2021-12-18T17:55:19.0Z,2,REGULAR,substitution,in,[],1628977,,,1610612745,44,52,2021-12-18T17:57:52Z,2880000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
295,PT03M39.00S,2021-12-18T17:55:19.0Z,2,REGULAR,substitution,in,[],1629726,,,1610612745,44,52,2021-12-18T17:57:52Z,2890000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,
296,PT03M14.00S,2021-12-18T17:58:24.7Z,2,REGULAR,2pt,Jump Shot,[],1626174,81.91524310118265,32.1078431372549,1610612745,44,52,2021-12-18T18:19:56Z,2900000,-89.0,117.0,1,right,MISS C. Wood 14' pullup Shot,[1626174],1610612745.0,HOU,pullup,,,,,,,,,Wood,C. Wood,,,14.77,Missed,,,,,,,,,,,,,,
297,PT03M11.00S,2021-12-18T17:58:27.7Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,44,52,2021-12-18T17:58:29Z,2910000,,,0,,C. Cunningham REBOUND (Off:2 Def:2),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,296.0,4.0,2.0,2.0,,,,,,,,,,
298,PT02M58.00S,2021-12-18T17:58:45.6Z,2,REGULAR,foul,offensive,[],1630191,,,1610612765,44,52,2021-12-18T17:58:56Z,2920000,,,0,,I. Stewart offensive FOUL (2 PF),"[1630191, 1629726]",1610612765.0,DET,,,,,,,1199.0,2.0,0.0,Stewart,I. Stewart,Mathews,1629726.0,,,,,,,,,,,,,,,,
300,PT02M58.00S,2021-12-18T17:58:45.6Z,2,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,44,52,2021-12-18T17:58:45Z,2940000,,,0,,I. Stewart offensive foul TURNOVER (3 TO),[1630191],1610612765.0,DET,,,,,,,1199.0,,,Stewart,I. Stewart,,,,,,,,,,3.0,,,,,,,,
301,PT02M41.00S,2021-12-18T17:59:19.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201569,94.00459921156373,55.63725490196079,1610612745,44,52,2021-12-18T18:22:09Z,2950000,28.0,4.0,1,right,MISS E. Gordon driving Layup,[201569],1610612745.0,HOU,driving,,,,,,,,,Gordon,E. Gordon,,,2.85,Missed,,,,,,,,,,,,,,
303,PT02M37.00S,2021-12-18T17:59:23.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,44,52,2021-12-18T17:59:23Z,2970000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,,301.0,2.0,2.0,0.0,,,,,,,,,,
304,PT02M33.00S,2021-12-18T17:59:26.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,12.795663600525614,50.245098039215684,1610612765,44,52,2021-12-18T17:59:32Z,2980000,-1.0,68.0,1,left,MISS H. Diallo 6' floating Shot,[1628977],1610612765.0,DET,floating,,,,,,,,,Diallo,H. Diallo,,,6.78,Missed,,,,,,,,,,,,,,
305,PT02M30.00S,2021-12-18T17:59:29.5Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,44,52,2021-12-18T17:59:32Z,2990000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:3),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,304.0,3.0,3.0,0.0,,,,,,,,,,
306,PT02M19.00S,2021-12-18T17:59:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.82194480946123,49.01960784313726,1610612745,44,54,2021-12-18T17:59:46Z,3000000,-5.0,15.0,1,right,C. Wood Layup (11 PTS) (G. Mathews 1 AST),"[1626174, 1629726]",1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,1.58,Made,,,,,11.0,,G. Mathews,1629726.0,1.0,,,,,
308,PT02M00.00S,2021-12-18T18:00:13.7Z,2,REGULAR,2pt,Jump Shot,[],1630165,18.84034165571616,68.38235294117646,1610612765,44,54,2021-12-18T18:00:18Z,3020000,-92.0,125.0,1,left,MISS K. Hayes 15' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,,,,Hayes,K. Hayes,,,15.48,Missed,,,,,,,,,,,,,,
309,PT01M56.00S,2021-12-18T18:00:17.7Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,44,54,2021-12-18T18:00:17Z,3030000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:4),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,308.0,4.0,4.0,0.0,,,,,,,,,,
310,PT01M56.00S,2021-12-18T18:00:18.6Z,2,REGULAR,turnover,bad pass,[],1630231,,,1610612745,44,54,2021-12-18T18:22:57Z,3040000,,,0,,K. Martin Jr. bad pass TURNOVER (1 TO),"[1630231, 1628977]",1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,1.0,,,,Diallo,1628977.0,,,
311,PT01M56.00S,2021-12-18T18:00:18.6Z,2,REGULAR,steal,,[],1628977,,,1610612765,44,54,2021-12-18T18:00:21Z,3050000,,,0,,H. Diallo STEAL (1 STL),[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
312,PT01M52.00S,2021-12-18T18:00:22.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630595,30.27266754270697,25.735294117647058,1610612765,44,54,2021-12-18T18:00:25Z,3060000,121.0,232.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,26.19,Missed,,,,,,,,,,,,,,
313,PT01M49.00S,2021-12-18T18:00:24.7Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,44,54,2021-12-18T18:00:24Z,3070000,,,0,,C. Wood REBOUND (Off:2 Def:3),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,312.0,5.0,3.0,2.0,,,,,,,,,,
314,PT01M43.00S,2021-12-18T18:00:31.3Z,2,REGULAR,3pt,Jump Shot,[],1629726,67.06636005256242,55.88235294117647,1610612745,44,54,2021-12-18T18:00:49Z,3080000,29.0,257.0,1,right,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,25.88,Missed,,,,,,,,,,,,,,
315,PT01M41.00S,2021-12-18T18:00:33.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,44,54,2021-12-18T18:00:49Z,3090000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,
316,PT01M26.00S,2021-12-18T18:01:00.4Z,2,REGULAR,3pt,Jump Shot,[],1630165,6.093955321944804,97.79411764705883,1610612765,44,54,2021-12-18T18:01:04Z,3100000,-239.0,5.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,23.9,Missed,,,,,,,,,,,,,,
317,PT01M23.00S,2021-12-18T18:01:03.4Z,2,REGULAR,rebound,defensive,[],1626174,,,1610612745,44,54,2021-12-18T18:01:04Z,3110000,,,0,,C. Wood REBOUND (Off:2 Def:4),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,316.0,6.0,4.0,2.0,,,,,,,,,,
318,PT01M19.00S,2021-12-18T18:01:10.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",201569,94.13600525624179,51.22549019607843,1610612745,44,56,2021-12-18T18:01:24Z,3120000,6.0,3.0,1,right,E. Gordon driving Layup (10 PTS),[201569],1610612745.0,HOU,driving,,,,,,,,,Gordon,E. Gordon,,,0.66,Made,,,,,10.0,,,,,,,,,
319,PT01M19.00S,2021-12-18T18:01:14.3Z,2,REGULAR,violation,defensive goaltending,[],1630191,,,1610612745,44,56,2021-12-18T18:01:24Z,3130000,,,0,,I. Stewart defensive goaltending VIOLATION,[1630191],1610612765.0,DET,,,,,,,1199.0,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
320,PT01M03.00S,2021-12-18T18:01:31.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,13.058475689881732,53.18627450980392,1610612765,46,56,2021-12-18T18:01:35Z,3140000,-16.0,70.0,1,left,C. Cunningham 7' turnaround Jump Shot (7 PTS),[1630595],1610612765.0,DET,turnaround,,,,,,,,,Cunningham,C. Cunningham,,,7.2,Made,,,,,7.0,,,,,,,,,
321,PT00M54.50S,2021-12-18T18:01:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,93.87319316688567,51.96078431372549,1610612745,46,58,2021-12-18T18:01:49Z,3150000,10.0,5.0,1,right,E. Gordon driving Layup (12 PTS),[201569],1610612745.0,HOU,driving,,,,,,,,,Gordon,E. Gordon,,,1.1,Made,,,,,12.0,,,,,,,,,
322,PT00M43.80S,2021-12-18T18:01:54.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,5.436925098554539,45.58823529411765,1610612765,46,58,2021-12-18T18:01:59Z,3160000,22.0,-1.0,1,left,MISS K. Hayes Layup,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,2.21,Missed,,,,,,,,,,,,,,
323,PT00M42.40S,2021-12-18T18:01:56.5Z,2,REGULAR,rebound,offensive,[],1630191,,,1610612765,46,58,2021-12-18T18:01:56Z,3170000,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,322.0,6.0,3.0,3.0,,,,,,,,,,
324,PT00M42.40S,2021-12-18T18:01:58.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,7.670827858081481,47.05882352941176,1610612765,48,58,2021-12-18T18:02:03Z,3180000,15.0,20.0,1,left,H. Diallo Layup (7 PTS) (K. Hayes 5 AST),"[1628977, 1630165]",1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,2.45,Made,,,,,7.0,,K. Hayes,1630165.0,5.0,,,,,
326,PT00M42.40S,2021-12-18T18:02:01.0Z,2,REGULAR,foul,personal,['1freethrow'],1626174,,,1610612765,48,58,2021-12-18T18:02:15Z,3200000,,,0,,C. Wood shooting personal FOUL (3 PF) (Diallo 1 FT),"[1626174, 1628977]",1610612745.0,HOU,shooting,,,,,,201246.0,3.0,0.0,Wood,C. Wood,Diallo,1628977.0,,,,,,,,,,,,,,,,
328,PT00M42.40S,2021-12-18T18:02:33.4Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1628977,,,1610612765,48,58,2021-12-18T18:02:39Z,3220000,,,0,,MISS H. Diallo Free Throw 1 of 1,[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,Missed,,,,,,,,,,,,,,
329,PT00M39.90S,2021-12-18T18:02:35.9Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,48,58,2021-12-18T18:02:39Z,3230000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:5),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,328.0,5.0,5.0,0.0,,,,,,,,,,
330,PT00M28.40S,2021-12-18T18:02:47.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,94.00459921156373,46.81372549019608,1610612745,48,60,2021-12-18T18:02:52Z,3240000,-16.0,4.0,1,right,K. Martin Jr. DUNK (7 PTS) (E. Gordon 4 AST),"[1630231, 201569]",1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,1.64,Made,,,,,7.0,,E. Gordon,201569.0,4.0,,,,,
332,PT00M08.00S,2021-12-18T18:03:11.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629726,,,1610612765,48,60,2021-12-18T18:04:03Z,3260000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Diallo 2 FT),"[1629726, 1628977]",1610612745.0,HOU,shooting,,,,,,1199.0,1.0,0.0,Mathews,G. Mathews,Diallo,1628977.0,,,,,,,,,,,,,,,,
334,PT00M08.00S,2021-12-18T18:03:43.0Z,2,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,48,60,2021-12-18T18:03:43Z,3280000,,,0,,MISS H. Diallo Free Throw 1 of 2,[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,Missed,,,,,,,,,,,,,,
335,PT00M08.00S,2021-12-18T18:03:43.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,48,60,2021-12-18T18:03:43Z,3290000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,
336,PT00M08.00S,2021-12-18T18:04:13.1Z,2,REGULAR,freethrow,2 of 2,[],1628977,,,1610612765,49,60,2021-12-18T18:04:13Z,3300000,,,0,,H. Diallo Free Throw 2 of 2 (8 PTS),[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,Made,,,,,8.0,,,,,,,,,
415,PT00M08.00S,2021-12-18T18:04:04.8Z,2,REGULAR,foul,personal,[],1630191,,,1610612745,49,60,2021-12-18T18:35:35Z,3315000,,,0,,I. Stewart personal FOUL (3 PF),"[1630191, 1626174]",1610612765.0,DET,,,,,,,1199.0,3.0,0.0,Stewart,I. Stewart,Wood,1626174.0,,,,,,,,,,,,,,,,
339,PT00M08.00S,2021-12-18T18:04:26.7Z,2,REGULAR,substitution,out,[],1630191,,,1610612745,49,60,2021-12-18T18:04:29Z,3330000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
340,PT00M08.00S,2021-12-18T18:04:26.7Z,2,REGULAR,substitution,in,[],1630568,,,1610612745,49,60,2021-12-18T18:04:29Z,3340000,,,0,,SUB in: L. Garza,[1630568],1610612765.0,DET,,,,,,,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,
341,PT00M00.20S,2021-12-18T18:04:51.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,94.26741130091985,47.05882352941176,1610612745,49,62,2021-12-18T18:34:33Z,3350000,-15.0,1.0,1,right,J. Christopher driving Layup (8 PTS),[1630528],1610612745.0,HOU,driving,,,,,,,,,Christopher,J. Christopher,,,1.48,Made,,,,,8.0,,,,,,,,,
342,PT00M00.00S,2021-12-18T18:04:56.8Z,2,REGULAR,period,end,[],0,,,1610612765,49,62,2021-12-18T18:04:56Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-12-18T18:19:14.1Z,3,REGULAR,substitution,out,['startperiod'],1630568,,,1610612765,49,62,2021-12-18T18:20:08Z,3370000,,,0,,SUB out: L. Garza,[1630568],1610612765.0,DET,,,,,,,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-12-18T18:19:14.1Z,3,REGULAR,substitution,out,['startperiod'],1630231,,,1610612765,49,62,2021-12-18T18:20:08Z,3380000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-12-18T18:19:14.1Z,3,REGULAR,substitution,in,['startperiod'],1630191,,,1610612765,49,62,2021-12-18T18:20:08Z,3390000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-12-18T18:19:14.1Z,3,REGULAR,substitution,in,['startperiod'],1630256,,,1610612765,49,62,2021-12-18T18:20:08Z,3400000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-12-18T18:20:22.8Z,3,REGULAR,period,start,[],0,,,1610612745,49,62,2021-12-18T18:20:22Z,3410000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M45.00S,2021-12-18T18:20:39.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,49,62,2021-12-18T18:20:39Z,3420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT11M35.00S,2021-12-18T18:20:57.8Z,3,REGULAR,3pt,Jump Shot,[],1626174,30.404073587385014,75.24509803921569,1610612745,49,62,2021-12-18T18:21:02Z,3430000,-126.0,233.0,1,left,MISS C. Wood 26' 3PT,[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,26.52,Missed,,,,,,,,,,,,,,
350,PT11M32.00S,2021-12-18T18:21:00.8Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,49,62,2021-12-18T18:21:02Z,3440000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,,,349.0,1.0,1.0,0.0,,,,,,,,,,
351,PT11M25.00S,2021-12-18T18:21:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,91.37647831800263,45.58823529411765,1610612765,51,62,2021-12-18T18:25:22Z,3450000,-22.0,29.0,1,right,C. Cunningham cutting Layup (9 PTS) (S. Bey 1 AST),"[1630595, 1630180]",1610612765.0,DET,cutting,,,,,,,,,Cunningham,C. Cunningham,,,3.61,Made,,,,,9.0,,S. Bey,1630180.0,1.0,,,,,
353,PT11M13.00S,2021-12-18T18:21:19.5Z,3,REGULAR,turnover,bad pass,[],1630256,,,1610612745,51,62,2021-12-18T18:21:25Z,3470000,,,0,,J. Tate bad pass TURNOVER (2 TO),"[1630256, 1630595]",1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,2.0,,,,Cunningham,1630595.0,,,
354,PT11M13.00S,2021-12-18T18:21:19.5Z,3,REGULAR,steal,,[],1630595,,,1610612765,51,62,2021-12-18T18:21:22Z,3480000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
355,PT11M10.00S,2021-12-18T18:21:23.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630595,91.63929040735874,49.26470588235294,1610612765,53,62,2021-12-18T18:26:00Z,3490000,-4.0,26.0,1,right,C. Cunningham running DUNK (11 PTS),[1630595],1610612765.0,DET,running,,,,,,,,,Cunningham,C. Cunningham,,,2.64,Made,,,,,11.0,,,,,,,,,
356,PT10M56.00S,2021-12-18T18:21:36.6Z,3,REGULAR,3pt,Jump Shot,[],201569,34.477660972404735,18.872549019607845,1610612745,53,65,2021-12-18T18:51:59Z,3500000,156.0,272.0,1,left,E. Gordon 31' 3PT  (15 PTS) (J. Tate 2 AST),"[201569, 1630256]",1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,31.3,Made,,,,,15.0,,J. Tate,1630256.0,2.0,,,,,
358,PT10M37.00S,2021-12-18T18:21:58.8Z,3,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612765,53,65,2021-12-18T18:22:09Z,3520000,,,0,,J. Tate shooting personal FOUL (2 PF) (Stewart 2 FT),"[1630256, 1630191]",1610612745.0,HOU,shooting,,,,,,201246.0,2.0,0.0,Tate,J. Tate,Stewart,1630191.0,,,,,,,,,,,,,,,,
360,PT10M37.00S,2021-12-18T18:22:35.7Z,3,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,54,65,2021-12-18T18:22:35Z,3540000,,,0,,I. Stewart Free Throw 1 of 2 (9 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,Made,,,,,9.0,,,,,,,,,
361,PT10M37.00S,2021-12-18T18:22:49.3Z,3,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,55,65,2021-12-18T18:22:49Z,3550000,,,0,,I. Stewart Free Throw 2 of 2 (10 PTS),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,Made,,,,,10.0,,,,,,,,,
362,PT10M26.00S,2021-12-18T18:23:08.1Z,3,REGULAR,violation,kicked ball,[],1628977,,,1610612745,55,65,2021-12-18T18:32:33Z,3560000,,,0,,H. Diallo kicked ball VIOLATION,[1628977],1610612765.0,DET,,,,,,,1627534.0,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
363,PT10M11.00S,2021-12-18T18:23:31.7Z,3,REGULAR,3pt,Jump Shot,[],201569,25.410643889618925,93.62745098039215,1610612745,55,65,2021-12-18T18:23:35Z,3570000,-218.0,186.0,1,left,MISS E. Gordon 28' 3PT,[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,28.69,Missed,,,,,,,,,,,,,,
364,PT10M09.00S,2021-12-18T18:23:33.7Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,55,65,2021-12-18T18:23:35Z,3580000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,,,363.0,2.0,2.0,0.0,,,,,,,,,,
365,PT10M04.00S,2021-12-18T18:23:39.4Z,3,REGULAR,3pt,Jump Shot,[],1630180,87.30289093298292,2.941176470588232,1610612765,58,65,2021-12-18T18:26:16Z,3590000,-235.0,67.0,1,right,S. Bey 24' 3PT  (12 PTS) (K. Hayes 6 AST),"[1630180, 1630165]",1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,24.46,Made,,,,,12.0,,K. Hayes,1630165.0,6.0,,,,,
367,PT10M04.00S,2021-12-18T18:23:44.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,58,65,2021-12-18T18:23:44Z,3610000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
