actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
94,PT04M25.00S,2021-12-18T17:27:20.3Z,1,REGULAR,foul,personal,[],1628977,,,1610612745,21,23,2021-12-18T17:41:22Z,940000,,,0,,H. Diallo loose ball personal FOUL (1 PF),"[1628977, 1630578]",1610612765.0,DET,loose ball,,,,,,1627534.0,1.0,0.0,Diallo,H. Diallo,Sengun,1630578.0,,,,,,,,,,,,,,,,
97,PT04M15.00S,2021-12-18T17:28:04.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630528,93.34756898817345,3.67647058823529,1610612745,21,26,2021-12-18T17:41:22Z,970000,-232.0,10.0,1,right,J. Christopher 3PT  (6 PTS) (E. Gordon 3 AST),"[1630528, 201569]",1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,23.18,Made,,,,,6.0,,E. Gordon,201569.0,3.0,,,,,
99,PT04M01.00S,2021-12-18T17:28:19.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,6.619579500657039,46.07843137254902,1610612765,23,26,2021-12-18T17:28:22Z,990000,20.0,10.0,1,left,I. Stewart DUNK (6 PTS) (K. Hayes 2 AST),"[1630191, 1630165]",1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,2.19,Made,,,,,6.0,,K. Hayes,1630165.0,2.0,,,,,
201,PT03M51.00S,2021-12-18T17:28:23.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626174,92.42772667542707,45.34313725490197,1610612745,23,26,2021-12-18T17:46:55Z,1005000,-23.0,19.0,1,right,MISS C. Wood driving floating Shot,[1626174],1610612745.0,HOU,driving floating,,,,,,,,,Wood,C. Wood,,,2.99,Missed,,,,,,,,,,,,,,
202,PT03M51.00S,2021-12-18T17:28:23.9Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,23,26,2021-12-18T17:42:21Z,1007500,,,0,,C. Wood REBOUND (Off:2 Def:1),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,201.0,3.0,1.0,2.0,,,,,,,,,,
101,PT03M51.00S,2021-12-18T17:28:28.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,91.11366622864652,51.22549019607843,1610612745,23,28,2021-12-18T17:42:56Z,1010000,6.0,31.0,1,right,C. Wood tip Layup (4 PTS),[1626174],1610612745.0,HOU,tip,,,,,,,,,Wood,C. Wood,,,3.16,Made,,,,,4.0,,,,,,,,,
103,PT03M36.00S,2021-12-18T17:28:43.8Z,1,REGULAR,3pt,Jump Shot,[],1630165,28.170170827858072,18.872549019607845,1610612765,23,28,2021-12-18T17:28:51Z,1030000,156.0,212.0,1,left,MISS K. Hayes 26' 3PT,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,26.32,Missed,,,,,,,,,,,,,,
104,PT03M33.00S,2021-12-18T17:28:46.8Z,1,REGULAR,rebound,defensive,[],1630528,,,1610612745,23,28,2021-12-18T17:28:51Z,1040000,,,0,,J. Christopher REBOUND (Off:0 Def:2),[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,
105,PT03M28.00S,2021-12-18T17:28:52.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,93.61038107752957,54.90196078431372,1610612745,23,30,2021-12-18T17:29:02Z,1050000,25.0,8.0,1,right,K. Martin Jr. cutting DUNK (2 PTS) (J. Christopher 3 AST),"[1630231, 1630528]",1610612745.0,HOU,cutting,,,,,,,,,Martin Jr.,K. Martin Jr.,,,2.57,Made,,,,,2.0,,J. Christopher,1630528.0,3.0,,,,,
107,PT03M21.00S,2021-12-18T17:28:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630180,24.096583442838366,89.70588235294117,1610612765,23,30,2021-12-18T17:29:05Z,1070000,-199.0,174.0,1,left,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,26.4,Missed,,,,,,,,,,,,,,
108,PT03M21.00S,2021-12-18T17:28:59.3Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,23,30,2021-12-18T17:29:05Z,1080000,,,0,,C. Wood REBOUND (Off:2 Def:2),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,107.0,4.0,2.0,2.0,,,,,,,,,,
109,PT03M15.00S,2021-12-18T17:29:08.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630180,,,1610612745,23,30,2021-12-18T17:29:20Z,1090000,,,0,,S. Bey shooting personal FOUL (2 PF) (Wood 2 FT),"[1630180, 1626174]",1610612765.0,DET,shooting,,,,,,201246.0,2.0,0.0,Bey,S. Bey,Wood,1626174.0,,,,,,,,,,,,,,,,
111,PT03M15.00S,2021-12-18T17:29:43.9Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,23,30,2021-12-18T17:29:43Z,1110000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,Missed,,,,,,,,,,,,,,
112,PT03M15.00S,2021-12-18T17:29:43.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,23,30,2021-12-18T17:29:43Z,1120000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,
113,PT03M15.00S,2021-12-18T17:29:44.9Z,1,REGULAR,substitution,out,[],1628977,,,1610612745,23,30,2021-12-18T17:30:19Z,1130000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
114,PT03M15.00S,2021-12-18T17:29:44.9Z,1,REGULAR,substitution,out,[],1630180,,,1610612745,23,30,2021-12-18T17:30:19Z,1140000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
115,PT03M15.00S,2021-12-18T17:29:44.9Z,1,REGULAR,substitution,in,[],1626168,,,1610612745,23,30,2021-12-18T17:30:19Z,1150000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,
116,PT03M15.00S,2021-12-18T17:29:44.9Z,1,REGULAR,substitution,in,[],203585,,,1610612745,23,30,2021-12-18T17:30:19Z,1160000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2021-12-18T17:30:22.6Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,23,31,2021-12-18T17:30:22Z,1170000,,,0,,C. Wood Free Throw 2 of 2 (5 PTS),[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,Made,,,,,5.0,,,,,,,,,
118,PT02M55.00S,2021-12-18T17:30:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,8.459264126149804,50.49019607843137,1610612765,23,31,2021-12-18T17:30:36Z,1180000,-2.0,27.0,1,left,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,2.71,Missed,,,,,,,,,,,,,,
119,PT02M54.00S,2021-12-18T17:30:34.6Z,1,REGULAR,rebound,offensive,[],1630191,,,1610612765,23,31,2021-12-18T17:30:34Z,1190000,,,0,,I. Stewart REBOUND (Off:1 Def:3),[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,118.0,4.0,3.0,1.0,,,,,,,,,,
120,PT02M51.00S,2021-12-18T17:30:38.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203585,4.517082785808142,96.81372549019608,1610612765,23,31,2021-12-18T17:30:41Z,1200000,-234.0,-10.0,1,left,MISS R. McGruder 3PT,[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,23.43,Missed,,,,,,,,,,,,,,
121,PT02M49.00S,2021-12-18T17:30:40.3Z,1,REGULAR,rebound,offensive,[],203585,,,1610612765,23,31,2021-12-18T17:30:40Z,1210000,,,0,,R. McGruder REBOUND (Off:1 Def:0),[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,
122,PT02M44.00S,2021-12-18T17:30:44.3Z,1,REGULAR,turnover,bad pass,[],203585,,,1610612765,23,31,2021-12-18T17:30:50Z,1220000,,,0,,R. McGruder bad pass TURNOVER (1 TO),"[203585, 201569]",1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,,,,,,1.0,,,,Gordon,201569.0,,,
123,PT02M44.00S,2021-12-18T17:30:44.3Z,1,REGULAR,steal,,[],201569,,,1610612745,23,31,2021-12-18T17:56:31Z,1230000,,,0,,E. Gordon STEAL (2 STL),[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
124,PT02M40.00S,2021-12-18T17:30:50.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612745,23,31,2021-12-18T17:31:06Z,1240000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Martin Jr. 2 FT),"[1626168, 1630231]",1610612765.0,DET,shooting,,,,,,1627534.0,1.0,0.0,Lyles,T. Lyles,Martin Jr.,1630231.0,,,,,,,,,,,,,,,,
126,PT02M40.00S,2021-12-18T17:31:17.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630231,,,1610612745,23,31,2021-12-18T17:31:17Z,1260000,,,0,,MISS K. Martin Jr. Free Throw 1 of 2,[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,Missed,,,,,,,,,,,,,,
127,PT02M40.00S,2021-12-18T17:31:17.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,23,31,2021-12-18T17:31:17Z,1270000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,,,
128,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,out,[],1630165,,,1610612745,23,31,2021-12-18T17:31:42Z,1280000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,out,[],1630191,,,1610612745,23,31,2021-12-18T17:31:42Z,1290000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
130,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,out,[],1630528,,,1610612745,23,31,2021-12-18T17:31:42Z,1300000,,,0,,SUB out: J. Christopher,[1630528],1610612745.0,HOU,,,,,,,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,
131,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,23,31,2021-12-18T17:31:42Z,1310000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,,,,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,
132,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,in,[],1630240,,,1610612745,23,31,2021-12-18T17:31:42Z,1320000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,,,,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,
133,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,in,[],1630595,,,1610612745,23,31,2021-12-18T17:31:42Z,1330000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
135,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,in,[],1629726,,,1610612745,23,31,2021-12-18T17:31:42Z,1350000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,
223,PT02M40.00S,2021-12-18T17:31:18.9Z,1,REGULAR,substitution,in,[],1628021,,,1610612745,23,31,2021-12-18T17:45:40Z,1355000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,
136,PT02M40.00S,2021-12-18T17:31:46.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630231,,,1610612745,23,32,2021-12-18T17:31:46Z,1360000,,,0,,K. Martin Jr. Free Throw 2 of 2 (3 PTS),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,Made,,,,,3.0,,,,,,,,,
137,PT02M23.00S,2021-12-18T17:32:04.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,8.984888304862025,50.49019607843137,1610612765,25,32,2021-12-18T17:32:09Z,1370000,-2.0,32.0,1,left,T. Lyles driving Layup (2 PTS) (C. Cunningham 3 AST),"[1626168, 1630595]",1610612765.0,DET,driving,,,,,,,,,Lyles,T. Lyles,,,3.21,Made,,,,,2.0,,C. Cunningham,1630595.0,3.0,,,,,
139,PT02M06.00S,2021-12-18T17:32:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,94.00459921156373,44.36274509803921,1610612745,25,32,2021-12-18T17:52:13Z,1390000,-28.0,4.0,1,right,MISS A. Sengun driving Layup,[1630578],1610612745.0,HOU,driving,,,,,,,,,Sengun,A. Sengun,,,2.85,Missed,,,,,,,,,,,,,,
141,PT02M04.00S,2021-12-18T17:32:23.8Z,1,REGULAR,rebound,defensive,[],1628402,,,1610612765,25,32,2021-12-18T17:48:02Z,1410000,,,0,,F. Jackson REBOUND (Off:0 Def:1),[1628402],1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,
142,PT02M03.00S,2021-12-18T17:32:27.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628402,6.8823915900131425,46.07843137254902,1610612765,27,32,2021-12-18T17:53:05Z,1420000,20.0,12.0,1,left,F. Jackson running Layup (2 PTS),[1628402],1610612765.0,DET,running,,,,,,,,,Jackson,F. Jackson,,,2.31,Made,,,,,2.0,,,,,,,,,
143,PT02M03.00S,2021-12-18T17:32:30.1Z,1,REGULAR,foul,personal,['1freethrow'],1628021,,,1610612765,27,32,2021-12-18T17:33:05Z,1430000,,,0,,D. Nwaba shooting personal FOUL (1 PF) (Jackson 1 FT),"[1628021, 1628402]",1610612745.0,HOU,shooting,,,,,,201246.0,1.0,0.0,Nwaba,D. Nwaba,Jackson,1628402.0,,,,,,,,,,,,,,,,
145,PT02M03.00S,2021-12-18T17:32:45.8Z,1,REGULAR,substitution,out,[],201569,,,1610612765,27,32,2021-12-18T17:32:59Z,1450000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
224,PT02M03.00S,2021-12-18T17:32:45.8Z,1,REGULAR,substitution,in,[],201571,,,1610612765,27,32,2021-12-18T17:45:54Z,1465000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,
147,PT02M03.00S,2021-12-18T17:33:07.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1628402,,,1610612765,28,32,2021-12-18T17:33:07Z,1470000,,,0,,F. Jackson Free Throw 1 of 1 (3 PTS),[1628402],1610612765.0,DET,,,,,,,,,,Jackson,F. Jackson,,,,Made,,,,,3.0,,,,,,,,,
148,PT01M55.00S,2021-12-18T17:33:11.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,28,32,2021-12-18T17:33:11Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M46.00S,2021-12-18T17:33:27.3Z,1,REGULAR,2pt,Jump Shot,[],201571,82.17805519053877,16.911764705882348,1610612745,28,34,2021-12-18T17:33:32Z,1490000,-165.0,115.0,1,right,D. Augustin 20' pullup Jump Shot (2 PTS),[201571],1610612745.0,HOU,pullup,,,,,,,,,Augustin,D. Augustin,,,20.15,Made,,,,,2.0,,,,,,,,,
150,PT01M21.00S,2021-12-18T17:33:52.1Z,1,REGULAR,3pt,Jump Shot,[],1630595,22.125492772667542,8.82352941176471,1610612765,28,34,2021-12-18T17:33:57Z,1500000,206.0,155.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,25.8,Missed,,,,,,,,,,,,,,
151,PT01M18.00S,2021-12-18T17:33:55.5Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,28,34,2021-12-18T17:33:55Z,1510000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,
152,PT01M12.00S,2021-12-18T17:34:01.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628021,94.66162943495401,54.411764705882355,1610612745,28,34,2021-12-18T17:54:18Z,1520000,22.0,-2.0,1,right,MISS D. Nwaba driving Layup - blocked,"[1628021, 203585]",1610612745.0,HOU,driving,,,,,,,,,Nwaba,D. Nwaba,,,2.22,Missed,,,,,,,,,,,,McGruder,203585.0,
153,PT01M12.00S,2021-12-18T17:34:01.5Z,1,REGULAR,block,,[],203585,,,1610612745,28,34,2021-12-18T17:34:04Z,1530000,,,0,,R. McGruder BLOCK (1 BLK),[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,
154,PT01M08.00S,2021-12-18T17:34:05.5Z,1,REGULAR,rebound,offensive,[],1628021,,,1610612745,28,34,2021-12-18T17:34:05Z,1540000,,,0,,D. Nwaba REBOUND (Off:1 Def:0),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,152.0,1.0,0.0,1.0,,,,,,,,,,
155,PT01M07.00S,2021-12-18T17:34:06.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629726,90.19382391590013,4.166666666666657,1610612745,28,34,2021-12-18T17:34:10Z,1550000,-229.0,40.0,1,right,MISS G. Mathews 3PT,[1629726],1610612745.0,HOU,,,,,,,,,,Mathews,G. Mathews,,,23.26,Missed,,,,,,,,,,,,,,
156,PT01M05.00S,2021-12-18T17:34:08.7Z,1,REGULAR,rebound,defensive,[],203585,,,1610612765,28,34,2021-12-18T17:34:10Z,1560000,,,0,,R. McGruder REBOUND (Off:1 Def:1),[203585],1610612765.0,DET,,,,,,,,,,McGruder,R. McGruder,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,
157,PT01M00.00S,2021-12-18T17:34:13.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,22.651116951379763,8.82352941176471,1610612765,28,34,2021-12-18T17:34:19Z,1570000,206.0,160.0,1,left,MISS C. Cunningham 26' 3PT,[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,26.1,Missed,,,,,,,,,,,,,,
158,PT00M57.40S,2021-12-18T17:34:15.6Z,1,REGULAR,rebound,offensive,[],1626168,,,1610612765,28,34,2021-12-18T17:34:19Z,1580000,,,0,,T. Lyles REBOUND (Off:1 Def:0),[1626168],1610612765.0,DET,,,,,,,,,,Lyles,T. Lyles,,,,,157.0,1.0,0.0,1.0,,,,,,,,,,
159,PT00M57.40S,2021-12-18T17:34:16.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626168,5.590000152587891,50.0,1610612765,28,34,2021-12-18T17:34:16Z,1590000,0.0,0.0,1,left,MISS T. Lyles tip Layup,[1626168],1610612765.0,DET,tip,,,,,,,,,Lyles,T. Lyles,,,0.0,Missed,,,,,,,,,,,,,,
160,PT00M56.30S,2021-12-18T17:34:17.5Z,1,REGULAR,rebound,defensive,[],1628021,,,1610612745,28,34,2021-12-18T17:34:17Z,1600000,,,0,,D. Nwaba REBOUND (Off:1 Def:1),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,
161,PT00M47.30S,2021-12-18T17:34:28.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630231,91.37647831800263,49.50980392156863,1610612745,28,36,2021-12-18T17:34:34Z,1610000,-2.0,29.0,1,right,K. Martin Jr. cutting DUNK (5 PTS) (D. Augustin 1 AST),"[1630231, 201571]",1610612745.0,HOU,cutting,,,,,,,,,Martin Jr.,K. Martin Jr.,,,2.87,Made,,,,,5.0,,D. Augustin,201571.0,1.0,,,,,
163,PT00M38.20S,2021-12-18T17:34:41.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630578,,,1610612765,28,36,2021-12-18T17:34:52Z,1630000,,,0,,A. Sengun personal FOUL (1 PF) (Cunningham 2 FT),"[1630578, 1630595]",1610612745.0,HOU,,,,,,,201246.0,1.0,0.0,Sengun,A. Sengun,Cunningham,1630595.0,,,,,,,,,,,,,,,,
165,PT00M38.20S,2021-12-18T17:35:09.0Z,1,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,29,36,2021-12-18T17:35:09Z,1650000,,,0,,C. Cunningham Free Throw 1 of 2 (4 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,Made,,,,,4.0,,,,,,,,,
166,PT00M38.20S,2021-12-18T17:35:25.0Z,1,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,30,36,2021-12-18T17:35:25Z,1660000,,,0,,C. Cunningham Free Throw 2 of 2 (5 PTS),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,Made,,,,,5.0,,,,,,,,,
167,PT00M18.30S,2021-12-18T17:35:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201571,94.26741130091985,53.18627450980392,1610612745,30,38,2021-12-18T17:35:54Z,1670000,16.0,1.0,1,right,D. Augustin driving Layup (4 PTS) (A. Sengun 1 AST),"[201571, 1630578]",1610612745.0,HOU,driving,,,,,,,,,Augustin,D. Augustin,,,1.6,Made,,,,,4.0,,A. Sengun,1630578.0,1.0,,,,,
169,PT00M00.50S,2021-12-18T17:36:08.6Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,30,38,2021-12-18T17:37:03Z,1690000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1628021]",1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,1.0,,,,Nwaba,1628021.0,,,
170,PT00M00.50S,2021-12-18T17:36:08.6Z,1,REGULAR,steal,,[],1628021,,,1610612745,30,38,2021-12-18T17:37:03Z,1700000,,,0,,D. Nwaba STEAL (1 STL),[1628021],1610612745.0,HOU,,,,,,,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,
171,PT00M00.00S,2021-12-18T17:36:14.7Z,1,REGULAR,period,end,[],0,,,1610612745,30,38,2021-12-18T17:36:14Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-18T17:38:23.8Z,2,REGULAR,substitution,out,['startperiod'],1630231,,,1610612745,30,38,2021-12-18T17:38:44Z,1720000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,,,,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-12-18T17:38:23.8Z,2,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,30,38,2021-12-18T17:38:44Z,1730000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2021-12-18T17:38:55.1Z,2,REGULAR,period,start,[],0,,,1610612745,30,38,2021-12-18T17:38:55Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M38.00S,2021-12-18T17:39:15.6Z,2,REGULAR,3pt,Jump Shot,[],201571,77.44743758212877,7.35294117647058,1610612745,30,41,2021-12-18T17:39:19Z,1750000,-213.0,159.0,1,right,D. Augustin 26' 3PT  (7 PTS) (A. Sengun 2 AST),"[201571, 1630578]",1610612745.0,HOU,,,,,,,,,,Augustin,D. Augustin,,,26.63,Made,,,,,7.0,,A. Sengun,1630578.0,2.0,,,,,
177,PT11M23.00S,2021-12-18T17:39:30.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,9.247700394218143,43.872549019607845,1610612765,30,41,2021-12-18T17:57:58Z,1770000,31.0,34.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,,,,,,,Cunningham,C. Cunningham,,,4.6,Missed,,,,,,,,,,,,,,
178,PT11M20.00S,2021-12-18T17:39:33.9Z,2,REGULAR,rebound,offensive,[],1630595,,,1610612765,30,41,2021-12-18T17:39:33Z,1780000,,,0,,C. Cunningham REBOUND (Off:1 Def:1),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,177.0,2.0,1.0,1.0,,,,,,,,,,
179,PT11M20.00S,2021-12-18T17:39:33.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,5.590000152587891,50.0,1610612765,30,41,2021-12-18T17:39:33Z,1790000,0.0,0.0,1,left,MISS C. Cunningham tip Layup,[1630595],1610612765.0,DET,tip,,,,,,,,,Cunningham,C. Cunningham,,,0.0,Missed,,,,,,,,,,,,,,
180,PT11M20.00S,2021-12-18T17:39:34.4Z,2,REGULAR,rebound,offensive,[],1630595,,,1610612765,30,41,2021-12-18T17:39:34Z,1800000,,,0,,C. Cunningham REBOUND (Off:2 Def:1),[1630595],1610612765.0,DET,,,,,,,,,,Cunningham,C. Cunningham,,,,,179.0,3.0,1.0,2.0,,,,,,,,,,
181,PT11M19.00S,2021-12-18T17:39:39.8Z,2,REGULAR,foul,offensive,[],203585,,,1610612765,30,41,2021-12-18T17:59:19Z,1810000,,,0,,R. McGruder charge offensive FOUL (1 PF),"[203585, 1629726]",1610612765.0,DET,charge,,,,,,1199.0,1.0,0.0,McGruder,R. McGruder,Mathews,1629726.0,,,,,,,,,,,,,,,,
183,PT11M19.00S,2021-12-18T17:39:39.8Z,2,REGULAR,turnover,offensive foul,[],203585,,,1610612765,30,41,2021-12-18T17:39:39Z,1830000,,,0,,R. McGruder offensive foul TURNOVER (2 TO),[203585],1610612765.0,DET,,,,,,,1199.0,,,McGruder,R. McGruder,,,,,,,,,,2.0,,,,,,,,
