actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
197,PT10M30.00S,2022-12-03T02:44:13.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629012,,,1610612762,38,26,2022-12-03T02:44:13Z,1940000,False,,,0,,C. Sexton Free Throw 1 of 2 (5 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
198,PT10M30.00S,2022-12-03T02:44:26.2Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629012,,,1610612762,39,26,2022-12-03T02:44:26Z,1950000,False,,,0,,C. Sexton Free Throw 2 of 2 (6 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
200,PT10M14.00S,2022-12-03T02:45:01.4Z,2,REGULAR,3pt,Jump Shot,[],1630169,1.5275952693823915,95.09803921568627,1610612754,39,26,2022-12-03T02:45:06Z,1970000,False,-225.0,-38.0,1,left,MISS T. Haliburton 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,22.87,Missed,,,,,,,,,,,,,,,,
201,PT10M10.00S,2022-12-03T02:45:05.4Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,39,26,2022-12-03T02:45:06Z,1980000,False,,,0,,L. Markkanen REBOUND (Off:1 Def:3),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,200.0,4.0,3.0,1.0,,
202,PT09M57.00S,2022-12-03T02:45:17.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631117,92.06636005256242,54.65686274509803,1610612762,41,26,2022-12-03T02:45:23Z,1990000,False,23.0,22.0,1,right,W. Kessler alley-oop Layup (4 PTS) (C. Sexton 4 AST),"[1631117, 1629012]",1610612762.0,UTA,alley-oop,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,3.21,Made,4.0,C. Sexton,1629012.0,4.0,,,,,,,,,,,,
204,PT09M57.00S,2022-12-03T02:45:22.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,41,26,2022-12-03T02:45:22Z,2010000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M45.00S,2022-12-03T02:48:24.7Z,2,REGULAR,3pt,Jump Shot,[],1626167,5.075558475689881,3.1862745098039214,1610612754,41,29,2022-12-03T02:48:31Z,2020000,False,234.0,-5.0,1,left,M. Turner 3PT  (11 PTS) (A. Nembhard 4 AST),"[1626167, 1629614]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,23.41,Made,11.0,A. Nembhard,1629614.0,4.0,,,,,,,,,,,,
207,PT09M26.00S,2022-12-03T02:48:42.7Z,2,REGULAR,3pt,Jump Shot,[],1627736,66.70499342969777,50.98039215686274,1610612762,41,29,2022-12-03T02:48:48Z,2040000,False,5.0,260.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,26.05,Missed,,,,,,,,,,,,,,,,
208,PT09M24.00S,2022-12-03T02:48:44.7Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,41,29,2022-12-03T02:48:48Z,2050000,False,,,0,,W. Kessler REBOUND (Off:2 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,207.0,2.0,0.0,2.0,,
209,PT09M19.00S,2022-12-03T02:48:50.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629012,86.02168199737189,8.57843137254902,1610612762,41,29,2022-12-03T03:26:52Z,2060000,False,-207.0,79.0,1,right,MISS C. Sexton 22' Jump Shot,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Mid-Range,16-24 Left,,,22.16,Missed,,,,,,,,,,,,,,,,
210,PT09M17.00S,2022-12-03T02:48:52.1Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,41,29,2022-12-03T02:48:53Z,2070000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,209.0,2.0,2.0,0.0,,
211,PT09M14.00S,2022-12-03T02:48:55.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627741,5.995400788436268,51.470588235294116,1610612754,41,29,2022-12-03T04:32:35Z,2080000,False,-7.0,4.0,1,left,MISS B. Hield Layup,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,0.84,Missed,,,,,,,,,,,,,,,,
212,PT09M11.00S,2022-12-03T02:48:58.5Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,41,29,2022-12-03T04:32:35Z,2090000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,211.0,1.0,1.0,0.0,,
213,PT09M08.00S,2022-12-03T02:49:01.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,68.15045992115637,64.95098039215686,1610612762,41,29,2022-12-03T02:49:07Z,2100000,False,75.0,247.0,1,right,MISS S. Fontecchio 25' 3PT,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,,,25.8,Missed,,,,,,,,,,,,,,,,
214,PT09M05.00S,2022-12-03T02:49:04.0Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,41,29,2022-12-03T02:49:07Z,2110000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:3),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,213.0,3.0,3.0,0.0,,
215,PT09M02.00S,2022-12-03T02:49:07.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629614,28.203022339027594,73.2843137254902,1610612754,41,32,2022-12-03T02:49:14Z,2120000,False,-116.0,213.0,1,left,A. Nembhard 24' 3PT pullup (3 PTS) (T. Haliburton 1 AST),"[1629614, 1630169]",1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,24.24,Made,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,
217,PT08M49.00S,2022-12-03T02:49:25.2Z,2,REGULAR,foul,personal,[],204456,,,1610612762,41,32,2022-12-03T03:23:31Z,2140000,False,,,0,,T. McConnell personal FOUL (2 PF),"[204456, 1628374]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,1193.0,,,,,,,,,,2.0,0.0,Markkanen,1628374.0,,,,,,
219,PT08M49.00S,2022-12-03T02:49:37.2Z,2,REGULAR,substitution,out,[],1627741,,,1610612762,41,32,2022-12-03T02:49:42Z,2160000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M49.00S,2022-12-03T02:49:37.2Z,2,REGULAR,substitution,in,[],1630174,,,1610612762,41,32,2022-12-03T02:49:42Z,2170000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M37.00S,2022-12-03T02:50:04.5Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612762,41,32,2022-12-03T02:50:08Z,2180000,False,,,0,,C. Sexton bad pass TURNOVER (1 TO),"[1629012, 1630174]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,1.0,,,,,,,Nesmith,1630174.0,,,,,,,,,,
222,PT08M37.00S,2022-12-03T02:50:04.5Z,2,REGULAR,steal,,[],1630174,,,1610612754,41,32,2022-12-03T02:50:06Z,2190000,False,,,0,,A. Nesmith STEAL (2 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT08M31.00S,2022-12-03T02:50:10.4Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629614,4.681340341655716,2.2058823529411766,1610612754,41,32,2022-12-03T02:50:27Z,2200000,False,239.0,-8.0,1,left,MISS A. Nembhard 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,,,23.92,Missed,,,,,,,,,,,,,,,,
224,PT08M28.00S,2022-12-03T02:50:13.4Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,41,32,2022-12-03T02:50:15Z,2210000,False,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,223.0,3.0,1.0,2.0,,
226,PT08M13.00S,2022-12-03T02:50:48.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,88.64980289093299,41.911764705882355,1610612762,43,32,2022-12-03T02:50:52Z,2230000,False,-40.0,54.0,1,right,M. Beasley 6' driving Layup (11 PTS),[1627736],1610612762.0,UTA,driving,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,6.76,Made,11.0,,,,,,,,,,,,,,,
227,PT08M08.00S,2022-12-03T02:50:56.0Z,2,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612754,43,32,2022-12-03T02:51:02Z,2240000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Nembhard 2 FT),"[1631323, 1629614]",1610612762.0,UTA,shooting,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,202041.0,,,,,,,,,,1.0,0.0,Nembhard,1629614.0,,,,,,
229,PT08M08.00S,2022-12-03T02:51:16.6Z,2,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,43,33,2022-12-03T02:51:16Z,2260000,False,,,0,,A. Nembhard Free Throw 1 of 2 (4 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
230,PT08M08.00S,2022-12-03T02:51:17.2Z,2,REGULAR,substitution,out,[],1627736,,,1610612754,43,33,2022-12-03T02:51:26Z,2270000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M08.00S,2022-12-03T02:51:17.2Z,2,REGULAR,substitution,out,[],1628374,,,1610612754,43,33,2022-12-03T02:51:26Z,2280000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M08.00S,2022-12-03T02:51:17.2Z,2,REGULAR,substitution,in,[],203482,,,1610612754,43,33,2022-12-03T02:51:26Z,2300000,False,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M08.00S,2022-12-03T02:51:17.2Z,2,REGULAR,substitution,in,[],203903,,,1610612754,43,33,2022-12-03T02:51:26Z,2310000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M08.00S,2022-12-03T02:51:17.2Z,2,REGULAR,substitution,in,[],1631097,,,1610612754,43,33,2022-12-03T02:51:26Z,2320000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT08M08.00S,2022-12-03T02:51:17.2Z,2,REGULAR,substitution,out,[],204456,,,1610612754,43,33,2022-12-03T02:56:42Z,2325000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M08.00S,2022-12-03T02:51:36.9Z,2,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,43,34,2022-12-03T02:51:37Z,2330000,False,,,0,,A. Nembhard Free Throw 2 of 2 (5 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
237,PT07M49.00S,2022-12-03T02:51:59.8Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,43,34,2022-12-03T02:52:04Z,2340000,False,,,0,,J. Clarkson lost ball TURNOVER (2 TO),"[203903, 1630169]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Left Center,,2.0,,,,,,,Haliburton,1630169.0,,,,,,,,,,
238,PT07M49.00S,2022-12-03T02:51:59.8Z,2,REGULAR,steal,,[],1630169,,,1610612754,43,34,2022-12-03T02:52:01Z,2350000,False,,,0,,T. Haliburton STEAL (1 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
239,PT07M43.00S,2022-12-03T02:52:06.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626167,32.14520367936925,51.470588235294116,1610612754,43,37,2022-12-03T02:52:12Z,2360000,False,-7.0,250.0,1,left,M. Turner 24' 3PT  (14 PTS) (B. Mathurin 1 AST),"[1626167, 1631097]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,24.98,Made,14.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,
241,PT07M41.00S,2022-12-03T02:52:11.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,43,37,2022-12-03T02:52:11Z,2380000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT07M41.00S,2022-12-03T02:53:45.3Z,2,REGULAR,substitution,out,[],1631117,,,1610612762,43,37,2022-12-03T03:09:25Z,2405000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT07M41.00S,2022-12-03T02:53:45.3Z,2,REGULAR,substitution,in,[],1629020,,,1610612762,43,37,2022-12-03T03:09:25Z,2417500,False,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT07M27.00S,2022-12-03T02:55:19.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203482,92.19776609724047,53.92156862745098,1610612762,45,37,2022-12-03T02:55:25Z,2430000,False,20.0,21.0,1,right,K. Olynyk Layup (5 PTS) (J. Clarkson 2 AST),"[203482, 203903]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,2.86,Made,5.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,
248,PT07M27.00S,2022-12-03T02:55:21.7Z,2,REGULAR,foul,personal,['1freethrow'],1630169,,,1610612762,45,37,2022-12-03T02:55:30Z,2450000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Olynyk 1 FT),"[1630169, 203482]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1193.0,,,,,,,,,,1.0,0.0,Olynyk,203482.0,,,,,,
250,PT07M27.00S,2022-12-03T02:55:43.9Z,2,REGULAR,freethrow,1 of 1,[],203482,,,1610612762,46,37,2022-12-03T02:55:43Z,2470000,False,,,0,,K. Olynyk Free Throw 1 of 1 (6 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
251,PT07M11.00S,2022-12-03T02:56:03.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,6.258212877792378,44.36274509803921,1610612754,46,39,2022-12-03T02:56:10Z,2480000,False,28.0,6.0,1,left,B. Mathurin Layup (4 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,2.89,Made,4.0,,,,,,,,,,,,,,,
252,PT07M11.00S,2022-12-03T02:56:08.9Z,2,REGULAR,foul,personal,['1freethrow'],203482,,,1610612754,46,39,2022-12-03T02:56:14Z,2490000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Mathurin 1 FT),"[203482, 1631097]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,202041.0,,,,,,,,,,2.0,0.0,Mathurin,1631097.0,,,,,,
254,PT07M11.00S,2022-12-03T02:56:24.8Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,46,39,2022-12-03T02:56:40Z,2510000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M11.00S,2022-12-03T02:56:24.8Z,2,REGULAR,substitution,in,[],1630188,,,1610612754,46,39,2022-12-03T02:56:40Z,2520000,False,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M11.00S,2022-12-03T02:56:38.4Z,2,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,46,39,2022-12-03T02:56:38Z,2530000,False,,,0,,MISS B. Mathurin Free Throw 1 of 1,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
257,PT07M09.00S,2022-12-03T02:56:40.4Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,46,39,2022-12-03T03:11:30Z,2540000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:5),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,256.0,5.0,5.0,0.0,,
259,PT07M02.00S,2022-12-03T02:56:47.2Z,2,REGULAR,3pt,Jump Shot,[],203903,73.40670170827858,16.666666666666664,1610612762,49,39,2022-12-03T02:56:53Z,2550000,False,-167.0,197.0,1,right,J. Clarkson 25' 3PT  (3 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,25.84,Made,3.0,,,,,,,,,,,,,,,
260,PT06M35.00S,2022-12-03T02:57:14.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,14.799605781865965,39.950980392156865,1610612754,49,39,2022-12-03T02:57:19Z,2560000,False,50.0,87.0,1,left,MISS T. Haliburton 10' Jump Shot,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),8-16 Center,,,10.01,Missed,,,,,,,,,,,,,,,,
261,PT06M30.00S,2022-12-03T02:57:19.2Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612754,49,39,2022-12-03T02:57:19Z,2570000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,260.0,2.0,1.0,1.0,,
262,PT06M26.00S,2022-12-03T02:57:22.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630188,5.469776609724048,54.41176470588235,1610612754,49,41,2022-12-03T02:57:28Z,2580000,False,-22.0,-1.0,1,left,J. Smith reverse Layup (4 PTS) (A. Nesmith 1 AST),"[1630188, 1630174]",1610612754.0,IND,reverse,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,2.21,Made,4.0,A. Nesmith,1630174.0,1.0,,,,,,,,,,,,
264,PT06M17.00S,2022-12-03T02:57:33.9Z,2,REGULAR,foul,personal,[],1630188,,,1610612762,49,41,2022-12-03T02:57:39Z,2600000,False,,,0,,J. Smith personal FOUL (1 PF),"[1630188, 203903]",1610612754.0,IND,,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,202041.0,,,,,,,,,,1.0,0.0,Clarkson,203903.0,,,,,,
266,PT06M13.00S,2022-12-03T02:58:02.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630188,,,1610612762,49,41,2022-12-03T02:58:07Z,2620000,False,,,0,,J. Smith personal FOUL (2 PF) (Olynyk 2 FT),"[1630188, 203482]",1610612754.0,IND,,,,Smith,J. Smith,,,,,Mid-Range,16-24 Left Center,1627964.0,,,,,,,,,,2.0,0.0,Olynyk,203482.0,,,,,,
268,PT06M13.00S,2022-12-03T02:58:31.4Z,2,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,50,41,2022-12-03T02:58:31Z,2640000,False,,,0,,K. Olynyk Free Throw 1 of 2 (7 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
269,PT06M13.00S,2022-12-03T02:58:52.7Z,2,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,51,41,2022-12-03T02:58:52Z,2650000,False,,,0,,K. Olynyk Free Throw 2 of 2 (8 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
270,PT06M01.00S,2022-12-03T02:59:08.1Z,2,REGULAR,3pt,Jump Shot,[],1630169,26.62614980289093,17.892156862745097,1610612754,51,44,2022-12-03T02:59:15Z,2660000,False,161.0,198.0,1,left,T. Haliburton 25' 3PT  (4 PTS) (A. Nesmith 2 AST),"[1630169, 1630174]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,25.47,Made,4.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,,,
271,PT05M52.00S,2022-12-03T02:59:19.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612762,51,44,2022-12-03T02:59:34Z,2670000,False,,,0,,A. Nesmith personal FOUL (2 PF) (Olynyk 2 FT),"[1630174, 203482]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,1193.0,,,,,,,,,,2.0,0.0,Olynyk,203482.0,,,,,,
275,PT05M52.00S,2022-12-03T03:01:53.6Z,2,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,52,44,2022-12-03T03:01:53Z,2700000,False,,,0,,K. Olynyk Free Throw 1 of 2 (9 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
276,PT05M52.00S,2022-12-03T03:01:56.4Z,2,REGULAR,substitution,out,[],1629012,,,1610612762,52,44,2022-12-03T03:02:05Z,2710000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M52.00S,2022-12-03T03:01:56.4Z,2,REGULAR,substitution,out,[],1631323,,,1610612762,52,44,2022-12-03T03:02:05Z,2720000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT05M52.00S,2022-12-03T03:01:56.4Z,2,REGULAR,substitution,in,[],1628374,,,1610612762,52,44,2022-12-03T03:02:05Z,2740000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M52.00S,2022-12-03T03:01:56.4Z,2,REGULAR,substitution,in,[],1629659,,,1610612762,52,44,2022-12-03T03:02:05Z,2750000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M52.00S,2022-12-03T03:02:12.8Z,2,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,53,44,2022-12-03T03:02:12Z,2770000,False,,,0,,K. Olynyk Free Throw 2 of 2 (10 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
283,PT05M37.00S,2022-12-03T03:02:32.6Z,2,REGULAR,foul,personal,[],203903,,,1610612754,53,44,2022-12-03T03:02:41Z,2780000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1630188]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,1193.0,,,,,,,,,,1.0,0.0,Smith,1630188.0,,,,,,
285,PT05M28.00S,2022-12-03T03:02:59.5Z,2,REGULAR,3pt,Jump Shot,[],1630169,30.831143232588698,35.049019607843135,1610612754,53,47,2022-12-03T03:03:04Z,2800000,False,75.0,237.0,1,left,T. Haliburton 24' 3PT  (7 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,24.88,Made,7.0,,,,,,,,,,,,,,,
286,PT05M13.00S,2022-12-03T03:03:14.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,89.17542706964521,62.254901960784316,1610612762,53,47,2022-12-03T03:03:22Z,2810000,False,61.0,49.0,1,right,MISS J. Clarkson 7' Jump Shot,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,7.87,Missed,,,,,,,,,,,,,,,,
287,PT05M06.00S,2022-12-03T03:03:21.7Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,53,47,2022-12-03T03:03:22Z,2820000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,286.0,4.0,4.0,0.0,,
288,PT04M59.00S,2022-12-03T03:03:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,7.703679369250986,48.77450980392157,1610612754,53,47,2022-12-03T03:03:34Z,2830000,False,6.0,20.0,1,left,MISS A. Nesmith driving reverse Layup,[1630174],1610612754.0,IND,driving reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,2.08,Missed,,,,,,,,,,,,,,,,
289,PT04M58.00S,2022-12-03T03:03:32.6Z,2,REGULAR,rebound,offensive,[],1630188,,,1610612754,53,47,2022-12-03T03:03:32Z,2840000,False,,,0,,J. Smith REBOUND (Off:1 Def:0),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,288.0,1.0,0.0,1.0,,
