actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
185,PT11M09.00S,2023-01-14T02:39:00.8Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,38,30,2023-01-14T02:39:02Z,1830000,False,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Right Center,,,184.0,1.0,1.0,0.0,,,,,,,,,,,,,,
186,PT11M05.00S,2023-01-14T02:39:04.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,17.559132720105126,93.62745098039215,1610612753,38,33,2023-01-14T02:54:53Z,1840000,False,-218.0,113.0,1,left,F. Wagner 24' 3PT running (8 PTS) (C. Anthony 2 AST),"[1630532, 1630175]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,24.55,Made,,,,,,,,,8.0,C. Anthony,1630175.0,2.0,,,,,,
188,PT10M46.00S,2023-01-14T02:39:25.0Z,2,REGULAR,turnover,out-of-bounds,[],1629020,,,1610612762,38,33,2023-01-14T02:39:34Z,1860000,False,,,0,,J. Vanderbilt lost ball out-of-bounds TURNOVER (1 TO),[1629020],1610612762.0,UTA,lost ball,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,8-16 Left,,,,,,,1.0,,,1628484.0,,,,,,,,,,
189,PT10M31.00S,2023-01-14T02:39:51.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203082,3.7614980289093296,95.09803921568627,1610612753,38,36,2023-01-14T02:39:57Z,1870000,False,-225.0,-17.0,1,left,T. Ross 3PT  (8 PTS) (C. Anthony 3 AST),"[203082, 1630175]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,Left Corner 3,24+ Left,22.61,Made,,,,,,,,,8.0,C. Anthony,1630175.0,3.0,,,,,,
191,PT10M29.00S,2023-01-14T02:39:59.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,38,36,2023-01-14T02:39:59Z,1890000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M16.00S,2023-01-14T02:43:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.80354796320631,56.61764705882353,1610612762,40,36,2023-01-14T02:43:05Z,1900000,False,33.0,25.0,1,right,T. Horton-Tucker driving Layup (2 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,4.12,Made,,,,,,,,,2.0,,,,,,,,,
194,PT10M02.00S,2023-01-14T02:43:13.8Z,2,REGULAR,3pt,Jump Shot,[],203082,26.757555847568987,19.607843137254903,1610612753,40,36,2023-01-14T02:43:18Z,1910000,False,152.0,199.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
195,PT10M00.00S,2023-01-14T02:43:15.8Z,2,REGULAR,rebound,defensive,[],200752,,,1610612762,40,36,2023-01-14T02:43:18Z,1920000,False,,,0,,R. Gay REBOUND (Off:0 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Right Center,,,194.0,1.0,1.0,0.0,,,,,,,,,,,,,,
196,PT09M54.00S,2023-01-14T02:43:22.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629638,92.06636005256242,42.15686274509804,1610612762,40,36,2023-01-14T02:43:38Z,1930000,False,-39.0,22.0,1,right,MISS N. Alexander-Walker running Layup,[1629638],1610612762.0,UTA,running,,,Alexander-Walker,N. Alexander-Walker,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,,,,,,,,,,,,,,,,,,
197,PT09M51.00S,2023-01-14T02:43:25.7Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,40,36,2023-01-14T02:43:27Z,1940000,False,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,196.0,2.0,2.0,0.0,,,,,,,,,,,,,,
198,PT09M49.00S,2023-01-14T02:43:27.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,31.882391590013142,63.725490196078425,1610612753,40,36,2023-01-14T02:57:59Z,1950000,False,-69.0,247.0,1,left,MISS F. Wagner 25' running pullup 3PT,[1630532],1610612753.0,ORL,running pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,25.65,Missed,,,,,,,,,,,,,,,,,,
199,PT09M45.00S,2023-01-14T02:43:31.7Z,2,REGULAR,rebound,defensive,[],1629638,,,1610612762,40,36,2023-01-14T02:43:35Z,1960000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,,,198.0,2.0,2.0,0.0,,,,,,,,,,,,,,
200,PT09M29.00S,2023-01-14T02:43:47.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629020,87.20433639947439,48.529411764705884,1610612762,42,36,2023-01-14T02:43:53Z,1970000,False,-7.0,68.0,1,right,J. Vanderbilt 6' floating Jump Shot (4 PTS) (M. Beasley 1 AST),"[1629020, 1627736]",1610612762.0,UTA,floating,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,6.82,Made,,,,,,,,,4.0,M. Beasley,1627736.0,1.0,,,,,,
202,PT09M20.00S,2023-01-14T02:44:02.0Z,2,REGULAR,foul,personal,[],1629020,,,1610612753,42,36,2023-01-14T02:44:08Z,1990000,False,,,0,,J. Vanderbilt personal FOUL (1 PF),"[1629020, 1630532]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,,,,,,,,1830.0,,,,,,,1.0,0.0,Wagner,1630532.0
204,PT09M10.00S,2023-01-14T02:44:35.0Z,2,REGULAR,3pt,Jump Shot,[],1629021,31.61957950065703,51.9607843137255,1610612753,42,36,2023-01-14T02:44:40Z,2010000,False,-10.0,245.0,1,left,MISS M. Wagner 24' 3PT,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,24.49,Missed,,,,,,,,,,,,,,,,,,
205,PT09M06.00S,2023-01-14T02:44:39.0Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,42,36,2023-01-14T02:44:39Z,2020000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,204.0,1.0,1.0,0.0,,,,,,,,,,,,,,
206,PT08M53.00S,2023-01-14T02:44:51.8Z,2,REGULAR,2pt,Jump Shot,[],200752,93.9060446780552,69.11764705882352,1610612762,42,36,2023-01-14T02:44:56Z,2030000,False,96.0,5.0,1,right,MISS R. Gay 9' pullup Shot,[200752],1610612762.0,UTA,pullup,,,Gay,R. Gay,,,,,Mid-Range,8-16 Right,9.57,Missed,,,,,,,,,,,,,,,,,,
207,PT08M52.00S,2023-01-14T02:44:52.8Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,42,36,2023-01-14T02:44:56Z,2040000,False,,,0,,J. Suggs REBOUND (Off:0 Def:1),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Mid-Range,8-16 Right,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,
208,PT08M48.00S,2023-01-14T02:44:57.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,16.507884362680684,2.941176470588235,1610612753,42,39,2023-01-14T02:59:01Z,2050000,False,235.0,103.0,1,left,F. Wagner 25' 3PT running (11 PTS) (J. Suggs 2 AST),"[1630532, 1630591]",1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,25.67,Made,,,,,,,,,11.0,J. Suggs,1630591.0,2.0,,,,,,
210,PT08M33.00S,2023-01-14T02:45:15.0Z,2,REGULAR,foul,personal,[],1629021,,,1610612762,42,39,2023-01-14T02:45:27Z,2070000,False,,,0,,M. Wagner personal FOUL (1 PF),"[1629021, 1629020]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Mid-Range,8-16 Right,,,,,,,,,,1193.0,,,,,,,1.0,0.0,Vanderbilt,1629020.0
212,PT08M33.00S,2023-01-14T02:45:25.7Z,2,REGULAR,substitution,out,[],1629659,,,1610612762,42,39,2023-01-14T02:45:30Z,2090000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M33.00S,2023-01-14T02:45:25.7Z,2,REGULAR,substitution,in,[],203903,,,1610612762,42,39,2023-01-14T02:45:30Z,2100000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M23.00S,2023-01-14T02:45:49.3Z,2,REGULAR,3pt,Jump Shot,[],1627736,73.66951379763469,83.57843137254902,1610612762,42,39,2023-01-14T02:45:55Z,2110000,False,168.0,195.0,1,right,MISS M. Beasley 25' step back 3PT,[1627736],1610612762.0,UTA,step back,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.73,Missed,,,,,,,,,,,,,,,,,,
215,PT08M18.00S,2023-01-14T02:45:54.3Z,2,REGULAR,rebound,offensive,[],200752,,,1610612762,42,39,2023-01-14T02:45:55Z,2120000,False,,,0,,R. Gay REBOUND (Off:1 Def:1),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Above the Break 3,24+ Right Center,,,214.0,2.0,1.0,1.0,,,,,,,,,,,,,,
216,PT08M17.00S,2023-01-14T02:45:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",200752,92.85479632063075,53.18627450980392,1610612762,42,39,2023-01-14T02:45:59Z,2130000,False,16.0,15.0,1,right,MISS R. Gay reverse Layup,[200752],1610612762.0,UTA,reverse,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,2.17,Missed,,,,,,,,,,,,,,,,,,
217,PT08M17.00S,2023-01-14T02:45:54.7Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,42,39,2023-01-14T02:46:05Z,2140000,False,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,,,216.0,2.0,2.0,0.0,,,,,,,,,,,,,,
218,PT08M12.00S,2023-01-14T02:46:00.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630532,27.283180026281208,16.176470588235293,1610612753,42,39,2023-01-14T03:00:17Z,2150000,False,169.0,204.0,1,left,MISS F. Wagner 26' running 3PT,[1630532],1610612753.0,ORL,running,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Right Center,26.5,Missed,,,,,,,,,,,,,,,,,,
219,PT08M10.00S,2023-01-14T02:46:02.3Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,42,39,2023-01-14T02:46:05Z,2160000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:2),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,,,
220,PT08M04.00S,2023-01-14T02:46:10.1Z,2,REGULAR,foul,personal,['2freethrow'],1629021,,,1610612762,42,39,2023-01-14T02:46:15Z,2170000,False,,,0,,M. Wagner shooting personal FOUL (2 PF) (Vanderbilt 2 FT),"[1629021, 1629020]",1610612753.0,ORL,shooting,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628484.0,,,,,,,2.0,0.0,Vanderbilt,1629020.0
222,PT08M04.00S,2023-01-14T02:46:38.0Z,2,REGULAR,freethrow,1 of 2,[],1629020,,,1610612762,42,39,2023-01-14T02:46:38Z,2190000,False,,,0,,MISS J. Vanderbilt Free Throw 1 of 2,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
223,PT08M04.00S,2023-01-14T02:46:38.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,42,39,2023-01-14T02:46:38Z,2200000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,222.0,,,,,,,,,,,,,,,,,
224,PT08M04.00S,2023-01-14T02:46:58.5Z,2,REGULAR,freethrow,2 of 2,[],1629020,,,1610612762,43,39,2023-01-14T02:46:58Z,2210000,False,,,0,,J. Vanderbilt Free Throw 2 of 2 (5 PTS),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
225,PT08M04.00S,2023-01-14T02:47:28.6Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612753,43,39,2023-01-14T03:02:59Z,2220000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,
226,PT08M00.00S,2023-01-14T02:47:33.9Z,2,REGULAR,foul,personal,[],1629020,,,1610612753,43,39,2023-01-14T02:47:40Z,2230000,False,,,0,,J. Vanderbilt personal FOUL (2 PF),"[1629020, 1630532]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1628484.0,,,,,,,2.0,0.0,Wagner,1630532.0
228,PT07M52.00S,2023-01-14T02:47:48.7Z,2,REGULAR,turnover,lost ball,[],1630175,,,1610612753,43,39,2023-01-14T02:47:53Z,2250000,False,,,0,,C. Anthony lost ball TURNOVER (1 TO),"[1630175, 1629638]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,,,,,
229,PT07M52.00S,2023-01-14T02:47:48.7Z,2,REGULAR,steal,,[],1629638,,,1610612762,43,39,2023-01-14T02:47:50Z,2260000,False,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
230,PT07M39.00S,2023-01-14T02:48:01.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203903,65.52233902759527,58.57843137254902,1610612762,43,39,2023-01-14T02:48:06Z,2270000,False,43.0,272.0,1,right,MISS J. Clarkson 27' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,27.5,Missed,,,,,,,,,,,,,,,,,,
231,PT07M36.00S,2023-01-14T02:48:04.3Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,43,39,2023-01-14T02:48:06Z,2280000,False,,,0,,J. Suggs REBOUND (Off:0 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,,,230.0,2.0,2.0,0.0,,,,,,,,,,,,,,
232,PT07M33.00S,2023-01-14T02:48:09.0Z,2,REGULAR,foul,personal,[],203903,,,1610612753,43,39,2023-01-14T02:48:17Z,2290000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1630591]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,,,,1193.0,,,,,,,1.0,0.0,Suggs,1630591.0
234,PT07M24.00S,2023-01-14T02:48:41.7Z,2,REGULAR,turnover,bad pass,[],1629021,,,1610612753,43,39,2023-01-14T02:48:46Z,2310000,False,,,0,,M. Wagner bad pass TURNOVER (1 TO),"[1629021, 1627736]",1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,,,,,1.0,Beasley,1627736.0,,,,,,,,,,,
235,PT07M24.00S,2023-01-14T02:48:41.7Z,2,REGULAR,steal,,[],1627736,,,1610612762,43,39,2023-01-14T02:48:43Z,2320000,False,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
236,PT07M17.00S,2023-01-14T02:48:48.0Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",200752,92.06636005256242,25.98039215686275,1610612762,45,39,2023-01-14T03:04:24Z,2330000,False,-120.0,22.0,1,right,R. Gay 12' running Jump Shot (2 PTS) (M. Beasley 2 AST),"[200752, 1627736]",1610612762.0,UTA,running,,,Gay,R. Gay,,,,,Mid-Range,8-16 Left,12.21,Made,,,,,,,,,2.0,M. Beasley,1627736.0,2.0,,,,,,
238,PT07M01.00S,2023-01-14T02:49:04.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203082,11.514454664914586,54.41176470588235,1610612753,45,39,2023-01-14T03:04:40Z,2350000,False,-22.0,56.0,1,left,MISS T. Ross driving floating Shot,[203082],1610612753.0,ORL,driving floating,,,Ross,T. Ross,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
239,PT06M57.00S,2023-01-14T02:49:08.5Z,2,REGULAR,rebound,offensive,[],1629021,,,1610612753,45,39,2023-01-14T02:49:09Z,2360000,False,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,238.0,3.0,2.0,1.0,,,,,,,,,,,,,,
240,PT06M56.00S,2023-01-14T02:49:08.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629021,13.354139290407357,47.794117647058826,1610612753,45,41,2023-01-14T02:49:14Z,2370000,False,11.0,73.0,1,left,M. Wagner 7' turnaround Hook (5 PTS),[1629021],1610612753.0,ORL,turnaround,,,Wagner,M. Wagner,,,,,In The Paint (Non-RA),0-8 Center,7.38,Made,,,,,,,,,5.0,,,,,,,,,
241,PT06M41.00S,2023-01-14T02:49:24.4Z,2,REGULAR,turnover,bad pass,[],1629020,,,1610612762,45,41,2023-01-14T02:49:29Z,2380000,False,,,0,,J. Vanderbilt bad pass TURNOVER (2 TO),"[1629020, 1630532]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Right Center,,,,,,,2.0,Wagner,1630532.0,,,,,,,,,,,
242,PT06M41.00S,2023-01-14T02:49:24.4Z,2,REGULAR,steal,,[],1630532,,,1610612753,45,41,2023-01-14T02:49:26Z,2390000,False,,,0,,F. Wagner STEAL (3 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
243,PT06M38.00S,2023-01-14T02:49:28.0Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630591,21.895532194480946,9.068627450980392,1610612753,45,41,2023-01-14T02:49:47Z,2400000,False,205.0,153.0,1,left,MISS J. Suggs 25' running pullup 3PT,[1630591],1610612753.0,ORL,running pullup,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Right Center,25.57,Missed,,,,,,,,,,,,,,,,,,
244,PT06M34.00S,2023-01-14T02:49:32.0Z,2,REGULAR,rebound,defensive,[],1629020,,,1610612762,45,41,2023-01-14T02:49:34Z,2410000,False,,,0,,J. Vanderbilt REBOUND (Off:0 Def:3),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,243.0,3.0,3.0,0.0,,,,,,,,,,,,,,
245,PT06M26.00S,2023-01-14T02:49:40.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,88.51839684625493,52.20588235294118,1610612762,47,41,2023-01-14T03:05:38Z,2420000,False,11.0,55.0,1,right,J. Clarkson driving floating Jump Shot (7 PTS),[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,5.65,Made,,,,,,,,,7.0,,,,,,,,,
246,PT06M03.00S,2023-01-14T02:50:02.4Z,2,REGULAR,3pt,Jump Shot,[],1630175,31.09395532194481,67.40196078431373,1610612753,47,44,2023-01-14T02:50:09Z,2430000,False,-87.0,240.0,1,left,C. Anthony 25' 3PT  (5 PTS) (M. Wagner 1 AST),"[1630175, 1629021]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,25.51,Made,,,,,,,,,5.0,M. Wagner,1629021.0,1.0,,,,,,
248,PT05M36.00S,2023-01-14T02:50:29.4Z,2,REGULAR,3pt,Jump Shot,[],1629638,93.9060446780552,2.450980392156863,1610612762,47,44,2023-01-14T02:50:34Z,2450000,False,-238.0,5.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,Left Corner 3,24+ Left,23.77,Missed,,,,,,,,,,,,,,,,,,
249,PT05M33.00S,2023-01-14T02:50:32.4Z,2,REGULAR,rebound,defensive,[],1630591,,,1610612753,47,44,2023-01-14T02:50:34Z,2460000,False,,,0,,J. Suggs REBOUND (Off:0 Def:3),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,,,
250,PT05M29.00S,2023-01-14T02:50:37.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630591,5.338370565045992,53.92156862745098,1610612753,47,44,2023-01-14T02:50:51Z,2470000,False,-20.0,-2.0,1,left,MISS J. Suggs running reverse Layup,[1630591],1610612753.0,ORL,running reverse,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,,
251,PT05M26.00S,2023-01-14T02:50:40.2Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612762,47,44,2023-01-14T02:50:51Z,2480000,False,,,0,,M. Beasley REBOUND (Off:0 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,250.0,2.0,2.0,0.0,,,,,,,,,,,,,,
252,PT05M23.00S,2023-01-14T02:50:42.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203903,73.80091984231275,12.254901960784313,1610612762,47,44,2023-01-14T03:06:21Z,2490000,False,-189.0,194.0,1,right,MISS J. Clarkson 27' running pullup 3PT,[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,,
253,PT05M18.00S,2023-01-14T02:50:47.7Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,47,44,2023-01-14T02:50:56Z,2500000,False,,,0,,M. Wagner REBOUND (Off:1 Def:3),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Left Center,,,252.0,4.0,3.0,1.0,,,,,,,,,,,,,,
254,PT05M15.00S,2023-01-14T02:50:55.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,47,44,2023-01-14T02:50:55Z,2510000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1627736,,,1610612753,47,44,2023-01-14T02:53:35Z,2520000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1629638,,,1610612753,47,44,2023-01-14T02:53:35Z,2530000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1629020,,,1610612753,47,44,2023-01-14T02:53:35Z,2540000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],200752,,,1610612753,47,44,2023-01-14T02:53:35Z,2550000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,47,44,2023-01-14T02:53:35Z,2560000,False,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1629021,,,1610612753,47,44,2023-01-14T02:53:35Z,2570000,False,,,0,,SUB out: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1630532,,,1610612753,47,44,2023-01-14T02:53:35Z,2580000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],203082,,,1610612753,47,44,2023-01-14T02:53:35Z,2590000,False,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,out,[],1630175,,,1610612753,47,44,2023-01-14T02:53:35Z,2600000,False,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,in,[],1629012,,,1610612753,47,44,2023-01-14T02:53:35Z,2610000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M15.00S,2023-01-14T02:53:19.7Z,2,REGULAR,substitution,in,[],1630534,,,1610612753,47,44,2023-01-14T02:53:35Z,2620000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
