actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
91,PT04M54.00S,2022-10-20T01:26:45.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,22,17,2022-10-20T01:27:00Z,910000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,90.0,,,,,,,,,,,,,
92,PT04M54.00S,2022-10-20T01:26:56.8Z,1,REGULAR,foul,personal,[],203482,,,1610612743,22,17,2022-10-20T01:27:11Z,920000,,,0,,K. Olynyk loose ball personal FOUL (2 PF),"[203482, 203999]",1610612762.0,UTA,loose ball,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201246.0,2.0,0.0,Jokic,203999.0,,,,,,,,
94,PT04M54.00S,2022-10-20T01:27:12.9Z,1,REGULAR,substitution,out,[],203482,,,1610612743,22,17,2022-10-20T01:27:15Z,940000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M54.00S,2022-10-20T01:27:12.9Z,1,REGULAR,substitution,in,[],200752,,,1610612743,22,17,2022-10-20T01:27:15Z,950000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M47.00S,2022-10-20T01:27:35.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629008,5.075558475689881,42.40196078431372,1610612743,22,17,2022-10-20T01:27:40Z,960000,38.0,-5.0,1,left,MISS M. Porter Jr. driving Layup,[1629008],1610612743.0,DEN,driving,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,3.83,Missed,,,,,,,,,,,,,,,
97,PT04M45.00S,2022-10-20T01:27:37.9Z,1,REGULAR,rebound,defensive,[],1628374,,,1610612762,22,17,2022-10-20T01:27:40Z,970000,,,0,,L. Markkanen REBOUND (Off:0 Def:2),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,96.0,,,,,,2.0,2.0,0.0,,,,,
98,PT04M39.00S,2022-10-20T01:27:47.1Z,1,REGULAR,foul,offensive,[],1629012,,,1610612762,22,17,2022-10-20T01:30:49Z,980000,,,0,,C. Sexton offensive FOUL (1 PF),"[1629012, 203932]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,1.0,0.0,Gordon,203932.0,,,,,,,,
100,PT04M39.00S,2022-10-20T01:27:47.1Z,1,REGULAR,turnover,offensive foul,[],1629012,,,1610612762,22,17,2022-10-20T01:27:56Z,1000000,,,0,,C. Sexton offensive foul TURNOVER (1 TO),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,201246.0,,,,,,,,,,,,
101,PT04M22.00S,2022-10-20T01:28:21.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612743,22,17,2022-10-20T01:28:26Z,1010000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Jokic 2 FT),"[1628374, 203999]",1610612762.0,UTA,shooting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,,1146.0,1.0,0.0,Jokic,203999.0,,,,,,,,
103,PT04M22.00S,2022-10-20T01:28:51.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203999,,,1610612743,22,18,2022-10-20T01:28:51Z,1030000,,,0,,N. Jokic Free Throw 1 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
104,PT04M22.00S,2022-10-20T01:28:52.4Z,1,REGULAR,substitution,out,[],203903,,,1610612743,22,18,2022-10-20T01:28:58Z,1040000,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M22.00S,2022-10-20T01:28:52.4Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,22,18,2022-10-20T01:28:58Z,1050000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M22.00S,2022-10-20T01:28:52.4Z,1,REGULAR,substitution,out,[],203484,,,1610612743,22,18,2022-10-20T01:28:58Z,1060000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M22.00S,2022-10-20T01:28:52.4Z,1,REGULAR,substitution,in,[],1627736,,,1610612743,22,18,2022-10-20T01:28:58Z,1070000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M22.00S,2022-10-20T01:28:52.4Z,1,REGULAR,substitution,in,[],1628432,,,1610612743,22,18,2022-10-20T01:28:58Z,1080000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M22.00S,2022-10-20T01:28:52.4Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,22,18,2022-10-20T01:28:58Z,1090000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M22.00S,2022-10-20T01:29:12.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203999,,,1610612743,22,19,2022-10-20T01:29:12Z,1100000,,,0,,N. Jokic Free Throw 2 of 2 (6 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
111,PT04M11.00S,2022-10-20T01:29:25.6Z,1,REGULAR,3pt,Jump Shot,[],1629012,75.1149802890933,12.745098039215685,1610612762,22,19,2022-10-20T01:29:31Z,1110000,-186.0,181.0,1,right,MISS C. Sexton 26' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Left Center,,,,26.0,Missed,,,,,,,,,,,,,,,
112,PT04M08.00S,2022-10-20T01:29:28.1Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,22,19,2022-10-20T01:29:28Z,1120000,,,0,,W. Kessler REBOUND (Off:1 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,111.0,,,,,,1.0,0.0,1.0,,,,,
113,PT04M07.00S,2022-10-20T01:29:29.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,92.85479632063075,52.69607843137255,1610612762,24,19,2022-10-20T01:29:36Z,1130000,13.0,15.0,1,right,W. Kessler putback Layup (2 PTS),[1631117],1610612762.0,UTA,putback,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,2.0,Made,2.0,,,,,,,,,,,,,,
114,PT03M56.00S,2022-10-20T01:29:43.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",200752,,,1610612743,24,19,2022-10-20T01:33:18Z,1140000,,,0,,R. Gay personal FOUL (1 PF) (Hyland 2 FT),"[200752, 1630538]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203177.0,1.0,0.0,Hyland,1630538.0,,,,,,,,
116,PT03M56.00S,2022-10-20T01:30:08.8Z,1,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,24,20,2022-10-20T01:33:20Z,1160000,,,0,,B. Hyland Free Throw 1 of 2 (1 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
117,PT03M56.00S,2022-10-20T01:30:10.1Z,1,REGULAR,substitution,out,[],203932,,,1610612743,24,20,2022-10-20T01:30:15Z,1170000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M56.00S,2022-10-20T01:30:10.1Z,1,REGULAR,substitution,in,[],201145,,,1610612743,24,20,2022-10-20T01:30:15Z,1180000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M56.00S,2022-10-20T01:30:08.8Z,1,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,24,21,2022-10-20T01:33:20Z,1190000,,,0,,B. Hyland Free Throw 2 of 2 (2 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
120,PT03M42.00S,2022-10-20T01:30:43.1Z,1,REGULAR,turnover,lost ball,[],1628374,,,1610612762,24,21,2022-10-20T01:30:48Z,1200000,,,0,,L. Markkanen lost ball TURNOVER (1 TO),"[1628374, 201145]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),8-16 Center,1.0,Green,201145.0,,,,,,,,,,,,,,,,,
121,PT03M42.00S,2022-10-20T01:30:43.1Z,1,REGULAR,steal,,[],201145,,,1610612743,24,21,2022-10-20T01:30:44Z,1210000,,,0,,J. Green STEAL (1 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
122,PT03M30.00S,2022-10-20T01:30:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201145,30.56833114323259,62.254901960784316,1610612743,24,21,2022-10-20T01:30:59Z,1220000,-61.0,235.0,1,left,MISS J. Green 24' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,24.27,Missed,,,,,,,,,,,,,,,
123,PT03M28.00S,2022-10-20T01:30:56.8Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,24,21,2022-10-20T01:30:59Z,1230000,,,0,,C. Sexton REBOUND (Off:0 Def:1),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,122.0,,,,,,1.0,1.0,0.0,,,,,
124,PT03M16.00S,2022-10-20T01:31:10.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,89.83245729303549,61.029411764705884,1610612762,24,21,2022-10-20T01:31:14Z,1240000,55.0,43.0,1,right,MISS C. Sexton 7' driving Layup,[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.0,Missed,,,,,,,,,,,,,,,
125,PT03M14.00S,2022-10-20T01:31:12.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,24,21,2022-10-20T01:31:14Z,1250000,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,124.0,,,,,,1.0,1.0,0.0,,,,,
126,PT03M09.00S,2022-10-20T01:31:16.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201145,7.835085413929041,40.44117647058824,1610612743,24,23,2022-10-20T01:34:03Z,1260000,48.0,21.0,1,left,J. Green running Layup (2 PTS) (N. Jokic 2 AST),"[201145, 203999]",1610612743.0,DEN,running,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,5.22,Made,2.0,,,,,,,,,,N. Jokic,203999.0,2.0,,
128,PT02M58.00S,2022-10-20T01:31:28.4Z,1,REGULAR,3pt,Jump Shot,[],1627736,72.61826544021025,18.872549019607842,1610612762,27,23,2022-10-20T01:31:32Z,1280000,-156.0,205.0,1,right,M. Beasley 25' 3PT  (3 PTS) (R. Gay 1 AST),"[1627736, 200752]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,25.73,Made,3.0,,,,,,,,,,R. Gay,200752.0,1.0,,
130,PT02M36.00S,2022-10-20T01:31:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.360709592641262,40.68627450980392,1610612743,27,25,2022-10-20T01:31:57Z,1300000,47.0,26.0,1,left,N. Jokic turnaround Jump Shot (8 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,5.34,Made,8.0,,,,,,,,,,,,,,
131,PT02M25.00S,2022-10-20T01:32:00.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,67.88764783180025,60.5392156862745,1610612762,27,25,2022-10-20T01:32:05Z,1310000,53.0,249.0,1,right,MISS M. Beasley 25' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,25.49,Missed,,,,,,,,,,,,,,,
132,PT02M22.00S,2022-10-20T01:32:03.1Z,1,REGULAR,rebound,offensive,[],1631117,,,1610612762,27,25,2022-10-20T01:32:03Z,1320000,,,0,,W. Kessler REBOUND (Off:2 Def:0),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,,,,,131.0,,,,,,2.0,0.0,2.0,,,,,
133,PT02M20.00S,2022-10-20T01:32:05.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,71.43561103810775,16.176470588235293,1610612762,30,25,2022-10-20T01:32:11Z,1330000,-169.0,216.0,1,right,L. Markkanen 27' 3PT  (7 PTS) (W. Kessler 1 AST),"[1628374, 1631117]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,,,,27.43,Made,7.0,,,,,,,,,,W. Kessler,1631117.0,1.0,,
135,PT02M17.00S,2022-10-20T01:32:11.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,30,25,2022-10-20T01:32:11Z,1350000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M17.00S,2022-10-20T01:34:25.2Z,1,REGULAR,substitution,out,[],1628374,,,1610612743,30,25,2022-10-20T01:34:29Z,1360000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M17.00S,2022-10-20T01:34:25.2Z,1,REGULAR,substitution,in,[],1629659,,,1610612743,30,25,2022-10-20T01:34:29Z,1370000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M17.00S,2022-10-20T01:34:25.2Z,1,REGULAR,substitution,out,[],203999,,,1610612743,30,25,2022-10-20T01:34:40Z,1380000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M17.00S,2022-10-20T01:34:25.2Z,1,REGULAR,substitution,in,[],201599,,,1610612743,30,25,2022-10-20T01:34:40Z,1390000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M09.00S,2022-10-20T01:35:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,19.793035479632064,43.38235294117647,1610612743,30,25,2022-10-20T01:35:17Z,1400000,33.0,134.0,1,left,MISS B. Brown 13' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,13.76,Missed,,,,,,,,,,,,,,,
141,PT02M06.00S,2022-10-20T01:35:14.2Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,30,25,2022-10-20T01:35:17Z,1410000,,,0,,W. Kessler REBOUND (Off:2 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,140.0,,,,,,3.0,1.0,2.0,,,,,
142,PT01M58.00S,2022-10-20T01:35:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,91.27792378449409,52.94117647058824,1610612762,32,25,2022-10-20T01:35:27Z,1420000,15.0,29.0,1,right,C. Sexton driving Layup (2 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,3.3,Made,2.0,,,,,,,,,,,,,,
143,PT01M41.00S,2022-10-20T01:35:41.5Z,1,REGULAR,turnover,traveling,[],1628971,,,1610612743,32,25,2022-10-20T01:35:47Z,1430000,,,0,,B. Brown traveling TURNOVER (1 TO),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,1146.0,,,,,,,,,,,,
144,PT01M29.00S,2022-10-20T01:36:02.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629659,93.38042049934296,43.627450980392155,1610612762,34,25,2022-10-20T01:36:07Z,1440000,-32.0,10.0,1,right,T. Horton-Tucker driving reverse Layup (2 PTS),[1629659],1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,3.33,Made,2.0,,,,,,,,,,,,,,
145,PT01M18.00S,2022-10-20T01:36:14.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1630538,6.652431011826544,54.41176470588235,1610612743,34,27,2022-10-20T01:36:27Z,1450000,-22.0,10.0,1,left,B. Hyland driving Layup (4 PTS),[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,,,,2.43,Made,4.0,,,,,,,,,,,,,,
146,PT01M18.00S,2022-10-20T01:36:18.4Z,1,REGULAR,violation,defensive goaltending,[],1631117,,,1610612743,34,27,2022-10-20T01:36:27Z,1460000,,,0,,W. Kessler defensive goaltending VIOLATION,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,
147,PT01M08.00S,2022-10-20T01:36:36.1Z,1,REGULAR,foul,personal,['2freethrow'],1630538,,,1610612762,34,27,2022-10-20T01:36:40Z,1470000,,,0,,B. Hyland shooting personal FOUL (1 PF) (Sexton 2 FT),"[1630538, 1629012]",1610612743.0,DEN,shooting,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1146.0,1.0,0.0,Sexton,1629012.0,,,,,,,,
149,PT01M08.00S,2022-10-20T01:37:00.8Z,1,REGULAR,freethrow,1 of 2,[],1629012,,,1610612762,34,27,2022-10-20T01:37:00Z,1490000,,,0,,MISS C. Sexton Free Throw 1 of 2,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
150,PT01M08.00S,2022-10-20T01:37:00.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,34,27,2022-10-20T01:37:00Z,1500000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,,,,
151,PT01M08.00S,2022-10-20T01:37:17.5Z,1,REGULAR,freethrow,2 of 2,[],1629012,,,1610612762,35,27,2022-10-20T01:37:17Z,1510000,,,0,,C. Sexton Free Throw 2 of 2 (3 PTS),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
152,PT00M59.00S,2022-10-20T01:37:29.9Z,1,REGULAR,3pt,Jump Shot,[],1628971,27.94021024967148,24.509803921568626,1610612743,35,27,2022-10-20T01:37:35Z,1520000,127.0,210.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,24.58,Missed,,,,,,,,,,,,,,,
153,PT00M56.60S,2022-10-20T01:37:32.3Z,1,REGULAR,rebound,defensive,[],1629012,,,1610612762,35,27,2022-10-20T01:37:35Z,1530000,,,0,,C. Sexton REBOUND (Off:0 Def:2),[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,,152.0,,,,,,2.0,2.0,0.0,,,,,
154,PT00M46.10S,2022-10-20T01:37:42.8Z,1,REGULAR,3pt,Jump Shot,[],1629659,66.17936925098554,24.509803921568626,1610612762,35,27,2022-10-20T01:37:48Z,1540000,-127.0,265.0,1,right,MISS T. Horton-Tucker 29' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,29.44,Missed,,,,,,,,,,,,,,,
155,PT00M42.80S,2022-10-20T01:37:46.1Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,35,27,2022-10-20T01:37:48Z,1550000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,154.0,,,,,,1.0,1.0,0.0,,,,,
156,PT00M34.10S,2022-10-20T01:37:54.7Z,1,REGULAR,turnover,bad pass,[],1628432,,,1610612743,35,27,2022-10-20T01:38:00Z,1560000,,,0,,D. Reed bad pass TURNOVER (1 TO),"[1628432, 1627736]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,1.0,Beasley,1627736.0,,,,,,,,,,,,,,,,,
157,PT00M34.10S,2022-10-20T01:37:54.7Z,1,REGULAR,steal,,[],1627736,,,1610612762,35,27,2022-10-20T01:38:43Z,1570000,,,0,,M. Beasley STEAL (1 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
158,PT00M30.80S,2022-10-20T01:37:58.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627736,93.11760840998686,53.18627450980392,1610612762,37,27,2022-10-20T01:40:15Z,1580000,16.0,12.0,1,right,M. Beasley running Layup (5 PTS) (C. Sexton 1 AST),"[1627736, 1629012]",1610612762.0,UTA,running,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,2.0,Made,5.0,,,,,,,,,,C. Sexton,1629012.0,1.0,,
160,PT00M19.30S,2022-10-20T01:38:15.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,24.917871222076215,14.215686274509803,1610612743,37,30,2022-10-20T01:38:21Z,1600000,179.0,182.0,1,left,B. Hyland 25' 3PT  (7 PTS) (D. Jordan 1 AST),"[1630538, 201599]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,,,,25.5,Made,7.0,,,,,,,,,,D. Jordan,201599.0,1.0,,
162,PT00M03.50S,2022-10-20T01:38:35.4Z,1,REGULAR,3pt,Jump Shot,[],1629012,92.46057818659659,1.9607843137254901,1610612762,37,30,2022-10-20T01:38:43Z,1620000,-240.0,18.0,1,right,MISS C. Sexton 24' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,,,,24.09,Missed,,,,,,,,,,,,,,,
163,PT00M00.20S,2022-10-20T01:38:38.8Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,37,30,2022-10-20T01:38:38Z,1630000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,,,,,162.0,,,,,,2.0,2.0,0.0,,,,,
164,PT00M00.00S,2022-10-20T01:38:45.1Z,1,REGULAR,period,end,[],0,,,1610612743,37,30,2022-10-20T01:38:45Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-10-20T01:40:55.7Z,2,REGULAR,substitution,out,['startperiod'],1629012,,,1610612743,37,30,2022-10-20T01:41:15Z,1650000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-10-20T01:40:55.7Z,2,REGULAR,substitution,out,['startperiod'],1631117,,,1610612743,37,30,2022-10-20T01:41:15Z,1660000,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-10-20T01:40:55.7Z,2,REGULAR,substitution,in,['startperiod'],201144,,,1610612743,37,30,2022-10-20T01:41:15Z,1670000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-10-20T01:40:55.7Z,2,REGULAR,substitution,in,['startperiod'],1629020,,,1610612743,37,30,2022-10-20T01:41:15Z,1680000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-10-20T01:41:20.1Z,2,REGULAR,period,start,[],0,,,1610612743,37,30,2022-10-20T01:41:20Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M52.00S,2022-10-20T01:41:27.7Z,2,REGULAR,turnover,bad pass,[],1630538,,,1610612743,37,30,2022-10-20T01:41:38Z,1700000,,,0,,B. Hyland bad pass TURNOVER (1 TO),"[1630538, 1629020]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,1.0,Vanderbilt,1629020.0,,,,,,,,,,,,,,,,,
171,PT11M52.00S,2022-10-20T01:41:27.7Z,2,REGULAR,steal,,[],1629020,,,1610612762,37,30,2022-10-20T01:41:29Z,1710000,,,0,,J. Vanderbilt STEAL (1 STL),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
172,PT11M44.00S,2022-10-20T01:41:35.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200752,92.9862023653088,44.6078431372549,1610612762,39,30,2022-10-20T01:41:41Z,1720000,-27.0,13.0,1,right,R. Gay Layup (2 PTS) (J. Vanderbilt 1 AST),"[200752, 1629020]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Restricted Area,0-8 Center,,,,3.01,Made,2.0,,,,,,,,,,J. Vanderbilt,1629020.0,1.0,,
