actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
346,PT00M13.90S,2022-10-20T02:10:50.1Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201599,,,1610612762,74,53,2022-10-20T02:10:58Z,3450000,,,0,,D. Jordan shooting personal FOUL (1 PF) (Conley 1 FT),"[201599, 201144]",1610612743.0,DEN,shooting,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,1.0,0.0,Conley,201144.0,,,,,,,,
348,PT00M13.90S,2022-10-20T02:10:59.5Z,2,REGULAR,substitution,out,[],1628374,,,1610612762,74,53,2022-10-20T02:11:41Z,3470000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M13.90S,2022-10-20T02:10:59.5Z,2,REGULAR,substitution,in,[],1627736,,,1610612762,74,53,2022-10-20T02:11:41Z,3480000,,,0,,SUB in: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M13.90S,2022-10-20T02:11:18.9Z,2,REGULAR,freethrow,1 of 1,[],201144,,,1610612762,75,53,2022-10-20T02:11:18Z,3490000,,,0,,M. Conley Free Throw 1 of 1 (6 PTS),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,
351,PT00M01.40S,2022-10-20T02:11:34.4Z,2,REGULAR,2pt,Jump Shot,[],1627750,19.530223390275953,31.372549019607842,1610612743,75,53,2022-10-20T02:11:42Z,3500000,93.0,131.0,1,left,MISS J. Murray 16' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,,,,16.08,Missed,,,,,,,,,,,,,,,
352,PT00M01.40S,2022-10-20T02:11:34.4Z,2,REGULAR,rebound,defensive,[],1631117,,,1610612762,75,53,2022-10-20T02:11:42Z,3510000,,,0,,W. Kessler REBOUND (Off:2 Def:4),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Mid-Range,8-16 Right,,,,,,,351.0,,,,,,6.0,4.0,2.0,,,,,
353,PT00M00.00S,2022-10-20T02:11:42.1Z,2,REGULAR,period,end,[],0,,,1610612762,75,53,2022-10-20T02:11:42Z,3520000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,out,['startperiod'],200752,,,1610612762,75,53,2022-10-20T02:26:56Z,3530000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,out,['startperiod'],1631117,,,1610612762,75,53,2022-10-20T02:26:56Z,3540000,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612762,75,53,2022-10-20T02:26:56Z,3550000,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,out,['startperiod'],201599,,,1610612762,75,53,2022-10-20T02:26:56Z,3560000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,in,['startperiod'],203482,,,1610612762,75,53,2022-10-20T02:26:56Z,3570000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,in,['startperiod'],1629020,,,1610612762,75,53,2022-10-20T02:26:56Z,3580000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,in,['startperiod'],1628374,,,1610612762,75,53,2022-10-20T02:26:56Z,3590000,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2022-10-20T02:26:38.5Z,3,REGULAR,substitution,in,['startperiod'],203999,,,1610612762,75,53,2022-10-20T02:26:56Z,3600000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2022-10-20T02:27:00.9Z,3,REGULAR,period,start,[],0,,,1610612743,75,53,2022-10-20T02:27:00Z,3610000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M43.00S,2022-10-20T02:27:25.3Z,3,REGULAR,foul,technical,['1freethrow'],1629020,,,1610612743,75,53,2022-10-20T02:27:29Z,3620000,,,0,,J. Vanderbilt defensive-3-second technical FOUL (1 Tech),[1629020],1610612762.0,UTA,defensive-3-second,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,1146.0,3.0,1.0,,,,,,,,,,
364,PT11M43.00S,2022-10-20T02:27:40.1Z,3,REGULAR,freethrow,1 of 1,[],1627750,,,1610612743,75,54,2022-10-20T02:27:40Z,3630000,,,0,,J. Murray technical Free Throw 1 of 1 (8 PTS),[1627750],1610612743.0,DEN,technical,,,Murray,J. Murray,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
365,PT11M31.00S,2022-10-20T02:28:06.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,91.40932982917214,49.754901960784316,1610612743,75,56,2022-10-20T02:28:12Z,3640000,-1.0,28.0,1,right,N. Jokic driving finger roll Layup (16 PTS),[203999],1610612743.0,DEN,driving finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,2.83,Made,16.0,,,,,,,,,,,,,,
366,PT11M13.00S,2022-10-20T02:28:23.3Z,3,REGULAR,turnover,bad pass,[],203903,,,1610612762,75,56,2022-10-20T02:28:27Z,3650000,,,0,,J. Clarkson bad pass TURNOVER (4 TO),"[203903, 203999]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Center,4.0,Jokic,203999.0,,,,,,,,,,,,,,,,,
367,PT11M13.00S,2022-10-20T02:28:23.3Z,3,REGULAR,steal,,[],203999,,,1610612743,75,56,2022-10-20T02:28:24Z,3660000,,,0,,N. Jokic STEAL (3 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
368,PT11M10.00S,2022-10-20T02:28:32.9Z,3,REGULAR,foul,personal,['2freethrow'],203482,,,1610612743,75,56,2022-10-20T02:28:37Z,3670000,,,0,,K. Olynyk shooting personal FOUL (4 PF) (Caldwell-Pope 2 FT),"[203482, 203484]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,203177.0,4.0,0.0,Caldwell-Pope,203484.0,,,,,,,,
370,PT11M10.00S,2022-10-20T02:29:07.2Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203484,,,1610612743,75,57,2022-10-20T02:29:07Z,3690000,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (1 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
371,PT11M10.00S,2022-10-20T02:29:10.4Z,3,REGULAR,substitution,out,[],203482,,,1610612743,75,57,2022-10-20T02:29:16Z,3700000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT11M10.00S,2022-10-20T02:29:10.4Z,3,REGULAR,substitution,in,[],200752,,,1610612743,75,57,2022-10-20T02:29:16Z,3710000,,,0,,SUB in: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT11M10.00S,2022-10-20T02:29:33.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203484,,,1610612743,75,58,2022-10-20T02:29:33Z,3720000,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (2 PTS),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
374,PT10M59.00S,2022-10-20T02:29:47.7Z,3,REGULAR,3pt,Jump Shot,[],200752,8.360709592641262,95.58823529411765,1610612762,75,58,2022-10-20T02:29:54Z,3730000,-228.0,26.0,1,left,MISS R. Gay 3PT,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,Left Corner 3,24+ Left,,,,22.94,Missed,,,,,,,,,,,,,,,
375,PT10M56.00S,2022-10-20T02:29:50.7Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,75,58,2022-10-20T02:29:54Z,3740000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,,,,,,,374.0,,,,,,3.0,3.0,0.0,,,,,
376,PT10M48.00S,2022-10-20T02:29:57.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203999,91.67214191852825,63.48039215686274,1610612743,75,60,2022-10-20T02:30:04Z,3750000,67.0,26.0,1,right,N. Jokic 7' turnaround Hook (18 PTS) (K. Caldwell-Pope 5 AST),"[203999, 203484]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,7.22,Made,18.0,,,,,,,,,,K. Caldwell-Pope,203484.0,5.0,,
378,PT10M23.00S,2022-10-20T02:30:22.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,7.5722733245729295,48.03921568627451,1610612762,75,60,2022-10-20T02:30:26Z,3770000,10.0,19.0,1,left,MISS J. Vanderbilt Layup,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,,,,2.11,Missed,,,,,,,,,,,,,,,
379,PT10M21.00S,2022-10-20T02:30:24.6Z,3,REGULAR,rebound,defensive,[],1629008,,,1610612743,75,60,2022-10-20T02:30:26Z,3780000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,378.0,,,,,,4.0,4.0,0.0,,,,,
380,PT10M09.00S,2022-10-20T02:31:09.5Z,3,REGULAR,jumpball,recovered,[],1629020,,,1610612743,75,60,2022-10-20T02:31:09Z,3790000,,,0,,Jump Ball R. Gay vs. N. Jokic: Tip to J. Vanderbilt,"[1629020, 200752, 203999]",1610612762.0,UTA,heldball,J. Vanderbilt,1629020.0,Vanderbilt,J. Vanderbilt,Gay,200752.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
383,PT10M09.00S,2022-10-20T02:31:09.5Z,3,REGULAR,turnover,lost ball,[],203999,,,1610612743,75,60,2022-10-20T02:31:09Z,3820000,,,0,,N. Jokic lost ball TURNOVER (2 TO),"[203999, 200752]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,2.0,Gay,200752.0,,,,,,,,,,,,,,,,,
384,PT10M09.00S,2022-10-20T02:31:09.5Z,3,REGULAR,steal,,[],200752,,,1610612762,75,60,2022-10-20T02:31:09Z,3830000,,,0,,R. Gay STEAL (1 STL),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT10M00.00S,2022-10-20T02:31:19.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],200752,4.944152431011826,3.9215686274509802,1610612762,78,60,2022-10-20T02:31:24Z,3840000,230.0,-6.0,1,left,R. Gay 3PT  (13 PTS) (J. Clarkson 4 AST),"[200752, 203903]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,Right Corner 3,24+ Right,,,,23.05,Made,13.0,,,,,,,,,,J. Clarkson,203903.0,4.0,,
387,PT09M42.00S,2022-10-20T02:31:35.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203932,92.59198423127464,45.588235294117645,1610612743,78,62,2022-10-20T02:31:42Z,3860000,-22.0,17.0,1,right,A. Gordon alley-oop DUNK (18 PTS) (N. Jokic 5 AST),"[203932, 203999]",1610612743.0,DEN,alley-oop,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,2.79,Made,18.0,,,,,,,,,,N. Jokic,203999.0,5.0,,
389,PT09M36.00S,2022-10-20T02:31:45.9Z,3,REGULAR,foul,offensive,[],1629020,,,1610612762,78,62,2022-10-20T02:32:01Z,3880000,,,0,,J. Vanderbilt offensive FOUL (4 PF),"[1629020, 1627750]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,,,,,1146.0,4.0,1.0,Murray,1627750.0,,,,,,,,
391,PT09M36.00S,2022-10-20T02:31:45.9Z,3,REGULAR,turnover,offensive foul,[],1629020,,,1610612762,78,62,2022-10-20T02:31:45Z,3900000,,,0,,J. Vanderbilt offensive foul TURNOVER (2 TO),[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,2.0,,,,,,,1146.0,,,,,,,,,,,,
392,PT09M21.00S,2022-10-20T02:32:12.3Z,3,REGULAR,foul,personal,[],1629020,,,1610612743,78,62,2022-10-20T02:32:25Z,3910000,,,0,,J. Vanderbilt personal FOUL (5 PF),"[1629020, 203999]",1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Left Center,,,,,,,,201246.0,5.0,1.0,Jokic,203999.0,,,,,,,,
394,PT09M21.00S,2022-10-20T02:32:21.9Z,3,REGULAR,substitution,out,[],1629020,,,1610612743,78,62,2022-10-20T02:32:25Z,3930000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT09M21.00S,2022-10-20T02:32:21.9Z,3,REGULAR,substitution,in,[],1631117,,,1610612743,78,62,2022-10-20T02:32:25Z,3940000,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT09M12.00S,2022-10-20T02:32:45.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627750,90.3580814717477,40.19607843137255,1610612743,78,62,2022-10-20T02:34:25Z,3950000,-49.0,38.0,1,right,MISS J. Murray 6' driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,6.21,Missed,,,,,,,,,,,,,,,
397,PT09M10.00S,2022-10-20T02:32:47.0Z,3,REGULAR,rebound,offensive,[],1627750,,,1610612743,78,62,2022-10-20T02:33:00Z,3960000,,,0,,J. Murray REBOUND (Off:1 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,396.0,,,,,,2.0,1.0,1.0,,,,,
398,PT09M01.00S,2022-10-20T02:32:55.2Z,3,REGULAR,turnover,bad pass,[],1629008,,,1610612743,78,62,2022-10-20T02:33:03Z,3970000,,,0,,M. Porter Jr. bad pass TURNOVER (2 TO),"[1629008, 1631117]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,2.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,
399,PT09M01.00S,2022-10-20T02:32:55.2Z,3,REGULAR,steal,,[],1631117,,,1610612762,78,62,2022-10-20T02:32:56Z,3980000,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
400,PT08M41.00S,2022-10-20T02:33:15.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631117,6.258212877792378,46.81372549019608,1610612762,80,62,2022-10-20T02:33:23Z,3990000,16.0,6.0,1,left,W. Kessler Layup (7 PTS) (J. Clarkson 5 AST),"[1631117, 203903]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,1.71,Made,7.0,,,,,,,,,,J. Clarkson,203903.0,5.0,,
403,PT08M20.00S,2022-10-20T02:33:55.5Z,3,REGULAR,3pt,Jump Shot,[],203999,86.28449408672799,94.11764705882352,1610612743,80,62,2022-10-20T02:34:01Z,4020000,221.0,76.0,1,right,MISS N. Jokic 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Right Corner 3,24+ Right,,,,23.35,Missed,,,,,,,,,,,,,,,
404,PT08M17.00S,2022-10-20T02:33:58.5Z,3,REGULAR,rebound,offensive,[],203932,,,1610612743,80,62,2022-10-20T02:34:01Z,4030000,,,0,,A. Gordon REBOUND (Off:3 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Right Corner 3,24+ Right,,,,,,,403.0,,,,,,5.0,2.0,3.0,,,,,
405,PT08M14.00S,2022-10-20T02:34:00.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203484,71.43561103810775,22.058823529411764,1610612743,80,62,2022-10-20T02:34:05Z,4040000,-140.0,216.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,25.72,Missed,,,,,,,,,,,,,,,
406,PT08M10.00S,2022-10-20T02:34:04.9Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,80,62,2022-10-20T02:34:05Z,4050000,,,0,,M. Porter Jr. REBOUND (Off:1 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,405.0,,,,,,5.0,4.0,1.0,,,,,
407,PT08M10.00S,2022-10-20T02:34:05.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629008,94.40999984741211,50.0,1610612743,80,62,2022-10-20T02:34:51Z,4060000,0.0,0.0,1,right,MISS M. Porter Jr. tip Layup,[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,0.0,Missed,,,,,,,,,,,,,,,
411,PT08M10.00S,2022-10-20T02:34:05.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,80,62,2022-10-20T02:34:51Z,4070000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,407.0,,,,,,,,,,,,,
408,PT08M06.00S,2022-10-20T02:34:50.8Z,3,REGULAR,jumpball,recovered,[],200752,,,1610612762,80,62,2022-10-20T02:34:50Z,4080000,,,0,,Jump Ball W. Kessler vs. M. Porter Jr.: Tip to R. Gay,"[200752, 1631117, 1629008]",1610612762.0,UTA,heldball,R. Gay,200752.0,Gay,R. Gay,Kessler,1631117.0,Porter Jr.,1629008.0,,,,,,,,,,,,,,,,,,,,,,
412,PT07M46.00S,2022-10-20T02:35:10.4Z,3,REGULAR,3pt,Jump Shot,[],1628374,32.933639947437584,63.23529411764706,1610612762,80,62,2022-10-20T02:35:16Z,4110000,-66.0,257.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,26.55,Missed,,,,,,,,,,,,,,,
413,PT07M42.00S,2022-10-20T02:35:14.4Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,80,62,2022-10-20T02:35:16Z,4120000,,,0,,A. Gordon REBOUND (Off:3 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,412.0,,,,,,6.0,3.0,3.0,,,,,
414,PT07M40.00S,2022-10-20T02:35:19.0Z,3,REGULAR,turnover,traveling,[],203932,,,1610612743,80,62,2022-10-20T02:35:25Z,4130000,,,0,,A. Gordon traveling TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,201246.0,,,,,,,,,,,,
415,PT07M22.00S,2022-10-20T02:35:52.7Z,3,REGULAR,foul,personal,[],1629008,,,1610612762,80,62,2022-10-20T02:36:00Z,4140000,,,0,,M. Porter Jr. personal FOUL (1 PF),"[1629008, 203903]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,203177.0,1.0,0.0,Clarkson,203903.0,,,,,,,,
417,PT07M13.00S,2022-10-20T02:36:20.2Z,3,REGULAR,turnover,bad pass,[],201144,,,1610612762,80,62,2022-10-20T02:36:24Z,4160000,,,0,,M. Conley bad pass TURNOVER (3 TO),"[201144, 1627750]",1610612762.0,UTA,,,,Conley,M. Conley,,,,,Mid-Range,8-16 Left,3.0,Murray,1627750.0,,,,,,,,,,,,,,,,,
418,PT07M13.00S,2022-10-20T02:36:20.2Z,3,REGULAR,steal,,[],1627750,,,1610612743,80,62,2022-10-20T02:36:22Z,4170000,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
419,PT07M10.00S,2022-10-20T02:36:23.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629008,69.85873850197109,29.901960784313726,1610612743,80,65,2022-10-20T02:36:30Z,4180000,-100.0,231.0,1,right,M. Porter Jr. 25' 3PT pullup (10 PTS) (K. Caldwell-Pope 6 AST),"[1629008, 203484]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.17,Made,10.0,,,,,,,,,,K. Caldwell-Pope,203484.0,6.0,,
421,PT07M09.00S,2022-10-20T02:36:30.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,80,65,2022-10-20T02:36:30Z,4200000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M09.00S,2022-10-20T02:38:54.4Z,3,REGULAR,substitution,out,[],201144,,,1610612762,80,65,2022-10-20T02:38:56Z,4210000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M09.00S,2022-10-20T02:38:54.4Z,3,REGULAR,substitution,in,[],1629012,,,1610612762,80,65,2022-10-20T02:38:56Z,4220000,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT06M58.00S,2022-10-20T02:39:34.7Z,3,REGULAR,3pt,Jump Shot,[],1628374,33.722076215505915,49.26470588235294,1610612762,80,65,2022-10-20T02:39:39Z,4230000,4.0,264.0,1,left,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,,,,26.45,Missed,,,,,,,,,,,,,,,
425,PT06M55.00S,2022-10-20T02:39:37.7Z,3,REGULAR,rebound,defensive,[],203484,,,1610612743,80,65,2022-10-20T02:39:39Z,4240000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,424.0,,,,,,1.0,1.0,0.0,,,,,
426,PT06M46.00S,2022-10-20T02:39:45.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,81.94809461235218,40.19607843137255,1610612743,80,65,2022-10-20T02:39:51Z,4250000,-49.0,117.0,1,right,MISS J. Murray 12' floating Shot,[1627750],1610612743.0,DEN,floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,12.7,Missed,,,,,,,,,,,,,,,
427,PT06M44.00S,2022-10-20T02:39:47.9Z,3,REGULAR,rebound,defensive,[],203903,,,1610612762,80,65,2022-10-20T02:39:51Z,4260000,,,0,,J. Clarkson REBOUND (Off:0 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,426.0,,,,,,3.0,3.0,0.0,,,,,
428,PT06M39.00S,2022-10-20T02:39:55.1Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612762,80,65,2022-10-20T02:40:02Z,4270000,,,0,,M. Porter Jr. shooting personal FOUL (2 PF) (Kessler 2 FT),"[1629008, 1631117]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,201246.0,2.0,0.0,Kessler,1631117.0,,,,,,,,
430,PT06M39.00S,2022-10-20T02:40:22.9Z,3,REGULAR,freethrow,1 of 2,[],1631117,,,1610612762,80,65,2022-10-20T02:40:22Z,4290000,,,0,,MISS W. Kessler Free Throw 1 of 2,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
431,PT06M39.00S,2022-10-20T02:40:22.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,80,65,2022-10-20T02:40:22Z,4300000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,430.0,,,,,,,,,,,,,
432,PT06M39.00S,2022-10-20T02:40:23.6Z,3,REGULAR,substitution,out,[],1627750,,,1610612762,80,65,2022-10-20T02:40:27Z,4310000,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M39.00S,2022-10-20T02:40:23.6Z,3,REGULAR,substitution,in,[],1628971,,,1610612762,80,65,2022-10-20T02:40:27Z,4320000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
