actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
501,PT07M54.00S,2022-12-23T03:59:41.7Z,4,REGULAR,substitution,in,[],201959,,,1610612764,105,95,2022-12-23T03:59:45Z,4950000,False,,,0,,SUB in: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT07M54.00S,2022-12-23T04:00:03.7Z,4,REGULAR,freethrow,2 of 2,[],203078,,,1610612764,105,96,2022-12-23T04:00:03Z,4960000,False,,,0,,B. Beal Free Throw 2 of 2 (24 PTS),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,Made,,24.0,,,,,,,,,,,,,,,,
503,PT07M42.00S,2022-12-23T04:00:20.3Z,4,REGULAR,3pt,Jump Shot,[],203903,67.36202365308804,60.29411764705882,1610612762,108,96,2022-12-23T04:00:25Z,4970000,False,51.0,254.0,1,right,J. Clarkson 25' 3PT pullup (21 PTS),[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,25.95,Made,,21.0,,,,,,,,,,,,,,,,
504,PT07M24.00S,2022-12-23T04:00:37.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,15.325229960578188,43.872549019607845,1610612764,108,98,2022-12-23T04:00:42Z,4980000,False,31.0,92.0,1,left,B. Beal 9' step back Jump Shot (26 PTS),[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,9.66,Made,,26.0,,,,,,,,,,,,,,,,
505,PT07M01.00S,2022-12-23T04:01:00.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,88.12417871222075,37.254901960784316,1610612762,110,98,2022-12-23T04:01:05Z,4990000,False,-64.0,59.0,1,right,J. Clarkson 8' floating Jump Shot (23 PTS),[203903],1610612762.0,UTA,floating,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Left,8.69,Made,,23.0,,,,,,,,,,,,,,,,
506,PT06M40.00S,2022-12-23T04:01:21.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,12.565703022339028,35.78431372549019,1610612764,110,100,2022-12-23T04:01:27Z,5000000,False,71.0,66.0,1,left,B. Beal 9' turnaround Jump Shot (28 PTS) (M. Morris 4 AST),"[203078, 1628420]",1610612764.0,WAS,turnaround,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Right,9.67,Made,,28.0,M. Morris,1628420.0,4.0,,,,,,,,,,,,,
508,PT06M22.00S,2022-12-23T04:01:39.7Z,4,REGULAR,3pt,Jump Shot,[],1627736,78.79434954007884,92.64705882352942,1610612762,110,100,2022-12-23T04:21:08Z,5020000,False,213.0,147.0,1,right,MISS M. Beasley 25' pullup 3PT,[1627736],1610612762.0,UTA,pullup,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
509,PT06M19.00S,2022-12-23T04:01:42.7Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,110,100,2022-12-23T04:01:44Z,5030000,False,,,0,,B. Beal REBOUND (Off:1 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Right Center,,,508.0,,,,,,,4.0,3.0,1.0,,,,,,,,
510,PT06M11.00S,2022-12-23T04:01:51.0Z,4,REGULAR,turnover,bad pass,[],203078,,,1610612764,110,100,2022-12-23T04:01:56Z,5040000,False,,,0,,B. Beal bad pass TURNOVER (2 TO),"[203078, 1627736]",1610612764.0,WAS,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,,,,,,,Beasley,1627736.0
511,PT06M11.00S,2022-12-23T04:01:51.0Z,4,REGULAR,steal,,[],1627736,,,1610612762,110,100,2022-12-23T04:01:52Z,5050000,False,,,0,,M. Beasley STEAL (4 STL),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
512,PT06M06.00S,2022-12-23T04:01:56.0Z,4,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627736,88.91261498028909,50.98039215686274,1610612762,112,100,2022-12-23T04:21:21Z,5060000,False,5.0,52.0,1,right,M. Beasley driving floating Jump Shot (25 PTS),[1627736],1610612762.0,UTA,driving floating,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,5.19,Made,,25.0,,,,,,,,,,,,,,,,
513,PT05M50.00S,2022-12-23T04:02:12.4Z,4,REGULAR,3pt,Jump Shot,[],1628420,32.670827858081466,53.67647058823529,1610612764,112,100,2022-12-23T04:21:31Z,5070000,False,-18.0,255.0,1,left,MISS M. Morris 25' step back 3PT,[1628420],1610612764.0,WAS,step back,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,25.53,Missed,,,,,,,,,,,,,,,,,,
514,PT05M47.00S,2022-12-23T04:02:15.4Z,4,REGULAR,rebound,defensive,[],1631117,,,1610612762,112,100,2022-12-23T04:02:16Z,5080000,False,,,0,,W. Kessler REBOUND (Off:5 Def:9),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Center,,,513.0,,,,,,,14.0,9.0,5.0,,,,,,,,
515,PT05M29.00S,2022-12-23T04:02:33.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,83.65637319316689,45.588235294117645,1610612762,112,100,2022-12-23T04:02:38Z,5090000,False,-22.0,101.0,1,right,MISS J. Clarkson 10' fadeaway Shot,[203903],1610612762.0,UTA,fadeaway,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,10.35,Missed,,,,,,,,,,,,,,,,,,
516,PT05M26.00S,2022-12-23T04:02:36.1Z,4,REGULAR,rebound,defensive,[],1629060,,,1610612764,112,100,2022-12-23T04:02:38Z,5100000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:6),[1629060],1610612764.0,WAS,,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),8-16 Center,,,515.0,,,,,,,6.0,6.0,0.0,,,,,,,,
517,PT05M17.00S,2022-12-23T04:02:44.2Z,4,REGULAR,3pt,Jump Shot,[],203078,18.2161629434954,91.91176470588235,1610612764,112,100,2022-12-23T04:21:41Z,5110000,False,-210.0,119.0,1,left,MISS B. Beal 24' step back 3PT,[203078],1610612764.0,WAS,step back,,,Beal,B. Beal,,,,,Above the Break 3,24+ Left Center,24.09,Missed,,,,,,,,,,,,,,,,,,
518,PT05M15.00S,2022-12-23T04:02:46.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612762,112,100,2022-12-23T04:02:49Z,5120000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,517.0,,,,,,,,,,,,,,,,,
520,PT05M15.00S,2022-12-23T04:02:50.5Z,4,REGULAR,substitution,out,[],1627736,,,1610612762,112,100,2022-12-23T04:03:01Z,5140000,False,,,0,,SUB out: M. Beasley,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT05M15.00S,2022-12-23T04:02:50.5Z,4,REGULAR,substitution,out,[],200752,,,1610612762,112,100,2022-12-23T04:03:01Z,5150000,False,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT05M15.00S,2022-12-23T04:02:50.5Z,4,REGULAR,substitution,out,[],1628420,,,1610612762,112,100,2022-12-23T04:03:01Z,5160000,False,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT05M15.00S,2022-12-23T04:02:50.5Z,4,REGULAR,substitution,in,[],1628374,,,1610612762,112,100,2022-12-23T04:03:01Z,5170000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT05M15.00S,2022-12-23T04:02:50.5Z,4,REGULAR,substitution,in,[],201144,,,1610612762,112,100,2022-12-23T04:03:01Z,5180000,False,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT05M15.00S,2022-12-23T04:02:50.5Z,4,REGULAR,substitution,in,[],1628398,,,1610612762,112,100,2022-12-23T04:03:01Z,5190000,False,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT04M59.00S,2022-12-23T04:03:28.0Z,4,REGULAR,3pt,Jump Shot,[],1629638,66.44218134034165,51.71568627450981,1610612762,115,100,2022-12-23T04:09:34Z,5200000,False,9.0,263.0,1,right,N. Alexander-Walker 26' 3PT pullup (8 PTS) (J. Clarkson 2 AST),"[1629638, 203903]",1610612762.0,UTA,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Center,26.3,Made,,8.0,J. Clarkson,203903.0,2.0,,,,,,,,,,,,,
527,PT04M58.00S,2022-12-23T04:03:32.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,115,100,2022-12-23T04:03:32Z,5210000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT04M40.00S,2022-12-23T04:06:47.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,8.754927726675426,58.57843137254902,1610612764,115,102,2022-12-23T04:06:52Z,5220000,False,-43.0,30.0,1,left,B. Beal turnaround bank Jump Shot (30 PTS),[203078],1610612764.0,WAS,turnaround bank,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,,30.0,,,,,,,,,,,,,,,,
530,PT04M22.00S,2022-12-23T04:07:03.9Z,4,REGULAR,3pt,Jump Shot,[],1628374,66.5735873850197,46.568627450980394,1610612762,115,102,2022-12-23T04:07:08Z,5230000,False,-17.0,262.0,1,right,MISS L. Markkanen 26' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,26.23,Missed,,,,,,,,,,,,,,,,,,
531,PT04M20.00S,2022-12-23T04:07:05.9Z,4,REGULAR,rebound,defensive,[],203078,,,1610612764,115,102,2022-12-23T04:07:08Z,5240000,False,,,0,,B. Beal REBOUND (Off:1 Def:4),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,,,530.0,,,,,,,5.0,4.0,1.0,,,,,,,,
532,PT04M14.00S,2022-12-23T04:07:13.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628398,9.411957950065702,44.36274509803921,1610612764,115,104,2022-12-23T04:10:34Z,5250000,False,28.0,36.0,1,left,K. Kuzma running Layup (21 PTS) (B. Beal 5 AST),"[1628398, 203078]",1610612764.0,WAS,running,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,4.57,Made,,21.0,B. Beal,203078.0,5.0,,,,,,,,,,,,,
534,PT03M53.00S,2022-12-23T04:07:32.9Z,4,REGULAR,3pt,Jump Shot,[],201144,67.09921156373193,55.88235294117647,1610612762,115,104,2022-12-23T04:07:37Z,5270000,False,29.0,257.0,1,right,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Center,25.85,Missed,,,,,,,,,,,,,,,,,,
535,PT03M51.00S,2022-12-23T04:07:35.8Z,4,REGULAR,rebound,defensive,[],201959,,,1610612764,115,104,2022-12-23T04:07:35Z,5280000,False,,,0,,T. Gibson REBOUND (Off:0 Def:4),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,,,534.0,,,,,,,4.0,4.0,0.0,,,,,,,,
536,PT03M42.00S,2022-12-23T04:07:44.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,9.674770039421814,49.01960784313725,1610612764,115,104,2022-12-23T04:07:49Z,5290000,False,5.0,38.0,1,left,MISS K. Kuzma driving Layup - blocked,"[1628398, 1631117]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.87,Missed,,,,,,,,,,,Kessler,1631117.0,,,,,,
537,PT03M42.00S,2022-12-23T04:07:44.4Z,4,REGULAR,block,,[],1631117,,,1610612764,115,104,2022-12-23T04:07:46Z,5300000,False,,,0,,W. Kessler BLOCK (2 BLK),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
538,PT03M39.00S,2022-12-23T04:07:47.4Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,115,104,2022-12-23T04:07:49Z,5310000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:6),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,536.0,,,,,,,6.0,6.0,0.0,,,,,,,,
539,PT03M37.00S,2022-12-23T04:07:50.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631117,91.5407358738502,50.245098039215684,1610612762,117,104,2022-12-23T04:12:03Z,5320000,False,1.0,27.0,1,right,W. Kessler running DUNK (12 PTS) (J. Clarkson 3 AST),"[1631117, 203903]",1610612762.0,UTA,running,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,2.7,Made,,12.0,J. Clarkson,203903.0,3.0,,,,,,,,,,,,,
541,PT03M16.00S,2022-12-23T04:08:11.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203078,5.601182654402102,57.35294117647059,1610612764,117,104,2022-12-23T04:08:15Z,5340000,False,-37.0,0.0,1,left,MISS B. Beal driving Layup,[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,,,,
542,PT03M14.00S,2022-12-23T04:08:13.1Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612762,117,104,2022-12-23T04:08:16Z,5350000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:5),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,541.0,,,,,,,5.0,5.0,0.0,,,,,,,,
543,PT03M11.00S,2022-12-23T04:08:19.1Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628374,91.80354796320631,53.92156862745098,1610612762,119,104,2022-12-23T04:13:39Z,5360000,False,20.0,25.0,1,right,L. Markkanen running Layup (20 PTS),[1628374],1610612762.0,UTA,running,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,3.14,Made,,20.0,,,,,,,,,,,,,,,,
544,PT03M11.00S,2022-12-23T04:08:21.6Z,4,REGULAR,foul,personal,['1freethrow'],201959,,,1610612762,119,104,2022-12-23T04:08:26Z,5370000,False,,,0,,T. Gibson shooting personal FOUL (3 PF) (Markkanen 1 FT),"[201959, 1628374]",1610612764.0,WAS,shooting,,,Gibson,T. Gibson,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,3.0,1.0,Markkanen,1628374.0,,
546,PT03M11.00S,2022-12-23T04:09:03.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,119,104,2022-12-23T04:10:25Z,5390000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,out,[],203078,,,1610612762,119,104,2022-12-23T04:10:39Z,5410000,False,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,out,[],1630557,,,1610612762,119,104,2022-12-23T04:10:39Z,5420000,False,,,0,,SUB out: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,out,[],201959,,,1610612762,119,104,2022-12-23T04:10:39Z,5430000,False,,,0,,SUB out: T. Gibson,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,out,[],1628398,,,1610612762,119,104,2022-12-23T04:10:39Z,5440000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,in,[],1630692,,,1610612762,119,104,2022-12-23T04:10:39Z,5450000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,in,[],1629653,,,1610612762,119,104,2022-12-23T04:10:39Z,5460000,False,,,0,,SUB in: D. Dotson,[1629653],1610612764.0,WAS,,,,Dotson,D. Dotson,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,in,[],1631098,,,1610612762,119,104,2022-12-23T04:10:39Z,5470000,False,,,0,,SUB in: J. Davis,[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT03M11.00S,2022-12-23T04:10:27.4Z,4,REGULAR,substitution,in,[],1630264,,,1610612762,119,104,2022-12-23T04:10:39Z,5480000,False,,,0,,SUB in: A. Gill,[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT03M11.00S,2022-12-23T04:11:00.1Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1628374,,,1610612762,120,104,2022-12-23T04:11:00Z,5490000,False,,,0,,L. Markkanen Free Throw 1 of 1 (21 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,,21.0,,,,,,,,,,,,,,,,
557,PT02M53.00S,2022-12-23T04:11:18.7Z,4,REGULAR,2pt,Jump Shot,[],1630692,20.18725361366623,21.323529411764707,1610612764,120,104,2022-12-23T04:16:06Z,5500000,False,143.0,137.0,1,left,MISS J. Goodwin 19' pullup Shot,[1630692],1610612764.0,WAS,pullup,,,Goodwin,J. Goodwin,,,,,Mid-Range,16-24 Right Center,19.85,Missed,,,,,,,,,,,,,,,,,,
558,PT02M51.00S,2022-12-23T04:11:20.7Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,120,104,2022-12-23T04:12:37Z,5510000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:7),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Right Center,,,557.0,,,,,,,7.0,7.0,0.0,,,,,,,,
559,PT02M46.00S,2022-12-23T04:11:33.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612762,120,104,2022-12-23T04:11:33Z,5520000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,out,[],203903,,,1610612762,120,104,2022-12-23T04:12:51Z,5530000,False,,,0,,SUB out: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,out,[],1629638,,,1610612762,120,104,2022-12-23T04:12:51Z,5540000,False,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612762.0,UTA,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,out,[],201144,,,1610612762,120,104,2022-12-23T04:12:51Z,5550000,False,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,out,[],1628374,,,1610612762,120,104,2022-12-23T04:12:51Z,5560000,False,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,out,[],1631117,,,1610612762,120,104,2022-12-23T04:12:51Z,5570000,False,,,0,,SUB out: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,in,[],1630195,,,1610612762,120,104,2022-12-23T04:12:51Z,5580000,False,,,0,,SUB in: L. Bolmaro,[1630195],1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,in,[],1630534,,,1610612762,120,104,2022-12-23T04:12:51Z,5590000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,in,[],1631323,,,1610612762,120,104,2022-12-23T04:12:51Z,5600000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,in,[],1628962,,,1610612762,120,104,2022-12-23T04:12:51Z,5610000,False,,,0,,SUB in: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT02M46.00S,2022-12-23T04:12:33.7Z,4,REGULAR,substitution,in,[],1629659,,,1610612762,120,104,2022-12-23T04:12:51Z,5620000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT02M30.00S,2022-12-23T04:13:17.3Z,4,REGULAR,3pt,Jump Shot,[],1631323,67.09921156373193,55.392156862745104,1610612762,120,104,2022-12-23T04:13:20Z,5630000,False,27.0,257.0,1,right,MISS S. Fontecchio 25' 3PT - blocked,"[1631323, 1630692]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Center,25.82,Missed,,,,,,,,,,,Goodwin,1630692.0,,,,,,
571,PT02M30.00S,2022-12-23T04:13:17.3Z,4,REGULAR,block,,[],1630692,,,1610612762,120,104,2022-12-23T04:13:19Z,5640000,False,,,0,,J. Goodwin BLOCK (1 BLK),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
572,PT02M28.00S,2022-12-23T04:13:19.3Z,4,REGULAR,rebound,defensive,[],1630692,,,1610612764,120,104,2022-12-23T04:13:20Z,5650000,False,,,0,,J. Goodwin REBOUND (Off:0 Def:5),[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,Above the Break 3,24+ Center,,,570.0,,,,,,,5.0,5.0,0.0,,,,,,,,
573,PT02M26.00S,2022-12-23T04:13:21.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630692,7.30946123521682,53.431372549019606,1610612764,120,104,2022-12-23T04:18:58Z,5660000,False,-17.0,16.0,1,left,MISS J. Goodwin running finger roll Layup - blocked,"[1630692, 1631323]",1610612764.0,WAS,running finger roll,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,2.36,Missed,,,,,,,,,,,Fontecchio,1631323.0,,,,,,
574,PT02M26.00S,2022-12-23T04:13:21.4Z,4,REGULAR,block,,[],1631323,,,1610612764,120,104,2022-12-23T04:13:23Z,5670000,False,,,0,,S. Fontecchio BLOCK (1 BLK),[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
575,PT02M22.00S,2022-12-23T04:13:25.4Z,4,REGULAR,rebound,defensive,[],1630534,,,1610612762,120,104,2022-12-23T04:13:27Z,5680000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,573.0,,,,,,,1.0,1.0,0.0,,,,,,,,
576,PT02M16.00S,2022-12-23T04:13:30.8Z,4,REGULAR,turnover,lost ball,[],1630195,,,1610612762,120,104,2022-12-23T04:13:38Z,5690000,False,,,0,,L. Bolmaro lost ball TURNOVER (1 TO),"[1630195, 1629653]",1610612762.0,UTA,,,,Bolmaro,L. Bolmaro,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,,,,,,,,,,Dotson,1629653.0
577,PT02M16.00S,2022-12-23T04:13:30.8Z,4,REGULAR,steal,,[],1629653,,,1610612764,120,104,2022-12-23T04:13:38Z,5700000,False,,,0,,D. Dotson STEAL (1 STL),[1629653],1610612764.0,WAS,,,,Dotson,D. Dotson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
578,PT02M11.00S,2022-12-23T04:13:35.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630692,5.995400788436268,44.85294117647059,1610612764,120,106,2022-12-23T04:13:49Z,5710000,False,26.0,4.0,1,left,J. Goodwin running Layup (8 PTS) (R. Hachimura 1 AST),"[1630692, 1629060]",1610612764.0,WAS,running,,,Goodwin,J. Goodwin,,,,,Restricted Area,0-8 Center,2.6,Made,,8.0,R. Hachimura,1629060.0,1.0,,,,,,,,,,,,,
581,PT01M54.00S,2022-12-23T04:14:05.7Z,4,REGULAR,3pt,Jump Shot,[],1630534,91.80354796320631,3.1862745098039214,1610612762,120,106,2022-12-23T04:14:10Z,5740000,False,-234.0,25.0,1,right,MISS O. Agbaji 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Left Corner 3,24+ Left,23.54,Missed,,,,,,,,,,,,,,,,,,
