actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
86,PT04M15.00S,2023-04-05T01:24:30.2Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,19,22,2023-04-05T01:24:31Z,860000,False,,,0,,A. Davis REBOUND (Off:1 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Center,,,,85.0,3.0,2.0,1.0,,,,,,,,,,,,,
87,PT04M09.00S,2023-04-05T01:24:36.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627736,9.280551905387648,56.61764705882353,1610612747,19,24,2023-04-05T01:24:46Z,870000,False,-33.0,35.0,1,left,M. Beasley driving floating bank Jump Shot (2 PTS) (A. Davis 3 AST),"[1627736, 203076]",1610612747.0,LAL,driving floating bank,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,4.8,Made,2.0,,,,,A. Davis,203076.0,3.0,,,,,,,,,,
89,PT03M53.00S,2023-04-05T01:24:52.1Z,1,REGULAR,turnover,bad pass,[],1631323,,,1610612762,19,24,2023-04-05T01:24:56Z,890000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 203076]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,Davis,203076.0,,,,
90,PT03M53.00S,2023-04-05T01:24:52.1Z,1,REGULAR,steal,,[],203076,,,1610612747,19,24,2023-04-05T01:24:53Z,900000,False,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
91,PT03M47.00S,2023-04-05T01:24:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203471,5.863994743758213,55.88235294117647,1610612747,19,24,2023-04-05T01:25:04Z,910000,False,-29.0,3.0,1,left,MISS D. Schroder Layup - blocked,"[203471, 1629659]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,Horton-Tucker,1629659.0,,,,,,
92,PT03M47.00S,2023-04-05T01:24:57.7Z,1,REGULAR,block,,[],1629659,,,1610612747,19,24,2023-04-05T01:25:00Z,920000,False,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
93,PT03M41.00S,2023-04-05T01:25:03.7Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612762,19,24,2023-04-05T01:25:04Z,930000,False,,,0,,D. Jones REBOUND (Off:0 Def:1),[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,
94,PT03M41.00S,2023-04-05T01:25:04.1Z,1,REGULAR,turnover,bad pass,[],1627745,,,1610612762,19,24,2023-04-05T01:25:10Z,940000,False,,,0,,D. Jones bad pass TURNOVER (1 TO),"[1627745, 1628972]",1610612762.0,UTA,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,Brown Jr.,1628972.0,,,,
95,PT03M41.00S,2023-04-05T01:25:04.1Z,1,REGULAR,steal,,[],1628972,,,1610612747,19,24,2023-04-05T01:25:05Z,950000,False,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
96,PT03M38.00S,2023-04-05T01:25:06.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203471,8.623521681997373,1.9607843137254901,1610612747,19,24,2023-04-05T01:25:14Z,960000,False,240.0,29.0,1,left,MISS D. Schroder 24' 3PT,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Right Corner 3,24+ Right,24.19,Missed,,,,,,,,,,,,,,,,,,
97,PT03M37.00S,2023-04-05T01:25:08.9Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,19,24,2023-04-05T01:25:08Z,970000,False,,,0,,A. Davis REBOUND (Off:2 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Right Corner 3,24+ Right,,,,96.0,4.0,2.0,2.0,,,,,,,,,,,,,
98,PT03M37.00S,2023-04-05T01:25:11.6Z,1,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612747,19,24,2023-04-05T01:25:16Z,980000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Davis 2 FT),"[1629659, 203076]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Davis,203076.0
100,PT03M37.00S,2023-04-05T01:25:41.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203076,,,1610612747,19,24,2023-04-05T01:26:08Z,1000000,False,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT03M37.00S,2023-04-05T01:25:41.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,19,24,2023-04-05T01:26:08Z,1010000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,
102,PT03M37.00S,2023-04-05T01:25:41.8Z,1,REGULAR,substitution,out,[],1629659,,,1610612747,19,24,2023-04-05T01:25:45Z,1020000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M37.00S,2023-04-05T01:25:41.8Z,1,REGULAR,substitution,in,[],1629012,,,1610612747,19,24,2023-04-05T01:25:45Z,1030000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M37.00S,2023-04-05T01:25:41.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203076,,,1610612747,19,24,2023-04-05T01:26:08Z,1040000,False,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT03M35.00S,2023-04-05T01:25:43.2Z,1,REGULAR,rebound,defensive,[],1627745,,,1610612762,19,24,2023-04-05T01:26:08Z,1050000,False,,,0,,D. Jones REBOUND (Off:0 Def:2),[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,
107,PT03M21.00S,2023-04-05T01:26:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630534,79.58278580814718,6.61764705882353,1610612762,19,24,2023-04-05T01:26:39Z,1070000,False,-217.0,139.0,1,right,MISS O. Agbaji 25' 3PT,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2023-04-05T01:26:38.9Z,1,REGULAR,rebound,defensive,[],1627736,,,1610612747,19,24,2023-04-05T01:26:39Z,1080000,False,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,
109,PT03M06.00S,2023-04-05T01:26:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629060,7.835085413929041,64.4607843137255,1610612747,19,24,2023-04-05T01:27:00Z,1090000,False,-72.0,21.0,1,left,MISS R. Hachimura 7' turnaround Shot,[1629060],1610612747.0,LAL,turnaround,,,Hachimura,R. Hachimura,,,,,In The Paint (Non-RA),0-8 Center,7.53,Missed,,,,,,,,,,,,,,,,,,
110,PT03M05.00S,2023-04-05T01:26:52.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,19,24,2023-04-05T01:26:52Z,1100000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,109.0,,,,,,,,,,,,,,,,
112,PT03M05.00S,2023-04-05T01:26:55.2Z,1,REGULAR,substitution,out,[],203471,,,1610612762,19,24,2023-04-05T01:27:01Z,1120000,False,,,0,,SUB out: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M05.00S,2023-04-05T01:26:55.2Z,1,REGULAR,substitution,in,[],2544,,,1610612762,19,24,2023-04-05T01:27:01Z,1130000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M55.00S,2023-04-05T01:27:22.7Z,1,REGULAR,3pt,Jump Shot,[],1629012,87.07293035479631,3.1862745098039214,1610612762,19,24,2023-04-05T01:27:27Z,1140000,False,-234.0,69.0,1,right,MISS C. Sexton 24' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Left Corner 3,24+ Left,24.41,Missed,,,,,,,,,,,,,,,,,,
115,PT02M51.00S,2023-04-05T01:27:26.7Z,1,REGULAR,rebound,defensive,[],1629060,,,1610612747,19,24,2023-04-05T01:27:27Z,1150000,False,,,0,,R. Hachimura REBOUND (Off:0 Def:1),[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Left Corner 3,24+ Left,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,
116,PT02M45.00S,2023-04-05T01:27:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,10.5946123521682,56.127450980392155,1610612747,19,26,2023-04-05T01:27:38Z,1160000,False,-31.0,47.0,1,left,L. James driving floating Jump Shot (6 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,6.0,,,,,,,,,,,,,,,,,
119,PT02M35.00S,2023-04-05T01:27:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1629012,91.01511169513797,53.18627450980392,1610612762,21,26,2023-04-05T01:28:07Z,1190000,False,16.0,32.0,1,right,C. Sexton driving Layup (2 PTS),[1629012],1610612762.0,UTA,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,3.57,Made,2.0,,,,,,,,,,,,,,,,,
120,PT02M35.00S,2023-04-05T01:27:51.0Z,1,REGULAR,violation,defensive goaltending,[],203076,,,1610612762,21,26,2023-04-05T01:28:07Z,1200000,False,,,0,,A. Davis defensive goaltending VIOLATION,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,101284.0,,,,,,,,,
121,PT02M22.00S,2023-04-05T01:28:14.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,7.30946123521682,58.08823529411765,1610612747,21,26,2023-04-05T01:28:19Z,1210000,False,-40.0,16.0,1,left,MISS A. Davis turnaround Shot,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,4.35,Missed,,,,,,,,,,,,,,,,,,
122,PT02M20.00S,2023-04-05T01:28:16.6Z,1,REGULAR,rebound,defensive,[],1630534,,,1610612762,21,26,2023-04-05T01:28:19Z,1220000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:1),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT02M14.00S,2023-04-05T01:28:22.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,91.80354796320631,52.94117647058824,1610612762,23,26,2023-04-05T01:28:28Z,1230000,False,15.0,25.0,1,right,D. Jones DUNK (2 PTS) (C. Sexton 1 AST),"[1627745, 1629012]",1610612762.0,UTA,,,,Jones,D. Jones,,,,,Restricted Area,0-8 Center,2.86,Made,2.0,,,,,C. Sexton,1629012.0,1.0,,,,,,,,,,
125,PT02M14.00S,2023-04-05T01:28:27.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,23,26,2023-04-05T01:28:27Z,1250000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M14.00S,2023-04-05T01:30:29.8Z,1,REGULAR,substitution,out,[],1630534,,,1610612747,23,26,2023-04-05T01:30:32Z,1260000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M14.00S,2023-04-05T01:30:29.8Z,1,REGULAR,substitution,in,[],1629308,,,1610612747,23,26,2023-04-05T01:30:32Z,1270000,False,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M14.00S,2023-04-05T01:30:29.8Z,1,REGULAR,substitution,out,[],203076,,,1610612747,23,26,2023-04-05T01:31:16Z,1280000,False,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M14.00S,2023-04-05T01:30:29.8Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,23,26,2023-04-05T01:31:16Z,1290000,False,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M55.00S,2023-04-05T01:31:41.5Z,1,REGULAR,3pt,Jump Shot,[],1630559,33.327858081471746,40.68627450980392,1610612747,23,29,2023-04-05T01:31:46Z,1300000,False,47.0,261.0,1,left,A. Reaves 26' 3PT  (6 PTS) (R. Hachimura 1 AST),"[1630559, 1629060]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Center,26.49,Made,6.0,,,,,R. Hachimura,1629060.0,1.0,,,,,,,,,,
132,PT01M40.00S,2023-04-05T01:31:56.2Z,1,REGULAR,3pt,Jump Shot,[],1631323,78.26872536136662,6.372549019607843,1610612762,26,29,2023-04-05T01:32:00Z,1320000,False,-218.0,152.0,1,right,S. Fontecchio 26' 3PT  (3 PTS) (K. Dunn 1 AST),"[1631323, 1627739]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Above the Break 3,24+ Left Center,26.57,Made,3.0,,,,,K. Dunn,1627739.0,1.0,,,,,,,,,,
134,PT01M23.00S,2023-04-05T01:32:14.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629060,5.863994743758213,47.30392156862745,1610612747,26,31,2023-04-05T01:32:18Z,1340000,False,13.0,3.0,1,left,R. Hachimura Layup (2 PTS) (A. Reaves 2 AST),"[1629060, 1630559]",1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,,,,,A. Reaves,1630559.0,2.0,,,,,,,,,,
136,PT01M01.00S,2023-04-05T01:32:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629308,91.80354796320631,55.88235294117647,1610612762,28,31,2023-04-05T01:32:41Z,1360000,False,29.0,25.0,1,right,J. Toscano-Anderson driving Layup (2 PTS) (C. Sexton 2 AST),"[1629308, 1629012]",1610612762.0,UTA,driving,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,3.83,Made,2.0,,,,,C. Sexton,1629012.0,2.0,,,,,,,,,,
138,PT00M51.70S,2023-04-05T01:32:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.389618922470433,48.28431372549019,1610612747,28,33,2023-04-05T01:32:52Z,1380000,False,9.0,8.0,1,left,A. Reaves driving Layup (8 PTS),[1630559],1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,1.15,Made,8.0,,,,,,,,,,,,,,,,,
139,PT00M51.70S,2023-04-05T01:32:50.3Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627739,,,1610612747,28,33,2023-04-05T01:32:59Z,1390000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Reaves 1 FT),"[1627739, 1630559]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202007.0,,,,,,1.0,0.0,Reaves,1630559.0
141,PT00M51.70S,2023-04-05T01:33:13.3Z,1,REGULAR,freethrow,1 of 1,[],1630559,,,1610612747,28,34,2023-04-05T01:33:13Z,1410000,False,,,0,,A. Reaves Free Throw 1 of 1 (9 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
142,PT00M41.20S,2023-04-05T01:33:25.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627739,92.85479632063075,51.9607843137255,1610612762,30,34,2023-04-05T01:33:31Z,1420000,False,10.0,15.0,1,right,K. Dunn driving Layup (2 PTS),[1627739],1610612762.0,UTA,driving,,,Dunn,K. Dunn,,,,,Restricted Area,0-8 Center,1.77,Made,2.0,,,,,,,,,,,,,,,,,
143,PT00M29.90S,2023-04-05T01:33:39.0Z,1,REGULAR,3pt,Jump Shot,[],1627736,27.677398160315374,82.35294117647058,1610612747,30,34,2023-04-05T01:33:43Z,1430000,False,-162.0,208.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,26.33,Missed,,,,,,,,,,,,,,,,,,
144,PT00M27.30S,2023-04-05T01:33:41.6Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612762,30,34,2023-04-05T01:33:43Z,1440000,False,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612762.0,UTA,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,
145,PT00M18.20S,2023-04-05T01:33:50.6Z,1,REGULAR,3pt,Jump Shot,[],1631323,92.06636005256242,2.696078431372549,1610612762,33,34,2023-04-05T01:33:55Z,1450000,False,-237.0,22.0,1,right,S. Fontecchio 3PT  (6 PTS) (J. Toscano-Anderson 1 AST),"[1631323, 1629308]",1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,23.75,Made,6.0,,,,,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,
147,PT00M08.70S,2023-04-05T01:34:16.4Z,1,REGULAR,turnover,8-second-violation,['team'],0,,,1610612747,33,34,2023-04-05T01:35:22Z,1470000,False,,,0,,LAL 8-second-violation Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,203054.0,,,,,,,,,
148,PT00M08.70S,2023-04-05T01:34:22.3Z,1,REGULAR,substitution,out,[],1627736,,,1610612762,33,34,2023-04-05T01:34:32Z,1480000,False,,,0,,SUB out: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M08.70S,2023-04-05T01:34:22.3Z,1,REGULAR,substitution,in,[],1629117,,,1610612762,33,34,2023-04-05T01:34:32Z,1490000,False,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M00.90S,2023-04-05T01:34:44.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629012,70.38436268068331,74.75490196078431,1610612762,33,34,2023-04-05T01:34:54Z,1500000,False,124.0,226.0,1,right,MISS C. Sexton 25' 3PT,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
151,PT00M00.90S,2023-04-05T01:34:44.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,33,34,2023-04-05T01:34:54Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,150.0,,,,,,,,,,,,,,,,
152,PT00M00.00S,2023-04-05T01:34:48.4Z,1,REGULAR,period,end,[],0,,,1610612762,33,34,2023-04-05T01:34:48Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-04-05T01:35:23.1Z,2,REGULAR,substitution,out,['startperiod'],1631323,,,1610612762,33,34,2023-04-05T01:37:22Z,1530000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-04-05T01:35:23.1Z,2,REGULAR,substitution,out,['startperiod'],1628972,,,1610612762,33,34,2023-04-05T01:37:22Z,1540000,False,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-04-05T01:35:23.1Z,2,REGULAR,substitution,in,['startperiod'],1629677,,,1610612762,33,34,2023-04-05T01:37:22Z,1550000,False,,,0,,SUB in: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-04-05T01:35:23.1Z,2,REGULAR,substitution,in,['startperiod'],1627736,,,1610612762,33,34,2023-04-05T01:37:22Z,1560000,False,,,0,,SUB in: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-04-05T01:37:31.8Z,2,REGULAR,period,start,[],0,,,1610612747,33,34,2023-04-05T01:37:31Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT11M40.00S,2023-04-05T01:37:51.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,5.863994743758213,58.57843137254902,1610612747,33,36,2023-04-05T01:37:56Z,1580000,False,-43.0,3.0,1,left,L. James driving Layup (8 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.3,Made,8.0,,,,,,,,,,,,,,,,,
159,PT11M34.00S,2023-04-05T01:37:59.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629012,92.06636005256242,51.470588235294116,1610612762,33,36,2023-04-05T01:38:04Z,1590000,False,7.0,22.0,1,right,MISS C. Sexton Layup - blocked,"[1629012, 1627736]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,Beasley,1627736.0,,,,,,
160,PT11M34.00S,2023-04-05T01:37:59.5Z,2,REGULAR,block,,[],1627736,,,1610612762,33,36,2023-04-05T01:38:01Z,1600000,False,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT11M34.00S,2023-04-05T01:37:59.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,33,36,2023-04-05T01:38:04Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,159.0,,,,,,,,,,,,,,,,
163,PT11M21.00S,2023-04-05T01:38:21.1Z,2,REGULAR,3pt,Jump Shot,[],2544,32.53942181340342,44.36274509803921,1610612747,33,36,2023-04-05T01:38:25Z,1630000,False,28.0,253.0,1,left,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,25.5,Missed,,,,,,,,,,,,,,,,,,
164,PT11M17.00S,2023-04-05T01:38:25.1Z,2,REGULAR,rebound,defensive,[],1629677,,,1610612762,33,36,2023-04-05T01:38:25Z,1640000,False,,,0,,L. Samanic REBOUND (Off:0 Def:1),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Center,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,
165,PT11M07.00S,2023-04-05T01:38:35.7Z,2,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612762,33,36,2023-04-05T01:38:40Z,1650000,False,,,0,,A. Reaves shooting personal FOUL (1 PF) (Dunn 2 FT),"[1630559, 1627739]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,203054.0,,,,,,1.0,0.0,Dunn,1627739.0
167,PT11M07.00S,2023-04-05T01:39:00.5Z,2,REGULAR,freethrow,1 of 2,[],1627739,,,1610612762,34,36,2023-04-05T01:39:00Z,1670000,False,,,0,,K. Dunn Free Throw 1 of 2 (3 PTS),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
168,PT11M07.00S,2023-04-05T01:39:13.5Z,2,REGULAR,freethrow,2 of 2,[],1627739,,,1610612762,35,36,2023-04-05T01:39:13Z,1680000,False,,,0,,K. Dunn Free Throw 2 of 2 (4 PTS),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
169,PT10M49.00S,2023-04-05T01:39:36.7Z,2,REGULAR,foul,personal,[],1629012,,,1610612747,35,36,2023-04-05T01:39:42Z,1690000,False,,,0,,C. Sexton personal FOUL (1 PF),"[1629012, 1630559]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,101284.0,,,,,,1.0,0.0,Reaves,1630559.0
171,PT10M42.00S,2023-04-05T01:39:57.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,9.937582128777924,42.8921568627451,1610612747,35,36,2023-04-05T01:40:01Z,1710000,False,36.0,41.0,1,left,MISS L. James driving floating bank Shot,[2544],1610612747.0,LAL,driving floating bank,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,5.42,Missed,,,,,,,,,,,,,,,,,,
172,PT10M40.00S,2023-04-05T01:39:59.3Z,2,REGULAR,rebound,defensive,[],1629677,,,1610612762,35,36,2023-04-05T01:40:01Z,1720000,False,,,0,,L. Samanic REBOUND (Off:0 Def:2),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,In The Paint (Non-RA),0-8 Center,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,
