actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
342,PT10M30.00S,2023-04-05T02:22:07.4Z,3,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612762,57,71,2023-04-05T02:22:12Z,3420000,False,,,0,,J. Vanderbilt shooting personal FOUL (3 PF) (Horton-Tucker 2 FT),"[1629020, 1629659]",1610612747.0,LAL,shooting,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,,,,,3.0,0.0,Horton-Tucker,1629659.0
344,PT10M30.00S,2023-04-05T02:22:33.6Z,3,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,58,71,2023-04-05T02:22:33Z,3440000,False,,,0,,T. Horton-Tucker Free Throw 1 of 2 (9 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
345,PT10M30.00S,2023-04-05T02:22:50.6Z,3,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,59,71,2023-04-05T02:22:50Z,3450000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (10 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
346,PT10M15.00S,2023-04-05T02:23:09.3Z,3,REGULAR,2pt,Jump Shot,[],1630559,86.67871222076215,29.65686274509804,1610612747,59,71,2023-04-05T02:23:14Z,3460000,False,-102.0,73.0,1,right,MISS A. Reaves 12' Jump Shot,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Mid-Range,8-16 Left,12.5,Missed,,,,,,,,,,,,,,,,,,
347,PT10M12.00S,2023-04-05T02:23:12.3Z,3,REGULAR,rebound,defensive,[],1628962,,,1610612762,59,71,2023-04-05T02:23:14Z,3470000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:4),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Mid-Range,8-16 Left,,,,346.0,4.0,4.0,0.0,,,,,,,,,,,,,
348,PT10M04.00S,2023-04-05T02:23:19.8Z,3,REGULAR,3pt,Jump Shot,[],1629677,5.206964520367937,95.83333333333334,1610612762,62,71,2023-04-05T02:23:24Z,3480000,False,-229.0,-4.0,1,left,L. Samanic 3PT  (10 PTS) (T. Horton-Tucker 4 AST),"[1629677, 1629659]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Left Corner 3,24+ Left,22.92,Made,10.0,,,,,T. Horton-Tucker,1629659.0,4.0,,,,,,,,,,
350,PT09M41.00S,2023-04-05T02:23:42.8Z,3,REGULAR,2pt,Jump Shot,[],2544,73.80091984231275,52.69607843137255,1610612747,62,71,2023-04-05T02:24:10Z,3500000,False,13.0,194.0,1,right,MISS L. James 19' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Mid-Range,16-24 Center,19.43,Missed,,,,,,,,,,,,,,,,,,
351,PT09M39.00S,2023-04-05T02:23:44.8Z,3,REGULAR,rebound,offensive,[],1629020,,,1610612747,62,71,2023-04-05T02:23:53Z,3510000,False,,,0,,J. Vanderbilt REBOUND (Off:1 Def:1),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Mid-Range,16-24 Center,,,,350.0,2.0,1.0,1.0,,,,,,,,,,,,,
352,PT09M35.00S,2023-04-05T02:23:49.1Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203076,88.25558475689881,78.18627450980392,1610612747,62,71,2023-04-05T02:23:58Z,3520000,False,141.0,58.0,1,right,MISS A. Davis 15' step back Shot,[203076],1610612747.0,LAL,step back,,,Davis,A. Davis,,,,,Mid-Range,8-16 Right,15.23,Missed,,,,,,,,,,,,,,,,,,
353,PT09M33.00S,2023-04-05T02:23:51.1Z,3,REGULAR,rebound,defensive,[],1629677,,,1610612762,62,71,2023-04-05T02:23:58Z,3530000,False,,,0,,L. Samanic REBOUND (Off:0 Def:4),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,8-16 Right,,,,352.0,4.0,4.0,0.0,,,,,,,,,,,,,
354,PT09M24.00S,2023-04-05T02:24:00.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628962,6.783837056504599,55.63725490196079,1610612762,64,71,2023-04-05T02:24:04Z,3540000,False,-28.0,11.0,1,left,U. Azubuike DUNK (2 PTS) (L. Samanic 1 AST),"[1628962, 1629677]",1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Restricted Area,0-8 Center,3.04,Made,2.0,,,,,L. Samanic,1629677.0,1.0,,,,,,,,,,
356,PT09M10.00S,2023-04-05T02:24:13.9Z,3,REGULAR,3pt,Jump Shot,[],1630559,71.04139290407359,11.519607843137255,1610612747,64,71,2023-04-05T02:24:19Z,3560000,False,-192.0,220.0,1,right,MISS A. Reaves 29' 3PT,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Left Center,29.2,Missed,,,,,,,,,,,,,,,,,,
357,PT09M08.00S,2023-04-05T02:24:15.9Z,3,REGULAR,rebound,defensive,[],1628962,,,1610612762,64,71,2023-04-05T02:24:19Z,3570000,False,,,0,,U. Azubuike REBOUND (Off:0 Def:5),[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,Above the Break 3,24+ Left Center,,,,356.0,5.0,5.0,0.0,,,,,,,,,,,,,
358,PT09M01.00S,2023-04-05T02:24:26.0Z,3,REGULAR,foul,personal,['2freethrow'],203471,,,1610612762,64,71,2023-04-05T02:24:30Z,3580000,False,,,0,,D. Schroder shooting personal FOUL (2 PF) (Horton-Tucker 2 FT),"[203471, 1629659]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Left,,,,,,,,,,,203054.0,,,,,,2.0,0.0,Horton-Tucker,1629659.0
360,PT09M01.00S,2023-04-05T02:24:48.2Z,3,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,64,71,2023-04-05T02:24:48Z,3600000,False,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
361,PT09M01.00S,2023-04-05T02:24:48.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,64,71,2023-04-05T02:24:48Z,3610000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,
362,PT09M01.00S,2023-04-05T02:25:03.8Z,3,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,65,71,2023-04-05T02:25:03Z,3620000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (11 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
363,PT08M39.00S,2023-04-05T02:25:27.5Z,3,REGULAR,3pt,Jump Shot,[],2544,72.48685939553219,16.666666666666664,1610612747,65,71,2023-04-05T02:25:31Z,3630000,False,-167.0,206.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.51,Missed,,,,,,,,,,,,,,,,,,
364,PT08M36.00S,2023-04-05T02:25:30.5Z,3,REGULAR,rebound,defensive,[],203482,,,1610612762,65,71,2023-04-05T02:25:31Z,3640000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:2),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,363.0,4.0,2.0,2.0,,,,,,,,,,,,,
368,PT08M33.00S,2023-04-05T02:25:55.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,65,71,2023-04-05T02:29:09Z,3680000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M33.00S,2023-04-05T02:28:35.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629659,11.645860709592641,36.76470588235294,1610612762,67,71,2023-04-05T02:28:54Z,3700000,False,66.0,57.0,1,left,T. Horton-Tucker 8' driving floating bank Jump Shot (13 PTS),[1629659],1610612762.0,UTA,driving floating bank,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Right,8.74,Made,13.0,,,,,,,,,,,,,,,,,
371,PT08M33.00S,2023-04-05T02:28:38.2Z,3,REGULAR,foul,personal,['1freethrow'],203471,,,1610612762,67,71,2023-04-05T02:28:43Z,3710000,False,,,0,,D. Schroder shooting personal FOUL (3 PF) (Horton-Tucker 1 FT),"[203471, 1629659]",1610612747.0,LAL,shooting,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,101284.0,,,,,,3.0,0.0,Horton-Tucker,1629659.0
373,PT08M33.00S,2023-04-05T02:28:58.1Z,3,REGULAR,freethrow,1 of 1,[],1629659,,,1610612762,68,71,2023-04-05T02:28:58Z,3730000,False,,,0,,T. Horton-Tucker Free Throw 1 of 1 (14 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
374,PT08M17.00S,2023-04-05T02:29:17.9Z,3,REGULAR,3pt,Jump Shot,[],1629020,92.32917214191852,95.09803921568627,1610612747,68,74,2023-04-05T02:29:24Z,3740000,False,225.0,20.0,1,right,J. Vanderbilt 3PT  (6 PTS) (L. James 4 AST),"[1629020, 2544]",1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,22.64,Made,6.0,,,,,L. James,2544.0,4.0,,,,,,,,,,
376,PT08M05.00S,2023-04-05T02:29:30.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,5.338370565045992,53.67647058823529,1610612762,70,74,2023-04-05T02:29:34Z,3760000,False,-18.0,-2.0,1,left,T. Horton-Tucker reverse Layup (16 PTS),[1629659],1610612762.0,UTA,reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,1.85,Made,16.0,,,,,,,,,,,,,,,,,
377,PT07M46.00S,2023-04-05T02:29:48.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,81.15965834428384,36.27450980392157,1610612747,70,74,2023-04-05T02:30:36Z,3770000,False,-69.0,125.0,1,right,MISS D. Schroder 14' pullup Shot,[203471],1610612747.0,LAL,pullup,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),8-16 Center,14.22,Missed,,,,,,,,,,,,,,,,,,
378,PT07M44.00S,2023-04-05T02:29:50.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612747,70,74,2023-04-05T02:30:06Z,3780000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,377.0,,,,,,,,,,,,,,,,
380,PT07M36.00S,2023-04-05T02:30:13.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],2544,88.12417871222075,3.431372549019608,1610612747,70,77,2023-04-05T02:30:17Z,3800000,False,-233.0,59.0,1,right,L. James 24' 3PT  (19 PTS) (D. Schroder 2 AST),"[2544, 203471]",1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,24.02,Made,19.0,,,,,D. Schroder,203471.0,2.0,,,,,,,,,,
382,PT07M08.00S,2023-04-05T02:30:47.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612762,70,77,2023-04-05T02:30:54Z,3820000,False,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,,,,,,,,
385,PT06M53.00S,2023-04-05T02:31:19.0Z,3,REGULAR,substitution,out,[],2544,,,1610612747,70,77,2023-04-05T02:33:14Z,3825000,False,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M53.00S,2023-04-05T02:31:19.0Z,3,REGULAR,substitution,out,[],1629020,,,1610612747,70,77,2023-04-05T02:33:14Z,3827500,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M53.00S,2023-04-05T02:31:19.0Z,3,REGULAR,substitution,in,[],1629060,,,1610612747,70,77,2023-04-05T02:33:14Z,3828750,False,,,0,,SUB in: R. Hachimura,[1629060],1610612747.0,LAL,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M53.00S,2023-04-05T02:31:19.0Z,3,REGULAR,substitution,in,[],1628972,,,1610612747,70,77,2023-04-05T02:33:14Z,3829375,False,,,0,,SUB in: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M53.00S,2023-04-05T02:31:36.7Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,70,77,2023-04-05T02:39:09Z,3829687,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,,
383,PT06M53.00S,2023-04-05T02:31:37.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203471,90.48948751642575,55.392156862745104,1610612747,70,77,2023-04-05T02:35:32Z,3830000,False,27.0,37.0,1,right,MISS D. Schroder Jump Shot - blocked,"[203471, 1630534]",1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,4.57,Missed,,,,,,,,,,,Agbaji,1630534.0,,,,,,
384,PT06M53.00S,2023-04-05T02:31:37.5Z,3,REGULAR,block,,[],1630534,,,1610612747,70,77,2023-04-05T02:31:13Z,3840000,False,,,0,,O. Agbaji BLOCK (1 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
393,PT06M53.00S,2023-04-05T02:31:37.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612762,70,77,2023-04-05T02:40:17Z,3845000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,383.0,,,,,,,,,,,,,,,,
390,PT06M53.00S,2023-04-05T02:32:12.9Z,3,REGULAR,jumpball,recovered,[],203482,,,1610612762,70,77,2023-04-05T02:39:22Z,3900000,False,,,0,,Jump Ball O. Agbaji vs. D. Schroder: Tip to K. Olynyk,"[203482, 1630534, 203471]",1610612762.0,UTA,heldball,K. Olynyk,203482.0,Olynyk,K. Olynyk,Agbaji,1630534.0,Schroder,203471.0,,,,,,,,,,,,,,,,,,,,,,
394,PT06M48.00S,2023-04-05T02:32:14.6Z,3,REGULAR,turnover,lost ball,[],203482,,,1610612762,70,77,2023-04-05T02:32:19Z,3930000,False,,,0,,K. Olynyk lost ball TURNOVER (2 TO),"[203482, 203471]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,Schroder,203471.0,,,,
395,PT06M48.00S,2023-04-05T02:32:14.6Z,3,REGULAR,steal,,[],203471,,,1610612747,70,77,2023-04-05T02:32:16Z,3940000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
396,PT06M34.00S,2023-04-05T02:32:30.9Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630559,91.27792378449409,40.44117647058824,1610612747,70,79,2023-04-05T02:32:35Z,3950000,False,-48.0,29.0,1,right,A. Reaves turnaround Jump Shot (14 PTS) (A. Davis 5 AST),"[1630559, 203076]",1610612747.0,LAL,turnaround,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),0-8 Center,5.62,Made,14.0,,,,,A. Davis,203076.0,5.0,,,,,,,,,,
398,PT06M34.00S,2023-04-05T02:32:34.0Z,3,REGULAR,foul,personal,['1freethrow'],203482,,,1610612747,70,79,2023-04-05T02:32:50Z,3970000,False,,,0,,K. Olynyk shooting personal FOUL (2 PF) (Reaves 1 FT),"[203482, 1630559]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,101284.0,,,,,,2.0,0.0,Reaves,1630559.0
400,PT06M34.00S,2023-04-05T02:32:42.6Z,3,REGULAR,substitution,out,[],1628962,,,1610612747,70,79,2023-04-05T02:32:47Z,3990000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M34.00S,2023-04-05T02:32:42.6Z,3,REGULAR,substitution,out,[],1629677,,,1610612747,70,79,2023-04-05T02:32:47Z,4000000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M34.00S,2023-04-05T02:32:42.6Z,3,REGULAR,substitution,in,[],1627745,,,1610612747,70,79,2023-04-05T02:32:47Z,4010000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M34.00S,2023-04-05T02:32:42.6Z,3,REGULAR,substitution,in,[],1631323,,,1610612747,70,79,2023-04-05T02:32:47Z,4020000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M34.00S,2023-04-05T02:33:02.9Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630559,,,1610612747,70,80,2023-04-05T02:33:02Z,4030000,False,,,0,,A. Reaves Free Throw 1 of 1 (15 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
405,PT06M24.00S,2023-04-05T02:33:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.149145860709593,44.36274509803921,1610612762,72,80,2023-04-05T02:33:29Z,4040000,False,28.0,34.0,1,left,T. Horton-Tucker driving Layup (18 PTS),[1629659],1610612762.0,UTA,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,4.38,Made,18.0,,,,,,,,,,,,,,,,,
406,PT06M05.00S,2023-04-05T02:33:45.8Z,3,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612747,72,80,2023-04-05T02:33:50Z,4050000,False,,,0,,D. Jones shooting personal FOUL (2 PF) (Reaves 2 FT),"[1627745, 1630559]",1610612762.0,UTA,shooting,,,Jones,D. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,,,,,2.0,0.0,Reaves,1630559.0
408,PT06M05.00S,2023-04-05T02:34:12.9Z,3,REGULAR,freethrow,1 of 2,[],1630559,,,1610612747,72,81,2023-04-05T02:34:13Z,4070000,False,,,0,,A. Reaves Free Throw 1 of 2 (16 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
409,PT06M05.00S,2023-04-05T02:34:27.3Z,3,REGULAR,freethrow,2 of 2,[],1630559,,,1610612747,72,82,2023-04-05T02:34:27Z,4080000,False,,,0,,A. Reaves Free Throw 2 of 2 (17 PTS),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
411,PT05M54.00S,2023-04-05T02:34:39.1Z,3,REGULAR,turnover,bad pass,[],1629659,,,1610612762,72,82,2023-04-05T02:34:44Z,4100000,False,,,0,,T. Horton-Tucker bad pass TURNOVER (2 TO),"[1629659, 203076]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,2.0,,,Davis,203076.0,,,,
412,PT05M54.00S,2023-04-05T02:34:39.1Z,3,REGULAR,steal,,[],203076,,,1610612747,72,82,2023-04-05T02:34:41Z,4110000,False,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
413,PT05M51.00S,2023-04-05T02:34:42.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629060,91.93495400788436,49.01960784313725,1610612747,72,84,2023-04-05T02:34:50Z,4120000,False,-5.0,23.0,1,right,R. Hachimura running DUNK (11 PTS) (A. Reaves 5 AST),"[1629060, 1630559]",1610612747.0,LAL,running,,,Hachimura,R. Hachimura,,,,,Restricted Area,0-8 Center,2.38,Made,11.0,,,,,A. Reaves,1630559.0,5.0,,,,,,,,,,
415,PT05M44.00S,2023-04-05T02:34:48.9Z,3,REGULAR,3pt,Jump Shot,[],1627745,8.360709592641262,94.36274509803921,1610612762,75,84,2023-04-05T02:34:54Z,4140000,False,-222.0,26.0,1,left,D. Jones 3PT  (7 PTS) (K. Olynyk 4 AST),"[1627745, 203482]",1610612762.0,UTA,,,,Jones,D. Jones,,,,,Left Corner 3,24+ Left,22.33,Made,7.0,,,,,K. Olynyk,203482.0,4.0,,,,,,,,,,
417,PT05M43.00S,2023-04-05T02:35:05.8Z,3,REGULAR,foul,technical,['1freethrow'],1629020,,,1610612747,75,84,2023-04-05T02:35:13Z,4160000,False,,,0,,J. Vanderbilt technical FOUL (1 Tech),[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,202007.0,,,,,,3.0,1.0,,
418,PT05M43.00S,2023-04-05T02:35:18.3Z,3,REGULAR,freethrow,1 of 1,[],203482,,,1610612747,76,84,2023-04-05T02:35:18Z,4170000,False,,,0,,K. Olynyk technical Free Throw 1 of 1 (11 PTS),[203482],1610612762.0,UTA,technical,,,Olynyk,K. Olynyk,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
419,PT05M43.00S,2023-04-05T02:35:22.8Z,3,REGULAR,substitution,out,[],1630559,,,1610612747,76,84,2023-04-05T02:35:26Z,4180000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M43.00S,2023-04-05T02:35:22.8Z,3,REGULAR,substitution,in,[],1627736,,,1610612747,76,84,2023-04-05T02:35:26Z,4190000,False,,,0,,SUB in: M. Beasley,[1627736],1610612747.0,LAL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M28.00S,2023-04-05T02:35:50.2Z,3,REGULAR,2pt,Jump Shot,[],1628972,76.42904073587385,36.51960784313725,1610612747,76,84,2023-04-05T02:42:00Z,4200000,False,-67.0,169.0,1,right,MISS T. Brown Jr. 18' pullup Shot,[1628972],1610612747.0,LAL,pullup,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,18.2,Missed,,,,,,,,,,,,,,,,,,
422,PT05M25.00S,2023-04-05T02:35:53.2Z,3,REGULAR,rebound,offensive,[],203076,,,1610612747,76,84,2023-04-05T02:35:55Z,4210000,False,,,0,,A. Davis REBOUND (Off:3 Def:5),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,421.0,8.0,5.0,3.0,,,,,,,,,,,,,
423,PT05M24.00S,2023-04-05T02:35:54.2Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203076,86.67871222076215,38.72549019607843,1610612747,76,84,2023-04-05T02:36:00Z,4220000,False,-56.0,73.0,1,right,MISS A. Davis 9' turnaround Hook,[203076],1610612747.0,LAL,turnaround,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Left,9.2,Missed,,,,,,,,,,,,,,,,,,
424,PT05M21.00S,2023-04-05T02:35:57.2Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612762,76,84,2023-04-05T02:36:00Z,4230000,False,,,0,,D. Jones REBOUND (Off:0 Def:3),[1627745],1610612762.0,UTA,,,,Jones,D. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,423.0,3.0,3.0,0.0,,,,,,,,,,,,,
425,PT05M14.00S,2023-04-05T02:36:04.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203482,8.754927726675426,40.44117647058824,1610612762,76,84,2023-04-05T02:36:08Z,4240000,False,48.0,30.0,1,left,MISS K. Olynyk Jump Shot - blocked,"[203482, 203471]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,5.63,Missed,,,,,,,,,,,Schroder,203471.0,,,,,,
426,PT05M14.00S,2023-04-05T02:36:04.4Z,3,REGULAR,block,,[],203471,,,1610612762,76,84,2023-04-05T02:36:06Z,4250000,False,,,0,,D. Schroder BLOCK (1 BLK),[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
427,PT05M12.00S,2023-04-05T02:36:06.4Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612747,76,84,2023-04-05T02:36:08Z,4260000,False,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,425.0,1.0,1.0,0.0,,,,,,,,,,,,,
428,PT05M09.00S,2023-04-05T02:36:09.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628972,90.75229960578186,47.30392156862745,1610612747,76,84,2023-04-05T02:36:14Z,4270000,False,-13.0,34.0,1,right,MISS T. Brown Jr. Layup - blocked,"[1628972, 1630534]",1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,Agbaji,1630534.0,,,,,,
429,PT05M09.00S,2023-04-05T02:36:09.2Z,3,REGULAR,block,,[],1630534,,,1610612747,76,84,2023-04-05T02:36:10Z,4280000,False,,,0,,O. Agbaji BLOCK (2 BLK),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
430,PT05M05.00S,2023-04-05T02:36:13.2Z,3,REGULAR,rebound,defensive,[],1630534,,,1610612762,76,84,2023-04-05T02:36:14Z,4290000,False,,,0,,O. Agbaji REBOUND (Off:0 Def:3),[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,Restricted Area,0-8 Center,,,,428.0,3.0,3.0,0.0,,,,,,,,,,,,,
