actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
81,PT05M23.00S,2023-04-08T19:51:14.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,21,7,2023-04-08T19:51:18Z,810000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,
83,PT05M23.00S,2023-04-08T19:51:33.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,21,7,2023-04-08T19:51:33Z,830000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,out,[],1630534,,,1610612743,21,7,2023-04-08T19:54:17Z,840000,False,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,out,[],1628962,,,1610612743,21,7,2023-04-08T19:54:17Z,850000,False,,,0,,SUB out: U. Azubuike,[1628962],1610612762.0,UTA,,,,,,,Azubuike,U. Azubuike,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,21,7,2023-04-08T19:54:17Z,860000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,out,[],203932,,,1610612743,21,7,2023-04-08T19:54:17Z,870000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,in,[],1627745,,,1610612743,21,7,2023-04-08T19:54:17Z,880000,False,,,0,,SUB in: D. Jones,[1627745],1610612762.0,UTA,,,,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,in,[],1631323,,,1610612743,21,7,2023-04-08T19:54:17Z,890000,False,,,0,,SUB in: S. Fontecchio,[1631323],1610612762.0,UTA,,,,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,in,[],201145,,,1610612743,21,7,2023-04-08T19:54:17Z,900000,False,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M23.00S,2023-04-08T19:53:10.1Z,1,REGULAR,substitution,in,[],202704,,,1610612743,21,7,2023-04-08T19:54:17Z,910000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M08.00S,2023-04-08T19:54:36.0Z,1,REGULAR,3pt,Jump Shot,[],202704,28.07161629434954,77.20588235294117,1610612743,21,7,2023-04-08T19:54:40Z,920000,False,-136.0,211.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Jackson,R. Jackson,,,,25.14,Missed,,,,,,,,,,,,,,,,,,
93,PT05M05.00S,2023-04-08T19:54:39.0Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,21,7,2023-04-08T19:54:40Z,930000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:1),[1631323],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT04M53.00S,2023-04-08T19:54:50.5Z,1,REGULAR,turnover,bad pass,[],1629677,,,1610612762,21,7,2023-04-08T19:54:54Z,940000,False,,,0,,L. Samanic bad pass TURNOVER (1 TO),"[1629677, 203484]",1610612762.0,UTA,,Mid-Range,16-24 Right Center,,,,Samanic,L. Samanic,,,1.0,,,,,,,Caldwell-Pope,203484.0,,,,,,,,,,,,
95,PT04M53.00S,2023-04-08T19:54:50.5Z,1,REGULAR,steal,,[],203484,,,1610612743,21,7,2023-04-08T19:54:52Z,950000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,Mid-Range,16-24 Right Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M47.00S,2023-04-08T19:54:57.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,11.514454664914586,47.794117647058826,1610612743,21,7,2023-04-08T19:55:01Z,960000,False,11.0,56.0,1,left,MISS N. Jokic floating Shot,[203999],1610612743.0,DEN,floating,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,5.68,Missed,,,,,,,,,,,,,,,,,,
97,PT04M44.00S,2023-04-08T19:55:00.1Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612762,21,7,2023-04-08T19:55:01Z,970000,False,,,0,,S. Fontecchio REBOUND (Off:0 Def:2),[1631323],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Fontecchio,S. Fontecchio,,,,,,96.0,2.0,2.0,0.0,,,,,,,,,,,,,,
98,PT04M38.00S,2023-04-08T19:55:05.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631323,91.80354796320631,95.09803921568627,1610612762,24,7,2023-04-08T19:55:53Z,980000,False,225.0,25.0,1,right,S. Fontecchio 3PT  (3 PTS) (J. Toscano-Anderson 4 AST),"[1631323, 1629308]",1610612762.0,UTA,,Right Corner 3,24+ Right,,,,Fontecchio,S. Fontecchio,,,,22.68,Made,,,,,,,3.0,J. Toscano-Anderson,1629308.0,4.0,,,,,,,,
100,PT04M22.00S,2023-04-08T19:55:28.6Z,1,REGULAR,foul,technical,['1freethrow'],1627745,,,1610612743,24,7,2023-04-08T19:55:34Z,1000000,False,,,0,,D. Jones defensive-3-second technical FOUL (1 Tech),[1627745],1610612762.0,UTA,defensive-3-second,,,202037.0,0.0,1.0,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2023-04-08T19:55:45.6Z,1,REGULAR,freethrow,1 of 1,[],203484,,,1610612743,24,8,2023-04-08T19:55:45Z,1010000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (4 PTS),[203484],1610612743.0,DEN,technical,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Made,,,,,,,4.0,,,,,,,,,,,
102,PT04M22.00S,2023-04-08T19:55:46.5Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,24,8,2023-04-08T19:55:49Z,1020000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2023-04-08T19:55:46.5Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,24,8,2023-04-08T19:55:49Z,1030000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M14.00S,2023-04-08T19:56:07.2Z,1,REGULAR,turnover,bad pass,[],202704,,,1610612743,24,8,2023-04-08T19:56:10Z,1040000,False,,,0,,R. Jackson bad pass TURNOVER (1 TO),"[202704, 1627739]",1610612743.0,DEN,,Mid-Range,16-24 Center,,,,Jackson,R. Jackson,,,1.0,,,,,,,Dunn,1627739.0,,,,,,,,,,,,
105,PT04M14.00S,2023-04-08T19:56:07.2Z,1,REGULAR,steal,,[],1627739,,,1610612762,24,8,2023-04-08T19:56:08Z,1050000,False,,,0,,K. Dunn STEAL (2 STL),[1627739],1610612762.0,UTA,,Mid-Range,16-24 Center,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M10.00S,2023-04-08T19:56:11.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627739,92.59198423127464,53.92156862745098,1610612762,26,8,2023-04-08T19:56:22Z,1060000,False,20.0,17.0,1,right,K. Dunn running Layup (4 PTS),[1627739],1610612762.0,UTA,running,Restricted Area,0-8 Center,,,,Dunn,K. Dunn,,,,2.6,Made,,,,,,,4.0,,,,,,,,,,,
107,PT03M50.00S,2023-04-08T19:56:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1629308,,,1610612743,26,8,2023-04-08T19:56:39Z,1070000,False,,,0,,J. Toscano-Anderson shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629308, 203999]",1610612762.0,UTA,shooting,In The Paint (Non-RA),8-16 Center,202037.0,1.0,0.0,Toscano-Anderson,J. Toscano-Anderson,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,
109,PT03M50.00S,2023-04-08T19:56:59.6Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,26,9,2023-04-08T19:56:59Z,1090000,False,,,0,,N. Jokic Free Throw 1 of 2 (1 PTS),[203999],1610612743.0,DEN,,,,,,,Jokic,N. Jokic,,,,,Made,,,,,,,1.0,,,,,,,,,,,
110,PT03M50.00S,2023-04-08T19:57:08.0Z,1,REGULAR,substitution,out,[],1629677,,,1610612743,26,9,2023-04-08T19:57:16Z,1100000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M50.00S,2023-04-08T19:57:08.0Z,1,REGULAR,substitution,out,[],1629308,,,1610612743,26,9,2023-04-08T19:57:16Z,1110000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M50.00S,2023-04-08T19:57:08.0Z,1,REGULAR,substitution,in,[],1630695,,,1610612743,26,9,2023-04-08T19:57:16Z,1120000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M50.00S,2023-04-08T19:57:08.0Z,1,REGULAR,substitution,in,[],1630548,,,1610612743,26,9,2023-04-08T19:57:16Z,1130000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M50.00S,2023-04-08T19:57:29.6Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,26,10,2023-04-08T19:57:29Z,1140000,False,,,0,,N. Jokic Free Throw 2 of 2 (2 PTS),[203999],1610612743.0,DEN,,,,,,,Jokic,N. Jokic,,,,,Made,,,,,,,2.0,,,,,,,,,,,
115,PT03M37.00S,2023-04-08T19:57:45.8Z,1,REGULAR,turnover,bad pass,[],1627739,,,1610612762,26,10,2023-04-08T19:57:51Z,1150000,False,,,0,,K. Dunn bad pass TURNOVER (1 TO),"[1627739, 1631128]",1610612762.0,UTA,,Mid-Range,8-16 Right,,,,Dunn,K. Dunn,,,1.0,,,,,,,Braun,1631128.0,,,,,,,,,,,,
116,PT03M37.00S,2023-04-08T19:57:45.8Z,1,REGULAR,steal,,[],1631128,,,1610612743,26,10,2023-04-08T19:57:48Z,1160000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,Mid-Range,8-16 Right,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M34.00S,2023-04-08T19:57:49.7Z,1,REGULAR,foul,personal,['2freethrow'],1631323,,,1610612743,26,10,2023-04-08T19:58:00Z,1170000,False,,,0,,S. Fontecchio shooting personal FOUL (1 PF) (Braun 2 FT),"[1631323, 1631128]",1610612762.0,UTA,shooting,Restricted Area,0-8 Center,1151.0,1.0,0.0,Fontecchio,S. Fontecchio,Braun,1631128.0,,,,,,,,,,,,,,,,,,,,,
119,PT03M34.00S,2023-04-08T19:58:14.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,26,10,2023-04-08T20:04:00Z,1190000,False,,,0,,MISS C. Braun Free Throw 1 of 2,[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,Missed,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2023-04-08T19:58:14.1Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,26,10,2023-04-08T20:04:00Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,119.0,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2023-04-08T19:58:14.1Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631128,,,1610612743,26,11,2023-04-08T20:04:00Z,1210000,False,,,0,,C. Braun Free Throw 2 of 2 (1 PTS),[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,Made,,,,,,,1.0,,,,,,,,,,,
122,PT03M24.00S,2023-04-08T19:58:43.3Z,1,REGULAR,2pt,Jump Shot,[],1631323,79.71419185282524,19.11764705882353,1610612762,28,11,2023-04-08T19:59:51Z,1220000,False,-154.0,138.0,1,right,S. Fontecchio 20' step back Jump Shot (5 PTS),[1631323],1610612762.0,UTA,step back,Mid-Range,16-24 Left Center,,,,Fontecchio,S. Fontecchio,,,,20.72,Made,,,,,,,5.0,,,,,,,,,,,
123,PT03M14.00S,2023-04-08T19:58:53.2Z,1,REGULAR,3pt,Jump Shot,[],202704,24.26084099868594,14.215686274509803,1610612743,28,11,2023-04-08T19:59:00Z,1230000,False,179.0,176.0,1,left,MISS R. Jackson 25' 3PT,[202704],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Jackson,R. Jackson,,,,25.07,Missed,,,,,,,,,,,,,,,,,,
124,PT03M10.00S,2023-04-08T19:58:57.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,28,11,2023-04-08T19:59:00Z,1240000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,,,,,,,,123.0,,,,,,,,,,,,,,,,,
126,PT02M54.00S,2023-04-08T19:59:28.2Z,1,REGULAR,3pt,Jump Shot,[],1630548,66.83639947437582,63.48039215686274,1610612762,28,11,2023-04-08T19:59:32Z,1260000,False,67.0,259.0,1,right,MISS J. Juzang 26' 3PT,[1630548],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Juzang,J. Juzang,,,,26.78,Missed,,,,,,,,,,,,,,,,,,
127,PT02M50.00S,2023-04-08T19:59:32.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,28,11,2023-04-08T19:59:32Z,1270000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Jokic,N. Jokic,,,,,,126.0,4.0,4.0,0.0,,,,,,,,,,,,,,
128,PT02M46.00S,2023-04-08T19:59:39.0Z,1,REGULAR,foul,offensive,[],201145,,,1610612743,28,11,2023-04-08T19:59:51Z,1280000,False,,,0,,J. Green charge offensive FOUL (1 PF),"[201145, 1630695]",1610612743.0,DEN,charge,Restricted Area,0-8 Center,2003.0,1.0,0.0,Green,J. Green,Potter,1630695.0,,,,,,,,,,,,,,,,,,,,,
130,PT02M46.00S,2023-04-08T19:59:39.0Z,1,REGULAR,turnover,offensive foul,[],201145,,,1610612743,28,11,2023-04-08T19:59:39Z,1300000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[201145],1610612743.0,DEN,,Restricted Area,0-8 Center,2003.0,,,Green,J. Green,,,1.0,,,,,,,,,,,,,,,,,,,,
131,PT02M46.00S,2023-04-08T19:59:51.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,28,11,2023-04-08T19:59:51Z,1310000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M46.00S,2023-04-08T20:02:18.2Z,1,REGULAR,substitution,out,[],1627739,,,1610612762,28,11,2023-04-08T20:02:37Z,1320000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M46.00S,2023-04-08T20:02:18.2Z,1,REGULAR,substitution,out,[],203484,,,1610612762,28,11,2023-04-08T20:02:37Z,1330000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2023-04-08T20:02:18.2Z,1,REGULAR,substitution,out,[],203999,,,1610612762,28,11,2023-04-08T20:02:37Z,1340000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M46.00S,2023-04-08T20:02:18.2Z,1,REGULAR,substitution,in,[],1630534,,,1610612762,28,11,2023-04-08T20:02:37Z,1350000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M46.00S,2023-04-08T20:02:18.2Z,1,REGULAR,substitution,in,[],1627750,,,1610612762,28,11,2023-04-08T20:02:37Z,1360000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M46.00S,2023-04-08T20:02:18.2Z,1,REGULAR,substitution,in,[],203932,,,1610612762,28,11,2023-04-08T20:02:37Z,1370000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M32.00S,2023-04-08T20:03:00.4Z,1,REGULAR,turnover,traveling,[],1631323,,,1610612762,28,11,2023-04-08T20:03:06Z,1380000,False,,,0,,S. Fontecchio traveling TURNOVER (1 TO),[1631323],1610612762.0,UTA,,Above the Break 3,24+ Right Center,202037.0,,,Fontecchio,S. Fontecchio,,,1.0,,,,,,,,,,,,,,,,,,,,
139,PT02M19.00S,2023-04-08T20:03:27.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,6.521024967148489,53.18627450980392,1610612743,28,13,2023-04-08T20:03:31Z,1390000,False,-16.0,9.0,1,left,A. Gordon Layup (6 PTS) (J. Murray 2 AST),"[203932, 1627750]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,1.82,Made,,,,,,,6.0,J. Murray,1627750.0,2.0,,,,,,,,
141,PT02M19.00S,2023-04-08T20:03:29.6Z,1,REGULAR,foul,personal,['1freethrow'],1631323,,,1610612743,28,13,2023-04-08T20:40:29Z,1410000,False,,,0,,S. Fontecchio shooting personal FOUL (2 PF) (Gordon 1 FT),"[1631323, 203932]",1610612762.0,UTA,shooting,Restricted Area,0-8 Center,202037.0,2.0,0.0,Fontecchio,S. Fontecchio,Gordon,203932.0,,,,,,,,,,,,,,,,,,,,,
143,PT02M19.00S,2023-04-08T20:03:52.1Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203932,,,1610612743,28,13,2023-04-08T20:40:22Z,1430000,False,,,0,,MISS A. Gordon Free Throw 1 of 1,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,Missed,,,,,,,,,,,,,,,,,,
144,PT02M17.00S,2023-04-08T20:03:54.1Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,28,13,2023-04-08T20:03:54Z,1440000,False,,,0,,M. Potter REBOUND (Off:0 Def:1),[1630695],1610612762.0,UTA,,,,,,,Potter,M. Potter,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
145,PT02M05.00S,2023-04-08T20:04:05.6Z,1,REGULAR,3pt,Jump Shot,[],1630534,68.67608409986859,71.81372549019608,1610612762,28,13,2023-04-08T20:06:19Z,1450000,False,109.0,242.0,1,right,MISS O. Agbaji 26' pullup 3PT,[1630534],1610612762.0,UTA,pullup,Above the Break 3,24+ Right Center,,,,Agbaji,O. Agbaji,,,,26.54,Missed,,,,,,,,,,,,,,,,,,
146,PT02M01.00S,2023-04-08T20:04:09.6Z,1,REGULAR,rebound,offensive,[],1630695,,,1610612762,28,13,2023-04-08T20:04:11Z,1460000,False,,,0,,M. Potter REBOUND (Off:1 Def:1),[1630695],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Potter,M. Potter,,,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,,,,
147,PT01M59.00S,2023-04-08T20:04:11.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630548,70.51576872536137,15.931372549019606,1610612762,28,13,2023-04-08T20:04:16Z,1470000,False,-170.0,225.0,1,right,MISS J. Juzang 28' 3PT,[1630548],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Juzang,J. Juzang,,,,28.19,Missed,,,,,,,,,,,,,,,,,,
148,PT01M56.00S,2023-04-08T20:04:14.2Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,28,13,2023-04-08T20:04:16Z,1480000,False,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Gordon,A. Gordon,,,,,,147.0,2.0,1.0,1.0,,,,,,,,,,,,,,
149,PT01M48.00S,2023-04-08T20:04:24.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630695,,,1610612743,28,13,2023-04-08T20:04:36Z,1490000,False,,,0,,M. Potter shooting personal FOUL (1 PF) (Gordon 2 FT),"[1630695, 203932]",1610612762.0,UTA,shooting,In The Paint (Non-RA),8-16 Right,1151.0,1.0,0.0,Potter,M. Potter,Gordon,203932.0,,,,,,,,,,,,,,,,,,,,,
151,PT01M48.00S,2023-04-08T20:04:52.4Z,1,REGULAR,freethrow,1 of 2,[],203932,,,1610612743,28,14,2023-04-08T20:04:52Z,1510000,False,,,0,,A. Gordon Free Throw 1 of 2 (7 PTS),[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,Made,,,,,,,7.0,,,,,,,,,,,
152,PT01M48.00S,2023-04-08T20:05:13.9Z,1,REGULAR,freethrow,2 of 2,[],203932,,,1610612743,28,15,2023-04-08T20:05:13Z,1520000,False,,,0,,A. Gordon Free Throw 2 of 2 (8 PTS),[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,Made,,,,,,,8.0,,,,,,,,,,,
153,PT01M36.00S,2023-04-08T20:05:27.5Z,1,REGULAR,turnover,lost ball,[],1630534,,,1610612762,28,15,2023-04-08T20:05:31Z,1530000,False,,,0,,O. Agbaji lost ball TURNOVER (2 TO),"[1630534, 1631128]",1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Agbaji,O. Agbaji,,,2.0,,,,,,,Braun,1631128.0,,,,,,,,,,,,
154,PT01M36.00S,2023-04-08T20:05:27.5Z,1,REGULAR,steal,,[],1631128,,,1610612743,28,15,2023-04-08T20:05:29Z,1540000,False,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M30.00S,2023-04-08T20:05:34.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631128,9.674770039421814,36.029411764705884,1610612743,28,15,2023-04-08T20:08:15Z,1550000,False,70.0,38.0,1,left,MISS C. Braun 7' driving floating Shot,[1631128],1610612743.0,DEN,driving floating,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,7.98,Missed,,,,,,,,,,,,,,,,,,
156,PT01M28.00S,2023-04-08T20:05:36.4Z,1,REGULAR,rebound,defensive,[],1630695,,,1610612762,28,15,2023-04-08T20:05:40Z,1560000,False,,,0,,M. Potter REBOUND (Off:1 Def:2),[1630695],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Potter,M. Potter,,,,,,155.0,3.0,2.0,1.0,,,,,,,,,,,,,,
157,PT01M27.00S,2023-04-08T20:05:40.6Z,1,REGULAR,turnover,out-of-bounds,[],1630695,,,1610612762,28,15,2023-04-08T20:05:49Z,1570000,False,,,0,,M. Potter lost ball out-of-bounds TURNOVER (1 TO),[1630695],1610612762.0,UTA,lost ball,In The Paint (Non-RA),0-8 Center,202037.0,,,Potter,M. Potter,,,1.0,,,,,,,,,,,,,,,,,,,,
158,PT01M19.00S,2023-04-08T20:06:15.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,9.017739816031538,50.73529411764706,1610612743,28,17,2023-04-08T20:06:20Z,1580000,False,-4.0,32.0,1,left,A. Gordon driving Layup (10 PTS),[203932],1610612743.0,DEN,driving,Restricted Area,0-8 Center,,,,Gordon,A. Gordon,,,,3.25,Made,,,,,,,10.0,,,,,,,,,,,
159,PT01M05.00S,2023-04-08T20:06:29.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,93.11760840998686,46.81372549019608,1610612762,30,17,2023-04-08T20:06:34Z,1590000,False,-16.0,12.0,1,right,D. Jones DUNK (2 PTS) (S. Fontecchio 1 AST),"[1627745, 1631323]",1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Jones,D. Jones,,,,2.0,Made,,,,,,,2.0,S. Fontecchio,1631323.0,1.0,,,,,,,,
161,PT00M49.60S,2023-04-08T20:06:46.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.966491458607096,53.67647058823529,1610612743,30,19,2023-04-08T20:06:51Z,1610000,False,-18.0,22.0,1,left,J. Green driving Layup (2 PTS),[201145],1610612743.0,DEN,driving,Restricted Area,0-8 Center,,,,Green,J. Green,,,,2.9,Made,,,,,,,2.0,,,,,,,,,,,
162,PT00M34.00S,2023-04-08T20:07:04.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630548,91.40932982917214,58.57843137254902,1610612762,32,19,2023-04-08T20:07:10Z,1620000,False,43.0,28.0,1,right,J. Juzang driving floating bank Jump Shot (2 PTS) (O. Agbaji 1 AST),"[1630548, 1630534]",1610612762.0,UTA,driving floating bank,In The Paint (Non-RA),0-8 Center,,,,Juzang,J. Juzang,,,,5.14,Made,,,,,,,2.0,O. Agbaji,1630534.0,1.0,,,,,,,,
164,PT00M25.70S,2023-04-08T20:07:15.5Z,1,REGULAR,3pt,Jump Shot,[],201145,25.443495400788436,84.06862745098039,1610612743,32,19,2023-04-08T20:07:20Z,1640000,False,-170.0,187.0,1,left,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Green,J. Green,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
