actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,playerName,playerNameI,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
411,PT05M36.00S,2023-04-08T21:03:26.0Z,3,REGULAR,rebound,defensive,[],203932,,,1610612743,81,72,2023-04-08T21:03:35Z,4090000,False,,,0,,A. Gordon REBOUND (Off:1 Def:3),[203932],1610612743.0,DEN,,Left Corner 3,24+ Left,,,,Gordon,A. Gordon,,,,,,410.0,4.0,3.0,1.0,,,,,,,,,,,,,,
412,PT05M30.00S,2023-04-08T21:03:32.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629008,89.96386333771353,51.9607843137255,1610612743,81,74,2023-04-08T21:03:41Z,4100000,False,10.0,42.0,1,right,M. Porter Jr. DUNK (15 PTS) (N. Jokic 7 AST),"[1629008, 203999]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Porter Jr.,M. Porter Jr.,,,,4.29,Made,,,,,,,15.0,N. Jokic,203999.0,7.0,,,,,,,,
414,PT05M16.00S,2023-04-08T21:03:58.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627739,12.959921156373195,43.627450980392155,1610612762,81,74,2023-04-08T21:04:02Z,4120000,False,32.0,69.0,1,left,MISS K. Dunn 7' driving floating Shot,[1627739],1610612762.0,UTA,driving floating,In The Paint (Non-RA),0-8 Center,,,,Dunn,K. Dunn,,,,7.63,Missed,,,,,,,,,,,,,,,,,,
415,PT05M14.00S,2023-04-08T21:04:00.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,81,74,2023-04-08T21:04:02Z,4130000,False,,,0,,N. Jokic REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Jokic,N. Jokic,,,,,,414.0,9.0,9.0,0.0,,,,,,,,,,,,,,
416,PT05M10.00S,2023-04-08T21:04:04.0Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203484,87.46714848883047,46.568627450980394,1610612743,81,76,2023-04-08T21:04:21Z,4140000,False,-17.0,65.0,1,right,K. Caldwell-Pope 6' turnaround Jump Shot (15 PTS) (M. Porter Jr. 2 AST),"[203484, 1629008]",1610612743.0,DEN,turnaround,In The Paint (Non-RA),0-8 Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,6.75,Made,,,,,,,15.0,M. Porter Jr.,1629008.0,2.0,,,,,,,,
418,PT05M08.00S,2023-04-08T21:04:16.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,81,76,2023-04-08T21:04:16Z,4160000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,out,[],1629677,,,1610612762,81,76,2023-04-08T21:06:59Z,4170000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,out,[],1629008,,,1610612762,81,76,2023-04-08T21:06:59Z,4180000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,out,[],1627750,,,1610612762,81,76,2023-04-08T21:06:59Z,4190000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,out,[],203932,,,1610612762,81,76,2023-04-08T21:06:59Z,4200000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,in,[],1630534,,,1610612762,81,76,2023-04-08T21:06:59Z,4210000,False,,,0,,SUB in: O. Agbaji,[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,in,[],1631212,,,1610612762,81,76,2023-04-08T21:06:59Z,4220000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,in,[],202704,,,1610612762,81,76,2023-04-08T21:06:59Z,4230000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M08.00S,2023-04-08T21:06:20.7Z,3,REGULAR,substitution,in,[],1631128,,,1610612762,81,76,2023-04-08T21:06:59Z,4240000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
428,PT04M58.00S,2023-04-08T21:07:16.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631323,7.835085413929041,45.09803921568628,1610612762,83,76,2023-04-08T21:07:20Z,4250000,False,25.0,21.0,1,left,S. Fontecchio driving Layup (7 PTS) (K. Dunn 8 AST),"[1631323, 1627739]",1610612762.0,UTA,driving,Restricted Area,0-8 Center,,,,Fontecchio,S. Fontecchio,,,,3.23,Made,,,,,,,7.0,K. Dunn,1627739.0,8.0,,,,,,,,
430,PT04M40.00S,2023-04-08T21:07:34.4Z,3,REGULAR,3pt,Jump Shot,[],203484,78.13731931668858,5.637254901960785,1610612743,83,79,2023-04-08T21:07:38Z,4270000,False,-222.0,153.0,1,right,K. Caldwell-Pope 26' 3PT  (18 PTS) (N. Jokic 8 AST),"[203484, 203999]",1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,26.95,Made,,,,,,,18.0,N. Jokic,203999.0,8.0,,,,,,,,
432,PT04M22.00S,2023-04-08T21:07:51.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,8.360709592641262,49.50980392156863,1610612762,85,79,2023-04-08T21:07:56Z,4290000,False,2.0,26.0,1,left,D. Jones alley-oop DUNK (4 PTS) (O. Agbaji 3 AST),"[1627745, 1630534]",1610612762.0,UTA,alley-oop,Restricted Area,0-8 Center,,,,Jones,D. Jones,,,,2.62,Made,,,,,,,4.0,O. Agbaji,1630534.0,3.0,,,,,,,,
434,PT04M08.00S,2023-04-08T21:08:05.8Z,3,REGULAR,3pt,Jump Shot,[],203484,69.46452036793693,69.85294117647058,1610612743,85,82,2023-04-08T21:08:12Z,4310000,False,99.0,235.0,1,right,K. Caldwell-Pope 25' 3PT  (21 PTS) (N. Jokic 9 AST),"[203484, 203999]",1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,25.47,Made,,,,,,,21.0,N. Jokic,203999.0,9.0,,,,,,,,
436,PT03M56.00S,2023-04-08T21:08:18.1Z,3,REGULAR,3pt,Jump Shot,[],1630534,31.750985545335087,47.794117647058826,1610612762,85,82,2023-04-08T21:08:23Z,4330000,False,11.0,246.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Agbaji,O. Agbaji,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
437,PT03M54.00S,2023-04-08T21:08:20.4Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612762,85,82,2023-04-08T21:08:20Z,4340000,False,,,0,,D. Jones REBOUND (Off:1 Def:0),[1627745],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Jones,D. Jones,,,,,,436.0,1.0,0.0,1.0,,,,,,,,,,,,,,
438,PT03M50.00S,2023-04-08T21:08:26.6Z,3,REGULAR,turnover,traveling,[],1631323,,,1610612762,85,82,2023-04-08T21:08:32Z,4350000,False,,,0,,S. Fontecchio traveling TURNOVER (3 TO),[1631323],1610612762.0,UTA,,Above the Break 3,24+ Left Center,1151.0,,,Fontecchio,S. Fontecchio,,,3.0,,,,,,,,,,,,,,,,,,,,
439,PT03M50.00S,2023-04-08T21:08:29.0Z,3,REGULAR,substitution,out,[],1627739,,,1610612743,85,82,2023-04-08T21:08:39Z,4360000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,
440,PT03M50.00S,2023-04-08T21:08:29.0Z,3,REGULAR,substitution,out,[],1629308,,,1610612743,85,82,2023-04-08T21:08:39Z,4370000,False,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612762.0,UTA,,,,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M50.00S,2023-04-08T21:08:29.0Z,3,REGULAR,substitution,in,[],1630548,,,1610612743,85,82,2023-04-08T21:08:39Z,4380000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M50.00S,2023-04-08T21:08:29.0Z,3,REGULAR,substitution,in,[],1630695,,,1610612743,85,82,2023-04-08T21:08:39Z,4390000,False,,,0,,SUB in: M. Potter,[1630695],1610612762.0,UTA,,,,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M35.00S,2023-04-08T21:09:06.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631212,91.5407358738502,43.38235294117647,1610612743,85,84,2023-04-08T21:09:10Z,4400000,False,-33.0,27.0,1,right,P. Watson Layup (2 PTS) (C. Braun 1 AST),"[1631212, 1631128]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,4.27,Made,,,,,,,2.0,C. Braun,1631128.0,1.0,,,,,,,,
445,PT03M35.00S,2023-04-08T21:09:08.2Z,3,REGULAR,foul,personal,['1freethrow'],1627745,,,1610612743,85,84,2023-04-08T21:09:18Z,4420000,False,,,0,,D. Jones shooting personal FOUL (1 PF) (Watson 1 FT),"[1627745, 1631212]",1610612762.0,UTA,shooting,Restricted Area,0-8 Center,2003.0,1.0,1.0,Jones,D. Jones,Watson,1631212.0,,,,,,,,,,,,,,,,,,,,,
447,PT03M35.00S,2023-04-08T21:09:27.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1631212,,,1610612743,85,85,2023-04-08T21:09:27Z,4440000,False,,,0,,P. Watson Free Throw 1 of 1 (3 PTS),[1631212],1610612743.0,DEN,,,,,,,Watson,P. Watson,,,,,Made,,,,,,,3.0,,,,,,,,,,,
448,PT03M21.00S,2023-04-08T21:09:42.6Z,3,REGULAR,3pt,Jump Shot,[],1630534,27.94021024967148,79.90196078431373,1610612762,85,85,2023-04-08T21:09:48Z,4450000,False,-150.0,210.0,1,left,MISS O. Agbaji 25' pullup 3PT,[1630534],1610612762.0,UTA,pullup,Above the Break 3,24+ Left Center,,,,Agbaji,O. Agbaji,,,,25.79,Missed,,,,,,,,,,,,,,,,,,
449,PT03M19.00S,2023-04-08T21:09:44.6Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612762,85,85,2023-04-08T21:09:48Z,4460000,False,,,0,,D. Jones REBOUND (Off:2 Def:0),[1627745],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Jones,D. Jones,,,,,,448.0,2.0,0.0,2.0,,,,,,,,,,,,,,
450,PT03M16.00S,2023-04-08T21:09:48.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630534,5.075558475689881,56.86274509803921,1610612762,85,85,2023-04-08T21:09:53Z,4470000,False,-34.0,-5.0,1,left,MISS O. Agbaji Layup - blocked,"[1630534, 1631212]",1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Agbaji,O. Agbaji,,,,3.46,Missed,,,,,,,,,,,Watson,1631212.0,,,,,,
451,PT03M16.00S,2023-04-08T21:09:48.3Z,3,REGULAR,block,,[],1631212,,,1610612762,85,85,2023-04-08T21:09:50Z,4480000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M13.00S,2023-04-08T21:09:51.3Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612762,85,85,2023-04-08T21:09:53Z,4490000,False,,,0,,D. Jones REBOUND (Off:3 Def:0),[1627745],1610612762.0,UTA,,Restricted Area,0-8 Center,,,,Jones,D. Jones,,,,,,450.0,3.0,0.0,3.0,,,,,,,,,,,,,,
453,PT03M10.00S,2023-04-08T21:09:53.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627745,5.469776609724048,44.6078431372549,1610612762,85,85,2023-04-08T21:09:58Z,4500000,False,27.0,-1.0,1,left,MISS D. Jones reverse Layup,[1627745],1610612762.0,UTA,reverse,Restricted Area,0-8 Center,,,,Jones,D. Jones,,,,2.7,Missed,,,,,,,,,,,,,,,,,,
454,PT03M09.00S,2023-04-08T21:09:54.1Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,85,85,2023-04-08T21:09:58Z,4510000,False,,,0,,N. Jokic REBOUND (Off:0 Def:10),[203999],1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Jokic,N. Jokic,,,,,,453.0,10.0,10.0,0.0,,,,,,,,,,,,,,
455,PT03M05.00S,2023-04-08T21:09:58.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,89.96386333771353,40.44117647058824,1610612743,85,87,2023-04-08T21:10:04Z,4520000,False,-48.0,42.0,1,right,C. Braun 6' driving Layup (3 PTS) (N. Jokic 10 AST),"[1631128, 203999]",1610612743.0,DEN,driving,In The Paint (Non-RA),0-8 Center,,,,Braun,C. Braun,,,,6.35,Made,,,,,,,3.0,N. Jokic,203999.0,10.0,,,,,,,,
456,PT02M46.00S,2023-04-08T21:10:17.7Z,3,REGULAR,3pt,Jump Shot,[],1631323,33.459264126149804,75.24509803921569,1610612762,85,87,2023-04-08T21:10:24Z,4530000,False,-126.0,262.0,1,left,MISS S. Fontecchio 29' 3PT,[1631323],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Fontecchio,S. Fontecchio,,,,29.08,Missed,,,,,,,,,,,,,,,,,,
457,PT02M43.00S,2023-04-08T21:10:20.7Z,3,REGULAR,rebound,offensive,[],1627745,,,1610612762,85,87,2023-04-08T21:10:24Z,4540000,False,,,0,,D. Jones REBOUND (Off:4 Def:0),[1627745],1610612762.0,UTA,,Above the Break 3,24+ Left Center,,,,Jones,D. Jones,,,,,,456.0,4.0,0.0,4.0,,,,,,,,,,,,,,
458,PT02M40.00S,2023-04-08T21:10:24.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631323,8.229303547963205,50.49019607843137,1610612762,87,87,2023-04-08T21:11:58Z,4550000,False,-2.0,25.0,1,left,S. Fontecchio cutting DUNK (9 PTS) (D. Jones 1 AST),"[1631323, 1627745]",1610612762.0,UTA,cutting,Restricted Area,0-8 Center,,,,Fontecchio,S. Fontecchio,,,,2.5,Made,,,,,,,9.0,D. Jones,1627745.0,1.0,,,,,,,,
461,PT02M24.00S,2023-04-08T21:10:39.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,91.80354796320631,44.85294117647059,1610612743,87,89,2023-04-08T21:10:50Z,4570000,False,-26.0,25.0,1,right,C. Braun Layup (5 PTS) (P. Watson 1 AST),"[1631128, 1631212]",1610612743.0,DEN,,Restricted Area,0-8 Center,,,,Braun,C. Braun,,,,3.55,Made,,,,,,,5.0,P. Watson,1631212.0,1.0,,,,,,,,
463,PT02M08.00S,2023-04-08T21:10:58.5Z,3,REGULAR,turnover,out-of-bounds,[],1630534,,,1610612762,87,89,2023-04-08T21:11:05Z,4590000,False,,,0,,O. Agbaji bad pass out-of-bounds TURNOVER (3 TO),[1630534],1610612762.0,UTA,bad pass,Above the Break 3,24+ Center,2003.0,,,Agbaji,O. Agbaji,,,3.0,,,,,,,,,,,,,,,,,,,,
464,PT02M08.00S,2023-04-08T21:11:03.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,87,89,2023-04-08T21:11:03Z,4600000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT02M08.00S,2023-04-08T21:11:32.7Z,3,REGULAR,substitution,out,[],1631128,,,1610612743,87,89,2023-04-08T21:12:27Z,4610000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,
466,PT02M08.00S,2023-04-08T21:11:32.7Z,3,REGULAR,substitution,out,[],203999,,,1610612743,87,89,2023-04-08T21:12:27Z,4620000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,
467,PT02M08.00S,2023-04-08T21:11:32.7Z,3,REGULAR,substitution,in,[],1627750,,,1610612743,87,89,2023-04-08T21:12:27Z,4630000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,
468,PT02M08.00S,2023-04-08T21:11:32.7Z,3,REGULAR,substitution,in,[],203932,,,1610612743,87,89,2023-04-08T21:12:27Z,4640000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,
469,PT01M56.00S,2023-04-08T21:12:50.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202704,85.3646517739816,36.51960784313725,1610612743,87,89,2023-04-08T21:12:55Z,4650000,False,-67.0,85.0,1,right,MISS R. Jackson 10' driving floating Shot,[202704],1610612743.0,DEN,driving floating,In The Paint (Non-RA),8-16 Left,,,,Jackson,R. Jackson,,,,10.86,Missed,,,,,,,,,,,,,,,,,,
470,PT01M53.00S,2023-04-08T21:12:53.5Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612762,87,89,2023-04-08T21:12:55Z,4660000,False,,,0,,M. Potter REBOUND (Off:1 Def:6),[1630695],1610612762.0,UTA,,In The Paint (Non-RA),8-16 Left,,,,Potter,M. Potter,,,,,,469.0,7.0,6.0,1.0,,,,,,,,,,,,,,
472,PT01M39.00S,2023-04-08T21:13:26.6Z,3,REGULAR,2pt,Jump Shot,[],1630548,2.9730617608409986,11.029411764705882,1610612762,87,89,2023-04-08T21:14:44Z,4680000,False,195.0,-25.0,1,left,MISS J. Juzang 19' step back Shot,[1630548],1610612762.0,UTA,step back,Mid-Range,16-24 Right,,,,Juzang,J. Juzang,,,,19.64,Missed,,,,,,,,,,,,,,,,,,
473,PT01M37.00S,2023-04-08T21:13:28.6Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,87,89,2023-04-08T21:13:31Z,4690000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,Mid-Range,16-24 Right,,,,Murray,J. Murray,,,,,,472.0,4.0,3.0,1.0,,,,,,,,,,,,,,
474,PT01M30.00S,2023-04-08T21:13:35.8Z,3,REGULAR,3pt,Jump Shot,[],203932,92.46057818659659,95.34313725490196,1610612743,87,92,2023-04-08T21:13:40Z,4700000,False,227.0,18.0,1,right,A. Gordon 3PT  (15 PTS) (K. Caldwell-Pope 3 AST),"[203932, 203484]",1610612743.0,DEN,,Right Corner 3,24+ Right,,,,Gordon,A. Gordon,,,,22.74,Made,,,,,,,15.0,K. Caldwell-Pope,203484.0,3.0,,,,,,,,
476,PT01M19.00S,2023-04-08T21:13:46.2Z,3,REGULAR,3pt,Jump Shot,[],1630534,30.042706964520367,31.61764705882353,1610612762,87,92,2023-04-08T21:13:51Z,4720000,False,92.0,230.0,1,left,MISS O. Agbaji 24' 3PT,[1630534],1610612762.0,UTA,,Above the Break 3,24+ Right Center,,,,Agbaji,O. Agbaji,,,,24.76,Missed,,,,,,,,,,,,,,,,,,
477,PT01M15.00S,2023-04-08T21:13:50.2Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,87,92,2023-04-08T21:13:53Z,4730000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,Above the Break 3,24+ Right Center,,,,Watson,P. Watson,,,,,,476.0,1.0,1.0,0.0,,,,,,,,,,,,,,
478,PT01M10.00S,2023-04-08T21:13:55.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,68.67608409986859,12.745098039215685,1610612743,87,95,2023-04-08T21:14:01Z,4740000,False,-186.0,242.0,1,right,J. Murray 30' 3PT  (20 PTS) (P. Watson 2 AST),"[1627750, 1631212]",1610612743.0,DEN,,Above the Break 3,24+ Left Center,,,,Murray,J. Murray,,,,30.53,Made,,,,,,,20.0,P. Watson,1631212.0,2.0,,,,,,,,
485,PT00M56.40S,2023-04-08T21:14:03.6Z,3,REGULAR,foul,personal,['2freethrow'],1627750,,,1610612762,87,95,2023-04-08T21:18:50Z,4755000,False,,,0,,J. Murray shooting personal FOUL (4 PF) (Agbaji 2 FT),"[1627750, 1630534]",1610612743.0,DEN,shooting,In The Paint (Non-RA),0-8 Center,2003.0,4.0,0.0,Murray,J. Murray,Agbaji,1630534.0,,,,,,,,,,,,,,,,,,,,,
483,PT00M56.40S,2023-04-08T21:14:27.7Z,3,REGULAR,timeout,challenge,['team'],0,,,1610612762,87,95,2023-04-08T21:21:25Z,4790000,False,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT00M56.40S,2023-04-08T21:18:51.6Z,3,REGULAR,freethrow,1 of 2,[],1630534,,,1610612762,88,95,2023-04-08T21:18:51Z,4810000,False,,,0,,O. Agbaji Free Throw 1 of 2 (19 PTS),[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,Made,,,,,,,19.0,,,,,,,,,,,
488,PT00M56.40S,2023-04-08T21:18:52.2Z,3,REGULAR,freethrow,2 of 2,[],1630534,,,1610612762,89,95,2023-04-08T21:18:52Z,4820000,False,,,0,,O. Agbaji Free Throw 2 of 2 (20 PTS),[1630534],1610612762.0,UTA,,,,,,,Agbaji,O. Agbaji,,,,,Made,,,,,,,20.0,,,,,,,,,,,
489,PT00M39.60S,2023-04-08T21:19:09.1Z,3,REGULAR,2pt,Jump Shot,[],203484,78.53153745072274,46.81372549019608,1610612743,89,95,2023-04-08T21:19:15Z,4830000,False,-16.0,149.0,1,right,MISS K. Caldwell-Pope 15' pullup Shot,[203484],1610612743.0,DEN,pullup,Mid-Range,8-16 Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,15.01,Missed,,,,,,,,,,,,,,,,,,
490,PT00M35.40S,2023-04-08T21:19:13.3Z,3,REGULAR,rebound,defensive,[],1630695,,,1610612762,89,95,2023-04-08T21:19:15Z,4840000,False,,,0,,M. Potter REBOUND (Off:1 Def:7),[1630695],1610612762.0,UTA,,Mid-Range,8-16 Center,,,,Potter,M. Potter,,,,,,489.0,8.0,7.0,1.0,,,,,,,,,,,,,,
491,PT00M23.70S,2023-04-08T21:19:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631323,11.251642575558476,41.911764705882355,1610612762,89,95,2023-04-08T21:19:28Z,4850000,False,40.0,53.0,1,left,MISS S. Fontecchio 6' Jump Shot - blocked,"[1631323, 203484]",1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Fontecchio,S. Fontecchio,,,,6.69,Missed,,,,,,,,,,,Caldwell-Pope,203484.0,,,,,,
492,PT00M23.70S,2023-04-08T21:19:24.8Z,3,REGULAR,block,,[],203484,,,1610612762,89,95,2023-04-08T21:19:27Z,4860000,False,,,0,,K. Caldwell-Pope BLOCK (2 BLK),[203484],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,
493,PT00M21.30S,2023-04-08T21:19:27.2Z,3,REGULAR,rebound,defensive,[],202704,,,1610612743,89,95,2023-04-08T21:19:27Z,4870000,False,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Jackson,R. Jackson,,,,,,491.0,3.0,3.0,0.0,,,,,,,,,,,,,,
494,PT00M17.30S,2023-04-08T21:19:31.3Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,89,95,2023-04-08T21:19:35Z,4880000,False,,,0,,J. Murray bad pass TURNOVER (3 TO),"[1627750, 1630695]",1610612743.0,DEN,,In The Paint (Non-RA),0-8 Center,,,,Murray,J. Murray,,,3.0,,,,,,,Potter,1630695.0,,,,,,,,,,,,
495,PT00M17.30S,2023-04-08T21:19:31.3Z,3,REGULAR,steal,,[],1630695,,,1610612762,89,95,2023-04-08T21:19:32Z,4890000,False,,,0,,M. Potter STEAL (1 STL),[1630695],1610612762.0,UTA,,In The Paint (Non-RA),0-8 Center,,,,Potter,M. Potter,,,,,,,,,,,,,,,,,,,,,,,
496,PT00M13.60S,2023-04-08T21:19:34.9Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631323,7.703679369250986,1.715686274509804,1610612762,89,95,2023-04-08T21:19:40Z,4900000,False,241.0,20.0,1,left,MISS S. Fontecchio 24' 3PT,[1631323],1610612762.0,UTA,,Right Corner 3,24+ Right,,,,Fontecchio,S. Fontecchio,,,,24.22,Missed,,,,,,,,,,,,,,,,,,
497,PT00M10.40S,2023-04-08T21:19:38.1Z,3,REGULAR,rebound,defensive,[],202704,,,1610612743,89,95,2023-04-08T21:19:40Z,4910000,False,,,0,,R. Jackson REBOUND (Off:0 Def:4),[202704],1610612743.0,DEN,,Right Corner 3,24+ Right,,,,Jackson,R. Jackson,,,,,,496.0,4.0,4.0,0.0,,,,,,,,,,,,,,
498,PT00M01.70S,2023-04-08T21:19:46.8Z,3,REGULAR,3pt,Jump Shot,[],1627750,68.01905387647832,54.65686274509803,1610612743,89,95,2023-04-08T21:19:51Z,4920000,False,23.0,248.0,1,right,MISS J. Murray 24' 3PT,[1627750],1610612743.0,DEN,,Above the Break 3,24+ Center,,,,Murray,J. Murray,,,,24.92,Missed,,,,,,,,,,,,,,,,,,
499,PT00M01.70S,2023-04-08T21:19:46.8Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612762,89,95,2023-04-08T21:19:51Z,4930000,False,,,0,,D. Jones REBOUND (Off:4 Def:1),[1627745],1610612762.0,UTA,,Above the Break 3,24+ Center,,,,Jones,D. Jones,,,,,,498.0,5.0,1.0,4.0,,,,,,,,,,,,,,
