actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
666,PT06M02.00S,2022-10-27T03:09:52.1Z,4,REGULAR,foul,personal,[],1630224,,,1610612762,97,93,2022-10-27T03:09:57Z,6550000,,,0,,J. Green personal FOUL (1 PF),"[1630224, 203482]",1610612745.0,HOU,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,1627963.0,1.0,1.0,Olynyk,203482.0,,,,,,,,,,,,,,
668,PT05M55.00S,2022-10-27T03:10:19.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,14.14257555847569,40.68627450980392,1610612762,97,93,2022-10-27T03:10:24Z,6570000,47.0,80.0,1,left,MISS J. Clarkson 9' turnaround Shot,[203903],1610612762.0,UTA,turnaround,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.29,Missed,,,,,,,,,,,,
669,PT05M51.00S,2022-10-27T03:10:23.4Z,4,REGULAR,rebound,defensive,[],1631106,,,1610612745,97,93,2022-10-27T03:10:24Z,6580000,,,0,,T. Eason REBOUND (Off:3 Def:3),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,668.0,,,,,,,6.0,3.0,3.0
670,PT05M39.00S,2022-10-27T03:10:34.8Z,4,REGULAR,2pt,Jump Shot,[],1629645,71.43561103810775,49.754901960784316,1610612745,97,95,2022-10-27T03:10:41Z,6590000,-1.0,216.0,1,right,K. Porter Jr. 21' pullup Jump Shot (22 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,Mid-Range,16-24 Center,,,,,,,21.6,Made,,,,22.0,,,,,,,,
671,PT05M17.00S,2022-10-27T03:11:00.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629645,,,1610612762,97,95,2022-10-27T03:11:11Z,6600000,,,0,,K. Porter Jr. personal FOUL (4 PF) (Horton-Tucker 2 FT),"[1629645, 1629659]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,202026.0,4.0,0.0,Horton-Tucker,1629659.0,,,,,,,,,,,,,,
673,PT05M17.00S,2022-10-27T03:11:24.5Z,4,REGULAR,freethrow,1 of 2,[],1629659,,,1610612762,98,95,2022-10-27T03:11:45Z,6620000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (14 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,Made,,,,14.0,,,,,,,,
674,PT05M17.00S,2022-10-27T03:11:24.5Z,4,REGULAR,freethrow,2 of 2,[],1629659,,,1610612762,98,95,2022-10-27T03:11:45Z,6630000,,,0,,MISS T. Horton-Tucker Free Throw 2 of 2,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
675,PT05M16.00S,2022-10-27T03:11:25.5Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,98,95,2022-10-27T03:11:45Z,6640000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:5),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,674.0,,,,,,,7.0,5.0,2.0
676,PT05M04.00S,2022-10-27T03:11:55.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,92.32917214191852,52.94117647058824,1610612745,98,95,2022-10-27T03:12:01Z,6650000,15.0,20.0,1,right,MISS J. Green driving Layup,[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,2.45,Missed,,,,,,,,,,,,
677,PT05M04.00S,2022-10-27T03:11:55.9Z,4,REGULAR,rebound,defensive,[],203482,,,1610612762,98,95,2022-10-27T03:12:01Z,6660000,,,0,,K. Olynyk REBOUND (Off:3 Def:5),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,,,,,,,,676.0,,,,,,,8.0,5.0,3.0
678,PT05M04.00S,2022-10-27T03:12:00.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631106,,,1610612762,98,95,2022-10-27T03:12:09Z,6670000,,,0,,T. Eason personal FOUL (4 PF) (Olynyk 2 FT),"[1631106, 203482]",1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,202026.0,4.0,0.0,Olynyk,203482.0,,,,,,,,,,,,,,
680,PT05M04.00S,2022-10-27T03:12:27.9Z,4,REGULAR,freethrow,1 of 2,[],203482,,,1610612762,99,95,2022-10-27T03:12:27Z,6690000,,,0,,K. Olynyk Free Throw 1 of 2 (3 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,Made,,,,3.0,,,,,,,,
681,PT05M04.00S,2022-10-27T03:12:41.7Z,4,REGULAR,freethrow,2 of 2,[],203482,,,1610612762,100,95,2022-10-27T03:12:41Z,6700000,,,0,,K. Olynyk Free Throw 2 of 2 (4 PTS),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,Made,,,,4.0,,,,,,,,
682,PT04M49.00S,2022-10-27T03:12:59.0Z,4,REGULAR,3pt,Jump Shot,[],1631106,69.20170827858082,68.38235294117648,1610612745,100,95,2022-10-27T03:13:12Z,6710000,92.0,237.0,1,right,MISS T. Eason 25' 3PT,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Above the Break 3,24+ Right Center,,,,,,,25.42,Missed,,,,,,,,,,,,
683,PT04M47.00S,2022-10-27T03:13:01.0Z,4,REGULAR,rebound,offensive,[],1630224,,,1610612745,100,95,2022-10-27T03:13:12Z,6720000,,,0,,J. Green REBOUND (Off:2 Def:5),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,682.0,,,,,,,7.0,5.0,2.0
684,PT04M47.00S,2022-10-27T03:13:10.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612745,100,95,2022-10-27T03:13:26Z,6730000,,,0,,K. Olynyk shooting personal FOUL (6 PF) (Green 2 FT),"[203482, 1630224]",1610612762.0,UTA,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,202026.0,6.0,0.0,Green,1630224.0,,,,,,,,,,,,,,
686,PT04M47.00S,2022-10-27T03:13:42.6Z,4,REGULAR,substitution,out,[],203482,,,1610612745,100,95,2022-10-27T03:13:45Z,6750000,,,0,,SUB out: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT04M47.00S,2022-10-27T03:13:42.6Z,4,REGULAR,substitution,in,[],201144,,,1610612745,100,95,2022-10-27T03:13:45Z,6760000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
688,PT04M47.00S,2022-10-27T03:13:49.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630224,,,1610612745,100,96,2022-10-27T03:13:49Z,6770000,,,0,,J. Green Free Throw 1 of 2 (17 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Made,,,,17.0,,,,,,,,
689,PT04M47.00S,2022-10-27T03:13:49.9Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630224,,,1610612745,100,96,2022-10-27T03:14:07Z,6780000,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
690,PT04M43.00S,2022-10-27T03:13:53.9Z,4,REGULAR,rebound,defensive,[],201144,,,1610612762,100,96,2022-10-27T03:14:07Z,6790000,,,0,,M. Conley REBOUND (Off:0 Def:2),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,689.0,,,,,,,2.0,2.0,0.0
691,PT04M24.00S,2022-10-27T03:14:24.2Z,4,REGULAR,3pt,Jump Shot,[],201144,28.203022339027594,23.03921568627451,1610612762,100,96,2022-10-27T03:14:30Z,6800000,135.0,213.0,1,left,MISS M. Conley 25' 3PT,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,,,25.17,Missed,,,,,,,,,,,,
692,PT04M20.00S,2022-10-27T03:14:28.2Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,100,96,2022-10-27T03:14:30Z,6810000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:6),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,691.0,,,,,,,8.0,6.0,2.0
693,PT04M09.00S,2022-10-27T03:14:39.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.19776609724047,45.83333333333333,1610612745,100,96,2022-10-27T03:14:43Z,6820000,-21.0,21.0,1,right,MISS K. Martin Jr. Layup - blocked,"[1630231, 1627736]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.94,Missed,Beasley,1627736.0,,,,,,,,,,
694,PT04M09.00S,2022-10-27T03:14:39.5Z,4,REGULAR,block,,[],1627736,,,1610612745,100,96,2022-10-27T03:14:41Z,6830000,,,0,,M. Beasley BLOCK (1 BLK),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
695,PT04M07.00S,2022-10-27T03:14:41.5Z,4,REGULAR,rebound,defensive,[],201144,,,1610612762,100,96,2022-10-27T03:14:43Z,6840000,,,0,,M. Conley REBOUND (Off:0 Def:3),[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,693.0,,,,,,,3.0,3.0,0.0
696,PT04M02.00S,2022-10-27T03:14:46.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1627736,33.98488830486202,52.20588235294118,1610612762,100,96,2022-10-27T03:14:53Z,6850000,-11.0,267.0,1,left,MISS M. Beasley 26' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,,,,,,,26.72,Missed,,,,,,,,,,,,
697,PT04M00.00S,2022-10-27T03:14:48.7Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,100,96,2022-10-27T03:14:53Z,6860000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:7),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,696.0,,,,,,,9.0,7.0,2.0
698,PT03M51.00S,2022-10-27T03:14:58.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631106,89.56964520367937,42.40196078431372,1610612745,100,96,2022-10-27T03:15:03Z,6870000,-38.0,46.0,1,right,MISS T. Eason turnaround Shot,[1631106],1610612745.0,HOU,turnaround,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.93,Missed,,,,,,,,,,,,
699,PT03M49.00S,2022-10-27T03:15:00.5Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,100,96,2022-10-27T03:15:03Z,6880000,,,0,,J. Clarkson REBOUND (Off:3 Def:2),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,698.0,,,,,,,5.0,2.0,3.0
700,PT03M45.00S,2022-10-27T03:15:07.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612762,100,96,2022-10-27T03:15:11Z,6890000,,,0,,K. Martin Jr. shooting personal FOUL (4 PF) (Markkanen 2 FT),"[1630231, 1628374]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,Restricted Area,0-8 Center,,202026.0,4.0,0.0,Markkanen,1628374.0,,,,,,,,,,,,,,
702,PT03M45.00S,2022-10-27T03:15:37.0Z,4,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,100,96,2022-10-27T03:15:37Z,6910000,,,0,,MISS L. Markkanen Free Throw 1 of 2,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
703,PT03M45.00S,2022-10-27T03:15:37.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612762,100,96,2022-10-27T03:15:37Z,6920000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,702.0,,,,,,,,,
704,PT03M45.00S,2022-10-27T03:15:38.2Z,4,REGULAR,substitution,out,[],1629645,,,1610612762,100,96,2022-10-27T03:15:47Z,6930000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
706,PT03M45.00S,2022-10-27T03:15:38.2Z,4,REGULAR,substitution,in,[],1631095,,,1610612762,100,96,2022-10-27T03:15:47Z,6950000,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
707,PT03M45.00S,2022-10-27T03:15:38.2Z,4,REGULAR,substitution,in,[],201569,,,1610612762,100,96,2022-10-27T03:15:47Z,6960000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
712,PT03M45.00S,2022-10-27T03:15:38.2Z,4,REGULAR,substitution,out,[],1630231,,,1610612762,100,96,2022-10-27T03:16:30Z,6975000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
710,PT03M45.00S,2022-10-27T03:16:01.4Z,4,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,101,96,2022-10-27T03:16:01Z,6990000,,,0,,L. Markkanen Free Throw 2 of 2 (22 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,Made,,,,22.0,,,,,,,,
711,PT03M45.00S,2022-10-27T03:16:11.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,101,96,2022-10-27T03:16:11Z,7000000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,PT03M30.00S,2022-10-27T03:19:11.8Z,4,REGULAR,3pt,Jump Shot,[],1631095,79.31997371879106,8.088235294117647,1610612745,101,96,2022-10-27T03:19:17Z,7010000,-210.0,142.0,1,right,MISS J. Smith Jr. 25' 3PT,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,25.31,Missed,,,,,,,,,,,,
714,PT03M26.00S,2022-10-27T03:19:15.8Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,101,96,2022-10-27T03:19:17Z,7020000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:6),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,713.0,,,,,,,6.0,6.0,0.0
715,PT03M13.00S,2022-10-27T03:19:28.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,7.30946123521682,51.470588235294116,1610612762,103,96,2022-10-27T03:19:45Z,7030000,-7.0,16.0,1,left,L. Markkanen cutting DUNK (24 PTS) (M. Conley 5 AST),"[1628374, 201144]",1610612762.0,UTA,cutting,,,Markkanen,L. Markkanen,,,,,Restricted Area,0-8 Center,,,,,,,1.78,Made,,,,24.0,M. Conley,201144.0,5.0,,,,,
717,PT02M50.00S,2022-10-27T03:19:51.1Z,4,REGULAR,turnover,bad pass,[],201569,,,1610612745,103,96,2022-10-27T03:19:55Z,7050000,,,0,,E. Gordon bad pass TURNOVER (1 TO),"[201569, 1629659]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,,,,,,Horton-Tucker,1629659.0,,,
718,PT02M50.00S,2022-10-27T03:19:51.1Z,4,REGULAR,steal,,[],1629659,,,1610612762,103,96,2022-10-27T03:19:52Z,7060000,,,0,,T. Horton-Tucker STEAL (2 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
719,PT02M47.00S,2022-10-27T03:19:55.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627736,8.229303547963205,40.44117647058824,1610612762,103,96,2022-10-27T03:20:02Z,7070000,48.0,25.0,1,left,MISS M. Beasley Layup - blocked,"[1627736, 1630224]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,5.39,Missed,Green,1630224.0,,,,,,,,,,
720,PT02M47.00S,2022-10-27T03:19:55.8Z,4,REGULAR,block,,[],1630224,,,1610612762,103,96,2022-10-27T03:19:58Z,7080000,,,0,,J. Green BLOCK (1 BLK),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
721,PT02M47.00S,2022-10-27T03:19:55.8Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,103,96,2022-10-27T03:20:02Z,7090000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,719.0,,,,,,,,,
723,PT02M47.00S,2022-10-27T03:20:02.5Z,4,REGULAR,substitution,out,[],1631106,,,1610612762,103,96,2022-10-27T03:20:07Z,7110000,,,0,,SUB out: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
724,PT02M47.00S,2022-10-27T03:20:02.5Z,4,REGULAR,substitution,out,[],1629726,,,1610612762,103,96,2022-10-27T03:20:07Z,7120000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
725,PT02M47.00S,2022-10-27T03:20:02.5Z,4,REGULAR,substitution,in,[],1629645,,,1610612762,103,96,2022-10-27T03:20:07Z,7130000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
726,PT02M47.00S,2022-10-27T03:20:02.5Z,4,REGULAR,substitution,in,[],1630231,,,1610612762,103,96,2022-10-27T03:20:07Z,7140000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
727,PT02M31.00S,2022-10-27T03:20:41.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203903,25.312089356110377,7.352941176470589,1610612762,103,96,2022-10-27T03:20:46Z,7150000,213.0,185.0,1,left,MISS J. Clarkson 28' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Right Center,,,,,,,28.25,Missed,,,,,,,,,,,,
728,PT02M28.00S,2022-10-27T03:20:44.9Z,4,REGULAR,rebound,defensive,[],1629645,,,1610612745,103,96,2022-10-27T03:20:46Z,7160000,,,0,,K. Porter Jr. REBOUND (Off:2 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,727.0,,,,,,,5.0,3.0,2.0
729,PT02M20.00S,2022-10-27T03:20:51.9Z,4,REGULAR,3pt,Jump Shot,[],1630224,93.38042049934296,3.1862745098039214,1610612745,103,96,2022-10-27T03:20:57Z,7170000,-234.0,10.0,1,right,MISS J. Green 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,23.43,Missed,,,,,,,,,,,,
730,PT02M16.00S,2022-10-27T03:20:55.9Z,4,REGULAR,rebound,defensive,[],1628374,,,1610612762,103,96,2022-10-27T03:20:57Z,7180000,,,0,,L. Markkanen REBOUND (Off:1 Def:7),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Left Corner 3,24+ Left,,,,,,,,,,,729.0,,,,,,,8.0,7.0,1.0
731,PT02M04.00S,2022-10-27T03:21:07.3Z,4,REGULAR,3pt,Jump Shot,[],201144,30.042706964520367,65.68627450980392,1610612762,103,96,2022-10-27T03:21:13Z,7190000,-78.0,230.0,1,left,MISS M. Conley 24' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,,,,,,,24.29,Missed,,,,,,,,,,,,
732,PT02M01.00S,2022-10-27T03:21:10.3Z,4,REGULAR,rebound,defensive,[],1630231,,,1610612745,103,96,2022-10-27T03:21:13Z,7200000,,,0,,K. Martin Jr. REBOUND (Off:2 Def:8),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,731.0,,,,,,,10.0,8.0,2.0
733,PT01M57.00S,2022-10-27T03:21:16.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629645,92.59198423127464,52.450980392156865,1610612745,103,98,2022-10-27T03:21:25Z,7210000,12.0,17.0,1,right,K. Porter Jr. cutting DUNK (24 PTS) (K. Martin Jr. 3 AST),"[1629645, 1630231]",1610612745.0,HOU,cutting,,,Porter Jr.,K. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,2.11,Made,,,,24.0,K. Martin Jr.,1630231.0,3.0,,,,,
735,PT01M34.00S,2022-10-27T03:21:43.4Z,4,REGULAR,3pt,Jump Shot,[],203903,27.151773981603156,78.18627450980392,1610612762,103,98,2022-10-27T03:21:50Z,7230000,-141.0,203.0,1,left,MISS J. Clarkson 24' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,,,,,24.69,Missed,,,,,,,,,,,,
736,PT01M30.00S,2022-10-27T03:21:47.4Z,4,REGULAR,rebound,offensive,[],1627736,,,1610612762,103,98,2022-10-27T03:21:50Z,7240000,,,0,,M. Beasley REBOUND (Off:2 Def:2),[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,735.0,,,,,,,4.0,2.0,2.0
737,PT01M18.00S,2022-10-27T03:22:09.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612762,103,98,2022-10-27T03:22:19Z,7250000,,,0,,UTA shot clock Team TURNOVER,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,101284.0,,,,,,,,,,,,,,,,,,
738,PT01M02.00S,2022-10-27T03:22:32.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201569,66.17936925098554,50.245098039215684,1610612745,103,98,2022-10-27T03:22:38Z,7260000,1.0,265.0,1,right,MISS E. Gordon 26' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,Above the Break 3,24+ Center,,,,,,,26.54,Missed,,,,,,,,,,,,
739,PT00M59.90S,2022-10-27T03:22:34.5Z,4,REGULAR,rebound,defensive,[],203903,,,1610612762,103,98,2022-10-27T03:22:38Z,7270000,,,0,,J. Clarkson REBOUND (Off:3 Def:3),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,738.0,,,,,,,6.0,3.0,3.0
740,PT00M55.10S,2022-10-27T03:22:40.1Z,4,REGULAR,3pt,Jump Shot,[],1627736,5.863994743758213,2.696078431372549,1610612762,106,98,2022-10-27T03:22:48Z,7280000,237.0,3.0,1,left,M. Beasley 3PT  (12 PTS) (L. Markkanen 3 AST),"[1627736, 1628374]",1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Right Corner 3,24+ Right,,,,,,,23.65,Made,,,,12.0,L. Markkanen,1628374.0,3.0,,,,,
742,PT00M54.30S,2022-10-27T03:22:47.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612745,106,98,2022-10-27T03:22:47Z,7300000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,PT00M50.10S,2022-10-27T03:25:03.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203903,,,1610612745,106,98,2022-10-27T03:25:13Z,7320000,,,0,,J. Clarkson shooting personal FOUL (4 PF) (Gordon 2 FT),"[203903, 201569]",1610612762.0,UTA,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,202026.0,4.0,0.0,Gordon,201569.0,,,,,,,,,,,,,,
746,PT00M50.10S,2022-10-27T03:25:34.9Z,4,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,106,99,2022-10-27T03:25:34Z,7340000,,,0,,E. Gordon Free Throw 1 of 2 (14 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,Made,,,,14.0,,,,,,,,
747,PT00M50.10S,2022-10-27T03:25:34.9Z,4,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,106,99,2022-10-27T03:25:54Z,7350000,,,0,,MISS E. Gordon Free Throw 2 of 2,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,Missed,,,,,,,,,,,,
748,PT00M48.20S,2022-10-27T03:25:36.8Z,4,REGULAR,rebound,defensive,[],1629659,,,1610612762,106,99,2022-10-27T03:25:54Z,7360000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:7),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,747.0,,,,,,,7.0,7.0,0.0
749,PT00M34.50S,2022-10-27T03:26:05.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,5.995400788436268,53.431372549019606,1610612762,106,99,2022-10-27T03:27:38Z,7370000,-17.0,4.0,1,left,MISS T. Horton-Tucker driving reverse Layup,[1629659],1610612762.0,UTA,driving reverse,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,1.76,Missed,,,,,,,,,,,,
750,PT00M33.00S,2022-10-27T03:26:07.2Z,4,REGULAR,rebound,defensive,[],1631095,,,1610612745,106,99,2022-10-27T03:26:12Z,7380000,,,0,,J. Smith Jr. REBOUND (Off:1 Def:8),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,749.0,,,,,,,9.0,8.0,1.0
