actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
371,PT06M06.00S,2022-01-30T21:59:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,7.966491458607096,50.0,1610612757,89,75,2022-01-30T21:59:18Z,3680000,0.0,22.0,1,left,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,
372,PT06M04.00S,2022-01-30T21:59:15.0Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612741,89,75,2022-01-30T21:59:18Z,3690000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,371.0,2.0,1.0,1.0,,,,,,,
373,PT05M52.00S,2022-01-30T21:59:26.6Z,3,REGULAR,3pt,Jump Shot,[],1630245,81.553876478318,5.88235294117647,1610612741,92,75,2022-01-30T21:59:32Z,3700000,-221.0,121.0,1,right,A. Dosunmu 25' 3PT  (5 PTS) (D. DeRozan 9 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,25.16,Made,5.0,,,,D. DeRozan,201942.0,9.0,,,,,,,,,,,
375,PT05M37.00S,2022-01-30T21:59:40.9Z,3,REGULAR,3pt,Jump Shot,[],1629014,27.54599211563732,18.38235294117647,1610612757,92,75,2022-01-30T21:59:49Z,3720000,158.0,206.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
376,PT05M36.00S,2022-01-30T21:59:41.9Z,3,REGULAR,rebound,defensive,[],1628972,,,1610612741,92,75,2022-01-30T21:59:49Z,3730000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,375.0,3.0,2.0,1.0,,,,,,,
377,PT05M36.00S,2022-01-30T21:59:51.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,92,75,2022-01-30T21:59:51Z,3740000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT05M36.00S,2022-01-30T22:01:20.9Z,3,REGULAR,substitution,out,[],201942,,,1610612741,92,75,2022-01-30T22:03:51Z,3745000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
387,PT05M36.00S,2022-01-30T22:01:20.9Z,3,REGULAR,substitution,out,[],203994,,,1610612741,92,75,2022-01-30T22:03:51Z,3747500,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
388,PT05M36.00S,2022-01-30T22:01:20.9Z,3,REGULAR,substitution,in,[],1629632,,,1610612741,92,75,2022-01-30T22:03:51Z,3748750,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M36.00S,2022-01-30T22:01:20.9Z,3,REGULAR,substitution,in,[],1630570,,,1610612741,92,75,2022-01-30T22:03:51Z,3749375,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
378,PT05M23.00S,2022-01-30T22:02:50.4Z,3,REGULAR,3pt,Jump Shot,[],203897,67.09921156373193,53.431372549019606,1610612741,92,75,2022-01-30T22:03:19Z,3750000,17.0,257.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,
379,PT05M21.00S,2022-01-30T22:02:52.6Z,3,REGULAR,rebound,defensive,[],1626181,,,1610612757,92,75,2022-01-30T22:02:52Z,3760000,,,0,,N. Powell REBOUND (Off:1 Def:3),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,378.0,4.0,3.0,1.0,,,,,,,
380,PT05M11.00S,2022-01-30T22:03:02.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,4.418528252299605,53.431372549019606,1610612757,92,75,2022-01-30T22:03:22Z,3770000,-17.0,-11.0,1,left,MISS N. Powell driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.04,Missed,,,,,,,,,,,,,,,,,,
381,PT05M10.00S,2022-01-30T22:03:03.7Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,92,75,2022-01-30T22:03:22Z,3780000,,,0,,N. Vucevic REBOUND (Off:1 Def:11),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,380.0,12.0,11.0,1.0,,,,,,,
382,PT05M04.00S,2022-01-30T22:03:09.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,93.51182654402102,47.549019607843135,1610612741,94,75,2022-01-30T22:03:27Z,3790000,-12.0,8.0,1,right,N. Vucevic Layup (18 PTS) (A. Dosunmu 9 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,1.5,Made,18.0,,,,A. Dosunmu,1630245.0,9.0,,,,,,,,,,,
384,PT04M37.00S,2022-01-30T22:03:36.3Z,3,REGULAR,3pt,Jump Shot,[],1626181,10.988830486202366,4.901960784313726,1610612757,94,78,2022-01-30T22:03:47Z,3810000,225.0,51.0,1,left,N. Powell 3PT  (22 PTS) (B. McLemore 1 AST),"[1626181, 203463]",1610612757.0,POR,,,,Powell,N. Powell,,,,,23.12,Made,22.0,,,,B. McLemore,203463.0,1.0,,,,,,,,,,,
390,PT04M16.00S,2022-01-30T22:03:58.9Z,3,REGULAR,turnover,bad pass,[],202696,,,1610612741,94,78,2022-01-30T22:04:03Z,3830000,,,0,,N. Vucevic bad pass TURNOVER (1 TO),"[202696, 203463]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,1.0,McLemore,203463.0,,,,,,,,,,,,,,
391,PT04M16.00S,2022-01-30T22:03:58.9Z,3,REGULAR,steal,,[],203463,,,1610612757,94,78,2022-01-30T22:04:01Z,3840000,,,0,,B. McLemore STEAL (1 STL),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
392,PT04M09.00S,2022-01-30T22:04:05.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,32.14520367936925,55.14705882352941,1610612757,94,81,2022-01-30T22:04:28Z,3850000,-26.0,250.0,1,left,A. Simons 25' 3PT pullup (17 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,25.1,Made,17.0,,,,,,,,,,,,,,,,,
393,PT03M51.00S,2022-01-30T22:04:22.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,93.64323258869908,64.70588235294117,1610612741,96,81,2022-01-30T22:04:28Z,3860000,74.0,7.0,1,right,N. Vucevic 7' Hook (20 PTS) (C. White 4 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,7.39,Made,20.0,,,,C. White,1629632.0,4.0,,,,,,,,,,,
395,PT03M37.00S,2022-01-30T22:04:41.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612757,96,81,2022-01-30T22:05:11Z,3880000,,,0,,Z. LaVine personal FOUL (2 PF) (Covington 2 FT),"[203897, 203496]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,2714.0,2.0,0.0,Covington,203496.0,,
397,PT03M37.00S,2022-01-30T22:05:12.3Z,3,REGULAR,freethrow,1 of 2,[],203496,,,1610612757,96,82,2022-01-30T22:05:12Z,3900000,,,0,,R. Covington Free Throw 1 of 2 (10 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
398,PT03M37.00S,2022-01-30T22:05:13.3Z,3,REGULAR,substitution,out,[],1630245,,,1610612757,96,82,2022-01-30T22:05:18Z,3910000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
399,PT03M37.00S,2022-01-30T22:05:13.3Z,3,REGULAR,substitution,out,[],1626181,,,1610612757,96,82,2022-01-30T22:05:18Z,3920000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
400,PT03M37.00S,2022-01-30T22:05:13.3Z,3,REGULAR,substitution,in,[],1629750,,,1610612757,96,82,2022-01-30T22:05:18Z,3930000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
401,PT03M37.00S,2022-01-30T22:05:13.3Z,3,REGULAR,substitution,in,[],203468,,,1610612757,96,82,2022-01-30T22:05:18Z,3940000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
402,PT03M37.00S,2022-01-30T22:05:32.6Z,3,REGULAR,freethrow,2 of 2,[],203496,,,1610612757,96,83,2022-01-30T22:05:32Z,3950000,,,0,,R. Covington Free Throw 2 of 2 (11 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
403,PT03M19.00S,2022-01-30T22:05:51.6Z,3,REGULAR,3pt,Jump Shot,[],203897,69.85873850197109,17.15686274509804,1610612741,96,83,2022-01-30T22:06:02Z,3960000,-164.0,231.0,1,right,MISS Z. LaVine 28' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,28.32,Missed,,,,,,,,,,,,,,,,,,
404,PT03M15.00S,2022-01-30T22:05:55.6Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,96,83,2022-01-30T22:06:02Z,3970000,,,0,,R. Covington REBOUND (Off:0 Def:5),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,403.0,5.0,5.0,0.0,,,,,,,
405,PT03M02.00S,2022-01-30T22:06:08.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,7.703679369250986,49.01960784313725,1610612757,96,83,2022-01-30T22:06:12Z,3980000,5.0,20.0,1,left,MISS A. Simons driving Layup - blocked,"[1629014, 202696]",1610612757.0,POR,driving,,,Simons,A. Simons,,,,,2.05,Missed,,,,,,,,,,,,,,,,,Vucevic,202696.0
406,PT03M02.00S,2022-01-30T22:06:08.7Z,3,REGULAR,block,,[],202696,,,1610612757,96,83,2022-01-30T22:06:10Z,3990000,,,0,,N. Vucevic BLOCK (1 BLK),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
407,PT02M59.00S,2022-01-30T22:06:11.7Z,3,REGULAR,rebound,offensive,[],203468,,,1610612757,96,83,2022-01-30T22:06:12Z,4000000,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,405.0,4.0,3.0,1.0,,,,,,,
408,PT02M54.00S,2022-01-30T22:06:16.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203468,9.017739816031538,75.73529411764706,1610612757,96,85,2022-01-30T22:06:20Z,4010000,-129.0,32.0,1,left,C. McCollum 13' fadeaway Jump Shot (18 PTS),[203468],1610612757.0,POR,fadeaway,,,McCollum,C. McCollum,,,,,13.27,Made,18.0,,,,,,,,,,,,,,,,,
409,PT02M38.00S,2022-01-30T22:06:32.5Z,3,REGULAR,3pt,Jump Shot,[],1629750,89.96386333771353,96.32352941176471,1610612741,96,85,2022-01-30T22:06:38Z,4020000,232.0,42.0,1,right,MISS J. Green 3PT,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,
410,PT02M34.00S,2022-01-30T22:06:36.5Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,96,85,2022-01-30T22:06:38Z,4030000,,,0,,R. Covington REBOUND (Off:0 Def:6),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,409.0,6.0,6.0,0.0,,,,,,,
411,PT02M25.00S,2022-01-30T22:06:45.4Z,3,REGULAR,3pt,Jump Shot,[],203463,6.258212877792378,4.6568627450980395,1610612757,96,88,2022-01-30T22:06:51Z,4040000,227.0,6.0,1,left,B. McLemore 3PT  (5 PTS) (A. Simons 6 AST),"[203463, 1629014]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,22.68,Made,5.0,,,,A. Simons,1629014.0,6.0,,,,,,,,,,,
413,PT02M02.00S,2022-01-30T22:07:10.9Z,3,REGULAR,foul,personal,['3freethrow'],1630570,,,1610612741,96,88,2022-01-30T22:07:21Z,4060000,,,0,,T. Watford shooting personal FOUL (2 PF) (White 3 FT),"[1630570, 1629632]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,White,1629632.0,,
415,PT02M02.00S,2022-01-30T22:07:35.8Z,3,REGULAR,freethrow,1 of 3,[],1629632,,,1610612741,97,88,2022-01-30T22:07:35Z,4080000,,,0,,C. White Free Throw 1 of 3 (12 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
416,PT02M02.00S,2022-01-30T22:07:56.6Z,3,REGULAR,freethrow,2 of 3,[],1629632,,,1610612741,98,88,2022-01-30T22:07:56Z,4090000,,,0,,C. White Free Throw 2 of 3 (13 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
417,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,out,[],1628972,,,1610612741,98,88,2022-01-30T22:08:13Z,4100000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
418,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,out,[],203897,,,1610612741,98,88,2022-01-30T22:08:13Z,4110000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
419,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,out,[],202696,,,1610612741,98,88,2022-01-30T22:08:13Z,4120000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
420,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,out,[],1629014,,,1610612741,98,88,2022-01-30T22:08:13Z,4130000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
421,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,in,[],1628396,,,1610612741,98,88,2022-01-30T22:08:13Z,4140000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
422,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,in,[],1629744,,,1610612741,98,88,2022-01-30T22:08:13Z,4150000,,,0,,SUB in: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
423,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,in,[],201942,,,1610612741,98,88,2022-01-30T22:08:13Z,4160000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
424,PT02M02.00S,2022-01-30T22:07:57.4Z,3,REGULAR,substitution,in,[],1628372,,,1610612741,98,88,2022-01-30T22:08:13Z,4170000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
425,PT02M02.00S,2022-01-30T22:08:19.1Z,3,REGULAR,freethrow,3 of 3,[],1629632,,,1610612741,99,88,2022-01-30T22:08:19Z,4180000,,,0,,C. White Free Throw 3 of 3 (14 PTS),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
426,PT01M51.00S,2022-01-30T22:08:32.7Z,3,REGULAR,2pt,Jump Shot,[],203468,19.267411300919843,87.00980392156863,1610612757,99,88,2022-01-30T22:08:41Z,4190000,-185.0,129.0,1,left,MISS C. McCollum 22' Jump Shot,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,22.53,Missed,,,,,,,,,,,,,,,,,,
427,PT01M48.00S,2022-01-30T22:08:35.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,99,88,2022-01-30T22:08:41Z,4200000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,426.0,2.0,2.0,0.0,,,,,,,
428,PT01M42.00S,2022-01-30T22:08:44.8Z,3,REGULAR,2pt,Jump Shot,[],201942,76.03482260183968,46.568627450980394,1610612741,101,88,2022-01-30T22:09:06Z,4210000,-17.0,173.0,1,right,D. DeRozan 17' Jump Shot (15 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,17.37,Made,15.0,,,,,,,,,,,,,,,,,
429,PT01M42.00S,2022-01-30T22:08:49.3Z,3,REGULAR,foul,personal,['1freethrow'],1630570,,,1610612741,101,88,2022-01-30T22:09:12Z,4220000,,,0,,T. Watford shooting personal FOUL (3 PF) (DeRozan 1 FT),"[1630570, 201942]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,203592.0,3.0,0.0,DeRozan,201942.0,,
431,PT01M42.00S,2022-01-30T22:09:13.7Z,3,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,102,88,2022-01-30T22:09:13Z,4240000,,,0,,D. DeRozan Free Throw 1 of 1 (16 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
432,PT01M27.00S,2022-01-30T22:09:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,5.206964520367937,54.65686274509803,1610612757,102,90,2022-01-30T22:10:51Z,4250000,-23.0,-4.0,1,left,C. McCollum floating Jump Shot (20 PTS) (T. Watford 2 AST),"[203468, 1630570]",1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,2.36,Made,20.0,,,,T. Watford,1630570.0,2.0,,,,,,,,,,,
434,PT01M14.00S,2022-01-30T22:09:43.1Z,3,REGULAR,2pt,Jump Shot,[],201942,71.96123521681997,40.931372549019606,1610612741,104,90,2022-01-30T22:09:49Z,4270000,-45.0,211.0,1,right,D. DeRozan 21' pullup Jump Shot (18 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,21.59,Made,18.0,,,,,,,,,,,,,,,,,
435,PT00M58.20S,2022-01-30T22:10:00.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,12.302890932982917,52.20588235294118,1610612757,104,92,2022-01-30T22:10:10Z,4280000,-11.0,63.0,1,left,T. Watford 6' Jump Shot (6 PTS) (D. Smith Jr. 2 AST),"[1630570, 1628372]",1610612757.0,POR,,,,Watford,T. Watford,,,,,6.41,Made,6.0,,,,D. Smith Jr.,1628372.0,2.0,,,,,,,,,,,
437,PT00M38.40S,2022-01-30T22:10:42.3Z,3,REGULAR,turnover,out-of-bounds,[],1629632,,,1610612741,104,92,2022-01-30T22:10:48Z,4300000,,,0,,C. White lost ball out-of-bounds TURNOVER (1 TO),[1629632],1610612741.0,CHI,lost ball,,,White,C. White,,,,,,,,1.0,,,,,,,,,,203592.0,,,,,,
438,PT00M30.30S,2022-01-30T22:10:56.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,7.30946123521682,55.392156862745104,1610612757,104,92,2022-01-30T22:11:01Z,4310000,-27.0,16.0,1,left,MISS C. McCollum driving Layup - blocked,"[203468, 1629750]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,3.15,Missed,,,,,,,,,,,,,,,,,Green,1629750.0
439,PT00M30.30S,2022-01-30T22:10:56.8Z,3,REGULAR,block,,[],1629750,,,1610612757,104,92,2022-01-30T22:10:59Z,4320000,,,0,,J. Green BLOCK (1 BLK),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
440,PT00M27.40S,2022-01-30T22:10:59.7Z,3,REGULAR,rebound,offensive,[],203463,,,1610612757,104,92,2022-01-30T22:11:01Z,4330000,,,0,,B. McLemore REBOUND (Off:1 Def:2),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,438.0,3.0,2.0,1.0,,,,,,,
441,PT00M24.90S,2022-01-30T22:11:02.4Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203463,10.33180026281209,96.07843137254902,1610612757,104,92,2022-01-30T22:11:06Z,4340000,-230.0,45.0,1,left,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,
442,PT00M22.90S,2022-01-30T22:11:04.7Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,104,92,2022-01-30T22:11:04Z,4350000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,441.0,3.0,3.0,0.0,,,,,,,
443,PT00M06.10S,2022-01-30T22:11:21.1Z,3,REGULAR,2pt,Jump Shot,[],201942,74.06373193166885,25.98039215686275,1610612741,104,92,2022-01-30T22:13:33Z,4360000,-120.0,191.0,1,right,MISS D. DeRozan 22' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,22.59,Missed,,,,,,,,,,,,,,,,,,
444,PT00M06.10S,2022-01-30T22:11:21.1Z,3,REGULAR,rebound,offensive,[],1628396,,,1610612741,104,92,2022-01-30T22:11:30Z,4370000,,,0,,T. Bradley REBOUND (Off:2 Def:3),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,443.0,5.0,3.0,2.0,,,,,,,
448,PT00M03.10S,2022-01-30T22:11:24.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,92.85479632063075,49.26470588235294,1610612741,104,92,2022-01-30T22:12:45Z,4375000,-4.0,15.0,1,right,MISS T. Bradley putback Layup - blocked,"[1628396, 1630570]",1610612741.0,CHI,putback,,,Bradley,T. Bradley,,,,,1.52,Missed,,,,,,,,,,,,,,,,,Watford,1630570.0
449,PT00M03.10S,2022-01-30T22:11:24.6Z,3,REGULAR,block,,[],1630570,,,1610612741,104,92,2022-01-30T22:12:45Z,4377500,,,0,,T. Watford BLOCK (2 BLK),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
450,PT00M03.10S,2022-01-30T22:11:24.6Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612757,104,92,2022-01-30T22:12:45Z,4378750,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,448.0,1.0,1.0,0.0,,,,,,,
447,PT00M00.00S,2022-01-30T22:11:31.5Z,3,REGULAR,period,end,[],0,,,1610612757,104,92,2022-01-30T22:11:31Z,4400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2022-01-30T22:13:38.0Z,4,REGULAR,substitution,out,['startperiod'],203496,,,1610612757,104,92,2022-01-30T22:14:02Z,4410000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2022-01-30T22:13:38.0Z,4,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,104,92,2022-01-30T22:14:02Z,4420000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2022-01-30T22:14:08.5Z,4,REGULAR,period,start,[],0,,,1610612757,104,92,2022-01-30T22:14:08Z,4430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT11M48.00S,2022-01-30T22:14:19.9Z,4,REGULAR,2pt,Jump Shot,[],203468,20.844283837056505,50.0,1610612757,104,92,2022-01-30T22:14:25Z,4440000,0.0,143.0,1,left,MISS C. McCollum 14' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,14.34,Missed,,,,,,,,,,,,,,,,,,
455,PT11M44.00S,2022-01-30T22:14:23.9Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,104,92,2022-01-30T22:14:25Z,4450000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,454.0,4.0,4.0,0.0,,,,,,,
456,PT11M35.00S,2022-01-30T22:14:33.1Z,4,REGULAR,3pt,Jump Shot,[],1629632,69.99014454664915,71.32352941176471,1610612741,104,92,2022-01-30T22:14:41Z,4460000,107.0,230.0,1,right,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,
457,PT11M29.00S,2022-01-30T22:14:39.1Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,104,92,2022-01-30T22:14:41Z,4470000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,456.0,2.0,1.0,1.0,,,,,,,
458,PT11M22.00S,2022-01-30T22:14:45.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,17.69053876478318,49.26470588235294,1610612757,104,94,2022-01-30T22:14:54Z,4480000,4.0,114.0,1,left,T. Watford 11' floating Jump Shot (8 PTS) (D. Smith Jr. 3 AST),"[1630570, 1628372]",1610612757.0,POR,floating,,,Watford,T. Watford,,,,,11.39,Made,8.0,,,,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,,
