actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
98,PT01M57.00S,2022-01-30T20:57:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,87.07293035479631,50.73529411764706,1610612757,27,33,2022-01-30T20:58:05Z,970000,4.0,69.0,1,right,T. Watford 6' Jump Shot (2 PTS) (C. McCollum 4 AST),"[1630570, 203468]",1610612757.0,POR,,,,Watford,T. Watford,,,,,6.91,Made,2.0,,,,C. McCollum,203468.0,4.0,,,,,,,,,,,
100,PT01M44.00S,2022-01-30T20:58:05.5Z,1,REGULAR,2pt,Jump Shot,[],203897,25.837713534822605,27.205882352941174,1610612741,27,33,2022-01-30T20:58:46Z,990000,114.0,190.0,1,left,MISS Z. LaVine 22' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,
101,PT01M40.00S,2022-01-30T20:58:09.5Z,1,REGULAR,rebound,defensive,[],203463,,,1610612757,27,33,2022-01-30T20:58:12Z,1000000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,
102,PT01M33.00S,2022-01-30T20:58:17.2Z,1,REGULAR,3pt,Jump Shot,[],203463,70.51576872536137,26.47058823529412,1610612757,27,33,2022-01-30T20:58:29Z,1010000,-118.0,225.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,25.36,Missed,,,,,,,,,,,,,,,,,,
103,PT01M31.00S,2022-01-30T20:58:19.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,27,33,2022-01-30T20:58:29Z,1020000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,
104,PT01M31.00S,2022-01-30T20:58:21.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,27,33,2022-01-30T20:58:21Z,1030000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT01M31.00S,2022-01-30T20:58:22.8Z,1,REGULAR,substitution,out,[],203897,,,1610612757,27,33,2022-01-30T20:58:25Z,1040000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
106,PT01M31.00S,2022-01-30T20:58:22.8Z,1,REGULAR,substitution,in,[],201942,,,1610612757,27,33,2022-01-30T20:58:25Z,1050000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
107,PT01M29.00S,2022-01-30T20:58:37.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203463,90.3580814717477,78.43137254901961,1610612757,27,33,2022-01-30T20:59:38Z,1060000,142.0,38.0,1,right,MISS B. McLemore 14' Jump Shot,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,14.72,Missed,,,,,,,,,,,,,,,,,,
108,PT01M26.00S,2022-01-30T20:58:40.9Z,1,REGULAR,rebound,defensive,[],1629744,,,1610612741,27,33,2022-01-30T20:58:44Z,1070000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,
109,PT01M16.00S,2022-01-30T20:58:51.9Z,1,REGULAR,3pt,Jump Shot,[],1629744,4.02431011826544,94.85294117647058,1610612741,27,33,2022-01-30T20:59:04Z,1080000,-224.0,-15.0,1,left,MISS M. Thomas 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,22.48,Missed,,,,,,,,,,,,,,,,,,
110,PT01M12.00S,2022-01-30T20:58:55.9Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612741,27,33,2022-01-30T20:59:04Z,1090000,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,
111,PT01M10.00S,2022-01-30T20:58:57.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629744,9.806176084099869,94.85294117647058,1610612741,27,33,2022-01-30T20:59:26Z,1100000,-224.0,40.0,1,left,MISS M. Thomas 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,
112,PT01M05.00S,2022-01-30T20:59:02.3Z,1,REGULAR,rebound,offensive,[],1629744,,,1610612741,27,33,2022-01-30T21:04:03Z,1110000,,,0,,M. Thomas REBOUND (Off:1 Def:1),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,111.0,2.0,1.0,1.0,,,,,,,
113,PT00M53.90S,2022-01-30T20:59:14.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629632,8.360709592641262,46.07843137254902,1610612741,27,33,2022-01-30T20:59:32Z,1120000,20.0,26.0,1,left,MISS C. White driving floating Shot,[1629632],1610612741.0,CHI,driving floating,,,White,C. White,,,,,3.26,Missed,,,,,,,,,,,,,,,,,,
114,PT00M53.60S,2022-01-30T20:59:14.7Z,1,REGULAR,rebound,offensive,[],1629632,,,1610612741,27,33,2022-01-30T20:59:32Z,1130000,,,0,,C. White REBOUND (Off:1 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,113.0,2.0,1.0,1.0,,,,,,,
115,PT00M53.60S,2022-01-30T20:59:18.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629632,5.590000152587891,50.0,1610612741,27,33,2022-01-30T20:59:18Z,1140000,0.0,0.0,1,left,MISS C. White tip Layup,[1629632],1610612741.0,CHI,tip,,,White,C. White,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
116,PT00M53.60S,2022-01-30T20:59:19.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,27,33,2022-01-30T20:59:19Z,1150000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,115.0,,,,,,,,,,
117,PT00M53.60S,2022-01-30T20:59:20.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,27,33,2022-01-30T20:59:20Z,1160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT00M44.30S,2022-01-30T20:59:35.9Z,1,REGULAR,3pt,Jump Shot,[],203468,94.56307490144546,5.392156862745098,1610612757,27,33,2022-01-30T20:59:43Z,1170000,-223.0,-1.0,1,right,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,
119,PT00M40.20S,2022-01-30T20:59:40.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,27,33,2022-01-30T20:59:43Z,1180000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,
120,PT00M31.30S,2022-01-30T20:59:49.0Z,1,REGULAR,2pt,Jump Shot,[],1629744,8.623521681997373,78.43137254901961,1610612741,29,33,2022-01-30T21:00:11Z,1190000,-142.0,29.0,1,left,M. Thomas 14' pullup bank Jump Shot (2 PTS) (D. DeRozan 3 AST),"[1629744, 201942]",1610612741.0,CHI,pullup bank,,,Thomas,M. Thomas,,,,,14.5,Made,2.0,,,,D. DeRozan,201942.0,3.0,,,,,,,,,,,
122,PT00M14.00S,2022-01-30T21:00:18.9Z,1,REGULAR,foul,personal,[],1629744,,,1610612757,29,33,2022-01-30T21:00:28Z,1210000,,,0,,M. Thomas personal FOUL (1 PF),"[1629744, 203463]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,2714.0,1.0,0.0,McLemore,203463.0,,
124,PT00M14.00S,2022-01-30T21:00:27.3Z,1,REGULAR,substitution,out,[],1629744,,,1610612757,29,33,2022-01-30T21:00:31Z,1230000,,,0,,SUB out: M. Thomas,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M14.00S,2022-01-30T21:00:27.3Z,1,REGULAR,substitution,in,[],1629750,,,1610612757,29,33,2022-01-30T21:00:31Z,1240000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M00.80S,2022-01-30T21:00:50.8Z,1,REGULAR,2pt,Jump Shot,[],203468,78.13731931668858,40.44117647058824,1610612757,29,35,2022-01-30T21:00:59Z,1250000,-48.0,153.0,1,right,C. McCollum 16' pullup Jump Shot (9 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,16.03,Made,9.0,,,,,,,,,,,,,,,,,
127,PT00M00.00S,2022-01-30T21:00:57.9Z,1,REGULAR,period,end,[],0,,,1610612741,29,35,2022-01-30T21:00:57Z,1260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT12M00.00S,2022-01-30T21:03:06.0Z,2,REGULAR,substitution,out,['startperiod'],203463,,,1610612741,29,35,2022-01-30T21:03:27Z,1270000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
129,PT12M00.00S,2022-01-30T21:03:06.0Z,2,REGULAR,substitution,out,['startperiod'],203496,,,1610612741,29,35,2022-01-30T21:03:27Z,1280000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
130,PT12M00.00S,2022-01-30T21:03:06.0Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612741,29,35,2022-01-30T21:03:27Z,1290000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
131,PT12M00.00S,2022-01-30T21:03:06.0Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612741,29,35,2022-01-30T21:03:27Z,1300000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2022-01-30T21:03:39.1Z,2,REGULAR,period,start,[],0,,,1610612741,29,35,2022-01-30T21:03:39Z,1310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT11M48.00S,2022-01-30T21:03:54.4Z,2,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612741,29,35,2022-01-30T21:04:18Z,1320000,,,0,,T. Watford shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630570, 201942]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,203592.0,1.0,0.0,DeRozan,201942.0,,
135,PT11M48.00S,2022-01-30T21:04:19.1Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,30,35,2022-01-30T21:04:19Z,1340000,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
136,PT11M48.00S,2022-01-30T21:04:55.0Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,31,35,2022-01-30T21:04:55Z,1350000,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
137,PT11M31.00S,2022-01-30T21:05:13.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.56307490144546,46.81372549019608,1610612757,31,37,2022-01-30T21:05:18Z,1360000,-16.0,-1.0,1,right,C. McCollum driving finger roll Layup (11 PTS),[203468],1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,1.6,Made,11.0,,,,,,,,,,,,,,,,,
138,PT11M19.00S,2022-01-30T21:05:26.4Z,2,REGULAR,3pt,Jump Shot,[],1629632,28.203022339027594,77.69607843137256,1610612741,34,37,2022-01-30T21:05:31Z,1370000,-138.0,213.0,1,left,C. White 25' 3PT  (5 PTS) (D. DeRozan 4 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,25.37,Made,5.0,,,,D. DeRozan,201942.0,4.0,,,,,,,,,,,
140,PT11M01.00S,2022-01-30T21:05:44.2Z,2,REGULAR,2pt,Jump Shot,[],203468,79.188567674113,70.83333333333334,1610612757,34,37,2022-01-30T21:05:50Z,1390000,104.0,143.0,1,right,MISS C. McCollum 17' pullup Shot,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,17.7,Missed,,,,,,,,,,,,,,,,,,
141,PT10M58.00S,2022-01-30T21:05:47.2Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,34,37,2022-01-30T21:05:50Z,1400000,,,0,,T. Bradley REBOUND (Off:1 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,140.0,2.0,1.0,1.0,,,,,,,
142,PT10M50.00S,2022-01-30T21:05:55.2Z,2,REGULAR,3pt,Jump Shot,[],1628972,13.222733245729303,94.36274509803921,1610612741,37,37,2022-01-30T21:06:02Z,1410000,-222.0,72.0,1,left,T. Brown Jr. 3PT  (3 PTS) (D. DeRozan 5 AST),"[1628972, 201942]",1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.31,Made,3.0,,,,D. DeRozan,201942.0,5.0,,,,,,,,,,,
144,PT10M33.00S,2022-01-30T21:06:11.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,94.03745072273325,54.41176470588235,1610612757,37,39,2022-01-30T21:06:16Z,1430000,22.0,4.0,1,right,N. Powell driving Layup (8 PTS) (T. Watford 1 AST),"[1626181, 1630570]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.24,Made,8.0,,,,T. Watford,1630570.0,1.0,,,,,,,,,,,
146,PT10M21.00S,2022-01-30T21:06:24.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,25.04927726675427,17.15686274509804,1610612741,40,39,2022-01-30T21:06:29Z,1450000,164.0,183.0,1,left,C. White 24' 3PT  (8 PTS) (T. Brown Jr. 1 AST),"[1629632, 1628972]",1610612741.0,CHI,,,,White,C. White,,,,,24.59,Made,8.0,,,,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,
148,PT09M59.00S,2022-01-30T21:06:45.4Z,2,REGULAR,3pt,Jump Shot,[],1630570,67.88764783180025,32.84313725490196,1610612757,40,39,2022-01-30T21:06:56Z,1470000,-86.0,249.0,1,right,MISS T. Watford 26' 3PT,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,
149,PT09M56.00S,2022-01-30T21:06:48.4Z,2,REGULAR,rebound,offensive,[],1628372,,,1610612757,40,39,2022-01-30T21:06:56Z,1480000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,148.0,1.0,0.0,1.0,,,,,,,
150,PT09M54.00S,2022-01-30T21:06:51.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,68.67608409986859,67.40196078431373,1610612757,40,42,2022-01-30T21:07:00Z,1490000,87.0,242.0,1,right,N. Powell 25' 3PT  (11 PTS) (D. Smith Jr. 1 AST),"[1626181, 1628372]",1610612757.0,POR,,,,Powell,N. Powell,,,,,25.71,Made,11.0,,,,D. Smith Jr.,1628372.0,1.0,,,,,,,,,,,
152,PT09M37.00S,2022-01-30T21:07:07.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,6.783837056504599,94.11764705882352,1610612741,43,42,2022-01-30T21:07:20Z,1510000,-221.0,11.0,1,left,C. White 3PT  (11 PTS) (D. DeRozan 6 AST),"[1629632, 201942]",1610612741.0,CHI,,,,White,C. White,,,,,22.09,Made,11.0,,,,D. DeRozan,201942.0,6.0,,,,,,,,,,,
154,PT09M35.00S,2022-01-30T21:07:14.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,43,42,2022-01-30T21:07:14Z,1530000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT09M35.00S,2022-01-30T21:09:52.8Z,2,REGULAR,substitution,out,[],1628372,,,1610612757,43,42,2022-01-30T21:10:12Z,1540000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
156,PT09M35.00S,2022-01-30T21:09:52.8Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,43,42,2022-01-30T21:10:12Z,1550000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
157,PT09M26.00S,2022-01-30T21:10:26.8Z,2,REGULAR,foul,personal,['2freethrow'],1628972,,,1610612757,43,42,2022-01-30T21:10:37Z,1560000,,,0,,T. Brown Jr. shooting personal FOUL (2 PF) (Powell 2 FT),"[1628972, 1626181]",1610612741.0,CHI,shooting,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Powell,1626181.0,,
159,PT09M26.00S,2022-01-30T21:10:50.7Z,2,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,43,43,2022-01-30T21:11:11Z,1580000,,,0,,N. Powell Free Throw 1 of 2 (12 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
160,PT09M26.00S,2022-01-30T21:10:51.5Z,2,REGULAR,substitution,out,[],1629750,,,1610612757,43,43,2022-01-30T21:10:54Z,1590000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
161,PT09M26.00S,2022-01-30T21:10:51.5Z,2,REGULAR,substitution,in,[],1630245,,,1610612757,43,43,2022-01-30T21:10:54Z,1600000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
162,PT09M26.00S,2022-01-30T21:10:50.7Z,2,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,43,43,2022-01-30T21:11:11Z,1610000,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,
163,PT09M23.00S,2022-01-30T21:10:53.7Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,43,43,2022-01-30T21:11:11Z,1620000,,,0,,T. Bradley REBOUND (Off:1 Def:2),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,162.0,3.0,2.0,1.0,,,,,,,
164,PT09M11.00S,2022-01-30T21:11:21.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628396,5.732588699080158,51.470588235294116,1610612741,45,43,2022-01-30T21:11:25Z,1630000,-7.0,1.0,1,left,T. Bradley DUNK (2 PTS) (D. DeRozan 7 AST),"[1628396, 201942]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,0.75,Made,2.0,,,,D. DeRozan,201942.0,7.0,,,,,,,,,,,
166,PT08M59.00S,2022-01-30T21:11:33.2Z,2,REGULAR,3pt,Jump Shot,[],1626181,66.83639947437582,50.98039215686274,1610612757,45,46,2022-01-30T21:11:39Z,1650000,5.0,259.0,1,right,N. Powell 25' 3PT  (15 PTS) (A. Simons 3 AST),"[1626181, 1629014]",1610612757.0,POR,,,,Powell,N. Powell,,,,,25.92,Made,15.0,,,,A. Simons,1629014.0,3.0,,,,,,,,,,,
168,PT08M41.00S,2022-01-30T21:11:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,6.258212877792378,47.794117647058826,1610612741,47,46,2022-01-30T21:11:55Z,1670000,11.0,6.0,1,left,T. Bradley Layup (4 PTS) (C. White 2 AST),"[1628396, 1629632]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,1.27,Made,4.0,,,,C. White,1629632.0,2.0,,,,,,,,,,,
170,PT08M26.00S,2022-01-30T21:12:06.2Z,2,REGULAR,turnover,bad pass,[],1626181,,,1610612757,47,46,2022-01-30T21:12:10Z,1690000,,,0,,N. Powell bad pass TURNOVER (2 TO),"[1626181, 1628396]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,2.0,Bradley,1628396.0,,,,,,,,,,,,,,
171,PT08M26.00S,2022-01-30T21:12:06.2Z,2,REGULAR,steal,,[],1628396,,,1610612741,47,46,2022-01-30T21:12:07Z,1700000,,,0,,T. Bradley STEAL (1 STL),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
172,PT08M23.00S,2022-01-30T21:12:09.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,5.863994743758213,50.49019607843137,1610612741,47,46,2022-01-30T21:12:17Z,1710000,-2.0,3.0,1,left,MISS A. Dosunmu running DUNK,[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,0.36,Missed,,,,,,,,,,,,,,,,,,
173,PT08M21.00S,2022-01-30T21:12:11.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,47,46,2022-01-30T21:12:11Z,1720000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,
174,PT08M08.00S,2022-01-30T21:12:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,91.14651773981603,46.07843137254902,1610612757,47,48,2022-01-30T21:12:29Z,1730000,-20.0,31.0,1,right,T. Watford turnaround Jump Shot (4 PTS),[1630570],1610612757.0,POR,turnaround,,,Watford,T. Watford,,,,,3.64,Made,4.0,,,,,,,,,,,,,,,,,
175,PT07M53.00S,2022-01-30T21:12:39.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,5.995400788436268,47.549019607843135,1610612741,49,48,2022-01-30T21:12:43Z,1740000,12.0,4.0,1,left,T. Bradley Layup (6 PTS) (C. White 3 AST),"[1628396, 1629632]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,1.29,Made,6.0,,,,C. White,1629632.0,3.0,,,,,,,,,,,
177,PT07M33.00S,2022-01-30T21:12:58.9Z,2,REGULAR,2pt,Jump Shot,[],1629014,71.82982917214193,57.84313725490197,1610612757,49,48,2022-01-30T21:13:34Z,1760000,39.0,212.0,1,right,MISS A. Simons 21' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,21.59,Missed,,,,,,,,,,,,,,,,,,
178,PT07M31.00S,2022-01-30T21:13:00.9Z,2,REGULAR,rebound,defensive,[],1628396,,,1610612741,49,48,2022-01-30T21:13:02Z,1770000,,,0,,T. Bradley REBOUND (Off:1 Def:3),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,177.0,4.0,3.0,1.0,,,,,,,
179,PT07M24.00S,2022-01-30T21:13:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,7.046649145860711,46.07843137254902,1610612741,49,48,2022-01-30T21:13:13Z,1780000,20.0,14.0,1,left,MISS T. Bradley driving Layup - blocked,"[1628396, 1630570]",1610612741.0,CHI,driving,,,Bradley,T. Bradley,,,,,2.39,Missed,,,,,,,,,,,,,,,,,Watford,1630570.0
180,PT07M24.00S,2022-01-30T21:13:07.8Z,2,REGULAR,block,,[],1630570,,,1610612741,49,48,2022-01-30T21:13:10Z,1790000,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
181,PT07M21.00S,2022-01-30T21:13:10.8Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612741,49,48,2022-01-30T21:13:13Z,1800000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,179.0,1.0,0.0,1.0,,,,,,,
182,PT07M19.00S,2022-01-30T21:13:12.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628972,9.280551905387648,3.6764705882352944,1610612741,49,48,2022-01-30T21:13:16Z,1810000,232.0,35.0,1,left,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,23.42,Missed,,,,,,,,,,,,,,,,,,
183,PT07M16.00S,2022-01-30T21:13:15.7Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,49,48,2022-01-30T21:13:15Z,1820000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,,,
184,PT07M11.00S,2022-01-30T21:13:20.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203468,91.14651773981603,73.52941176470588,1610612757,49,50,2022-01-30T21:13:27Z,1830000,118.0,31.0,1,right,C. McCollum 12' pullup Jump Shot (13 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,12.15,Made,13.0,,,,,,,,,,,,,,,,,
185,PT06M59.00S,2022-01-30T21:13:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629632,32.933639947437584,50.245098039215684,1610612741,49,50,2022-01-30T21:13:38Z,1840000,-1.0,257.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,
186,PT06M57.00S,2022-01-30T21:13:34.5Z,2,REGULAR,rebound,defensive,[],203503,,,1610612757,49,50,2022-01-30T21:13:38Z,1850000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,185.0,1.0,1.0,0.0,,,,,,,
187,PT06M53.00S,2022-01-30T21:13:38.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,90.3580814717477,96.07843137254902,1610612757,49,50,2022-01-30T21:14:49Z,1860000,230.0,38.0,1,right,MISS C. McCollum running 3PT,[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,23.35,Missed,,,,,,,,,,,,,,,,,,
