actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
93,PT05M03.00S,2021-12-07T01:24:40.4Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,9,17,2021-12-07T01:24:43Z,930000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M03.00S,2021-12-07T01:24:22.6Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203932,,,1610612743,9,17,2021-12-07T01:24:58Z,940000,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M00.00S,2021-12-07T01:24:25.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,9,17,2021-12-07T01:24:58Z,950000,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,
96,PT04M52.00S,2021-12-07T01:25:07.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",203897,8.409986859395532,48.95833333333333,1610612741,11,17,2021-12-07T01:25:26Z,960000,5.0,27.0,1,left,Z. LaVine driving Layup (4 PTS),[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,2.71,Made,,,,,,,4.0,,,,,,,,,,,,
98,PT04M52.00S,2021-12-07T01:25:17.2Z,1,REGULAR,violation,defensive goaltending,[],203932,,,1610612741,11,17,2021-12-07T01:25:26Z,980000,,,0,,A. Gordon defensive goaltending VIOLATION,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,2882.0,,,,,,,,
99,PT04M43.00S,2021-12-07T01:25:31.9Z,1,REGULAR,foul,personal,[],203897,,,1610612743,11,17,2021-12-07T01:25:38Z,990000,,,0,,Z. LaVine personal FOUL (1 PF),"[203897, 1628420]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,201246.0,,,,1.0,0.0,Morris,1628420.0,
101,PT04M37.00S,2021-12-07T01:25:54.0Z,1,REGULAR,3pt,Jump Shot,[],203999,67.36202365308804,58.08823529411765,1610612743,11,20,2021-12-07T01:25:59Z,1010000,40.0,254.0,1,right,N. Jokic 25' 3PT  (3 PTS) (M. Morris 3 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,25.75,Made,,,,,,,3.0,M. Morris,1628420.0,3.0,,,,,,,,,
103,PT04M24.00S,2021-12-07T01:26:08.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,18.084756898817346,47.794117647058826,1610612741,13,20,2021-12-07T01:26:13Z,1030000,11.0,117.0,1,left,N. Vucevic 11' Jump Shot (7 PTS) (Z. LaVine 2 AST),"[202696, 203897]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,11.8,Made,,,,,,,7.0,Z. LaVine,203897.0,2.0,,,,,,,,,
105,PT04M10.00S,2021-12-07T01:26:21.6Z,1,REGULAR,3pt,Jump Shot,[],203932,96.7969776609724,3.431372549019608,1610612743,13,23,2021-12-07T01:26:26Z,1050000,-233.0,-22.0,1,right,A. Gordon 3PT  (5 PTS) (M. Morris 4 AST),"[203932, 1628420]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,23.39,Made,,,,,,,5.0,M. Morris,1628420.0,4.0,,,,,,,,,
107,PT03M49.00S,2021-12-07T01:26:42.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,5.995400788436268,50.245098039215684,1610612741,15,23,2021-12-07T01:26:47Z,1070000,-1.0,4.0,1,left,T. Brown Jr. Layup (2 PTS),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,0.41,Made,,,,,,,2.0,,,,,,,,,,,,
108,PT03M29.00S,2021-12-07T01:27:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630267,93.64323258869908,48.28431372549019,1610612743,15,23,2021-12-07T01:27:06Z,1080000,-9.0,7.0,1,right,MISS F. Campazzo driving Layup,[1630267],1610612743.0,DEN,driving,,,Campazzo,F. Campazzo,,,,,1.13,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M25.00S,2021-12-07T01:27:05.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,15,23,2021-12-07T01:27:05Z,1090000,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,108.0,3.0,2.0,1.0,,,,,,,,,,,,,
110,PT03M25.00S,2021-12-07T01:27:05.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,15,25,2021-12-07T01:27:05Z,1100000,0.0,0.0,1,right,N. Jokic tip Layup (5 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,,
111,PT03M13.00S,2021-12-07T01:27:17.8Z,1,REGULAR,2pt,Jump Shot,[],203897,10.988830486202366,23.284313725490197,1610612741,15,25,2021-12-07T01:27:24Z,1110000,134.0,51.0,1,left,MISS Z. LaVine 14' turnaround fadeaway Shot,[203897],1610612741.0,CHI,turnaround fadeaway,,,LaVine,Z. LaVine,,,,,14.29,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M11.00S,2021-12-07T01:27:20.1Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612741,15,25,2021-12-07T01:27:20Z,1120000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:0),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,
113,PT03M10.00S,2021-12-07T01:27:27.8Z,1,REGULAR,violation,kicked ball,[],1630267,,,1610612741,15,25,2021-12-07T01:27:36Z,1130000,,,0,,F. Campazzo kicked ball VIOLATION,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,2882.0,,,,,,,,
114,PT03M10.00S,2021-12-07T01:27:29.4Z,1,REGULAR,substitution,out,[],203897,,,1610612741,15,25,2021-12-07T01:27:44Z,1140000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M10.00S,2021-12-07T01:27:29.4Z,1,REGULAR,substitution,out,[],1628420,,,1610612741,15,25,2021-12-07T01:27:44Z,1150000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M10.00S,2021-12-07T01:27:29.4Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,15,25,2021-12-07T01:27:44Z,1160000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M10.00S,2021-12-07T01:27:29.4Z,1,REGULAR,substitution,in,[],1628432,,,1610612741,15,25,2021-12-07T01:27:44Z,1170000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M00.00S,2021-12-07T01:27:56.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628366,17.69053876478318,50.73529411764706,1610612741,15,25,2021-12-07T01:28:00Z,1180000,-4.0,114.0,1,left,MISS L. Ball 11' pullup Shot,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,11.39,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M58.00S,2021-12-07T01:27:58.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,15,25,2021-12-07T01:28:00Z,1190000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,118.0,4.0,3.0,1.0,,,,,,,,,,,,,
120,PT02M49.00S,2021-12-07T01:28:07.7Z,1,REGULAR,3pt,Jump Shot,[],1630192,94.95729303547962,96.56862745098039,1610612743,15,25,2021-12-07T01:28:15Z,1200000,233.0,-5.0,1,right,MISS Z. Nnaji 3PT,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M44.00S,2021-12-07T01:28:12.7Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,15,25,2021-12-07T01:28:15Z,1210000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,120.0,2.0,2.0,0.0,,,,,,,,,,,,,
122,PT02M24.00S,2021-12-07T01:28:31.8Z,1,REGULAR,3pt,Jump Shot,[],1628972,8.886333771353483,98.52941176470588,1610612741,15,25,2021-12-07T01:28:40Z,1220000,-243.0,31.0,1,left,MISS T. Brown Jr. 24' 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2021-12-07T01:28:35.9Z,1,REGULAR,rebound,offensive,[],1628366,,,1610612741,15,25,2021-12-07T01:28:35Z,1230000,,,0,,L. Ball REBOUND (Off:2 Def:0),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,122.0,2.0,0.0,2.0,,,,,,,,,,,,,
124,PT02M21.00S,2021-12-07T01:28:38.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,15,25,2021-12-07T01:28:38Z,1240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M21.00S,2021-12-07T01:28:42.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,15,25,2021-12-07T01:28:42Z,1250000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M21.00S,2021-12-07T01:31:05.9Z,1,REGULAR,substitution,out,[],202696,,,1610612741,15,25,2021-12-07T01:31:24Z,1260000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M21.00S,2021-12-07T01:31:05.9Z,1,REGULAR,substitution,out,[],203999,,,1610612741,15,25,2021-12-07T01:31:24Z,1270000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M21.00S,2021-12-07T01:31:05.9Z,1,REGULAR,substitution,out,[],203932,,,1610612741,15,25,2021-12-07T01:31:24Z,1280000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2021-12-07T01:31:05.9Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,15,25,2021-12-07T01:31:24Z,1290000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M21.00S,2021-12-07T01:31:05.9Z,1,REGULAR,substitution,in,[],203115,,,1610612741,15,25,2021-12-07T01:31:24Z,1300000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M21.00S,2021-12-07T01:31:05.9Z,1,REGULAR,substitution,in,[],203210,,,1610612741,15,25,2021-12-07T01:31:24Z,1310000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2021-12-07T01:31:47.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629744,30.042706964520367,35.78431372549019,1610612741,15,25,2021-12-07T01:31:54Z,1320000,71.0,230.0,1,left,MISS M. Thomas 24' 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,24.06,Missed,,,,,,,,,,,,,,,,,,,
133,PT02M11.00S,2021-12-07T01:31:51.8Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,15,25,2021-12-07T01:31:54Z,1330000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,
134,PT01M56.00S,2021-12-07T01:32:06.9Z,1,REGULAR,3pt,Jump Shot,[],203210,65.65374507227332,42.40196078431372,1610612743,15,25,2021-12-07T01:32:13Z,1340000,-38.0,270.0,1,right,MISS J. Green 27' 3PT,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,27.31,Missed,,,,,,,,,,,,,,,,,,,
135,PT01M50.00S,2021-12-07T01:32:12.9Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,15,25,2021-12-07T01:32:13Z,1350000,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,
136,PT01M44.00S,2021-12-07T01:32:18.2Z,1,REGULAR,3pt,Jump Shot,[],1630245,6.389618922470433,5.637254901960785,1610612741,15,25,2021-12-07T01:32:23Z,1360000,222.0,8.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,22.19,Missed,,,,,,,,,,,,,,,,,,,
137,PT01M41.00S,2021-12-07T01:32:21.2Z,1,REGULAR,rebound,defensive,[],203210,,,1610612743,15,25,2021-12-07T01:32:23Z,1370000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,
138,PT01M33.00S,2021-12-07T01:32:29.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203210,94.03745072273325,54.166666666666664,1610612743,15,25,2021-12-07T01:32:36Z,1380000,21.0,4.0,1,right,MISS J. Green driving Layup,[203210],1610612743.0,DEN,driving,,,Green,J. Green,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M31.00S,2021-12-07T01:32:31.4Z,1,REGULAR,rebound,defensive,[],1628396,,,1610612741,15,25,2021-12-07T01:32:36Z,1390000,,,0,,T. Bradley REBOUND (Off:0 Def:1),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT01M25.00S,2021-12-07T01:32:37.3Z,1,REGULAR,3pt,Jump Shot,[],1628366,27.283180026281208,17.892156862745097,1610612741,18,25,2021-12-07T01:32:42Z,1400000,161.0,204.0,1,left,L. Ball 25' 3PT  (5 PTS) (A. Dosunmu 1 AST),"[1628366, 1630245]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,25.96,Made,,,,,,,5.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,
142,PT01M04.00S,2021-12-07T01:32:58.5Z,1,REGULAR,3pt,Jump Shot,[],203115,71.43561103810775,21.813725490196077,1610612743,18,25,2021-12-07T01:33:07Z,1420000,-141.0,216.0,1,right,MISS W. Barton 25' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,25.79,Missed,,,,,,,,,,,,,,,,,,,
143,PT00M57.40S,2021-12-07T01:33:05.1Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,18,25,2021-12-07T01:33:07Z,1430000,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,142.0,2.0,1.0,1.0,,,,,,,,,,,,,
144,PT00M57.40S,2021-12-07T01:33:06.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630192,94.40999984741211,50.0,1610612743,18,25,2021-12-07T01:33:12Z,1440000,0.0,0.0,1,right,MISS Z. Nnaji putback Layup - blocked,"[1630192, 1628396]",1610612743.0,DEN,putback,,,Nnaji,Z. Nnaji,,,,,0.0,Missed,Bradley,1628396.0,,,,,,,,,,,,,,,,,
145,PT00M57.40S,2021-12-07T01:33:06.0Z,1,REGULAR,block,,[],1628396,,,1610612743,18,25,2021-12-07T01:33:07Z,1450000,,,0,,T. Bradley BLOCK (1 BLK),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M57.40S,2021-12-07T01:33:06.0Z,1,REGULAR,rebound,defensive,[],1629744,,,1610612741,18,25,2021-12-07T01:33:12Z,1460000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,,,
147,PT00M52.50S,2021-12-07T01:33:11.0Z,1,REGULAR,turnover,lost ball,[],1630245,,,1610612741,18,25,2021-12-07T01:33:14Z,1470000,,,0,,A. Dosunmu lost ball TURNOVER (2 TO),"[1630245, 1628432]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,2.0,Reed,1628432.0,,,,,
148,PT00M52.50S,2021-12-07T01:33:11.0Z,1,REGULAR,steal,,[],1628432,,,1610612743,18,25,2021-12-07T01:33:13Z,1480000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M43.30S,2021-12-07T01:33:21.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203210,94.43166885676742,50.49019607843137,1610612743,18,27,2021-12-07T01:33:26Z,1490000,2.0,0.0,1,right,J. Green cutting Layup (2 PTS) (F. Campazzo 1 AST),"[203210, 1630267]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,0.25,Made,,,,,,,2.0,F. Campazzo,1630267.0,1.0,,,,,,,,,
151,PT00M35.30S,2021-12-07T01:33:30.9Z,1,REGULAR,2pt,Jump Shot,[],1628396,21.23850197109067,46.32352941176471,1610612741,18,27,2021-12-07T01:33:36Z,1510000,18.0,147.0,1,left,MISS T. Bradley 14' Jump Shot,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M31.90S,2021-12-07T01:33:34.3Z,1,REGULAR,rebound,defensive,[],1628432,,,1610612743,18,27,2021-12-07T01:33:36Z,1520000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT00M15.50S,2021-12-07T01:33:50.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203210,89.17542706964521,51.225490196078425,1610612743,18,27,2021-12-07T01:34:35Z,1530000,6.0,49.0,1,right,MISS J. Green fadeaway Shot,[203210],1610612743.0,DEN,fadeaway,,,Green,J. Green,,,,,4.97,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M13.50S,2021-12-07T01:33:52.6Z,1,REGULAR,rebound,defensive,[],1628366,,,1610612741,18,27,2021-12-07T01:33:52Z,1540000,,,0,,L. Ball REBOUND (Off:2 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,153.0,3.0,1.0,2.0,,,,,,,,,,,,,
155,PT00M04.90S,2021-12-07T01:34:02.6Z,1,REGULAR,foul,personal,[],1630192,,,1610612741,18,27,2021-12-07T01:34:12Z,1550000,,,0,,Z. Nnaji personal FOUL (1 PF),"[1630192, 1628366]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Ball,1628366.0,
157,PT00M04.90S,2021-12-07T01:34:12.3Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,18,27,2021-12-07T01:34:29Z,1570000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M04.90S,2021-12-07T01:34:12.3Z,1,REGULAR,substitution,out,[],1628396,,,1610612741,18,27,2021-12-07T01:34:29Z,1580000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M04.90S,2021-12-07T01:34:12.3Z,1,REGULAR,substitution,out,[],1630267,,,1610612741,18,27,2021-12-07T01:34:29Z,1590000,,,0,,SUB out: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M04.90S,2021-12-07T01:34:12.3Z,1,REGULAR,substitution,in,[],203897,,,1610612741,18,27,2021-12-07T01:34:29Z,1600000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M04.90S,2021-12-07T01:34:12.3Z,1,REGULAR,substitution,in,[],202696,,,1610612741,18,27,2021-12-07T01:34:29Z,1610000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M04.90S,2021-12-07T01:34:12.3Z,1,REGULAR,substitution,in,[],203932,,,1610612741,18,27,2021-12-07T01:34:29Z,1620000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2021-12-07T01:34:40.4Z,1,REGULAR,3pt,Jump Shot,[],203897,32.013797634691194,50.98039215686274,1610612741,18,27,2021-12-07T01:34:47Z,1630000,-5.0,248.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-12-07T01:34:40.4Z,1,REGULAR,rebound,offensive,[],1628972,,,1610612741,18,27,2021-12-07T01:34:47Z,1640000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,163.0,3.0,1.0,2.0,,,,,,,,,,,,,
165,PT00M00.00S,2021-12-07T01:34:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628972,5.590000152587891,50.0,1610612741,18,27,2021-12-07T01:34:45Z,1650000,0.0,0.0,1,left,MISS T. Brown Jr. tip Layup,[1628972],1610612741.0,CHI,tip,,,Brown Jr.,T. Brown Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2021-12-07T01:34:46.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,18,27,2021-12-07T01:34:46Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,
167,PT00M00.00S,2021-12-07T01:34:47.5Z,1,REGULAR,period,end,[],0,,,1610612741,18,27,2021-12-07T01:34:47Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-07T01:36:54.3Z,2,REGULAR,substitution,out,['startperiod'],202696,,,1610612741,18,27,2021-12-07T01:37:05Z,1680000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-12-07T01:36:54.3Z,2,REGULAR,substitution,out,['startperiod'],203932,,,1610612741,18,27,2021-12-07T01:37:05Z,1690000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-12-07T01:36:54.3Z,2,REGULAR,substitution,in,['startperiod'],1628396,,,1610612741,18,27,2021-12-07T01:37:05Z,1700000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-12-07T01:36:54.3Z,2,REGULAR,substitution,in,['startperiod'],1630267,,,1610612741,18,27,2021-12-07T01:37:05Z,1710000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-12-07T01:37:22.4Z,2,REGULAR,period,start,[],0,,,1610612741,18,27,2021-12-07T01:37:22Z,1720000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M47.00S,2021-12-07T01:37:37.4Z,2,REGULAR,turnover,bad pass,[],1628366,,,1610612741,18,27,2021-12-07T02:00:39Z,1745000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 1630267]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,1.0,Campazzo,1630267.0,,,,,
311,PT11M47.00S,2021-12-07T01:37:37.4Z,2,REGULAR,steal,,[],1630267,,,1610612743,18,27,2021-12-07T02:00:39Z,1747500,,,0,,F. Campazzo STEAL (1 STL),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M41.00S,2021-12-07T01:37:40.6Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630267,96.92838370565046,4.901960784313726,1610612743,18,27,2021-12-07T02:00:39Z,1750000,-225.0,-24.0,1,right,MISS F. Campazzo 3PT,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,22.67,Missed,,,,,,,,,,,,,,,,,,,
176,PT11M37.00S,2021-12-07T01:37:44.6Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,18,27,2021-12-07T01:37:57Z,1760000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:2),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,175.0,4.0,2.0,2.0,,,,,,,,,,,,,
177,PT11M35.00S,2021-12-07T01:37:48.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628972,6.389618922470433,47.794117647058826,1610612741,20,27,2021-12-07T01:38:20Z,1770000,11.0,8.0,1,left,T. Brown Jr. driving Layup (4 PTS),[1628972],1610612741.0,CHI,driving,,,Brown Jr.,T. Brown Jr.,,,,,1.34,Made,,,,,,,4.0,,,,,,,,,,,,
