actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
177,PT10M10.00S,2022-03-13T01:39:33.0Z,2,REGULAR,substitution,out,[],202334,,,1610612741,28,24,2022-03-13T01:39:43Z,1770000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M10.00S,2022-03-13T01:39:33.0Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,28,24,2022-03-13T01:39:43Z,1780000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT10M10.00S,2022-03-13T01:39:33.0Z,2,REGULAR,substitution,in,[],1630245,,,1610612741,28,24,2022-03-13T01:39:43Z,1790000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M10.00S,2022-03-13T01:39:33.0Z,2,REGULAR,substitution,in,[],1629636,,,1610612741,28,24,2022-03-13T01:39:43Z,1800000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT10M10.00S,2022-03-13T01:39:33.0Z,2,REGULAR,substitution,out,[],1627936,,,1610612741,28,24,2022-03-13T01:39:51Z,1810000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT09M54.00S,2022-03-13T01:40:06.5Z,2,REGULAR,3pt,Jump Shot,[],1630245,4.812746386333772,94.85294117647058,1610612741,31,24,2022-03-13T01:40:10Z,1820000,-224.0,-7.0,1,left,A. Dosunmu 3PT  (7 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,22.44,Made,7.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,
184,PT09M38.00S,2022-03-13T01:40:22.1Z,2,REGULAR,3pt,Jump Shot,[],201567,66.17936925098554,48.03921568627451,1610612739,31,27,2022-03-13T01:40:27Z,1840000,-10.0,265.0,1,right,K. Love 26' 3PT  (5 PTS) (C. Osman 1 AST),"[201567, 1626224]",1610612739.0,CLE,,,,Love,K. Love,,,,,,,26.56,Made,5.0,C. Osman,1626224.0,1.0,,,,,,,,,,,,,
186,PT09M19.00S,2022-03-13T01:40:40.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,6.783837056504599,49.754901960784316,1610612741,33,27,2022-03-13T01:40:45Z,1860000,1.0,11.0,1,left,D. DeRozan driving DUNK (12 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,,1.14,Made,12.0,,,,,,,,,,,,,,,,
187,PT09M07.00S,2022-03-13T01:40:53.0Z,2,REGULAR,3pt,Jump Shot,[],201567,68.54467805519053,28.186274509803923,1610612739,33,27,2022-03-13T01:40:59Z,1870000,-109.0,243.0,1,right,MISS K. Love 26' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,26.66,Missed,,,,,,,,,,,,,,,,,
188,PT09M03.00S,2022-03-13T01:40:57.0Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,33,27,2022-03-13T01:40:59Z,1880000,,,0,,C. White REBOUND (Off:0 Def:2),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,187.0,2.0,2.0,0.0,,,,,,,
189,PT08M59.00S,2022-03-13T01:41:04.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202684,6.258212877792378,48.77450980392157,1610612741,35,27,2022-03-13T01:41:38Z,1890000,6.0,6.0,1,left,T. Thompson Layup (2 PTS) (C. White 3 AST),"[202684, 1629632]",1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,0.88,Made,2.0,C. White,1629632.0,3.0,,,,,,,,,,,,,
191,PT08M59.00S,2022-03-13T01:41:06.8Z,2,REGULAR,foul,personal,['1freethrow'],201567,,,1610612741,35,27,2022-03-13T01:41:12Z,1910000,,,0,,K. Love shooting personal FOUL (2 PF) (Thompson 1 FT),"[201567, 202684]",1610612739.0,CLE,shooting,,,Love,K. Love,,,,,202053.0,,,,,,,,,,,,,,2.0,0.0,Thompson,202684.0,,,
193,PT08M59.00S,2022-03-13T01:41:37.5Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],202684,,,1610612741,36,27,2022-03-13T01:41:37Z,1930000,,,0,,T. Thompson Free Throw 1 of 1 (3 PTS),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
194,PT08M46.00S,2022-03-13T01:41:52.3Z,2,REGULAR,2pt,Jump Shot,[],1629636,86.28449408672799,71.56862745098039,1610612739,36,27,2022-03-13T01:43:54Z,1940000,108.0,76.0,1,right,MISS D. Garland 13' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,13.21,Missed,,,,,,,,,,,,,,,,,
195,PT08M44.00S,2022-03-13T01:41:54.3Z,2,REGULAR,rebound,defensive,[],202684,,,1610612741,36,27,2022-03-13T01:41:57Z,1950000,,,0,,T. Thompson REBOUND (Off:0 Def:3),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,
196,PT08M37.00S,2022-03-13T01:42:01.1Z,2,REGULAR,3pt,Jump Shot,[],1629632,27.808804204993432,77.94117647058823,1610612741,39,27,2022-03-13T01:42:06Z,1960000,-140.0,209.0,1,left,C. White 25' 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1629632, 1630245]",1610612741.0,CHI,,,,White,C. White,,,,,,,25.13,Made,3.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,,
198,PT08M34.00S,2022-03-13T01:42:07.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,39,27,2022-03-13T01:42:07Z,1980000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M34.00S,2022-03-13T01:44:50.9Z,2,REGULAR,substitution,out,[],1626224,,,1610612739,39,27,2022-03-13T01:45:02Z,1990000,,,0,,SUB out: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M34.00S,2022-03-13T01:44:50.9Z,2,REGULAR,substitution,out,[],201567,,,1610612739,39,27,2022-03-13T01:45:02Z,2000000,,,0,,SUB out: K. Love,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M34.00S,2022-03-13T01:44:50.9Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,39,27,2022-03-13T01:45:02Z,2010000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M34.00S,2022-03-13T01:44:50.9Z,2,REGULAR,substitution,in,[],1630171,,,1610612739,39,27,2022-03-13T01:45:02Z,2020000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M10.00S,2022-03-13T01:45:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629636,94.03745072273325,40.44117647058824,1610612739,39,29,2022-03-13T01:45:44Z,2030000,-48.0,4.0,1,right,D. Garland driving floating Jump Shot (3 PTS),[1629636],1610612739.0,CLE,driving floating,,,Garland,D. Garland,,,,,,,4.79,Made,3.0,,,,,,,,,,,,,,,,
204,PT07M53.00S,2022-03-13T01:45:55.8Z,2,REGULAR,3pt,Jump Shot,[],1627884,4.155716162943495,5.147058823529411,1610612741,39,29,2022-03-13T01:46:00Z,2040000,224.0,-13.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,22.47,Missed,,,,,,,,,,,,,,,,,
205,PT07M51.00S,2022-03-13T01:45:57.8Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,39,29,2022-03-13T01:46:00Z,2050000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,204.0,2.0,2.0,0.0,,,,,,,
206,PT07M42.00S,2022-03-13T01:46:07.7Z,2,REGULAR,2pt,Jump Shot,[],1629636,71.04139290407359,53.431372549019606,1610612739,39,29,2022-03-13T01:46:12Z,2060000,17.0,220.0,1,right,MISS D. Garland 22' pullup Shot,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,,,22.04,Missed,,,,,,,,,,,,,,,,,
207,PT07M38.00S,2022-03-13T01:46:11.7Z,2,REGULAR,rebound,defensive,[],202684,,,1610612741,39,29,2022-03-13T01:46:12Z,2070000,,,0,,T. Thompson REBOUND (Off:0 Def:4),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,206.0,4.0,4.0,0.0,,,,,,,
208,PT07M29.00S,2022-03-13T01:46:21.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629632,6.389618922470433,48.529411764705884,1610612741,39,29,2022-03-13T01:46:26Z,2080000,7.0,8.0,1,left,MISS C. White driving Layup,[1629632],1610612741.0,CHI,driving,,,White,C. White,,,,,,,1.06,Missed,,,,,,,,,,,,,,,,,
209,PT07M29.00S,2022-03-13T01:46:21.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,39,29,2022-03-13T01:46:26Z,2090000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,208.0,,,,,,,,,,
210,PT07M29.00S,2022-03-13T01:46:27.7Z,2,REGULAR,foul,personal,[],202684,,,1610612739,39,29,2022-03-13T01:47:03Z,2100000,,,0,,T. Thompson loose ball personal FOUL (1 PF),"[202684, 1630171]",1610612741.0,CHI,loose ball,,,Thompson,T. Thompson,,,,,2882.0,,,,,,,,,,,,,,1.0,0.0,Okoro,1630171.0,,,
212,PT07M29.00S,2022-03-13T01:46:33.7Z,2,REGULAR,substitution,out,[],202684,,,1610612739,39,29,2022-03-13T01:46:40Z,2120000,,,0,,SUB out: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M29.00S,2022-03-13T01:46:33.7Z,2,REGULAR,substitution,out,[],1627884,,,1610612739,39,29,2022-03-13T01:46:40Z,2130000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M29.00S,2022-03-13T01:46:33.7Z,2,REGULAR,substitution,in,[],202696,,,1610612739,39,29,2022-03-13T01:46:40Z,2140000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M29.00S,2022-03-13T01:46:33.7Z,2,REGULAR,substitution,in,[],1629750,,,1610612739,39,29,2022-03-13T01:46:40Z,2150000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M08.00S,2022-03-13T01:47:08.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629731,87.72996057818659,41.911764705882355,1610612739,39,31,2022-03-13T01:47:15Z,2170000,-40.0,63.0,1,right,D. Wade 7' turnaround Hook (7 PTS),[1629731],1610612739.0,CLE,turnaround,,,Wade,D. Wade,,,,,,,7.47,Made,7.0,,,,,,,,,,,,,,,,
218,PT06M51.00S,2022-03-13T01:47:26.1Z,2,REGULAR,2pt,Jump Shot,[],201942,20.97568988173456,40.19607843137255,1610612741,39,31,2022-03-13T01:47:30Z,2180000,49.0,145.0,1,left,MISS D. DeRozan 15' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,15.28,Missed,,,,,,,,,,,,,,,,,
219,PT06M49.00S,2022-03-13T01:47:28.1Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,39,31,2022-03-13T01:47:30Z,2190000,,,0,,I. Okoro REBOUND (Off:0 Def:1),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,218.0,1.0,1.0,0.0,,,,,,,
220,PT06M38.00S,2022-03-13T01:47:39.4Z,2,REGULAR,3pt,Jump Shot,[],1629731,95.3515111695138,5.392156862745098,1610612739,39,31,2022-03-13T01:47:45Z,2200000,-223.0,-9.0,1,right,MISS D. Wade 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,22.32,Missed,,,,,,,,,,,,,,,,,
221,PT06M35.00S,2022-03-13T01:47:42.4Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,39,31,2022-03-13T01:47:45Z,2210000,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,220.0,2.0,2.0,0.0,,,,,,,
222,PT06M27.00S,2022-03-13T01:47:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.521024967148489,52.69607843137255,1610612741,39,31,2022-03-13T01:47:57Z,2220000,-13.0,9.0,1,left,MISS D. DeRozan driving Layup - blocked,"[201942, 1630596]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,,1.61,Missed,,,,,Mobley,1630596.0,,,,,,,,,,,
226,PT06M27.00S,2022-03-13T01:47:51.6Z,2,REGULAR,block,,[],1630596,,,1610612741,39,31,2022-03-13T01:49:18Z,2225000,,,0,,E. Mobley BLOCK (1 BLK),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT06M27.00S,2022-03-13T01:47:51.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,39,31,2022-03-13T01:49:18Z,2230000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,222.0,,,,,,,,,,
224,PT06M27.00S,2022-03-13T01:47:55.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,39,31,2022-03-13T01:47:55Z,2240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT06M27.00S,2022-03-13T01:48:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,39,31,2022-03-13T01:48:09Z,2250000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT06M27.00S,2022-03-13T01:49:34.8Z,2,REGULAR,substitution,out,[],201942,,,1610612741,39,31,2022-03-13T01:50:51Z,2260000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT06M27.00S,2022-03-13T01:49:34.8Z,2,REGULAR,substitution,out,[],200765,,,1610612741,39,31,2022-03-13T01:50:51Z,2270000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M27.00S,2022-03-13T01:49:34.8Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,39,31,2022-03-13T01:50:51Z,2280000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M27.00S,2022-03-13T01:49:34.8Z,2,REGULAR,substitution,in,[],1626224,,,1610612741,39,31,2022-03-13T01:50:51Z,2290000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M21.00S,2022-03-13T01:51:08.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",202696,5.995400788436268,49.26470588235294,1610612741,39,31,2022-03-13T01:51:13Z,2300000,4.0,4.0,1,left,MISS N. Vucevic Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,0.54,Missed,,,,,,,,,,,,,,,,,
232,PT06M19.00S,2022-03-13T01:51:10.6Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,39,31,2022-03-13T01:51:13Z,2310000,,,0,,D. Garland REBOUND (Off:0 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,
233,PT06M10.00S,2022-03-13T01:51:23.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626224,92.59198423127464,55.63725490196079,1610612739,39,31,2022-03-13T01:56:18Z,2320000,28.0,17.0,1,right,MISS C. Osman driving floating Shot,[1626224],1610612739.0,CLE,driving floating,,,Osman,C. Osman,,,,,,,3.3,Missed,,,,,,,,,,,,,,,,,
234,PT06M06.00S,2022-03-13T01:51:27.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612739,39,31,2022-03-13T01:56:18Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,,,,
235,PT06M06.00S,2022-03-13T01:51:29.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,39,31,2022-03-13T01:51:29Z,2340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT06M06.00S,2022-03-13T01:51:36.8Z,2,REGULAR,substitution,out,[],1629731,,,1610612739,39,31,2022-03-13T01:51:40Z,2350000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M06.00S,2022-03-13T01:51:36.8Z,2,REGULAR,substitution,in,[],1630205,,,1610612739,39,31,2022-03-13T01:51:40Z,2360000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M06.00S,2022-03-13T01:51:57.6Z,2,REGULAR,foul,personal,['1freethrow'],1627936,,,1610612739,39,31,2022-03-13T01:53:40Z,2370000,,,0,,A. Caruso away-from-play personal FOUL (1 PF) (Garland 1 FT),"[1627936, 1629636]",1610612741.0,CHI,away-from-play,,,Caruso,A. Caruso,,,,,2882.0,,,,,,,,,,,,,,1.0,0.0,Garland,1629636.0,,,
240,PT06M06.00S,2022-03-13T01:52:21.4Z,2,REGULAR,instantreplay,request,[],0,,,1610612739,39,31,2022-03-13T01:53:24Z,2390000,,,0,,,[],,,overturned,,,,,,,,,2882.0,,,,,,,,,,,,,,,,,,,,Off-Ball - Foul Occurred Before Inbounds
241,PT06M06.00S,2022-03-13T01:53:41.3Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1629636,,,1610612739,39,32,2022-03-13T01:53:41Z,2400000,,,0,,D. Garland away-from-play Free Throw 1 of 1 (4 PTS),[1629636],1610612739.0,CLE,away-from-play,,,Garland,D. Garland,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,
242,PT05M54.00S,2022-03-13T01:54:06.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630596,78.40013140604468,80.14705882352942,1610612739,39,32,2022-03-13T01:54:14Z,2410000,151.0,151.0,1,right,MISS E. Mobley 21' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,,,21.3,Missed,,,,,,,,,,,,,,,,,
243,PT05M51.00S,2022-03-13T01:54:09.8Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,39,32,2022-03-13T01:54:14Z,2420000,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,242.0,3.0,3.0,0.0,,,,,,,
244,PT05M51.00S,2022-03-13T01:54:14.8Z,2,REGULAR,foul,personal,[],1630596,,,1610612741,39,32,2022-03-13T01:54:22Z,2430000,,,0,,E. Mobley personal FOUL (1 PF),"[1630596, 1629632]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,202053.0,,,,,,,,,,,,,,1.0,0.0,White,1629632.0,,,
246,PT05M45.00S,2022-03-13T01:54:31.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,6.258212877792378,48.77450980392157,1610612741,39,32,2022-03-13T01:56:56Z,2450000,6.0,6.0,1,left,MISS J. Green alley-oop DUNK,[1629750],1610612741.0,CHI,alley-oop,,,Green,J. Green,,,,,,,0.88,Missed,,,,,,,,,,,,,,,,,
247,PT05M42.00S,2022-03-13T01:54:34.8Z,2,REGULAR,rebound,defensive,[],1630205,,,1610612739,39,32,2022-03-13T01:56:56Z,2460000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,
248,PT05M31.00S,2022-03-13T01:54:45.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630171,93.64323258869908,51.71568627450981,1610612739,39,32,2022-03-13T01:57:59Z,2470000,9.0,7.0,1,right,MISS I. Okoro cutting DUNK,[1630171],1610612739.0,CLE,cutting,,,Okoro,I. Okoro,,,,,,,1.13,Missed,,,,,,,,,,,,,,,,,
249,PT05M29.00S,2022-03-13T01:54:47.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,39,32,2022-03-13T01:54:50Z,2480000,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,248.0,3.0,3.0,0.0,,,,,,,
250,PT05M26.00S,2022-03-13T01:54:50.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.732588699080158,52.69607843137255,1610612741,39,32,2022-03-13T01:55:00Z,2490000,-13.0,1.0,1,left,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1630205]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,,1.36,Missed,,,,,Stevens,1630205.0,,,,,,,,,,,
310,PT05M26.00S,2022-03-13T01:54:50.9Z,2,REGULAR,block,,[],1630205,,,1610612741,39,32,2022-03-13T02:01:40Z,2495000,,,0,,L. Stevens BLOCK (1 BLK),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M22.00S,2022-03-13T01:54:54.9Z,2,REGULAR,rebound,offensive,[],1629750,,,1610612741,39,32,2022-03-13T01:55:00Z,2500000,,,0,,J. Green REBOUND (Off:2 Def:2),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,250.0,4.0,2.0,2.0,,,,,,,
252,PT05M22.00S,2022-03-13T01:54:54.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,5.590000152587891,50.0,1610612741,39,32,2022-03-13T01:54:54Z,2510000,0.0,0.0,1,left,MISS J. Green tip Layup,[1629750],1610612741.0,CHI,tip,,,Green,J. Green,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,
253,PT05M21.00S,2022-03-13T01:54:55.4Z,2,REGULAR,rebound,defensive,[],1630171,,,1610612739,39,32,2022-03-13T01:54:55Z,2520000,,,0,,I. Okoro REBOUND (Off:0 Def:2),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,252.0,2.0,2.0,0.0,,,,,,,
254,PT05M13.00S,2022-03-13T01:55:03.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630205,87.99277266754271,52.69607843137255,1610612739,39,32,2022-03-13T01:59:53Z,2530000,13.0,60.0,1,right,MISS L. Stevens 6' fadeaway Shot,[1630205],1610612739.0,CLE,fadeaway,,,Stevens,L. Stevens,,,,,,,6.19,Missed,,,,,,,,,,,,,,,,,
255,PT05M11.00S,2022-03-13T01:55:05.2Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,39,32,2022-03-13T01:55:07Z,2540000,,,0,,N. Vucevic REBOUND (Off:0 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,254.0,4.0,4.0,0.0,,,,,,,
256,PT05M01.00S,2022-03-13T01:55:14.8Z,2,REGULAR,turnover,lost ball,[],202696,,,1610612741,39,32,2022-03-13T01:55:18Z,2550000,,,0,,N. Vucevic lost ball TURNOVER (3 TO),"[202696, 1630205]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,3.0,,,,,,,,,,,,,,,,,Stevens,1630205.0,
257,PT05M01.00S,2022-03-13T01:55:14.8Z,2,REGULAR,steal,,[],1630205,,,1610612739,39,32,2022-03-13T01:55:16Z,2560000,,,0,,L. Stevens STEAL (1 STL),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT04M55.00S,2022-03-13T01:55:20.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630171,94.43166885676742,52.20588235294118,1610612739,39,34,2022-03-13T02:01:09Z,2570000,11.0,0.0,1,right,I. Okoro reverse Layup (2 PTS) (D. Garland 4 AST),"[1630171, 1629636]",1610612739.0,CLE,reverse,,,Okoro,I. Okoro,,,,,,,1.1,Made,2.0,D. Garland,1629636.0,4.0,,,,,,,,,,,,,
260,PT04M44.00S,2022-03-13T01:55:35.1Z,2,REGULAR,foul,personal,['2freethrow'],1630205,,,1610612741,39,34,2022-03-13T01:55:47Z,2590000,,,0,,L. Stevens shooting personal FOUL (3 PF) (Green 2 FT),"[1630205, 1629750]",1610612739.0,CLE,shooting,,,Stevens,L. Stevens,,,,,2882.0,,,,,,,,,,,,,,3.0,0.0,Green,1629750.0,,,
262,PT04M44.00S,2022-03-13T01:56:17.6Z,2,REGULAR,freethrow,1 of 2,[],1629750,,,1610612741,40,34,2022-03-13T01:56:17Z,2610000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,
263,PT04M44.00S,2022-03-13T01:56:18.3Z,2,REGULAR,substitution,out,[],1630205,,,1610612741,40,34,2022-03-13T01:56:23Z,2620000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M44.00S,2022-03-13T01:56:18.3Z,2,REGULAR,substitution,in,[],200765,,,1610612741,40,34,2022-03-13T01:56:23Z,2630000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
