actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
541,PT06M50.00S,2021-11-11T03:00:30.9Z,4,REGULAR,steal,,[],1629029,,,1610612742,106,91,2021-11-11T03:00:33Z,5300000,,,0,,L. Doncic STEAL (4 STL),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT06M42.00S,2021-11-11T03:00:39.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203501,29.517082785808146,19.362745098039216,1610612742,106,94,2021-11-11T03:00:47Z,5310000,153.0,225.0,1,left,T. Hardaway Jr. 27' 3PT  (18 PTS) (J. Brunson 7 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,18.0,27.22,,,,,J. Brunson,1628973.0,7.0,,,,,,
544,PT06M17.00S,2021-11-11T03:01:04.7Z,4,REGULAR,3pt,Jump Shot,[],1630245,97.05978975032852,94.85294117647058,1610612741,109,94,2021-11-11T03:01:17Z,5330000,224.0,-25.0,1,right,A. Dosunmu 3PT  (7 PTS) (D. DeRozan 6 AST),"[1630245, 201942]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,Made,7.0,22.57,,,,,D. DeRozan,201942.0,6.0,,,,,,
546,PT06M02.00S,2021-11-11T03:01:22.8Z,4,REGULAR,turnover,out-of-bounds,[],1629029,,,1610612742,109,94,2021-11-11T03:01:32Z,5350000,,,0,,L. Doncic bad pass out-of-bounds TURNOVER (4 TO),[1629029],1610612742.0,DAL,bad pass,,,Doncic,L. Doncic,,,,,1193.0,,,,,,,,,,,,,,,4.0,,,,,
547,PT06M02.00S,2021-11-11T03:01:26.3Z,4,REGULAR,substitution,out,[],201942,,,1610612741,109,94,2021-11-11T03:01:42Z,5360000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
548,PT06M02.00S,2021-11-11T03:01:26.3Z,4,REGULAR,substitution,out,[],1628993,,,1610612741,109,94,2021-11-11T03:01:42Z,5370000,,,0,,SUB out: A. Johnson,[1628993],1610612741.0,CHI,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT06M02.00S,2021-11-11T03:01:26.3Z,4,REGULAR,substitution,in,[],202696,,,1610612741,109,94,2021-11-11T03:01:42Z,5380000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M02.00S,2021-11-11T03:01:26.3Z,4,REGULAR,substitution,in,[],203897,,,1610612741,109,94,2021-11-11T03:01:42Z,5390000,,,0,,SUB in: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT05M56.00S,2021-11-11T03:01:57.2Z,4,REGULAR,foul,personal,[],203501,,,1610612741,109,94,2021-11-11T03:08:04Z,5400000,,,0,,T. Hardaway Jr. take personal FOUL (3 PF),"[203501, 203897]",1610612742.0,DAL,take,,,Hardaway Jr.,T. Hardaway Jr.,,,,,203054.0,3.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,,
553,PT05M56.00S,2021-11-11T03:02:02.6Z,4,REGULAR,substitution,out,[],203493,,,1610612741,109,94,2021-11-11T03:02:07Z,5420000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M56.00S,2021-11-11T03:02:02.6Z,4,REGULAR,substitution,in,[],1627827,,,1610612741,109,94,2021-11-11T03:02:07Z,5430000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
555,PT05M38.00S,2021-11-11T03:02:29.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202696,93.24901445466492,59.55882352941176,1610612741,111,94,2021-11-11T03:02:36Z,5440000,48.0,11.0,1,right,N. Vucevic turnaround Hook (16 PTS),[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,,,,Made,16.0,4.9,,,,,,,,,,,,,
556,PT05M27.00S,2021-11-11T03:02:40.4Z,4,REGULAR,3pt,Jump Shot,[],1627827,28.465834428383708,78.18627450980392,1610612742,111,94,2021-11-11T03:02:50Z,5450000,-141.0,215.0,1,left,MISS D. Finney-Smith 25' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,Missed,,25.71,,,,,,,,,,,,,
557,PT05M25.00S,2021-11-11T03:02:42.4Z,4,REGULAR,rebound,defensive,[],1628366,,,1610612741,111,94,2021-11-11T03:02:50Z,5460000,,,0,,L. Ball REBOUND (Off:0 Def:6),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,556.0,6.0,6.0,0.0,,,,,,,,,
558,PT05M17.00S,2021-11-11T03:02:57.5Z,4,REGULAR,foul,personal,[],204001,,,1610612741,111,94,2021-11-11T03:03:06Z,5470000,,,0,,K. Porzingis personal FOUL (4 PF),"[204001, 202696]",1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,2534.0,4.0,1.0,Vucevic,202696.0,,,,,,,,,,,,,,,,
560,PT05M17.00S,2021-11-11T03:03:07.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,111,94,2021-11-11T03:03:07Z,5490000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT05M17.00S,2021-11-11T03:05:42.3Z,4,REGULAR,substitution,out,[],1628973,,,1610612741,111,94,2021-11-11T03:05:52Z,5500000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT05M17.00S,2021-11-11T03:05:42.3Z,4,REGULAR,substitution,in,[],203939,,,1610612741,111,94,2021-11-11T03:05:52Z,5510000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT05M05.00S,2021-11-11T03:06:20.5Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,111,94,2021-11-11T03:06:20Z,5520000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT05M01.00S,2021-11-11T03:06:34.8Z,4,REGULAR,3pt,Jump Shot,[],1628366,95.48291721419186,95.83333333333334,1610612741,111,94,2021-11-11T03:06:51Z,5530000,229.0,-10.0,1,right,MISS L. Ball 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,Missed,,22.94,,,,,,,,,,,,,
565,PT04M59.00S,2021-11-11T03:06:36.8Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,111,94,2021-11-11T03:06:51Z,5540000,,,0,,L. Doncic REBOUND (Off:1 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,564.0,8.0,7.0,1.0,,,,,,,,,
566,PT04M53.00S,2021-11-11T03:06:43.0Z,4,REGULAR,3pt,Jump Shot,[],203501,4.28712220762155,98.2843137254902,1610612742,111,97,2021-11-11T03:06:55Z,5550000,-241.0,-12.0,1,left,T. Hardaway Jr. 24' 3PT  (21 PTS) (L. Doncic 10 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Made,21.0,24.17,,,,,L. Doncic,1629029.0,10.0,,,,,,
568,PT04M30.00S,2021-11-11T03:07:05.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.38042049934296,45.588235294117645,1610612741,111,97,2021-11-11T03:07:13Z,5570000,-22.0,10.0,1,right,MISS A. Dosunmu driving Layup - blocked,"[1630245, 1629029]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,,,,,Missed,,2.41,,,,,,,,,,,,Doncic,1629029.0
569,PT04M30.00S,2021-11-11T03:07:05.4Z,4,REGULAR,block,,[],1629029,,,1610612741,111,97,2021-11-11T03:07:07Z,5580000,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M27.00S,2021-11-11T03:07:08.4Z,4,REGULAR,rebound,defensive,[],203939,,,1610612742,111,97,2021-11-11T03:07:13Z,5590000,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,568.0,4.0,2.0,2.0,,,,,,,,,
571,PT04M20.00S,2021-11-11T03:07:16.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,5.075558475689881,50.0,1610612742,111,99,2021-11-11T03:07:40Z,5600000,0.0,-5.0,1,left,L. Doncic driving Layup (18 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,,,,,Made,18.0,0.48,,,,,,,,,,,,,
572,PT04M20.00S,2021-11-11T03:07:25.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612741,111,99,2021-11-11T03:07:25Z,5610000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M20.00S,2021-11-11T03:08:34.7Z,4,REGULAR,substitution,out,[],1627884,,,1610612741,111,99,2021-11-11T03:08:44Z,5620000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M20.00S,2021-11-11T03:08:34.7Z,4,REGULAR,substitution,out,[],1630245,,,1610612741,111,99,2021-11-11T03:08:44Z,5630000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M20.00S,2021-11-11T03:08:34.7Z,4,REGULAR,substitution,in,[],201942,,,1610612741,111,99,2021-11-11T03:08:44Z,5640000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT04M20.00S,2021-11-11T03:08:34.7Z,4,REGULAR,substitution,in,[],1627936,,,1610612741,111,99,2021-11-11T03:08:44Z,5650000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT04M01.00S,2021-11-11T03:09:24.6Z,4,REGULAR,3pt,Jump Shot,[],201942,94.34954007884363,95.61121323529412,1610612741,111,99,2021-11-11T03:09:36Z,5660000,228.0,1.0,1,right,MISS D. DeRozan 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,22.81,,,,,,,,,,,,,
578,PT03M57.00S,2021-11-11T03:09:28.6Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,111,99,2021-11-11T03:09:36Z,5670000,,,0,,K. Porzingis REBOUND (Off:3 Def:6),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,577.0,9.0,6.0,3.0,,,,,,,,,
579,PT03M46.00S,2021-11-11T03:09:39.7Z,4,REGULAR,2pt,Jump Shot,[],1629029,22.158344283837057,26.715686274509803,1610612742,111,99,2021-11-11T03:09:46Z,5680000,116.0,156.0,1,left,MISS L. Doncic 19' fadeaway Shot,[1629029],1610612742.0,DAL,fadeaway,,,Doncic,L. Doncic,,,,,,,,,,Missed,,19.45,,,,,,,,,,,,,
580,PT03M43.00S,2021-11-11T03:09:42.7Z,4,REGULAR,rebound,defensive,[],1627936,,,1610612741,111,99,2021-11-11T03:09:46Z,5690000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,579.0,2.0,2.0,0.0,,,,,,,,,
581,PT03M37.00S,2021-11-11T03:09:48.0Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202696,93.38042049934296,51.225490196078425,1610612741,113,99,2021-11-11T03:10:49Z,5700000,6.0,10.0,1,right,N. Vucevic Layup (18 PTS) (L. Ball 5 AST),"[202696, 1628366]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,Made,18.0,1.15,,,,,L. Ball,1628366.0,5.0,,,,,,
583,PT03M27.00S,2021-11-11T03:09:59.3Z,4,REGULAR,3pt,Jump Shot,[],203501,25.04927726675427,18.627450980392158,1610612742,113,99,2021-11-11T03:10:04Z,5720000,157.0,183.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,24.11,,,,,,,,,,,,,
584,PT03M25.00S,2021-11-11T03:10:01.3Z,4,REGULAR,rebound,defensive,[],201942,,,1610612741,113,99,2021-11-11T03:10:04Z,5730000,,,0,,D. DeRozan REBOUND (Off:0 Def:7),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,583.0,7.0,7.0,0.0,,,,,,,,,
585,PT03M11.00S,2021-11-11T03:10:14.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,79.71419185282524,55.63725490196079,1610612741,113,99,2021-11-11T03:10:20Z,5740000,28.0,138.0,1,right,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,14.1,,,,,,,,,,,,,
586,PT03M09.00S,2021-11-11T03:10:16.6Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,113,99,2021-11-11T03:10:20Z,5750000,,,0,,K. Porzingis REBOUND (Off:3 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,585.0,10.0,7.0,3.0,,,,,,,,,
588,PT02M55.00S,2021-11-11T03:10:30.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,11.12023653088042,45.09803921568628,1610612742,113,101,2021-11-11T03:10:36Z,5770000,25.0,52.0,1,left,L. Doncic floating Jump Shot (20 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,,,,,,Made,20.0,5.75,,,,,,,,,,,,,
589,PT02M35.00S,2021-11-11T03:10:50.9Z,4,REGULAR,2pt,Jump Shot,[],201942,76.16622864651774,66.42156862745098,1610612741,113,101,2021-11-11T03:10:56Z,5780000,82.0,172.0,1,right,MISS D. DeRozan 19' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,Missed,,19.01,,,,,,,,,,,,,
590,PT02M31.00S,2021-11-11T03:10:54.9Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,113,101,2021-11-11T03:10:56Z,5790000,,,0,,K. Porzingis REBOUND (Off:3 Def:8),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,589.0,11.0,8.0,3.0,,,,,,,,,
591,PT02M18.00S,2021-11-11T03:11:07.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,14.273981603153747,50.73529411764706,1610612742,113,101,2021-11-11T03:11:11Z,5800000,-4.0,82.0,1,left,MISS L. Doncic 8' floating Shot,[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,,,,,,Missed,,8.18,,,,,,,,,,,,,
592,PT02M16.00S,2021-11-11T03:11:09.5Z,4,REGULAR,rebound,defensive,[],203897,,,1610612741,113,101,2021-11-11T03:11:11Z,5810000,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,591.0,3.0,3.0,0.0,,,,,,,,,
593,PT02M01.00S,2021-11-11T03:11:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.85479632063075,55.14705882352941,1610612741,113,101,2021-11-11T03:11:31Z,5820000,26.0,15.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,,,,,,Missed,,2.96,,,,,,,,,,,,,
594,PT01M57.00S,2021-11-11T03:11:29.5Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,113,101,2021-11-11T03:11:31Z,5830000,,,0,,K. Porzingis REBOUND (Off:3 Def:9),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,593.0,12.0,9.0,3.0,,,,,,,,,
595,PT01M53.00S,2021-11-11T03:11:33.7Z,4,REGULAR,turnover,bad pass,[],1627827,,,1610612742,113,101,2021-11-11T03:11:40Z,5840000,,,0,,D. Finney-Smith bad pass TURNOVER (1 TO),"[1627827, 1627936]",1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,
596,PT01M53.00S,2021-11-11T03:11:33.7Z,4,REGULAR,steal,,[],1627936,,,1610612741,113,101,2021-11-11T03:11:35Z,5850000,,,0,,A. Caruso STEAL (4 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT01M50.00S,2021-11-11T03:11:37.6Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,93.77463863337714,50.98039215686274,1610612741,115,101,2021-11-11T03:12:29Z,5860000,5.0,6.0,1,right,Z. LaVine driving DUNK (23 PTS) (L. Ball 6 AST),"[203897, 1628366]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,,,,,,Made,23.0,0.77,,,,,L. Ball,1628366.0,6.0,,,,,,
599,PT01M50.00S,2021-11-11T03:11:57.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,115,101,2021-11-11T03:11:57Z,5880000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT01M50.00S,2021-11-11T03:12:06.2Z,4,REGULAR,foul,technical,['1freethrow'],203897,,,1610612742,115,101,2021-11-11T03:13:43Z,5890000,,,0,,Z. LaVine technical FOUL (1 Tech),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,203054.0,3.0,1.0,,,,,,,,,,,,,,,,,,
601,PT01M50.00S,2021-11-11T03:13:50.1Z,4,REGULAR,freethrow,1 of 1,[],203501,,,1610612742,115,101,2021-11-11T03:13:50Z,5900000,,,0,,MISS T. Hardaway Jr. technical Free Throw 1 of 1,[203501],1610612742.0,DAL,technical,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,
602,PT01M50.00S,2021-11-11T03:13:50.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,115,101,2021-11-11T03:13:50Z,5910000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,601.0,,,,,,,,,,,,
603,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,out,[],204001,,,1610612742,115,101,2021-11-11T03:14:03Z,5920000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,out,[],203939,,,1610612742,115,101,2021-11-11T03:14:03Z,5930000,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,out,[],1627827,,,1610612742,115,101,2021-11-11T03:14:03Z,5940000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,out,[],203501,,,1610612742,115,101,2021-11-11T03:14:03Z,5950000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,out,[],1629029,,,1610612742,115,101,2021-11-11T03:14:03Z,5960000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,in,[],1629650,,,1610612742,115,101,2021-11-11T03:14:03Z,5970000,,,0,,SUB in: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,in,[],1628425,,,1610612742,115,101,2021-11-11T03:14:03Z,5980000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,in,[],1628373,,,1610612742,115,101,2021-11-11T03:14:03Z,5990000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,in,[],203504,,,1610612742,115,101,2021-11-11T03:14:03Z,6000000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT01M50.00S,2021-11-11T03:13:53.1Z,4,REGULAR,substitution,in,[],1630182,,,1610612742,115,101,2021-11-11T03:14:03Z,6010000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT01M37.00S,2021-11-11T03:14:21.5Z,4,REGULAR,turnover,bad pass,[],1628373,,,1610612742,115,101,2021-11-11T03:14:30Z,6020000,,,0,,F. Ntilikina bad pass TURNOVER (2 TO),"[1628373, 1627936]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,2.0,Caruso,1627936.0,,,
614,PT01M37.00S,2021-11-11T03:14:21.5Z,4,REGULAR,steal,,[],1627936,,,1610612741,115,101,2021-11-11T03:14:23Z,6030000,,,0,,A. Caruso STEAL (5 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M33.00S,2021-11-11T03:14:26.0Z,4,REGULAR,turnover,lost ball,[],1627936,,,1610612741,115,101,2021-11-11T03:14:33Z,6040000,,,0,,A. Caruso lost ball TURNOVER (2 TO),"[1627936, 203504]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,2.0,Burke,203504.0,,,
616,PT01M33.00S,2021-11-11T03:14:26.0Z,4,REGULAR,steal,,[],203504,,,1610612742,115,101,2021-11-11T03:14:28Z,6050000,,,0,,T. Burke STEAL (1 STL),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M18.00S,2021-11-11T03:14:42.7Z,4,REGULAR,foul,personal,['2freethrow'],1627936,,,1610612742,115,101,2021-11-11T03:15:03Z,6060000,,,0,,A. Caruso shooting personal FOUL (2 PF) (Ntilikina 2 FT),"[1627936, 1628373]",1610612741.0,CHI,shooting,,,Caruso,A. Caruso,,,,,1193.0,2.0,0.0,Ntilikina,1628373.0,,,,,,,,,,,,,,,,
619,PT01M18.00S,2021-11-11T03:15:10.1Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628373,,,1610612742,115,102,2021-11-11T03:15:10Z,6080000,,,0,,F. Ntilikina Free Throw 1 of 2 (3 PTS),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
620,PT01M18.00S,2021-11-11T03:15:26.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628373,,,1610612742,115,103,2021-11-11T03:15:26Z,6090000,,,0,,F. Ntilikina Free Throw 2 of 2 (4 PTS),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
621,PT00M58.80S,2021-11-11T03:15:49.1Z,4,REGULAR,2pt,Jump Shot,[],203897,72.7496714848883,50.49019607843137,1610612741,115,103,2021-11-11T03:15:53Z,6100000,2.0,204.0,1,right,MISS Z. LaVine 20' fadeaway Shot,[203897],1610612741.0,CHI,fadeaway,,,LaVine,Z. LaVine,,,,,,,,,,Missed,,20.37,,,,,,,,,,,,,
622,PT00M56.90S,2021-11-11T03:15:51.0Z,4,REGULAR,rebound,defensive,[],1628373,,,1610612742,115,103,2021-11-11T03:15:53Z,6110000,,,0,,F. Ntilikina REBOUND (Off:0 Def:1),[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,621.0,1.0,1.0,0.0,,,,,,,,,
623,PT00M48.10S,2021-11-11T03:15:59.9Z,4,REGULAR,turnover,lost ball,[],203504,,,1610612742,115,103,2021-11-11T03:16:05Z,6120000,,,0,,T. Burke lost ball TURNOVER (1 TO),"[203504, 1627936]",1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0,,,
624,PT00M48.10S,2021-11-11T03:15:59.9Z,4,REGULAR,steal,,[],1627936,,,1610612741,115,103,2021-11-11T03:16:01Z,6130000,,,0,,A. Caruso STEAL (6 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M46.20S,2021-11-11T03:16:03.7Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201942,93.24901445466492,50.245098039215684,1610612741,117,103,2021-11-11T03:16:12Z,6140000,1.0,11.0,1,right,D. DeRozan alley-oop DUNK (17 PTS) (A. Caruso 1 AST),"[201942, 1627936]",1610612741.0,CHI,alley-oop,,,DeRozan,D. DeRozan,,,,,,,,,,Made,17.0,1.11,,,,,A. Caruso,1627936.0,1.0,,,,,,
627,PT00M41.90S,2021-11-11T03:16:09.7Z,4,REGULAR,2pt,Jump Shot,[],1630182,7.046649145860711,70.09803921568627,1610612742,117,105,2021-11-11T03:17:43Z,6160000,-100.0,14.0,1,left,J. Green 10' Jump Shot (2 PTS) (F. Ntilikina 2 AST),"[1630182, 1628373]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,Made,2.0,10.14,,,,,F. Ntilikina,1628373.0,2.0,,,,,,
