actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT05M19.00S,2022-02-25T01:25:16.7Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,16,6,2022-02-25T01:25:45Z,880000,,,0,,D. Gallinari REBOUND (Off:0 Def:2),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,91.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
93,PT05M14.00S,2022-02-25T01:25:24.4Z,1,REGULAR,turnover,traveling,[],203992,,,1610612737,16,6,2022-02-25T01:25:49Z,890000,,,0,,B. Bogdanovic traveling TURNOVER (1 TO),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,1.0,,,,,,1627534.0,,,,,,,
94,PT04M57.00S,2022-02-25T01:25:52.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629632,32.14520367936925,54.41176470588235,1610612741,16,6,2022-02-25T01:26:02Z,900000,-22.0,250.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M55.00S,2022-02-25T01:25:56.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,16,6,2022-02-25T01:25:56Z,910000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,,
96,PT04M55.00S,2022-02-25T01:25:58.1Z,1,REGULAR,foul,personal,[],1628972,,,1610612737,16,6,2022-02-25T01:33:59Z,920000,,,0,,T. Brown Jr. loose ball personal FOUL (1 PF),"[1628972, 1630168]",1610612741.0,CHI,loose ball,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Okongwu,1630168.0,,,
98,PT04M40.00S,2022-02-25T01:26:25.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,90.75229960578186,43.38235294117647,1610612737,16,8,2022-02-25T01:33:47Z,940000,-33.0,34.0,1,right,O. Okongwu turnaround Hook (2 PTS) (T. Young 2 AST),"[1630168, 1629027]",1610612737.0,ATL,turnaround,,,Okongwu,O. Okongwu,,,,,4.77,Made,,,,,2.0,,,,T. Young,1629027.0,2.0,,,,,,,,
100,PT04M15.00S,2022-02-25T01:26:50.5Z,1,REGULAR,3pt,Jump Shot,[],1629632,5.206964520367937,95.58823529411765,1610612741,16,8,2022-02-25T01:26:54Z,960000,-228.0,-4.0,1,left,MISS C. White 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,22.79,Missed,,,,,,,,,,,,,,,,,,,
101,PT04M13.00S,2022-02-25T01:26:52.5Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,16,8,2022-02-25T01:26:54Z,970000,,,0,,D. Gallinari REBOUND (Off:0 Def:3),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,100.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
102,PT04M06.00S,2022-02-25T01:26:59.6Z,1,REGULAR,2pt,Jump Shot,[],1629027,90.40735873850197,12.277879901960784,1610612737,16,8,2022-02-25T01:34:54Z,980000,-189.0,38.0,1,right,MISS T. Young 19' step back Shot,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,19.23,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M03.00S,2022-02-25T01:27:02.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,16,8,2022-02-25T01:27:06Z,990000,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,102.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
104,PT03M55.00S,2022-02-25T01:27:11.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,5.075558475689881,48.28431372549019,1610612741,18,8,2022-02-25T01:27:15Z,1000000,9.0,-5.0,1,left,Z. LaVine driving reverse Layup (4 PTS),[203897],1610612741.0,CHI,driving reverse,,,LaVine,Z. LaVine,,,,,0.98,Made,,,,,4.0,,,,,,,,,,,,,,
105,PT03M36.00S,2022-02-25T01:27:28.8Z,1,REGULAR,2pt,Jump Shot,[],201568,81.94809461235218,20.098039215686274,1610612737,18,8,2022-02-25T01:27:36Z,1010000,-150.0,117.0,1,right,MISS D. Gallinari 19' Jump Shot,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,19.0,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M31.00S,2022-02-25T01:27:33.8Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,18,8,2022-02-25T01:27:36Z,1020000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
107,PT03M25.00S,2022-02-25T01:27:40.4Z,1,REGULAR,3pt,Jump Shot,[],203897,26.363337713534822,17.892156862745097,1610612741,18,8,2022-02-25T01:27:46Z,1030000,161.0,195.0,1,left,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
108,PT03M22.00S,2022-02-25T01:27:43.4Z,1,REGULAR,rebound,defensive,[],201568,,,1610612737,18,8,2022-02-25T01:27:46Z,1040000,,,0,,D. Gallinari REBOUND (Off:0 Def:4),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,107.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
109,PT03M07.00S,2022-02-25T01:28:02.2Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612737,18,8,2022-02-25T01:28:11Z,1050000,,,0,,C. White shooting personal FOUL (1 PF) (Young 2 FT),"[1629632, 1629027]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,,,,,,,1830.0,1.0,0.0,Young,1629027.0,,,
111,PT03M07.00S,2022-02-25T01:28:30.4Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,18,9,2022-02-25T01:28:30Z,1070000,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
112,PT03M07.00S,2022-02-25T01:28:44.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,18,9,2022-02-25T01:28:44Z,1080000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,out,[],203897,,,1610612737,18,9,2022-02-25T01:31:00Z,1090000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,out,[],202696,,,1610612737,18,9,2022-02-25T01:31:00Z,1100000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,out,[],1628989,,,1610612737,18,9,2022-02-25T01:31:00Z,1110000,,,0,,SUB out: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,out,[],201568,,,1610612737,18,9,2022-02-25T01:31:00Z,1120000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,in,[],202684,,,1610612737,18,9,2022-02-25T01:31:00Z,1130000,,,0,,SUB in: T. Thompson,[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,in,[],201942,,,1610612737,18,9,2022-02-25T01:31:00Z,1140000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,in,[],1629631,,,1610612737,18,9,2022-02-25T01:31:00Z,1150000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M07.00S,2022-02-25T01:30:40.6Z,1,REGULAR,substitution,in,[],1626153,,,1610612737,18,9,2022-02-25T01:31:00Z,1160000,,,0,,SUB in: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M07.00S,2022-02-25T01:31:38.3Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,18,10,2022-02-25T01:31:38Z,1170000,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
122,PT02M48.00S,2022-02-25T01:31:58.4Z,1,REGULAR,turnover,lost ball,[],201942,,,1610612741,18,10,2022-02-25T01:32:01Z,1180000,,,0,,D. DeRozan lost ball TURNOVER (1 TO),"[201942, 1630168]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,1.0,Okongwu,1630168.0,,,,,,,,,,,
123,PT02M48.00S,2022-02-25T01:31:58.4Z,1,REGULAR,steal,,[],1630168,,,1610612737,18,10,2022-02-25T01:32:00Z,1190000,,,0,,O. Okongwu STEAL (1 STL),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M44.00S,2022-02-25T01:32:02.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,94.03745072273325,52.20588235294118,1610612737,18,12,2022-02-25T01:34:57Z,1200000,11.0,4.0,1,right,B. Bogdanovic running Layup (2 PTS),[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,1.15,Made,,,,,2.0,,,,,,,,,,,,,,
126,PT02M29.00S,2022-02-25T01:32:17.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.258212877792378,52.20588235294118,1610612741,18,12,2022-02-25T01:39:10Z,1220000,-11.0,6.0,1,left,MISS D. DeRozan driving reverse Layup,[201942],1610612741.0,CHI,driving reverse,,,DeRozan,D. DeRozan,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,,
127,PT02M27.00S,2022-02-25T01:32:19.6Z,1,REGULAR,rebound,defensive,[],1629027,,,1610612737,18,12,2022-02-25T01:32:21Z,1230000,,,0,,T. Young REBOUND (Off:0 Def:1),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
128,PT02M25.00S,2022-02-25T01:32:24.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629632,,,1610612737,18,12,2022-02-25T01:32:42Z,1240000,,,0,,C. White shooting personal FOUL (2 PF) (Hunter 2 FT),"[1629632, 1629631]",1610612741.0,CHI,shooting,,,White,C. White,,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Hunter,1629631.0,,,
130,PT02M25.00S,2022-02-25T01:32:44.3Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",201942,,,1610612737,18,12,2022-02-25T01:32:50Z,1260000,,,0,,D. DeRozan technical FOUL (1 Tech),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,1830.0,0.0,1.0,,,,,
131,PT02M25.00S,2022-02-25T01:32:53.8Z,1,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,18,13,2022-02-25T01:32:53Z,1270000,,,0,,T. Young technical Free Throw 1 of 1 (5 PTS),[1629027],1610612737.0,ATL,technical,,,Young,T. Young,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
132,PT02M25.00S,2022-02-25T01:33:25.1Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,18,14,2022-02-25T01:33:25Z,1280000,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
133,PT02M25.00S,2022-02-25T01:33:26.3Z,1,REGULAR,substitution,out,[],1629027,,,1610612737,18,14,2022-02-25T01:33:34Z,1290000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M25.00S,2022-02-25T01:33:26.3Z,1,REGULAR,substitution,in,[],101150,,,1610612737,18,14,2022-02-25T01:33:34Z,1300000,,,0,,SUB in: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2022-02-25T01:33:43.3Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,18,15,2022-02-25T01:33:43Z,1310000,,,0,,D. Hunter Free Throw 2 of 2 (2 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
136,PT02M11.00S,2022-02-25T01:33:58.6Z,1,REGULAR,2pt,Jump Shot,[],201942,21.895532194480946,48.03921568627451,1610612741,20,15,2022-02-25T01:40:52Z,1320000,10.0,153.0,1,left,D. DeRozan 15' pullup Jump Shot (14 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,15.36,Made,,,,,14.0,,,,,,,,,,,,,,
137,PT02M02.00S,2022-02-25T01:34:10.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202684,,,1610612737,20,15,2022-02-25T01:34:27Z,1330000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Okongwu 2 FT),"[202684, 1630168]",1610612741.0,CHI,shooting,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,1627534.0,1.0,0.0,Okongwu,1630168.0,,,
139,PT02M02.00S,2022-02-25T01:34:33.7Z,1,REGULAR,freethrow,1 of 2,[],1630168,,,1610612737,20,16,2022-02-25T01:34:33Z,1350000,,,0,,O. Okongwu Free Throw 1 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
140,PT02M02.00S,2022-02-25T01:34:49.7Z,1,REGULAR,freethrow,2 of 2,[],1630168,,,1610612737,20,17,2022-02-25T01:34:49Z,1360000,,,0,,O. Okongwu Free Throw 2 of 2 (4 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
141,PT01M43.00S,2022-02-25T01:35:11.0Z,1,REGULAR,2pt,Jump Shot,[],1628972,9.280551905387648,28.676470588235293,1610612741,20,17,2022-02-25T01:35:16Z,1370000,107.0,35.0,1,left,MISS T. Brown Jr. 11' Jump Shot,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,11.21,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M41.00S,2022-02-25T01:35:13.2Z,1,REGULAR,rebound,defensive,[],1630168,,,1610612737,20,17,2022-02-25T01:35:13Z,1380000,,,0,,O. Okongwu REBOUND (Off:0 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
143,PT01M32.00S,2022-02-25T01:35:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,86.5473061760841,51.9607843137255,1610612737,20,19,2022-02-25T01:41:57Z,1390000,10.0,74.0,1,right,L. Williams 7' driving floating Jump Shot (2 PTS),[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,7.46,Made,,,,,2.0,,,,,,,,,,,,,,
144,PT01M09.00S,2022-02-25T01:35:45.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629632,8.754927726675426,37.254901960784316,1610612741,20,19,2022-02-25T01:43:43Z,1400000,64.0,30.0,1,left,MISS C. White 7' turnaround fadeaway Shot,[1629632],1610612741.0,CHI,turnaround fadeaway,,,White,C. White,,,,,7.03,Missed,,,,,,,,,,,,,,,,,,,
145,PT01M07.00S,2022-02-25T01:35:47.7Z,1,REGULAR,rebound,offensive,[],202684,,,1610612741,20,19,2022-02-25T01:35:54Z,1410000,,,0,,T. Thompson REBOUND (Off:1 Def:0),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,144.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
146,PT01M07.00S,2022-02-25T01:35:49.6Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612741,20,19,2022-02-25T01:35:59Z,1420000,,,0,,CHI shot clock Team TURNOVER,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,,,
147,PT00M57.80S,2022-02-25T01:36:10.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,96.66557161629436,97.54901960784314,1610612737,20,19,2022-02-25T01:36:17Z,1430000,238.0,-21.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,23.86,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M54.50S,2022-02-25T01:36:14.1Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,20,19,2022-02-25T01:36:17Z,1440000,,,0,,T. Thompson REBOUND (Off:1 Def:1),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,147.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
149,PT00M47.80S,2022-02-25T01:36:22.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],202684,5.995400788436268,47.794117647058826,1610612741,22,19,2022-02-25T01:45:09Z,1450000,11.0,4.0,1,left,T. Thompson cutting DUNK (2 PTS) (C. White 1 AST),"[202684, 1629632]",1610612741.0,CHI,cutting,,,Thompson,T. Thompson,,,,,1.17,Made,,,,,2.0,,,,C. White,1629632.0,1.0,,,,,,,,
151,PT00M27.10S,2022-02-25T01:36:46.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626153,93.9060446780552,39.705882352941174,1610612737,22,19,2022-02-25T01:45:53Z,1470000,-51.0,5.0,1,right,MISS D. Wright driving Layup,[1626153],1610612737.0,ATL,driving,,,Wright,D. Wright,,,,,5.17,Missed,,,,,,,,,,,,,,,,,,,
152,PT00M22.20S,2022-02-25T01:36:51.0Z,1,REGULAR,rebound,offensive,[],1630168,,,1610612737,22,19,2022-02-25T01:36:51Z,1480000,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
153,PT00M20.70S,2022-02-25T01:36:52.5Z,1,REGULAR,turnover,lost ball,[],1630168,,,1610612737,22,19,2022-02-25T01:37:02Z,1490000,,,0,,O. Okongwu lost ball TURNOVER (1 TO),"[1630168, 201942]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,,,,,
154,PT00M20.70S,2022-02-25T01:36:52.5Z,1,REGULAR,steal,,[],201942,,,1610612741,22,19,2022-02-25T01:36:54Z,1500000,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M05.30S,2022-02-25T01:37:09.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,8.229303547963205,48.529411764705884,1610612741,24,19,2022-02-25T01:37:14Z,1510000,7.0,25.0,1,left,D. DeRozan driving finger roll Layup (16 PTS),[201942],1610612741.0,CHI,driving finger roll,,,DeRozan,D. DeRozan,,,,,2.6,Made,,,,,16.0,,,,,,,,,,,,,,
157,PT00M00.10S,2022-02-25T01:37:20.0Z,1,REGULAR,2pt,Jump Shot,[],101150,70.82375164257556,39.38802083333333,1610612737,24,19,2022-02-25T01:48:17Z,1530000,-53.0,222.0,1,right,MISS L. Williams 22' Jump Shot,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M00.10S,2022-02-25T01:37:20.0Z,1,REGULAR,rebound,defensive,[],202684,,,1610612741,24,19,2022-02-25T01:37:26Z,1550000,,,0,,T. Thompson REBOUND (Off:1 Def:2),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,157.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
160,PT00M00.00S,2022-02-25T01:37:28.7Z,1,REGULAR,period,end,[],0,,,1610612741,24,19,2022-02-25T01:37:28Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-25T01:39:36.5Z,2,REGULAR,substitution,out,['startperiod'],1627884,,,1610612741,24,19,2022-02-25T01:39:56Z,1570000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-25T01:39:36.5Z,2,REGULAR,substitution,in,['startperiod'],1629750,,,1610612741,24,19,2022-02-25T01:39:56Z,1580000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-25T01:40:10.6Z,2,REGULAR,period,start,[],0,,,1610612737,24,19,2022-02-25T01:40:10Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M50.00S,2022-02-25T01:40:19.3Z,2,REGULAR,turnover,lost ball,[],1626153,,,1610612737,24,19,2022-02-25T01:40:31Z,1600000,,,0,,D. Wright lost ball TURNOVER (1 TO),"[1626153, 1629750]",1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,1.0,Green,1629750.0,,,,,,,,,,,
165,PT11M50.00S,2022-02-25T01:40:19.3Z,2,REGULAR,steal,,[],1629750,,,1610612741,24,19,2022-02-25T01:40:20Z,1610000,,,0,,J. Green STEAL (1 STL),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M44.00S,2022-02-25T01:40:24.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629632,8.754927726675426,38.23529411764706,1610612741,26,19,2022-02-25T01:48:44Z,1620000,59.0,30.0,1,left,C. White 6' running Layup (2 PTS) (J. Green 1 AST),"[1629632, 1629750]",1610612741.0,CHI,running,,,White,C. White,,,,,6.59,Made,,,,,2.0,,,,J. Green,1629750.0,1.0,,,,,,,,
168,PT11M30.00S,2022-02-25T01:40:38.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,93.24901445466492,49.01960784313725,1610612737,26,21,2022-02-25T01:40:44Z,1640000,-5.0,11.0,1,right,O. Okongwu DUNK (6 PTS) (D. Hunter 1 AST),"[1630168, 1629631]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,1.2,Made,,,,,6.0,,,,D. Hunter,1629631.0,1.0,,,,,,,,
170,PT11M15.00S,2022-02-25T01:40:57.9Z,2,REGULAR,foul,personal,['2freethrow'],1629631,,,1610612741,26,21,2022-02-25T01:41:23Z,1660000,,,0,,D. Hunter shooting personal FOUL (2 PF) (DeRozan 2 FT),"[1629631, 201942]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,1627534.0,2.0,0.0,DeRozan,201942.0,,,
172,PT11M15.00S,2022-02-25T01:41:24.1Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,27,21,2022-02-25T01:41:24Z,1680000,,,0,,D. DeRozan Free Throw 1 of 2 (17 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
173,PT11M15.00S,2022-02-25T01:41:37.7Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,28,21,2022-02-25T01:41:37Z,1690000,,,0,,D. DeRozan Free Throw 2 of 2 (18 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
174,PT11M01.00S,2022-02-25T01:41:54.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203992,92.85479632063075,48.03921568627451,1610612737,28,23,2022-02-25T01:42:00Z,1700000,-10.0,15.0,1,right,B. Bogdanovic driving Layup (4 PTS) (O. Okongwu 1 AST),"[203992, 1630168]",1610612737.0,ATL,driving,,,Bogdanovic,B. Bogdanovic,,,,,1.77,Made,,,,,4.0,,,,O. Okongwu,1630168.0,1.0,,,,,,,,
175,PT10M45.00S,2022-02-25T01:42:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,17.0335085413929,50.245098039215684,1610612741,30,23,2022-02-25T01:42:15Z,1710000,-1.0,108.0,1,left,D. DeRozan 10' pullup Jump Shot (20 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,10.76,Made,,,,,20.0,,,,,,,,,,,,,,
176,PT10M36.00S,2022-02-25T01:42:19.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101150,88.91261498028909,40.931372549019606,1610612737,30,23,2022-02-25T01:51:06Z,1720000,-45.0,52.0,1,right,MISS L. Williams 6' driving floating Shot,[101150],1610612737.0,ATL,driving floating,,,Williams,L. Williams,,,,,6.87,Missed,,,,,,,,,,,,,,,,,,,
177,PT10M34.00S,2022-02-25T01:42:21.0Z,2,REGULAR,rebound,defensive,[],202684,,,1610612741,30,23,2022-02-25T01:42:21Z,1730000,,,0,,T. Thompson REBOUND (Off:1 Def:3),[202684],1610612741.0,CHI,,,,Thompson,T. Thompson,,,,,,,176.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
178,PT10M24.00S,2022-02-25T01:42:35.6Z,2,REGULAR,turnover,backcourt,[],201942,,,1610612741,30,23,2022-02-25T01:53:07Z,1740000,,,0,,D. DeRozan backcourt TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,2.0,,,,,,1830.0,,,,,,,
