actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
89,PT03M54.00S,2022-01-12T01:26:46.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630191,94.95729303547962,50.245098039215684,1610612765,14,22,2022-01-12T01:26:52Z,890000,1.0,-5.0,1,right,I. Stewart Layup (10 PTS) (K. Hayes 3 AST),"[1630191, 1630165]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,0.52,Made,10.0,K. Hayes,1630165.0,3.0,,,,,,,,,,,,,,
91,PT03M34.00S,2022-01-12T01:27:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,7.30946123521682,60.5392156862745,1610612741,16,22,2022-01-12T01:27:50Z,910000,-53.0,16.0,1,left,N. Vucevic turnaround Hook (4 PTS) (T. Brown Jr. 1 AST),"[202696, 1628972]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,5.51,Made,4.0,T. Brown Jr.,1628972.0,1.0,,,,,,,,,,,,,,
93,PT03M28.00S,2022-01-12T01:27:12.3Z,1,REGULAR,turnover,bad pass,[],1630595,,,1610612765,16,22,2022-01-12T01:27:18Z,930000,,,0,,C. Cunningham bad pass TURNOVER (2 TO),"[1630595, 1628972]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,2.0,Brown Jr.,1628972.0,,,
94,PT03M28.00S,2022-01-12T01:27:12.3Z,1,REGULAR,steal,,[],1628972,,,1610612741,16,22,2022-01-12T01:27:16Z,940000,,,0,,T. Brown Jr. STEAL (1 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M23.00S,2022-01-12T01:27:17.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,6.783837056504599,51.225490196078425,1610612741,16,22,2022-01-12T02:16:41Z,950000,-6.0,11.0,1,left,MISS A. Dosunmu running Layup - blocked,"[1630245, 1630191]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,1.28,Missed,,,,,,,,,,,,,,,,Stewart,1630191.0,
106,PT03M23.00S,2022-01-12T01:27:17.2Z,1,REGULAR,block,,[],1630191,,,1610612741,16,22,2022-01-12T01:29:27Z,955000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M21.00S,2022-01-12T01:27:19.2Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,16,22,2022-01-12T01:29:27Z,960000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,95.0,2.0,2.0,0.0,,,,,,,,,,
97,PT03M14.00S,2022-01-12T01:27:25.5Z,1,REGULAR,turnover,bad pass,[],1630165,,,1610612765,16,22,2022-01-12T01:27:31Z,970000,,,0,,K. Hayes bad pass TURNOVER (1 TO),"[1630165, 1628972]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,1.0,Brown Jr.,1628972.0,,,
98,PT03M14.00S,2022-01-12T01:27:25.5Z,1,REGULAR,steal,,[],1628972,,,1610612741,16,22,2022-01-12T01:27:27Z,980000,,,0,,T. Brown Jr. STEAL (2 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M08.00S,2022-01-12T01:27:48.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,16,22,2022-01-12T01:27:48Z,990000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M08.00S,2022-01-12T01:28:46.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,16,22,2022-01-12T01:29:15Z,1000000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M08.00S,2022-01-12T01:28:46.5Z,1,REGULAR,substitution,out,[],1630595,,,1610612741,16,22,2022-01-12T01:29:15Z,1010000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M08.00S,2022-01-12T01:28:46.5Z,1,REGULAR,substitution,out,[],1628977,,,1610612741,16,22,2022-01-12T01:29:15Z,1020000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M08.00S,2022-01-12T01:28:46.5Z,1,REGULAR,substitution,in,[],1628366,,,1610612741,16,22,2022-01-12T01:29:15Z,1030000,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M08.00S,2022-01-12T01:28:46.5Z,1,REGULAR,substitution,in,[],1628367,,,1610612741,16,22,2022-01-12T01:29:15Z,1040000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M08.00S,2022-01-12T01:28:46.5Z,1,REGULAR,substitution,in,[],1630240,,,1610612741,16,22,2022-01-12T01:29:15Z,1050000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M59.00S,2022-01-12T01:29:31.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628972,6.258212877792378,53.92156862745098,1610612741,18,22,2022-01-12T01:29:37Z,1060000,-20.0,6.0,1,left,T. Brown Jr. cutting Layup (2 PTS) (N. Vucevic 1 AST),"[1628972, 202696]",1610612741.0,CHI,cutting,,,Brown Jr.,T. Brown Jr.,,,,,,2.06,Made,2.0,N. Vucevic,202696.0,1.0,,,,,,,,,,,,,,
109,PT02M44.00S,2022-01-12T01:29:49.1Z,1,REGULAR,turnover,lost ball,[],1628367,,,1610612765,18,22,2022-01-12T01:29:58Z,1080000,,,0,,J. Jackson lost ball TURNOVER (1 TO),"[1628367, 203897]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,1.0,LaVine,203897.0,,,
110,PT02M44.00S,2022-01-12T01:29:49.1Z,1,REGULAR,steal,,[],203897,,,1610612741,18,22,2022-01-12T01:29:53Z,1090000,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M44.00S,2022-01-12T01:29:54.8Z,1,REGULAR,foul,personal,[],1628367,,,1610612741,18,22,2022-01-12T01:30:21Z,1100000,,,0,,J. Jackson personal FOUL (1 PF),"[1628367, 1628972]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,1193.0,,,,,,,,,,,1.0,0.0,Brown Jr.,1628972.0,,,,,,
113,PT02M44.00S,2022-01-12T01:30:04.7Z,1,REGULAR,substitution,out,[],203897,,,1610612741,18,22,2022-01-12T01:30:12Z,1120000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M44.00S,2022-01-12T01:30:04.7Z,1,REGULAR,substitution,out,[],202696,,,1610612741,18,22,2022-01-12T01:30:12Z,1130000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M44.00S,2022-01-12T01:30:04.7Z,1,REGULAR,substitution,in,[],201942,,,1610612741,18,22,2022-01-12T01:30:12Z,1140000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M44.00S,2022-01-12T01:30:04.7Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,18,22,2022-01-12T01:30:12Z,1150000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M39.00S,2022-01-12T01:30:51.8Z,1,REGULAR,foul,personal,['2freethrow'],1630240,,,1610612741,18,22,2022-01-12T01:30:59Z,1180000,,,0,,S. Lee shooting personal FOUL (1 PF) (Ball 2 FT),"[1630240, 1628366]",1610612765.0,DET,shooting,,,Lee,S. Lee,,,,,1193.0,,,,,,,,,,,1.0,0.0,Ball,1628366.0,,,,,,
121,PT02M39.00S,2022-01-12T01:31:01.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628366,,,1610612741,18,22,2022-01-12T01:31:01Z,1200000,,,0,,MISS L. Ball Free Throw 1 of 2,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,Missed,,,,,,,,,,,,,,,,,,
122,PT02M39.00S,2022-01-12T01:31:01.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,18,22,2022-01-12T01:31:01Z,1210000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,,
123,PT02M39.00S,2022-01-12T01:31:04.5Z,1,REGULAR,substitution,out,[],1630191,,,1610612741,18,22,2022-01-12T01:31:14Z,1220000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M39.00S,2022-01-12T01:31:04.5Z,1,REGULAR,substitution,in,[],1626168,,,1610612741,18,22,2022-01-12T01:31:14Z,1230000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M39.00S,2022-01-12T01:31:19.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628366,,,1610612741,19,22,2022-01-12T01:31:19Z,1240000,,,0,,L. Ball Free Throw 2 of 2 (4 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
126,PT02M22.00S,2022-01-12T01:31:38.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,94.56307490144546,48.28431372549019,1610612765,19,22,2022-01-12T01:32:44Z,1250000,-9.0,-1.0,1,right,MISS T. Lyles driving reverse Layup,[1626168],1610612765.0,DET,driving reverse,,,Lyles,T. Lyles,,,,,,0.87,Missed,,,,,,,,,,,,,,,,,,
127,PT02M20.00S,2022-01-12T01:31:40.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,19,22,2022-01-12T01:31:43Z,1260000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,
128,PT02M14.00S,2022-01-12T01:31:46.5Z,1,REGULAR,foul,offensive,[],1628396,,,1610612741,19,22,2022-01-12T01:32:08Z,1270000,,,0,,T. Bradley off-the-ball offensive FOUL (1 PF),"[1628396, 1630240]",1610612741.0,CHI,off-the-ball,,,Bradley,T. Bradley,,,,,1628172.0,,,,,,,,,,,1.0,0.0,Lee,1630240.0,,,,,,
130,PT02M14.00S,2022-01-12T01:31:46.5Z,1,REGULAR,turnover,offensive foul,[],1628396,,,1610612741,19,22,2022-01-12T01:32:05Z,1290000,,,0,,T. Bradley offensive foul TURNOVER (1 TO),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,1628172.0,,,,,,,,,,,,,,,1.0,,,,,
131,PT02M00.00S,2022-01-12T01:32:21.1Z,1,REGULAR,foul,personal,['2freethrow'],1628396,,,1610612765,19,22,2022-01-12T01:32:31Z,1300000,,,0,,T. Bradley shooting personal FOUL (2 PF) (Lyles 2 FT),"[1628396, 1626168]",1610612741.0,CHI,shooting,,,Bradley,T. Bradley,,,,,1193.0,,,,,,,,,,,2.0,0.0,Lyles,1626168.0,,,,,,
133,PT02M00.00S,2022-01-12T01:32:48.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626168,,,1610612765,19,23,2022-01-12T01:32:48Z,1320000,,,0,,T. Lyles Free Throw 1 of 2 (1 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
134,PT02M00.00S,2022-01-12T01:33:08.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626168,,,1610612765,19,24,2022-01-12T01:33:08Z,1330000,,,0,,T. Lyles Free Throw 2 of 2 (2 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
135,PT01M47.00S,2022-01-12T01:33:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630165,,,1610612741,19,24,2022-01-12T01:33:42Z,1340000,,,0,,K. Hayes shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1630165, 201942]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,1193.0,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,,
137,PT01M47.00S,2022-01-12T01:33:49.2Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,20,24,2022-01-12T01:33:49Z,1360000,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
138,PT01M47.00S,2022-01-12T01:34:02.7Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,21,24,2022-01-12T01:34:02Z,1370000,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
139,PT01M36.00S,2022-01-12T01:34:15.4Z,1,REGULAR,turnover,bad pass,[],1630240,,,1610612765,21,24,2022-01-12T01:34:22Z,1380000,,,0,,S. Lee bad pass TURNOVER (1 TO),"[1630240, 1628972]",1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,1.0,Brown Jr.,1628972.0,,,
140,PT01M36.00S,2022-01-12T01:34:15.4Z,1,REGULAR,steal,,[],1628972,,,1610612741,21,24,2022-01-12T01:34:17Z,1390000,,,0,,T. Brown Jr. STEAL (3 STL),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M24.00S,2022-01-12T01:34:28.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201942,5.732588699080158,53.18627450980392,1610612741,21,24,2022-01-12T01:34:34Z,1400000,-16.0,1.0,1,left,MISS D. DeRozan driving Layup,[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,1.6,Missed,,,,,,,,,,,,,,,,,,
142,PT01M24.00S,2022-01-12T01:34:32.2Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612741,21,24,2022-01-12T01:34:32Z,1410000,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,141.0,1.0,0.0,1.0,,,,,,,,,,
143,PT01M24.00S,2022-01-12T01:34:33.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628367,,,1610612741,21,24,2022-01-12T01:34:44Z,1420000,,,0,,J. Jackson shooting personal FOUL (2 PF) (Bradley 2 FT),"[1628367, 1628396]",1610612765.0,DET,shooting,,,Jackson,J. Jackson,,,,,101283.0,,,,,,,,,,,2.0,0.0,Bradley,1628396.0,,,,,,
145,PT01M24.00S,2022-01-12T01:35:01.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1628396,,,1610612741,22,24,2022-01-12T01:35:28Z,1440000,,,0,,T. Bradley Free Throw 1 of 2 (1 PTS),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
146,PT01M24.00S,2022-01-12T01:35:01.8Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1628396,,,1610612741,22,24,2022-01-12T01:35:28Z,1450000,,,0,,MISS T. Bradley Free Throw 2 of 2,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT01M22.00S,2022-01-12T01:35:03.8Z,1,REGULAR,rebound,defensive,[],1626168,,,1610612765,22,24,2022-01-12T01:35:28Z,1460000,,,0,,T. Lyles REBOUND (Off:0 Def:1),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,,,,,,
148,PT01M10.00S,2022-01-12T01:35:34.7Z,1,REGULAR,3pt,Jump Shot,[],1630180,74.58935611038108,81.61764705882352,1610612765,22,24,2022-01-12T01:35:40Z,1470000,158.0,186.0,1,right,MISS S. Bey 24' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,24.44,Missed,,,,,,,,,,,,,,,,,,
149,PT01M08.00S,2022-01-12T01:35:36.7Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,22,24,2022-01-12T01:35:40Z,1480000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,148.0,2.0,2.0,0.0,,,,,,,,,,
150,PT01M02.00S,2022-01-12T01:35:43.2Z,1,REGULAR,2pt,Jump Shot,[],201942,14.4053876478318,74.50980392156863,1610612741,22,24,2022-01-12T01:35:54Z,1490000,-123.0,83.0,1,left,MISS D. DeRozan 14' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,14.79,Missed,,,,,,,,,,,,,,,,,,
151,PT01M00.00S,2022-01-12T01:35:45.6Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612741,22,24,2022-01-12T01:35:45Z,1500000,,,0,,T. Bradley REBOUND (Off:2 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,150.0,2.0,0.0,2.0,,,,,,,,,,
152,PT00M58.60S,2022-01-12T01:35:47.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630245,9.280551905387648,4.6568627450980395,1610612741,22,24,2022-01-12T01:35:56Z,1510000,227.0,35.0,1,left,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,
153,PT00M56.30S,2022-01-12T01:35:49.6Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612765,22,24,2022-01-12T01:35:49Z,1520000,,,0,,S. Bey REBOUND (Off:0 Def:2),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,152.0,2.0,2.0,0.0,,,,,,,,,,
154,PT00M46.30S,2022-01-12T01:35:59.8Z,1,REGULAR,turnover,bad pass,[],1630180,,,1610612765,22,24,2022-01-12T01:36:05Z,1530000,,,0,,S. Bey bad pass TURNOVER (1 TO),"[1630180, 1628366]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,1.0,Ball,1628366.0,,,
155,PT00M46.30S,2022-01-12T01:35:59.8Z,1,REGULAR,steal,,[],1628366,,,1610612741,22,24,2022-01-12T01:36:16Z,1540000,,,0,,L. Ball STEAL (1 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M43.10S,2022-01-12T01:36:18.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630245,6.652431011826544,49.01960784313725,1610612741,24,24,2022-01-12T01:36:49Z,1550000,5.0,10.0,1,left,A. Dosunmu running Layup (7 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,1.11,Made,7.0,,,,,,,,,,,,,,,,,
157,PT00M43.10S,2022-01-12T01:36:23.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626168,,,1610612741,24,24,2022-01-12T01:36:39Z,1560000,,,0,,T. Lyles shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1626168, 1630245]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,1628172.0,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,,,,,
159,PT00M43.10S,2022-01-12T01:36:31.5Z,1,REGULAR,substitution,out,[],1630165,,,1610612741,24,24,2022-01-12T01:36:49Z,1580000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M43.10S,2022-01-12T01:36:31.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612741,24,24,2022-01-12T01:36:49Z,1590000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M43.10S,2022-01-12T01:36:31.5Z,1,REGULAR,substitution,in,[],1630595,,,1610612741,24,24,2022-01-12T01:36:49Z,1600000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M43.10S,2022-01-12T01:36:31.5Z,1,REGULAR,substitution,in,[],1630199,,,1610612741,24,24,2022-01-12T01:36:49Z,1610000,,,0,,SUB in: C. Stanley,[1630199],1610612765.0,DET,,,,Stanley,C. Stanley,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M43.10S,2022-01-12T01:36:40.7Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630245,,,1610612741,25,24,2022-01-12T01:36:40Z,1620000,,,0,,A. Dosunmu Free Throw 1 of 1 (8 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
164,PT00M29.90S,2022-01-12T01:36:50.9Z,1,REGULAR,3pt,Jump Shot,[],1630595,70.64717477003943,24.509803921568626,1610612765,25,27,2022-01-12T01:36:56Z,1630000,-127.0,223.0,1,right,C. Cunningham 25' 3PT  (6 PTS) (S. Lee 1 AST),"[1630595, 1630240]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,25.72,Made,6.0,S. Lee,1630240.0,1.0,,,,,,,,,,,,,,
166,PT00M10.60S,2022-01-12T01:37:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201942,6.258212877792378,48.77450980392157,1610612741,27,27,2022-01-12T01:37:21Z,1650000,6.0,6.0,1,left,D. DeRozan driving Layup (8 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,0.88,Made,8.0,,,,,,,,,,,,,,,,,
167,PT00M10.60S,2022-01-12T01:37:19.8Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630595,,,1610612741,27,27,2022-01-12T01:37:25Z,1660000,,,0,,C. Cunningham shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1630595, 201942]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,1628172.0,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,,
169,PT00M10.60S,2022-01-12T01:37:44.4Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,28,27,2022-01-12T01:37:44Z,1680000,,,0,,D. DeRozan Free Throw 1 of 1 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
170,PT00M01.30S,2022-01-12T01:37:59.5Z,1,REGULAR,2pt,Jump Shot,[],1626168,86.02168199737189,88.72549019607843,1610612765,28,27,2022-01-12T01:38:11Z,1690000,194.0,79.0,1,right,MISS T. Lyles 20' pullup Shot,[1626168],1610612765.0,DET,pullup,,,Lyles,T. Lyles,,,,,,20.91,Missed,,,,,,,,,,,,,,,,,,
171,PT00M01.30S,2022-01-12T01:37:59.5Z,1,REGULAR,rebound,defensive,[],1628972,,,1610612741,28,27,2022-01-12T01:38:11Z,1700000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:1),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,
172,PT00M00.00S,2022-01-12T01:38:03.4Z,1,REGULAR,period,end,[],0,,,1610612741,28,27,2022-01-12T01:38:03Z,1710000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-12T01:40:00.4Z,2,REGULAR,substitution,out,['startperiod'],1628396,,,1610612741,28,27,2022-01-12T01:40:43Z,1720000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-12T01:40:00.4Z,2,REGULAR,substitution,in,['startperiod'],1627884,,,1610612741,28,27,2022-01-12T01:40:43Z,1730000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-12T01:40:43.8Z,2,REGULAR,period,start,[],0,,,1610612765,28,27,2022-01-12T01:40:43Z,1740000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M42.00S,2022-01-12T01:41:01.2Z,2,REGULAR,3pt,Jump Shot,[],1630595,74.45795006570303,83.08823529411765,1610612765,28,27,2022-01-12T01:41:06Z,1750000,165.0,188.0,1,right,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,25.01,Missed,,,,,,,,,,,,,,,,,,
177,PT11M40.00S,2022-01-12T01:41:03.2Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,28,27,2022-01-12T01:41:06Z,1760000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,176.0,3.0,3.0,0.0,,,,,,,,,,
178,PT11M23.00S,2022-01-12T01:41:20.4Z,2,REGULAR,2pt,Jump Shot,[],1628972,20.318659658344284,74.26470588235294,1610612741,30,27,2022-01-12T01:41:25Z,1770000,-121.0,138.0,1,left,T. Brown Jr. 18' pullup Jump Shot (4 PTS) (D. DeRozan 1 AST),"[1628972, 201942]",1610612741.0,CHI,pullup,,,Brown Jr.,T. Brown Jr.,,,,,,18.41,Made,4.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
