actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
360,PT11M25.00S,2022-01-12T02:24:41.9Z,3,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612741,63,52,2022-01-12T02:25:02Z,3560000,,,0,,K. Hayes shooting personal FOUL (2 PF) (Ball 1 FT),"[1630165, 1628366]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,101283.0,,,,,,,,,,,2.0,0.0,Ball,1628366.0,,,,,,
362,PT11M25.00S,2022-01-12T02:24:57.9Z,3,REGULAR,freethrow,1 of 1,"['fromturnover', '2ndchance', 'fastbreak']",1628366,,,1610612741,64,52,2022-01-12T02:24:57Z,3580000,,,0,,L. Ball Free Throw 1 of 1 (10 PTS),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
363,PT11M11.00S,2022-01-12T02:25:14.0Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,64,52,2022-01-12T02:28:32Z,3590000,,,0,,C. Cunningham bad pass TURNOVER (4 TO),"[1630595, 1628366]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,4.0,Ball,1628366.0,,,
364,PT11M11.00S,2022-01-12T02:25:14.0Z,3,REGULAR,steal,,[],1628366,,,1610612741,64,52,2022-01-12T02:28:32Z,3600000,,,0,,L. Ball STEAL (3 STL),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT11M08.00S,2022-01-12T02:25:26.7Z,3,REGULAR,foul,personal,['2freethrow'],1630165,,,1610612741,64,52,2022-01-12T02:25:32Z,3610000,,,0,,K. Hayes shooting personal FOUL (3 PF) (LaVine 2 FT),"[1630165, 203897]",1610612765.0,DET,shooting,,,Hayes,K. Hayes,,,,,1193.0,,,,,,,,,,,3.0,0.0,LaVine,203897.0,,,,,,
367,PT11M08.00S,2022-01-12T02:25:45.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203897,,,1610612741,65,52,2022-01-12T02:25:46Z,3630000,,,0,,Z. LaVine Free Throw 1 of 2 (9 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
368,PT11M08.00S,2022-01-12T02:26:01.5Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203897,,,1610612741,66,52,2022-01-12T02:26:01Z,3640000,,,0,,Z. LaVine Free Throw 2 of 2 (10 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
369,PT11M07.00S,2022-01-12T02:26:29.6Z,3,REGULAR,stoppage,other,[],0,,,1610612765,66,52,2022-01-12T02:26:29Z,3650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT10M56.00S,2022-01-12T02:26:43.7Z,3,REGULAR,3pt,Jump Shot,[],1630180,31.882391590013142,59.55882352941176,1610612765,66,52,2022-01-12T02:26:52Z,3660000,-48.0,247.0,1,left,MISS S. Bey 25' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,
371,PT10M54.00S,2022-01-12T02:26:45.7Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,66,52,2022-01-12T02:26:52Z,3670000,,,0,,Z. LaVine REBOUND (Off:0 Def:6),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,370.0,6.0,6.0,0.0,,,,,,,,,,
372,PT10M49.00S,2022-01-12T02:26:50.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202696,65.25952693823915,51.225490196078425,1610612741,69,52,2022-01-12T02:27:00Z,3680000,6.0,274.0,1,right,N. Vucevic 27' 3PT  (9 PTS) (L. Ball 4 AST),"[202696, 1628366]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,27.42,Made,9.0,L. Ball,1628366.0,4.0,,,,,,,,,,,,,,
374,PT10M48.00S,2022-01-12T02:26:56.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,69,52,2022-01-12T02:26:56Z,3700000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT10M37.00S,2022-01-12T02:30:04.3Z,3,REGULAR,foul,offensive,[],1630191,,,1610612765,69,52,2022-01-12T02:30:12Z,3710000,,,0,,I. Stewart off-the-ball offensive FOUL (2 PF),"[1630191, 1628366]",1610612765.0,DET,off-the-ball,,,Stewart,I. Stewart,,,,,1628172.0,,,,,,,,,,,2.0,0.0,Ball,1628366.0,,,,,,
377,PT10M37.00S,2022-01-12T02:30:04.3Z,3,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,69,52,2022-01-12T02:30:04Z,3730000,,,0,,I. Stewart offensive foul TURNOVER (2 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,1628172.0,,,,,,,,,,,,,,,2.0,,,,,
378,PT10M17.00S,2022-01-12T02:30:35.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627884,89.83245729303549,51.225490196078425,1610612741,69,52,2022-01-12T02:30:48Z,3740000,6.0,43.0,1,right,MISS D. Jones Jr. driving Layup - blocked,"[1627884, 1630191]",1610612741.0,CHI,driving,,,Jones Jr.,D. Jones Jr.,,,,,,4.35,Missed,,,,,,,,,,,,,,,,Stewart,1630191.0,
379,PT10M17.00S,2022-01-12T02:30:35.1Z,3,REGULAR,block,,[],1630191,,,1610612741,69,52,2022-01-12T02:30:42Z,3750000,,,0,,I. Stewart BLOCK (2 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT10M08.00S,2022-01-12T02:30:44.1Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,69,52,2022-01-12T02:30:48Z,3760000,,,0,,H. Diallo REBOUND (Off:0 Def:6),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,378.0,6.0,6.0,0.0,,,,,,,,,,
381,PT10M00.00S,2022-01-12T02:30:51.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,6.258212877792378,47.794117647058826,1610612765,69,52,2022-01-12T02:31:03Z,3770000,11.0,6.0,1,left,MISS H. Diallo driving Layup,[1628977],1610612765.0,DET,driving,,,Diallo,H. Diallo,,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,
382,PT09M56.00S,2022-01-12T02:30:55.6Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612741,69,52,2022-01-12T02:31:03Z,3780000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,381.0,1.0,1.0,0.0,,,,,,,,,,
383,PT09M48.00S,2022-01-12T02:31:03.4Z,3,REGULAR,3pt,Jump Shot,[],1627884,96.27135348226018,3.6764705882352944,1610612741,72,52,2022-01-12T02:31:08Z,3790000,-232.0,-17.0,1,right,D. Jones Jr. 3PT  (3 PTS) (N. Vucevic 4 AST),"[1627884, 202696]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,23.23,Made,3.0,N. Vucevic,202696.0,4.0,,,,,,,,,,,,,,
385,PT09M28.00S,2022-01-12T02:31:24.5Z,3,REGULAR,2pt,Jump Shot,[],1630165,8.492115637319317,76.9607843137255,1610612765,72,52,2022-01-12T02:31:33Z,3810000,-135.0,27.0,1,left,MISS K. Hayes 13' Jump Shot - blocked,"[1630165, 1628366]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,13.75,Missed,,,,,,,,,,,,,,,,Ball,1628366.0,
386,PT09M28.00S,2022-01-12T02:31:24.5Z,3,REGULAR,block,,[],1628366,,,1610612765,72,52,2022-01-12T02:31:26Z,3820000,,,0,,L. Ball BLOCK (1 BLK),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M25.00S,2022-01-12T02:31:27.5Z,3,REGULAR,rebound,offensive,[],1630595,,,1610612765,72,52,2022-01-12T02:31:33Z,3830000,,,0,,C. Cunningham REBOUND (Off:1 Def:6),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,385.0,7.0,6.0,1.0,,,,,,,,,,
388,PT09M24.00S,2022-01-12T02:31:28.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,4.812746386333772,99.01960784313727,1610612765,72,52,2022-01-12T02:31:36Z,3840000,-245.0,-7.0,1,left,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,
389,PT09M22.00S,2022-01-12T02:31:30.7Z,3,REGULAR,rebound,defensive,[],1627884,,,1610612741,72,52,2022-01-12T02:31:36Z,3850000,,,0,,D. Jones Jr. REBOUND (Off:0 Def:2),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,388.0,2.0,2.0,0.0,,,,,,,,,,
390,PT09M14.00S,2022-01-12T02:31:38.1Z,3,REGULAR,3pt,Jump Shot,[],1627884,94.82588699080158,4.411764705882353,1610612741,75,52,2022-01-12T02:31:43Z,3860000,-228.0,-4.0,1,right,D. Jones Jr. 3PT  (6 PTS) (D. DeRozan 5 AST),"[1627884, 201942]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,22.79,Made,6.0,D. DeRozan,201942.0,5.0,,,,,,,,,,,,,,
392,PT08M51.00S,2022-01-12T02:32:00.7Z,3,REGULAR,3pt,Jump Shot,[],1630165,6.652431011826544,4.411764705882353,1610612765,75,52,2022-01-12T02:32:07Z,3880000,228.0,10.0,1,left,MISS K. Hayes 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,22.81,Missed,,,,,,,,,,,,,,,,,,
393,PT08M48.00S,2022-01-12T02:32:03.7Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,75,52,2022-01-12T02:32:07Z,3890000,,,0,,L. Ball REBOUND (Off:1 Def:5),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,392.0,6.0,5.0,1.0,,,,,,,,,,
394,PT08M40.00S,2022-01-12T02:32:12.8Z,3,REGULAR,3pt,Jump Shot,[],1628366,74.19513797634691,13.970588235294118,1610612741,75,52,2022-01-12T02:32:18Z,3900000,-180.0,190.0,1,right,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
395,PT08M35.00S,2022-01-12T02:32:17.8Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,75,52,2022-01-12T02:32:18Z,3910000,,,0,,H. Diallo REBOUND (Off:0 Def:7),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,394.0,7.0,7.0,0.0,,,,,,,,,,
396,PT08M19.00S,2022-01-12T02:32:33.1Z,3,REGULAR,3pt,Jump Shot,[],1630595,31.750985545335087,48.03921568627451,1610612765,75,52,2022-01-12T02:32:42Z,3920000,10.0,246.0,1,left,MISS C. Cunningham 24' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,
397,PT08M14.00S,2022-01-12T02:32:38.1Z,3,REGULAR,rebound,defensive,[],203897,,,1610612741,75,52,2022-01-12T02:32:42Z,3930000,,,0,,Z. LaVine REBOUND (Off:0 Def:7),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,396.0,7.0,7.0,0.0,,,,,,,,,,
398,PT08M03.00S,2022-01-12T02:32:48.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.30026281208936,53.67647058823529,1610612741,75,52,2022-01-12T02:32:59Z,3940000,18.0,1.0,1,right,MISS D. DeRozan driving Layup - blocked,"[201942, 1630180]",1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,1.84,Missed,,,,,,,,,,,,,,,,Bey,1630180.0,
399,PT08M03.00S,2022-01-12T02:32:48.9Z,3,REGULAR,block,,[],1630180,,,1610612741,75,52,2022-01-12T02:32:51Z,3950000,,,0,,S. Bey BLOCK (1 BLK),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M00.00S,2022-01-12T02:32:51.9Z,3,REGULAR,rebound,offensive,[],201942,,,1610612741,75,52,2022-01-12T02:32:59Z,3960000,,,0,,D. DeRozan REBOUND (Off:1 Def:8),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,398.0,9.0,8.0,1.0,,,,,,,,,,
401,PT07M59.00S,2022-01-12T02:32:53.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202696,69.59592641261499,68.13725490196079,1610612741,78,52,2022-01-12T02:33:01Z,3970000,91.0,233.0,1,right,N. Vucevic 25' 3PT  (12 PTS) (D. DeRozan 6 AST),"[202696, 201942]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,25.03,Made,12.0,D. DeRozan,201942.0,6.0,,,,,,,,,,,,,,
403,PT07M57.00S,2022-01-12T02:32:59.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,78,52,2022-01-12T02:32:59Z,3990000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT07M57.00S,2022-01-12T02:35:37.8Z,3,REGULAR,substitution,out,[],1630165,,,1610612765,78,52,2022-01-12T02:35:47Z,4000000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M57.00S,2022-01-12T02:35:37.8Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,78,52,2022-01-12T02:35:47Z,4010000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M57.00S,2022-01-12T02:35:37.8Z,3,REGULAR,substitution,out,[],1628977,,,1610612765,78,52,2022-01-12T02:35:47Z,4020000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT07M57.00S,2022-01-12T02:35:37.8Z,3,REGULAR,substitution,in,[],1630240,,,1610612765,78,52,2022-01-12T02:35:47Z,4030000,,,0,,SUB in: S. Lee,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT07M57.00S,2022-01-12T02:35:37.8Z,3,REGULAR,substitution,in,[],1626168,,,1610612765,78,52,2022-01-12T02:35:47Z,4040000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT07M57.00S,2022-01-12T02:35:37.8Z,3,REGULAR,substitution,in,[],1628367,,,1610612765,78,52,2022-01-12T02:35:47Z,4050000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT07M47.00S,2022-01-12T02:36:04.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,5.732588699080158,50.73529411764706,1610612765,78,54,2022-01-12T02:36:10Z,4060000,-4.0,1.0,1,left,C. Cunningham driving DUNK (8 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,0.4,Made,8.0,,,,,,,,,,,,,,,,,
411,PT07M31.00S,2022-01-12T02:36:21.8Z,3,REGULAR,2pt,Jump Shot,[],201942,95.0886990801577,75.24509803921569,1610612741,80,54,2022-01-12T02:36:40Z,4070000,126.0,-6.0,1,right,D. DeRozan 12' turnaround Jump Shot (16 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,,12.64,Made,16.0,,,,,,,,,,,,,,,,,
412,PT07M13.00S,2022-01-12T02:36:42.8Z,3,REGULAR,foul,personal,['2freethrow'],202696,,,1610612765,80,54,2022-01-12T02:36:55Z,4080000,,,0,,N. Vucevic shooting personal FOUL (2 PF) (Lee 2 FT),"[202696, 1630240]",1610612741.0,CHI,shooting,,,Vucevic,N. Vucevic,,,,,1193.0,,,,,,,,,,,2.0,1.0,Lee,1630240.0,,,,,,
414,PT07M13.00S,2022-01-12T02:37:01.7Z,3,REGULAR,freethrow,1 of 2,[],1630240,,,1610612765,80,55,2022-01-12T02:37:01Z,4100000,,,0,,S. Lee Free Throw 1 of 2 (3 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
415,PT07M13.00S,2022-01-12T02:37:12.7Z,3,REGULAR,freethrow,2 of 2,[],1630240,,,1610612765,80,56,2022-01-12T02:37:12Z,4110000,,,0,,S. Lee Free Throw 2 of 2 (4 PTS),[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
417,PT07M03.00S,2022-01-12T02:37:36.1Z,3,REGULAR,foul,personal,[],1628367,,,1610612741,80,56,2022-01-12T02:37:44Z,4130000,,,0,,J. Jackson personal FOUL (3 PF),"[1628367, 1627884]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,1193.0,,,,,,,,,,,3.0,0.0,Jones Jr.,1627884.0,,,,,,
419,PT06M55.00S,2022-01-12T02:37:53.8Z,3,REGULAR,3pt,Jump Shot,[],1628366,98.242444152431,96.81372549019608,1610612741,83,56,2022-01-12T02:38:00Z,4150000,234.0,-36.0,1,right,L. Ball 3PT  (13 PTS) (D. DeRozan 7 AST),"[1628366, 201942]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,23.69,Made,13.0,D. DeRozan,201942.0,7.0,,,,,,,,,,,,,,
421,PT06M41.00S,2022-01-12T02:38:07.8Z,3,REGULAR,3pt,Jump Shot,[],1630240,28.465834428383708,78.92156862745098,1610612765,83,56,2022-01-12T02:38:13Z,4170000,-145.0,215.0,1,left,MISS S. Lee 25' 3PT,[1630240],1610612765.0,DET,,,,Lee,S. Lee,,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,
422,PT06M37.00S,2022-01-12T02:38:11.8Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,83,56,2022-01-12T02:38:13Z,4180000,,,0,,D. DeRozan REBOUND (Off:1 Def:9),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,421.0,10.0,9.0,1.0,,,,,,,,,,
423,PT06M31.00S,2022-01-12T02:38:18.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,94.03745072273325,54.166666666666664,1610612741,85,56,2022-01-12T02:38:23Z,4190000,21.0,4.0,1,right,D. DeRozan driving Layup (18 PTS),[201942],1610612741.0,CHI,driving,,,DeRozan,D. DeRozan,,,,,,2.11,Made,18.0,,,,,,,,,,,,,,,,,
424,PT06M22.00S,2022-01-12T02:38:31.6Z,3,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612765,85,56,2022-01-12T02:38:39Z,4200000,,,0,,D. Jones Jr. shooting personal FOUL (4 PF) (Lyles 2 FT),"[1627884, 1626168]",1610612741.0,CHI,shooting,,,Jones Jr.,D. Jones Jr.,,,,,1193.0,,,,,,,,,,,4.0,0.0,Lyles,1626168.0,,,,,,
426,PT06M22.00S,2022-01-12T02:39:02.4Z,3,REGULAR,freethrow,1 of 2,[],1626168,,,1610612765,85,57,2022-01-12T02:50:15Z,4220000,,,0,,T. Lyles Free Throw 1 of 2 (3 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
429,PT06M22.00S,2022-01-12T02:39:02.4Z,3,REGULAR,freethrow,2 of 2,[],1626168,,,1610612765,85,58,2022-01-12T02:50:15Z,4225000,,,0,,T. Lyles Free Throw 2 of 2 (4 PTS),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
427,PT06M22.00S,2022-01-12T02:39:03.1Z,3,REGULAR,substitution,out,[],1627884,,,1610612741,85,58,2022-01-12T02:50:15Z,4230000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT06M22.00S,2022-01-12T02:39:03.1Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,85,58,2022-01-12T02:50:15Z,4240000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT06M01.00S,2022-01-12T02:39:52.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.48948751642575,53.67647058823529,1610612741,85,58,2022-01-12T02:51:14Z,4245000,18.0,37.0,1,right,MISS N. Vucevic driving Hook,[202696],1610612741.0,CHI,driving,,,Vucevic,N. Vucevic,,,,,,4.12,Missed,,,,,,,,,,,,,,,,,,
431,PT06M00.00S,2022-01-12T02:39:53.4Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,85,58,2022-01-12T02:41:30Z,4247500,,,0,,N. Vucevic REBOUND (Off:2 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,430.0,5.0,3.0,2.0,,,,,,,,,,
432,PT06M00.00S,2022-01-12T02:39:56.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,85,58,2022-01-12T02:42:06Z,4248750,0.0,0.0,1,right,MISS N. Vucevic tip Layup,[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
433,PT05M59.00S,2022-01-12T02:39:57.0Z,3,REGULAR,rebound,offensive,[],202696,,,1610612741,85,58,2022-01-12T02:42:06Z,4249375,,,0,,N. Vucevic REBOUND (Off:3 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,432.0,6.0,3.0,3.0,,,,,,,,,,
434,PT05M59.00S,2022-01-12T02:39:58.7Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,94.40999984741211,50.0,1610612741,87,58,2022-01-12T02:42:20Z,4249687,0.0,0.0,1,right,N. Vucevic tip Layup (14 PTS),[202696],1610612741.0,CHI,tip,,,Vucevic,N. Vucevic,,,,,,0.0,Made,14.0,,,,,,,,,,,,,,,,,
435,PT05M43.00S,2022-01-12T02:40:10.1Z,3,REGULAR,foul,personal,[],1628366,,,1610612765,87,58,2022-01-12T02:49:54Z,4310000,,,0,,L. Ball personal FOUL (3 PF),"[1628366, 1630595]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,1628172.0,,,,,,,,,,,3.0,0.0,Cunningham,1630595.0,,,,,,
437,PT05M43.00S,2022-01-12T02:40:22.6Z,3,REGULAR,substitution,out,[],201942,,,1610612765,87,58,2022-01-12T02:49:54Z,4330000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT05M43.00S,2022-01-12T02:40:22.6Z,3,REGULAR,substitution,in,[],1629632,,,1610612765,87,58,2022-01-12T02:49:54Z,4340000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M35.00S,2022-01-12T02:40:42.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.966491458607096,46.81372549019608,1610612765,87,58,2022-01-12T02:40:47Z,4350000,16.0,22.0,1,left,MISS C. Cunningham driving Layup,[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,,2.75,Missed,,,,,,,,,,,,,,,,,,
440,PT05M31.00S,2022-01-12T02:40:46.5Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,87,58,2022-01-12T02:40:47Z,4360000,,,0,,N. Vucevic REBOUND (Off:3 Def:4),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,439.0,7.0,4.0,3.0,,,,,,,,,,
441,PT05M25.00S,2022-01-12T02:40:51.6Z,3,REGULAR,turnover,bad pass,[],1630245,,,1610612741,87,58,2022-01-12T02:40:56Z,4370000,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 1630595]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,,
442,PT05M25.00S,2022-01-12T02:40:51.6Z,3,REGULAR,steal,,[],1630595,,,1610612765,87,58,2022-01-12T02:40:54Z,4380000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT05M23.00S,2022-01-12T02:41:03.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612765,87,58,2022-01-12T02:41:03Z,4390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M09.00S,2022-01-12T02:41:26.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628367,5.995400788436268,96.07843137254902,1610612765,87,61,2022-01-12T02:41:30Z,4400000,-230.0,4.0,1,left,J. Jackson 3PT  (14 PTS) (S. Bey 3 AST),"[1628367, 1630180]",1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,23.04,Made,14.0,S. Bey,1630180.0,3.0,,,,,,,,,,,,,,
446,PT04M52.00S,2022-01-12T02:41:43.8Z,3,REGULAR,2pt,Jump Shot,[],203897,76.5604467805519,69.6078431372549,1610612741,87,61,2022-01-12T02:41:49Z,4420000,98.0,168.0,1,right,MISS Z. LaVine 19' step back Shot,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,,19.43,Missed,,,,,,,,,,,,,,,,,,
447,PT04M50.00S,2022-01-12T02:41:45.8Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,87,61,2022-01-12T02:41:49Z,4430000,,,0,,T. Lyles REBOUND (Off:0 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,446.0,2.0,2.0,0.0,,,,,,,,,,
448,PT04M45.00S,2022-01-12T02:41:50.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,3.630091984231275,96.32352941176471,1610612765,87,61,2022-01-12T02:42:11Z,4440000,-232.0,-18.0,1,left,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,
