actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
91,PT04M50.00S,2026-04-10T23:53:34.9Z,1,REGULAR,rebound,offensive,[],202696,,,1610612738,19,11,2026-04-10T23:53:43Z,910000,False,,,0,,N. Vučević REBOUND (Off:1 Def:0),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,90.0,1.0,0.0,1.0,,,,,,,,,,,,,
92,PT04M50.00S,2026-04-10T23:53:37.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202696,5.590000152587891,50.0,1610612738,21,11,2026-04-10T23:53:46Z,920000,False,0.0,0.0,1,left,N. Vučević tip Layup (2 PTS),[202696],1610612738.0,BOS,tip,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,0.0,Made,,,,,2.0,,,,,,,,,,,,
93,PT04M42.00S,2026-04-10T23:53:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,91.40932982917214,49.754901960784316,1610612740,21,11,2026-04-11T00:00:08Z,930000,False,-1.0,28.0,1,right,MISS J. Poole driving finger roll Layup,[1629673],1610612740.0,NOP,driving finger roll,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,2.83,Missed,,,,,,,,,,,,,,,,,
94,PT04M41.00S,2026-04-10T23:53:46.0Z,1,REGULAR,rebound,offensive,[],1629673,,,1610612740,21,11,2026-04-10T23:56:01Z,940000,False,,,0,,J. Poole REBOUND (Off:1 Def:1),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,
99,PT04M41.00S,2026-04-10T23:53:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629673,91.67214191852825,51.470588235294116,1610612740,21,11,2026-04-10T23:56:09Z,945000,False,7.0,26.0,1,right,MISS J. Poole tip Layup - blocked,"[1629673, 202696]",1610612740.0,NOP,tip,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,2.68,Missed,,,,,,,,,,,,,,Vučević,202696.0,,
100,PT04M41.00S,2026-04-10T23:53:49.1Z,1,REGULAR,block,,[],202696,,,1610612740,21,11,2026-04-10T23:55:54Z,947500,False,,,0,,N. Vučević BLOCK (1 BLK),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2026-04-10T23:53:50.1Z,1,REGULAR,rebound,defensive,[],202696,,,1610612738,21,11,2026-04-10T23:56:09Z,948750,False,,,0,,N. Vučević REBOUND (Off:1 Def:1),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,99.0,2.0,1.0,1.0,,,,,,,,,,,,,
95,PT04M32.00S,2026-04-10T23:53:53.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,29.77989487516426,30.392156862745097,1610612738,24,11,2026-04-10T23:58:30Z,950000,False,98.0,227.0,1,left,J. Brown 24' 3PT running pullup (5 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,24.76,Made,,,,,5.0,,,,,,,,,,,,
96,PT04M32.00S,2026-04-10T23:53:56.8Z,1,REGULAR,foul,personal,['1freethrow'],1642490,,,1610612738,24,11,2026-04-10T23:54:04Z,960000,False,,,0,,J. Oduro shooting personal FOUL (2 PF) (Brown 1 FT),"[1642490, 1627759]",1610612740.0,NOP,shooting,,,Oduro,J. Oduro,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,2882.0,2.0,0.0,Brown,1627759.0,,,,
98,PT04M32.00S,2026-04-10T23:54:15.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,24,11,2026-04-10T23:54:16Z,980000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M32.00S,2026-04-10T23:57:27.9Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1627759,,,1610612738,24,11,2026-04-10T23:57:34Z,990000,False,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2026-04-10T23:57:28.9Z,1,REGULAR,rebound,defensive,[],1642852,,,1610612740,24,11,2026-04-10T23:57:34Z,1000000,False,,,0,,D. Queen REBOUND (Off:0 Def:3),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,,,,,,
104,PT04M22.00S,2026-04-10T23:57:42.6Z,1,REGULAR,foul,personal,[],1627759,,,1610612740,24,11,2026-04-10T23:57:50Z,1010000,False,,,0,,J. Brown personal FOUL (1 PF),"[1627759, 1642852]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,2882.0,1.0,0.0,Queen,1642852.0,,,,
106,PT04M12.00S,2026-04-10T23:58:02.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642852,93.77463863337714,56.61764705882353,1610612740,24,13,2026-04-10T23:58:07Z,1030000,False,33.0,6.0,1,right,D. Queen driving Layup (4 PTS) (J. Fears 2 AST),"[1642852, 1642847]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,3.36,Made,,,,,4.0,J. Fears,1642847.0,2.0,,,,,,,,,
108,PT03M57.00S,2026-04-10T23:58:17.0Z,1,REGULAR,2pt,Jump Shot,[],1627759,24.26084099868594,65.44117647058823,1610612738,26,13,2026-04-10T23:58:20Z,1050000,False,-77.0,176.0,1,left,J. Brown 19' step back Jump Shot (7 PTS),[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,19.18,Made,,,,,7.0,,,,,,,,,,,,
109,PT03M40.00S,2026-04-10T23:58:34.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630621,87.46714848883047,47.30392156862745,1610612740,26,15,2026-04-10T23:58:38Z,1060000,False,-13.0,65.0,1,right,H. Dickinson 6' turnaround Hook (2 PTS),[1630621],1610612740.0,NOP,turnaround,,,Dickinson,H. Dickinson,,,,,In The Paint (Non-RA),0-8 Center,,6.67,Made,,,,,2.0,,,,,,,,,,,,
110,PT03M20.00S,2026-04-10T23:58:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630202,32.933639947437584,41.66666666666667,1610612738,29,15,2026-04-10T23:58:57Z,1070000,False,42.0,257.0,1,left,P. Pritchard 26' 3PT step back (3 PTS),[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,26.05,Made,,,,,3.0,,,,,,,,,,,,
111,PT03M14.00S,2026-04-10T23:59:01.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642852,94.56307490144546,48.529411764705884,1610612740,29,17,2026-04-10T23:59:12Z,1080000,False,-7.0,-1.0,1,right,D. Queen driving DUNK (6 PTS) (J. Poole 2 AST),"[1642852, 1629673]",1610612740.0,NOP,driving,,,Queen,D. Queen,,,,,Restricted Area,0-8 Center,,0.75,Made,,,,,6.0,J. Poole,1629673.0,2.0,,,,,,,,,
112,PT03M03.00S,2026-04-10T23:59:10.9Z,1,REGULAR,3pt,Jump Shot,[],1627759,25.312089356110377,85.29411764705883,1610612738,32,17,2026-04-10T23:59:14Z,1090000,False,-176.0,185.0,1,left,J. Brown 25' 3PT pullup (10 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,25.6,Made,,,,,10.0,,,,,,,,,,,,
113,PT02M53.00S,2026-04-10T23:59:22.0Z,1,REGULAR,2pt,Jump Shot,[],1642847,85.75886990801577,25.49019607843137,1610612740,32,17,2026-04-10T23:59:28Z,1100000,False,-123.0,81.0,1,right,MISS J. Fears 14' driving floating bank Shot,[1642847],1610612740.0,NOP,driving floating bank,,,Fears,J. Fears,,,,,Mid-Range,8-16 Left,,14.71,Missed,,,,,,,,,,,,,,,,,
114,PT02M50.00S,2026-04-10T23:59:25.0Z,1,REGULAR,rebound,offensive,[],1642490,,,1610612740,32,17,2026-04-10T23:59:28Z,1110000,False,,,0,,J. Oduro REBOUND (Off:1 Def:0),[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,Mid-Range,8-16 Left,,,,113.0,1.0,0.0,1.0,,,,,,,,,,,,,
115,PT02M39.00S,2026-04-10T23:59:41.5Z,1,REGULAR,foul,personal,['3freethrow'],1642864,,,1610612740,32,17,2026-04-10T23:59:46Z,1120000,False,,,0,,H. González shooting personal FOUL (1 PF) (Poole 3 FT),"[1642864, 1629673]",1610612738.0,BOS,shooting,,,González,H. González,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,203592.0,1.0,0.0,Poole,1629673.0,,,,
118,PT02M39.00S,2026-04-11T00:00:04.1Z,1,REGULAR,freethrow,1 of 3,['2ndchance'],1629673,,,1610612740,32,17,2026-04-11T00:00:04Z,1140000,False,,,0,,MISS J. Poole Free Throw 1 of 3,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
119,PT02M39.00S,2026-04-11T00:00:04.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,32,17,2026-04-11T00:00:04Z,1150000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,118.0,,,,,,,,,,,,,,,,
120,PT02M39.00S,2026-04-11T00:00:17.1Z,1,REGULAR,freethrow,2 of 3,['2ndchance'],1629673,,,1610612740,32,17,2026-04-11T00:00:17Z,1160000,False,,,0,,MISS J. Poole Free Throw 2 of 3,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
121,PT02M39.00S,2026-04-11T00:00:17.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,32,17,2026-04-11T00:00:17Z,1170000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,
122,PT02M39.00S,2026-04-11T00:00:21.2Z,1,REGULAR,substitution,out,[],1642852,,,1610612740,32,17,2026-04-11T00:00:23Z,1180000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M39.00S,2026-04-11T00:00:21.2Z,1,REGULAR,substitution,in,[],1642877,,,1610612740,32,17,2026-04-11T00:00:23Z,1190000,False,,,0,,SUB in: M. Peavy,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M39.00S,2026-04-11T00:00:39.9Z,1,REGULAR,freethrow,3 of 3,['2ndchance'],1629673,,,1610612740,32,18,2026-04-11T00:00:39Z,1200000,False,,,0,,J. Poole Free Throw 3 of 3 (6 PTS),[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
125,PT02M25.00S,2026-04-11T00:00:54.3Z,1,REGULAR,3pt,Jump Shot,[],1642864,11.908672798948752,96.32352941176471,1610612738,35,18,2026-04-11T00:00:58Z,1210000,False,-232.0,59.0,1,left,H. González 3PT  (3 PTS) (N. Vučević 1 AST),"[1642864, 202696]",1610612738.0,BOS,,,,González,H. González,,,,,Left Corner 3,24+ Left,,23.91,Made,,,,,3.0,N. Vučević,202696.0,1.0,,,,,,,,,
127,PT02M12.00S,2026-04-11T00:01:08.3Z,1,REGULAR,3pt,Jump Shot,[],1642490,68.9388961892247,27.696078431372552,1610612740,35,18,2026-04-11T00:01:15Z,1230000,False,-112.0,239.0,1,right,MISS J. Oduro 26' 3PT,[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,Above the Break 3,24+ Left Center,,26.42,Missed,,,,,,,,,,,,,,,,,
128,PT02M10.00S,2026-04-11T00:01:10.3Z,1,REGULAR,rebound,defensive,[],1642864,,,1610612738,35,18,2026-04-11T00:01:15Z,1240000,False,,,0,,H. González REBOUND (Off:0 Def:1),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Left Center,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,
129,PT02M04.00S,2026-04-11T00:01:16.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,34.37910643889619,50.98039215686274,1610612738,38,18,2026-04-11T00:01:28Z,1250000,False,-5.0,271.0,1,left,P. Pritchard 27' 3PT running pullup (6 PTS),[1630202],1610612738.0,BOS,running pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,27.07,Made,,,,,6.0,,,,,,,,,,,,
130,PT02M03.00S,2026-04-11T00:01:24.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,38,18,2026-04-11T00:01:24Z,1260000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M03.00S,2026-04-11T00:02:24.8Z,1,REGULAR,substitution,out,[],1642847,,,1610612740,38,18,2026-04-11T00:02:54Z,1270000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M03.00S,2026-04-11T00:02:24.8Z,1,REGULAR,substitution,out,[],1629673,,,1610612740,38,18,2026-04-11T00:02:54Z,1280000,False,,,0,,SUB out: J. Poole,[1629673],1610612740.0,NOP,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M03.00S,2026-04-11T00:02:24.8Z,1,REGULAR,substitution,in,[],1641725,,,1610612740,38,18,2026-04-11T00:02:54Z,1290000,False,,,0,,SUB in: T. Alexander,[1641725],1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M03.00S,2026-04-11T00:02:24.8Z,1,REGULAR,substitution,in,[],1641722,,,1610612740,38,18,2026-04-11T00:02:54Z,1300000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M49.00S,2026-04-11T00:03:09.5Z,1,REGULAR,2pt,Jump Shot,[],1641722,71.30420499342969,58.57843137254902,1610612740,38,18,2026-04-11T00:03:15Z,1310000,False,43.0,217.0,1,right,MISS J. Hawkins 22' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Center,,22.14,Missed,,,,,,,,,,,,,,,,,
136,PT01M48.00S,2026-04-11T00:03:10.5Z,1,REGULAR,rebound,defensive,[],202696,,,1610612738,38,18,2026-04-11T00:03:15Z,1320000,False,,,0,,N. Vučević REBOUND (Off:1 Def:2),[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Center,,,,135.0,3.0,2.0,1.0,,,,,,,,,,,,,
137,PT01M31.00S,2026-04-11T00:03:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.296320630749015,47.549019607843135,1610612738,38,18,2026-04-11T00:03:33Z,1330000,False,12.0,110.0,1,left,MISS J. Brown 11' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,11.08,Missed,,,,,,,,,,,,,,,,,
138,PT01M30.00S,2026-04-11T00:03:28.6Z,1,REGULAR,rebound,defensive,[],1642490,,,1610612740,38,18,2026-04-11T00:03:33Z,1340000,False,,,0,,J. Oduro REBOUND (Off:1 Def:1),[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,In The Paint (Non-RA),8-16 Center,,,,137.0,2.0,1.0,1.0,,,,,,,,,,,,,
139,PT01M11.00S,2026-04-11T00:03:47.6Z,1,REGULAR,3pt,Jump Shot,[],1642877,71.04139290407359,73.2843137254902,1610612740,38,18,2026-04-11T00:03:57Z,1350000,False,116.0,220.0,1,right,MISS M. Peavy 24' 3PT,[1642877],1610612740.0,NOP,,,,Peavy,M. Peavy,,,,,Above the Break 3,24+ Right Center,,24.86,Missed,,,,,,,,,,,,,,,,,
140,PT01M08.00S,2026-04-11T00:03:50.6Z,1,REGULAR,rebound,defensive,[],1630202,,,1610612738,38,18,2026-04-11T00:03:57Z,1360000,False,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,
141,PT01M07.00S,2026-04-11T00:03:55.3Z,1,REGULAR,foul,personal,[],1641725,,,1610612738,38,18,2026-04-11T00:04:05Z,1370000,False,,,0,,T. Alexander personal FOUL (1 PF),"[1641725, 1630202]",1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2882.0,1.0,0.0,Pritchard,1630202.0,,,,
143,PT00M59.40S,2026-04-11T00:04:21.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,5.601182654402102,56.61764705882353,1610612738,40,18,2026-04-11T00:04:24Z,1390000,False,-33.0,0.0,1,left,P. Pritchard driving reverse Layup (8 PTS),[1630202],1610612738.0,BOS,driving reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,3.31,Made,,,,,8.0,,,,,,,,,,,,
144,PT00M50.00S,2026-04-11T00:04:34.3Z,1,REGULAR,2pt,Jump Shot,[],1641722,88.51839684625493,16.42156862745098,1610612740,40,18,2026-04-11T00:04:43Z,1400000,False,-168.0,55.0,1,right,MISS J. Hawkins 17' pullup Shot,[1641722],1610612740.0,NOP,pullup,,,Hawkins,J. Hawkins,,,,,Mid-Range,16-24 Left,,17.68,Missed,,,,,,,,,,,,,,,,,
145,PT00M48.70S,2026-04-11T00:04:35.6Z,1,REGULAR,rebound,offensive,[],1642490,,,1610612740,40,18,2026-04-11T00:04:43Z,1410000,False,,,0,,J. Oduro REBOUND (Off:2 Def:1),[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,Mid-Range,16-24 Left,,,,144.0,3.0,1.0,2.0,,,,,,,,,,,,,
146,PT00M44.90S,2026-04-11T00:04:40.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1641722,75.3777923784494,14.705882352941178,1610612740,40,21,2026-04-11T00:04:49Z,1420000,False,-176.0,179.0,1,right,J. Hawkins 25' 3PT  (3 PTS) (J. Oduro 1 AST),"[1641722, 1642490]",1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Above the Break 3,24+ Left Center,,25.13,Made,,,,,3.0,J. Oduro,1642490.0,1.0,,,,,,,,,
148,PT00M34.40S,2026-04-11T00:04:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,7.835085413929041,43.872549019607845,1610612738,42,21,2026-04-11T00:05:00Z,1440000,False,31.0,21.0,1,left,P. Pritchard driving Layup (10 PTS) (N. Vučević 2 AST),"[1630202, 202696]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,3.72,Made,,,,,10.0,N. Vučević,202696.0,2.0,,,,,,,,,
150,PT00M29.70S,2026-04-11T00:05:05.6Z,1,REGULAR,2pt,Jump Shot,[],1641725,76.69185282522996,51.9607843137255,1610612740,42,23,2026-04-11T00:05:09Z,1460000,False,10.0,167.0,1,right,T. Alexander 16' pullup Jump Shot (2 PTS),[1641725],1610612740.0,NOP,pullup,,,Alexander,T. Alexander,,,,,Mid-Range,16-24 Center,,16.69,Made,,,,,2.0,,,,,,,,,,,,
151,PT00M10.00S,2026-04-11T00:05:31.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641725,,,1610612738,42,23,2026-04-11T00:05:39Z,1470000,False,,,0,,T. Alexander personal FOUL (2 PF) (Brown 2 FT),"[1641725, 1627759]",1610612740.0,NOP,,,,Alexander,T. Alexander,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,203592.0,2.0,0.0,Brown,1627759.0,,,,
153,PT00M10.00S,2026-04-11T00:06:01.9Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,43,23,2026-04-11T00:06:01Z,1490000,False,,,0,,J. Brown Free Throw 1 of 2 (11 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
154,PT00M10.00S,2026-04-11T00:06:23.1Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,44,23,2026-04-11T00:06:23Z,1500000,False,,,0,,J. Brown Free Throw 2 of 2 (12 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
155,PT00M07.30S,2026-04-11T00:06:31.6Z,1,REGULAR,foul,personal,[],1630202,,,1610612740,44,23,2026-04-11T00:06:41Z,1510000,False,,,0,,P. Pritchard take personal FOUL (1 PF),"[1630202, 1641722]",1610612738.0,BOS,take,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,1627963.0,1.0,0.0,Hawkins,1641722.0,,,,
157,PT00M01.20S,2026-04-11T00:06:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641722,92.72339027595268,51.470588235294116,1610612740,44,25,2026-04-11T00:07:00Z,1530000,False,7.0,16.0,1,right,J. Hawkins driving finger roll Layup (5 PTS),[1641722],1610612740.0,NOP,driving finger roll,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,1.75,Made,,,,,5.0,,,,,,,,,,,,
158,PT00M00.00S,2026-04-11T00:07:01.9Z,1,REGULAR,heave,,[],0,,,1610612738,44,25,2026-04-11T00:10:25Z,1540000,False,,,0,,BOS Heave,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,61.24,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2026-04-11T00:07:01.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,44,25,2026-04-11T00:07:14Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,158.0,,,,,,,,,,,,,,,,
160,PT00M00.00S,2026-04-11T00:07:05.8Z,1,REGULAR,period,end,[],0,,,1610612738,44,25,2026-04-11T00:07:05Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,out,['startperiod'],202696,,,1610612738,44,25,2026-04-11T00:09:34Z,1570000,False,,,0,,SUB out: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,out,['startperiod'],1627759,,,1610612738,44,25,2026-04-11T00:09:34Z,1580000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,out,['startperiod'],1631248,,,1610612738,44,25,2026-04-11T00:09:34Z,1590000,False,,,0,,SUB out: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,out,['startperiod'],1630621,,,1610612738,44,25,2026-04-11T00:09:34Z,1600000,False,,,0,,SUB out: H. Dickinson,[1630621],1610612740.0,NOP,,,,Dickinson,H. Dickinson,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,in,['startperiod'],1628401,,,1610612738,44,25,2026-04-11T00:09:34Z,1610000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,in,['startperiod'],1630573,,,1610612738,44,25,2026-04-11T00:09:34Z,1620000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,in,['startperiod'],1630568,,,1610612738,44,25,2026-04-11T00:09:34Z,1630000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2026-04-11T00:09:07.5Z,2,REGULAR,substitution,in,['startperiod'],1642852,,,1610612738,44,25,2026-04-11T00:09:34Z,1640000,False,,,0,,SUB in: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-04-11T00:09:46.7Z,2,REGULAR,period,start,[],0,,,1610612738,44,25,2026-04-11T00:09:46Z,1650000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M40.00S,2026-04-11T00:10:06.2Z,2,REGULAR,2pt,Jump Shot,[],1630202,8.754927726675426,20.34313725490196,1610612738,44,25,2026-04-11T00:10:13Z,1660000,False,148.0,30.0,1,left,MISS P. Pritchard 15' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,15.13,Missed,,,,,,,,,,,,,,,,,
171,PT11M38.00S,2026-04-11T00:10:08.2Z,2,REGULAR,rebound,defensive,[],1642852,,,1610612740,44,25,2026-04-11T00:10:13Z,1670000,False,,,0,,D. Queen REBOUND (Off:0 Def:4),[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,Mid-Range,8-16 Right,,,,170.0,4.0,4.0,0.0,,,,,,,,,,,,,
172,PT11M26.00S,2026-04-11T00:10:21.6Z,2,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612740,44,25,2026-04-11T00:10:31Z,1680000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Oduro 2 FT),"[1630568, 1642490]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,2882.0,1.0,0.0,Oduro,1642490.0,,,,
174,PT11M26.00S,2026-04-11T00:10:46.7Z,2,REGULAR,freethrow,1 of 2,[],1642490,,,1610612740,44,26,2026-04-11T00:10:46Z,1700000,False,,,0,,J. Oduro Free Throw 1 of 2 (1 PTS),[1642490],1610612740.0,NOP,,,,Oduro,J. Oduro,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,
