actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,officialId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
503,PT10M59.00S,2026-04-05T21:21:58.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,8.623521681997373,41.911764705882355,1610612761,85,79,2026-04-05T21:22:32Z,4970000,False,40.0,29.0,1,left,J. Poeltl floating Jump Shot (12 PTS) (S. Barnes 7 AST),"[1627751, 1630567]",1610612761.0,TOR,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,4.95,Made,12.0,,,,,,,,,S. Barnes,1630567.0,7.0,,,,,,
505,PT10M38.00S,2026-04-05T21:22:17.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,93.64323258869908,55.392156862745104,1610612738,87,79,2026-04-05T21:22:22Z,4990000,False,27.0,7.0,1,right,P. Pritchard driving Layup (11 PTS) (N. Vučević 1 AST),"[1630202, 202696]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,2.8,Made,11.0,,,,,,,,,N. Vučević,202696.0,1.0,,,,,,
507,PT10M26.00S,2026-04-05T21:22:31.0Z,4,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,87,79,2026-04-05T21:22:37Z,5010000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (3 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,3.0,,,202058.0,,,,,,,,,,,,
508,PT10M26.00S,2026-04-05T21:22:34.9Z,4,REGULAR,substitution,out,[],202696,,,1610612738,87,79,2026-04-05T21:22:46Z,5020000,False,,,0,,SUB out: N. Vučević,[202696],1610612738.0,BOS,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT10M26.00S,2026-04-05T21:22:34.9Z,4,REGULAR,substitution,out,[],1627751,,,1610612738,87,79,2026-04-05T21:22:46Z,5030000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT10M26.00S,2026-04-05T21:22:34.9Z,4,REGULAR,substitution,in,[],1629674,,,1610612738,87,79,2026-04-05T21:22:46Z,5040000,False,,,0,,SUB in: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M26.00S,2026-04-05T21:22:34.9Z,4,REGULAR,substitution,in,[],1642867,,,1610612738,87,79,2026-04-05T21:22:46Z,5050000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M10.00S,2026-04-05T21:23:07.8Z,4,REGULAR,foul,personal,['3freethrow'],1630572,,,1610612738,87,79,2026-04-05T21:23:18Z,5060000,False,,,0,,S. Mamukelashvili shooting personal FOUL (1 PF) (Tatum 3 FT),"[1630572, 1628369]",1610612761.0,TOR,shooting,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,,,203054.0,,,,,,,1.0,0.0,Tatum,1628369.0,,
514,PT10M10.00S,2026-04-05T21:23:30.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,87,79,2026-04-05T21:23:30Z,5080000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT10M10.00S,2026-04-05T21:25:50.7Z,4,REGULAR,substitution,out,[],1630567,,,1610612738,87,79,2026-04-05T21:26:32Z,5090000,False,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
516,PT10M10.00S,2026-04-05T21:25:50.7Z,4,REGULAR,substitution,out,[],1642867,,,1610612738,87,79,2026-04-05T21:26:32Z,5100000,False,,,0,,SUB out: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT10M10.00S,2026-04-05T21:25:50.7Z,4,REGULAR,substitution,in,[],1642347,,,1610612738,87,79,2026-04-05T21:26:32Z,5110000,False,,,0,,SUB in: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT10M10.00S,2026-04-05T21:25:50.7Z,4,REGULAR,substitution,in,[],1627751,,,1610612738,87,79,2026-04-05T21:26:32Z,5120000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT10M10.00S,2026-04-05T21:26:36.4Z,4,REGULAR,freethrow,1 of 3,['fromturnover'],1628369,,,1610612738,88,79,2026-04-05T21:26:36Z,5130000,False,,,0,,J. Tatum Free Throw 1 of 3 (18 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
520,PT10M10.00S,2026-04-05T21:26:48.8Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],1628369,,,1610612738,88,79,2026-04-05T21:26:48Z,5140000,False,,,0,,MISS J. Tatum Free Throw 2 of 3,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
521,PT10M10.00S,2026-04-05T21:26:48.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,88,79,2026-04-05T21:26:48Z,5150000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,
522,PT10M10.00S,2026-04-05T21:27:10.7Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],1628369,,,1610612738,89,79,2026-04-05T21:27:10Z,5160000,False,,,0,,J. Tatum Free Throw 3 of 3 (19 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
523,PT09M57.00S,2026-04-05T21:27:24.5Z,4,REGULAR,turnover,bad pass,[],1627751,,,1610612761,89,79,2026-04-05T21:27:29Z,5170000,False,,,0,,J. Poeltl bad pass TURNOVER (3 TO),"[1627751, 1630202]",1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),0-8 Center,,,,,3.0,Pritchard,1630202.0,,,,,,,,,,,,,
524,PT09M57.00S,2026-04-05T21:27:24.5Z,4,REGULAR,steal,,[],1630202,,,1610612738,89,79,2026-04-05T21:27:26Z,5180000,False,,,0,,P. Pritchard STEAL (2 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
525,PT09M47.00S,2026-04-05T21:27:35.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628369,90.62089356110381,41.42156862745098,1610612738,91,79,2026-04-05T21:27:43Z,5190000,False,-43.0,36.0,1,right,J. Tatum driving floating bank Jump Shot (21 PTS),[1628369],1610612738.0,BOS,driving floating bank,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,5.58,Made,21.0,,,,,,,,,,,,,,,,,
526,PT09M32.00S,2026-04-05T21:27:49.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642347,13.485545335085414,41.66666666666667,1610612761,91,81,2026-04-05T21:28:51Z,5200000,False,42.0,74.0,1,left,J. Shead 8' driving floating Jump Shot (7 PTS),[1642347],1610612761.0,TOR,driving floating,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,8.52,Made,7.0,,,,,,,,,,,,,,,,,
527,PT09M17.00S,2026-04-05T21:28:05.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,92.59198423127464,45.588235294117645,1610612738,93,81,2026-04-05T21:28:09Z,5210000,False,-22.0,17.0,1,right,P. Pritchard driving Layup (13 PTS) (N. Queta 4 AST),"[1630202, 1629674]",1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,2.79,Made,13.0,,,,,,,,,N. Queta,1629674.0,4.0,,,,,,
530,PT08M59.00S,2026-04-05T21:28:24.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,5.995400788436268,43.38235294117647,1610612761,93,83,2026-04-05T21:28:50Z,5230000,False,33.0,4.0,1,left,J. Poeltl cutting Layup (14 PTS) (R. Barrett 4 AST),"[1627751, 1629628]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,3.33,Made,14.0,,,,,,,,,R. Barrett,1629628.0,4.0,,,,,,
532,PT08M35.00S,2026-04-05T21:28:47.2Z,4,REGULAR,3pt,Jump Shot,[],1630202,73.66951379763469,15.931372549019606,1610612738,93,83,2026-04-05T21:28:54Z,5250000,False,-170.0,195.0,1,right,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,,
533,PT08M35.00S,2026-04-05T21:28:47.2Z,4,REGULAR,rebound,defensive,[],1630572,,,1610612761,93,83,2026-04-05T21:28:54Z,5260000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:5),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,532.0,,,,,5.0,5.0,0.0,,,,,,,,,
534,PT08M16.00S,2026-04-05T21:29:05.2Z,4,REGULAR,2pt,Jump Shot,[],1629628,13.87976346911958,18.627450980392158,1610612761,93,83,2026-04-05T21:29:15Z,5270000,False,157.0,78.0,1,left,MISS R. Barrett 17' turnaround bank Shot,[1629628],1610612761.0,TOR,turnaround bank,,,Barrett,R. Barrett,,,,,Mid-Range,16-24 Right,17.52,Missed,,,,,,,,,,,,,,,,,,
535,PT08M13.00S,2026-04-05T21:29:08.2Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,93,83,2026-04-05T21:29:10Z,5280000,False,,,0,,N. Queta REBOUND (Off:4 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,16-24 Right,,,,534.0,,,,,6.0,2.0,4.0,,,,,,,,,
536,PT08M05.00S,2026-04-05T21:29:17.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630573,92.85479632063075,47.794117647058826,1610612738,95,83,2026-04-05T21:31:30Z,5290000,False,-11.0,15.0,1,right,S. Hauser driving reverse Layup (7 PTS) (J. Tatum 5 AST),"[1630573, 1628369]",1610612738.0,BOS,driving reverse,,,Hauser,S. Hauser,,,,,Restricted Area,0-8 Center,1.84,Made,7.0,,,,,,,,,J. Tatum,1628369.0,5.0,,,,,,
538,PT08M05.00S,2026-04-05T21:29:20.3Z,4,REGULAR,foul,personal,['1freethrow'],1627751,,,1610612738,95,83,2026-04-05T21:29:58Z,5310000,False,,,0,,J. Poeltl shooting personal FOUL (4 PF) (Hauser 1 FT),"[1627751, 1630573]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,,,,,,,4.0,0.0,Hauser,1630573.0,,
540,PT08M05.00S,2026-04-05T21:29:47.5Z,4,REGULAR,substitution,out,[],1629628,,,1610612738,95,83,2026-04-05T21:29:55Z,5330000,False,,,0,,SUB out: R. Barrett,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PT08M05.00S,2026-04-05T21:29:47.5Z,4,REGULAR,substitution,out,[],1627751,,,1610612738,95,83,2026-04-05T21:29:55Z,5340000,False,,,0,,SUB out: J. Poeltl,[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
542,PT08M05.00S,2026-04-05T21:29:47.5Z,4,REGULAR,substitution,in,[],1642867,,,1610612738,95,83,2026-04-05T21:29:55Z,5350000,False,,,0,,SUB in: C. Murray-Boyles,[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT08M05.00S,2026-04-05T21:29:47.5Z,4,REGULAR,substitution,in,[],1627742,,,1610612738,95,83,2026-04-05T21:29:55Z,5360000,False,,,0,,SUB in: B. Ingram,[1627742],1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT08M05.00S,2026-04-05T21:29:59.6Z,4,REGULAR,freethrow,1 of 1,[],1630573,,,1610612738,96,83,2026-04-05T21:29:59Z,5370000,False,,,0,,S. Hauser Free Throw 1 of 1 (8 PTS),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
545,PT07M52.00S,2026-04-05T21:30:12.6Z,4,REGULAR,3pt,Jump Shot,[],1642347,30.305519053876477,25.98039215686275,1610612761,96,83,2026-04-05T21:30:21Z,5380000,False,120.0,232.0,1,left,MISS J. Shead 26' 3PT,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Right Center,26.16,Missed,,,,,,,,,,,,,,,,,,
546,PT07M48.00S,2026-04-05T21:30:16.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,96,83,2026-04-05T21:30:21Z,5390000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Above the Break 3,24+ Right Center,,,,545.0,,,,,,,,,,,,,,,,
548,PT07M39.00S,2026-04-05T21:30:55.4Z,4,REGULAR,foul,personal,['2freethrow'],1629674,,,1610612761,96,83,2026-04-05T21:31:05Z,5410000,False,,,0,,N. Queta shooting personal FOUL (3 PF) (Mamukelashvili 2 FT),"[1629674, 1630572]",1610612738.0,BOS,shooting,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,202058.0,,,,,,,3.0,0.0,Mamukelashvili,1630572.0,,
550,PT07M39.00S,2026-04-05T21:31:22.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630572,,,1610612761,96,84,2026-04-05T21:31:22Z,5430000,False,,,0,,S. Mamukelashvili Free Throw 1 of 2 (7 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
551,PT07M39.00S,2026-04-05T21:31:37.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630572,,,1610612761,96,85,2026-04-05T21:31:37Z,5440000,False,,,0,,S. Mamukelashvili Free Throw 2 of 2 (8 PTS),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
552,PT07M32.00S,2026-04-05T21:31:49.4Z,4,REGULAR,foul,personal,[],1642266,,,1610612738,96,85,2026-04-05T21:31:56Z,5450000,False,,,0,,J. Walter personal FOUL (2 PF),"[1642266, 1628401]",1610612761.0,TOR,,,,Walter,J. Walter,,,,,Above the Break 3,24+ Right Center,,,,,,,,202007.0,,,,,,,2.0,0.0,White,1628401.0,,
554,PT07M10.00S,2026-04-05T21:32:26.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,86.81011826544021,47.05882352941176,1610612738,98,85,2026-04-05T21:32:32Z,5470000,False,-15.0,71.0,1,right,P. Pritchard 7' pullup Jump Shot (15 PTS) (J. Tatum 6 AST),"[1630202, 1628369]",1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,7.3,Made,15.0,,,,,,,,,J. Tatum,1628369.0,6.0,,,,,,
556,PT06M59.00S,2026-04-05T21:32:39.3Z,4,REGULAR,foul,personal,['3freethrow'],1628401,,,1610612761,98,85,2026-04-05T21:32:59Z,5490000,False,,,0,,D. White shooting personal FOUL (1 PF) (Walter 3 FT),"[1628401, 1642266]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Right Corner 3,24+ Right,,,,,,,,203054.0,,,,,,,1.0,0.0,Walter,1642266.0,,
558,PT06M59.00S,2026-04-05T21:33:17.0Z,4,REGULAR,freethrow,1 of 3,[],1642266,,,1610612761,98,85,2026-04-05T21:33:17Z,5510000,False,,,0,,MISS J. Walter Free Throw 1 of 3,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
559,PT06M59.00S,2026-04-05T21:33:17.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,98,85,2026-04-05T21:33:17Z,5520000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,558.0,,,,,,,,,,,,,,,,
560,PT06M59.00S,2026-04-05T21:33:17.0Z,4,REGULAR,freethrow,2 of 3,[],1642266,,,1610612761,98,85,2026-04-05T21:33:53Z,5530000,False,,,0,,MISS J. Walter Free Throw 2 of 3,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
561,PT06M59.00S,2026-04-05T21:33:17.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612761,98,85,2026-04-05T21:33:53Z,5540000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,560.0,,,,,,,,,,,,,,,,
562,PT06M59.00S,2026-04-05T21:33:17.0Z,4,REGULAR,freethrow,3 of 3,[],1642266,,,1610612761,98,85,2026-04-05T21:33:53Z,5550000,False,,,0,,MISS J. Walter Free Throw 3 of 3,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
563,PT06M59.00S,2026-04-05T21:33:17.0Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,85,2026-04-05T21:34:00Z,5560000,False,,,0,,J. Tatum REBOUND (Off:0 Def:13),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,562.0,,,,,13.0,13.0,0.0,,,,,,,,,
564,PT06M36.00S,2026-04-05T21:34:12.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.59198423127464,42.8921568627451,1610612738,98,85,2026-04-05T21:34:16Z,5570000,False,-36.0,17.0,1,right,MISS J. Tatum driving finger roll Layup,[1628369],1610612738.0,BOS,driving finger roll,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,,
565,PT06M35.00S,2026-04-05T21:34:13.2Z,4,REGULAR,rebound,defensive,[],1642867,,,1610612761,98,85,2026-04-05T21:34:16Z,5580000,False,,,0,,C. Murray-Boyles REBOUND (Off:1 Def:4),[1642867],1610612761.0,TOR,,,,Murray-Boyles,C. Murray-Boyles,,,,,Restricted Area,0-8 Center,,,,564.0,,,,,5.0,4.0,1.0,,,,,,,,,
567,PT06M19.00S,2026-04-05T21:34:34.0Z,4,REGULAR,substitution,out,[],1630573,,,1610612761,98,85,2026-04-05T21:34:37Z,5600000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT06M19.00S,2026-04-05T21:34:34.0Z,4,REGULAR,substitution,in,[],1627759,,,1610612761,98,85,2026-04-05T21:34:37Z,5610000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M19.00S,2026-04-05T21:34:52.3Z,4,REGULAR,substitution,out,[],1642266,,,1610612761,98,85,2026-04-05T21:34:54Z,5620000,False,,,0,,SUB out: J. Walter,[1642266],1610612761.0,TOR,,,,Walter,J. Walter,,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M19.00S,2026-04-05T21:34:52.3Z,4,REGULAR,substitution,in,[],1630567,,,1610612761,98,85,2026-04-05T21:34:54Z,5630000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT06M15.00S,2026-04-05T21:35:09.8Z,4,REGULAR,2pt,Jump Shot,[],1627742,23.603810775295663,41.42156862745098,1610612761,98,87,2026-04-05T21:35:40Z,5640000,False,43.0,169.0,1,left,B. Ingram 17' step back Jump Shot (11 PTS),[1627742],1610612761.0,TOR,step back,,,Ingram,B. Ingram,,,,,Mid-Range,16-24 Center,17.47,Made,11.0,,,,,,,,,,,,,,,,,
572,PT05M59.00S,2026-04-05T21:35:29.7Z,4,REGULAR,foul,personal,[],1630572,,,1610612738,98,87,2026-04-05T21:35:36Z,5650000,False,,,0,,S. Mamukelashvili personal FOUL (2 PF),"[1630572, 1629674]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Restricted Area,0-8 Center,,,,,,,,202007.0,,,,,,,2.0,0.0,Queta,1629674.0,,
574,PT05M46.00S,2026-04-05T21:35:59.5Z,4,REGULAR,3pt,Jump Shot,[],1628369,80.23981603153744,91.66666666666666,1610612738,98,87,2026-04-05T21:36:27Z,5670000,False,208.0,133.0,1,right,MISS J. Tatum 24' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,24.72,Missed,,,,,,,,,,,,,,,,,,
575,PT05M45.00S,2026-04-05T21:36:00.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,87,2026-04-05T21:36:21Z,5680000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,574.0,,,,,,,,,,,,,,,,
576,PT05M45.00S,2026-04-05T21:36:06.4Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612738,98,87,2026-04-05T21:36:11Z,5690000,False,,,0,,BOS shot clock Team TURNOVER,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,202007.0,,,,,,,,,,,,
577,PT05M23.00S,2026-04-05T21:36:33.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627742,6.915243101182654,58.82352941176471,1610612761,98,89,2026-04-05T21:37:01Z,5700000,False,-44.0,13.0,1,left,B. Ingram driving finger roll Layup (13 PTS),[1627742],1610612761.0,TOR,driving finger roll,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),0-8 Center,4.58,Made,13.0,,,,,,,,,,,,,,,,,
578,PT05M06.00S,2026-04-05T21:36:48.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,82.86793692509855,45.83333333333333,1610612738,98,89,2026-04-05T21:37:16Z,5710000,False,-21.0,109.0,1,right,MISS J. Brown 11' turnaround fadeaway Shot,[1627759],1610612738.0,BOS,turnaround fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,11.05,Missed,,,,,,,,,,,,,,,,,,
579,PT05M02.00S,2026-04-05T21:36:52.7Z,4,REGULAR,rebound,defensive,[],1630572,,,1610612761,98,89,2026-04-05T21:36:56Z,5720000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:6),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,In The Paint (Non-RA),8-16 Center,,,,578.0,,,,,6.0,6.0,0.0,,,,,,,,,
580,PT04M53.00S,2026-04-05T21:37:03.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,19.136005256241788,49.01960784313725,1610612761,98,91,2026-04-05T21:37:13Z,5730000,False,5.0,127.0,1,left,B. Ingram 12' turnaround Jump Shot (15 PTS),[1627742],1610612761.0,TOR,turnaround,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,12.75,Made,15.0,,,,,,,,,,,,,,,,,
581,PT04M38.00S,2026-04-05T21:37:18.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.72339027595268,47.794117647058826,1610612738,98,91,2026-04-05T21:38:11Z,5740000,False,-11.0,16.0,1,right,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
582,PT04M37.00S,2026-04-05T21:37:19.2Z,4,REGULAR,rebound,offensive,[],1629674,,,1610612738,98,91,2026-04-05T21:38:06Z,5750000,False,,,0,,N. Queta REBOUND (Off:5 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,581.0,,,,,7.0,2.0,5.0,,,,,,,,,
583,PT04M37.00S,2026-04-05T21:37:22.8Z,4,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1629674,94.40999984741211,50.0,1610612738,100,91,2026-04-05T21:38:10Z,5760000,False,0.0,0.0,1,right,N. Queta tip DUNK (18 PTS),[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,0.0,Made,18.0,,,,,,,,,,,,,,,,,
584,PT04M23.00S,2026-04-05T21:37:31.9Z,4,REGULAR,turnover,bad pass,[],1642347,,,1610612761,100,91,2026-04-05T21:37:40Z,5770000,False,,,0,,J. Shead bad pass TURNOVER (2 TO),"[1642347, 1630202]",1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),0-8 Center,,,,,2.0,Pritchard,1630202.0,,,,,,,,,,,,,
585,PT04M23.00S,2026-04-05T21:37:31.9Z,4,REGULAR,steal,,[],1630202,,,1610612738,100,91,2026-04-05T21:37:34Z,5780000,False,,,0,,P. Pritchard STEAL (3 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
586,PT04M16.00S,2026-04-05T21:37:40.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,92.72339027595268,3.9215686274509802,1610612738,103,91,2026-04-05T21:37:50Z,5790000,False,-230.0,16.0,1,right,D. White 3PT  (8 PTS) (J. Tatum 7 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,23.09,Made,8.0,,,,,,,,,J. Tatum,1628369.0,7.0,,,,,,
588,PT04M12.00S,2026-04-05T21:37:47.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,103,91,2026-04-05T21:37:47Z,5810000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT04M12.00S,2026-04-05T21:40:21.6Z,4,REGULAR,substitution,out,[],1642347,,,1610612761,103,91,2026-04-05T21:40:38Z,5820000,False,,,0,,SUB out: J. Shead,[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,,,,,,,,,,,,,,,,,,,,,,
