actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
94,PT04M54.00S,2022-04-02T00:26:25.6Z,1,REGULAR,2pt,Jump Shot,[],1629002,14.011169513797633,75.24509803921569,1610612758,25,14,2022-04-02T00:26:29Z,920000,-126.0,79.0,1,left,C. Metu 14' Jump Shot (2 PTS) (T. Lyles 2 AST),"[1629002, 1626168]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,14.9,Made,2.0,,,,,T. Lyles,1626168.0,2.0,,,,,,,,,,
96,PT04M35.00S,2022-04-02T00:26:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.46057818659659,46.81372549019608,1610612745,27,14,2022-04-02T00:26:49Z,940000,-16.0,18.0,1,right,K. Porter Jr. driving finger roll Layup (4 PTS),[1629645],1610612745.0,HOU,driving finger roll,,,Porter Jr.,K. Porter Jr.,,,,,2.43,Made,4.0,,,,,,,,,,,,,,,,,
97,PT04M27.00S,2022-04-02T00:26:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.440867279894875,48.28431372549019,1610612758,27,14,2022-04-02T00:27:00Z,950000,9.0,17.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,1.94,Missed,,,,,,,,,,,,,,,,,,
98,PT04M25.00S,2022-04-02T00:26:54.0Z,1,REGULAR,rebound,defensive,[],1630256,,,1610612745,27,14,2022-04-02T00:26:54Z,960000,,,0,,J. Tate REBOUND (Off:0 Def:1),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,
99,PT04M22.00S,2022-04-02T00:26:57.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612745,27,14,2022-04-02T00:27:35Z,970000,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Mathews 2 FT),"[1628978, 1629726]",1610612758.0,SAC,shooting,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,1193.0,1.0,0.0,Mathews,1629726.0,,,,,
102,PT04M22.00S,2022-04-02T00:27:29.7Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,27,14,2022-04-02T00:27:52Z,1000000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2022-04-02T00:27:29.7Z,1,REGULAR,substitution,out,[],1626168,,,1610612745,27,14,2022-04-02T00:27:52Z,1010000,,,0,,SUB out: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M22.00S,2022-04-02T00:27:29.7Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,27,14,2022-04-02T00:27:52Z,1020000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M22.00S,2022-04-02T00:27:29.7Z,1,REGULAR,substitution,in,[],203087,,,1610612745,27,14,2022-04-02T00:27:52Z,1030000,,,0,,SUB in: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2022-04-02T00:27:35.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629726,,,1610612745,28,14,2022-04-02T00:34:20Z,1032500,,,0,,G. Mathews Free Throw 1 of 2 (10 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
106,PT04M22.00S,2022-04-02T00:27:35.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629726,,,1610612745,29,14,2022-04-02T00:34:20Z,1033750,,,0,,G. Mathews Free Throw 2 of 2 (11 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2022-04-02T00:28:00.3Z,1,REGULAR,turnover,bad pass,[],1628978,,,1610612758,29,14,2022-04-02T00:33:01Z,1035000,,,0,,D. DiVincenzo bad pass TURNOVER (1 TO),"[1628978, 1630224]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,1.0,Green,1630224.0,,
108,PT04M14.00S,2022-04-02T00:28:00.3Z,1,REGULAR,steal,,[],1630224,,,1610612745,29,14,2022-04-02T00:28:03Z,1037500,,,0,,J. Green STEAL (1 STL),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M06.00S,2022-04-02T00:28:07.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629726,93.77463863337714,50.0,1610612745,31,14,2022-04-02T00:28:21Z,1070000,0.0,6.0,1,right,G. Mathews driving Layup (13 PTS) (K. Porter Jr. 4 AST),"[1629726, 1629645]",1610612745.0,HOU,driving,,,Mathews,G. Mathews,,,,,0.6,Made,13.0,,,,,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,
111,PT03M54.00S,2022-04-02T00:28:19.2Z,1,REGULAR,2pt,Jump Shot,[],1629002,20.318659658344284,22.058823529411764,1610612758,31,16,2022-04-02T00:28:27Z,1090000,140.0,138.0,1,left,C. Metu 19' Jump Shot (4 PTS),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,19.67,Made,4.0,,,,,,,,,,,,,,,,,
112,PT03M35.00S,2022-04-02T00:28:38.4Z,1,REGULAR,3pt,Jump Shot,[],1629645,74.58935611038108,14.460784313725492,1610612745,31,16,2022-04-02T00:28:46Z,1100000,-178.0,186.0,1,right,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
113,PT03M34.00S,2022-04-02T00:28:39.4Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,31,16,2022-04-02T00:33:10Z,1110000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:0),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,112.0,1.0,0.0,1.0,,,,,,,,,,,,,
114,PT03M32.00S,2022-04-02T00:28:44.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,91.93495400788436,52.69607843137255,1610612745,31,16,2022-04-02T00:32:17Z,1120000,13.0,23.0,1,right,MISS K. Martin Jr. putback Layup,[1630231],1610612745.0,HOU,putback,,,Martin Jr.,K. Martin Jr.,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2022-04-02T00:28:45.2Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,31,16,2022-04-02T00:32:17Z,1130000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,114.0,3.0,3.0,0.0,,,,,,,,,,,,,
116,PT03M24.00S,2022-04-02T00:28:49.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,30.831143232588698,30.88235294117647,1610612758,31,16,2022-04-02T00:34:56Z,1140000,96.0,237.0,1,left,MISS D. DiVincenzo 25' running 3PT,[1628978],1610612758.0,SAC,running,,,DiVincenzo,D. DiVincenzo,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
117,PT03M21.00S,2022-04-02T00:28:52.7Z,1,REGULAR,rebound,defensive,[],1630586,,,1610612745,31,16,2022-04-02T00:29:01Z,1150000,,,0,,U. Garuba REBOUND (Off:2 Def:6),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,116.0,8.0,6.0,2.0,,,,,,,,,,,,,
118,PT03M12.00S,2022-04-02T00:29:01.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.5735873850197,60.049019607843135,1610612745,34,16,2022-04-02T00:29:08Z,1160000,50.0,262.0,1,right,J. Green 26' 3PT pullup (11 PTS) (K. Porter Jr. 5 AST),"[1630224, 1629645]",1610612745.0,HOU,pullup,,,Green,J. Green,,,,,26.65,Made,11.0,,,,,K. Porter Jr.,1629645.0,5.0,,,,,,,,,,
119,PT03M02.00S,2022-04-02T00:29:11.3Z,1,REGULAR,3pt,Jump Shot,[],203084,28.465834428383708,19.852941176470587,1610612758,34,19,2022-04-02T00:29:17Z,1170000,151.0,215.0,1,left,H. Barnes 26' 3PT  (12 PTS) (D. Mitchell 2 AST),"[203084, 1630558]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,26.26,Made,12.0,,,,,D. Mitchell,1630558.0,2.0,,,,,,,,,,
121,PT02M41.00S,2022-04-02T00:29:33.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,81.553876478318,61.51960784313726,1610612745,36,19,2022-04-02T00:29:41Z,1190000,58.0,121.0,1,right,K. Porter Jr. 13' pullup Jump Shot (6 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,13.39,Made,6.0,,,,,,,,,,,,,,,,,
122,PT02M29.00S,2022-04-02T00:29:47.9Z,1,REGULAR,foul,personal,['2freethrow'],1629645,,,1610612758,36,19,2022-04-02T00:29:52Z,1200000,,,0,,K. Porter Jr. shooting personal FOUL (1 PF) (Barnes 2 FT),"[1629645, 203084]",1610612745.0,HOU,shooting,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,201245.0,1.0,0.0,Barnes,203084.0,,,,,
124,PT02M29.00S,2022-04-02T00:29:54.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,36,19,2022-04-02T00:29:54Z,1220000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M29.00S,2022-04-02T00:32:24.9Z,1,REGULAR,substitution,out,[],1630586,,,1610612758,36,19,2022-04-02T00:32:52Z,1230000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M29.00S,2022-04-02T00:32:24.9Z,1,REGULAR,substitution,out,[],1629726,,,1610612758,36,19,2022-04-02T00:32:52Z,1240000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M29.00S,2022-04-02T00:32:24.9Z,1,REGULAR,substitution,in,[],1630528,,,1610612758,36,19,2022-04-02T00:32:52Z,1250000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2022-04-02T00:32:24.9Z,1,REGULAR,substitution,in,[],1628981,,,1610612758,36,19,2022-04-02T00:32:52Z,1260000,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M29.00S,2022-04-02T00:33:06.8Z,1,REGULAR,freethrow,1 of 2,[],203084,,,1610612758,36,19,2022-04-02T00:33:06Z,1270000,,,0,,MISS H. Barnes Free Throw 1 of 2,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Missed,,,,,,,,,,,,,,,,,,
131,PT02M29.00S,2022-04-02T00:33:06.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,36,19,2022-04-02T00:33:06Z,1280000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,130.0,,,,,,,,,,,,,,,,
132,PT02M29.00S,2022-04-02T00:33:19.8Z,1,REGULAR,freethrow,2 of 2,[],203084,,,1610612758,36,20,2022-04-02T00:33:19Z,1290000,,,0,,H. Barnes Free Throw 2 of 2 (13 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
133,PT02M12.00S,2022-04-02T00:33:38.5Z,1,REGULAR,3pt,Jump Shot,[],1630224,67.23061760840999,57.59803921568627,1610612745,39,20,2022-04-02T00:33:43Z,1300000,38.0,256.0,1,right,J. Green 25' 3PT  (14 PTS) (J. Christopher 1 AST),"[1630224, 1630528]",1610612745.0,HOU,,,,Green,J. Green,,,,,25.83,Made,14.0,,,,,J. Christopher,1630528.0,1.0,,,,,,,,,,
135,PT01M55.00S,2022-04-02T00:33:55.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,7.966491458607096,40.931372549019606,1610612758,39,20,2022-04-02T00:34:03Z,1320000,45.0,22.0,1,left,MISS C. Metu driving Hook,[1629002],1610612758.0,SAC,driving,,,Metu,C. Metu,,,,,5.05,Missed,,,,,,,,,,,,,,,,,,
136,PT01M55.00S,2022-04-02T00:33:55.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,39,20,2022-04-02T00:34:03Z,1330000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,135.0,2.0,1.0,1.0,,,,,,,,,,,,,
137,PT01M41.00S,2022-04-02T00:34:09.1Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,39,20,2022-04-02T00:34:14Z,1340000,,,0,,K. Porter Jr. bad pass TURNOVER (1 TO),"[1629645, 203087]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,1.0,Lamb,203087.0,,
138,PT01M41.00S,2022-04-02T00:34:09.1Z,1,REGULAR,steal,,[],203087,,,1610612758,39,20,2022-04-02T00:34:11Z,1350000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M37.00S,2022-04-02T00:34:13.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628978,7.30946123521682,94.85294117647058,1610612758,39,20,2022-04-02T00:37:31Z,1360000,-224.0,16.0,1,left,MISS D. DiVincenzo running 3PT,[1628978],1610612758.0,SAC,running,,,DiVincenzo,D. DiVincenzo,,,,,22.49,Missed,,,,,,,,,,,,,,,,,,
140,PT01M35.00S,2022-04-02T00:34:15.5Z,1,REGULAR,rebound,offensive,[],1629002,,,1610612758,39,20,2022-04-02T00:34:23Z,1370000,,,0,,C. Metu REBOUND (Off:1 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,139.0,4.0,3.0,1.0,,,,,,,,,,,,,
141,PT01M31.00S,2022-04-02T00:34:18.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629002,7.30946123521682,50.0,1610612758,39,22,2022-04-02T00:34:27Z,1380000,0.0,16.0,1,left,C. Metu turnaround Hook (6 PTS),[1629002],1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,1.62,Made,6.0,,,,,,,,,,,,,,,,,
142,PT01M15.00S,2022-04-02T00:34:37.6Z,1,REGULAR,turnover,traveling,[],1630528,,,1610612745,39,22,2022-04-02T00:34:43Z,1390000,,,0,,J. Christopher traveling TURNOVER (1 TO),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,1193.0,,,,,1.0,,,,
143,PT01M15.00S,2022-04-02T00:34:41.1Z,1,REGULAR,substitution,out,[],1629645,,,1610612758,39,22,2022-04-02T00:34:50Z,1400000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M15.00S,2022-04-02T00:34:41.1Z,1,REGULAR,substitution,out,[],203084,,,1610612758,39,22,2022-04-02T00:34:50Z,1410000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M15.00S,2022-04-02T00:34:41.1Z,1,REGULAR,substitution,in,[],1630227,,,1610612758,39,22,2022-04-02T00:34:50Z,1420000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M15.00S,2022-04-02T00:34:41.1Z,1,REGULAR,substitution,in,[],1628367,,,1610612758,39,22,2022-04-02T00:34:50Z,1430000,,,0,,SUB in: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M01.00S,2022-04-02T00:35:08.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628367,7.5722733245729295,50.0,1610612758,39,22,2022-04-02T00:35:18Z,1440000,0.0,19.0,1,left,MISS J. Jackson driving reverse Layup - blocked,"[1628367, 1628981]",1610612758.0,SAC,driving reverse,,,Jackson,J. Jackson,,,,,1.87,Missed,,,,,,,,,,,,,,,,,Fernando,1628981.0
148,PT01M01.00S,2022-04-02T00:35:08.2Z,1,REGULAR,block,,[],1628981,,,1610612758,39,22,2022-04-02T00:35:10Z,1450000,,,0,,B. Fernando BLOCK (1 BLK),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M00.00S,2022-04-02T00:35:09.2Z,1,REGULAR,rebound,offensive,[],1628978,,,1610612758,39,22,2022-04-02T00:35:18Z,1460000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:0),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,147.0,1.0,0.0,1.0,,,,,,,,,,,,,
150,PT01M00.00S,2022-04-02T00:35:11.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628978,6.783837056504599,48.03921568627451,1610612758,39,24,2022-04-02T00:35:29Z,1470000,10.0,11.0,1,left,D. DiVincenzo putback Layup (2 PTS),[1628978],1610612758.0,SAC,putback,,,DiVincenzo,D. DiVincenzo,,,,,1.5,Made,2.0,,,,,,,,,,,,,,,,,
151,PT00M38.90S,2022-04-02T00:35:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630528,81.2089356110381,44.33976715686274,1610612745,39,24,2022-04-02T00:38:31Z,1480000,-28.0,124.0,1,right,MISS J. Christopher 12' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,12.73,Missed,,,,,,,,,,,,,,,,,,
152,PT00M38.10S,2022-04-02T00:35:33.7Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612758,39,24,2022-04-02T00:35:41Z,1490000,,,0,,D. DiVincenzo REBOUND (Off:1 Def:1),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,151.0,2.0,1.0,1.0,,,,,,,,,,,,,
153,PT00M31.80S,2022-04-02T00:35:40.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629002,8.652266754270698,58.678002450980394,1610612758,39,26,2022-04-02T00:38:55Z,1500000,-43.0,29.0,1,left,C. Metu driving bank Hook (8 PTS) (D. DiVincenzo 1 AST),"[1629002, 1628978]",1610612758.0,SAC,driving bank,,,Metu,C. Metu,,,,,5.21,Made,8.0,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
155,PT00M12.70S,2022-04-02T00:36:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,92.72339027595268,48.77450980392157,1610612745,41,26,2022-04-02T00:36:37Z,1520000,-6.0,16.0,1,right,B. Fernando Layup (2 PTS) (D. Nix 1 AST),"[1628981, 1630227]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,1.7,Made,2.0,,,,,D. Nix,1630227.0,1.0,,,,,,,,,,
157,PT00M12.70S,2022-04-02T00:36:04.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629002,,,1610612745,41,26,2022-04-02T00:36:11Z,1540000,,,0,,C. Metu shooting personal FOUL (2 PF) (Fernando 1 FT),"[1629002, 1628981]",1610612758.0,SAC,shooting,,,Metu,C. Metu,,,,,,,,,,,,,,,201245.0,2.0,0.0,Fernando,1628981.0,,,,,
159,PT00M12.70S,2022-04-02T00:36:27.8Z,1,REGULAR,freethrow,1 of 1,[],1628981,,,1610612745,41,26,2022-04-02T00:36:27Z,1560000,,,0,,MISS B. Fernando Free Throw 1 of 1,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Missed,,,,,,,,,,,,,,,,,,
160,PT00M12.70S,2022-04-02T00:36:27.8Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,41,26,2022-04-02T00:36:33Z,1570000,,,0,,C. Metu REBOUND (Off:1 Def:4),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,159.0,5.0,4.0,1.0,,,,,,,,,,,,,
161,PT00M02.30S,2022-04-02T00:36:38.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.1268068331143235,46.81372549019608,1610612758,41,26,2022-04-02T00:37:10Z,1580000,16.0,5.0,1,left,MISS D. Mitchell driving Layup - blocked,"[1630558, 1628981]",1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,1.67,Missed,,,,,,,,,,,,,,,,,Fernando,1628981.0
162,PT00M02.30S,2022-04-02T00:36:38.9Z,1,REGULAR,block,,[],1628981,,,1610612758,41,26,2022-04-02T00:36:41Z,1590000,,,0,,B. Fernando BLOCK (2 BLK),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M01.60S,2022-04-02T00:36:39.6Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,41,26,2022-04-02T00:37:10Z,1600000,,,0,,J. Green REBOUND (Off:0 Def:4),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,161.0,4.0,4.0,0.0,,,,,,,,,,,,,
164,PT00M00.00S,2022-04-02T00:36:48.0Z,1,REGULAR,period,end,[],0,,,1610612745,41,26,2022-04-02T00:36:48Z,1610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-04-02T00:38:50.1Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,41,26,2022-04-02T00:39:12Z,1620000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-04-02T00:38:50.1Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612745,41,26,2022-04-02T00:39:12Z,1630000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-04-02T00:38:50.1Z,2,REGULAR,substitution,in,['startperiod'],1629726,,,1610612745,41,26,2022-04-02T00:39:12Z,1640000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-04-02T00:38:50.1Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612745,41,26,2022-04-02T00:39:12Z,1650000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-04-02T00:39:20.0Z,2,REGULAR,period,start,[],0,,,1610612745,41,26,2022-04-02T00:39:20Z,1660000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M48.00S,2022-04-02T00:39:31.1Z,2,REGULAR,3pt,Jump Shot,[],1629726,71.30420499342969,21.813725490196077,1610612745,41,26,2022-04-02T00:39:39Z,1670000,-141.0,217.0,1,right,MISS G. Mathews 25' 3PT,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
171,PT11M45.00S,2022-04-02T00:39:34.1Z,2,REGULAR,rebound,offensive,[],1630528,,,1610612745,41,26,2022-04-02T00:39:39Z,1680000,,,0,,J. Christopher REBOUND (Off:1 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,170.0,1.0,0.0,1.0,,,,,,,,,,,,,
172,PT11M43.00S,2022-04-02T00:39:36.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628981,94.56307490144546,50.98039215686274,1610612745,43,26,2022-04-02T00:39:46Z,1690000,5.0,-1.0,1,right,B. Fernando DUNK (4 PTS) (J. Christopher 2 AST),"[1628981, 1630528]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,0.51,Made,4.0,,,,,J. Christopher,1630528.0,2.0,,,,,,,,,,
174,PT11M27.00S,2022-04-02T00:39:51.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,7.703679369250986,51.225490196078425,1610612758,43,26,2022-04-02T00:39:56Z,1710000,-6.0,20.0,1,left,MISS A. Len cutting DUNK - blocked,"[203458, 1628981]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,2.08,Missed,,,,,,,,,,,,,,,,,Fernando,1628981.0
175,PT11M27.00S,2022-04-02T00:39:51.9Z,2,REGULAR,block,,[],1628981,,,1610612758,43,26,2022-04-02T00:39:54Z,1720000,,,0,,B. Fernando BLOCK (3 BLK),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M24.00S,2022-04-02T00:39:54.9Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,43,26,2022-04-02T00:39:56Z,1730000,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,
177,PT11M14.00S,2022-04-02T00:40:05.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630528,92.32917214191852,51.71568627450981,1610612745,43,26,2022-04-02T00:40:10Z,1740000,9.0,20.0,1,right,MISS J. Christopher driving Layup - blocked,"[1630528, 1628978]",1610612745.0,HOU,driving,,,Christopher,J. Christopher,,,,,2.14,Missed,,,,,,,,,,,,,,,,,DiVincenzo,1628978.0
178,PT11M14.00S,2022-04-02T00:40:05.9Z,2,REGULAR,block,,[],1628978,,,1610612745,43,26,2022-04-02T00:40:08Z,1750000,,,0,,D. DiVincenzo BLOCK (1 BLK),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M14.00S,2022-04-02T00:40:05.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,43,26,2022-04-02T00:40:10Z,1760000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,,
