actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
97,PT05M21.00S,2021-11-28T01:29:26.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630256,92.06636005256242,45.09803921568628,1610612745,25,13,2021-11-28T01:29:32Z,970000,-25.0,22.0,1,right,J. Tate driving Layup (4 PTS) (K. Porter Jr. 2 AST),"[1630256, 1629645]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,3.3,Made,4.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,,,,,
98,PT05M09.00S,2021-11-28T01:29:37.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,13.87976346911958,37.254901960784316,1610612766,25,13,2021-11-28T01:29:42Z,980000,64.0,78.0,1,left,MISS M. Bridges 10' driving Hook,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,10.07,Missed,,,,,,,,,,,,,,,,,,,
99,PT05M06.00S,2021-11-28T01:29:40.5Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,25,13,2021-11-28T01:29:42Z,990000,,,0,,C. Wood REBOUND (Off:3 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,98.0,7.0,4.0,3.0,,,,,,
100,PT05M03.00S,2021-11-28T01:29:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630256,93.24901445466492,53.18627450980392,1610612745,27,13,2021-11-28T01:29:49Z,1000000,16.0,11.0,1,right,J. Tate running Layup (6 PTS) (C. Wood 2 AST),"[1630256, 1626174]",1610612745.0,HOU,running,,,Tate,J. Tate,,,,,1.93,Made,6.0,C. Wood,1626174.0,2.0,,,,,,,,,,,,,,,
102,PT04M58.00S,2021-11-28T01:29:48.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,32.276609724047304,47.30392156862745,1610612766,27,13,2021-11-28T01:30:06Z,1020000,13.0,251.0,1,left,MISS L. Ball 25' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,25.13,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M55.00S,2021-11-28T01:29:51.4Z,1,REGULAR,rebound,defensive,[],1626174,,,1610612745,27,13,2021-11-28T01:30:06Z,1030000,,,0,,C. Wood REBOUND (Off:3 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,102.0,8.0,5.0,3.0,,,,,,
104,PT04M47.00S,2021-11-28T01:30:00.5Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628998,,,1610612745,27,13,2021-11-28T01:30:45Z,1040000,,,0,,C. Martin shooting personal FOUL (2 PF) (Mathews 3 FT),"[1628998, 1629726]",1610612766.0,CHA,shooting,,,Martin,C. Martin,,,,,,,,,,,1628954.0,2.0,0.0,Mathews,1629726.0,,,,,,,,,,
107,PT04M47.00S,2021-11-28T01:30:47.0Z,1,REGULAR,freethrow,1 of 3,[],1629726,,,1610612745,28,13,2021-11-28T01:30:47Z,1060000,,,0,,G. Mathews Free Throw 1 of 3 (9 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
108,PT04M47.00S,2021-11-28T01:30:58.9Z,1,REGULAR,freethrow,2 of 3,[],1629726,,,1610612745,28,13,2021-11-28T01:30:58Z,1070000,,,0,,MISS G. Mathews Free Throw 2 of 3,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M47.00S,2021-11-28T01:30:58.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,28,13,2021-11-28T01:30:58Z,1080000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,
110,PT04M47.00S,2021-11-28T01:31:01.5Z,1,REGULAR,substitution,out,[],1630256,,,1610612745,28,13,2021-11-28T01:31:13Z,1090000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M47.00S,2021-11-28T01:31:01.5Z,1,REGULAR,substitution,out,[],201569,,,1610612745,28,13,2021-11-28T01:31:13Z,1100000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M47.00S,2021-11-28T01:31:01.5Z,1,REGULAR,substitution,in,[],1627863,,,1610612745,28,13,2021-11-28T01:31:13Z,1110000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M47.00S,2021-11-28T01:31:01.5Z,1,REGULAR,substitution,in,[],1629717,,,1610612745,28,13,2021-11-28T01:31:13Z,1120000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M47.00S,2021-11-28T01:31:20.4Z,1,REGULAR,freethrow,3 of 3,[],1629726,,,1610612745,29,13,2021-11-28T01:31:20Z,1130000,,,0,,G. Mathews Free Throw 3 of 3 (10 PTS),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
115,PT04M34.00S,2021-11-28T01:31:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,7.835085413929041,52.450980392156865,1610612766,29,15,2021-11-28T01:31:44Z,1140000,-12.0,21.0,1,left,L. Ball driving Layup (5 PTS),[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,2.44,Made,5.0,,,,,,,,,,,,,,,,,,
116,PT04M13.00S,2021-11-28T01:31:58.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628970,,,1610612745,29,15,2021-11-28T01:32:16Z,1150000,,,0,,M. Bridges shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1628970, 1629645]",1610612766.0,CHA,shooting,,,Bridges,M. Bridges,,,,,,,,,,,1626300.0,1.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
118,PT04M13.00S,2021-11-28T01:32:23.9Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,29,15,2021-11-28T01:32:23Z,1170000,,,0,,MISS K. Porter Jr. Free Throw 1 of 2,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
119,PT04M13.00S,2021-11-28T01:32:23.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612745,29,15,2021-11-28T01:32:23Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,
120,PT04M13.00S,2021-11-28T01:32:40.0Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,30,15,2021-11-28T01:32:40Z,1190000,,,0,,K. Porter Jr. Free Throw 2 of 2 (4 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
121,PT04M02.00S,2021-11-28T01:32:53.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,6.915243101182654,46.81372549019608,1610612766,30,17,2021-11-28T01:32:59Z,1200000,16.0,13.0,1,left,M. Bridges driving bank Hook (4 PTS) (L. Ball 2 AST),"[1628970, 1630163]",1610612766.0,CHA,driving bank,,,Bridges,M. Bridges,,,,,2.02,Made,4.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
123,PT03M44.00S,2021-11-28T01:33:10.7Z,1,REGULAR,2pt,Jump Shot,[],1626174,80.1084099868594,23.284313725490197,1610612745,30,17,2021-11-28T01:34:47Z,1220000,-134.0,134.0,1,right,MISS C. Wood 18' Jump Shot,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,18.96,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M44.00S,2021-11-28T01:33:10.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,30,17,2021-11-28T01:33:19Z,1230000,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,,
125,PT03M37.00S,2021-11-28T01:33:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,6.783837056504599,46.81372549019608,1610612766,30,19,2021-11-28T01:33:32Z,1240000,16.0,11.0,1,left,J. McDaniels driving Layup (2 PTS),[1629667],1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,1.95,Made,2.0,,,,,,,,,,,,,,,,,,
126,PT03M31.00S,2021-11-28T01:33:28.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612745,30,19,2021-11-28T01:33:57Z,1250000,,,0,,C. Martin personal FOUL (3 PF) (Porter Jr. 2 FT),"[1628998, 1629645]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,1626300.0,3.0,0.0,Porter Jr.,1629645.0,,,,,,,,,,
128,PT03M31.00S,2021-11-28T01:34:03.1Z,1,REGULAR,freethrow,1 of 2,[],1629645,,,1610612745,31,19,2021-11-28T01:34:03Z,1270000,,,0,,K. Porter Jr. Free Throw 1 of 2 (5 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
129,PT03M31.00S,2021-11-28T01:34:05.4Z,1,REGULAR,substitution,out,[],1628998,,,1610612745,31,19,2021-11-28T01:34:10Z,1280000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M31.00S,2021-11-28T01:34:05.4Z,1,REGULAR,substitution,in,[],202330,,,1610612745,31,19,2021-11-28T01:34:10Z,1290000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M31.00S,2021-11-28T01:34:20.1Z,1,REGULAR,freethrow,2 of 2,[],1629645,,,1610612745,32,19,2021-11-28T01:34:20Z,1300000,,,0,,K. Porter Jr. Free Throw 2 of 2 (6 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
132,PT03M21.00S,2021-11-28T01:34:32.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,34.90473061760841,62.745098039215684,1610612766,32,22,2021-11-28T01:35:49Z,1310000,-64.0,276.0,1,left,L. Ball 28' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,28.29,Made,8.0,,,,,,,,,,,,,,,,,,
133,PT03M07.00S,2021-11-28T01:34:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629717,67.7562417871222,81.37254901960785,1610612745,32,22,2021-11-28T01:34:52Z,1320000,157.0,251.0,1,right,MISS A. Brooks 29' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,29.57,Missed,,,,,,,,,,,,,,,,,,,
134,PT03M05.00S,2021-11-28T01:34:48.3Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,32,22,2021-11-28T01:34:52Z,1330000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,
135,PT03M00.00S,2021-11-28T01:34:53.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,26.363337713534822,82.84313725490196,1610612766,32,25,2021-11-28T01:35:01Z,1340000,-164.0,195.0,1,left,L. Ball 25' 3PT  (11 PTS) (G. Hayward 1 AST),"[1630163, 202330]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.52,Made,11.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,,
137,PT03M00.00S,2021-11-28T01:35:02.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612745,32,25,2021-11-28T01:35:02Z,1360000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M00.00S,2021-11-28T01:35:59.3Z,1,REGULAR,substitution,out,[],1629726,,,1610612745,32,25,2021-11-28T01:36:21Z,1370000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M00.00S,2021-11-28T01:35:59.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612745,32,25,2021-11-28T01:36:21Z,1380000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M48.00S,2021-11-28T01:36:39.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,32,25,2021-11-28T01:36:39Z,1390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M43.00S,2021-11-28T01:36:58.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,91.80354796320631,35.78431372549019,1610612745,32,25,2021-11-28T01:37:04Z,1400000,-71.0,25.0,1,right,MISS K. Martin Jr. 7' turnaround Hook,[1630231],1610612745.0,HOU,turnaround,,,Martin Jr.,K. Martin Jr.,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,,
142,PT02M43.00S,2021-11-28T01:37:02.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,32,25,2021-11-28T01:37:02Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,141.0,,,,,,,,,
143,PT02M43.00S,2021-11-28T01:37:03.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,32,25,2021-11-28T01:37:03Z,1420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M36.00S,2021-11-28T01:37:22.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1627863,92.72339027595268,49.754901960784316,1610612745,34,25,2021-11-28T01:37:28Z,1430000,-1.0,16.0,1,right,D. House Jr. driving DUNK (2 PTS) (K. Martin Jr. 1 AST),"[1627863, 1630231]",1610612745.0,HOU,driving,,,House Jr.,D. House Jr.,,,,,1.59,Made,2.0,K. Martin Jr.,1630231.0,1.0,,,,,,,,,,,,,,,
146,PT02M22.00S,2021-11-28T01:37:37.1Z,1,REGULAR,2pt,Jump Shot,[],1626162,7.440867279894875,29.166666666666668,1610612766,34,27,2021-11-28T01:37:41Z,1450000,104.0,17.0,1,left,K. Oubre Jr. 10' fadeaway Jump Shot (2 PTS) (L. Ball 3 AST),"[1626162, 1630163]",1610612766.0,CHA,fadeaway,,,Oubre Jr.,K. Oubre Jr.,,,,,10.56,Made,2.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
148,PT02M06.00S,2021-11-28T01:37:52.6Z,1,REGULAR,3pt,Jump Shot,[],1629645,81.15965834428384,93.13725490196079,1610612745,34,27,2021-11-28T01:38:05Z,1470000,216.0,125.0,1,right,MISS K. Porter Jr. 24' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M59.00S,2021-11-28T01:37:59.6Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,34,27,2021-11-28T01:38:05Z,1480000,,,0,,C. Wood REBOUND (Off:4 Def:5),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,148.0,9.0,5.0,4.0,,,,,,
150,PT01M59.00S,2021-11-28T01:38:00.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,94.40999984741211,50.0,1610612745,36,27,2021-11-28T01:38:00Z,1490000,0.0,0.0,1,right,C. Wood tip DUNK (9 PTS),[1626174],1610612745.0,HOU,tip,,,Wood,C. Wood,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,,,,
151,PT01M59.00S,2021-11-28T01:38:03.1Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,36,27,2021-11-28T01:38:23Z,1500000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,,,,,,,1626300.0,,,,,,,,,1.0,,,,,
152,PT01M59.00S,2021-11-28T01:38:05.5Z,1,REGULAR,substitution,out,[],1629645,,,1610612745,36,27,2021-11-28T01:38:17Z,1510000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M59.00S,2021-11-28T01:38:05.5Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,36,27,2021-11-28T01:38:17Z,1520000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M59.00S,2021-11-28T01:38:05.5Z,1,REGULAR,substitution,out,[],1628970,,,1610612745,36,27,2021-11-28T01:38:17Z,1530000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M59.00S,2021-11-28T01:38:05.5Z,1,REGULAR,substitution,in,[],201571,,,1610612745,36,27,2021-11-28T01:38:17Z,1540000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M59.00S,2021-11-28T01:38:05.5Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,36,27,2021-11-28T01:38:17Z,1550000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M59.00S,2021-11-28T01:38:05.5Z,1,REGULAR,substitution,in,[],1630208,,,1610612745,36,27,2021-11-28T01:38:17Z,1560000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M45.00S,2021-11-28T01:38:29.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629717,73.40670170827858,82.84313725490196,1610612745,39,27,2021-11-28T01:38:35Z,1570000,164.0,197.0,1,right,A. Brooks 25' 3PT  (3 PTS) (A. Sengun 1 AST),"[1629717, 1630578]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,25.68,Made,3.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,,
160,PT01M30.00S,2021-11-28T01:38:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,11.645860709592641,36.76470588235294,1610612766,39,27,2021-11-28T01:38:53Z,1590000,66.0,57.0,1,left,MISS G. Hayward 8' turnaround fadeaway Shot,[202330],1610612766.0,CHA,turnaround fadeaway,,,Hayward,G. Hayward,,,,,8.74,Missed,,,,,,,,,,,,,,,,,,,
161,PT01M26.00S,2021-11-28T01:38:49.3Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,39,27,2021-11-28T01:38:49Z,1600000,,,0,,L. Ball REBOUND (Off:1 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,160.0,2.0,1.0,1.0,,,,,,
162,PT01M24.00S,2021-11-28T01:38:50.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,24.52365308804205,37.254901960784316,1610612766,39,27,2021-11-28T01:38:57Z,1610000,64.0,178.0,1,left,MISS L. Ball 18' Jump Shot,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,18.91,Missed,,,,,,,,,,,,,,,,,,,
163,PT01M24.00S,2021-11-28T01:38:50.9Z,1,REGULAR,rebound,offensive,[],1630163,,,1610612766,39,27,2021-11-28T01:38:57Z,1620000,,,0,,L. Ball REBOUND (Off:2 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,162.0,3.0,1.0,2.0,,,,,,
164,PT01M20.00S,2021-11-28T01:38:56.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1630163,5.590000152587891,50.0,1610612766,39,27,2021-11-28T01:39:23Z,1630000,0.0,0.0,1,left,MISS L. Ball tip Layup,[1630163],1610612766.0,CHA,tip,,,Ball,L. Ball,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
165,PT01M19.00S,2021-11-28T01:38:57.3Z,1,REGULAR,rebound,defensive,[],1627863,,,1610612745,39,27,2021-11-28T01:39:23Z,1640000,,,0,,D. House Jr. REBOUND (Off:0 Def:1),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,164.0,1.0,1.0,0.0,,,,,,
166,PT01M16.00S,2021-11-28T01:38:59.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627863,93.38042049934296,48.529411764705884,1610612745,39,27,2021-11-28T01:39:06Z,1650000,-7.0,10.0,1,right,MISS D. House Jr. running DUNK,[1627863],1610612745.0,HOU,running,,,House Jr.,D. House Jr.,,,,,1.22,Missed,,,,,,,,,,,,,,,,,,,
167,PT01M14.00S,2021-11-28T01:39:01.7Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,39,27,2021-11-28T01:39:06Z,1660000,,,0,,L. Ball REBOUND (Off:2 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,166.0,4.0,2.0,2.0,,,,,,
168,PT01M14.00S,2021-11-28T01:39:07.2Z,1,REGULAR,foul,personal,['2freethrow'],201571,,,1610612766,39,27,2021-11-28T01:40:06Z,1670000,,,0,,D. Augustin clear-path personal FOUL (1 PF) (Oubre Jr. 2 FT),"[201571, 1626162]",1610612745.0,HOU,clear-path,,,Augustin,D. Augustin,,,,,,,,,,,1626300.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,
170,PT01M14.00S,2021-11-28T01:39:38.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612766,39,27,2021-11-28T01:40:22Z,1690000,,,0,,,[],,,support,,,,,,,,,,,,,,,2004.0,,,,,,,,,,,,Clear Path - Supported Call,,
171,PT01M14.00S,2021-11-28T01:40:36.5Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,39,27,2021-11-28T01:40:50Z,1700000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT01M14.00S,2021-11-28T01:40:36.5Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,39,27,2021-11-28T01:40:50Z,1710000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT01M14.00S,2021-11-28T01:40:54.9Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,39,27,2021-11-28T01:42:50Z,1720000,,,0,,MISS K. Oubre Jr. clear-path Free Throw 1 of 2,[1626162],1610612766.0,CHA,clear-path,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
174,PT01M14.00S,2021-11-28T01:40:54.9Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,39,27,2021-11-28T01:42:50Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,
175,PT01M14.00S,2021-11-28T01:40:54.9Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,39,28,2021-11-28T01:42:50Z,1740000,,,0,,K. Oubre Jr. clear-path Free Throw 2 of 2 (3 PTS),[1626162],1610612766.0,CHA,clear-path,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
176,PT01M05.00S,2021-11-28T01:41:21.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,11.251642575558476,38.72549019607843,1610612766,39,30,2021-11-28T01:42:59Z,1750000,56.0,53.0,1,left,K. Oubre Jr. 7' driving floating Jump Shot (5 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,7.76,Made,5.0,,,,,,,,,,,,,,,,,,
177,PT00M54.10S,2021-11-28T01:41:33.5Z,1,REGULAR,turnover,lost ball,[],1630578,,,1610612745,39,30,2021-11-28T01:43:54Z,1760000,,,0,,A. Sengun lost ball TURNOVER (1 TO),"[1630578, 1626162]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,1.0,Oubre Jr.,1626162.0,,,
178,PT00M54.10S,2021-11-28T01:41:33.5Z,1,REGULAR,steal,,[],1626162,,,1610612766,39,30,2021-11-28T01:43:54Z,1770000,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT00M48.80S,2021-11-28T01:41:52.7Z,1,REGULAR,foul,offensive,['inpenalty'],1629667,,,1610612766,39,30,2021-11-28T01:41:58Z,1790000,,,0,,J. McDaniels offensive FOUL (1 PF),"[1629667, 1630231]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,2004.0,1.0,0.0,Martin Jr.,1630231.0,,,,,,,,,,
182,PT00M48.80S,2021-11-28T01:41:52.7Z,1,REGULAR,turnover,offensive foul,[],1629667,,,1610612766,39,30,2021-11-28T01:41:52Z,1810000,,,0,,J. McDaniels offensive foul TURNOVER (1 TO),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,2004.0,,,,,,,,,1.0,,,,,
183,PT00M41.30S,2021-11-28T01:42:19.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612745,39,30,2021-11-28T01:42:28Z,1820000,,,0,,N. Richards personal FOUL (1 PF) (Sengun 2 FT),"[1630208, 1630578]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,1626300.0,1.0,0.0,Sengun,1630578.0,,,,,,,,,,
185,PT00M41.30S,2021-11-28T01:42:39.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630578,,,1610612745,39,30,2021-11-28T01:42:39Z,1840000,,,0,,MISS A. Sengun Free Throw 1 of 2,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Missed,,,,,,,,,,,,,,,,,,,
