actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
91,PT05M03.00S,2021-11-25T01:23:39.3Z,1,REGULAR,substitution,in,[],1630231,,,1610612741,16,18,2021-11-25T01:23:42Z,910000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M42.00S,2021-11-25T01:24:04.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203897,92.46057818659659,62.745098039215684,1610612741,16,18,2021-11-25T01:24:12Z,920000,64.0,18.0,1,right,MISS Z. LaVine 6' pullup bank Shot,[203897],1610612741.0,CHI,pullup bank,,,LaVine,Z. LaVine,,,,,,,6.63,Missed,,,,,,,,,,,,,,,,
93,PT04M39.00S,2021-11-25T01:24:07.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612741,16,18,2021-11-25T01:24:12Z,930000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,92.0,1.0,0.0,1.0,,,,,,,,
94,PT04M39.00S,2021-11-25T01:24:07.8Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1627884,94.40999984741211,50.0,1610612741,16,18,2021-11-25T01:24:17Z,940000,0.0,0.0,1,right,MISS D. Jones Jr. tip Layup,[1627884],1610612741.0,CHI,tip,,,Jones Jr.,D. Jones Jr.,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
95,PT04M39.00S,2021-11-25T01:24:07.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,16,18,2021-11-25T01:24:17Z,950000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,
96,PT04M25.00S,2021-11-25T01:24:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,7.703679369250986,45.09803921568628,1610612745,18,18,2021-11-25T01:24:26Z,960000,25.0,20.0,1,left,J. Green driving floating Jump Shot (7 PTS),[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,,,3.16,Made,7.0,,,,,,,,,,,,,,,
97,PT04M16.00S,2021-11-25T01:24:31.1Z,1,REGULAR,3pt,Jump Shot,[],1628366,65.65374507227332,59.80392156862745,1610612741,18,21,2021-11-25T01:24:36Z,970000,49.0,270.0,1,right,L. Ball 27' 3PT step back (11 PTS),[1628366],1610612741.0,CHI,step back,,,Ball,L. Ball,,,,,,,27.48,Made,11.0,,,,,,,,,,,,,,,
98,PT04M00.00S,2021-11-25T01:24:46.6Z,1,REGULAR,turnover,bad pass,[],1629645,,,1610612745,18,21,2021-11-25T01:24:51Z,980000,,,0,,K. Porter Jr. bad pass TURNOVER (2 TO),"[1629645, 1627936]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,2.0,,,,,,,,,,,,,,,,,Caruso,1627936.0
99,PT04M00.00S,2021-11-25T01:24:46.6Z,1,REGULAR,steal,,[],1627936,,,1610612741,18,21,2021-11-25T01:24:48Z,990000,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M56.00S,2021-11-25T01:24:51.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,93.77463863337714,46.32352941176471,1610612741,18,23,2021-11-25T01:24:58Z,1000000,-18.0,6.0,1,right,Z. LaVine running Layup (5 PTS) (A. Caruso 1 AST),"[203897, 1627936]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,,,1.94,Made,5.0,A. Caruso,1627936.0,1.0,,,,,,,,,,,,
102,PT03M37.00S,2021-11-25T01:25:10.2Z,1,REGULAR,3pt,Jump Shot,[],1630231,27.677398160315374,17.892156862745097,1610612745,18,23,2021-11-25T01:25:16Z,1020000,161.0,208.0,1,left,MISS K. Martin Jr. 26' 3PT,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,26.25,Missed,,,,,,,,,,,,,,,,
103,PT03M36.00S,2021-11-25T01:25:11.2Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,18,23,2021-11-25T01:25:16Z,1030000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,
104,PT03M31.00S,2021-11-25T01:25:16.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203897,82.47371879106439,4.411764705882353,1610612741,18,23,2021-11-25T01:25:23Z,1040000,-228.0,112.0,1,right,MISS Z. LaVine 25' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,25.4,Missed,,,,,,,,,,,,,,,,
105,PT03M30.00S,2021-11-25T01:25:17.6Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612745,18,23,2021-11-25T01:25:23Z,1050000,,,0,,A. Brooks REBOUND (Off:0 Def:1),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,
106,PT03M17.00S,2021-11-25T01:25:29.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630231,9.149145860709593,50.0,1610612745,20,23,2021-11-25T01:33:13Z,1060000,0.0,34.0,1,left,K. Martin Jr. driving Hook (2 PTS) (C. Wood 1 AST),"[1630231, 1626174]",1610612745.0,HOU,driving,,,Martin Jr.,K. Martin Jr.,,,,,,,3.35,Made,2.0,C. Wood,1626174.0,1.0,,,,,,,,,,,,
108,PT03M02.00S,2021-11-25T01:25:47.7Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,20,23,2021-11-25T01:25:47Z,1080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M02.00S,2021-11-25T01:25:48.2Z,1,REGULAR,substitution,out,[],1629750,,,1610612741,20,23,2021-11-25T01:25:56Z,1090000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M02.00S,2021-11-25T01:25:48.2Z,1,REGULAR,substitution,in,[],1630245,,,1610612741,20,23,2021-11-25T01:25:56Z,1100000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M01.00S,2021-11-25T01:26:08.5Z,1,REGULAR,turnover,out-of-bounds,[],1628366,,,1610612741,20,23,2021-11-25T01:44:54Z,1110000,,,0,,L. Ball bad pass out-of-bounds TURNOVER (1 TO),[1628366],1610612741.0,CHI,bad pass,,,Ball,L. Ball,,,,,1627963.0,1.0,,,,,,,,,,,,,,,,,,
112,PT03M01.00S,2021-11-25T01:26:39.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,20,23,2021-11-25T01:26:39Z,1120000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M48.00S,2021-11-25T01:29:47.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630224,9.806176084099869,11.029411764705882,1610612745,22,23,2021-11-25T01:29:54Z,1130000,195.0,40.0,1,left,J. Green 19' step back Jump Shot (9 PTS),[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,,,19.89,Made,9.0,,,,,,,,,,,,,,,
114,PT02M29.00S,2021-11-25T01:30:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,94.1688567674113,46.568627450980394,1610612741,22,25,2021-11-25T01:30:11Z,1140000,-17.0,2.0,1,right,A. Dosunmu driving Layup (2 PTS) (D. Jones Jr. 1 AST),"[1630245, 1627884]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,,1.74,Made,2.0,D. Jones Jr.,1627884.0,1.0,,,,,,,,,,,,
116,PT02M11.00S,2021-11-25T01:30:25.1Z,1,REGULAR,3pt,Jump Shot,[],1629717,29.25427069645204,21.323529411764707,1610612745,22,25,2021-11-25T01:30:34Z,1160000,143.0,222.0,1,left,MISS A. Brooks 26' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,26.47,Missed,,,,,,,,,,,,,,,,
117,PT02M10.00S,2021-11-25T01:30:26.1Z,1,REGULAR,rebound,offensive,[],1626174,,,1610612745,22,25,2021-11-25T01:30:34Z,1170000,,,0,,C. Wood REBOUND (Off:1 Def:4),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,116.0,5.0,4.0,1.0,,,,,,,,
118,PT02M06.00S,2021-11-25T01:30:28.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626174,5.590000152587891,50.0,1610612745,24,25,2021-11-25T01:30:28Z,1180000,0.0,0.0,1,left,C. Wood tip Layup (10 PTS),[1626174],1610612745.0,HOU,tip,,,Wood,C. Wood,,,,,,,0.0,Made,10.0,,,,,,,,,,,,,,,
119,PT01M54.00S,2021-11-25T01:30:45.6Z,1,REGULAR,violation,kicked ball,[],1630224,,,1610612741,24,25,2021-11-25T01:30:50Z,1190000,,,0,,J. Green kicked ball VIOLATION,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,202027.0,,,,,,,,,,,,,,,,,,,
120,PT01M54.00S,2021-11-25T01:30:47.2Z,1,REGULAR,substitution,out,[],1629645,,,1610612741,24,25,2021-11-25T01:31:03Z,1200000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M54.00S,2021-11-25T01:30:47.2Z,1,REGULAR,substitution,out,[],1628366,,,1610612741,24,25,2021-11-25T01:31:03Z,1210000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M54.00S,2021-11-25T01:30:47.2Z,1,REGULAR,substitution,out,[],203897,,,1610612741,24,25,2021-11-25T01:31:03Z,1220000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M54.00S,2021-11-25T01:30:47.2Z,1,REGULAR,substitution,in,[],201571,,,1610612741,24,25,2021-11-25T01:31:03Z,1230000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M54.00S,2021-11-25T01:30:47.2Z,1,REGULAR,substitution,in,[],201942,,,1610612741,24,25,2021-11-25T01:31:03Z,1240000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M54.00S,2021-11-25T01:30:47.2Z,1,REGULAR,substitution,in,[],1629632,,,1610612741,24,25,2021-11-25T01:31:03Z,1250000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M46.00S,2021-11-25T01:31:14.5Z,1,REGULAR,2pt,Jump Shot,[],1630245,84.70762155059133,10.784313725490197,1610612741,24,25,2021-11-25T01:31:21Z,1260000,-196.0,91.0,1,right,MISS A. Dosunmu 21' Jump Shot,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,21.63,Missed,,,,,,,,,,,,,,,,
127,PT01M45.00S,2021-11-25T01:31:15.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,24,25,2021-11-25T01:31:21Z,1270000,,,0,,J. Green REBOUND (Off:0 Def:2),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,
128,PT01M39.00S,2021-11-25T01:31:23.8Z,1,REGULAR,foul,personal,['2freethrow'],1629632,,,1610612745,24,25,2021-11-25T01:31:34Z,1280000,,,0,,C. White shooting personal FOUL (1 PF) (Green 2 FT),"[1629632, 1630224]",1610612741.0,CHI,shooting,,,White,C. White,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Green,1630224.0,,
130,PT01M39.00S,2021-11-25T01:32:15.1Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630224,,,1610612745,25,25,2021-11-25T01:32:15Z,1300000,,,0,,J. Green Free Throw 1 of 2 (10 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
131,PT01M39.00S,2021-11-25T01:32:16.3Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,25,25,2021-11-25T01:32:21Z,1310000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M39.00S,2021-11-25T01:32:16.3Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,25,25,2021-11-25T01:32:21Z,1320000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M39.00S,2021-11-25T01:32:36.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630224,,,1610612745,26,25,2021-11-25T01:32:36Z,1330000,,,0,,J. Green Free Throw 2 of 2 (11 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
134,PT01M26.00S,2021-11-25T01:32:54.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630245,92.19776609724047,45.588235294117645,1610612741,26,27,2021-11-25T01:32:59Z,1340000,-22.0,21.0,1,right,A. Dosunmu driving DUNK (4 PTS) (D. DeRozan 3 AST),"[1630245, 201942]",1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,,,3.03,Made,4.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,
136,PT01M26.00S,2021-11-25T01:32:57.7Z,1,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612741,26,27,2021-11-25T01:33:13Z,1360000,,,0,,A. Sengun shooting personal FOUL (1 PF) (Dosunmu 1 FT),"[1630578, 1630245]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,202027.0,,,,,,,,,,,,,,1.0,0.0,Dosunmu,1630245.0,,
138,PT01M26.00S,2021-11-25T01:33:16.4Z,1,REGULAR,substitution,out,[],1630224,,,1610612741,26,27,2021-11-25T01:34:10Z,1380000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M26.00S,2021-11-25T01:33:16.4Z,1,REGULAR,substitution,in,[],201569,,,1610612741,26,27,2021-11-25T01:34:10Z,1390000,,,0,,SUB in: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M26.00S,2021-11-25T01:33:34.0Z,1,REGULAR,freethrow,1 of 1,[],1630245,,,1610612741,26,28,2021-11-25T01:33:34Z,1400000,,,0,,A. Dosunmu Free Throw 1 of 1 (5 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
141,PT01M10.00S,2021-11-25T01:33:51.8Z,1,REGULAR,2pt,Jump Shot,[],201569,24.917871222076215,26.225490196078432,1610612745,28,28,2021-11-25T01:33:57Z,1410000,119.0,182.0,1,left,E. Gordon 21' step back Jump Shot (2 PTS),[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,,,21.71,Made,2.0,,,,,,,,,,,,,,,
142,PT00M54.60S,2021-11-25T01:34:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.50262812089356,48.77450980392157,1610612741,28,28,2021-11-25T01:34:16Z,1420000,-6.0,131.0,1,right,MISS D. DeRozan 13' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,13.09,Missed,,,,,,,,,,,,,,,,
143,PT00M51.90S,2021-11-25T01:34:10.9Z,1,REGULAR,rebound,defensive,[],1629717,,,1610612745,28,28,2021-11-25T01:34:16Z,1430000,,,0,,A. Brooks REBOUND (Off:0 Def:2),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,142.0,2.0,2.0,0.0,,,,,,,,
144,PT00M47.50S,2021-11-25T01:34:15.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629717,7.440867279894875,41.66666666666667,1610612745,28,28,2021-11-25T01:34:30Z,1440000,42.0,17.0,1,left,MISS A. Brooks running Shot,[1629717],1610612745.0,HOU,running,,,Brooks,A. Brooks,,,,,,,4.52,Missed,,,,,,,,,,,,,,,,
145,PT00M46.40S,2021-11-25T01:34:16.4Z,1,REGULAR,rebound,offensive,[],1630231,,,1610612745,28,28,2021-11-25T01:34:30Z,1450000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,
146,PT00M46.40S,2021-11-25T01:34:18.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630231,5.863994743758213,46.568627450980394,1610612745,30,28,2021-11-25T01:34:46Z,1460000,17.0,3.0,1,left,K. Martin Jr. reverse DUNK (4 PTS),[1630231],1610612745.0,HOU,reverse,,,Martin Jr.,K. Martin Jr.,,,,,,,1.74,Made,4.0,,,,,,,,,,,,,,,
147,PT00M36.20S,2021-11-25T01:34:29.0Z,1,REGULAR,2pt,Jump Shot,[],201942,77.34888304862024,39.950980392156865,1610612741,30,30,2021-11-25T01:34:40Z,1470000,-50.0,160.0,1,right,D. DeRozan 16' pullup Jump Shot (4 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,16.81,Made,4.0,,,,,,,,,,,,,,,
148,PT00M24.50S,2021-11-25T01:34:43.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,8.229303547963205,46.07843137254902,1610612745,30,30,2021-11-25T01:34:50Z,1480000,20.0,25.0,1,left,MISS A. Sengun Layup,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,3.17,Missed,,,,,,,,,,,,,,,,
149,PT00M24.50S,2021-11-25T01:34:43.3Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612741,30,30,2021-11-25T01:34:50Z,1490000,,,0,,D. Jones Jr. REBOUND (Off:1 Def:1),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,
150,PT00M07.60S,2021-11-25T01:35:00.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,89.70105124835742,35.294117647058826,1610612741,30,32,2021-11-25T01:35:04Z,1500000,-74.0,44.0,1,right,D. DeRozan 8' fadeaway Jump Shot (6 PTS),[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,,,8.58,Made,6.0,,,,,,,,,,,,,,,
151,PT00M00.00S,2021-11-25T01:35:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629717,30.962549277266753,18.872549019607842,1610612745,30,32,2021-11-25T01:35:17Z,1510000,156.0,239.0,1,left,MISS A. Brooks 28' pullup 3PT,[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,,,28.48,Missed,,,,,,,,,,,,,,,,
152,PT00M00.00S,2021-11-25T01:35:14.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,30,32,2021-11-25T01:35:14Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,
153,PT00M00.00S,2021-11-25T01:35:18.4Z,1,REGULAR,period,end,[],0,,,1610612745,30,32,2021-11-25T01:35:18Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-11-25T01:37:23.3Z,2,REGULAR,substitution,out,['startperiod'],1627884,,,1610612745,30,32,2021-11-25T01:37:49Z,1540000,,,0,,SUB out: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-25T01:37:23.3Z,2,REGULAR,substitution,in,['startperiod'],202696,,,1610612745,30,32,2021-11-25T01:37:49Z,1550000,,,0,,SUB in: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-25T01:37:52.1Z,2,REGULAR,period,start,[],0,,,1610612741,30,32,2021-11-25T01:37:52Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M50.00S,2021-11-25T01:38:01.1Z,2,REGULAR,2pt,Jump Shot,[],201942,82.60512483574244,16.176470588235293,1610612741,30,32,2021-11-25T01:38:07Z,1570000,-169.0,111.0,1,right,MISS D. DeRozan 20' Jump Shot,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,20.23,Missed,,,,,,,,,,,,,,,,
158,PT11M49.00S,2021-11-25T01:38:02.1Z,2,REGULAR,rebound,defensive,[],201571,,,1610612745,30,32,2021-11-25T01:38:07Z,1580000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,
159,PT11M38.00S,2021-11-25T01:38:17.2Z,2,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,30,32,2021-11-25T01:38:26Z,1590000,,,0,,K. Martin Jr. step out-of-bounds TURNOVER (1 TO),[1630231],1610612745.0,HOU,step,,,Martin Jr.,K. Martin Jr.,,,,,1627963.0,1.0,,,,,,,,,,,,,,,,,,
160,PT11M16.00S,2021-11-25T01:38:50.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202696,91.14651773981603,21.813725490196077,1610612741,30,32,2021-11-25T01:38:58Z,1600000,-141.0,31.0,1,right,MISS N. Vucevic 14' turnaround bank Shot,[202696],1610612741.0,CHI,turnaround bank,,,Vucevic,N. Vucevic,,,,,,,14.42,Missed,,,,,,,,,,,,,,,,
161,PT11M15.00S,2021-11-25T01:38:51.4Z,2,REGULAR,rebound,defensive,[],1630231,,,1610612745,30,32,2021-11-25T01:38:58Z,1610000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,160.0,3.0,2.0,1.0,,,,,,,,
162,PT11M09.00S,2021-11-25T01:38:58.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629717,28.465834428383708,77.20588235294117,1610612745,30,32,2021-11-25T02:11:47Z,1620000,-136.0,215.0,1,left,MISS A. Brooks 25' pullup 3PT,[1629717],1610612745.0,HOU,pullup,,,Brooks,A. Brooks,,,,,,,25.45,Missed,,,,,,,,,,,,,,,,
163,PT11M05.00S,2021-11-25T01:39:02.3Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,30,32,2021-11-25T01:39:11Z,1630000,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,
164,PT10M54.00S,2021-11-25T01:39:11.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202696,84.57621550591328,45.09803921568628,1610612741,30,34,2021-11-25T01:39:17Z,1640000,-25.0,92.0,1,right,N. Vucevic 9' turnaround Hook (4 PTS) (C. White 1 AST),"[202696, 1629632]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,,,9.57,Made,4.0,C. White,1629632.0,1.0,,,,,,,,,,,,
166,PT10M42.00S,2021-11-25T01:39:24.2Z,2,REGULAR,3pt,Jump Shot,[],1630578,29.517082785808146,23.284313725490197,1610612745,30,34,2021-11-25T01:39:29Z,1660000,134.0,225.0,1,left,MISS A. Sengun 26' 3PT,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,26.17,Missed,,,,,,,,,,,,,,,,
167,PT10M41.00S,2021-11-25T01:39:25.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,30,34,2021-11-25T01:39:29Z,1670000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,,,
168,PT10M41.00S,2021-11-25T01:39:28.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,30,34,2021-11-25T01:39:28Z,1680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M41.00S,2021-11-25T01:39:41.7Z,2,REGULAR,substitution,out,[],1629717,,,1610612741,30,34,2021-11-25T01:39:45Z,1690000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
170,PT10M41.00S,2021-11-25T01:39:41.7Z,2,REGULAR,substitution,in,[],1629726,,,1610612741,30,34,2021-11-25T01:39:45Z,1700000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M29.00S,2021-11-25T01:39:55.7Z,2,REGULAR,3pt,Jump Shot,[],202696,65.78515111695138,55.14705882352941,1610612741,30,37,2021-11-25T01:39:59Z,1710000,26.0,269.0,1,right,N. Vucevic 27' 3PT  (7 PTS) (C. White 2 AST),"[202696, 1629632]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,27.03,Made,7.0,C. White,1629632.0,2.0,,,,,,,,,,,,
173,PT10M10.00S,2021-11-25T01:40:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,5.469776609724048,46.568627450980394,1610612745,32,37,2021-11-25T02:12:03Z,1730000,17.0,-1.0,1,left,A. Sengun cutting Layup (2 PTS) (D. Augustin 1 AST),"[1630578, 201571]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,,,1.72,Made,2.0,D. Augustin,201571.0,1.0,,,,,,,,,,,,
