actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
91,PT04M39.00S,2021-12-06T00:23:35.4Z,1,REGULAR,stoppage,equipment issue,[],0,,,1610612745,17,16,2021-12-06T00:23:35Z,910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2021-12-06T00:24:05.6Z,1,REGULAR,3pt,Jump Shot,[],1626174,13.354139290407357,4.166666666666666,1610612745,20,16,2021-12-06T00:24:12Z,920000,229.0,73.0,1,left,C. Wood 24' 3PT  (8 PTS) (E. Gordon 2 AST),"[1626174, 201569]",1610612745.0,HOU,,,,Wood,C. Wood,,,,,24.05,Made,,,,,,,,,,,8.0,E. Gordon,201569.0,2.0,,,,
94,PT04M05.00S,2021-12-06T00:24:23.9Z,1,REGULAR,3pt,Jump Shot,[],1630530,79.58278580814718,92.15686274509804,1610612740,20,16,2021-12-06T00:24:30Z,940000,211.0,139.0,1,right,MISS T. Murphy III 25' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,
95,PT04M03.00S,2021-12-06T00:24:25.9Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,20,16,2021-12-06T00:24:38Z,950000,,,0,,W. Hernangomez REBOUND (Off:1 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,94.0,1.0,0.0,1.0,,,,,,,,,,,,,,
96,PT04M00.00S,2021-12-06T00:24:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627742,66.83639947437582,54.41176470588235,1610612740,20,19,2021-12-06T00:24:34Z,960000,22.0,259.0,1,right,B. Ingram 26' 3PT  (9 PTS) (W. Hernangomez 1 AST),"[1627742, 1626195]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.01,Made,,,,,,,,,,,9.0,W. Hernangomez,1626195.0,1.0,,,,
98,PT03M50.00S,2021-12-06T00:24:46.5Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612745,20,19,2021-12-06T00:25:14Z,980000,,,0,,B. Ingram shooting personal FOUL (1 PF) (Wood 2 FT),"[1627742, 1626174]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,2002.0,,1.0,0.0,Wood,1626174.0,,,,,,,,
100,PT03M50.00S,2021-12-06T00:25:36.6Z,1,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,20,19,2021-12-06T00:26:03Z,1000000,,,0,,MISS C. Wood Free Throw 1 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
101,PT03M50.00S,2021-12-06T00:25:36.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612745,20,19,2021-12-06T00:26:03Z,1010000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
102,PT03M50.00S,2021-12-06T00:25:37.5Z,1,REGULAR,substitution,out,[],1629726,,,1610612745,20,19,2021-12-06T00:25:47Z,1020000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M50.00S,2021-12-06T00:25:37.5Z,1,REGULAR,substitution,in,[],1629717,,,1610612745,20,19,2021-12-06T00:25:47Z,1030000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M50.00S,2021-12-06T00:25:36.6Z,1,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,20,19,2021-12-06T00:26:03Z,1040000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
105,PT03M50.00S,2021-12-06T00:25:36.6Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,20,19,2021-12-06T00:26:03Z,1050000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
106,PT03M37.00S,2021-12-06T00:26:09.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,92.32917214191852,37.745098039215684,1610612740,20,21,2021-12-06T00:26:15Z,1060000,-61.0,20.0,1,right,W. Hernangomez 6' turnaround Hook (2 PTS) (B. Ingram 2 AST),"[1626195, 1627742]",1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,6.44,Made,,,,,,,,,,,2.0,B. Ingram,1627742.0,2.0,,,,
108,PT03M30.00S,2021-12-06T00:26:17.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627863,6.389618922470433,46.32352941176471,1610612745,22,21,2021-12-06T00:26:26Z,1080000,18.0,8.0,1,left,D. House Jr. driving Layup (2 PTS) (E. Gordon 3 AST),"[1627863, 201569]",1610612745.0,HOU,driving,,,House Jr.,D. House Jr.,,,,,1.99,Made,,,,,,,,,,,2.0,E. Gordon,201569.0,3.0,,,,
110,PT03M15.00S,2021-12-06T00:26:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630530,93.9060446780552,54.166666666666664,1610612740,22,21,2021-12-06T00:26:41Z,1100000,21.0,5.0,1,right,MISS T. Murphy III Layup,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,2.13,Missed,,,,,,,,,,,,,,,,,,
111,PT03M13.00S,2021-12-06T00:26:34.9Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,22,21,2021-12-06T00:26:41Z,1110000,,,0,,W. Hernangomez REBOUND (Off:2 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,110.0,2.0,0.0,2.0,,,,,,,,,,,,,,
112,PT03M13.00S,2021-12-06T00:26:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,22,21,2021-12-06T00:26:35Z,1120000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
113,PT03M13.00S,2021-12-06T00:26:37.4Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,22,21,2021-12-06T00:26:37Z,1130000,,,0,,W. Hernangomez REBOUND (Off:3 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,112.0,3.0,0.0,3.0,,,,,,,,,,,,,,
114,PT03M13.00S,2021-12-06T00:26:38.8Z,1,REGULAR,foul,personal,[],1630231,,,1610612740,22,21,2021-12-06T00:26:57Z,1140000,,,0,,K. Martin Jr. personal FOUL (1 PF),"[1630231, 1626195]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,2002.0,,1.0,0.0,Hernangomez,1626195.0,,,,,,,,
116,PT03M12.00S,2021-12-06T00:26:59.2Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612740,22,21,2021-12-06T00:27:08Z,1160000,,,0,,N. Alexander-Walker bad pass TURNOVER (1 TO),"[1629638, 1629717]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,1.0,,,,,,,,,Brooks,1629717.0,,
117,PT03M12.00S,2021-12-06T00:26:59.2Z,1,REGULAR,steal,,[],1629717,,,1610612745,22,21,2021-12-06T00:27:01Z,1170000,,,0,,A. Brooks STEAL (1 STL),[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M12.00S,2021-12-06T00:27:09.8Z,1,REGULAR,foul,personal,[],1626195,,,1610612745,22,21,2021-12-06T00:29:19Z,1180000,,,0,,W. Hernangomez take personal FOUL (1 PF),"[1626195, 1629717]",1610612740.0,NOP,take,,,Hernangomez,W. Hernangomez,,,,,,,,,,,2715.0,,1.0,0.0,Brooks,1629717.0,,,,,,,,
120,PT02M52.00S,2021-12-06T00:27:37.4Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612745,22,21,2021-12-06T00:27:47Z,1200000,,,0,,B. Ingram shooting personal FOUL (2 PF) (Wood 2 FT),"[1627742, 1626174]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,2002.0,,2.0,0.0,Wood,1626174.0,,,,,,,,
122,PT02M52.00S,2021-12-06T00:27:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,22,21,2021-12-06T00:27:50Z,1220000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M52.00S,2021-12-06T00:30:24.9Z,1,REGULAR,substitution,out,[],1627742,,,1610612745,22,21,2021-12-06T00:30:39Z,1230000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M52.00S,2021-12-06T00:30:24.9Z,1,REGULAR,substitution,in,[],202066,,,1610612745,22,21,2021-12-06T00:30:39Z,1240000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M52.00S,2021-12-06T00:30:56.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626174,,,1610612745,23,21,2021-12-06T00:30:56Z,1250000,,,0,,C. Wood Free Throw 1 of 2 (9 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
126,PT02M52.00S,2021-12-06T00:31:12.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626174,,,1610612745,24,21,2021-12-06T00:31:12Z,1260000,,,0,,C. Wood Free Throw 2 of 2 (10 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,,10.0,,,,,,,
127,PT02M34.00S,2021-12-06T00:31:31.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,83.78777923784494,39.950980392156865,1610612740,24,21,2021-12-06T00:31:46Z,1270000,-50.0,100.0,1,right,MISS N. Alexander-Walker 11' floating Shot,[1629638],1610612740.0,NOP,floating,,,Alexander-Walker,N. Alexander-Walker,,,,,11.18,Missed,,,,,,,,,,,,,,,,,,
128,PT02M32.00S,2021-12-06T00:31:33.3Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,24,21,2021-12-06T00:31:46Z,1280000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M24.00S,2021-12-06T00:31:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201569,6.1268068331143235,48.77450980392157,1610612745,26,21,2021-12-06T00:31:57Z,1290000,6.0,5.0,1,left,E. Gordon driving Layup (4 PTS) (D. House Jr. 2 AST),"[201569, 1627863]",1610612745.0,HOU,driving,,,Gordon,E. Gordon,,,,,0.8,Made,,,,,,,,,,,4.0,D. House Jr.,1627863.0,2.0,,,,
130,PT02M24.00S,2021-12-06T00:31:52.8Z,1,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612745,26,21,2021-12-06T00:31:59Z,1300000,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Gordon 1 FT),"[1629638, 201569]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,1628168.0,,1.0,0.0,Gordon,201569.0,,,,,,,,
132,PT02M24.00S,2021-12-06T00:32:00.5Z,1,REGULAR,substitution,out,[],1626174,,,1610612745,26,21,2021-12-06T00:32:31Z,1320000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M24.00S,2021-12-06T00:32:00.5Z,1,REGULAR,substitution,in,[],1630578,,,1610612745,26,21,2021-12-06T00:32:31Z,1330000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M24.00S,2021-12-06T00:32:18.9Z,1,REGULAR,freethrow,1 of 1,[],201569,,,1610612745,27,21,2021-12-06T00:32:18Z,1340000,,,0,,E. Gordon Free Throw 1 of 1 (5 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
135,PT02M14.00S,2021-12-06T00:32:29.6Z,1,REGULAR,turnover,bad pass,[],1629638,,,1610612740,27,21,2021-12-06T00:32:35Z,1350000,,,0,,N. Alexander-Walker bad pass TURNOVER (2 TO),"[1629638, 1630578]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,2.0,,,,,,,,,Sengun,1630578.0,,
136,PT02M14.00S,2021-12-06T00:32:29.6Z,1,REGULAR,steal,,[],1630578,,,1610612745,27,21,2021-12-06T00:43:38Z,1360000,,,0,,A. Sengun STEAL (1 STL),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M04.00S,2021-12-06T00:32:40.0Z,1,REGULAR,turnover,bad pass,[],1627863,,,1610612745,27,21,2021-12-06T00:32:45Z,1370000,,,0,,D. House Jr. bad pass TURNOVER (1 TO),"[1627863, 1630530]",1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,1.0,,,,,,,,,Murphy III,1630530.0,,
138,PT02M04.00S,2021-12-06T00:32:40.0Z,1,REGULAR,steal,,[],1630530,,,1610612740,27,21,2021-12-06T00:32:41Z,1380000,,,0,,T. Murphy III STEAL (1 STL),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M56.00S,2021-12-06T00:32:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629638,92.59198423127464,54.41176470588235,1610612740,27,21,2021-12-06T00:32:55Z,1390000,22.0,17.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,
140,PT01M55.00S,2021-12-06T00:32:49.2Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,27,21,2021-12-06T00:32:55Z,1400000,,,0,,W. Hernangomez REBOUND (Off:4 Def:0),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,139.0,4.0,0.0,4.0,,,,,,,,,,,,,,
143,PT01M55.00S,2021-12-06T00:33:05.5Z,1,REGULAR,foul,personal,['2freethrow'],1630231,,,1610612740,27,21,2021-12-06T00:33:16Z,1430000,,,0,,K. Martin Jr. shooting personal FOUL (2 PF) (Hernangomez 2 FT),"[1630231, 1626195]",1610612745.0,HOU,shooting,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1628168.0,,2.0,0.0,Hernangomez,1626195.0,,,,,,,,
145,PT01M55.00S,2021-12-06T00:33:24.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1626195,,,1610612740,27,21,2021-12-06T00:33:24Z,1450000,,,0,,MISS W. Hernangomez Free Throw 1 of 2,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Missed,,,,,,,,,,,,,,,,,,
146,PT01M55.00S,2021-12-06T00:33:24.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,27,21,2021-12-06T00:33:24Z,1460000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,145.0,,,,,,,,,,,,,,,,,
147,PT01M55.00S,2021-12-06T00:33:24.8Z,1,REGULAR,substitution,out,[],201569,,,1610612740,27,21,2021-12-06T00:33:28Z,1470000,,,0,,SUB out: E. Gordon,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M55.00S,2021-12-06T00:33:24.8Z,1,REGULAR,substitution,in,[],201571,,,1610612740,27,21,2021-12-06T00:33:28Z,1480000,,,0,,SUB in: D. Augustin,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M55.00S,2021-12-06T00:33:38.1Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1626195,,,1610612740,27,22,2021-12-06T00:33:38Z,1490000,,,0,,W. Hernangomez Free Throw 2 of 2 (3 PTS),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
150,PT01M43.00S,2021-12-06T00:33:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629717,7.966491458607096,47.05882352941176,1610612745,27,22,2021-12-06T00:34:02Z,1500000,15.0,22.0,1,left,MISS A. Brooks driving finger roll Layup,[1629717],1610612745.0,HOU,driving finger roll,,,Brooks,A. Brooks,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
151,PT01M42.00S,2021-12-06T00:33:54.2Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,27,22,2021-12-06T00:34:02Z,1510000,,,0,,W. Hernangomez REBOUND (Off:4 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,150.0,5.0,1.0,4.0,,,,,,,,,,,,,,
152,PT01M34.00S,2021-12-06T00:34:01.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,93.24901445466492,45.83333333333333,1610612740,27,22,2021-12-06T00:34:10Z,1520000,-21.0,11.0,1,right,MISS K. Lewis Jr. driving Layup,[1630184],1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,2.35,Missed,,,,,,,,,,,,,,,,,,
153,PT01M33.00S,2021-12-06T00:34:02.9Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,27,22,2021-12-06T00:34:23Z,1530000,,,0,,W. Hernangomez REBOUND (Off:5 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,152.0,6.0,1.0,5.0,,,,,,,,,,,,,,
154,PT01M33.00S,2021-12-06T00:34:06.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1626195,94.40999984741211,50.0,1610612740,27,24,2021-12-06T00:34:27Z,1540000,0.0,0.0,1,right,W. Hernangomez tip DUNK (5 PTS),[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Made,,,,,,,,,,,5.0,,,,,,,
155,PT01M26.00S,2021-12-06T00:34:13.5Z,1,REGULAR,turnover,traveling,[],1627863,,,1610612745,27,24,2021-12-06T00:34:19Z,1550000,,,0,,D. House Jr. traveling TURNOVER (2 TO),[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,2715.0,2.0,,,,,,,,,,,,
156,PT01M10.00S,2021-12-06T00:34:46.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626195,93.64323258869908,50.49019607843137,1610612740,27,26,2021-12-06T00:34:51Z,1560000,2.0,7.0,1,right,W. Hernangomez DUNK (7 PTS) (N. Alexander-Walker 1 AST),"[1626195, 1629638]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,0.77,Made,,,,,,,,,,,7.0,N. Alexander-Walker,1629638.0,1.0,,,,
158,PT00M57.20S,2021-12-06T00:35:01.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202066,,,1610612745,27,26,2021-12-06T00:35:17Z,1580000,,,0,,G. Temple personal FOUL (1 PF) (Augustin 2 FT),"[202066, 201571]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,2715.0,,1.0,0.0,Augustin,201571.0,,,,,,,,
160,PT00M57.20S,2021-12-06T00:35:31.5Z,1,REGULAR,freethrow,1 of 2,[],201571,,,1610612745,28,26,2021-12-06T00:35:54Z,1600000,,,0,,D. Augustin Free Throw 1 of 2 (1 PTS),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Made,,,,,,,,,,,1.0,,,,,,,
161,PT00M57.20S,2021-12-06T00:35:31.5Z,1,REGULAR,freethrow,2 of 2,[],201571,,,1610612745,28,26,2021-12-06T00:35:54Z,1610000,,,0,,MISS D. Augustin Free Throw 2 of 2,[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,Missed,,,,,,,,,,,,,,,,,,
162,PT00M57.20S,2021-12-06T00:35:31.5Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,28,26,2021-12-06T00:35:54Z,1620000,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,
163,PT00M47.40S,2021-12-06T00:35:57.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,72.22404730617609,16.666666666666664,1610612740,28,26,2021-12-06T00:36:01Z,1630000,-167.0,209.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,
164,PT00M45.70S,2021-12-06T00:35:59.3Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,28,26,2021-12-06T00:35:59Z,1640000,,,0,,W. Hernangomez REBOUND (Off:6 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,163.0,7.0,1.0,6.0,,,,,,,,,,,,,,
165,PT00M44.30S,2021-12-06T00:36:00.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630184,67.36202365308804,65.93137254901961,1610612740,28,26,2021-12-06T00:36:04Z,1650000,80.0,254.0,1,right,MISS K. Lewis Jr. 26' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
166,PT00M42.20S,2021-12-06T00:36:02.8Z,1,REGULAR,rebound,defensive,[],1630231,,,1610612745,28,26,2021-12-06T00:36:04Z,1660000,,,0,,K. Martin Jr. REBOUND (Off:0 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,165.0,2.0,2.0,0.0,,,,,,,,,,,,,,
167,PT00M30.70S,2021-12-06T00:36:14.3Z,1,REGULAR,3pt,Jump Shot,[],1629717,33.98488830486202,37.5,1610612745,28,26,2021-12-06T00:38:59Z,1670000,62.0,267.0,1,left,MISS A. Brooks 27' 3PT,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,
168,PT00M29.40S,2021-12-06T00:36:15.6Z,1,REGULAR,rebound,defensive,[],1630184,,,1610612740,28,26,2021-12-06T00:36:21Z,1680000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:1),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,,,,,,
169,PT00M10.50S,2021-12-06T00:36:34.5Z,1,REGULAR,3pt,Jump Shot,[],1630530,92.59198423127464,97.05882352941177,1610612740,28,26,2021-12-06T00:36:41Z,1690000,235.0,17.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,23.59,Missed,,,,,,,,,,,,,,,,,,
170,PT00M09.50S,2021-12-06T00:36:35.5Z,1,REGULAR,rebound,defensive,[],201571,,,1610612745,28,26,2021-12-06T00:36:41Z,1700000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,,,169.0,1.0,1.0,0.0,,,,,,,,,,,,,,
171,PT00M02.60S,2021-12-06T00:36:42.4Z,1,REGULAR,3pt,Jump Shot,[],201571,28.465834428383708,15.441176470588236,1610612745,28,26,2021-12-06T00:39:23Z,1710000,173.0,215.0,1,left,MISS D. Augustin 27' pullup 3PT,[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,
172,PT00M01.90S,2021-12-06T00:36:43.1Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,28,26,2021-12-06T00:36:57Z,1720000,,,0,,G. Temple REBOUND (Off:0 Def:2),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,
173,PT00M00.00S,2021-12-06T00:37:05.9Z,1,REGULAR,period,end,[],0,,,1610612740,28,26,2021-12-06T00:37:05Z,1730000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2021-12-06T00:38:40.5Z,2,REGULAR,substitution,out,['startperiod'],1626195,,,1610612740,28,26,2021-12-06T00:39:19Z,1740000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2021-12-06T00:38:40.5Z,2,REGULAR,substitution,out,['startperiod'],1630184,,,1610612740,28,26,2021-12-06T00:39:19Z,1750000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-12-06T00:38:40.5Z,2,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,28,26,2021-12-06T00:39:19Z,1760000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-12-06T00:38:40.5Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,28,26,2021-12-06T00:39:19Z,1770000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-12-06T00:38:40.5Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,28,26,2021-12-06T00:39:19Z,1780000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-12-06T00:38:40.5Z,2,REGULAR,substitution,in,['startperiod'],203107,,,1610612740,28,26,2021-12-06T00:39:19Z,1790000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,
