actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
359,PT11M27.00S,2021-12-06T01:25:19.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,13.748357424441524,47.30392156862745,1610612740,59,51,2021-12-06T01:27:28Z,3570000,13.0,77.0,1,left,J. Valanciunas 7' driving floating Jump Shot (4 PTS),[202685],1610612740.0,NOP,driving floating,,,Valanciunas,J. Valanciunas,,,,,7.79,Made,,,,,,,,,,,4.0,,,,,,,
360,PT11M08.00S,2021-12-06T01:25:38.9Z,3,REGULAR,3pt,Jump Shot,[],201569,72.09264126149803,80.14705882352942,1610612745,59,51,2021-12-06T01:37:15Z,3580000,151.0,210.0,1,right,MISS E. Gordon 25' step back 3PT,[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
361,PT11M06.00S,2021-12-06T01:25:40.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,59,51,2021-12-06T01:25:56Z,3590000,,,0,,B. Ingram REBOUND (Off:1 Def:2),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,360.0,3.0,2.0,1.0,,,,,,,,,,,,,,
362,PT11M01.00S,2021-12-06T01:25:51.7Z,3,REGULAR,foul,personal,[],1628464,,,1610612740,59,51,2021-12-06T01:25:56Z,3600000,,,0,,D. Theis personal FOUL (1 PF),"[1628464, 202685]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,2002.0,,1.0,0.0,Valanciunas,202685.0,,,,,,,,
364,PT10M58.00S,2021-12-06T01:26:13.2Z,3,REGULAR,foul,personal,[],1628464,,,1610612740,59,51,2021-12-06T01:26:33Z,3620000,,,0,,D. Theis personal FOUL (2 PF),"[1628464, 202685]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,2715.0,,2.0,0.0,Valanciunas,202685.0,,,,,,,,
366,PT10M48.00S,2021-12-06T01:26:38.8Z,3,REGULAR,3pt,Jump Shot,[],1627742,11.645860709592641,3.1862745098039214,1610612740,59,54,2021-12-06T01:26:43Z,3640000,234.0,57.0,1,left,B. Ingram 24' 3PT  (22 PTS) (J. Valanciunas 3 AST),"[1627742, 202685]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.09,Made,,,,,,,,,,,22.0,J. Valanciunas,202685.0,3.0,,,,
368,PT10M27.00S,2021-12-06T01:26:59.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626174,92.06636005256242,55.392156862745104,1610612745,59,54,2021-12-06T01:27:08Z,3660000,27.0,22.0,1,right,MISS C. Wood Layup,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,
369,PT10M27.00S,2021-12-06T01:26:59.6Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612745,59,54,2021-12-06T01:27:08Z,3670000,,,0,,C. Wood REBOUND (Off:2 Def:3),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,368.0,5.0,3.0,2.0,,,,,,,,,,,,,,
370,PT10M27.00S,2021-12-06T01:27:02.4Z,3,REGULAR,foul,personal,[],202066,,,1610612745,59,54,2021-12-06T01:27:16Z,3680000,,,0,,G. Temple personal FOUL (3 PF),"[202066, 1626174]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,2715.0,,3.0,0.0,Wood,1626174.0,,,,,,,,
372,PT10M21.00S,2021-12-06T01:27:28.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201569,69.20170827858082,70.58823529411765,1610612745,62,54,2021-12-06T01:27:33Z,3700000,103.0,237.0,1,right,E. Gordon 25' 3PT  (12 PTS) (D. Theis 1 AST),"[201569, 1628464]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,25.84,Made,,,,,,,,,,,12.0,D. Theis,1628464.0,1.0,,,,
374,PT10M05.00S,2021-12-06T01:27:46.7Z,3,REGULAR,foul,personal,[],1630256,,,1610612740,62,54,2021-12-06T01:28:09Z,3720000,,,0,,J. Tate personal FOUL (3 PF),"[1630256, 1627742]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,2715.0,,3.0,0.0,Ingram,1627742.0,,,,,,,,
376,PT09M51.00S,2021-12-06T01:28:15.6Z,3,REGULAR,3pt,Jump Shot,[],1627742,22.026938239159,91.17647058823529,1610612740,62,54,2021-12-06T01:28:21Z,3740000,-206.0,155.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
377,PT09M51.00S,2021-12-06T01:28:15.6Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612745,62,54,2021-12-06T01:28:21Z,3750000,,,0,,G. Mathews REBOUND (Off:0 Def:6),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,376.0,6.0,6.0,0.0,,,,,,,,,,,,,,
378,PT09M28.00S,2021-12-06T01:28:42.8Z,3,REGULAR,foul,personal,[],1628984,,,1610612745,62,54,2021-12-06T01:28:52Z,3760000,,,0,,D. Graham personal FOUL (1 PF),"[1628984, 1629726]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,1628168.0,,1.0,0.0,Mathews,1629726.0,,,,,,,,
380,PT09M26.00S,2021-12-06T01:29:04.6Z,3,REGULAR,3pt,Jump Shot,[],201569,67.09921156373193,50.73529411764706,1610612745,65,54,2021-12-06T01:29:11Z,3780000,4.0,257.0,1,right,E. Gordon 25' 3PT  (15 PTS) (J. Tate 5 AST),"[201569, 1630256]",1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,25.68,Made,,,,,,,,,,,15.0,J. Tate,1630256.0,5.0,,,,
382,PT09M10.00S,2021-12-06T01:29:20.0Z,3,REGULAR,2pt,Jump Shot,[],1627742,11.383048620236531,32.35294117647059,1610612740,65,56,2021-12-06T01:29:29Z,3800000,88.0,55.0,1,left,B. Ingram 10' fadeaway bank Jump Shot (24 PTS),[1627742],1610612740.0,NOP,fadeaway bank,,,Ingram,B. Ingram,,,,,10.37,Made,,,,,,,,,,,24.0,,,,,,,
384,PT08M47.00S,2021-12-06T01:29:45.1Z,3,REGULAR,foul,personal,['2freethrow'],202066,,,1610612745,65,56,2021-12-06T01:29:57Z,3820000,,,0,,G. Temple shooting personal FOUL (4 PF) (Gordon 2 FT),"[202066, 201569]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,,,,,,,2002.0,,4.0,0.0,Gordon,201569.0,,,,,,,,
386,PT08M47.00S,2021-12-06T01:30:14.8Z,3,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,66,56,2021-12-06T01:30:14Z,3840000,,,0,,E. Gordon Free Throw 1 of 2 (16 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,16.0,,,,,,,
387,PT08M47.00S,2021-12-06T01:30:28.5Z,3,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,67,56,2021-12-06T01:30:28Z,3850000,,,0,,E. Gordon Free Throw 2 of 2 (17 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,17.0,,,,,,,
388,PT08M33.00S,2021-12-06T01:30:44.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,14.011169513797633,47.794117647058826,1610612740,67,58,2021-12-06T01:30:52Z,3860000,11.0,79.0,1,left,J. Valanciunas 8' turnaround Hook (6 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,8.0,Made,,,,,,,,,,,6.0,,,,,,,
389,PT08M13.00S,2021-12-06T01:31:03.9Z,3,REGULAR,3pt,Jump Shot,[],1628464,72.35545335085413,17.401960784313726,1610612745,67,58,2021-12-06T01:31:10Z,3870000,-163.0,207.0,1,right,MISS D. Theis 26' 3PT,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,26.38,Missed,,,,,,,,,,,,,,,,,,
390,PT08M12.00S,2021-12-06T01:31:04.9Z,3,REGULAR,rebound,defensive,[],1627742,,,1610612740,67,58,2021-12-06T01:31:10Z,3880000,,,0,,B. Ingram REBOUND (Off:1 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,389.0,4.0,3.0,1.0,,,,,,,,,,,,,,
391,PT08M04.00S,2021-12-06T01:31:13.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,6.652431011826544,46.81372549019608,1610612740,67,58,2021-12-06T01:31:23Z,3890000,16.0,10.0,1,left,MISS H. Jones driving DUNK,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,
392,PT08M03.00S,2021-12-06T01:31:14.1Z,3,REGULAR,rebound,offensive,[],1628984,,,1610612740,67,58,2021-12-06T01:31:23Z,3900000,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,391.0,2.0,1.0,1.0,,,,,,,,,,,,,,
393,PT07M55.00S,2021-12-06T01:31:22.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,20.71287779237845,7.352941176470589,1610612740,67,61,2021-12-06T01:31:28Z,3910000,213.0,142.0,1,left,D. Graham 25' 3PT pullup (6 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,25.63,Made,,,,,,,,,,,6.0,,,,,,,
394,PT07M31.00S,2021-12-06T01:31:46.3Z,3,REGULAR,3pt,Jump Shot,[],201569,73.80091984231275,12.745098039215685,1610612745,70,61,2021-12-06T01:32:58Z,3920000,-186.0,194.0,1,right,E. Gordon 26' 3PT step back (20 PTS),[201569],1610612745.0,HOU,step back,,,Gordon,E. Gordon,,,,,26.88,Made,,,,,,,,,,,20.0,,,,,,,
396,PT07M15.00S,2021-12-06T01:32:02.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,10.068988173455978,50.73529411764706,1610612740,70,61,2021-12-06T01:32:10Z,3940000,-4.0,42.0,1,left,MISS J. Valanciunas turnaround Hook,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,4.23,Missed,,,,,,,,,,,,,,,,,,
397,PT07M14.00S,2021-12-06T01:32:03.1Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,70,61,2021-12-06T01:32:10Z,3950000,,,0,,J. Tate REBOUND (Off:0 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,,,,,,,
398,PT07M02.00S,2021-12-06T01:32:18.6Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612745,70,61,2021-12-06T01:32:30Z,3960000,,,0,,H. Jones shooting personal FOUL (4 PF) (Gordon 2 FT),"[1630529, 201569]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,1628168.0,,4.0,0.0,Gordon,201569.0,,,,,,,,
400,PT07M02.00S,2021-12-06T01:32:48.0Z,3,REGULAR,freethrow,1 of 2,[],201569,,,1610612745,71,61,2021-12-06T01:32:48Z,3980000,,,0,,E. Gordon Free Throw 1 of 2 (21 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,21.0,,,,,,,
401,PT07M02.00S,2021-12-06T01:32:50.8Z,3,REGULAR,substitution,out,[],1630529,,,1610612745,71,61,2021-12-06T01:33:04Z,3990000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M02.00S,2021-12-06T01:32:50.8Z,3,REGULAR,substitution,in,[],1629638,,,1610612745,71,61,2021-12-06T01:33:04Z,4000000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
403,PT07M02.00S,2021-12-06T01:33:17.4Z,3,REGULAR,freethrow,2 of 2,[],201569,,,1610612745,72,61,2021-12-06T01:33:17Z,4010000,,,0,,E. Gordon Free Throw 2 of 2 (22 PTS),[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,22.0,,,,,,,
404,PT06M50.00S,2021-12-06T01:33:30.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,16.770696452036795,37.254901960784316,1610612740,72,63,2021-12-06T01:33:35Z,4020000,64.0,105.0,1,left,B. Ingram 12' step back Jump Shot (26 PTS),[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,12.29,Made,,,,,,,,,,,26.0,,,,,,,
405,PT06M32.00S,2021-12-06T01:33:47.7Z,3,REGULAR,3pt,Jump Shot,[],1626174,71.04139290407359,77.94117647058823,1610612745,75,63,2021-12-06T01:33:54Z,4030000,140.0,220.0,1,right,C. Wood 26' 3PT step back (16 PTS),[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,26.04,Made,,,,,,,,,,,16.0,,,,,,,
406,PT06M22.00S,2021-12-06T01:33:57.9Z,3,REGULAR,3pt,Jump Shot,[],1627742,31.225361366622867,68.13725490196079,1610612740,75,63,2021-12-06T01:34:09Z,4040000,-91.0,241.0,1,left,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,
407,PT06M21.00S,2021-12-06T01:33:58.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,75,63,2021-12-06T01:34:09Z,4050000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,406.0,,,,,,,,,,,,,,,,,
408,PT06M21.00S,2021-12-06T01:34:05.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612745,75,63,2021-12-06T01:34:15Z,4060000,,,0,,J. Valanciunas loose ball personal FOUL (2 PF) (Theis 2 FT),"[202685, 1628464]",1610612740.0,NOP,loose ball,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1628168.0,,2.0,0.0,Theis,1628464.0,,,,,,,,
410,PT06M21.00S,2021-12-06T01:34:18.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,75,63,2021-12-06T01:34:18Z,4080000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M21.00S,2021-12-06T01:37:25.3Z,3,REGULAR,freethrow,1 of 2,[],1628464,,,1610612745,76,63,2021-12-06T01:37:25Z,4090000,,,0,,D. Theis Free Throw 1 of 2 (8 PTS),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,Made,,,,,,,,,,,8.0,,,,,,,
412,PT06M21.00S,2021-12-06T01:37:40.8Z,3,REGULAR,freethrow,2 of 2,[],1628464,,,1610612745,77,63,2021-12-06T01:37:40Z,4100000,,,0,,D. Theis Free Throw 2 of 2 (9 PTS),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,Made,,,,,,,,,,,9.0,,,,,,,
413,PT06M03.00S,2021-12-06T01:38:01.1Z,3,REGULAR,3pt,Jump Shot,[],1628984,30.305519053876477,18.627450980392158,1610612740,77,63,2021-12-06T01:38:10Z,4110000,157.0,232.0,1,left,MISS D. Graham 28' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,
414,PT06M02.00S,2021-12-06T01:38:02.1Z,3,REGULAR,rebound,offensive,[],202066,,,1610612740,77,63,2021-12-06T01:38:29Z,4120000,,,0,,G. Temple REBOUND (Off:1 Def:3),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,413.0,4.0,3.0,1.0,,,,,,,,,,,,,,
415,PT06M02.00S,2021-12-06T01:38:04.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202066,5.590000152587891,50.0,1610612740,77,63,2021-12-06T01:38:39Z,4130000,0.0,0.0,1,left,MISS G. Temple tip Layup,[202066],1610612740.0,NOP,tip,,,Temple,G. Temple,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
416,PT06M01.00S,2021-12-06T01:38:05.9Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,77,63,2021-12-06T01:48:16Z,4140000,,,0,,J. Tate REBOUND (Off:0 Def:4),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,415.0,4.0,4.0,0.0,,,,,,,,,,,,,,
417,PT05M55.00S,2021-12-06T01:38:16.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627742,,,1610612745,77,63,2021-12-06T01:38:23Z,4150000,,,0,,B. Ingram personal FOUL (3 PF) (Wood 2 FT),"[1627742, 1626174]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,1628168.0,,3.0,0.0,Wood,1626174.0,,,,,,,,
419,PT05M55.00S,2021-12-06T01:38:42.1Z,3,REGULAR,freethrow,1 of 2,[],1626174,,,1610612745,78,63,2021-12-06T01:39:04Z,4170000,,,0,,C. Wood Free Throw 1 of 2 (17 PTS),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Made,,,,,,,,,,,17.0,,,,,,,
420,PT05M55.00S,2021-12-06T01:38:42.1Z,3,REGULAR,freethrow,2 of 2,[],1626174,,,1610612745,78,63,2021-12-06T01:39:04Z,4180000,,,0,,MISS C. Wood Free Throw 2 of 2,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,Missed,,,,,,,,,,,,,,,,,,
421,PT05M55.00S,2021-12-06T01:38:42.1Z,3,REGULAR,rebound,defensive,[],202066,,,1610612740,78,63,2021-12-06T01:39:04Z,4190000,,,0,,G. Temple REBOUND (Off:1 Def:4),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,420.0,5.0,4.0,1.0,,,,,,,,,,,,,,
422,PT05M47.00S,2021-12-06T01:39:06.0Z,3,REGULAR,2pt,Jump Shot,[],1627742,17.296320630749015,17.892156862745097,1610612740,78,63,2021-12-06T01:39:13Z,4200000,161.0,110.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,19.46,Missed,,,,,,,,,,,,,,,,,,
423,PT05M45.00S,2021-12-06T01:39:08.0Z,3,REGULAR,rebound,defensive,[],1628464,,,1610612745,78,63,2021-12-06T01:39:13Z,4210000,,,0,,D. Theis REBOUND (Off:1 Def:2),[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,422.0,3.0,2.0,1.0,,,,,,,,,,,,,,
424,PT05M35.00S,2021-12-06T01:39:23.2Z,3,REGULAR,violation,kicked ball,[],1629638,,,1610612745,78,63,2021-12-06T01:39:27Z,4220000,,,0,,N. Alexander-Walker kicked ball VIOLATION,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,1628168.0,,,,,,,,,,,,,
425,PT05M26.00S,2021-12-06T01:40:00.1Z,3,REGULAR,3pt,Jump Shot,[],201569,73.80091984231275,12.009803921568627,1610612745,78,63,2021-12-06T01:40:10Z,4230000,-190.0,194.0,1,right,MISS E. Gordon 27' 3PT,[201569],1610612745.0,HOU,,,,Gordon,E. Gordon,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,
426,PT05M23.00S,2021-12-06T01:40:03.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,78,63,2021-12-06T01:40:10Z,4240000,,,0,,J. Valanciunas REBOUND (Off:1 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,425.0,3.0,2.0,1.0,,,,,,,,,,,,,,
427,PT05M15.00S,2021-12-06T01:40:10.5Z,3,REGULAR,3pt,Jump Shot,[],1627742,25.443495400788436,81.86274509803921,1610612740,78,66,2021-12-06T01:40:16Z,4250000,-159.0,187.0,1,left,B. Ingram 24' 3PT  (29 PTS) (N. Alexander-Walker 2 AST),"[1627742, 1629638]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,24.54,Made,,,,,,,,,,,29.0,N. Alexander-Walker,1629638.0,2.0,,,,
429,PT04M51.00S,2021-12-06T01:40:35.0Z,3,REGULAR,3pt,Jump Shot,[],1626174,69.99014454664915,18.627450980392158,1610612745,78,66,2021-12-06T01:40:45Z,4270000,-157.0,230.0,1,right,MISS C. Wood 27' step back 3PT,[1626174],1610612745.0,HOU,step back,,,Wood,C. Wood,,,,,27.81,Missed,,,,,,,,,,,,,,,,,,
430,PT04M49.00S,2021-12-06T01:40:37.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,78,66,2021-12-06T01:40:45Z,4280000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,429.0,,,,,,,,,,,,,,,,,
431,PT04M49.00S,2021-12-06T01:40:40.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,78,66,2021-12-06T01:40:40Z,4290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT04M49.00S,2021-12-06T01:40:44.0Z,3,REGULAR,substitution,out,[],1628984,,,1610612740,78,66,2021-12-06T01:40:50Z,4300000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M49.00S,2021-12-06T01:40:44.0Z,3,REGULAR,substitution,in,[],1630184,,,1610612740,78,66,2021-12-06T01:40:50Z,4310000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M35.00S,2021-12-06T01:41:04.8Z,3,REGULAR,3pt,Jump Shot,[],1629638,15.062417871222076,96.56862745098039,1610612740,78,69,2021-12-06T01:41:10Z,4320000,-233.0,89.0,1,left,N. Alexander-Walker 24' 3PT  (6 PTS) (K. Lewis Jr. 1 AST),"[1629638, 1630184]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.93,Made,,,,,,,,,,,6.0,K. Lewis Jr.,1630184.0,1.0,,,,
436,PT04M11.00S,2021-12-06T01:41:27.8Z,3,REGULAR,3pt,Jump Shot,[],1628464,86.81011826544021,4.166666666666666,1610612745,81,69,2021-12-06T01:41:33Z,4340000,-229.0,71.0,1,right,D. Theis 24' 3PT  (12 PTS) (J. Tate 6 AST),"[1628464, 1630256]",1610612745.0,HOU,,,,Theis,D. Theis,,,,,24.01,Made,,,,,,,,,,,12.0,J. Tate,1630256.0,6.0,,,,
438,PT04M01.00S,2021-12-06T01:41:38.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,5.995400788436268,52.20588235294118,1610612740,81,71,2021-12-06T01:41:43Z,4360000,-11.0,4.0,1,left,B. Ingram reverse Layup (31 PTS),[1627742],1610612740.0,NOP,reverse,,,Ingram,B. Ingram,,,,,1.17,Made,,,,,,,,,,,31.0,,,,,,,
441,PT03M53.00S,2021-12-06T01:42:03.7Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202685,,,1610612745,81,71,2021-12-06T01:42:15Z,4390000,,,0,,J. Valanciunas technical FOUL (1 Tech),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,1628168.0,,2.0,1.0,,,,,,,,,,
442,PT03M53.00S,2021-12-06T01:43:01.1Z,3,REGULAR,freethrow,1 of 1,[],201569,,,1610612745,82,71,2021-12-06T01:43:01Z,4400000,,,0,,E. Gordon technical Free Throw 1 of 1 (23 PTS),[201569],1610612745.0,HOU,technical,,,Gordon,E. Gordon,,,,,,Made,,,,,,,,,,,23.0,,,,,,,
443,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,out,[],1630256,,,1610612745,82,71,2021-12-06T01:43:18Z,4410000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,out,[],1629726,,,1610612745,82,71,2021-12-06T01:43:18Z,4420000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,out,[],1628464,,,1610612745,82,71,2021-12-06T01:43:18Z,4430000,,,0,,SUB out: D. Theis,[1628464],1610612745.0,HOU,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,out,[],202685,,,1610612745,82,71,2021-12-06T01:43:18Z,4440000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,out,[],202066,,,1610612745,82,71,2021-12-06T01:43:18Z,4450000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,in,[],1627863,,,1610612745,82,71,2021-12-06T01:43:18Z,4460000,,,0,,SUB in: D. House Jr.,[1627863],1610612745.0,HOU,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,
449,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,in,[],1630231,,,1610612745,82,71,2021-12-06T01:43:18Z,4470000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
450,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,in,[],1629717,,,1610612745,82,71,2021-12-06T01:43:18Z,4480000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
451,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,in,[],1626195,,,1610612745,82,71,2021-12-06T01:43:18Z,4490000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
452,PT03M53.00S,2021-12-06T01:43:03.2Z,3,REGULAR,substitution,in,[],1630530,,,1610612745,82,71,2021-12-06T01:43:18Z,4500000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,
