actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
362,PT11M40.00S,2022-03-31T01:24:57.4Z,3,REGULAR,rebound,defensive,[],1629726,,,1610612745,66,72,2022-03-31T01:24:59Z,3570000,,,0,,G. Mathews REBOUND (Off:0 Def:1),[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,361.0,1.0,1.0,0.0,,,,,,
363,PT11M23.00S,2022-03-31T01:25:13.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630586,4.812746386333772,50.245098039215684,1610612745,68,72,2022-03-31T01:25:19Z,3580000,-1.0,-7.0,1,left,U. Garuba cutting DUNK (3 PTS) (K. Porter Jr. 6 AST),"[1630586, 1629645]",1610612745.0,HOU,cutting,,,Garuba,U. Garuba,,,,,0.74,Made,3.0,,,,,,K. Porter Jr.,1629645.0,6.0,,,,,,,,,,
365,PT11M08.00S,2022-03-31T01:25:28.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203084,91.93495400788436,52.20588235294118,1610612758,68,74,2022-03-31T01:25:33Z,3600000,11.0,23.0,1,right,H. Barnes cutting Layup (4 PTS) (D. Mitchell 6 AST),"[203084, 1630558]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,2.58,Made,4.0,,,,,,D. Mitchell,1630558.0,6.0,,,,,,,,,,
367,PT10M52.00S,2022-03-31T01:25:52.5Z,3,REGULAR,foul,personal,['2freethrow'],203084,,,1610612745,68,74,2022-03-31T01:26:09Z,3620000,,,0,,H. Barnes shooting personal FOUL (1 PF) (Green 2 FT),"[203084, 1630224]",1610612758.0,SAC,shooting,,,Barnes,H. Barnes,,,,,,,,200832.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,,
369,PT10M52.00S,2022-03-31T01:26:12.0Z,3,REGULAR,instantreplay,request,[],0,,,1610612745,68,74,2022-03-31T01:27:24Z,3640000,,,0,,,[],,,stands,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,Common Foul Upheld
370,PT10M52.00S,2022-03-31T01:27:50.0Z,3,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,69,74,2022-03-31T01:27:50Z,3650000,,,0,,J. Green Free Throw 1 of 2 (19 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
371,PT10M52.00S,2022-03-31T01:27:50.0Z,3,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,69,74,2022-03-31T01:28:08Z,3660000,,,0,,MISS J. Green Free Throw 2 of 2,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
372,PT10M52.00S,2022-03-31T01:27:50.0Z,3,REGULAR,rebound,defensive,[],1627745,,,1610612758,69,74,2022-03-31T01:28:08Z,3670000,,,0,,D. Jones REBOUND (Off:2 Def:5),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,371.0,7.0,5.0,2.0,,,,,,
373,PT10M38.00S,2022-03-31T01:28:15.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627745,92.19776609724047,50.73529411764706,1610612758,69,76,2022-03-31T01:28:20Z,3680000,4.0,21.0,1,right,D. Jones DUNK (19 PTS) (H. Barnes 1 AST),"[1627745, 203084]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,2.11,Made,19.0,,,,,,H. Barnes,203084.0,1.0,,,,,,,,,,
375,PT10M38.00S,2022-03-31T01:28:20.5Z,3,REGULAR,foul,personal,['1freethrow'],1630256,,,1610612758,69,76,2022-03-31T01:28:33Z,3700000,,,0,,J. Tate shooting personal FOUL (2 PF) (Jones 1 FT),"[1630256, 1627745]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,1628159.0,2.0,0.0,Jones,1627745.0,,,,,,,,,,,,,
377,PT10M38.00S,2022-03-31T01:28:41.7Z,3,REGULAR,freethrow,1 of 1,[],1627745,,,1610612758,69,77,2022-03-31T01:28:41Z,3720000,,,0,,D. Jones Free Throw 1 of 1 (20 PTS),[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
378,PT10M26.00S,2022-03-31T01:28:55.3Z,3,REGULAR,3pt,Jump Shot,[],1629645,24.129434954007884,85.29411764705883,1610612745,72,77,2022-03-31T01:29:01Z,3730000,-176.0,174.0,1,left,K. Porter Jr. 24' 3PT step back (17 PTS),[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,24.81,Made,17.0,,,,,,,,,,,,,,,,,,
379,PT10M16.00S,2022-03-31T01:29:05.4Z,3,REGULAR,3pt,Jump Shot,[],203084,71.82982917214193,19.607843137254903,1610612758,72,80,2022-03-31T01:29:10Z,3740000,-152.0,212.0,1,right,H. Barnes 26' 3PT step back (7 PTS),[203084],1610612758.0,SAC,step back,,,Barnes,H. Barnes,,,,,26.11,Made,7.0,,,,,,,,,,,,,,,,,,
380,PT10M02.00S,2022-03-31T01:29:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.1268068331143235,53.92156862745098,1610612745,74,80,2022-03-31T01:29:28Z,3750000,-20.0,5.0,1,left,J. Green driving reverse Layup (21 PTS),[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,2.03,Made,21.0,,,,,,,,,,,,,,,,,,
381,PT10M02.00S,2022-03-31T01:29:26.0Z,3,REGULAR,foul,personal,['1freethrow'],1627745,,,1610612745,74,80,2022-03-31T01:29:36Z,3760000,,,0,,D. Jones shooting personal FOUL (3 PF) (Green 1 FT),"[1627745, 1630224]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,1628159.0,3.0,0.0,Green,1630224.0,,,,,,,,,,,,,
383,PT10M02.00S,2022-03-31T01:29:46.2Z,3,REGULAR,freethrow,1 of 1,[],1630224,,,1610612745,75,80,2022-03-31T01:29:46Z,3780000,,,0,,J. Green Free Throw 1 of 1 (22 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
384,PT09M43.00S,2022-03-31T01:30:07.1Z,3,REGULAR,3pt,Jump Shot,[],203200,92.19776609724047,3.431372549019608,1610612758,75,80,2022-03-31T01:30:12Z,3790000,-233.0,21.0,1,right,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,23.37,Missed,,,,,,,,,,,,,,,,,,,
385,PT09M42.00S,2022-03-31T01:30:11.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,75,80,2022-03-31T01:30:11Z,3800000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,384.0,,,,,,,,,
386,PT09M42.00S,2022-03-31T01:30:12.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,75,80,2022-03-31T01:30:12Z,3810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M36.00S,2022-03-31T01:30:27.2Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630558,94.82588699080158,90.93137254901961,1610612758,75,80,2022-03-31T01:31:54Z,3820000,205.0,-4.0,1,right,MISS D. Mitchell 20' Jump Shot,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,20.47,Missed,,,,,,,,,,,,,,,,,,,
388,PT09M33.00S,2022-03-31T01:30:30.2Z,3,REGULAR,rebound,defensive,[],1630224,,,1610612745,75,80,2022-03-31T01:31:54Z,3830000,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,387.0,1.0,1.0,0.0,,,,,,
389,PT09M31.00S,2022-03-31T01:30:35.6Z,3,REGULAR,foul,offensive,[],1630256,,,1610612745,75,80,2022-03-31T01:30:42Z,3840000,,,0,,J. Tate charge offensive FOUL (3 PF),"[1630256, 1626168]",1610612745.0,HOU,charge,,,Tate,J. Tate,,,,,,,,200832.0,3.0,0.0,Lyles,1626168.0,,,,,,,,,,,,,
391,PT09M31.00S,2022-03-31T01:30:35.6Z,3,REGULAR,turnover,offensive foul,[],1630256,,,1610612745,75,80,2022-03-31T01:30:35Z,3860000,,,0,,J. Tate offensive foul TURNOVER (1 TO),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,200832.0,,,,,,,,,,,,,,1.0,,,
392,PT09M13.00S,2022-03-31T01:31:08.1Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626168,92.72339027595268,78.43137254901961,1610612758,75,82,2022-03-31T01:31:12Z,3870000,142.0,16.0,1,right,T. Lyles 14' turnaround fadeaway Jump Shot (18 PTS),[1626168],1610612758.0,SAC,turnaround fadeaway,,,Lyles,T. Lyles,,,,,14.31,Made,18.0,,,,,,,,,,,,,,,,,,
393,PT09M04.00S,2022-03-31T01:31:21.0Z,3,REGULAR,foul,personal,[],1627745,,,1610612745,75,82,2022-03-31T01:31:26Z,3880000,,,0,,D. Jones personal FOUL (4 PF),"[1627745, 1630224]",1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,200834.0,4.0,0.0,Green,1630224.0,,,,,,,,,,,,,
395,PT09M04.00S,2022-03-31T01:31:36.3Z,3,REGULAR,substitution,out,[],1627745,,,1610612745,75,82,2022-03-31T01:31:44Z,3900000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT09M04.00S,2022-03-31T01:31:36.3Z,3,REGULAR,substitution,in,[],1629002,,,1610612745,75,82,2022-03-31T01:31:44Z,3910000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT08M57.00S,2022-03-31T01:31:53.4Z,3,REGULAR,3pt,Jump Shot,[],1630224,25.57490144546649,15.441176470588236,1610612745,75,82,2022-03-31T01:31:58Z,3920000,173.0,188.0,1,left,MISS J. Green 25' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
398,PT08M53.00S,2022-03-31T01:31:57.4Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,75,82,2022-03-31T01:31:58Z,3930000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,397.0,2.0,2.0,0.0,,,,,,
399,PT08M40.00S,2022-03-31T01:32:14.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,75,82,2022-03-31T01:32:14Z,3940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT08M33.00S,2022-03-31T01:32:35.3Z,3,REGULAR,3pt,Jump Shot,[],1629002,78.0059132720105,91.91176470588235,1610612758,75,82,2022-03-31T01:32:40Z,3950000,210.0,154.0,1,right,MISS C. Metu 26' 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
401,PT08M28.00S,2022-03-31T01:32:40.3Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,75,82,2022-03-31T01:32:40Z,3960000,,,0,,J. Tate REBOUND (Off:0 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,400.0,3.0,3.0,0.0,,,,,,
402,PT08M16.00S,2022-03-31T01:32:50.9Z,3,REGULAR,2pt,Jump Shot,[],1629645,24.78646517739816,28.431372549019606,1610612745,77,82,2022-03-31T01:32:55Z,3970000,108.0,180.0,1,left,K. Porter Jr. 21' pullup Jump Shot (19 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,21.02,Made,19.0,,,,,,,,,,,,,,,,,,
403,PT08M07.00S,2022-03-31T01:33:01.1Z,3,REGULAR,3pt,Jump Shot,[],1626168,68.67608409986859,25.0,1610612758,77,82,2022-03-31T01:33:06Z,3980000,-125.0,242.0,1,right,MISS T. Lyles 27' 3PT,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,27.23,Missed,,,,,,,,,,,,,,,,,,,
404,PT08M02.00S,2022-03-31T01:33:06.1Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,77,82,2022-03-31T01:33:06Z,3990000,,,0,,U. Garuba REBOUND (Off:0 Def:4),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,403.0,4.0,4.0,0.0,,,,,,
405,PT07M58.00S,2022-03-31T01:33:10.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630224,7.703679369250986,49.26470588235294,1610612745,77,82,2022-03-31T01:33:17Z,4000000,4.0,20.0,1,left,MISS J. Green running reverse DUNK,[1630224],1610612745.0,HOU,running reverse,,,Green,J. Green,,,,,2.02,Missed,,,,,,,,,,,,,,,,,,,
406,PT07M56.00S,2022-03-31T01:33:12.1Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,77,82,2022-03-31T01:33:17Z,4010000,,,0,,T. Lyles REBOUND (Off:0 Def:3),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,405.0,3.0,3.0,0.0,,,,,,
407,PT07M50.00S,2022-03-31T01:33:17.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,93.11760840998686,54.166666666666664,1610612758,77,82,2022-03-31T01:33:26Z,4020000,21.0,12.0,1,right,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,2.41,Missed,,,,,,,,,,,,,,,,,,,
408,PT07M49.00S,2022-03-31T01:33:18.2Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,77,82,2022-03-31T01:33:26Z,4030000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:4),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,407.0,5.0,4.0,1.0,,,,,,
409,PT07M46.00S,2022-03-31T01:33:22.4Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629645,7.178055190538765,49.26470588235294,1610612745,79,82,2022-03-31T01:33:32Z,4040000,4.0,15.0,1,left,K. Porter Jr. running DUNK (21 PTS),[1629645],1610612745.0,HOU,running,,,Porter Jr.,K. Porter Jr.,,,,,1.54,Made,21.0,,,,,,,,,,,,,,,,,,
410,PT07M24.00S,2022-03-31T01:33:43.3Z,3,REGULAR,3pt,Jump Shot,[],203200,95.3515111695138,4.166666666666666,1610612758,79,82,2022-03-31T01:33:48Z,4050000,-229.0,-9.0,1,right,MISS J. Holiday 3PT,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,,
411,PT07M21.00S,2022-03-31T01:33:46.3Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,79,82,2022-03-31T01:33:48Z,4060000,,,0,,U. Garuba REBOUND (Off:0 Def:5),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,410.0,5.0,5.0,0.0,,,,,,
412,PT07M07.00S,2022-03-31T01:34:01.3Z,3,REGULAR,turnover,lost ball,[],1630256,,,1610612745,79,82,2022-03-31T01:34:05Z,4070000,,,0,,J. Tate lost ball TURNOVER (2 TO),"[1630256, 1629002]",1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,2.0,Metu,1629002.0,
413,PT07M07.00S,2022-03-31T01:34:01.3Z,3,REGULAR,steal,,[],1629002,,,1610612758,79,82,2022-03-31T01:34:03Z,4080000,,,0,,C. Metu STEAL (1 STL),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT07M00.00S,2022-03-31T01:34:10.8Z,3,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612758,79,82,2022-03-31T01:34:28Z,4090000,,,0,,G. Mathews shooting personal FOUL (3 PF) (Barnes 2 FT),"[1629726, 203084]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,200834.0,3.0,0.0,Barnes,203084.0,,,,,,,,,,,,,
416,PT07M00.00S,2022-03-31T01:34:46.6Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203084,,,1610612758,79,83,2022-03-31T01:34:46Z,4110000,,,0,,H. Barnes Free Throw 1 of 2 (8 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
417,PT07M00.00S,2022-03-31T01:34:48.0Z,3,REGULAR,substitution,out,[],1630256,,,1610612758,79,83,2022-03-31T01:34:51Z,4120000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT07M00.00S,2022-03-31T01:34:48.0Z,3,REGULAR,substitution,in,[],1630231,,,1610612758,79,83,2022-03-31T01:34:51Z,4130000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT07M00.00S,2022-03-31T01:34:58.4Z,3,REGULAR,substitution,out,[],203200,,,1610612758,79,83,2022-03-31T01:35:03Z,4140000,,,0,,SUB out: J. Holiday,[203200],1610612758.0,SAC,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M00.00S,2022-03-31T01:34:58.4Z,3,REGULAR,substitution,in,[],1628978,,,1610612758,79,83,2022-03-31T01:35:03Z,4150000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M00.00S,2022-03-31T01:35:10.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203084,,,1610612758,79,84,2022-03-31T01:35:10Z,4160000,,,0,,H. Barnes Free Throw 2 of 2 (9 PTS),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
422,PT06M38.00S,2022-03-31T01:35:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,6.389618922470433,48.28431372549019,1610612745,81,84,2022-03-31T01:35:39Z,4170000,9.0,8.0,1,left,J. Green driving Layup (24 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,1.15,Made,24.0,,,,,,,,,,,,,,,,,,
423,PT06M23.00S,2022-03-31T01:35:48.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,93.64323258869908,51.71568627450981,1610612758,81,86,2022-03-31T01:35:53Z,4180000,9.0,7.0,1,right,D. Mitchell driving reverse Layup (18 PTS),[1630558],1610612758.0,SAC,driving reverse,,,Mitchell,D. Mitchell,,,,,1.13,Made,18.0,,,,,,,,,,,,,,,,,,
424,PT06M14.00S,2022-03-31T01:36:00.0Z,3,REGULAR,3pt,Jump Shot,[],1629645,32.802233902759525,49.26470588235294,1610612745,81,86,2022-03-31T01:36:57Z,4190000,4.0,256.0,1,left,MISS K. Porter Jr. 25' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
425,PT06M12.00S,2022-03-31T01:36:02.0Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612758,81,86,2022-03-31T01:38:27Z,4200000,,,0,,T. Lyles REBOUND (Off:0 Def:4),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,424.0,4.0,4.0,0.0,,,,,,
428,PT06M05.00S,2022-03-31T01:36:08.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,90.75229960578186,49.01960784313725,1610612758,81,88,2022-03-31T01:38:42Z,4230000,-5.0,34.0,1,right,H. Barnes driving floating Jump Shot (11 PTS),[203084],1610612758.0,SAC,driving floating,,,Barnes,H. Barnes,,,,,3.47,Made,11.0,,,,,,,,,,,,,,,,,,
429,PT05M43.00S,2022-03-31T01:36:28.2Z,3,REGULAR,3pt,Jump Shot,[],1630224,27.94021024967148,23.774509803921568,1610612745,81,88,2022-03-31T01:36:35Z,4240000,131.0,210.0,1,left,MISS J. Green 24' 3PT,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
430,PT05M40.00S,2022-03-31T01:36:31.2Z,3,REGULAR,rebound,defensive,[],1629002,,,1610612758,81,88,2022-03-31T01:36:35Z,4250000,,,0,,C. Metu REBOUND (Off:0 Def:3),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,429.0,3.0,3.0,0.0,,,,,,
431,PT05M34.00S,2022-03-31T01:36:43.3Z,3,REGULAR,foul,personal,[],1629726,,,1610612758,81,88,2022-03-31T01:36:48Z,4260000,,,0,,G. Mathews personal FOUL (4 PF),"[1629726, 1629002]",1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,1628159.0,4.0,0.0,Metu,1629002.0,,,,,,,,,,,,,
433,PT05M34.00S,2022-03-31T01:36:52.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,81,88,2022-03-31T01:36:52Z,4280000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT05M25.00S,2022-03-31T01:40:09.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629002,81.8166885676741,51.71568627450981,1610612758,81,90,2022-03-31T01:40:16Z,4290000,9.0,118.0,1,right,C. Metu 11' turnaround Jump Shot (7 PTS) (D. Mitchell 7 AST),"[1629002, 1630558]",1610612758.0,SAC,turnaround,,,Metu,C. Metu,,,,,11.87,Made,7.0,,,,,,D. Mitchell,1630558.0,7.0,,,,,,,,,,
436,PT05M25.00S,2022-03-31T01:40:12.3Z,3,REGULAR,foul,personal,['1freethrow'],1630224,,,1610612758,81,90,2022-03-31T01:40:25Z,4310000,,,0,,J. Green shooting personal FOUL (2 PF) (Metu 1 FT),"[1630224, 1629002]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,,,,200832.0,2.0,0.0,Metu,1629002.0,,,,,,,,,,,,,
438,PT05M25.00S,2022-03-31T01:40:33.7Z,3,REGULAR,freethrow,1 of 1,[],1629002,,,1610612758,81,90,2022-03-31T01:40:37Z,4330000,,,0,,MISS C. Metu Free Throw 1 of 1,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,Missed,,,,,,,,,,,,,,,,,,,
439,PT05M25.00S,2022-03-31T01:40:33.7Z,3,REGULAR,rebound,defensive,[],1630586,,,1610612745,81,90,2022-03-31T01:40:37Z,4340000,,,0,,U. Garuba REBOUND (Off:0 Def:6),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,438.0,6.0,6.0,0.0,,,,,,
440,PT05M08.00S,2022-03-31T01:40:52.6Z,3,REGULAR,turnover,palming,[],1630231,,,1610612745,81,90,2022-03-31T01:41:09Z,4350000,,,0,,K. Martin Jr. palming TURNOVER (2 TO),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,200832.0,,,,,,,,,,,,,,2.0,,,
441,PT04M56.00S,2022-03-31T01:41:12.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630558,92.32917214191852,43.38235294117647,1610612758,81,92,2022-03-31T01:41:17Z,4360000,-33.0,20.0,1,right,D. Mitchell driving Layup (20 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,3.85,Made,20.0,,,,,,,,,,,,,,,,,,
442,PT04M42.00S,2022-03-31T01:41:25.6Z,3,REGULAR,3pt,Jump Shot,[],1629645,33.196452036793694,47.30392156862745,1610612745,81,92,2022-03-31T01:41:36Z,4370000,13.0,260.0,1,left,MISS K. Porter Jr. 25' pullup 3PT,[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
443,PT04M41.00S,2022-03-31T01:41:26.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,81,92,2022-03-31T01:41:31Z,4380000,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,442.0,,,,,,,,,
444,PT04M41.00S,2022-03-31T01:41:31.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,81,92,2022-03-31T01:41:31Z,4390000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT04M31.00S,2022-03-31T01:41:43.0Z,3,REGULAR,3pt,Jump Shot,[],1628978,71.30420499342969,17.401960784313726,1610612758,81,95,2022-03-31T01:41:47Z,4400000,-163.0,217.0,1,right,D. DiVincenzo 27' 3PT  (5 PTS) (T. Lyles 3 AST),"[1628978, 1626168]",1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,27.16,Made,5.0,,,,,,T. Lyles,1626168.0,3.0,,,,,,,,,,
447,PT04M18.00S,2022-03-31T01:41:55.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,10.068988173455978,51.225490196078425,1610612745,81,95,2022-03-31T01:42:00Z,4420000,-6.0,42.0,1,left,MISS J. Green Layup - blocked,"[1630224, 1630558]",1610612745.0,HOU,,,,Green,J. Green,,,,,4.25,Missed,,,,,,,,,,,,,,Mitchell,1630558.0,,,,
448,PT04M18.00S,2022-03-31T01:41:55.1Z,3,REGULAR,block,,[],1630558,,,1610612745,81,95,2022-03-31T01:41:58Z,4430000,,,0,,D. Mitchell BLOCK (1 BLK),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M17.00S,2022-03-31T01:41:56.1Z,3,REGULAR,rebound,offensive,[],1630586,,,1610612745,81,95,2022-03-31T01:42:00Z,4440000,,,0,,U. Garuba REBOUND (Off:1 Def:6),[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,447.0,7.0,6.0,1.0,,,,,,
450,PT04M17.00S,2022-03-31T01:42:00.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630586,6.783837056504599,50.0,1610612745,83,95,2022-03-31T01:42:05Z,4450000,0.0,11.0,1,left,U. Garuba putback Layup (5 PTS),[1630586],1610612745.0,HOU,putback,,,Garuba,U. Garuba,,,,,1.13,Made,5.0,,,,,,,,,,,,,,,,,,
