actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
92,PT05M08.00S,2022-03-31T00:25:33.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630558,6.521024967148489,49.01960784313725,1610612758,20,18,2022-03-31T00:25:38Z,910000,5.0,9.0,1,left,D. Mitchell driving DUNK (4 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,1.01,Made,4.0,,,,,,,,,,,,,,,,,,
93,PT04M46.00S,2022-03-31T00:25:55.5Z,1,REGULAR,turnover,lost ball,[],1630231,,,1610612745,20,18,2022-03-31T00:25:59Z,920000,,,0,,K. Martin Jr. lost ball TURNOVER (1 TO),"[1630231, 1628978]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,
94,PT04M46.00S,2022-03-31T00:25:55.5Z,1,REGULAR,steal,,[],1628978,,,1610612758,20,18,2022-03-31T00:25:57Z,930000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M41.00S,2022-03-31T00:26:00.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203084,7.178055190538765,50.245098039215684,1610612758,20,20,2022-03-31T00:26:06Z,940000,-1.0,15.0,1,left,H. Barnes cutting Layup (2 PTS) (D. DiVincenzo 1 AST),"[203084, 1628978]",1610612758.0,SAC,cutting,,,Barnes,H. Barnes,,,,,1.5,Made,2.0,,,,,,D. DiVincenzo,1628978.0,1.0,,,,,,,,,,
97,PT04M32.00S,2022-03-31T00:26:10.1Z,1,REGULAR,3pt,Jump Shot,[],1630224,65.25952693823915,46.07843137254902,1610612745,20,20,2022-03-31T00:26:14Z,960000,-20.0,274.0,1,right,MISS J. Green 27' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,27.48,Missed,,,,,,,,,,,,,,,,,,,
98,PT04M29.00S,2022-03-31T00:26:12.4Z,1,REGULAR,rebound,offensive,[],1629645,,,1610612745,20,20,2022-03-31T00:26:12Z,970000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:1),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,97.0,2.0,1.0,1.0,,,,,,
99,PT04M28.00S,2022-03-31T00:26:14.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629645,93.77463863337714,49.50980392156863,1610612745,22,20,2022-03-31T00:28:18Z,980000,-2.0,6.0,1,right,K. Porter Jr. driving DUNK (8 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,0.65,Made,8.0,,,,,,,,,,,,,,,,,,
100,PT04M22.00S,2022-03-31T00:26:23.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,22,20,2022-03-31T00:26:23Z,990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M22.00S,2022-03-31T00:26:25.8Z,1,REGULAR,substitution,out,[],1630586,,,1610612758,22,20,2022-03-31T00:26:36Z,1000000,,,0,,SUB out: U. Garuba,[1630586],1610612745.0,HOU,,,,Garuba,U. Garuba,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M22.00S,2022-03-31T00:26:25.8Z,1,REGULAR,substitution,in,[],1628981,,,1610612758,22,20,2022-03-31T00:26:36Z,1010000,,,0,,SUB in: B. Fernando,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M22.00S,2022-03-31T00:26:42.2Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612758,22,20,2022-03-31T00:26:49Z,1020000,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612758.0,SAC,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,,,,1628159.0,,,,,,,,,,,,,,1.0,,,
104,PT04M08.00S,2022-03-31T00:27:00.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,69.72733245729303,69.85294117647058,1610612745,25,20,2022-03-31T00:27:06Z,1030000,99.0,232.0,1,right,K. Porter Jr. 25' 3PT pullup (11 PTS),[1629645],1610612745.0,HOU,pullup,,,Porter Jr.,K. Porter Jr.,,,,,25.24,Made,11.0,,,,,,,,,,,,,,,,,,
105,PT03M51.00S,2022-03-31T00:27:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,18.873193166885677,48.77450980392157,1610612758,25,20,2022-03-31T00:27:22Z,1040000,6.0,125.0,1,left,MISS H. Barnes 12' turnaround fadeaway Shot,[203084],1610612758.0,SAC,turnaround fadeaway,,,Barnes,H. Barnes,,,,,12.5,Missed,,,,,,,,,,,,,,,,,,,
106,PT03M49.00S,2022-03-31T00:27:20.2Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612745,25,20,2022-03-31T00:27:20Z,1050000,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,
107,PT03M41.00S,2022-03-31T00:27:28.4Z,1,REGULAR,3pt,Jump Shot,[],1630224,73.27529566360053,13.970588235294118,1610612745,28,20,2022-03-31T00:27:33Z,1060000,-180.0,199.0,1,right,J. Green 26' 3PT  (11 PTS) (K. Porter Jr. 3 AST),"[1630224, 1629645]",1610612745.0,HOU,,,,Green,J. Green,,,,,26.82,Made,11.0,,,,,,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,
109,PT03M34.00S,2022-03-31T00:27:39.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,28,20,2022-03-31T00:27:39Z,1080000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M34.00S,2022-03-31T00:30:12.6Z,1,REGULAR,substitution,out,[],1627745,,,1610612758,28,20,2022-03-31T00:30:32Z,1090000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M34.00S,2022-03-31T00:30:12.6Z,1,REGULAR,substitution,in,[],203458,,,1610612758,28,20,2022-03-31T00:30:32Z,1100000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2022-03-31T00:30:44.7Z,1,REGULAR,3pt,Jump Shot,[],203084,24.52365308804205,83.82352941176471,1610612758,28,20,2022-03-31T00:30:49Z,1110000,-169.0,178.0,1,left,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M22.00S,2022-03-31T00:30:47.7Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,28,20,2022-03-31T00:30:49Z,1120000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:2),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,112.0,3.0,2.0,1.0,,,,,,
114,PT03M06.00S,2022-03-31T00:31:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630231,92.32917214191852,45.588235294117645,1610612745,30,20,2022-03-31T00:31:08Z,1130000,-22.0,20.0,1,right,K. Martin Jr. driving finger roll Layup (2 PTS) (J. Christopher 1 AST),"[1630231, 1630528]",1610612745.0,HOU,driving finger roll,,,Martin Jr.,K. Martin Jr.,,,,,2.95,Made,2.0,,,,,,J. Christopher,1630528.0,1.0,,,,,,,,,,
116,PT02M59.00S,2022-03-31T00:31:11.1Z,1,REGULAR,2pt,Jump Shot,[],1630558,21.107095926412615,65.19607843137256,1610612758,30,22,2022-03-31T00:31:15Z,1150000,-76.0,146.0,1,left,D. Mitchell 16' pullup Jump Shot (6 PTS),[1630558],1610612758.0,SAC,pullup,,,Mitchell,D. Mitchell,,,,,16.45,Made,6.0,,,,,,,,,,,,,,,,,,
117,PT02M32.00S,2022-03-31T00:31:39.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.29829172141918,49.103860294117645,1610612745,30,22,2022-03-31T00:31:47Z,1160000,-4.0,10.0,1,right,MISS J. Green driving Layup - blocked,"[1630224, 1629002]",1610612745.0,HOU,driving,,,Green,J. Green,,,,,1.14,Missed,,,,,,,,,,,,,,Metu,1629002.0,,,,
118,PT02M32.00S,2022-03-31T00:31:39.6Z,1,REGULAR,block,,[],1629002,,,1610612745,30,22,2022-03-31T00:31:42Z,1170000,,,0,,C. Metu BLOCK (1 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M32.00S,2022-03-31T00:31:39.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,30,22,2022-03-31T00:31:47Z,1180000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,117.0,,,,,,,,,
120,PT02M32.00S,2022-03-31T00:31:47.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,30,22,2022-03-31T00:31:47Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M32.00S,2022-03-31T00:31:49.0Z,1,REGULAR,substitution,out,[],203084,,,1610612745,30,22,2022-03-31T00:31:51Z,1200000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M32.00S,2022-03-31T00:31:49.0Z,1,REGULAR,substitution,in,[],203087,,,1610612745,30,22,2022-03-31T00:31:51Z,1210000,,,0,,SUB in: J. Lamb,[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M29.00S,2022-03-31T00:31:59.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630528,92.72339027595268,54.90196078431373,1610612745,32,22,2022-03-31T00:32:04Z,1220000,25.0,16.0,1,right,J. Christopher Layup (2 PTS) (K. Porter Jr. 4 AST),"[1630528, 1629645]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,2.92,Made,2.0,,,,,,K. Porter Jr.,1629645.0,4.0,,,,,,,,,,
125,PT02M15.00S,2022-03-31T00:32:13.7Z,1,REGULAR,2pt,Jump Shot,[],1629002,17.95335085413929,73.77450980392157,1610612758,32,22,2022-03-31T00:32:18Z,1240000,-119.0,116.0,1,left,MISS C. Metu 16' Jump Shot,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,16.63,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M12.00S,2022-03-31T00:32:16.0Z,1,REGULAR,rebound,defensive,[],1629645,,,1610612745,32,22,2022-03-31T00:32:16Z,1250000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:3),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,125.0,4.0,3.0,1.0,,,,,,
127,PT02M06.00S,2022-03-31T00:32:21.7Z,1,REGULAR,2pt,Jump Shot,[],1630528,77.7431011826544,52.69607843137255,1610612745,32,22,2022-03-31T00:32:34Z,1260000,13.0,157.0,1,right,MISS J. Christopher 15' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,15.73,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M03.00S,2022-03-31T00:32:24.7Z,1,REGULAR,rebound,defensive,[],203087,,,1610612758,32,22,2022-03-31T00:32:34Z,1270000,,,0,,J. Lamb REBOUND (Off:0 Def:1),[203087],1610612758.0,SAC,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,127.0,1.0,1.0,0.0,,,,,,
129,PT01M52.00S,2022-03-31T00:32:36.4Z,1,REGULAR,turnover,bad pass,[],1629002,,,1610612758,32,22,2022-03-31T00:32:41Z,1280000,,,0,,C. Metu bad pass TURNOVER (1 TO),"[1629002, 1630528]",1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,1.0,Christopher,1630528.0,
130,PT01M52.00S,2022-03-31T00:32:36.4Z,1,REGULAR,steal,,[],1630528,,,1610612745,32,22,2022-03-31T00:32:38Z,1290000,,,0,,J. Christopher STEAL (1 STL),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M47.00S,2022-03-31T00:32:40.7Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630224,93.51182654402102,50.73529411764706,1610612745,34,22,2022-03-31T00:32:56Z,1300000,4.0,8.0,1,right,J. Green running alley-oop DUNK (13 PTS) (J. Christopher 2 AST),"[1630224, 1630528]",1610612745.0,HOU,running alley-oop,,,Green,J. Green,,,,,0.93,Made,13.0,,,,,,J. Christopher,1630528.0,2.0,,,,,,,,,,
133,PT01M31.00S,2022-03-31T00:32:56.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.178055190538765,48.77450980392157,1610612758,34,22,2022-03-31T00:33:02Z,1320000,6.0,15.0,1,left,MISS D. Mitchell driving Layup,[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,1.62,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M26.00S,2022-03-31T00:33:01.8Z,1,REGULAR,rebound,offensive,[],203458,,,1610612758,34,22,2022-03-31T00:33:01Z,1330000,,,0,,A. Len REBOUND (Off:1 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,133.0,1.0,0.0,1.0,,,,,,
135,PT01M26.00S,2022-03-31T00:33:01.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203458,5.590000152587891,50.0,1610612758,34,24,2022-03-31T00:33:01Z,1340000,0.0,0.0,1,left,A. Len tip DUNK (2 PTS),[203458],1610612758.0,SAC,tip,,,Len,A. Len,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
136,PT01M20.00S,2022-03-31T00:33:12.2Z,1,REGULAR,foul,offensive,[],1628981,,,1610612745,34,24,2022-03-31T00:33:20Z,1350000,,,0,,B. Fernando offensive FOUL (1 PF),"[1628981, 1630558]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,200834.0,1.0,0.0,Mitchell,1630558.0,,,,,,,,,,,,,
138,PT01M20.00S,2022-03-31T00:33:12.2Z,1,REGULAR,turnover,offensive foul,[],1628981,,,1610612745,34,24,2022-03-31T00:33:12Z,1370000,,,0,,B. Fernando offensive foul TURNOVER (1 TO),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,200834.0,,,,,,,,,,,,,,1.0,,,
139,PT01M20.00S,2022-03-31T00:33:18.7Z,1,REGULAR,substitution,out,[],1629645,,,1610612758,34,24,2022-03-31T00:33:27Z,1380000,,,0,,SUB out: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M20.00S,2022-03-31T00:33:18.7Z,1,REGULAR,substitution,in,[],1630227,,,1610612758,34,24,2022-03-31T00:33:27Z,1390000,,,0,,SUB in: D. Nix,[1630227],1610612745.0,HOU,,,,Nix,D. Nix,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M02.00S,2022-03-31T00:33:49.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629002,14.273981603153747,32.35294117647059,1610612758,34,24,2022-03-31T00:33:55Z,1400000,88.0,82.0,1,left,MISS C. Metu 12' driving floating Shot,[1629002],1610612758.0,SAC,driving floating,,,Metu,C. Metu,,,,,12.02,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M00.00S,2022-03-31T00:33:51.0Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612745,34,24,2022-03-31T00:33:55Z,1410000,,,0,,B. Fernando REBOUND (Off:0 Def:2),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,141.0,2.0,2.0,0.0,,,,,,
143,PT00M51.20S,2022-03-31T00:34:01.9Z,1,REGULAR,foul,personal,['2freethrow'],203458,,,1610612745,34,24,2022-03-31T00:35:16Z,1420000,,,0,,A. Len shooting personal FOUL (1 PF) (Christopher 2 FT),"[203458, 1630528]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,1628159.0,1.0,0.0,Christopher,1630528.0,,,,,,,,,,,,,
145,PT00M51.20S,2022-03-31T00:34:31.5Z,1,REGULAR,freethrow,1 of 2,[],1630528,,,1610612745,35,24,2022-03-31T00:34:51Z,1440000,,,0,,J. Christopher Free Throw 1 of 2 (3 PTS),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
147,PT00M51.20S,2022-03-31T00:34:31.5Z,1,REGULAR,freethrow,2 of 2,[],1630528,,,1610612745,35,24,2022-03-31T00:35:06Z,1460000,,,0,,MISS J. Christopher Free Throw 2 of 2,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M51.20S,2022-03-31T00:34:31.5Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612758,35,24,2022-03-31T00:35:06Z,1470000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:2),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,147.0,2.0,2.0,0.0,,,,,,
149,PT00M38.20S,2022-03-31T00:35:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,7.703679369250986,50.49019607843137,1610612758,35,26,2022-03-31T00:35:22Z,1480000,-2.0,20.0,1,left,D. DiVincenzo Layup (2 PTS),[1628978],1610612758.0,SAC,,,,DiVincenzo,D. DiVincenzo,,,,,2.01,Made,2.0,,,,,,,,,,,,,,,,,,
150,PT00M29.80S,2022-03-31T00:35:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628981,93.9060446780552,50.98039215686274,1610612745,37,26,2022-03-31T00:35:38Z,1490000,5.0,5.0,1,right,B. Fernando driving Layup (2 PTS) (J. Christopher 3 AST),"[1628981, 1630528]",1610612745.0,HOU,driving,,,Fernando,B. Fernando,,,,,0.69,Made,2.0,,,,,,J. Christopher,1630528.0,3.0,,,,,,,,,,
152,PT00M29.80S,2022-03-31T00:35:21.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203458,,,1610612745,37,26,2022-03-31T00:35:38Z,1510000,,,0,,A. Len shooting personal FOUL (2 PF) (Fernando 1 FT),"[203458, 1628981]",1610612758.0,SAC,shooting,,,Len,A. Len,,,,,,,,200832.0,2.0,0.0,Fernando,1628981.0,,,,,,,,,,,,,
154,PT00M29.80S,2022-03-31T00:35:44.6Z,1,REGULAR,freethrow,1 of 1,[],1628981,,,1610612745,37,26,2022-03-31T00:35:49Z,1530000,,,0,,MISS B. Fernando Free Throw 1 of 1,[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M29.80S,2022-03-31T00:35:44.6Z,1,REGULAR,rebound,offensive,[],1630528,,,1610612745,37,26,2022-03-31T00:36:24Z,1540000,,,0,,J. Christopher REBOUND (Off:1 Def:0),[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,154.0,1.0,0.0,1.0,,,,,,
156,PT00M25.50S,2022-03-31T00:35:48.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628981,91.67214191852825,50.49019607843137,1610612745,37,26,2022-03-31T00:35:56Z,1550000,2.0,26.0,1,right,MISS B. Fernando Layup - blocked,"[1628981, 1629002]",1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,2.59,Missed,,,,,,,,,,,,,,Metu,1629002.0,,,,
157,PT00M25.50S,2022-03-31T00:35:48.2Z,1,REGULAR,block,,[],1629002,,,1610612745,37,26,2022-03-31T00:35:50Z,1560000,,,0,,C. Metu BLOCK (2 BLK),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M23.80S,2022-03-31T00:35:49.9Z,1,REGULAR,rebound,offensive,[],1628981,,,1610612745,37,26,2022-03-31T00:35:56Z,1570000,,,0,,B. Fernando REBOUND (Off:1 Def:2),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,156.0,3.0,2.0,1.0,,,,,,
159,PT00M23.80S,2022-03-31T00:35:55.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203087,,,1610612745,37,26,2022-03-31T00:36:07Z,1580000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Fernando 2 FT),"[203087, 1628981]",1610612758.0,SAC,shooting,,,Lamb,J. Lamb,,,,,,,,1628159.0,1.0,0.0,Fernando,1628981.0,,,,,,,,,,,,,
161,PT00M23.80S,2022-03-31T00:36:14.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628981,,,1610612745,38,26,2022-03-31T00:36:14Z,1600000,,,0,,B. Fernando Free Throw 1 of 2 (3 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
162,PT00M23.80S,2022-03-31T00:36:29.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628981,,,1610612745,39,26,2022-03-31T00:36:29Z,1610000,,,0,,B. Fernando Free Throw 2 of 2 (4 PTS),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
163,PT00M09.40S,2022-03-31T00:36:49.5Z,1,REGULAR,foul,personal,[],1630528,,,1610612758,39,26,2022-03-31T00:36:58Z,1620000,,,0,,J. Christopher personal FOUL (1 PF),"[1630528, 1628978]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,200832.0,1.0,0.0,DiVincenzo,1628978.0,,,,,,,,,,,,,
165,PT00M02.40S,2022-03-31T00:37:14.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,7.440867279894875,44.6078431372549,1610612758,39,28,2022-03-31T00:37:19Z,1640000,27.0,17.0,1,left,D. Mitchell driving Layup (8 PTS),[1630558],1610612758.0,SAC,driving,,,Mitchell,D. Mitchell,,,,,3.21,Made,8.0,,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-03-31T00:37:18.9Z,1,REGULAR,3pt,Jump Shot,[],1630528,33.590670170827856,81.12745098039215,1610612745,39,28,2022-03-31T00:37:34Z,1650000,156.0,572.0,1,right,MISS J. Christopher 59' 3PT,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,59.25,Missed,,,,,,,,,,,,,,,,,,,
167,PT00M00.00S,2022-03-31T00:37:18.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612745,39,28,2022-03-31T00:37:34Z,1660000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,166.0,,,,,,,,,
168,PT00M00.00S,2022-03-31T00:37:30.7Z,1,REGULAR,period,end,[],0,,,1610612745,39,28,2022-03-31T00:37:30Z,1670000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612745,39,28,2022-03-31T00:39:52Z,1680000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,out,['startperiod'],1629002,,,1610612745,39,28,2022-03-31T00:39:52Z,1690000,,,0,,SUB out: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,out,['startperiod'],1630558,,,1610612745,39,28,2022-03-31T00:39:52Z,1700000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,out,['startperiod'],203458,,,1610612745,39,28,2022-03-31T00:39:52Z,1710000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,in,['startperiod'],1629726,,,1610612745,39,28,2022-03-31T00:39:52Z,1720000,,,0,,SUB in: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,in,['startperiod'],1627745,,,1610612745,39,28,2022-03-31T00:39:52Z,1730000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,in,['startperiod'],1626168,,,1610612745,39,28,2022-03-31T00:39:52Z,1740000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-03-31T00:39:35.8Z,2,REGULAR,substitution,in,['startperiod'],1628367,,,1610612745,39,28,2022-03-31T00:39:52Z,1750000,,,0,,SUB in: J. Jackson,[1628367],1610612758.0,SAC,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-03-31T00:40:02.5Z,2,REGULAR,period,start,[],0,,,1610612758,39,28,2022-03-31T00:40:02Z,1760000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M49.00S,2022-03-31T00:40:13.2Z,2,REGULAR,2pt,Jump Shot,[],1627745,22.421156373193167,50.73529411764706,1610612758,39,28,2022-03-31T00:40:18Z,1770000,-4.0,158.0,1,left,MISS D. Jones 15' Jump Shot,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,15.83,Missed,,,,,,,,,,,,,,,,,,,
179,PT11M46.00S,2022-03-31T00:40:16.2Z,2,REGULAR,rebound,defensive,[],1628981,,,1610612745,39,28,2022-03-31T00:40:18Z,1780000,,,0,,B. Fernando REBOUND (Off:1 Def:3),[1628981],1610612745.0,HOU,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,178.0,4.0,3.0,1.0,,,,,,
