actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
354,PT10M33.00S,2023-01-26T01:26:26.0Z,3,REGULAR,3pt,Jump Shot,[],203914,66.96780551905388,36.76470588235294,1610612753,78,70,2023-01-26T01:26:30Z,3480000,False,-66.0,258.0,1,right,G. Harris 26' 3PT  (16 PTS) (F. Wagner 5 AST),"[203914, 1630532]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,Made,16.0,,26.64,F. Wagner,1630532.0,5.0,,,,,,,,
356,PT10M21.00S,2023-01-26T01:26:38.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,7.30946123521682,56.372549019607845,1610612754,78,72,2023-01-26T01:26:45Z,3500000,False,-32.0,16.0,1,left,T. McConnell driving Layup (13 PTS),[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,3.58,,,,,,,,,,,
357,PT10M04.00S,2023-01-26T01:26:54.8Z,3,REGULAR,2pt,Jump Shot,[],1628365,78.26872536136662,31.862745098039213,1610612753,80,72,2023-01-26T01:27:03Z,3510000,False,-91.0,152.0,1,right,M. Fultz 17' pullup Jump Shot (4 PTS) (F. Wagner 6 AST),"[1628365, 1630532]",1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Left Center,,,,,,Made,4.0,,17.68,F. Wagner,1630532.0,6.0,,,,,,,,
359,PT09M49.00S,2023-01-26T01:27:10.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,6.521024967148489,46.32352941176471,1610612754,80,74,2023-01-26T01:27:45Z,3530000,False,18.0,9.0,1,left,M. Turner cutting Layup (10 PTS) (C. Duarte 4 AST),"[1626167, 1630537]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,Made,10.0,,2.04,C. Duarte,1630537.0,4.0,,,,,,,,
361,PT09M44.00S,2023-01-26T01:27:19.8Z,3,REGULAR,turnover,bad pass,[],1628976,,,1610612753,80,74,2023-01-26T01:30:18Z,3550000,False,,,0,,W. Carter Jr. bad pass TURNOVER (4 TO),"[1628976, 1630174]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,4.0,,,,,,,,,Nesmith,1630174.0,,
362,PT09M44.00S,2023-01-26T01:27:19.8Z,3,REGULAR,steal,,[],1630174,,,1610612754,80,74,2023-01-26T01:30:18Z,3560000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
363,PT09M36.00S,2023-01-26T01:27:26.9Z,3,REGULAR,turnover,traveling,[],1630537,,,1610612754,80,74,2023-01-26T01:27:34Z,3570000,False,,,0,,C. Duarte traveling TURNOVER (1 TO),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,1.0,,,,,,,,,,,,
365,PT09M23.00S,2023-01-26T01:28:52.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631094,93.51182654402102,59.068627450980394,1610612753,80,74,2023-01-26T01:28:58Z,3590000,False,45.0,8.0,1,right,MISS P. Banchero driving Layup,[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,4.61,,,,,,,,,,,
366,PT09M21.00S,2023-01-26T01:28:54.3Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,80,74,2023-01-26T01:28:58Z,3600000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,365.0,4.0,3.0,1.0,,,,
367,PT09M14.00S,2023-01-26T01:29:00.6Z,3,REGULAR,turnover,bad pass,[],1630537,,,1610612754,80,74,2023-01-26T01:33:12Z,3610000,False,,,0,,C. Duarte bad pass TURNOVER (2 TO),"[1630537, 203914]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,,,Harris,203914.0,,
368,PT09M14.00S,2023-01-26T01:29:00.6Z,3,REGULAR,steal,,[],203914,,,1610612753,80,74,2023-01-26T01:29:04Z,3620000,False,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
369,PT09M00.00S,2023-01-26T01:29:17.0Z,3,REGULAR,turnover,bad pass,[],1628365,,,1610612753,80,74,2023-01-26T01:32:08Z,3630000,False,,,0,,M. Fultz bad pass TURNOVER (2 TO),"[1628365, 1627741]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,,,2.0,,,,,,,,,Hield,1627741.0,,
370,PT09M00.00S,2023-01-26T01:29:17.0Z,3,REGULAR,steal,,[],1627741,,,1610612754,80,74,2023-01-26T01:29:21Z,3640000,False,,,0,,B. Hield STEAL (3 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
371,PT09M00.00S,2023-01-26T01:29:25.3Z,3,REGULAR,foul,personal,[],203914,,,1610612754,80,74,2023-01-26T01:29:36Z,3650000,False,,,0,,G. Harris personal FOUL (1 PF),"[203914, 1627741]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,202901.0,1.0,0.0,Hield,1627741.0,,,,,,,,,,,,,,,
373,PT08M39.00S,2023-01-26T01:29:53.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,7.5722733245729295,96.81372549019608,1610612754,80,74,2023-01-26T01:29:59Z,3670000,False,-234.0,19.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,,,Missed,,,23.48,,,,,,,,,,,
374,PT08M36.00S,2023-01-26T01:29:56.1Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,80,74,2023-01-26T01:29:59Z,3680000,False,,,0,,M. Turner REBOUND (Off:2 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,373.0,5.0,3.0,2.0,,,,
375,PT08M26.00S,2023-01-26T01:30:05.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,7.30946123521682,53.67647058823529,1610612754,80,74,2023-01-26T01:33:59Z,3690000,False,-18.0,16.0,1,left,MISS A. Nesmith driving reverse Layup,[1630174],1610612754.0,IND,driving reverse,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.45,,,,,,,,,,,
376,PT08M22.00S,2023-01-26T01:30:13.7Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,80,74,2023-01-26T01:30:13Z,3700000,False,,,0,,M. Turner REBOUND (Off:3 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,375.0,6.0,3.0,3.0,,,,
377,PT08M22.00S,2023-01-26T01:30:14.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630174,7.835085413929041,51.9607843137255,1610612754,80,74,2023-01-26T01:30:22Z,3710000,False,-10.0,21.0,1,left,MISS A. Nesmith Layup - blocked,"[1630174, 1631094]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,2.33,,,,,,,,,,Banchero,1631094.0
378,PT08M22.00S,2023-01-26T01:30:14.4Z,3,REGULAR,block,,[],1631094,,,1610612754,80,74,2023-01-26T01:40:23Z,3720000,False,,,0,,P. Banchero BLOCK (1 BLK),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
379,PT08M22.00S,2023-01-26T01:30:14.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,80,74,2023-01-26T01:30:22Z,3730000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,377.0,,,,,,,
380,PT08M22.00S,2023-01-26T01:30:23.0Z,3,REGULAR,foul,personal,[],1628976,,,1610612754,80,74,2023-01-26T01:30:31Z,3740000,False,,,0,,W. Carter Jr. personal FOUL (4 PF),"[1628976, 1630174]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,1146.0,4.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
382,PT08M06.00S,2023-01-26T01:30:51.5Z,3,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630537,5.732588699080158,27.941176470588236,1610612754,80,74,2023-01-26T01:31:04Z,3760000,False,110.0,1.0,1,left,MISS C. Duarte 11' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,Mid-Range,8-16 Right,,,,,,Missed,,,11.03,,,,,,,,,,,
383,PT08M04.00S,2023-01-26T01:30:53.6Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,80,74,2023-01-26T01:30:53Z,3770000,False,,,0,,M. Turner REBOUND (Off:4 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,382.0,7.0,3.0,4.0,,,,
384,PT08M02.00S,2023-01-26T01:30:56.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626167,6.1268068331143235,50.245098039215684,1610612754,80,76,2023-01-26T01:36:42Z,3780000,False,-1.0,5.0,1,left,M. Turner putback Layup (12 PTS),[1626167],1610612754.0,IND,putback,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,Made,12.0,,0.52,,,,,,,,,,,
385,PT07M47.00S,2023-01-26T01:31:10.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,93.51182654402102,50.73529411764706,1610612753,82,76,2023-01-26T01:31:22Z,3790000,False,4.0,8.0,1,right,W. Carter Jr. DUNK (13 PTS) (P. Banchero 4 AST),"[1628976, 1631094]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Restricted Area,0-8 Center,,,,,,Made,13.0,,0.93,P. Banchero,1631094.0,4.0,,,,,,,,
387,PT07M33.00S,2023-01-26T01:31:29.8Z,3,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,82,76,2023-01-26T01:31:37Z,3810000,False,,,0,,T. McConnell step out-of-bounds TURNOVER (2 TO),[204456],1610612754.0,IND,step,,,McConnell,T. McConnell,,,,,Right Corner 3,24+ Right,1146.0,,,,,,,2.0,,,,,,,,,,,,
388,PT07M33.00S,2023-01-26T01:31:34.0Z,3,REGULAR,substitution,out,[],1628976,,,1610612753,82,76,2023-01-26T01:31:47Z,3820000,False,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT07M33.00S,2023-01-26T01:31:34.0Z,3,REGULAR,substitution,in,[],1628964,,,1610612753,82,76,2023-01-26T01:31:47Z,3830000,False,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M11.00S,2023-01-26T01:32:15.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628365,93.11760840998686,54.41176470588235,1610612753,84,76,2023-01-26T01:32:22Z,3840000,False,22.0,12.0,1,right,M. Fultz driving reverse Layup (6 PTS),[1628365],1610612753.0,ORL,driving reverse,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,Made,6.0,,2.52,,,,,,,,,,,
391,PT07M04.00S,2023-01-26T01:32:28.3Z,3,REGULAR,foul,personal,['2freethrow'],203914,,,1610612754,84,76,2023-01-26T01:53:38Z,3850000,False,,,0,,G. Harris shooting personal FOUL (2 PF) (Duarte 2 FT),"[203914, 1630537]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,1628953.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,
393,PT07M04.00S,2023-01-26T01:32:53.2Z,3,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,84,77,2023-01-26T01:32:53Z,3870000,False,,,0,,C. Duarte Free Throw 1 of 2 (8 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,
394,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,out,[],1630532,,,1610612754,84,77,2023-01-26T01:33:09Z,3880000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,out,[],1630174,,,1610612754,84,77,2023-01-26T01:33:09Z,3890000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,out,[],1627741,,,1610612754,84,77,2023-01-26T01:33:09Z,3900000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,84,77,2023-01-26T01:33:09Z,3910000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,in,[],1628371,,,1610612754,84,77,2023-01-26T01:33:09Z,3920000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,in,[],1631097,,,1610612754,84,77,2023-01-26T01:33:09Z,3930000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,in,[],1630543,,,1610612754,84,77,2023-01-26T01:33:09Z,3940000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT07M04.00S,2023-01-26T01:32:54.3Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,84,77,2023-01-26T01:33:09Z,3950000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT07M04.00S,2023-01-26T01:33:12.8Z,3,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,84,78,2023-01-26T01:33:12Z,3960000,False,,,0,,C. Duarte Free Throw 2 of 2 (9 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
403,PT06M48.00S,2023-01-26T01:33:30.4Z,3,REGULAR,3pt,Jump Shot,[],1631094,69.72733245729303,74.26470588235294,1610612753,87,78,2023-01-26T01:33:35Z,3970000,False,121.0,232.0,1,right,P. Banchero 26' 3PT pullup (20 PTS),[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Right Center,,,,,,Made,20.0,,26.19,,,,,,,,,,,
405,PT06M31.00S,2023-01-26T01:33:47.9Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628371,,,1610612754,87,78,2023-01-26T01:37:20Z,3990000,False,,,0,,J. Isaac shooting personal FOUL (1 PF) (Mathurin 3 FT),"[1628371, 1631097]",1610612753.0,ORL,shooting,,,Isaac,J. Isaac,,,,,Right Corner 3,24+ Right,1146.0,1.0,0.0,Mathurin,1631097.0,,,,,,,,,,,,,,,
408,PT06M31.00S,2023-01-26T01:34:22.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,87,78,2023-01-26T01:36:20Z,4005000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M31.00S,2023-01-26T01:36:54.0Z,3,REGULAR,freethrow,1 of 3,[],1631097,,,1610612754,87,79,2023-01-26T01:37:17Z,4020000,False,,,0,,B. Mathurin Free Throw 1 of 3 (15 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,
410,PT06M31.00S,2023-01-26T01:36:54.0Z,3,REGULAR,freethrow,2 of 3,[],1631097,,,1610612754,87,80,2023-01-26T01:37:17Z,4030000,False,,,0,,B. Mathurin Free Throw 2 of 3 (16 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,
411,PT06M31.00S,2023-01-26T01:36:54.0Z,3,REGULAR,freethrow,3 of 3,[],1631097,,,1610612754,87,81,2023-01-26T01:37:17Z,4040000,False,,,0,,B. Mathurin Free Throw 3 of 3 (17 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,Made,17.0,,,,,,,,,,,,,
412,PT06M16.00S,2023-01-26T01:37:42.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,93.11760840998686,47.05882352941176,1610612753,89,81,2023-01-26T01:37:47Z,4050000,False,-15.0,12.0,1,right,M. Fultz driving Layup (8 PTS) (J. Isaac 1 AST),"[1628365, 1628371]",1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,Restricted Area,0-8 Center,,,,,,Made,8.0,,1.91,J. Isaac,1628371.0,1.0,,,,,,,,
413,PT06M00.00S,2023-01-26T01:37:58.1Z,3,REGULAR,turnover,bad pass,[],204456,,,1610612754,89,81,2023-01-26T01:42:41Z,4060000,False,,,0,,T. McConnell bad pass TURNOVER (3 TO),"[204456, 1628371]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Left Center,,,,,,,,3.0,,,,,,,,,Isaac,1628371.0,,
414,PT06M00.00S,2023-01-26T01:37:58.1Z,3,REGULAR,steal,,[],1628371,,,1610612753,89,81,2023-01-26T01:38:00Z,4070000,False,,,0,,J. Isaac STEAL (1 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
415,PT05M51.00S,2023-01-26T01:38:06.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203914,89.17542706964521,96.32352941176471,1610612753,92,81,2023-01-26T01:40:50Z,4080000,False,232.0,49.0,1,right,G. Harris 3PT step back (19 PTS) (J. Isaac 2 AST),"[203914, 1628371]",1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,,,Made,19.0,,23.68,J. Isaac,1628371.0,2.0,,,,,,,,
417,PT05M32.00S,2023-01-26T01:38:26.0Z,3,REGULAR,2pt,Jump Shot,[],204456,6.783837056504599,31.61764705882353,1610612754,92,83,2023-01-26T01:38:35Z,4100000,False,92.0,11.0,1,left,T. McConnell 9' pullup Jump Shot (15 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,Made,15.0,,9.26,,,,,,,,,,,
418,PT05M20.00S,2023-01-26T01:38:38.1Z,3,REGULAR,turnover,bad pass,[],1628365,,,1610612753,92,83,2023-01-26T01:38:43Z,4110000,False,,,0,,M. Fultz bad pass TURNOVER (3 TO),"[1628365, 1631097]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,Above the Break 3,24+ Right Center,,,,,,,,3.0,,,,,,,,,Mathurin,1631097.0,,
419,PT05M20.00S,2023-01-26T01:38:38.1Z,3,REGULAR,steal,,[],1631097,,,1610612754,92,83,2023-01-26T01:38:41Z,4120000,False,,,0,,B. Mathurin STEAL (1 STL),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
420,PT05M14.00S,2023-01-26T01:38:43.6Z,3,REGULAR,turnover,lost ball,[],204456,,,1610612754,92,83,2023-01-26T01:38:49Z,4130000,False,,,0,,T. McConnell lost ball TURNOVER (4 TO),"[204456, 1628371]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,4.0,,,,,,,,,Isaac,1628371.0,,
421,PT05M14.00S,2023-01-26T01:38:43.6Z,3,REGULAR,steal,,[],1628371,,,1610612753,92,83,2023-01-26T01:38:46Z,4140000,False,,,0,,J. Isaac STEAL (2 STL),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
422,PT05M11.00S,2023-01-26T01:38:48.3Z,3,REGULAR,foul,personal,['2freethrow'],1630537,,,1610612753,92,83,2023-01-26T01:39:15Z,4150000,False,,,0,,C. Duarte shooting personal FOUL (3 PF) (Banchero 2 FT),"[1630537, 1631094]",1610612754.0,IND,shooting,,,Duarte,C. Duarte,,,,,Restricted Area,0-8 Center,202901.0,3.0,0.0,Banchero,1631094.0,,,,,,,,,,,,,,,
424,PT05M11.00S,2023-01-26T01:39:21.6Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631094,,,1610612753,92,83,2023-01-26T01:39:21Z,4170000,False,,,0,,MISS P. Banchero Free Throw 1 of 2,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
425,PT05M11.00S,2023-01-26T01:39:21.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,92,83,2023-01-26T01:39:21Z,4180000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,424.0,,,,,,,
426,PT05M11.00S,2023-01-26T01:39:23.0Z,3,REGULAR,substitution,out,[],1630543,,,1610612753,92,83,2023-01-26T01:39:37Z,4190000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M11.00S,2023-01-26T01:39:23.0Z,3,REGULAR,substitution,in,[],1626167,,,1610612753,92,83,2023-01-26T01:39:37Z,4200000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M11.00S,2023-01-26T01:39:56.5Z,3,REGULAR,substitution,out,[],204456,,,1610612753,92,83,2023-01-26T01:40:07Z,4210000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M11.00S,2023-01-26T01:39:56.5Z,3,REGULAR,substitution,in,[],1627741,,,1610612753,92,83,2023-01-26T01:40:07Z,4220000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M11.00S,2023-01-26T01:40:10.7Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631094,,,1610612753,93,83,2023-01-26T01:40:10Z,4230000,False,,,0,,P. Banchero Free Throw 2 of 2 (21 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,Made,21.0,,,,,,,,,,,,,
431,PT04M54.00S,2023-01-26T01:40:27.5Z,3,REGULAR,3pt,Jump Shot,[],1626167,32.802233902759525,44.36274509803921,1610612754,93,86,2023-01-26T01:40:37Z,4240000,False,28.0,256.0,1,left,M. Turner 25' 3PT  (15 PTS) (B. Hield 3 AST),"[1626167, 1627741]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,,,Made,15.0,,25.73,B. Hield,1627741.0,3.0,,,,,,,,
433,PT04M39.00S,2023-01-26T01:40:41.9Z,3,REGULAR,2pt,Jump Shot,[],1628371,89.96386333771353,26.47058823529412,1610612753,93,86,2023-01-26T01:40:48Z,4260000,False,-118.0,42.0,1,right,MISS J. Isaac 12' Jump Shot,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Mid-Range,8-16 Left,,,,,,Missed,,,12.48,,,,,,,,,,,
434,PT04M39.00S,2023-01-26T01:40:41.9Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,93,86,2023-01-26T01:40:48Z,4270000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,433.0,2.0,2.0,0.0,,,,
435,PT04M28.00S,2023-01-26T01:40:53.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,6.389618922470433,47.549019607843135,1610612754,93,88,2023-01-26T01:41:12Z,4280000,False,12.0,8.0,1,left,O. Brissett cutting Layup (5 PTS) (C. Duarte 5 AST),"[1629052, 1630537]",1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,,,,,,Made,5.0,,1.45,C. Duarte,1630537.0,5.0,,,,,,,,
440,PT04M14.00S,2023-01-26T01:41:20.9Z,3,REGULAR,substitution,out,[],203914,,,1610612753,93,88,2023-01-26T01:41:24Z,4330000,False,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M14.00S,2023-01-26T01:41:20.9Z,3,REGULAR,substitution,in,[],1630175,,,1610612753,93,88,2023-01-26T01:41:24Z,4340000,False,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M05.00S,2023-01-26T01:41:36.6Z,3,REGULAR,3pt,Jump Shot,[],1631094,66.04796320630749,39.950980392156865,1610612753,93,88,2023-01-26T01:41:41Z,4350000,False,-50.0,267.0,1,right,MISS P. Banchero 27' pullup 3PT,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,27.13,,,,,,,,,,,
