actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
263,PT05M12.00S,2022-10-22T23:55:27.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627759,94.82588699080158,45.83333333333333,1610612738,53,51,2022-10-22T23:56:21Z,2590000,-21.0,-4.0,1,right,MISS J. Brown reverse DUNK - blocked,"[1627759, 1629626]",1610612738.0,BOS,reverse,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.12,Missed,,,,,,,,,,,,Bol,1629626.0,,,,,
264,PT05M12.00S,2022-10-22T23:55:27.7Z,2,REGULAR,block,,[],1629626,,,1610612738,53,51,2022-10-22T23:55:30Z,2600000,,,0,,B. Bol BLOCK (3 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
265,PT05M12.00S,2022-10-22T23:55:27.7Z,2,REGULAR,rebound,defensive,[],1629626,,,1610612753,53,51,2022-10-22T23:55:39Z,2610000,,,0,,B. Bol REBOUND (Off:0 Def:4),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Restricted Area,0-8 Center,,,263.0,4.0,4.0,0.0,,,,,,,,,,,,,,
266,PT05M03.00S,2022-10-22T23:55:36.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630175,35.43035479632063,43.38235294117647,1610612753,56,51,2022-10-22T23:55:51Z,2620000,33.0,281.0,1,left,C. Anthony 28' 3PT  (12 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Center,28.24,Made,,,,,12.0,,,,,,,,,,,,,
267,PT04M41.00S,2022-10-22T23:55:58.6Z,2,REGULAR,3pt,Jump Shot,[],203935,83.919185282523,5.88235294117647,1610612738,56,51,2022-10-22T23:56:04Z,2630000,-221.0,99.0,1,right,MISS M. Smart 24' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,24.17,Missed,,,,,,,,,,,,,,,,,,
268,PT04M37.00S,2022-10-22T23:56:02.6Z,2,REGULAR,rebound,offensive,[],1628436,,,1610612738,56,51,2022-10-22T23:56:04Z,2640000,,,0,,L. Kornet REBOUND (Off:1 Def:0),[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,Above the Break 3,24+ Left Center,,,267.0,1.0,0.0,1.0,,,,,,,,,,,,,,
269,PT04M35.00S,2022-10-22T23:56:04.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627759,87.99277266754271,96.32352941176471,1610612738,56,51,2022-10-22T23:56:10Z,2650000,232.0,60.0,1,right,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.93,Missed,,,,,,,,,,,,,,,,,,
270,PT04M34.00S,2022-10-22T23:56:05.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,56,51,2022-10-22T23:56:10Z,2660000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Right Corner 3,24+ Right,,,269.0,,,,,,,,,,,,,,,,,
272,PT04M22.00S,2022-10-22T23:56:31.7Z,2,REGULAR,foul,offensive,[],1628976,,,1610612753,56,51,2022-10-22T23:57:03Z,2680000,,,0,,W. Carter Jr. off-the-ball offensive FOUL (1 PF),"[1628976, 203935]",1610612753.0,ORL,off-the-ball,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,29012.0,1.0,0.0,Smart,203935.0
274,PT04M22.00S,2022-10-22T23:56:31.7Z,2,REGULAR,turnover,offensive foul,[],1628976,,,1610612753,56,51,2022-10-22T23:56:31Z,2700000,,,0,,W. Carter Jr. offensive foul TURNOVER (3 TO),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,3.0,,,,,,,,29012.0,,,,
275,PT04M22.00S,2022-10-22T23:57:05.2Z,2,REGULAR,foul,technical,['1freethrow'],1628976,,,1610612738,56,51,2022-10-22T23:57:13Z,2710000,,,0,,W. Carter Jr. technical FOUL (1 Tech),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,29012.0,1.0,1.0,,
276,PT04M22.00S,2022-10-22T23:57:19.2Z,2,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,56,52,2022-10-22T23:57:19Z,2720000,,,0,,J. Tatum technical Free Throw 1 of 1 (16 PTS),[1628369],1610612738.0,BOS,technical,,,Tatum,J. Tatum,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
277,PT04M22.00S,2022-10-22T23:57:25.1Z,2,REGULAR,substitution,out,[],1628436,,,1610612738,56,52,2022-10-22T23:57:29Z,2730000,,,0,,SUB out: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M22.00S,2022-10-22T23:57:25.1Z,2,REGULAR,substitution,in,[],203943,,,1610612738,56,52,2022-10-22T23:57:29Z,2740000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M08.00S,2022-10-22T23:57:51.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628369,69.46452036793693,25.735294117647058,1610612738,56,55,2022-10-22T23:57:57Z,2750000,-121.0,235.0,1,right,J. Tatum 26' 3PT  (19 PTS) (D. White 3 AST),"[1628369, 1628401]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.4,Made,,,,,19.0,,,,D. White,1628401.0,3.0,,,,,,,
281,PT03M47.00S,2022-10-22T23:58:19.9Z,2,REGULAR,foul,personal,[],203935,,,1610612753,56,55,2022-10-23T00:16:37Z,2770000,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1628976]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Carter Jr.,1628976.0
283,PT03M47.00S,2022-10-22T23:58:29.3Z,2,REGULAR,substitution,out,[],1629626,,,1610612753,56,55,2022-10-22T23:58:43Z,2790000,,,0,,SUB out: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M47.00S,2022-10-22T23:58:29.3Z,2,REGULAR,substitution,out,[],1630181,,,1610612753,56,55,2022-10-22T23:58:43Z,2800000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M47.00S,2022-10-22T23:58:29.3Z,2,REGULAR,substitution,in,[],1631094,,,1610612753,56,55,2022-10-22T23:58:43Z,2810000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M47.00S,2022-10-22T23:58:29.3Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,56,55,2022-10-22T23:58:43Z,2820000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M39.00S,2022-10-22T23:58:57.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.278580814717477,53.760723039215684,1610612753,58,55,2022-10-22T23:59:07Z,2830000,-19.0,25.0,1,left,F. Wagner driving finger roll Layup (13 PTS),[1630532],1610612753.0,ORL,driving finger roll,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.15,Made,,,,,13.0,,,,,,,,,,,,,
288,PT03M32.00S,2022-10-22T23:59:06.9Z,2,REGULAR,foul,personal,[],1630175,,,1610612738,58,55,2022-10-22T23:59:16Z,2840000,,,0,,C. Anthony personal FOUL (2 PF),"[1630175, 203935]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Smart,203935.0
290,PT03M17.00S,2022-10-22T23:59:35.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,91.27792378449409,4.6568627450980395,1610612738,58,58,2022-10-22T23:59:41Z,2860000,-227.0,29.0,1,right,D. White 3PT  (12 PTS) (M. Smart 3 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.86,Made,,,,,12.0,,,,M. Smart,203935.0,3.0,,,,,,,
292,PT03M04.00S,2022-10-22T23:59:50.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,9.280551905387648,52.20588235294118,1610612753,60,58,2022-10-22T23:59:56Z,2880000,-11.0,35.0,1,left,P. Banchero driving Layup (9 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,3.64,Made,,,,,9.0,,,,,,,,,,,,,
293,PT03M04.00S,2022-10-22T23:59:55.4Z,2,REGULAR,foul,personal,['1freethrow'],203943,,,1610612753,60,58,2022-10-23T00:00:10Z,2890000,,,0,,N. Vonleh shooting personal FOUL (2 PF) (Banchero 1 FT),"[203943, 1631094]",1610612738.0,BOS,shooting,,,Vonleh,N. Vonleh,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Banchero,1631094.0
295,PT03M04.00S,2022-10-23T00:00:24.9Z,2,REGULAR,freethrow,1 of 1,[],1631094,,,1610612753,61,58,2022-10-23T00:00:24Z,2910000,,,0,,P. Banchero Free Throw 1 of 1 (10 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
296,PT02M51.00S,2022-10-23T00:00:38.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,81.42247043363994,52.94117647058824,1610612738,61,58,2022-10-23T00:01:02Z,2920000,15.0,122.0,1,right,MISS D. White 12' turnaround Shot - blocked,"[1628401, 1630175]",1610612738.0,BOS,turnaround,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,12.3,Missed,,,,,,,,,,,,Anthony,1630175.0,,,,,
297,PT02M51.00S,2022-10-23T00:00:38.4Z,2,REGULAR,block,,[],1630175,,,1610612738,61,58,2022-10-23T00:00:41Z,2930000,,,0,,C. Anthony BLOCK (1 BLK),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
298,PT02M47.00S,2022-10-23T00:00:42.4Z,2,REGULAR,rebound,offensive,[],1628401,,,1610612738,61,58,2022-10-23T00:00:43Z,2940000,,,0,,D. White REBOUND (Off:1 Def:1),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),8-16 Center,,,296.0,2.0,1.0,1.0,,,,,,,,,,,,,,
299,PT02M45.00S,2022-10-23T00:00:44.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627759,91.40932982917214,54.166666666666664,1610612738,61,58,2022-10-23T00:18:09Z,2950000,21.0,28.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.51,Missed,,,,,,,,,,,,,,,,,,
300,PT02M44.00S,2022-10-23T00:00:45.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612753,61,58,2022-10-23T00:00:52Z,2960000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,299.0,,,,,,,,,,,,,,,,,
302,PT02M44.00S,2022-10-23T00:01:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,61,58,2022-10-23T00:01:00Z,2980000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M44.00S,2022-10-23T00:01:35.6Z,2,REGULAR,substitution,out,[],203943,,,1610612753,61,58,2022-10-23T00:03:28Z,2990000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M44.00S,2022-10-23T00:01:35.6Z,2,REGULAR,substitution,in,[],1629684,,,1610612753,61,58,2022-10-23T00:03:28Z,3000000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M24.00S,2022-10-23T00:04:00.6Z,2,REGULAR,3pt,Jump Shot,[],1630532,32.933639947437584,45.34313725490196,1610612753,64,58,2022-10-23T00:04:06Z,3010000,23.0,257.0,1,left,F. Wagner 25' 3PT pullup (16 PTS),[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,25.82,Made,,,,,16.0,,,,,,,,,,,,,
307,PT02M07.00S,2022-10-23T00:04:19.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,82.21090670170827,64.2156862745098,1610612738,64,60,2022-10-23T00:19:07Z,3030000,71.0,115.0,1,right,M. Smart 13' driving floating Jump Shot (5 PTS),[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Right,13.49,Made,,,,,5.0,,,,,,,,,,,,,
308,PT02M07.00S,2022-10-23T00:04:29.8Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630175,,,1610612738,64,60,2022-10-23T00:04:41Z,3040000,,,0,,C. Anthony shooting personal FOUL (3 PF) (Smart 1 FT),"[1630175, 203935]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1626302.0,3.0,0.0,Smart,203935.0
310,PT02M07.00S,2022-10-23T00:04:43.5Z,2,REGULAR,freethrow,1 of 1,[],203935,,,1610612738,64,61,2022-10-23T00:04:43Z,3060000,,,0,,M. Smart Free Throw 1 of 1 (6 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
311,PT01M55.00S,2022-10-23T00:05:01.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,6.915243101182654,55.14705882352941,1610612753,64,61,2022-10-23T00:05:09Z,3070000,-26.0,13.0,1,left,MISS P. Banchero driving Layup - blocked,"[1631094, 1628369]",1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,2.86,Missed,,,,,,,,,,,,Tatum,1628369.0,,,,,
312,PT01M55.00S,2022-10-23T00:05:01.0Z,2,REGULAR,block,,[],1628369,,,1610612753,64,61,2022-10-23T00:05:06Z,3080000,,,0,,J. Tatum BLOCK (1 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
313,PT01M55.00S,2022-10-23T00:05:01.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612738,64,61,2022-10-23T00:05:09Z,3090000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,311.0,,,,,,,,,,,,,,,,,
315,PT01M55.00S,2022-10-23T00:05:10.5Z,2,REGULAR,substitution,out,[],1630175,,,1610612738,64,61,2022-10-23T00:05:26Z,3110000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT01M55.00S,2022-10-23T00:05:10.5Z,2,REGULAR,substitution,in,[],1630181,,,1610612738,64,61,2022-10-23T00:05:26Z,3120000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M35.00S,2022-10-23T00:05:40.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203082,,,1610612738,64,61,2022-10-23T00:05:51Z,3130000,,,0,,T. Ross shooting personal FOUL (1 PF) (Williams 2 FT),"[203082, 1629684]",1610612753.0,ORL,shooting,,,Ross,T. Ross,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,29012.0,1.0,0.0,Williams,1629684.0
319,PT01M35.00S,2022-10-23T00:06:04.0Z,2,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,64,62,2022-10-23T00:06:04Z,3150000,,,0,,G. Williams Free Throw 1 of 2 (7 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
320,PT01M35.00S,2022-10-23T00:06:17.5Z,2,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,64,63,2022-10-23T00:06:17Z,3160000,,,0,,G. Williams Free Throw 2 of 2 (8 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
321,PT01M23.00S,2022-10-23T00:06:31.2Z,2,REGULAR,turnover,bad pass,[],1630532,,,1610612753,64,63,2022-10-23T00:06:35Z,3170000,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1627759]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,Brown,1627759.0,,,,,,,,,,
322,PT01M23.00S,2022-10-23T00:06:31.2Z,2,REGULAR,steal,,[],1627759,,,1610612738,64,63,2022-10-23T00:06:33Z,3180000,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
323,PT01M11.00S,2022-10-23T00:06:42.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627759,89.43823915900131,50.98039215686274,1610612738,64,63,2022-10-23T00:06:48Z,3190000,5.0,47.0,1,right,MISS J. Brown driving Layup,[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
324,PT01M09.00S,2022-10-23T00:06:44.8Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,64,63,2022-10-23T00:06:48Z,3200000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,,,323.0,3.0,3.0,0.0,,,,,,,,,,,,,,
325,PT01M05.00S,2022-10-23T00:06:51.1Z,2,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612753,64,63,2022-10-23T00:07:16Z,3210000,,,0,,G. Williams shooting personal FOUL (2 PF) (Hampton 2 FT),"[1629684, 1630181]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,2.0,0.0,Hampton,1630181.0
327,PT01M05.00S,2022-10-23T00:07:21.2Z,2,REGULAR,freethrow,1 of 2,[],1630181,,,1610612753,65,63,2022-10-23T00:07:45Z,3230000,,,0,,R. Hampton Free Throw 1 of 2 (1 PTS),[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
328,PT01M05.00S,2022-10-23T00:07:21.2Z,2,REGULAR,freethrow,2 of 2,[],1630181,,,1610612753,65,63,2022-10-23T00:07:45Z,3240000,,,0,,MISS R. Hampton Free Throw 2 of 2,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
329,PT01M02.00S,2022-10-23T00:07:24.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,65,63,2022-10-23T00:07:45Z,3250000,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,328.0,6.0,6.0,0.0,,,,,,,,,,,,,,
330,PT00M43.70S,2022-10-23T00:08:03.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,87.53695795006571,96.59160539215686,1610612738,65,66,2022-10-23T00:08:11Z,3260000,233.0,65.0,1,right,D. White 24' 3PT  (15 PTS) (M. Smart 4 AST),"[1628401, 203935]",1610612738.0,BOS,,,,White,D. White,,,,,Right Corner 3,24+ Right,24.18,Made,,,,,15.0,,,,M. Smart,203935.0,4.0,,,,,,,
332,PT00M32.60S,2022-10-23T00:08:21.4Z,2,REGULAR,3pt,Jump Shot,[],203082,21.369908015768726,11.27450980392157,1610612753,65,66,2022-10-23T00:08:26Z,3280000,194.0,148.0,1,left,MISS T. Ross 24' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,Above the Break 3,24+ Right Center,24.39,Missed,,,,,,,,,,,,,,,,,,
333,PT00M30.20S,2022-10-23T00:08:24.1Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,65,66,2022-10-23T00:08:24Z,3290000,,,0,,W. Carter Jr. REBOUND (Off:4 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Right Center,,,332.0,7.0,3.0,4.0,,,,,,,,,,,,,,
334,PT00M30.20S,2022-10-23T00:08:26.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612753,65,66,2022-10-23T00:08:42Z,3300000,,,0,,M. Smart personal FOUL (2 PF) (Carter Jr. 2 FT),"[203935, 1628976]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1626302.0,2.0,0.0,Carter Jr.,1628976.0
336,PT00M30.20S,2022-10-23T00:08:56.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,65,66,2022-10-23T00:24:52Z,3320000,,,0,,MISS W. Carter Jr. Free Throw 1 of 2,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
337,PT00M30.20S,2022-10-23T00:08:56.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,65,66,2022-10-23T00:24:52Z,3330000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,336.0,,,,,,,,,,,,,,,,,
338,PT00M30.20S,2022-10-23T00:08:56.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628976,,,1610612753,66,66,2022-10-23T00:24:52Z,3340000,,,0,,W. Carter Jr. Free Throw 2 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
339,PT00M05.90S,2022-10-23T00:09:44.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,81.553876478318,48.529411764705884,1610612738,66,68,2022-10-23T00:09:56Z,3350000,-7.0,121.0,1,right,J. Tatum 12' driving floating Jump Shot (21 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,12.11,Made,,,,,21.0,,,,,,,,,,,,,
340,PT00M01.20S,2022-10-23T00:10:02.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612753,66,68,2022-10-23T00:10:17Z,3360000,,,0,,G. Williams personal FOUL (3 PF) (Ross 2 FT),"[1629684, 203082]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,29012.0,3.0,0.0,Ross,203082.0
342,PT00M01.20S,2022-10-23T00:10:34.9Z,2,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,67,68,2022-10-23T00:10:34Z,3380000,,,0,,T. Ross Free Throw 1 of 2 (13 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
343,PT00M01.20S,2022-10-23T00:10:44.0Z,2,REGULAR,substitution,out,[],1628401,,,1610612753,67,68,2022-10-23T00:10:46Z,3390000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT00M01.20S,2022-10-23T00:10:44.0Z,2,REGULAR,substitution,in,[],203943,,,1610612753,67,68,2022-10-23T00:10:46Z,3400000,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT00M01.20S,2022-10-23T00:10:34.9Z,2,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,68,68,2022-10-23T00:16:22Z,3410000,,,0,,T. Ross Free Throw 2 of 2 (14 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
346,PT00M00.00S,2022-10-23T00:11:07.2Z,2,REGULAR,3pt,Jump Shot,[],203935,41.869250985545335,77.94117647058823,1610612738,68,68,2022-10-23T00:11:30Z,3420000,140.0,494.0,1,right,MISS M. Smart 51' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,51.33,Missed,,,,,,,,,,,,,,,,,,
347,PT00M00.00S,2022-10-23T00:11:07.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612738,68,68,2022-10-23T00:11:30Z,3430000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,346.0,,,,,,,,,,,,,,,,,
348,PT00M00.00S,2022-10-23T00:11:25.3Z,2,REGULAR,period,end,[],0,,,1610612738,68,68,2022-10-23T00:11:25Z,3440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-10-23T00:21:26.5Z,3,REGULAR,substitution,out,['startperiod'],1630181,,,1610612738,68,68,2022-10-23T00:26:34Z,3450000,,,0,,SUB out: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-10-23T00:21:26.5Z,3,REGULAR,substitution,out,['startperiod'],1629684,,,1610612738,68,68,2022-10-23T00:26:34Z,3460000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-10-23T00:21:26.5Z,3,REGULAR,substitution,in,['startperiod'],1630175,,,1610612738,68,68,2022-10-23T00:26:34Z,3470000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
