actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
83,PT04M33.00S,2022-10-22T23:23:53.0Z,1,REGULAR,3pt,Jump Shot,[],203935,72.09264126149803,20.833333333333336,1610612738,19,20,2022-10-22T23:24:02Z,820000,-146.0,210.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
84,PT04M29.00S,2022-10-22T23:23:57.0Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,19,20,2022-10-22T23:24:02Z,830000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Above the Break 3,24+ Left Center,,,83.0,3.0,3.0,0.0,,,,,,,,,,,,,,
85,PT04M17.00S,2022-10-22T23:24:11.9Z,1,REGULAR,2pt,Jump Shot,[],1628976,25.04927726675427,36.76470588235294,1610612753,19,20,2022-10-22T23:37:35Z,840000,66.0,183.0,1,left,MISS W. Carter Jr. 19' Jump Shot - blocked,"[1628976, 203943]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,19.46,Missed,,,,,,,,,,,,Vonleh,203943.0,,,,,
86,PT04M17.00S,2022-10-22T23:24:11.9Z,1,REGULAR,block,,[],203943,,,1610612753,19,20,2022-10-22T23:24:15Z,850000,,,0,,N. Vonleh BLOCK (1 BLK),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2022-10-22T23:24:12.9Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,19,20,2022-10-22T23:37:35Z,860000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,85.0,5.0,2.0,3.0,,,,,,,,,,,,,,
88,PT04M11.00S,2022-10-22T23:24:17.6Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630175,24.52365308804205,35.53921568627451,1610612753,19,20,2022-10-22T23:24:24Z,870000,72.0,178.0,1,left,MISS C. Anthony 19' Jump Shot,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,Mid-Range,16-24 Right Center,19.21,Missed,,,,,,,,,,,,,,,,,,
89,PT04M11.00S,2022-10-22T23:24:19.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,19,20,2022-10-22T23:24:19Z,880000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Mid-Range,16-24 Right Center,,,88.0,,,,,,,,,,,,,,,,,
90,PT04M11.00S,2022-10-22T23:24:23.2Z,1,REGULAR,foul,personal,[],203943,,,1610612753,19,20,2022-10-22T23:26:02Z,890000,,,0,,N. Vonleh loose ball personal FOUL (1 PF),"[203943, 1628976]",1610612738.0,BOS,loose ball,,,Vonleh,N. Vonleh,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,1626302.0,1.0,0.0,Carter Jr.,1628976.0
94,PT04M11.00S,2022-10-22T23:24:37.4Z,1,REGULAR,substitution,out,[],203082,,,1610612753,19,20,2022-10-22T23:24:59Z,910000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M11.00S,2022-10-22T23:24:37.4Z,1,REGULAR,substitution,out,[],203943,,,1610612753,19,20,2022-10-22T23:24:59Z,920000,,,0,,SUB out: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M11.00S,2022-10-22T23:24:37.4Z,1,REGULAR,substitution,out,[],1627759,,,1610612753,19,20,2022-10-22T23:24:59Z,930000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M11.00S,2022-10-22T23:24:37.4Z,1,REGULAR,substitution,in,[],1629643,,,1610612753,19,20,2022-10-22T23:24:59Z,940000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M11.00S,2022-10-22T23:24:37.4Z,1,REGULAR,substitution,in,[],1629684,,,1610612753,19,20,2022-10-22T23:24:59Z,950000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M11.00S,2022-10-22T23:24:37.4Z,1,REGULAR,substitution,in,[],201933,,,1610612753,19,20,2022-10-22T23:24:59Z,960000,,,0,,SUB in: B. Griffin,[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M07.00S,2022-10-22T23:25:03.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628976,31.750985545335087,67.15686274509804,1610612753,22,20,2022-10-22T23:25:08Z,970000,-86.0,246.0,1,left,W. Carter Jr. 26' 3PT  (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,26.05,Made,,,,,5.0,,,,,,,,,,,,,
101,PT03M53.00S,2022-10-22T23:25:19.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,92.32917214191852,47.794117647058826,1610612738,22,22,2022-10-22T23:25:27Z,980000,-11.0,20.0,1,right,J. Tatum driving Layup (14 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.25,Made,,,,,14.0,,,,,,,,,,,,,
102,PT03M53.00S,2022-10-22T23:25:26.1Z,1,REGULAR,foul,personal,['1freethrow'],1629643,,,1610612738,22,22,2022-10-22T23:40:35Z,990000,,,0,,C. Okeke shooting personal FOUL (1 PF) (Tatum 1 FT),"[1629643, 1628369]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Tatum,1628369.0
104,PT03M53.00S,2022-10-22T23:25:48.0Z,1,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,22,23,2022-10-22T23:25:48Z,1010000,,,0,,J. Tatum Free Throw 1 of 1 (15 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
105,PT03M42.00S,2022-10-22T23:26:00.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,19.398817345597898,48.28431372549019,1610612753,24,23,2022-10-22T23:26:08Z,1020000,9.0,130.0,1,left,W. Carter Jr. 13' pullup Jump Shot (7 PTS) (C. Anthony 1 AST),"[1628976, 1630175]",1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,13.01,Made,,,,,7.0,,,,C. Anthony,1630175.0,1.0,,,,,,,
107,PT03M25.00S,2022-10-22T23:26:17.0Z,1,REGULAR,3pt,Jump Shot,[],1628369,68.28186596583443,60.78431372549019,1610612738,24,23,2022-10-22T23:26:25Z,1040000,54.0,246.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.15,Missed,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2022-10-22T23:26:21.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,24,23,2022-10-22T23:26:25Z,1050000,,,0,,W. Carter Jr. REBOUND (Off:3 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Center,,,107.0,6.0,3.0,3.0,,,,,,,,,,,,,,
109,PT03M14.00S,2022-10-22T23:26:28.8Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,24,23,2022-10-22T23:26:33Z,1060000,,,0,,W. Carter Jr. lost ball TURNOVER (2 TO),"[1628976, 1628369]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,Tatum,1628369.0,,,,,,,,,,
110,PT03M14.00S,2022-10-22T23:26:28.8Z,1,REGULAR,steal,,[],1628369,,,1610612738,24,23,2022-10-22T23:54:01Z,1070000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
111,PT03M12.00S,2022-10-22T23:26:42.8Z,1,REGULAR,foul,personal,['2freethrow'],1630175,,,1610612738,24,23,2022-10-22T23:27:23Z,1080000,,,0,,C. Anthony shooting personal FOUL (1 PF) (White 2 FT),"[1630175, 1628401]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,29012.0,1.0,0.0,White,1628401.0
114,PT03M12.00S,2022-10-22T23:27:38.5Z,1,REGULAR,substitution,out,[],203935,,,1610612738,24,23,2022-10-22T23:28:20Z,1110000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M12.00S,2022-10-22T23:27:38.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612738,24,23,2022-10-22T23:28:20Z,1120000,,,0,,SUB in: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M12.00S,2022-10-22T23:28:23.1Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612738,24,23,2022-10-22T23:28:23Z,1130000,,,0,,MISS D. White Free Throw 1 of 2,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
117,PT03M12.00S,2022-10-22T23:28:23.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,24,23,2022-10-22T23:28:23Z,1140000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,
118,PT03M12.00S,2022-10-22T23:28:24.2Z,1,REGULAR,substitution,out,[],1630175,,,1610612738,24,23,2022-10-22T23:28:29Z,1150000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M12.00S,2022-10-22T23:28:24.2Z,1,REGULAR,substitution,in,[],1630532,,,1610612738,24,23,2022-10-22T23:28:29Z,1160000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M12.00S,2022-10-22T23:28:32.1Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612738,24,24,2022-10-22T23:28:32Z,1170000,,,0,,D. White Free Throw 2 of 2 (6 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
121,PT03M03.00S,2022-10-22T23:28:42.2Z,1,REGULAR,3pt,Jump Shot,[],1628964,27.283180026281208,78.18627450980392,1610612753,27,24,2022-10-22T23:28:49Z,1180000,-141.0,204.0,1,left,M. Bamba 24' 3PT  (3 PTS) (F. Wagner 1 AST),"[1628964, 1630532]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,Above the Break 3,24+ Left Center,24.79,Made,,,,,3.0,,,,F. Wagner,1630532.0,1.0,,,,,,,
123,PT02M40.00S,2022-10-22T23:29:04.4Z,1,REGULAR,3pt,Jump Shot,[],1629684,70.25295663600527,78.67647058823529,1610612738,27,27,2022-10-22T23:29:09Z,1200000,143.0,227.0,1,right,G. Williams 26' 3PT  (3 PTS) (B. Griffin 1 AST),"[1629684, 201933]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,26.86,Made,,,,,3.0,,,,B. Griffin,201933.0,1.0,,,,,,,
125,PT02M30.00S,2022-10-22T23:29:14.9Z,1,REGULAR,3pt,Jump Shot,[],1630532,33.327858081471746,47.549019607843135,1610612753,27,27,2022-10-22T23:29:23Z,1220000,12.0,261.0,1,left,MISS F. Wagner 26' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
126,PT02M25.00S,2022-10-22T23:29:19.7Z,1,REGULAR,rebound,offensive,[],1629643,,,1610612753,27,27,2022-10-22T23:29:19Z,1230000,,,0,,C. Okeke REBOUND (Off:1 Def:0),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,Above the Break 3,24+ Center,,,125.0,1.0,0.0,1.0,,,,,,,,,,,,,,
127,PT02M23.00S,2022-10-22T23:29:21.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629643,9.937582128777924,46.32352941176471,1610612753,29,27,2022-10-22T23:29:32Z,1240000,18.0,41.0,1,left,C. Okeke step back Jump Shot (2 PTS),[1629643],1610612753.0,ORL,step back,,,Okeke,C. Okeke,,,,,In The Paint (Non-RA),0-8 Center,4.48,Made,,,,,2.0,,,,,,,,,,,,,
128,PT02M11.00S,2022-10-22T23:29:33.8Z,1,REGULAR,3pt,Jump Shot,[],1628401,92.72339027595268,4.166666666666666,1610612738,29,30,2022-10-22T23:29:39Z,1250000,-229.0,16.0,1,right,D. White 3PT  (9 PTS) (G. Williams 1 AST),"[1628401, 1629684]",1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,22.98,Made,,,,,9.0,,,,G. Williams,1629684.0,1.0,,,,,,,
130,PT01M54.00S,2022-10-22T23:29:50.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630284,13.354139290407357,52.94117647058824,1610612753,29,30,2022-10-22T23:29:58Z,1270000,-15.0,73.0,1,left,MISS K. Harris 7' driving floating Shot,[1630284],1610612753.0,ORL,driving floating,,,Harris,K. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.45,Missed,,,,,,,,,,,,,,,,,,
131,PT01M54.00S,2022-10-22T23:29:50.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612738,29,30,2022-10-22T23:54:17Z,1280000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,130.0,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2022-10-22T23:29:54.6Z,1,REGULAR,foul,personal,[],1630284,,,1610612738,29,30,2022-10-22T23:54:26Z,1290000,,,0,,K. Harris loose ball personal FOUL (1 PF),"[1630284, 1627763]",1610612753.0,ORL,loose ball,,,Harris,K. Harris,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Brogdon,1627763.0
134,PT01M54.00S,2022-10-22T23:30:13.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,29,30,2022-10-22T23:30:13Z,1310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M54.00S,2022-10-22T23:31:05.1Z,1,REGULAR,substitution,out,[],1628976,,,1610612738,29,30,2022-10-22T23:32:36Z,1320000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M54.00S,2022-10-22T23:31:05.1Z,1,REGULAR,substitution,out,[],1628369,,,1610612738,29,30,2022-10-22T23:32:36Z,1330000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M54.00S,2022-10-22T23:31:05.1Z,1,REGULAR,substitution,out,[],1628401,,,1610612738,29,30,2022-10-22T23:32:36Z,1340000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M54.00S,2022-10-22T23:31:05.1Z,1,REGULAR,substitution,in,[],1631094,,,1610612738,29,30,2022-10-22T23:32:36Z,1350000,,,0,,SUB in: P. Banchero,[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M54.00S,2022-10-22T23:31:05.1Z,1,REGULAR,substitution,in,[],1630573,,,1610612738,29,30,2022-10-22T23:32:36Z,1360000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M54.00S,2022-10-22T23:31:05.1Z,1,REGULAR,substitution,in,[],1630202,,,1610612738,29,30,2022-10-22T23:32:36Z,1370000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M44.00S,2022-10-22T23:32:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630573,66.44218134034165,55.392156862745104,1610612738,29,30,2022-10-22T23:33:01Z,1380000,27.0,263.0,1,right,MISS S. Hauser 26' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,26.43,Missed,,,,,,,,,,,,,,,,,,
143,PT01M41.00S,2022-10-22T23:32:59.2Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,29,30,2022-10-22T23:33:01Z,1390000,,,0,,P. Banchero REBOUND (Off:0 Def:1),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Above the Break 3,24+ Center,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT01M26.00S,2022-10-22T23:33:13.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,17.821944809461236,49.754901960784316,1610612753,31,30,2022-10-22T23:33:19Z,1400000,1.0,115.0,1,left,F. Wagner 11' step back Jump Shot (2 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,11.5,Made,,,,,2.0,,,,,,,,,,,,,
149,PT01M09.00S,2022-10-22T23:35:04.9Z,1,REGULAR,3pt,Jump Shot,[],1630573,90.09526938239159,5.637254901960785,1610612738,31,33,2022-10-22T23:54:51Z,1450000,-222.0,41.0,1,right,S. Hauser 3PT  (3 PTS) (M. Brogdon 1 AST),"[1630573, 1627763]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,22.55,Made,,,,,3.0,,,,M. Brogdon,1627763.0,1.0,,,,,,,
151,PT00M52.00S,2022-10-22T23:35:23.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,8.278580814717477,45.52696078431372,1610612753,31,33,2022-10-22T23:35:30Z,1470000,22.0,25.0,1,left,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,3.38,Missed,,,,,,,,,,,,,,,,,,
152,PT00M51.90S,2022-10-22T23:35:23.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,31,33,2022-10-22T23:35:30Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,Restricted Area,0-8 Center,,,151.0,,,,,,,,,,,,,,,,,
153,PT00M51.90S,2022-10-22T23:35:28.3Z,1,REGULAR,foul,personal,[],1630202,,,1610612753,31,33,2022-10-22T23:57:14Z,1490000,,,0,,P. Pritchard loose ball personal FOUL (1 PF),"[1630202, 1630284]",1610612738.0,BOS,loose ball,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,200832.0,1.0,0.0,Harris,1630284.0
155,PT00M47.20S,2022-10-22T23:35:55.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631094,23.078186596583443,52.450980392156865,1610612753,31,33,2022-10-22T23:36:04Z,1510000,-12.0,164.0,1,left,MISS P. Banchero 16' pullup Shot - blocked,"[1631094, 1629684]",1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Center,16.49,Missed,,,,,,,,,,,,Williams,1629684.0,,,,,
156,PT00M47.20S,2022-10-22T23:35:55.7Z,1,REGULAR,block,,[],1629684,,,1610612753,31,33,2022-10-22T23:35:58Z,1520000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
157,PT00M43.70S,2022-10-22T23:35:59.2Z,1,REGULAR,rebound,defensive,[],1630573,,,1610612738,31,33,2022-10-22T23:35:59Z,1530000,,,0,,S. Hauser REBOUND (Off:0 Def:1),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Center,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M42.80S,2022-10-22T23:37:16.1Z,1,REGULAR,jumpball,recovered,[],1629684,,,1610612738,31,33,2022-10-22T23:58:05Z,1540000,,,0,,Jump Ball B. Griffin vs. K. Harris: Tip to G. Williams,"[1629684, 201933, 1630284]",1610612738.0,BOS,heldball,G. Williams,1629684.0,Williams,G. Williams,Griffin,201933.0,Harris,1630284.0,,,,,,,,,,,,,,,,,,,,,,
161,PT00M32.10S,2022-10-22T23:37:22.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630202,82.9993429697766,97.05882352941177,1610612738,31,36,2022-10-22T23:37:59Z,1570000,235.0,107.0,1,right,P. Pritchard 25' 3PT running (3 PTS) (G. Williams 2 AST),"[1630202, 1629684]",1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Right Center,25.86,Made,,,,,3.0,,,,G. Williams,1629684.0,2.0,,,,,,,
163,PT00M10.10S,2022-10-22T23:37:46.9Z,1,REGULAR,2pt,Jump Shot,[],1630532,11.777266754270697,25.98039215686275,1610612753,33,36,2022-10-22T23:37:53Z,1590000,120.0,58.0,1,left,F. Wagner 13' step back Jump Shot (4 PTS),[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,Mid-Range,8-16 Right,13.35,Made,,,,,4.0,,,,,,,,,,,,,
164,PT00M00.00S,2022-10-22T23:37:59.0Z,1,REGULAR,2pt,Jump Shot,[],1627763,74.45795006570303,37.99019607843137,1610612738,33,36,2022-10-22T23:58:56Z,1600000,-60.0,188.0,1,right,MISS M. Brogdon 19' step back Shot,[1627763],1610612738.0,BOS,step back,,,Brogdon,M. Brogdon,,,,,Mid-Range,16-24 Center,19.7,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-10-22T23:37:59.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612738,33,36,2022-10-22T23:38:05Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Mid-Range,16-24 Center,,,164.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2022-10-22T23:38:18.6Z,1,REGULAR,period,end,[],0,,,1610612738,33,36,2022-10-22T23:38:18Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-10-22T23:39:46.5Z,2,REGULAR,substitution,out,['startperiod'],1628964,,,1610612738,33,36,2022-10-22T23:40:53Z,1630000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-10-22T23:39:46.5Z,2,REGULAR,substitution,in,['startperiod'],1629626,,,1610612738,33,36,2022-10-22T23:40:53Z,1640000,,,0,,SUB in: B. Bol,[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-10-22T23:40:50.2Z,2,REGULAR,period,start,[],0,,,1610612738,33,36,2022-10-22T23:40:54Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M39.00S,2022-10-22T23:41:10.6Z,2,REGULAR,3pt,Jump Shot,[],1627763,63.55124835742444,64.70588235294117,1610612738,33,36,2022-10-22T23:59:32Z,1660000,74.0,290.0,1,right,MISS M. Brogdon 29' pullup 3PT - blocked,"[1627763, 1629626]",1610612738.0,BOS,pullup,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Center,29.93,Missed,,,,,,,,,,,,Bol,1629626.0,,,,,
171,PT11M39.00S,2022-10-22T23:41:10.6Z,2,REGULAR,block,,[],1629626,,,1610612738,33,36,2022-10-22T23:41:14Z,1670000,,,0,,B. Bol BLOCK (1 BLK),[1629626],1610612753.0,ORL,,,,Bol,B. Bol,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
172,PT11M33.00S,2022-10-22T23:41:16.6Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,33,36,2022-10-22T23:41:18Z,1680000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Center,,,170.0,2.0,2.0,0.0,,,,,,,,,,,,,,
173,PT11M29.00S,2022-10-22T23:41:20.0Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1631094,23.340998685939553,37.745098039215684,1610612753,33,36,2022-10-22T23:41:32Z,1690000,61.0,167.0,1,left,MISS P. Banchero 17' running pullup Shot,[1631094],1610612753.0,ORL,running pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,17.78,Missed,,,,,,,,,,,,,,,,,,
174,PT11M25.00S,2022-10-22T23:41:24.0Z,2,REGULAR,rebound,defensive,[],1629684,,,1610612738,33,36,2022-10-22T23:41:27Z,1700000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,Mid-Range,16-24 Right Center,,,173.0,1.0,1.0,0.0,,,,,,,,,,,,,,
175,PT11M15.00S,2022-10-22T23:41:33.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,81.02825229960578,63.725490196078425,1610612738,33,36,2022-10-22T23:41:38Z,1710000,69.0,126.0,1,right,MISS P. Pritchard 14' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,14.33,Missed,,,,,,,,,,,,,,,,,,
