actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
91,PT04M51.00S,2022-04-09T22:25:26.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,83.919185282523,49.26470588235294,1610612763,16,11,2022-04-09T22:25:30Z,900000,-4.0,99.0,1,right,D. Brooks 9' driving floating Jump Shot (4 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,,,,,Made,4.0,9.88,,,,,,,,,,,,,
92,PT04M34.00S,2022-04-09T22:25:44.1Z,1,REGULAR,3pt,Jump Shot,[],203468,32.14520367936925,58.82352941176471,1610612740,16,11,2022-04-09T22:25:49Z,910000,-44.0,250.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,,,Missed,,25.36,,,,,,,,,,,,,
93,PT04M32.00S,2022-04-09T22:25:46.1Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,16,11,2022-04-09T22:25:49Z,920000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,92.0,6.0,4.0,2.0,,,,,,,,,
94,PT04M30.00S,2022-04-09T22:25:48.3Z,1,REGULAR,turnover,bad pass,[],203500,,,1610612763,16,11,2022-04-09T22:26:16Z,930000,,,0,,S. Adams bad pass TURNOVER (1 TO),"[203500, 1628984]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,1.0,,,,,,Graham,1628984.0,
95,PT04M30.00S,2022-04-09T22:25:48.3Z,1,REGULAR,steal,,[],1628984,,,1610612740,16,11,2022-04-09T22:25:50Z,940000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M27.00S,2022-04-09T22:25:52.8Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629637,5.863994743758213,49.50980392156863,1610612740,16,13,2022-04-09T22:29:27Z,950000,2.0,3.0,1,left,J. Hayes running DUNK (6 PTS) (D. Graham 2 AST),"[1629637, 1628984]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,,,,,,Made,6.0,0.36,,,,,,D. Graham,1628984.0,2.0,,,,,
98,PT04M27.00S,2022-04-09T22:25:58.5Z,1,REGULAR,foul,personal,['1freethrow'],203500,,,1610612740,16,13,2022-04-09T22:26:23Z,970000,,,0,,S. Adams shooting personal FOUL (1 PF) (Hayes 1 FT),"[203500, 1629637]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,201640.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
100,PT04M27.00S,2022-04-09T22:26:12.3Z,1,REGULAR,substitution,out,[],1628415,,,1610612740,16,13,2022-04-09T22:26:19Z,990000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2022-04-09T22:26:12.3Z,1,REGULAR,substitution,out,[],1628984,,,1610612740,16,13,2022-04-09T22:26:19Z,1000000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M27.00S,2022-04-09T22:26:12.3Z,1,REGULAR,substitution,in,[],1630533,,,1610612740,16,13,2022-04-09T22:26:19Z,1010000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M27.00S,2022-04-09T22:26:12.3Z,1,REGULAR,substitution,in,[],1630631,,,1610612740,16,13,2022-04-09T22:26:19Z,1020000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M27.00S,2022-04-09T22:26:34.6Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1629637,,,1610612740,16,13,2022-04-09T22:26:34Z,1030000,,,0,,MISS J. Hayes Free Throw 1 of 1,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Missed,,,,,,,,,,,,,,,
105,PT04M25.00S,2022-04-09T22:26:35.3Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,16,13,2022-04-09T22:26:35Z,1040000,,,0,,S. Adams REBOUND (Off:2 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,104.0,7.0,5.0,2.0,,,,,,,,,
106,PT04M11.00S,2022-04-09T22:26:49.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,72.48685939553219,17.15686274509804,1610612763,16,13,2022-04-09T22:26:52Z,1050000,-164.0,206.0,1,right,MISS D. Melton 26' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,Missed,,26.35,,,,,,,,,,,,,
107,PT04M09.00S,2022-04-09T22:26:51.4Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,16,13,2022-04-09T22:26:52Z,1060000,,,0,,J. Hayes REBOUND (Off:0 Def:2),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,106.0,2.0,2.0,0.0,,,,,,,,,
108,PT04M00.00S,2022-04-09T22:27:00.6Z,1,REGULAR,3pt,Jump Shot,[],1626195,31.750985545335087,59.55882352941176,1610612740,16,13,2022-04-09T22:27:03Z,1070000,-48.0,246.0,1,left,MISS W. Hernangomez 25' step back 3PT,[1626195],1610612740.0,NOP,step back,,,Hernangomez,W. Hernangomez,,,,,,,,,,Missed,,25.06,,,,,,,,,,,,,
109,PT03M58.00S,2022-04-09T22:27:02.6Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,16,13,2022-04-09T22:27:03Z,1080000,,,0,,S. Adams REBOUND (Off:2 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,108.0,8.0,6.0,2.0,,,,,,,,,
110,PT03M55.00S,2022-04-09T22:27:08.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612763,16,13,2022-04-09T22:27:15Z,1090000,,,0,,H. Jones shooting personal FOUL (1 PF) (Morant 2 FT),"[1630529, 1629630]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,201640.0,1.0,0.0,Morant,1629630.0,,,,,,,,,,,,,,,,
112,PT03M55.00S,2022-04-09T22:27:32.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629630,,,1610612763,17,13,2022-04-09T22:27:32Z,1110000,,,0,,J. Morant Free Throw 1 of 2 (4 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
113,PT03M55.00S,2022-04-09T22:27:33.3Z,1,REGULAR,substitution,out,[],203500,,,1610612763,17,13,2022-04-09T22:27:40Z,1120000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M55.00S,2022-04-09T22:27:33.3Z,1,REGULAR,substitution,out,[],1630529,,,1610612763,17,13,2022-04-09T22:27:40Z,1130000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M55.00S,2022-04-09T22:27:33.3Z,1,REGULAR,substitution,out,[],1629637,,,1610612763,17,13,2022-04-09T22:27:40Z,1140000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M55.00S,2022-04-09T22:27:33.3Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,17,13,2022-04-09T22:27:40Z,1150000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M55.00S,2022-04-09T22:27:33.3Z,1,REGULAR,substitution,in,[],1626204,,,1610612763,17,13,2022-04-09T22:27:40Z,1160000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M55.00S,2022-04-09T22:27:33.3Z,1,REGULAR,substitution,in,[],1630530,,,1610612763,17,13,2022-04-09T22:27:40Z,1170000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M55.00S,2022-04-09T22:27:53.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629630,,,1610612763,18,13,2022-04-09T22:27:53Z,1180000,,,0,,J. Morant Free Throw 2 of 2 (5 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
120,PT03M43.00S,2022-04-09T22:28:06.1Z,1,REGULAR,3pt,Jump Shot,[],1630631,31.35676741130092,67.15686274509804,1610612740,18,13,2022-04-09T22:28:10Z,1190000,-86.0,242.0,1,left,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,Missed,,25.7,,,,,,,,,,,,,
121,PT03M38.00S,2022-04-09T22:28:11.1Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,18,13,2022-04-09T22:28:10Z,1200000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,
122,PT03M32.00S,2022-04-09T22:28:17.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629001,87.72996057818659,43.872549019607845,1610612763,20,13,2022-04-09T22:28:20Z,1210000,-31.0,63.0,1,right,D. Melton 6' driving finger roll Layup (2 PTS),[1629001],1610612763.0,MEM,driving finger roll,,,Melton,D. Melton,,,,,,,,,,Made,2.0,6.99,,,,,,,,,,,,,
123,PT03M15.00S,2022-04-09T22:28:36.2Z,1,REGULAR,foul,personal,['2freethrow'],1629001,,,1610612740,20,13,2022-04-09T22:28:42Z,1220000,,,0,,D. Melton shooting personal FOUL (1 PF) (McCollum 2 FT),"[1629001, 203468]",1610612763.0,MEM,shooting,,,Melton,D. Melton,,,,,1627964.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
125,PT03M15.00S,2022-04-09T22:29:03.2Z,1,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,20,13,2022-04-09T22:29:03Z,1240000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Missed,,,,,,,,,,,,,,,
126,PT03M15.00S,2022-04-09T22:29:03.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,20,13,2022-04-09T22:29:03Z,1250000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,125.0,,,,,,,,,,,,
127,PT03M15.00S,2022-04-09T22:29:17.8Z,1,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,20,14,2022-04-09T22:29:17Z,1260000,,,0,,C. McCollum Free Throw 2 of 2 (3 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
128,PT02M58.00S,2022-04-09T22:29:36.1Z,1,REGULAR,turnover,bad pass,[],1629001,,,1610612763,20,14,2022-04-09T22:29:38Z,1270000,,,0,,D. Melton bad pass TURNOVER (1 TO),"[1629001, 1626204]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,1.0,,,,,,Nance Jr.,1626204.0,
129,PT02M58.00S,2022-04-09T22:29:36.1Z,1,REGULAR,steal,,[],1626204,,,1610612740,20,14,2022-04-09T22:29:37Z,1280000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M48.00S,2022-04-09T22:29:47.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612740,20,14,2022-04-09T22:32:42Z,1290000,,,0,,Z. Williams shooting personal FOUL (1 PF) (McCollum 2 FT),"[1630533, 203468]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,1627964.0,1.0,0.0,McCollum,203468.0,,,,,,,,,,,,,,,,
132,PT02M48.00S,2022-04-09T22:29:56.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,20,14,2022-04-09T22:29:56Z,1310000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M48.00S,2022-04-09T22:32:09.8Z,1,REGULAR,substitution,out,[],1629630,,,1610612740,20,14,2022-04-09T22:32:34Z,1320000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M48.00S,2022-04-09T22:32:09.8Z,1,REGULAR,substitution,in,[],1626145,,,1610612740,20,14,2022-04-09T22:32:34Z,1330000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M48.00S,2022-04-09T22:32:55.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203468,,,1610612740,20,15,2022-04-09T22:32:55Z,1340000,,,0,,C. McCollum Free Throw 1 of 2 (4 PTS),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
136,PT02M48.00S,2022-04-09T22:33:15.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203468,,,1610612740,20,15,2022-04-09T22:33:15Z,1350000,,,0,,MISS C. McCollum Free Throw 2 of 2,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,Missed,,,,,,,,,,,,,,,
137,PT02M44.00S,2022-04-09T22:33:16.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,20,15,2022-04-09T22:33:16Z,1360000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,136.0,1.0,1.0,0.0,,,,,,,,,
138,PT02M29.00S,2022-04-09T22:33:32.4Z,1,REGULAR,3pt,Jump Shot,[],1629001,73.53810775295663,81.37254901960785,1610612763,20,15,2022-04-09T22:33:35Z,1370000,157.0,196.0,1,right,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,Missed,,25.12,,,,,,,,,,,,,
139,PT02M27.00S,2022-04-09T22:33:34.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612740,20,15,2022-04-09T22:33:35Z,1380000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,
140,PT02M20.00S,2022-04-09T22:33:41.0Z,1,REGULAR,3pt,Jump Shot,[],203468,30.831143232588698,31.372549019607842,1610612740,20,15,2022-04-09T22:33:44Z,1390000,93.0,237.0,1,left,MISS C. McCollum 25' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,,,,Missed,,25.49,,,,,,,,,,,,,
141,PT02M18.00S,2022-04-09T22:33:43.0Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,20,15,2022-04-09T22:33:44Z,1400000,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,,,,,
142,PT02M13.00S,2022-04-09T22:33:48.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630533,71.56701708278581,76.9607843137255,1610612763,23,15,2022-04-09T22:33:52Z,1410000,135.0,215.0,1,right,Z. Williams 25' 3PT  (3 PTS) (K. Anderson 1 AST),"[1630533, 203937]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Made,3.0,25.36,,,,,,K. Anderson,203937.0,1.0,,,,,
144,PT01M59.00S,2022-04-09T22:34:01.4Z,1,REGULAR,3pt,Jump Shot,[],1630530,29.77989487516426,24.509803921568626,1610612740,23,18,2022-04-09T22:34:05Z,1430000,127.0,227.0,1,left,T. Murphy III 26' 3PT  (3 PTS) (C. McCollum 1 AST),"[1630530, 203468]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Made,3.0,26.07,,,,,,C. McCollum,203468.0,1.0,,,,,
146,PT01M36.00S,2022-04-09T22:34:24.8Z,1,REGULAR,3pt,Jump Shot,[],1630533,77.61169513797634,87.99019607843137,1610612763,26,18,2022-04-09T22:34:28Z,1450000,190.0,158.0,1,right,Z. Williams 24' 3PT  (6 PTS) (T. Jones 1 AST),"[1630533, 1626145]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Made,6.0,24.71,,,,,,T. Jones,1626145.0,1.0,,,,,
148,PT01M22.00S,2022-04-09T22:34:43.0Z,1,REGULAR,turnover,double dribble,[],1630631,,,1610612740,26,18,2022-04-09T22:34:49Z,1470000,,,0,,J. Alvarado double dribble TURNOVER (1 TO),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,1627964.0,,,,,,,,,,,,1.0,,,,,,,,
149,PT01M22.00S,2022-04-09T22:34:45.8Z,1,REGULAR,substitution,out,[],203937,,,1610612763,26,18,2022-04-09T22:34:54Z,1480000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M22.00S,2022-04-09T22:34:45.8Z,1,REGULAR,substitution,out,[],203468,,,1610612763,26,18,2022-04-09T22:34:54Z,1490000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M22.00S,2022-04-09T22:34:45.8Z,1,REGULAR,substitution,in,[],1628991,,,1610612763,26,18,2022-04-09T22:34:54Z,1500000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M22.00S,2022-04-09T22:34:45.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612763,26,18,2022-04-09T22:34:54Z,1510000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M09.00S,2022-04-09T22:35:10.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629634,82.9993429697766,50.49019607843137,1610612763,28,18,2022-04-09T22:35:14Z,1520000,2.0,107.0,1,right,B. Clarke 10' floating Jump Shot (2 PTS) (D. Melton 1 AST),"[1629634, 1629001]",1610612763.0,MEM,floating,,,Clarke,B. Clarke,,,,,,,,,,Made,2.0,10.73,,,,,,D. Melton,1629001.0,1.0,,,,,
155,PT01M07.00S,2022-04-09T22:35:14.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612740,28,18,2022-04-09T22:35:14Z,1540000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M45.70S,2022-04-09T22:37:07.8Z,1,REGULAR,turnover,lost ball,[],1626204,,,1610612740,28,18,2022-04-09T22:37:11Z,1550000,,,0,,L. Nance Jr. lost ball TURNOVER (1 TO),"[1626204, 1629001]",1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,1.0,,,,,,Melton,1629001.0,
157,PT00M45.70S,2022-04-09T22:37:07.8Z,1,REGULAR,steal,,[],1629001,,,1610612763,28,18,2022-04-09T22:37:09Z,1560000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT00M38.40S,2022-04-09T22:37:15.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,85.49605781865965,52.94117647058824,1610612763,30,18,2022-04-09T22:37:19Z,1570000,15.0,84.0,1,right,D. Melton 8' driving floating Jump Shot (4 PTS) (T. Jones 2 AST),"[1629001, 1626145]",1610612763.0,MEM,driving floating,,,Melton,D. Melton,,,,,,,,,,Made,4.0,8.51,,,,,,T. Jones,1626145.0,2.0,,,,,
160,PT00M22.80S,2022-04-09T22:37:36.3Z,1,REGULAR,turnover,out-of-bounds,[],1630530,,,1610612740,30,18,2022-04-09T22:37:41Z,1590000,,,0,,T. Murphy III bad pass out-of-bounds TURNOVER (1 TO),[1630530],1610612740.0,NOP,bad pass,,,Murphy III,T. Murphy III,,,,,201640.0,,,,,,,,,,,,1.0,,,,,,,,
161,PT00M04.60S,2022-04-09T22:38:03.9Z,1,REGULAR,foul,offensive,['inpenalty'],1628991,,,1610612763,30,18,2022-04-09T22:38:17Z,1600000,,,0,,J. Jackson Jr. offensive FOUL (1 PF),"[1628991, 1626204]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,200833.0,1.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,
163,PT00M04.60S,2022-04-09T22:38:03.9Z,1,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,30,18,2022-04-09T22:38:03Z,1620000,,,0,,J. Jackson Jr. offensive foul TURNOVER (2 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,200833.0,,,,,,,,,,,,2.0,,,,,,,,
164,PT00M03.00S,2022-04-09T22:38:23.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,30,18,2022-04-09T22:38:23Z,1630000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-04-09T22:38:41.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630530,32.40801576872536,20.588235294117645,1610612740,30,18,2022-04-09T22:38:46Z,1640000,147.0,252.0,1,left,MISS T. Murphy III 29' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,Missed,,29.19,,,,,,,,,,,,,
166,PT00M00.00S,2022-04-09T22:38:44.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,30,18,2022-04-09T22:38:44Z,1650000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,165.0,,,,,,,,,,,,
167,PT00M00.00S,2022-04-09T22:38:47.1Z,1,REGULAR,period,end,[],0,,,1610612740,30,18,2022-04-09T22:38:47Z,1660000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-04-09T22:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1629001,,,1610612740,30,18,2022-04-09T22:41:22Z,1670000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-04-09T22:40:47.0Z,2,REGULAR,substitution,out,['startperiod'],1626195,,,1610612740,30,18,2022-04-09T22:41:22Z,1680000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-04-09T22:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],1630217,,,1610612740,30,18,2022-04-09T22:41:22Z,1690000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-04-09T22:40:47.0Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,30,18,2022-04-09T22:41:22Z,1700000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-04-09T22:41:22.7Z,2,REGULAR,period,start,[],0,,,1610612740,30,18,2022-04-09T22:41:22Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M38.00S,2022-04-09T22:41:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,7.966491458607096,54.166666666666664,1610612740,30,20,2022-04-09T22:41:46Z,1720000,-21.0,22.0,1,left,J. Alvarado driving finger roll Layup (2 PTS),[1630631],1610612740.0,NOP,driving finger roll,,,Alvarado,J. Alvarado,,,,,,,,,,Made,2.0,3.06,,,,,,,,,,,,,
174,PT11M30.00S,2022-04-09T22:41:51.8Z,2,REGULAR,3pt,Jump Shot,[],1628991,69.72733245729303,25.49019607843137,1610612763,30,20,2022-04-09T22:41:55Z,1730000,-123.0,232.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,Missed,,26.24,,,,,,,,,,,,,
175,PT11M27.00S,2022-04-09T22:41:54.8Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,30,20,2022-04-09T22:41:55Z,1740000,,,0,,J. Valanciunas REBOUND (Off:0 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,
176,PT11M20.00S,2022-04-09T22:42:02.0Z,2,REGULAR,turnover,bad pass,[],202685,,,1610612740,30,20,2022-04-09T22:42:04Z,1750000,,,0,,J. Valanciunas bad pass TURNOVER (1 TO),"[202685, 1626145]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,1.0,,,,,,Jones,1626145.0,
177,PT11M20.00S,2022-04-09T22:42:02.0Z,2,REGULAR,steal,,[],1626145,,,1610612763,30,20,2022-04-09T22:42:03Z,1760000,,,0,,T. Jones STEAL (1 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT11M16.00S,2022-04-09T22:42:06.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629634,93.51182654402102,50.0,1610612763,32,20,2022-04-09T22:42:15Z,1770000,0.0,8.0,1,right,B. Clarke running DUNK (4 PTS) (T. Jones 3 AST),"[1629634, 1626145]",1610612763.0,MEM,running,,,Clarke,B. Clarke,,,,,,,,,,Made,4.0,0.85,,,,,,T. Jones,1626145.0,3.0,,,,,
