actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
358,PT11M29.00S,2021-11-25T02:26:13.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,71,61,2021-11-25T02:26:16Z,3550000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,357.0,4.0,2.0,2.0,,,,,,,,,,,,,,
359,PT11M25.00S,2021-11-25T02:26:20.0Z,3,REGULAR,foul,personal,[],1628415,,,1610612761,71,61,2021-11-25T02:26:48Z,3560000,,,0,,D. Brooks personal FOUL (2 PF),"[1628415, 1627832]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,1148.0,2.0,0.0,VanVleet,1627832.0,,,,,,
361,PT11M08.00S,2021-11-25T02:26:59.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,16.376478318002626,62.5,1610612761,71,61,2021-11-25T02:27:07Z,3580000,-62.0,101.0,1,left,MISS P. Siakam 11' turnaround fadeaway Shot,[1627783],1610612761.0,TOR,turnaround fadeaway,,,Siakam,P. Siakam,,,,,11.91,Missed,,,,,,,,,,,,,,,,,,,
362,PT11M05.00S,2021-11-25T02:27:02.0Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,71,61,2021-11-25T02:27:07Z,3590000,,,0,,D. Bane REBOUND (Off:0 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,361.0,3.0,3.0,0.0,,,,,,,,,,,,,,
363,PT10M49.00S,2021-11-25T02:27:17.9Z,3,REGULAR,2pt,Jump Shot,[],1630217,78.26872536136662,50.73529411764706,1610612763,71,61,2021-11-25T02:27:23Z,3600000,4.0,152.0,1,right,MISS D. Bane 15' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,15.18,Missed,,,,,,,,,,,,,,,,,,,
364,PT10M46.00S,2021-11-25T02:27:20.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,71,61,2021-11-25T02:27:23Z,3610000,,,0,,P. Siakam REBOUND (Off:0 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,363.0,3.0,3.0,0.0,,,,,,,,,,,,,,
365,PT10M38.00S,2021-11-25T02:27:29.4Z,3,REGULAR,2pt,Jump Shot,[],1627832,26.888961892247043,57.84313725490197,1610612761,71,63,2021-11-25T02:27:42Z,3620000,-39.0,200.0,1,left,F. VanVleet 20' pullup Jump Shot (16 PTS) (S. Barnes 1 AST),"[1627832, 1630567]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,20.41,Made,16.0,,,,,S. Barnes,1630567.0,1.0,,,,,,,,,,,
366,PT10M17.00S,2021-11-25T02:27:49.0Z,3,REGULAR,3pt,Jump Shot,[],1628991,94.03745072273325,4.166666666666666,1610612763,71,63,2021-11-25T02:27:53Z,3630000,-229.0,4.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,22.92,Missed,,,,,,,,,,,,,,,,,,,
367,PT10M15.00S,2021-11-25T02:27:51.0Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,71,63,2021-11-25T02:27:53Z,3640000,,,0,,P. Achiuwa REBOUND (Off:1 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,366.0,2.0,1.0,1.0,,,,,,,,,,,,,,
368,PT10M13.00S,2021-11-25T02:27:56.1Z,3,REGULAR,foul,personal,[],1630217,,,1610612761,71,63,2021-11-25T02:28:08Z,3650000,,,0,,D. Bane personal FOUL (2 PF),"[1630217, 1630173]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,203591.0,2.0,0.0,Achiuwa,1630173.0,,,,,,
370,PT09M57.00S,2021-11-25T02:28:25.5Z,3,REGULAR,3pt,Jump Shot,[],1630567,32.013797634691194,35.294117647058826,1610612761,71,63,2021-11-25T02:28:29Z,3670000,74.0,248.0,1,left,MISS S. Barnes 25' 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
371,PT09M54.00S,2021-11-25T02:28:28.5Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,71,63,2021-11-25T02:28:29Z,3680000,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,370.0,4.0,3.0,1.0,,,,,,,,,,,,,,
372,PT09M52.00S,2021-11-25T02:28:30.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1627832,7.5722733245729295,2.941176470588235,1610612761,71,63,2021-11-25T02:28:35Z,3690000,235.0,19.0,1,left,MISS F. VanVleet 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,23.6,Missed,,,,,,,,,,,,,,,,,,,
373,PT09M50.00S,2021-11-25T02:28:32.5Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612761,71,63,2021-11-25T02:28:35Z,3700000,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,372.0,5.0,3.0,2.0,,,,,,,,,,,,,,
374,PT09M46.00S,2021-11-25T02:28:37.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,31.882391590013142,40.931372549019606,1610612761,71,66,2021-11-25T02:28:44Z,3710000,45.0,247.0,1,left,G. Trent Jr. 25' 3PT step back (9 PTS),[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,25.13,Made,9.0,,,,,,,,,,,,,,,,,,
375,PT09M44.00S,2021-11-25T02:28:42.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,71,66,2021-11-25T02:28:42Z,3720000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M38.00S,2021-11-25T02:31:55.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.77463863337714,46.07843137254902,1610612763,73,66,2021-11-25T02:32:12Z,3730000,-20.0,6.0,1,right,D. Brooks driving finger roll Layup (9 PTS),[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,2.05,Made,9.0,,,,,,,,,,,,,,,,,,
378,PT09M38.00S,2021-11-25T02:31:58.5Z,3,REGULAR,foul,personal,['1freethrow'],1627832,,,1610612763,73,66,2021-11-25T02:32:08Z,3740000,,,0,,F. VanVleet shooting personal FOUL (2 PF) (Brooks 1 FT),"[1627832, 1628415]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Brooks,1628415.0,,,,,,
380,PT09M38.00S,2021-11-25T02:32:21.2Z,3,REGULAR,freethrow,1 of 1,[],1628415,,,1610612763,74,66,2021-11-25T02:32:21Z,3760000,,,0,,D. Brooks Free Throw 1 of 1 (10 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
381,PT09M23.00S,2021-11-25T02:32:39.2Z,3,REGULAR,3pt,Jump Shot,[],1629018,5.863994743758213,3.6764705882352944,1610612761,74,66,2021-11-25T02:32:46Z,3770000,232.0,3.0,1,left,MISS G. Trent Jr. 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
382,PT09M22.00S,2021-11-25T02:32:40.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612761,74,66,2021-11-25T02:32:46Z,3780000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,381.0,,,,,,,,,,,,,,,,,
383,PT09M22.00S,2021-11-25T02:32:44.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,74,66,2021-11-25T02:32:44Z,3790000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT09M17.00S,2021-11-25T02:33:08.3Z,3,REGULAR,foul,personal,[],1628991,,,1610612761,74,66,2021-11-25T02:33:27Z,3800000,,,0,,J. Jackson Jr. personal FOUL (4 PF),"[1628991, 1627783]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,1148.0,4.0,0.0,Siakam,1627783.0,,,,,,
386,PT09M17.00S,2021-11-25T02:33:16.1Z,3,REGULAR,substitution,out,[],1628991,,,1610612761,74,66,2021-11-25T02:33:18Z,3820000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M17.00S,2021-11-25T02:33:16.1Z,3,REGULAR,substitution,in,[],203937,,,1610612761,74,66,2021-11-25T02:33:18Z,3830000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT09M09.00S,2021-11-25T02:33:37.5Z,3,REGULAR,foul,personal,['2freethrow'],1628415,,,1610612761,74,66,2021-11-25T02:33:46Z,3840000,,,0,,D. Brooks shooting personal FOUL (3 PF) (Siakam 2 FT),"[1628415, 1627783]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,,,203591.0,3.0,0.0,Siakam,1627783.0,,,,,,
390,PT09M09.00S,2021-11-25T02:34:08.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627783,,,1610612761,74,67,2021-11-25T02:34:32Z,3860000,,,0,,P. Siakam Free Throw 1 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
391,PT09M09.00S,2021-11-25T02:34:08.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627783,,,1610612761,74,67,2021-11-25T02:34:32Z,3870000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Missed,,,,,,,,,,,,,,,,,,,
392,PT09M07.00S,2021-11-25T02:34:10.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,74,67,2021-11-25T02:34:32Z,3880000,,,0,,K. Anderson REBOUND (Off:1 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,391.0,4.0,3.0,1.0,,,,,,,,,,,,,,
442,PT08M45.00S,2021-11-25T02:34:33.5Z,3,REGULAR,3pt,Jump Shot,[],1628415,63.6826544021025,15.686274509803921,1610612763,74,67,2021-11-25T02:42:28Z,3885000,-172.0,289.0,1,right,MISS D. Brooks 33' turnaround fadeaway 3PT,[1628415],1610612763.0,MEM,turnaround fadeaway,,,Brooks,D. Brooks,,,,,33.6,Missed,,,,,,,,,,,,,,,,,,,
443,PT08M45.00S,2021-11-25T02:34:33.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,74,67,2021-11-25T02:42:28Z,3887500,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,
393,PT08M45.00S,2021-11-25T02:34:58.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612763,74,67,2021-11-25T02:35:11Z,3890000,,,0,,MEM shot clock Team TURNOVER,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,203591.0,,,,,,,,,,
394,PT08M32.00S,2021-11-25T02:35:22.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630173,6.652431011826544,49.26470588235294,1610612761,74,69,2021-11-25T02:35:29Z,3900000,4.0,10.0,1,left,P. Achiuwa cutting DUNK (4 PTS) (S. Barnes 2 AST),"[1630173, 1630567]",1610612761.0,TOR,cutting,,,Achiuwa,P. Achiuwa,,,,,1.07,Made,4.0,,,,,S. Barnes,1630567.0,2.0,,,,,,,,,,,
396,PT08M19.00S,2021-11-25T02:35:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.51182654402102,49.50980392156863,1610612763,76,69,2021-11-25T02:35:40Z,3920000,-2.0,8.0,1,right,D. Brooks driving finger roll Layup (12 PTS),[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,0.89,Made,12.0,,,,,,,,,,,,,,,,,,
397,PT08M09.00S,2021-11-25T02:35:45.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.440867279894875,48.529411764705884,1610612761,76,71,2021-11-25T02:35:52Z,3930000,7.0,17.0,1,left,P. Siakam finger roll Layup (10 PTS),[1627783],1610612761.0,TOR,finger roll,,,Siakam,P. Siakam,,,,,1.89,Made,10.0,,,,,,,,,,,,,,,,,,
398,PT07M47.00S,2021-11-25T02:36:07.9Z,3,REGULAR,3pt,Jump Shot,[],1629630,90.48948751642575,95.58823529411765,1610612763,76,71,2021-11-25T02:36:12Z,3940000,228.0,37.0,1,right,MISS J. Morant 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
399,PT07M44.00S,2021-11-25T02:36:10.9Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,76,71,2021-11-25T02:36:12Z,3950000,,,0,,S. Barnes REBOUND (Off:2 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,398.0,5.0,3.0,2.0,,,,,,,,,,,,,,
400,PT07M35.00S,2021-11-25T02:36:20.6Z,3,REGULAR,3pt,Jump Shot,[],1630173,31.61957950065703,64.4607843137255,1610612761,76,74,2021-11-25T02:36:32Z,3960000,-72.0,245.0,1,left,P. Achiuwa 25' 3PT  (7 PTS) (P. Siakam 2 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,25.52,Made,7.0,,,,,P. Siakam,1627783.0,2.0,,,,,,,,,,,
402,PT07M10.00S,2021-11-25T02:36:44.3Z,3,REGULAR,3pt,Jump Shot,[],1630217,70.38436268068331,19.362745098039216,1610612763,76,74,2021-11-25T02:36:48Z,3980000,-153.0,226.0,1,right,MISS D. Bane 27' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
403,PT07M08.00S,2021-11-25T02:36:46.3Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,76,74,2021-11-25T02:36:48Z,3990000,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,402.0,1.0,1.0,0.0,,,,,,,,,,,,,,
404,PT07M03.00S,2021-11-25T02:36:51.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630567,5.469776609724048,49.01960784313725,1610612761,76,76,2021-11-25T02:36:58Z,4000000,5.0,-1.0,1,left,S. Barnes alley-oop DUNK (17 PTS) (G. Trent Jr. 2 AST),"[1630567, 1629018]",1610612761.0,TOR,alley-oop,,,Barnes,S. Barnes,,,,,0.5,Made,17.0,,,,,G. Trent Jr.,1629018.0,2.0,,,,,,,,,,,
406,PT06M42.00S,2021-11-25T02:37:12.3Z,3,REGULAR,3pt,Jump Shot,[],1630217,95.22010512483574,96.32352941176471,1610612763,79,76,2021-11-25T02:37:17Z,4020000,232.0,-8.0,1,right,D. Bane 3PT  (16 PTS) (K. Anderson 2 AST),"[1630217, 203937]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,23.17,Made,16.0,,,,,K. Anderson,203937.0,2.0,,,,,,,,,,,
408,PT06M26.00S,2021-11-25T02:37:28.9Z,3,REGULAR,3pt,Jump Shot,[],1627783,32.276609724047304,53.18627450980392,1610612761,79,76,2021-11-25T02:37:33Z,4040000,-16.0,251.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
409,PT06M23.00S,2021-11-25T02:37:31.5Z,3,REGULAR,rebound,offensive,[],1627832,,,1610612761,79,76,2021-11-25T02:37:31Z,4050000,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,408.0,2.0,1.0,1.0,,,,,,,,,,,,,,
410,PT06M22.00S,2021-11-25T02:37:35.4Z,3,REGULAR,turnover,out-of-bounds,[],1627832,,,1610612761,79,76,2021-11-25T02:37:42Z,4060000,,,0,,F. VanVleet lost ball out-of-bounds TURNOVER (3 TO),[1627832],1610612761.0,TOR,lost ball,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,1628480.0,,,,,,,3.0,,,
411,PT06M22.00S,2021-11-25T02:37:41.5Z,3,REGULAR,substitution,out,[],1628415,,,1610612763,79,76,2021-11-25T02:37:44Z,4070000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M22.00S,2021-11-25T02:37:41.5Z,3,REGULAR,substitution,in,[],1630533,,,1610612763,79,76,2021-11-25T02:37:44Z,4080000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M01.00S,2021-11-25T02:38:13.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,86.5473061760841,49.754901960784316,1610612763,81,76,2021-11-25T02:38:21Z,4090000,-1.0,74.0,1,right,J. Morant 7' driving floating Jump Shot (16 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,7.4,Made,16.0,,,,,,,,,,,,,,,,,,
414,PT05M49.00S,2021-11-25T02:38:24.4Z,3,REGULAR,3pt,Jump Shot,[],1630173,30.305519053876477,30.14705882352941,1610612761,81,79,2021-11-25T02:38:53Z,4100000,99.0,232.0,1,left,P. Achiuwa 25' 3PT  (10 PTS) (G. Trent Jr. 3 AST),"[1630173, 1629018]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,25.27,Made,10.0,,,,,G. Trent Jr.,1629018.0,3.0,,,,,,,,,,,
416,PT05M22.00S,2021-11-25T02:38:51.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,80.50262812089356,49.754901960784316,1610612763,83,79,2021-11-25T02:38:58Z,4120000,-1.0,131.0,1,right,J. Morant 13' fadeaway Jump Shot (18 PTS),[1629630],1610612763.0,MEM,fadeaway,,,Morant,J. Morant,,,,,13.08,Made,18.0,,,,,,,,,,,,,,,,,,
417,PT05M05.00S,2021-11-25T02:39:08.7Z,3,REGULAR,2pt,Jump Shot,[],1630173,11.12023653088042,32.1078431372549,1610612761,83,79,2021-11-25T02:39:15Z,4130000,89.0,52.0,1,left,MISS P. Achiuwa 10' pullup bank Shot,[1630173],1610612761.0,TOR,pullup bank,,,Achiuwa,P. Achiuwa,,,,,10.35,Missed,,,,,,,,,,,,,,,,,,,
418,PT05M03.00S,2021-11-25T02:39:10.5Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612761,83,79,2021-11-25T02:39:10Z,4140000,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,417.0,3.0,1.0,2.0,,,,,,,,,,,,,,
419,PT05M02.00S,2021-11-25T02:39:11.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630173,10.988830486202366,37.745098039215684,1610612761,83,81,2021-11-25T02:39:26Z,4150000,61.0,51.0,1,left,P. Achiuwa 7' turnaround Hook (12 PTS),[1630173],1610612761.0,TOR,turnaround,,,Achiuwa,P. Achiuwa,,,,,7.96,Made,12.0,,,,,,,,,,,,,,,,,,
420,PT04M35.00S,2021-11-25T02:39:41.5Z,3,REGULAR,foul,offensive,[],203500,,,1610612763,83,81,2021-11-25T02:39:53Z,4160000,,,0,,S. Adams offensive FOUL (1 PF),"[203500, 1627783]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Siakam,1627783.0,,,,,,
422,PT04M35.00S,2021-11-25T02:39:41.5Z,3,REGULAR,turnover,offensive foul,[],203500,,,1610612763,83,81,2021-11-25T02:39:41Z,4180000,,,0,,S. Adams offensive foul TURNOVER (2 TO),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,1628480.0,,,,,,,2.0,,,
423,PT04M35.00S,2021-11-25T02:39:50.2Z,3,REGULAR,substitution,out,[],203500,,,1610612761,83,81,2021-11-25T02:40:04Z,4190000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M35.00S,2021-11-25T02:39:50.2Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,83,81,2021-11-25T02:40:04Z,4200000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M35.00S,2021-11-25T02:39:50.2Z,3,REGULAR,substitution,in,[],1629634,,,1610612761,83,81,2021-11-25T02:40:04Z,4210000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M35.00S,2021-11-25T02:39:50.2Z,3,REGULAR,substitution,in,[],1630625,,,1610612761,83,81,2021-11-25T02:40:04Z,4220000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M21.00S,2021-11-25T02:40:18.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630625,6.783837056504599,51.9607843137255,1610612761,83,83,2021-11-25T02:40:33Z,4230000,-10.0,11.0,1,left,D. Banton cutting finger roll Layup (4 PTS) (P. Achiuwa 2 AST),"[1630625, 1630173]",1610612761.0,TOR,cutting finger roll,,,Banton,D. Banton,,,,,1.5,Made,4.0,,,,,P. Achiuwa,1630173.0,2.0,,,,,,,,,,,
429,PT04M06.00S,2021-11-25T02:40:32.7Z,3,REGULAR,3pt,Jump Shot,[],203937,91.40932982917214,4.411764705882353,1610612763,83,83,2021-11-25T02:40:40Z,4250000,-228.0,28.0,1,right,MISS K. Anderson 3PT,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,22.97,Missed,,,,,,,,,,,,,,,,,,,
430,PT04M04.00S,2021-11-25T02:40:34.7Z,3,REGULAR,rebound,defensive,[],1630625,,,1610612761,83,83,2021-11-25T02:40:40Z,4260000,,,0,,D. Banton REBOUND (Off:0 Def:2),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,429.0,2.0,2.0,0.0,,,,,,,,,,,,,,
431,PT03M59.00S,2021-11-25T02:40:40.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,31.750985545335087,24.264705882352942,1610612761,83,83,2021-11-25T02:40:49Z,4270000,129.0,246.0,1,left,MISS F. VanVleet 27' running 3PT,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,27.76,Missed,,,,,,,,,,,,,,,,,,,
432,PT03M55.00S,2021-11-25T02:40:44.7Z,3,REGULAR,rebound,defensive,[],1629634,,,1610612763,83,83,2021-11-25T02:40:49Z,4280000,,,0,,B. Clarke REBOUND (Off:1 Def:3),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,431.0,4.0,3.0,1.0,,,,,,,,,,,,,,
433,PT03M44.00S,2021-11-25T02:40:55.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,87.07293035479631,48.28431372549019,1610612763,85,83,2021-11-25T02:41:02Z,4290000,-9.0,69.0,1,right,K. Anderson 6' driving floating Jump Shot (9 PTS) (J. Morant 7 AST),"[203937, 1629630]",1610612763.0,MEM,driving floating,,,Anderson,K. Anderson,,,,,6.95,Made,9.0,,,,,J. Morant,1629630.0,7.0,,,,,,,,,,,
434,PT03M38.00S,2021-11-25T02:41:05.1Z,3,REGULAR,foul,offensive,[],1630625,,,1610612761,85,83,2021-11-25T02:41:12Z,4300000,,,0,,D. Banton offensive FOUL (2 PF),"[1630625, 203937]",1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Anderson,203937.0,,,,,,
436,PT03M38.00S,2021-11-25T02:41:05.1Z,3,REGULAR,turnover,offensive foul,[],1630625,,,1610612761,85,83,2021-11-25T02:41:05Z,4320000,,,0,,D. Banton offensive foul TURNOVER (1 TO),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,1628480.0,,,,,,,1.0,,,
437,PT03M38.00S,2021-11-25T02:41:11.3Z,3,REGULAR,substitution,out,[],1627783,,,1610612763,85,83,2021-11-25T02:41:15Z,4330000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M38.00S,2021-11-25T02:41:11.3Z,3,REGULAR,substitution,in,[],1629139,,,1610612763,85,83,2021-11-25T02:41:15Z,4340000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M28.00S,2021-11-25T02:41:36.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'defensivegoaltending']",1630217,93.64323258869908,52.94117647058824,1610612763,87,83,2021-11-25T02:41:59Z,4350000,15.0,7.0,1,right,D. Bane driving finger roll Layup (18 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,1.64,Made,18.0,,,,,,,,,,,,,,,,,,
440,PT03M28.00S,2021-11-25T02:41:44.0Z,3,REGULAR,violation,defensive goaltending,[],1630173,,,1610612763,87,83,2021-11-25T02:41:59Z,4360000,,,0,,P. Achiuwa defensive goaltending VIOLATION,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,1628480.0,,,,,,,,,,
441,PT03M28.00S,2021-11-25T02:42:01.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,87,83,2021-11-25T02:42:01Z,4370000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M13.00S,2021-11-25T02:44:48.2Z,3,REGULAR,turnover,bad pass,[],1629018,,,1610612761,87,83,2021-11-25T02:44:52Z,4380000,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 1629630]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,Morant,1629630.0,
