actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
90,PT04M52.00S,2021-11-25T01:26:27.5Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,21,15,2021-11-25T01:26:32Z,900000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT04M39.00S,2021-11-25T01:26:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.389618922470433,48.529411764705884,1610612763,23,15,2021-11-25T01:26:53Z,910000,7.0,8.0,1,left,D. Bane driving reverse Layup (5 PTS) (S. Adams 2 AST),"[1630217, 203500]",1610612763.0,MEM,driving reverse,,,Bane,D. Bane,,,,,1.06,Made,5.0,,,,,S. Adams,203500.0,2.0,,,,,,,,,,,
93,PT04M24.00S,2021-11-25T01:26:55.9Z,1,REGULAR,3pt,Jump Shot,[],1627832,69.72733245729303,24.754901960784316,1610612761,23,15,2021-11-25T01:27:03Z,930000,-126.0,232.0,1,right,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.42,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M21.00S,2021-11-25T01:26:58.9Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,23,15,2021-11-25T01:27:03Z,940000,,,0,,D. Bane REBOUND (Off:0 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT04M08.00S,2021-11-25T01:27:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630217,24.917871222076215,83.08823529411765,1610612763,26,15,2021-11-25T01:27:17Z,950000,-165.0,182.0,1,left,D. Bane 24' 3PT  (8 PTS) (J. Morant 2 AST),"[1630217, 1629630]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.57,Made,8.0,,,,,J. Morant,1629630.0,2.0,,,,,,,,,,,
97,PT04M07.00S,2021-11-25T01:27:16.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,26,15,2021-11-25T01:27:16Z,970000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M07.00S,2021-11-25T01:29:18.7Z,1,REGULAR,substitution,out,[],1627783,,,1610612761,26,15,2021-11-25T01:30:00Z,980000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M07.00S,2021-11-25T01:29:18.7Z,1,REGULAR,substitution,in,[],1630567,,,1610612761,26,15,2021-11-25T01:30:00Z,990000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M45.00S,2021-11-25T01:30:31.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,88.25558475689881,49.754901960784316,1610612761,26,17,2021-11-25T01:30:39Z,1000000,-1.0,58.0,1,right,S. Barnes pullup Jump Shot (2 PTS),[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,5.79,Made,2.0,,,,,,,,,,,,,,,,,,
101,PT03M26.00S,2021-11-25T01:30:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.258212877792378,52.69607843137255,1610612763,28,17,2021-11-25T01:30:57Z,1010000,-13.0,6.0,1,left,D. Bane driving finger roll Layup (10 PTS) (J. Morant 3 AST),"[1630217, 1629630]",1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,1.49,Made,10.0,,,,,J. Morant,1629630.0,3.0,,,,,,,,,,,
103,PT03M11.00S,2021-11-25T01:31:06.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.51182654402102,50.98039215686274,1610612761,28,17,2021-11-25T01:31:11Z,1030000,5.0,8.0,1,right,MISS C. Boucher Layup,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,0.98,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M07.00S,2021-11-25T01:31:10.2Z,1,REGULAR,rebound,defensive,[],203500,,,1610612763,28,17,2021-11-25T01:31:11Z,1040000,,,0,,S. Adams REBOUND (Off:1 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,103.0,4.0,3.0,1.0,,,,,,,,,,,,,,
105,PT02M53.00S,2021-11-25T01:31:23.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,13.748357424441524,48.77450980392157,1610612763,28,17,2021-11-25T01:37:23Z,1050000,6.0,77.0,1,left,MISS J. Morant 7' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,7.69,Missed,,,,,,,,,,,,,,,,,,,
106,PT02M50.00S,2021-11-25T01:31:26.1Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,28,17,2021-11-25T01:31:36Z,1060000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,105.0,5.0,3.0,2.0,,,,,,,,,,,,,,
107,PT02M49.00S,2021-11-25T01:31:27.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203500,6.652431011826544,49.50980392156863,1610612763,28,17,2021-11-25T01:31:46Z,1070000,2.0,10.0,1,left,MISS S. Adams putback DUNK,[203500],1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,1.03,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M49.00S,2021-11-25T01:31:27.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612761,28,17,2021-11-25T01:31:46Z,1080000,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,107.0,,,,,,,,,,,,,,,,,
109,PT02M49.00S,2021-11-25T01:31:31.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,28,17,2021-11-25T01:31:31Z,1090000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M49.00S,2021-11-25T01:31:31.5Z,1,REGULAR,substitution,out,[],203500,,,1610612761,28,17,2021-11-25T01:31:40Z,1100000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M49.00S,2021-11-25T01:31:31.5Z,1,REGULAR,substitution,in,[],1629634,,,1610612761,28,17,2021-11-25T01:31:40Z,1110000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M31.00S,2021-11-25T01:31:57.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,68.9388961892247,29.65686274509804,1610612761,28,17,2021-11-25T01:32:44Z,1120000,-102.0,239.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.02,Missed,,,,,,,,,,,,,,,,,,,
122,PT02M27.00S,2021-11-25T01:32:01.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612761,28,17,2021-11-25T01:33:45Z,1125000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,112.0,,,,,,,,,,,,,,,,,
113,PT02M27.00S,2021-11-25T01:32:18.2Z,1,REGULAR,substitution,out,[],1629630,,,1610612761,28,17,2021-11-25T01:32:29Z,1130000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M27.00S,2021-11-25T01:32:18.2Z,1,REGULAR,substitution,out,[],1630217,,,1610612761,28,17,2021-11-25T01:32:29Z,1140000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M27.00S,2021-11-25T01:32:18.2Z,1,REGULAR,substitution,out,[],1629018,,,1610612761,28,17,2021-11-25T01:32:29Z,1150000,,,0,,SUB out: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M27.00S,2021-11-25T01:32:18.2Z,1,REGULAR,substitution,in,[],1626145,,,1610612761,28,17,2021-11-25T01:32:29Z,1160000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M27.00S,2021-11-25T01:32:18.2Z,1,REGULAR,substitution,in,[],1629723,,,1610612761,28,17,2021-11-25T01:32:29Z,1170000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M27.00S,2021-11-25T01:32:18.2Z,1,REGULAR,substitution,in,[],1629004,,,1610612761,28,17,2021-11-25T01:32:29Z,1180000,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M25.00S,2021-11-25T01:32:41.1Z,1,REGULAR,jumpball,recovered,[],1630567,,,1610612761,28,17,2021-11-25T01:32:41Z,1190000,,,0,,Jump Ball D. Banton vs. K. Anderson: Tip to S. Barnes,"[1630567, 1630625, 203937]",1610612761.0,TOR,heldball,S. Barnes,1630567.0,Barnes,S. Barnes,Banton,1630625.0,Anderson,203937.0,,,,,,,,,,,,,,,,,,,,,
123,PT02M14.00S,2021-11-25T01:32:53.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628449,94.43166885676742,50.0,1610612761,28,19,2021-11-25T01:32:58Z,1220000,0.0,0.0,1,right,C. Boucher Layup (2 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,0.02,Made,2.0,,,,,,,,,,,,,,,,,,
124,PT01M55.00S,2021-11-25T01:33:10.5Z,1,REGULAR,3pt,Jump Shot,[],1630533,27.283180026281208,75.98039215686273,1610612763,28,19,2021-11-25T01:33:18Z,1230000,-130.0,204.0,1,left,MISS Z. Williams 24' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,24.18,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M53.00S,2021-11-25T01:33:12.5Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,28,19,2021-11-25T01:33:18Z,1240000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,,,
126,PT01M47.00S,2021-11-25T01:33:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,6.389618922470433,49.01960784313725,1610612763,30,19,2021-11-25T01:33:25Z,1250000,5.0,8.0,1,left,B. Clarke driving reverse Layup (2 PTS) (K. Anderson 1 AST),"[1629634, 203937]",1610612763.0,MEM,driving reverse,,,Clarke,B. Clarke,,,,,0.9,Made,2.0,,,,,K. Anderson,203937.0,1.0,,,,,,,,,,,
128,PT01M27.00S,2021-11-25T01:33:38.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,83.26215505913272,38.72549019607843,1610612761,30,19,2021-11-25T01:33:50Z,1270000,-56.0,105.0,1,right,MISS F. VanVleet 11' pullup Shot,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,11.9,Missed,,,,,,,,,,,,,,,,,,,
129,PT01M25.00S,2021-11-25T01:33:40.8Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,30,19,2021-11-25T01:33:50Z,1280000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,,
130,PT01M08.00S,2021-11-25T01:33:58.1Z,1,REGULAR,3pt,Jump Shot,[],1626145,31.09395532194481,28.921568627450984,1610612763,30,19,2021-11-25T01:34:04Z,1290000,105.0,240.0,1,left,MISS T. Jones 26' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
131,PT01M04.00S,2021-11-25T01:34:02.1Z,1,REGULAR,rebound,defensive,[],1630625,,,1610612761,30,19,2021-11-25T01:34:04Z,1300000,,,0,,D. Banton REBOUND (Off:0 Def:1),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,,,,,,
132,PT01M01.00S,2021-11-25T01:34:06.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628449,93.51182654402102,51.470588235294116,1610612761,30,21,2021-11-25T01:34:14Z,1310000,7.0,8.0,1,right,C. Boucher Layup (4 PTS) (D. Banton 2 AST),"[1628449, 1630625]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,1.13,Made,4.0,,,,,D. Banton,1630625.0,2.0,,,,,,,,,,,
134,PT01M01.00S,2021-11-25T01:34:14.0Z,1,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612761,30,21,2021-11-25T01:34:35Z,1330000,,,0,,Z. Williams shooting personal FOUL (2 PF) (Boucher 1 FT),"[1630533, 1628449]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,,,,,,,,,,,1628480.0,2.0,0.0,Boucher,1628449.0,,,,,,
136,PT01M01.00S,2021-11-25T01:34:22.0Z,1,REGULAR,substitution,out,[],1630533,,,1610612761,30,21,2021-11-25T01:34:35Z,1350000,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M01.00S,2021-11-25T01:34:22.0Z,1,REGULAR,substitution,out,[],1630625,,,1610612761,30,21,2021-11-25T01:34:35Z,1360000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M01.00S,2021-11-25T01:34:22.0Z,1,REGULAR,substitution,in,[],1628415,,,1610612761,30,21,2021-11-25T01:34:35Z,1370000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M01.00S,2021-11-25T01:34:22.0Z,1,REGULAR,substitution,in,[],1627783,,,1610612761,30,21,2021-11-25T01:34:35Z,1380000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M01.00S,2021-11-25T01:34:22.0Z,1,REGULAR,substitution,out,[],1627832,,,1610612761,30,21,2021-11-25T01:35:10Z,1385000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M01.00S,2021-11-25T01:34:22.0Z,1,REGULAR,substitution,in,[],1630201,,,1610612761,30,21,2021-11-25T01:35:10Z,1387500,,,0,,SUB in: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M01.00S,2021-11-25T01:34:36.9Z,1,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,30,22,2021-11-25T01:34:36Z,1390000,,,0,,C. Boucher Free Throw 1 of 1 (5 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
141,PT00M55.00S,2021-11-25T01:34:42.7Z,1,REGULAR,3pt,Jump Shot,[],1626145,32.40801576872536,30.14705882352941,1610612763,30,22,2021-11-25T01:34:48Z,1400000,99.0,252.0,1,left,MISS T. Jones 27' 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,27.1,Missed,,,,,,,,,,,,,,,,,,,
142,PT00M51.80S,2021-11-25T01:34:46.3Z,1,REGULAR,rebound,offensive,[],1629723,,,1610612763,30,22,2021-11-25T01:34:46Z,1410000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,141.0,2.0,1.0,1.0,,,,,,,,,,,,,,
143,PT00M40.20S,2021-11-25T01:34:57.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,7.966491458607096,48.529411764705884,1610612763,30,22,2021-11-25T01:35:02Z,1420000,7.0,22.0,1,left,MISS B. Clarke alley-oop Layup,[1629634],1610612763.0,MEM,alley-oop,,,Clarke,B. Clarke,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M37.90S,2021-11-25T01:35:00.1Z,1,REGULAR,rebound,defensive,[],1629004,,,1610612761,30,22,2021-11-25T01:35:00Z,1430000,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT00M25.70S,2021-11-25T01:35:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.19776609724047,48.77450980392157,1610612761,30,22,2021-11-25T01:35:31Z,1440000,-6.0,21.0,1,right,MISS P. Siakam Layup,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M22.70S,2021-11-25T01:35:15.3Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,30,22,2021-11-25T01:35:23Z,1450000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT00M02.20S,2021-11-25T01:35:35.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,12.959921156373195,38.48039215686275,1610612763,32,22,2021-11-25T01:35:44Z,1460000,58.0,69.0,1,left,B. Clarke 9' turnaround bank Jump Shot (4 PTS) (D. Brooks 3 AST),"[1629634, 1628415]",1610612763.0,MEM,turnaround bank,,,Clarke,B. Clarke,,,,,9.01,Made,4.0,,,,,D. Brooks,1628415.0,3.0,,,,,,,,,,,
151,PT00M00.00S,2021-11-25T01:35:44.4Z,1,REGULAR,3pt,Jump Shot,[],1630567,44.6287779237845,87.5,1610612761,32,25,2021-11-25T01:36:22Z,1480000,188.0,468.0,1,right,S. Barnes 50' 3PT running (5 PTS) (C. Boucher 1 AST),"[1630567, 1628449]",1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,50.42,Made,5.0,,,,,C. Boucher,1628449.0,1.0,,,,,,,,,,,
153,PT00M00.00S,2021-11-25T01:35:52.1Z,1,REGULAR,instantreplay,request,[],0,,,1610612763,32,25,2021-11-25T01:36:43Z,1500000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,End Period - Good Basket
154,PT00M00.00S,2021-11-25T01:35:57.2Z,1,REGULAR,period,end,[],0,,,1610612763,32,25,2021-11-25T01:35:57Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-11-25T01:37:36.5Z,2,REGULAR,substitution,out,['startperiod'],203937,,,1610612763,32,25,2021-11-25T01:38:24Z,1520000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-11-25T01:37:36.5Z,2,REGULAR,substitution,out,['startperiod'],1628449,,,1610612763,32,25,2021-11-25T01:38:24Z,1530000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-25T01:37:36.5Z,2,REGULAR,substitution,in,['startperiod'],1628991,,,1610612763,32,25,2021-11-25T01:38:24Z,1540000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-11-25T01:37:36.5Z,2,REGULAR,substitution,in,['startperiod'],1630625,,,1610612763,32,25,2021-11-25T01:38:24Z,1550000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-25T01:38:34.7Z,2,REGULAR,period,start,[],0,,,1610612761,32,25,2021-11-25T01:38:34Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT11M40.00S,2021-11-25T01:38:53.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,93.64323258869908,48.28431372549019,1610612761,32,27,2021-11-25T01:39:01Z,1570000,-9.0,7.0,1,right,D. Banton cutting finger roll Layup (2 PTS) (M. Flynn 1 AST),"[1630625, 1630201]",1610612761.0,TOR,cutting finger roll,,,Banton,D. Banton,,,,,1.13,Made,2.0,,,,,M. Flynn,1630201.0,1.0,,,,,,,,,,,
162,PT11M22.00S,2021-11-25T01:39:12.4Z,2,REGULAR,foul,personal,['2freethrow'],1630201,,,1610612763,32,27,2021-11-25T01:39:28Z,1590000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630201, 1628415]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,,,,,,,,,,,1628480.0,1.0,0.0,Brooks,1628415.0,,,,,,
164,PT11M22.00S,2021-11-25T01:39:35.3Z,2,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,33,27,2021-11-25T01:39:35Z,1610000,,,0,,D. Brooks Free Throw 1 of 2 (5 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
165,PT11M22.00S,2021-11-25T01:39:50.3Z,2,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,34,27,2021-11-25T01:39:50Z,1620000,,,0,,D. Brooks Free Throw 2 of 2 (6 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
166,PT11M07.00S,2021-11-25T01:40:05.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630201,81.553876478318,39.46078431372549,1610612761,34,29,2021-11-25T01:40:13Z,1630000,-53.0,121.0,1,right,M. Flynn 13' driving floating Jump Shot (2 PTS),[1630201],1610612761.0,TOR,driving floating,,,Flynn,M. Flynn,,,,,13.19,Made,2.0,,,,,,,,,,,,,,,,,,
167,PT10M48.00S,2021-11-25T01:40:24.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,12.434296977660972,53.18627450980392,1610612763,36,29,2021-11-25T01:40:38Z,1640000,-16.0,64.0,1,left,J. Jackson Jr. 6' driving floating Jump Shot (8 PTS),[1628991],1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,6.63,Made,8.0,,,,,,,,,,,,,,,,,,
168,PT10M31.00S,2021-11-25T01:40:40.7Z,2,REGULAR,3pt,Jump Shot,[],1629004,91.01511169513797,95.58823529411765,1610612761,36,32,2021-11-25T01:40:46Z,1650000,228.0,32.0,1,right,S. Mykhailiuk 3PT  (3 PTS) (P. Siakam 1 AST),"[1629004, 1627783]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,23.01,Made,3.0,,,,,P. Siakam,1627783.0,1.0,,,,,,,,,,,
170,PT10M16.00S,2021-11-25T01:40:56.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629634,6.521024967148489,47.794117647058826,1610612763,38,32,2021-11-25T01:41:04Z,1670000,11.0,9.0,1,left,B. Clarke driving finger roll Layup (6 PTS) (T. Jones 1 AST),"[1629634, 1626145]",1610612763.0,MEM,driving finger roll,,,Clarke,B. Clarke,,,,,1.41,Made,6.0,,,,,T. Jones,1626145.0,1.0,,,,,,,,,,,
172,PT10M08.00S,2021-11-25T01:41:04.0Z,2,REGULAR,3pt,Jump Shot,[],1629004,70.12155059132719,74.50980392156863,1610612761,38,32,2021-11-25T01:41:12Z,1690000,123.0,228.0,1,right,MISS S. Mykhailiuk 25' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
173,PT10M04.00S,2021-11-25T01:41:08.0Z,2,REGULAR,rebound,defensive,[],1629634,,,1610612763,38,32,2021-11-25T01:41:12Z,1700000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,,,,,,,
174,PT09M54.00S,2021-11-25T01:41:21.4Z,2,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612763,38,32,2021-11-25T01:41:30Z,1710000,,,0,,D. Banton shooting personal FOUL (1 PF) (Brooks 2 FT),"[1630625, 1628415]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,,,,,,,,,,,203591.0,1.0,0.0,Brooks,1628415.0,,,,,,
176,PT09M54.00S,2021-11-25T01:41:46.9Z,2,REGULAR,freethrow,1 of 2,[],1628415,,,1610612763,38,32,2021-11-25T01:41:46Z,1730000,,,0,,MISS D. Brooks Free Throw 1 of 2,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M54.00S,2021-11-25T01:41:46.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,38,32,2021-11-25T01:41:46Z,1740000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT09M54.00S,2021-11-25T01:41:47.7Z,2,REGULAR,substitution,out,[],1630625,,,1610612763,38,32,2021-11-25T01:41:58Z,1750000,,,0,,SUB out: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M54.00S,2021-11-25T01:41:47.7Z,2,REGULAR,substitution,in,[],1629139,,,1610612763,38,32,2021-11-25T01:41:58Z,1760000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M54.00S,2021-11-25T01:42:01.4Z,2,REGULAR,freethrow,2 of 2,[],1628415,,,1610612763,39,32,2021-11-25T01:42:01Z,1770000,,,0,,D. Brooks Free Throw 2 of 2 (7 PTS),[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
