actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
90,PT04M49.00S,2021-11-11T01:24:31.8Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,23,23,2021-11-11T01:24:32Z,870000,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,89.0,1.0,1.0,0.0,,,,,,,,,,,
91,PT04M39.00S,2021-11-11T01:24:41.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,83.65637319316689,28.431372549019606,1610612766,23,23,2021-11-11T01:24:47Z,880000,-108.0,101.0,1,right,MISS L. Ball 14' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,,,,14.78,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
92,PT04M34.00S,2021-11-11T01:24:46.9Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612763,23,23,2021-11-11T01:24:47Z,890000,,,0,,D. Melton REBOUND (Off:1 Def:2),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,91.0,3.0,2.0,1.0,,,,,,,,,,,
93,PT04M32.00S,2021-11-11T01:24:49.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203937,6.521024967148489,48.77450980392157,1610612763,23,23,2021-11-11T01:24:54Z,900000,6.0,9.0,1,left,MISS K. Anderson running Layup,[203937],1610612763.0,MEM,running,,,,,,1.07,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2021-11-11T01:24:52.1Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,23,23,2021-11-11T01:24:52Z,910000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,
95,PT04M22.00S,2021-11-11T01:24:58.7Z,1,REGULAR,3pt,Jump Shot,[],1630163,83.39356110381078,94.85294117647058,1610612766,23,23,2021-11-11T01:25:02Z,920000,224.0,104.0,1,right,MISS L. Ball 24' 3PT,[1630163],1610612766.0,CHA,,,,,,,24.71,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
96,PT04M19.00S,2021-11-11T01:25:01.7Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,23,23,2021-11-11T01:25:02Z,930000,,,0,,K. Anderson REBOUND (Off:0 Def:1),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,95.0,1.0,1.0,0.0,,,,,,,,,,,
97,PT04M11.00S,2021-11-11T01:25:12.5Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612763,23,23,2021-11-11T01:25:23Z,940000,,,0,,N. Richards shooting personal FOUL (2 PF) (Adams 2 FT),"[1630208, 203500]",1610612766.0,CHA,shooting,,,,,,,,,Richards,N. Richards,,,,,,,,202035.0,2.0,0.0,,,,Adams,203500.0,,,
99,PT04M11.00S,2021-11-11T01:25:56.8Z,1,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,23,23,2021-11-11T01:25:56Z,960000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,,,,,Missed,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
100,PT04M11.00S,2021-11-11T01:25:56.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,23,23,2021-11-11T01:25:56Z,970000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,
101,PT04M11.00S,2021-11-11T01:25:57.6Z,1,REGULAR,substitution,out,[],1629001,,,1610612763,23,23,2021-11-11T01:26:04Z,980000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
102,PT04M11.00S,2021-11-11T01:25:57.6Z,1,REGULAR,substitution,in,[],1629723,,,1610612763,23,23,2021-11-11T01:26:04Z,990000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,
103,PT04M11.00S,2021-11-11T01:26:14.2Z,1,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,23,23,2021-11-11T01:26:14Z,1000000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,,,,,Missed,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
104,PT04M09.00S,2021-11-11T01:26:15.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,23,23,2021-11-11T01:26:15Z,1010000,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT04M00.00S,2021-11-11T01:26:24.1Z,1,REGULAR,3pt,Jump Shot,[],202330,69.46452036793693,67.8921568627451,1610612766,23,23,2021-11-11T01:26:29Z,1020000,89.0,235.0,1,right,MISS G. Hayward 25' step back 3PT,[202330],1610612766.0,CHA,step back,,,,,,25.1,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
106,PT03M54.00S,2021-11-11T01:26:30.1Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,23,23,2021-11-11T01:26:29Z,1030000,,,0,,D. Brooks REBOUND (Off:0 Def:1),[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,
107,PT03M53.00S,2021-11-11T01:26:31.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629630,5.601182654402102,48.77450980392157,1610612763,25,23,2021-11-11T01:26:35Z,1040000,6.0,0.0,1,left,J. Morant running DUNK (15 PTS) (D. Brooks 1 AST),"[1629630, 1628415]",1610612763.0,MEM,running,,,,,,0.61,Made,15.0,Morant,J. Morant,D. Brooks,1628415.0,1.0,,,,,,,,,,,,,,,
109,PT03M35.00S,2021-11-11T01:26:49.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,94.1688567674113,49.26470588235294,1610612766,25,25,2021-11-11T01:26:53Z,1060000,-4.0,2.0,1,right,N. Richards cutting Layup (4 PTS) (C. Martin 1 AST),"[1630208, 1628998]",1610612766.0,CHA,cutting,,,,,,0.44,Made,4.0,Richards,N. Richards,C. Martin,1628998.0,1.0,,,,,,,,,,,,,,,
111,PT03M25.00S,2021-11-11T01:27:02.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,25,25,2021-11-11T01:27:02Z,1080000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M25.00S,2021-11-11T01:28:24.1Z,1,REGULAR,substitution,out,[],203500,,,1610612763,25,25,2021-11-11T01:29:52Z,1090000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
113,PT03M25.00S,2021-11-11T01:28:24.1Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,25,25,2021-11-11T01:29:52Z,1100000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
114,PT03M25.00S,2021-11-11T01:30:01.6Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612763,25,25,2021-11-11T01:30:09Z,1110000,,,0,,TEAM delay-of-game VIOLATION,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
115,PT03M19.00S,2021-11-11T01:30:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,12.302890932982917,50.0,1610612763,27,25,2021-11-11T01:30:16Z,1120000,0.0,63.0,1,left,K. Anderson 6' floating Jump Shot (2 PTS) (B. Clarke 1 AST),"[203937, 1629634]",1610612763.0,MEM,floating,,,,,,6.31,Made,2.0,Anderson,K. Anderson,B. Clarke,1629634.0,1.0,,,,,,,,,,,,,,,
117,PT03M03.00S,2021-11-11T01:30:26.8Z,1,REGULAR,3pt,Jump Shot,[],1628998,71.17279894875165,20.34313725490196,1610612766,27,25,2021-11-11T01:30:32Z,1140000,-148.0,218.0,1,right,MISS C. Martin 26' pullup bank 3PT,[1628998],1610612766.0,CHA,pullup bank,,,,,,26.41,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
118,PT03M00.00S,2021-11-11T01:30:29.8Z,1,REGULAR,rebound,defensive,[],1629634,,,1610612763,27,25,2021-11-11T01:30:32Z,1150000,,,0,,B. Clarke REBOUND (Off:0 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,
119,PT02M54.00S,2021-11-11T01:30:36.6Z,1,REGULAR,3pt,Jump Shot,[],203937,26.888961892247043,79.41176470588235,1610612763,27,25,2021-11-11T01:30:40Z,1160000,-147.0,200.0,1,left,MISS K. Anderson 24' 3PT,[203937],1610612763.0,MEM,,,,,,,24.85,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
120,PT02M52.00S,2021-11-11T01:30:38.6Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,27,25,2021-11-11T01:30:40Z,1170000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,
121,PT02M46.00S,2021-11-11T01:30:44.5Z,1,REGULAR,turnover,bad pass,[],202330,,,1610612766,27,25,2021-11-11T01:30:48Z,1180000,,,0,,G. Hayward bad pass TURNOVER (1 TO),"[202330, 1628415]",1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,1.0,Brooks,1628415.0,,,,,
122,PT02M46.00S,2021-11-11T01:30:44.5Z,1,REGULAR,steal,,[],1628415,,,1610612763,27,25,2021-11-11T01:30:46Z,1190000,,,0,,D. Brooks STEAL (1 STL),[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
123,PT02M42.00S,2021-11-11T01:30:48.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629630,5.732588699080158,48.77450980392157,1610612763,29,25,2021-11-11T01:30:53Z,1200000,6.0,1.0,1,left,J. Morant running finger roll Layup (17 PTS) (D. Brooks 2 AST),"[1629630, 1628415]",1610612763.0,MEM,running finger roll,,,,,,0.63,Made,17.0,Morant,J. Morant,D. Brooks,1628415.0,2.0,,,,,,,,,,,,,,,
125,PT02M27.00S,2021-11-11T01:31:02.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,83.78777923784494,44.11764705882353,1610612766,29,27,2021-11-11T01:31:06Z,1220000,-29.0,100.0,1,right,G. Hayward 10' floating Jump Shot (10 PTS) (L. Ball 2 AST),"[202330, 1630163]",1610612766.0,CHA,floating,,,,,,10.41,Made,10.0,Hayward,G. Hayward,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,,
127,PT02M09.00S,2021-11-11T01:31:20.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,17.0335085413929,49.01960784313725,1610612763,29,27,2021-11-11T01:31:25Z,1240000,5.0,108.0,1,left,MISS K. Anderson 10' driving floating Shot,[203937],1610612763.0,MEM,driving floating,,,,,,10.77,Missed,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
128,PT02M08.00S,2021-11-11T01:31:21.9Z,1,REGULAR,rebound,offensive,[],203937,,,1610612763,29,27,2021-11-11T01:31:25Z,1250000,,,0,,K. Anderson REBOUND (Off:1 Def:1),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,127.0,2.0,1.0,1.0,,,,,,,,,,,
129,PT02M08.00S,2021-11-11T01:31:23.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203937,11.645860709592641,48.03921568627451,1610612763,31,27,2021-11-11T01:36:37Z,1260000,10.0,57.0,1,left,K. Anderson floating Jump Shot (4 PTS),[203937],1610612763.0,MEM,floating,,,,,,5.78,Made,4.0,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
130,PT01M50.00S,2021-11-11T01:31:40.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,94.56307490144546,50.73529411764706,1610612766,31,27,2021-11-11T01:31:47Z,1270000,4.0,-1.0,1,right,MISS C. Martin driving finger roll Layup - blocked,"[1628998, 1629634]",1610612766.0,CHA,driving finger roll,,,,,,0.4,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,Clarke,1629634.0,
131,PT01M50.00S,2021-11-11T01:31:40.2Z,1,REGULAR,block,,[],1629634,,,1610612766,31,27,2021-11-11T01:31:43Z,1280000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
132,PT01M47.00S,2021-11-11T01:31:43.2Z,1,REGULAR,rebound,defensive,[],1628415,,,1610612763,31,27,2021-11-11T01:31:47Z,1290000,,,0,,D. Brooks REBOUND (Off:0 Def:2),[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,
133,PT01M45.00S,2021-11-11T01:31:45.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629630,6.652431011826544,49.26470588235294,1610612763,33,27,2021-11-11T01:31:53Z,1300000,4.0,10.0,1,left,J. Morant running DUNK (19 PTS) (D. Brooks 3 AST),"[1629630, 1628415]",1610612763.0,MEM,running,,,,,,1.07,Made,19.0,Morant,J. Morant,D. Brooks,1628415.0,3.0,,,,,,,,,,,,,,,
135,PT01M30.00S,2021-11-11T01:31:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.64323258869908,49.754901960784316,1610612766,33,27,2021-11-11T01:32:06Z,1320000,-1.0,7.0,1,right,MISS L. Ball driving reverse Layup,[1630163],1610612766.0,CHA,driving reverse,,,,,,0.74,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
136,PT01M27.00S,2021-11-11T01:32:02.9Z,1,REGULAR,rebound,defensive,[],1629723,,,1610612763,33,27,2021-11-11T01:32:06Z,1330000,,,0,,J. Konchar REBOUND (Off:0 Def:1),[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT01M23.00S,2021-11-11T01:32:07.3Z,1,REGULAR,turnover,bad pass,[],1629723,,,1610612763,33,27,2021-11-11T01:32:12Z,1340000,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 202330]",1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,,,,,,,,1.0,Hayward,202330.0,,,,,
138,PT01M23.00S,2021-11-11T01:32:07.3Z,1,REGULAR,steal,,[],202330,,,1610612766,33,27,2021-11-11T01:32:09Z,1350000,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
139,PT01M19.00S,2021-11-11T01:32:12.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628998,94.69448094612353,51.225490196078425,1610612766,33,29,2021-11-11T01:32:16Z,1360000,6.0,-3.0,1,right,C. Martin running alley-oop DUNK (4 PTS) (L. Ball 3 AST),"[1628998, 1630163]",1610612766.0,CHA,running alley-oop,,,,,,0.66,Made,4.0,Martin,C. Martin,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,,
141,PT01M06.00S,2021-11-11T01:32:23.8Z,1,REGULAR,3pt,Jump Shot,[],1628415,29.38567674113009,25.0,1610612763,36,29,2021-11-11T01:32:36Z,1380000,125.0,224.0,1,left,D. Brooks 25' 3PT pullup (3 PTS) (K. Anderson 1 AST),"[1628415, 203937]",1610612763.0,MEM,pullup,,,,,,25.63,Made,3.0,Brooks,D. Brooks,K. Anderson,203937.0,1.0,,,,,,,,,,,,,,,
143,PT00M51.10S,2021-11-11T01:32:40.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,65.78515111695138,37.254901960784316,1610612766,36,29,2021-11-11T01:32:45Z,1400000,-64.0,269.0,1,right,MISS L. Ball 27' step back 3PT,[1630163],1610612766.0,CHA,step back,,,,,,27.65,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
144,PT00M48.10S,2021-11-11T01:32:43.4Z,1,REGULAR,rebound,defensive,[],203937,,,1610612763,36,29,2021-11-11T01:32:45Z,1410000,,,0,,K. Anderson REBOUND (Off:1 Def:2),[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,143.0,3.0,2.0,1.0,,,,,,,,,,,
145,PT00M35.40S,2021-11-11T01:32:56.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,8.492115637319317,37.745098039215684,1610612763,36,29,2021-11-11T01:47:42Z,1420000,61.0,27.0,1,left,MISS D. Brooks 6' driving finger roll Layup,[1628415],1610612763.0,MEM,driving finger roll,,,,,,6.71,Missed,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
146,PT00M31.70S,2021-11-11T01:33:00.5Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,36,29,2021-11-11T01:33:00Z,1430000,,,0,,B. Clarke REBOUND (Off:1 Def:1),[1629634],1610612763.0,MEM,,,,,,,,,,Clarke,B. Clarke,,,,145.0,2.0,1.0,1.0,,,,,,,,,,,
147,PT00M31.70S,2021-11-11T01:33:00.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,5.590000152587891,50.0,1610612763,36,29,2021-11-11T01:33:00Z,1440000,0.0,0.0,1,left,MISS B. Clarke tip Layup,[1629634],1610612763.0,MEM,tip,,,,,,0.0,Missed,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,
148,PT00M30.60S,2021-11-11T01:33:01.5Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,36,29,2021-11-11T01:33:01Z,1450000,,,0,,N. Richards REBOUND (Off:0 Def:3),[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,147.0,3.0,3.0,0.0,,,,,,,,,,,
149,PT00M29.20S,2021-11-11T01:33:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626162,94.56307490144546,48.77450980392157,1610612766,36,31,2021-11-11T01:33:08Z,1460000,-6.0,-1.0,1,right,K. Oubre Jr. running Layup (2 PTS) (L. Ball 4 AST),"[1626162, 1630163]",1610612766.0,CHA,running,,,,,,0.63,Made,2.0,Oubre Jr.,K. Oubre Jr.,L. Ball,1630163.0,4.0,,,,,,,,,,,,,,,
151,PT00M09.10S,2021-11-11T01:33:26.4Z,1,REGULAR,3pt,Jump Shot,[],1629630,34.641918528252305,28.186274509803923,1610612763,36,31,2021-11-11T01:33:30Z,1480000,109.0,273.0,1,left,MISS J. Morant 29' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,,,,29.41,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
152,PT00M06.30S,2021-11-11T01:33:29.2Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,36,31,2021-11-11T01:33:29Z,1490000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,151.0,1.0,1.0,0.0,,,,,,,,,,,
153,PT00M03.60S,2021-11-11T01:33:33.5Z,1,REGULAR,foul,personal,[],203937,,,1610612766,36,31,2021-11-11T01:33:39Z,1500000,,,0,,K. Anderson take personal FOUL (1 PF),"[203937, 1626162]",1610612763.0,MEM,take,,,,,,,,,Anderson,K. Anderson,,,,,,,,2002.0,1.0,0.0,,,,Oubre Jr.,1626162.0,,,
155,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,out,[],203937,,,1610612766,36,31,2021-11-11T01:34:06Z,1520000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
156,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,out,[],1629630,,,1610612766,36,31,2021-11-11T01:34:06Z,1530000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
157,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,out,[],1630163,,,1610612766,36,31,2021-11-11T01:34:06Z,1540000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
158,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,36,31,2021-11-11T01:34:06Z,1550000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
159,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,in,[],1628991,,,1610612766,36,31,2021-11-11T01:34:06Z,1560000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
160,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,in,[],1626145,,,1610612766,36,31,2021-11-11T01:34:06Z,1570000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
161,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,in,[],1626179,,,1610612766,36,31,2021-11-11T01:34:06Z,1580000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
162,PT00M03.60S,2021-11-11T01:33:40.6Z,1,REGULAR,substitution,in,[],1628970,,,1610612766,36,31,2021-11-11T01:34:06Z,1590000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
163,PT00M01.50S,2021-11-11T01:34:15.4Z,1,REGULAR,3pt,Jump Shot,[],1626162,71.43561103810775,20.588235294117645,1610612766,36,34,2021-11-11T01:34:18Z,1600000,-147.0,216.0,1,right,K. Oubre Jr. 26' 3PT  (5 PTS) (G. Hayward 2 AST),"[1626162, 202330]",1610612766.0,CHA,,,,,,,26.13,Made,5.0,Oubre Jr.,K. Oubre Jr.,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-11-11T01:34:28.2Z,1,REGULAR,period,end,[],0,,,1610612763,36,34,2021-11-11T01:34:28Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-11T01:36:27.6Z,2,REGULAR,substitution,out,['startperiod'],1628415,,,1610612763,36,34,2021-11-11T01:36:55Z,1630000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-11T01:36:27.6Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612763,36,34,2021-11-11T01:36:55Z,1640000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-11T01:36:27.6Z,2,REGULAR,substitution,out,['startperiod'],202330,,,1610612763,36,34,2021-11-11T01:36:55Z,1650000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-11T01:36:27.6Z,2,REGULAR,substitution,in,['startperiod'],1630217,,,1610612763,36,34,2021-11-11T01:36:55Z,1660000,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-11T01:36:27.6Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612763,36,34,2021-11-11T01:36:55Z,1670000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-11-11T01:36:27.6Z,2,REGULAR,substitution,in,['startperiod'],1629667,,,1610612763,36,34,2021-11-11T01:36:55Z,1680000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-11-11T01:37:04.8Z,2,REGULAR,period,start,[],0,,,1610612766,36,34,2021-11-11T01:37:04Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M41.00S,2021-11-11T01:37:23.5Z,2,REGULAR,3pt,Jump Shot,[],1626162,69.99014454664915,29.411764705882355,1610612766,36,37,2021-11-11T01:37:27Z,1700000,-103.0,230.0,1,right,K. Oubre Jr. 25' 3PT pullup (8 PTS) (T. Rozier 2 AST),"[1626162, 1626179]",1610612766.0,CHA,pullup,,,,,,25.16,Made,8.0,Oubre Jr.,K. Oubre Jr.,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,,
175,PT11M24.00S,2021-11-11T01:37:39.3Z,2,REGULAR,3pt,Jump Shot,[],1628991,4.681340341655716,95.58823529411765,1610612763,36,37,2021-11-11T01:37:43Z,1720000,-228.0,-8.0,1,left,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,,,,22.81,Missed,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
176,PT11M22.00S,2021-11-11T01:37:41.5Z,2,REGULAR,rebound,offensive,[],1629723,,,1610612763,36,37,2021-11-11T01:37:41Z,1730000,,,0,,J. Konchar REBOUND (Off:1 Def:1),[1629723],1610612763.0,MEM,,,,,,,,,,Konchar,J. Konchar,,,,175.0,2.0,1.0,1.0,,,,,,,,,,,
177,PT11M21.00S,2021-11-11T01:37:43.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629634,7.703679369250986,50.73529411764706,1610612763,36,37,2021-11-11T01:37:48Z,1740000,-4.0,20.0,1,left,MISS B. Clarke Layup - blocked,"[1629634, 1629667]",1610612763.0,MEM,,,,,,,2.02,Missed,,Clarke,B. Clarke,,,,,,,,,,,,,,,,McDaniels,1629667.0,
180,PT11M21.00S,2021-11-11T01:37:43.0Z,2,REGULAR,block,,[],1629667,,,1610612763,36,37,2021-11-11T01:37:55Z,1745000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,,,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,
