actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
356,PT11M29.00S,2021-11-11T02:19:40.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,93.9060446780552,50.73529411764706,1610612763,52,60,2021-11-11T02:19:51Z,3500000,4.0,5.0,1,right,MISS J. Morant driving reverse Layup,[1629630],1610612763.0,MEM,driving reverse,,,,,,0.61,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
357,PT11M25.00S,2021-11-11T02:19:44.3Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,52,60,2021-11-11T02:19:51Z,3510000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,356.0,2.0,1.0,1.0,,,,,,,,,,,
358,PT11M23.00S,2021-11-11T02:19:46.6Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612763,52,60,2021-11-11T02:22:26Z,3520000,,,0,,L. Ball flagrant-type-1 personal FOUL (3 PF) (Morant 2 FT),"[1630163, 1629630]",1610612766.0,CHA,flagrant-type-1,,,,,,,,,Ball,L. Ball,,,,,,,,1146.0,3.0,0.0,,,,Morant,1629630.0,,,
360,PT11M23.00S,2021-11-11T02:20:06.8Z,3,REGULAR,instantreplay,request,[],0,,,1610612763,52,60,2021-11-11T02:22:17Z,3540000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,Common Foul to Flagrant 1
361,PT11M23.00S,2021-11-11T02:20:33.6Z,3,REGULAR,foul,technical,[],1628970,,,1610612763,52,60,2021-11-11T02:20:46Z,3550000,,,0,,M. Bridges double technical FOUL (1 Tech),[1628970],1610612766.0,CHA,double,,,,,,,,,Bridges,M. Bridges,,,,,,,,202035.0,0.0,1.0,,,,,,,,
362,PT11M23.00S,2021-11-11T02:20:33.6Z,3,REGULAR,foul,technical,[],1628415,,,1610612763,52,60,2021-11-11T02:20:42Z,3560000,,,0,,D. Brooks double technical FOUL (1 Tech),[1628415],1610612763.0,MEM,double,,,,,,,,,Brooks,D. Brooks,,,,,,,,202035.0,1.0,1.0,,,,,,,,
363,PT11M23.00S,2021-11-11T02:22:56.8Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629630,,,1610612763,53,60,2021-11-11T02:23:19Z,3570000,,,0,,J. Morant flagrant Free Throw 1 of 2 (23 PTS),[1629630],1610612763.0,MEM,flagrant,,,,,,,Made,23.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
364,PT11M23.00S,2021-11-11T02:22:56.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629630,,,1610612763,54,60,2021-11-11T02:23:19Z,3580000,,,0,,J. Morant flagrant Free Throw 2 of 2 (24 PTS),[1629630],1610612763.0,MEM,flagrant,,,,,,,Made,24.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
365,PT11M16.00S,2021-11-11T02:23:28.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629630,92.9862023653088,48.77450980392157,1610612763,56,60,2021-11-11T02:23:35Z,3590000,-6.0,13.0,1,right,J. Morant driving Layup (26 PTS),[1629630],1610612763.0,MEM,driving,,,,,,1.47,Made,26.0,Morant,J. Morant,,,,,,,,,,,,,,,,,,
366,PT11M02.00S,2021-11-11T02:23:41.5Z,3,REGULAR,3pt,Jump Shot,[],1630163,30.699737187910642,73.2843137254902,1610612766,56,60,2021-11-11T02:23:46Z,3600000,-116.0,236.0,1,left,MISS L. Ball 26' 3PT,[1630163],1610612766.0,CHA,,,,,,,26.32,Missed,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
367,PT10M59.00S,2021-11-11T02:23:44.5Z,3,REGULAR,rebound,defensive,[],1630217,,,1610612763,56,60,2021-11-11T02:23:46Z,3610000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,366.0,1.0,1.0,0.0,,,,,,,,,,,
368,PT10M53.00S,2021-11-11T02:23:51.3Z,3,REGULAR,turnover,lost ball,[],1630217,,,1610612763,56,60,2021-11-11T02:24:30Z,3620000,,,0,,D. Bane lost ball TURNOVER (1 TO),"[1630217, 1630163]",1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,1.0,Ball,1630163.0,,,,,
369,PT10M53.00S,2021-11-11T02:23:51.3Z,3,REGULAR,steal,,[],1630163,,,1610612766,56,60,2021-11-11T02:23:52Z,3630000,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,
370,PT10M50.00S,2021-11-11T02:23:54.0Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,56,60,2021-11-11T02:24:04Z,3640000,,,0,,L. Ball bad pass TURNOVER (2 TO),"[1630163, 1629630]",1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,2.0,Morant,1629630.0,,,,,
371,PT10M50.00S,2021-11-11T02:23:54.0Z,3,REGULAR,steal,,[],1629630,,,1610612763,56,60,2021-11-11T02:27:25Z,3650000,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
372,PT10M42.00S,2021-11-11T02:24:01.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,90.22667542706965,42.64705882352941,1610612763,56,60,2021-11-11T02:24:13Z,3660000,-37.0,39.0,1,right,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,,,,5.39,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
373,PT10M42.00S,2021-11-11T02:24:01.6Z,3,REGULAR,rebound,offensive,[],1629630,,,1610612763,56,60,2021-11-11T02:39:02Z,3670000,,,0,,J. Morant REBOUND (Off:1 Def:2),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,372.0,3.0,2.0,1.0,,,,,,,,,,,
473,PT10M42.00S,2021-11-11T02:24:08.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629630,86.67871222076215,54.41176470588235,1610612763,56,60,2021-11-11T02:40:04Z,3675000,22.0,73.0,1,right,MISS J. Morant 7' tip Layup,[1629630],1610612763.0,MEM,tip,,,,,,7.6,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
474,PT10M42.00S,2021-11-11T02:24:08.6Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,56,60,2021-11-11T02:40:04Z,3677500,,,0,,G. Hayward REBOUND (Off:0 Def:3),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,473.0,3.0,3.0,0.0,,,,,,,,,,,
374,PT10M28.00S,2021-11-11T02:24:15.6Z,3,REGULAR,3pt,Jump Shot,[],1628970,29.517082785808146,71.81372549019608,1610612766,56,60,2021-11-11T02:24:23Z,3680000,-109.0,225.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,,,,25.01,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
375,PT10M26.00S,2021-11-11T02:24:17.6Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,56,60,2021-11-11T02:24:23Z,3690000,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,374.0,4.0,3.0,1.0,,,,,,,,,,,
376,PT10M25.00S,2021-11-11T02:24:23.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,56,60,2021-11-11T02:24:23Z,3700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT10M19.00S,2021-11-11T02:24:41.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202330,17.821944809461236,48.77450980392157,1610612766,56,60,2021-11-11T02:25:17Z,3710000,6.0,115.0,1,left,MISS G. Hayward 11' pullup Shot,[202330],1610612766.0,CHA,pullup,,,,,,11.52,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
378,PT10M16.00S,2021-11-11T02:24:44.8Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,56,60,2021-11-11T02:24:50Z,3720000,,,0,,G. Hayward REBOUND (Off:2 Def:3),[202330],1610612766.0,CHA,,,,,,,,,,Hayward,G. Hayward,,,,377.0,5.0,3.0,2.0,,,,,,,,,,,
379,PT10M15.00S,2021-11-11T02:24:45.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202330,11.251642575558476,48.77450980392157,1610612766,56,60,2021-11-11T02:24:57Z,3730000,6.0,53.0,1,left,MISS G. Hayward Jump Shot - blocked,"[202330, 1629001]",1610612766.0,CHA,,,,,,,5.36,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,Melton,1629001.0,
380,PT10M15.00S,2021-11-11T02:24:45.5Z,3,REGULAR,block,,[],1629001,,,1610612766,56,60,2021-11-11T02:33:56Z,3740000,,,0,,D. Melton BLOCK (1 BLK),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
381,PT10M12.00S,2021-11-11T02:24:48.5Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,56,60,2021-11-11T02:24:57Z,3750000,,,0,,S. Adams REBOUND (Off:5 Def:5),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,379.0,10.0,5.0,5.0,,,,,,,,,,,
382,PT10M03.00S,2021-11-11T02:24:57.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,84.57621550591328,39.46078431372549,1610612763,56,60,2021-11-11T02:25:08Z,3760000,-53.0,92.0,1,right,MISS J. Morant 10' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,,,,10.65,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
383,PT09M59.00S,2021-11-11T02:25:01.1Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,56,60,2021-11-11T02:25:08Z,3770000,,,0,,L. Ball REBOUND (Off:0 Def:5),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,382.0,5.0,5.0,0.0,,,,,,,,,,,
384,PT09M44.00S,2021-11-11T02:25:16.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626179,11.645860709592641,43.872549019607845,1610612766,56,62,2021-11-11T02:39:35Z,3780000,31.0,57.0,1,left,T. Rozier 6' driving Hook (8 PTS),[1626179],1610612766.0,CHA,driving,,,,,,6.47,Made,8.0,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
385,PT09M21.00S,2021-11-11T02:25:38.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,90.3580814717477,44.36274509803921,1610612763,56,62,2021-11-11T02:25:45Z,3790000,-28.0,38.0,1,right,MISS D. Melton driving floating bank Shot,[1629001],1610612763.0,MEM,driving floating bank,,,,,,4.74,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
386,PT09M19.00S,2021-11-11T02:25:40.7Z,3,REGULAR,rebound,offensive,[],203500,,,1610612763,56,62,2021-11-11T02:25:45Z,3800000,,,0,,S. Adams REBOUND (Off:6 Def:5),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,385.0,11.0,5.0,6.0,,,,,,,,,,,
387,PT09M17.00S,2021-11-11T02:25:42.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,88.38699080157687,46.81372549019608,1610612763,58,62,2021-11-11T02:25:52Z,3810000,-16.0,57.0,1,right,S. Adams putback Layup (5 PTS),[203500],1610612763.0,MEM,putback,,,,,,5.89,Made,5.0,Adams,S. Adams,,,,,,,,,,,,,,,,,,
388,PT09M12.00S,2021-11-11T02:25:48.5Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,58,62,2021-11-11T02:26:02Z,3820000,,,0,,L. Ball bad pass TURNOVER (3 TO),"[1630163, 1629001]",1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,,,,,,,,3.0,Melton,1629001.0,,,,,
389,PT09M12.00S,2021-11-11T02:25:48.5Z,3,REGULAR,steal,,[],1629001,,,1610612763,58,62,2021-11-11T02:25:50Z,3830000,,,0,,D. Melton STEAL (1 STL),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
390,PT09M07.00S,2021-11-11T02:25:53.3Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628991,94.56307490144546,50.0,1610612763,60,62,2021-11-11T02:26:25Z,3840000,0.0,-1.0,1,right,J. Jackson Jr. cutting DUNK (9 PTS) (D. Melton 2 AST),"[1628991, 1629001]",1610612763.0,MEM,cutting,,,,,,0.14,Made,9.0,Jackson Jr.,J. Jackson Jr.,D. Melton,1629001.0,2.0,,,,,,,,,,,,,,,
392,PT09M07.00S,2021-11-11T02:26:15.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,60,62,2021-11-11T02:26:16Z,3860000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M53.00S,2021-11-11T02:29:06.0Z,3,REGULAR,turnover,bad pass,[],1626179,,,1610612766,60,62,2021-11-11T02:29:11Z,3870000,,,0,,T. Rozier bad pass TURNOVER (1 TO),"[1626179, 1629001]",1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,1.0,Melton,1629001.0,,,,,
394,PT08M53.00S,2021-11-11T02:29:06.0Z,3,REGULAR,steal,,[],1629001,,,1610612763,60,62,2021-11-11T02:29:07Z,3880000,,,0,,D. Melton STEAL (2 STL),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
395,PT08M46.00S,2021-11-11T02:29:12.4Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630217,67.49342969776609,47.794117647058826,1610612763,60,62,2021-11-11T02:29:32Z,3890000,-11.0,253.0,1,right,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,,,,25.33,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
396,PT08M40.00S,2021-11-11T02:29:18.4Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,60,62,2021-11-11T02:29:22Z,3900000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:1),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,395.0,3.0,1.0,2.0,,,,,,,,,,,
397,PT08M40.00S,2021-11-11T02:29:17.8Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628991,94.40999984741211,50.0,1610612763,62,62,2021-11-11T02:29:39Z,3910000,0.0,0.0,1,right,J. Jackson Jr. tip DUNK (11 PTS),[1628991],1610612763.0,MEM,tip,,,,,,0.0,Made,11.0,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,
398,PT08M27.00S,2021-11-11T02:29:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628970,8.229303547963205,50.0,1610612766,62,62,2021-11-11T02:29:40Z,3920000,0.0,25.0,1,left,MISS M. Bridges driving floating Shot,[1628970],1610612766.0,CHA,driving floating,,,,,,2.49,Missed,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
399,PT08M23.00S,2021-11-11T02:29:35.6Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,62,62,2021-11-11T02:29:40Z,3930000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:2),[1628991],1610612763.0,MEM,,,,,,,,,,Jackson Jr.,J. Jackson Jr.,,,,398.0,4.0,2.0,2.0,,,,,,,,,,,
400,PT08M16.00S,2021-11-11T02:29:42.5Z,3,REGULAR,3pt,Jump Shot,[],1629001,65.52233902759527,51.470588235294116,1610612763,62,62,2021-11-11T02:30:07Z,3940000,7.0,272.0,1,right,MISS D. Melton 27' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,,,,27.17,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
401,PT08M13.00S,2021-11-11T02:29:45.5Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,62,62,2021-11-11T02:29:48Z,3950000,,,0,,L. Ball REBOUND (Off:0 Def:6),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,400.0,6.0,6.0,0.0,,,,,,,,,,,
402,PT08M10.00S,2021-11-11T02:29:48.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202330,5.995400788436268,50.49019607843137,1610612766,62,62,2021-11-11T02:39:08Z,3960000,-2.0,4.0,1,left,MISS G. Hayward running Layup,[202330],1610612766.0,CHA,running,,,,,,0.46,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
403,PT08M06.00S,2021-11-11T02:29:53.1Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,62,62,2021-11-11T02:29:53Z,3970000,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,402.0,4.0,3.0,1.0,,,,,,,,,,,
404,PT07M55.00S,2021-11-11T02:30:03.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,87.59855453350855,39.21568627450981,1610612763,62,62,2021-11-11T02:30:13Z,3980000,-54.0,64.0,1,right,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,,,,8.37,Missed,,Morant,J. Morant,,,,,,,,,,,,,,,,,,
405,PT07M51.00S,2021-11-11T02:30:07.8Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,62,62,2021-11-11T02:30:13Z,3990000,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,404.0,4.0,3.0,1.0,,,,,,,,,,,
406,PT07M37.00S,2021-11-11T02:30:21.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,15.719448094612352,55.392156862745104,1610612766,62,62,2021-11-11T02:30:26Z,4000000,-27.0,95.0,1,left,MISS T. Rozier 9' driving floating Shot,[1626179],1610612766.0,CHA,driving floating,,,,,,9.91,Missed,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
407,PT07M34.00S,2021-11-11T02:30:24.5Z,3,REGULAR,rebound,offensive,[],1630163,,,1610612766,62,62,2021-11-11T02:30:26Z,4010000,,,0,,L. Ball REBOUND (Off:1 Def:6),[1630163],1610612766.0,CHA,,,,,,,,,,Ball,L. Ball,,,,406.0,7.0,6.0,1.0,,,,,,,,,,,
408,PT07M34.00S,2021-11-11T02:30:25.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202330,29.122864651773984,27.205882352941174,1610612766,62,62,2021-11-11T02:30:34Z,4020000,114.0,221.0,1,left,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,,,,24.89,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
409,PT07M30.00S,2021-11-11T02:30:29.3Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,62,62,2021-11-11T02:30:34Z,4030000,,,0,,J. Morant REBOUND (Off:1 Def:4),[1629630],1610612763.0,MEM,,,,,,,,,,Morant,J. Morant,,,,408.0,5.0,4.0,1.0,,,,,,,,,,,
410,PT07M29.00S,2021-11-11T02:30:30.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,72.09264126149803,17.401960784313726,1610612763,62,62,2021-11-11T02:30:42Z,4040000,-163.0,210.0,1,right,MISS D. Bane 26' running 3PT,[1630217],1610612763.0,MEM,running,,,,,,26.57,Missed,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
411,PT07M29.00S,2021-11-11T02:30:30.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,62,62,2021-11-11T02:30:42Z,4050000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,410.0,,,,,,,,,,,,,,
412,PT07M27.00S,2021-11-11T02:30:37.4Z,3,REGULAR,foul,personal,[],203486,,,1610612763,62,62,2021-11-11T02:30:53Z,4060000,,,0,,M. Plumlee loose ball personal FOUL (4 PF),"[203486, 1628991]",1610612766.0,CHA,loose ball,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,202035.0,4.0,0.0,,,,Jackson Jr.,1628991.0,,,
414,PT07M27.00S,2021-11-11T02:30:48.0Z,3,REGULAR,substitution,out,[],1628970,,,1610612763,62,62,2021-11-11T02:31:03Z,4080000,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,,,,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,
415,PT07M27.00S,2021-11-11T02:30:48.0Z,3,REGULAR,substitution,out,[],203486,,,1610612763,62,62,2021-11-11T02:31:03Z,4090000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,,,,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,
416,PT07M27.00S,2021-11-11T02:30:48.0Z,3,REGULAR,substitution,out,[],1626179,,,1610612763,62,62,2021-11-11T02:31:03Z,4100000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,,,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,
417,PT07M27.00S,2021-11-11T02:30:48.0Z,3,REGULAR,substitution,in,[],1630208,,,1610612763,62,62,2021-11-11T02:31:03Z,4110000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
418,PT07M27.00S,2021-11-11T02:30:48.0Z,3,REGULAR,substitution,in,[],1628998,,,1610612763,62,62,2021-11-11T02:31:03Z,4120000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
419,PT07M27.00S,2021-11-11T02:30:48.0Z,3,REGULAR,substitution,in,[],1626162,,,1610612763,62,62,2021-11-11T02:31:03Z,4130000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
420,PT07M14.00S,2021-11-11T02:31:23.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,79.45137976346912,91.17647058823529,1610612763,62,62,2021-11-11T02:31:29Z,4140000,206.0,141.0,1,right,MISS D. Melton 24' 3PT,[1629001],1610612763.0,MEM,,,,,,,24.94,Missed,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
421,PT07M10.00S,2021-11-11T02:31:27.9Z,3,REGULAR,rebound,defensive,[],1628998,,,1610612766,62,62,2021-11-11T02:31:29Z,4150000,,,0,,C. Martin REBOUND (Off:1 Def:2),[1628998],1610612766.0,CHA,,,,,,,,,,Martin,C. Martin,,,,420.0,3.0,2.0,1.0,,,,,,,,,,,
422,PT07M04.00S,2021-11-11T02:31:34.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.1268068331143235,50.245098039215684,1610612766,62,62,2021-11-11T02:31:39Z,4160000,-1.0,5.0,1,left,MISS N. Richards cutting DUNK - blocked,"[1630208, 1629001]",1610612766.0,CHA,cutting,,,,,,0.52,Missed,,Richards,N. Richards,,,,,,,,,,,,,,,,Melton,1629001.0,
497,PT07M04.00S,2021-11-11T02:31:34.3Z,3,REGULAR,block,,[],1629001,,,1610612766,62,62,2021-11-11T02:43:38Z,4165000,,,0,,D. Melton BLOCK (2 BLK),[1629001],1610612763.0,MEM,,,,,,,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,
423,PT07M01.00S,2021-11-11T02:31:37.3Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,62,62,2021-11-11T02:31:39Z,4170000,,,0,,S. Adams REBOUND (Off:6 Def:6),[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,422.0,12.0,6.0,6.0,,,,,,,,,,,
424,PT06M49.00S,2021-11-11T02:31:49.3Z,3,REGULAR,3pt,Jump Shot,[],1628991,90.88370565045992,95.58823529411765,1610612763,65,62,2021-11-11T02:31:54Z,4180000,228.0,33.0,1,right,J. Jackson Jr. 3PT  (14 PTS) (J. Morant 4 AST),"[1628991, 1629630]",1610612763.0,MEM,,,,,,,23.03,Made,14.0,Jackson Jr.,J. Jackson Jr.,J. Morant,1629630.0,4.0,,,,,,,,,,,,,,,
426,PT06M26.00S,2021-11-11T02:32:11.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,16.113666228646515,40.19607843137255,1610612766,65,62,2021-11-11T02:32:23Z,4200000,49.0,99.0,1,left,MISS G. Hayward 11' fadeaway Shot,[202330],1610612766.0,CHA,fadeaway,,,,,,11.05,Missed,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,
427,PT06M25.00S,2021-11-11T02:32:12.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,65,62,2021-11-11T02:32:23Z,4210000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,426.0,,,,,,,,,,,,,,
428,PT06M25.00S,2021-11-11T02:32:20.0Z,3,REGULAR,foul,personal,[],1630208,,,1610612763,65,62,2021-11-11T02:32:28Z,4220000,,,0,,N. Richards loose ball personal FOUL (4 PF),"[1630208, 203500]",1610612766.0,CHA,loose ball,,,,,,,,,Richards,N. Richards,,,,,,,,1146.0,4.0,0.0,,,,Adams,203500.0,,,
430,PT06M25.00S,2021-11-11T02:32:30.5Z,3,REGULAR,substitution,out,[],203500,,,1610612763,65,62,2021-11-11T02:32:39Z,4240000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,,,,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,
431,PT06M25.00S,2021-11-11T02:32:30.5Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,65,62,2021-11-11T02:32:39Z,4250000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,,,,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,
432,PT06M25.00S,2021-11-11T02:32:30.5Z,3,REGULAR,substitution,in,[],203937,,,1610612763,65,62,2021-11-11T02:32:39Z,4260000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,,,,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,
433,PT06M25.00S,2021-11-11T02:32:30.5Z,3,REGULAR,substitution,in,[],1628415,,,1610612763,65,62,2021-11-11T02:32:39Z,4270000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
