actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
88,PT05M20.00S,2022-01-01T01:22:57.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,92.9862023653088,48.03921568627451,1610612759,18,15,2022-01-01T01:23:01Z,850000,-10.0,13.0,1,right,MISS J. Poeltl cutting Layup,[1627751],1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,1.66,Missed,,,,,,,,,,,,,,,,,,,
90,PT05M17.00S,2022-01-01T01:23:00.6Z,1,REGULAR,rebound,defensive,[],1629681,,,1610612763,18,15,2022-01-01T01:23:01Z,870000,,,0,,K. Tillie REBOUND (Off:0 Def:1),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
91,PT05M08.00S,2022-01-01T01:23:10.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203500,10.068988173455978,37.5,1610612763,18,15,2022-01-01T01:23:14Z,880000,62.0,42.0,1,left,MISS S. Adams 7' turnaround bank Hook,[203500],1610612763.0,MEM,turnaround bank,,,Adams,S. Adams,,,,,7.54,Missed,,,,,,,,,,,,,,,,,,,
92,PT05M04.00S,2022-01-01T01:23:14.4Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,18,15,2022-01-01T01:23:14Z,890000,,,0,,J. Poeltl REBOUND (Off:3 Def:1),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,91.0,4.0,1.0,3.0,,,,,,,,,,,,,,
93,PT04M59.00S,2022-01-01T01:23:19.0Z,1,REGULAR,3pt,Jump Shot,[],203926,66.3107752956636,53.92156862745098,1610612759,18,18,2022-01-01T01:23:25Z,900000,20.0,264.0,1,right,D. McDermott 26' 3PT  (6 PTS) (D. White 3 AST),"[203926, 1628401]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,26.49,Made,6.0,,,,,,,,,,,,D. White,1628401.0,3.0,,,,
95,PT04M57.00S,2022-01-01T01:23:22.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,18,18,2022-01-01T01:23:22Z,920000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M57.00S,2022-01-01T01:25:44.0Z,1,REGULAR,substitution,out,[],203926,,,1610612763,18,18,2022-01-01T01:26:21Z,940000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M57.00S,2022-01-01T01:25:44.0Z,1,REGULAR,substitution,out,[],1628966,,,1610612763,18,18,2022-01-01T01:26:21Z,950000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M57.00S,2022-01-01T01:25:44.0Z,1,REGULAR,substitution,in,[],1630170,,,1610612763,18,18,2022-01-01T01:26:21Z,970000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M57.00S,2022-01-01T01:25:44.0Z,1,REGULAR,substitution,in,[],1629022,,,1610612763,18,18,2022-01-01T01:26:21Z,980000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT04M57.00S,2022-01-01T01:25:44.0Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,18,18,2022-01-01T01:32:20Z,985000,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT04M57.00S,2022-01-01T01:25:44.0Z,1,REGULAR,substitution,in,[],1629634,,,1610612763,18,18,2022-01-01T01:32:20Z,987500,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M49.00S,2022-01-01T01:26:25.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,7.5722733245729295,47.549019607843135,1610612763,18,18,2022-01-01T01:26:30Z,990000,12.0,19.0,1,left,MISS D. Bane cutting Layup,[1630217],1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,2.24,Missed,,,,,,,,,,,,,,,,,,,
103,PT04M45.00S,2022-01-01T01:26:30.1Z,1,REGULAR,rebound,offensive,[],1629634,,,1610612763,18,18,2022-01-01T01:26:30Z,1000000,,,0,,B. Clarke REBOUND (Off:1 Def:0),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,
104,PT04M45.00S,2022-01-01T01:26:30.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629634,5.590000152587891,50.0,1610612763,18,18,2022-01-01T01:26:33Z,1010000,0.0,0.0,1,left,MISS B. Clarke putback Layup - blocked,"[1629634, 1627751]",1610612763.0,MEM,putback,,,Clarke,B. Clarke,,,,,0.0,Missed,,,,,,,,,,,Poeltl,1627751.0,,,,,,,
105,PT04M45.00S,2022-01-01T01:26:30.1Z,1,REGULAR,block,,[],1627751,,,1610612763,18,18,2022-01-01T01:26:31Z,1020000,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M45.00S,2022-01-01T01:26:30.1Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,18,18,2022-01-01T01:26:33Z,1030000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT04M40.00S,2022-01-01T01:26:35.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,78.9257555847569,7.8431372549019605,1610612759,18,18,2022-01-01T01:26:39Z,1040000,-211.0,146.0,1,right,MISS D. White 25' running 3PT,[1628401],1610612759.0,SAS,running,,,White,D. White,,,,,25.62,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M36.00S,2022-01-01T01:26:39.6Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,18,18,2022-01-01T01:26:39Z,1050000,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,,,,,,,,
109,PT04M31.00S,2022-01-01T01:26:44.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630217,30.831143232588698,29.166666666666668,1610612763,18,18,2022-01-01T01:26:58Z,1060000,104.0,237.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M28.00S,2022-01-01T01:26:47.6Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,18,18,2022-01-01T01:26:47Z,1070000,,,0,,S. Adams REBOUND (Off:3 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,109.0,4.0,1.0,3.0,,,,,,,,,,,,,,
111,PT04M27.00S,2022-01-01T01:26:48.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203500,6.652431011826544,50.73529411764706,1610612763,18,18,2022-01-01T01:27:08Z,1080000,-4.0,10.0,1,left,MISS S. Adams putback Layup - blocked,"[203500, 1630170]",1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,1.07,Missed,,,,,,,,,,,Vassell,1630170.0,,,,,,,
112,PT04M27.00S,2022-01-01T01:26:48.7Z,1,REGULAR,block,,[],1630170,,,1610612763,18,18,2022-01-01T01:39:31Z,1090000,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M19.00S,2022-01-01T01:26:56.7Z,1,REGULAR,rebound,offensive,[],203500,,,1610612763,18,18,2022-01-01T01:27:08Z,1100000,,,0,,S. Adams REBOUND (Off:4 Def:1),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,111.0,5.0,1.0,4.0,,,,,,,,,,,,,,
114,PT04M19.00S,2022-01-01T01:26:56.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203500,5.590000152587891,50.0,1610612763,18,18,2022-01-01T01:39:35Z,1110000,0.0,0.0,1,left,MISS S. Adams putback Layup - blocked,"[203500, 1628401]",1610612763.0,MEM,putback,,,Adams,S. Adams,,,,,0.0,Missed,,,,,,,,,,,White,1628401.0,,,,,,,
115,PT04M19.00S,2022-01-01T01:26:56.4Z,1,REGULAR,block,,[],1628401,,,1610612763,18,18,2022-01-01T01:39:35Z,1120000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M18.00S,2022-01-01T01:26:57.4Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612759,18,18,2022-01-01T01:39:35Z,1130000,,,0,,L. Walker IV REBOUND (Off:0 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT04M05.00S,2022-01-01T01:27:09.9Z,1,REGULAR,3pt,Jump Shot,[],1629022,69.33311432325887,75.49019607843137,1610612759,18,21,2022-01-01T01:27:14Z,1140000,127.0,236.0,1,right,L. Walker IV 26' 3PT  (3 PTS) (D. Vassell 1 AST),"[1629022, 1630170]",1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,26.81,Made,3.0,,,,,,,,,,,,D. Vassell,1630170.0,1.0,,,,
119,PT03M44.00S,2022-01-01T01:27:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.521024967148489,47.30392156862745,1610612763,20,21,2022-01-01T01:27:40Z,1160000,13.0,9.0,1,left,J. Morant driving Layup (9 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.61,Made,9.0,,,,,,,,,,,,,,,,,,
120,PT03M44.00S,2022-01-01T01:27:38.8Z,1,REGULAR,foul,personal,['1freethrow'],1629022,,,1610612763,20,21,2022-01-01T01:28:13Z,1170000,,,0,,L. Walker IV shooting personal FOUL (1 PF) (Morant 1 FT),"[1629022, 1629630]",1610612759.0,SAS,shooting,,,Walker IV,L. Walker IV,,,,,,,,,,,,1201.0,1.0,0.0,Morant,1629630.0,,,,,,,,,
122,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,out,[],203500,,,1610612763,20,21,2022-01-01T01:28:31Z,1190000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,out,[],1630217,,,1610612763,20,21,2022-01-01T01:28:31Z,1210000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,out,[],1628401,,,1610612763,20,21,2022-01-01T01:28:31Z,1220000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,out,[],1627751,,,1610612763,20,21,2022-01-01T01:28:31Z,1230000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,20,21,2022-01-01T01:28:31Z,1240000,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,in,[],1626145,,,1610612763,20,21,2022-01-01T01:28:31Z,1260000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,in,[],1629111,,,1610612763,20,21,2022-01-01T01:28:31Z,1270000,,,0,,SUB in: J. Landale,[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M44.00S,2022-01-01T01:27:52.1Z,1,REGULAR,substitution,in,[],1630200,,,1610612763,20,21,2022-01-01T01:28:31Z,1280000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M44.00S,2022-01-01T01:28:14.0Z,1,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,21,21,2022-01-01T01:28:14Z,1290000,,,0,,J. Morant Free Throw 1 of 1 (10 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
133,PT03M32.00S,2022-01-01T01:28:24.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,92.72339027595268,47.30392156862745,1610612759,21,21,2022-01-01T01:28:31Z,1300000,-13.0,16.0,1,right,MISS J. Landale cutting Layup - blocked,"[1629111, 1629681]",1610612759.0,SAS,cutting,,,Landale,J. Landale,,,,,2.09,Missed,,,,,,,,,,,Tillie,1629681.0,,,,,,,
134,PT03M32.00S,2022-01-01T01:28:24.5Z,1,REGULAR,block,,[],1629681,,,1610612759,21,21,2022-01-01T01:28:29Z,1310000,,,0,,K. Tillie BLOCK (1 BLK),[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M26.00S,2022-01-01T01:28:30.5Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,21,21,2022-01-01T01:28:31Z,1320000,,,0,,T. Jones REBOUND (Off:0 Def:1),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
136,PT03M26.00S,2022-01-01T01:28:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629634,6.521024967148489,49.50980392156863,1610612763,23,21,2022-01-01T01:28:37Z,1330000,2.0,9.0,1,left,B. Clarke cutting Layup (2 PTS) (T. Jones 1 AST),"[1629634, 1626145]",1610612763.0,MEM,cutting,,,Clarke,B. Clarke,,,,,0.91,Made,2.0,,,,,,,,,,,,T. Jones,1626145.0,1.0,,,,
138,PT03M26.00S,2022-01-01T01:28:35.4Z,1,REGULAR,foul,personal,['1freethrow'],1630200,,,1610612763,23,21,2022-01-01T01:28:46Z,1350000,,,0,,T. Jones shooting personal FOUL (1 PF) (Clarke 1 FT),"[1630200, 1629634]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,,,,,,,,1151.0,1.0,0.0,Clarke,1629634.0,,,,,,,,,
140,PT03M26.00S,2022-01-01T01:28:53.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1629634,,,1610612763,23,21,2022-01-01T01:28:53Z,1370000,,,0,,MISS B. Clarke Free Throw 1 of 1,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Missed,,,,,,,,,,,,,,,,,,,
141,PT03M23.00S,2022-01-01T01:28:55.4Z,1,REGULAR,rebound,offensive,[],1630583,,,1610612763,23,21,2022-01-01T01:28:55Z,1380000,,,0,,S. Aldama REBOUND (Off:1 Def:0),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,140.0,1.0,0.0,1.0,,,,,,,,,,,,,,
142,PT03M18.00S,2022-01-01T01:29:00.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630583,11.777266754270697,2.2058823529411766,1610612763,26,21,2022-01-01T01:29:04Z,1390000,239.0,58.0,1,left,S. Aldama 24' 3PT  (3 PTS) (T. Jones 2 AST),"[1630583, 1626145]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,24.6,Made,3.0,,,,,,,,,,,,T. Jones,1626145.0,2.0,,,,
144,PT03M00.00S,2022-01-01T01:29:18.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630170,87.72996057818659,50.73529411764706,1610612759,26,23,2022-01-01T01:29:22Z,1410000,4.0,63.0,1,right,D. Vassell 6' driving floating Jump Shot (2 PTS) (J. Landale 1 AST),"[1630170, 1629111]",1610612759.0,SAS,driving floating,,,Vassell,D. Vassell,,,,,6.29,Made,2.0,,,,,,,,,,,,J. Landale,1629111.0,1.0,,,,
146,PT02M37.00S,2022-01-01T01:29:41.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,14.799605781865965,51.470588235294116,1610612763,28,23,2022-01-01T01:29:45Z,1430000,-7.0,87.0,1,left,B. Clarke 8' pullup Jump Shot (4 PTS) (K. Tillie 1 AST),"[1629634, 1629681]",1610612763.0,MEM,pullup,,,Clarke,B. Clarke,,,,,8.69,Made,4.0,,,,,,,,,,,,K. Tillie,1629681.0,1.0,,,,
148,PT02M28.00S,2022-01-01T01:29:49.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629111,93.77463863337714,45.588235294117645,1610612759,28,23,2022-01-01T01:29:56Z,1450000,-22.0,6.0,1,right,MISS J. Landale reverse Layup,[1629111],1610612759.0,SAS,reverse,,,Landale,J. Landale,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,,
149,PT02M24.00S,2022-01-01T01:29:54.2Z,1,REGULAR,rebound,offensive,[],1629022,,,1610612759,28,23,2022-01-01T01:29:54Z,1460000,,,0,,L. Walker IV REBOUND (Off:1 Def:1),[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,,,
150,PT02M16.00S,2022-01-01T01:30:04.7Z,1,REGULAR,turnover,lost ball,[],1629640,,,1610612759,28,23,2022-01-01T01:30:22Z,1470000,,,0,,K. Johnson lost ball TURNOVER (1 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,1.0,,,
152,PT02M14.00S,2022-01-01T01:30:33.4Z,1,REGULAR,jumpball,recovered,[],1629681,,,1610612763,28,23,2022-01-01T01:30:33Z,1490000,,,0,,Jump Ball B. Clarke vs. K. Johnson: Tip to K. Tillie,"[1629681, 1629634, 1629640]",1610612763.0,MEM,heldball,K. Tillie,1629681.0,Tillie,K. Tillie,Clarke,1629634.0,Johnson,1629640.0,,,,,,,,,,,,,,,,,,,,,
155,PT01M59.00S,2022-01-01T01:30:49.2Z,1,REGULAR,turnover,bad pass,[],1630583,,,1610612763,28,23,2022-01-01T01:30:55Z,1520000,,,0,,S. Aldama bad pass TURNOVER (1 TO),"[1630583, 1630200]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,1.0,Jones,1630200.0,
156,PT01M59.00S,2022-01-01T01:30:49.2Z,1,REGULAR,steal,,[],1630200,,,1610612759,28,23,2022-01-01T01:30:50Z,1530000,,,0,,T. Jones STEAL (1 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M57.00S,2022-01-01T01:30:53.0Z,1,REGULAR,foul,personal,['2freethrow'],1630583,,,1610612759,28,23,2022-01-01T01:32:51Z,1540000,,,0,,S. Aldama clear-path personal FOUL (1 PF) (Jones 2 FT),"[1630583, 1630200]",1610612763.0,MEM,clear-path,,,Aldama,S. Aldama,,,,,,,,,,,,1151.0,1.0,0.0,Jones,1630200.0,,,,,,,,,
159,PT01M57.00S,2022-01-01T01:31:19.2Z,1,REGULAR,instantreplay,request,[],0,,,1610612759,28,23,2022-01-01T01:32:53Z,1560000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,1201.0,,,,,,,,,,,,,Clear Path - Overturn Call
162,PT01M57.00S,2022-01-01T01:33:04.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630200,,,1610612759,28,24,2022-01-01T01:33:33Z,1570000,,,0,,T. Jones clear-path Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,clear-path,,,Jones,T. Jones,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
163,PT01M57.00S,2022-01-01T01:33:06.9Z,1,REGULAR,substitution,out,[],1629630,,,1610612759,28,24,2022-01-01T01:33:23Z,1580000,,,0,,SUB out: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT01M57.00S,2022-01-01T01:33:06.9Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,28,24,2022-01-01T01:33:23Z,1590000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT01M57.00S,2022-01-01T01:33:06.9Z,1,REGULAR,substitution,in,[],1630270,,,1610612759,28,24,2022-01-01T01:33:23Z,1600000,,,0,,SUB in: X. Sneed,[1630270],1610612763.0,MEM,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT01M57.00S,2022-01-01T01:33:06.9Z,1,REGULAR,substitution,in,[],1627854,,,1610612759,28,24,2022-01-01T01:33:23Z,1610000,,,0,,SUB in: B. Forbes,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M57.00S,2022-01-01T01:33:04.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630200,,,1610612759,28,25,2022-01-01T01:33:33Z,1620000,,,0,,T. Jones clear-path Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,clear-path,,,Jones,T. Jones,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
168,PT01M50.00S,2022-01-01T01:33:36.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630170,69.33311432325887,22.54901960784314,1610612759,28,25,2022-01-01T01:33:40Z,1630000,-137.0,236.0,1,right,MISS D. Vassell 27' 3PT,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,27.29,Missed,,,,,,,,,,,,,,,,,,,
169,PT01M47.00S,2022-01-01T01:33:39.5Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,28,25,2022-01-01T01:33:40Z,1640000,,,0,,T. Jones REBOUND (Off:0 Def:2),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT01M31.00S,2022-01-01T01:33:55.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,6.652431011826544,56.127450980392155,1610612763,28,25,2022-01-01T01:33:59Z,1650000,-31.0,10.0,1,left,MISS T. Jones driving floating bank Shot,[1626145],1610612763.0,MEM,driving floating bank,,,Jones,T. Jones,,,,,3.22,Missed,,,,,,,,,,,,,,,,,,,
171,PT01M28.00S,2022-01-01T01:33:58.5Z,1,REGULAR,rebound,defensive,[],1629111,,,1610612759,28,25,2022-01-01T01:33:59Z,1660000,,,0,,J. Landale REBOUND (Off:0 Def:1),[1629111],1610612759.0,SAS,,,,Landale,J. Landale,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,,
172,PT01M22.00S,2022-01-01T01:34:06.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630270,,,1610612759,28,25,2022-01-01T01:34:22Z,1670000,,,0,,X. Sneed personal FOUL (1 PF) (Forbes 2 FT),"[1630270, 1627854]",1610612763.0,MEM,,,,Sneed,X. Sneed,,,,,,,,,,,,1628485.0,1.0,0.0,Forbes,1627854.0,,,,,,,,,
174,PT01M22.00S,2022-01-01T01:34:31.7Z,1,REGULAR,freethrow,1 of 2,[],1627854,,,1610612759,28,26,2022-01-01T01:34:31Z,1690000,,,0,,B. Forbes Free Throw 1 of 2 (1 PTS),[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
175,PT01M22.00S,2022-01-01T01:34:32.6Z,1,REGULAR,substitution,out,[],1630583,,,1610612759,28,26,2022-01-01T01:34:39Z,1700000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT01M22.00S,2022-01-01T01:34:32.6Z,1,REGULAR,substitution,in,[],1628991,,,1610612759,28,26,2022-01-01T01:34:39Z,1710000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT01M22.00S,2022-01-01T01:34:54.5Z,1,REGULAR,freethrow,2 of 2,[],1627854,,,1610612759,28,26,2022-01-01T01:34:54Z,1720000,,,0,,MISS B. Forbes Free Throw 2 of 2,[1627854],1610612759.0,SAS,,,,Forbes,B. Forbes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
178,PT01M19.00S,2022-01-01T01:34:56.8Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,28,26,2022-01-01T01:34:56Z,1730000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,,
179,PT01M12.00S,2022-01-01T01:35:03.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629634,9.149145860709593,47.05882352941176,1610612763,30,26,2022-01-01T01:35:08Z,1740000,15.0,34.0,1,left,B. Clarke driving floating Jump Shot (6 PTS) (J. Jackson Jr. 1 AST),"[1629634, 1628991]",1610612763.0,MEM,driving floating,,,Clarke,B. Clarke,,,,,3.66,Made,6.0,,,,,,,,,,,,J. Jackson Jr.,1628991.0,1.0,,,,
181,PT00M51.60S,2022-01-01T01:35:24.5Z,1,REGULAR,3pt,Jump Shot,[],1629022,73.80091984231275,82.35294117647058,1610612759,30,26,2022-01-01T01:35:29Z,1760000,162.0,194.0,1,right,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
182,PT00M49.70S,2022-01-01T01:35:26.4Z,1,REGULAR,rebound,defensive,[],1626145,,,1610612763,30,26,2022-01-01T01:35:29Z,1770000,,,0,,T. Jones REBOUND (Off:0 Def:3),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,181.0,3.0,3.0,0.0,,,,,,,,,,,,,,
