actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
362,PT00M01.90S,2022-01-01T02:08:52.3Z,2,REGULAR,3pt,Jump Shot,[],1630217,29.911300919842315,25.49019607843137,1610612763,63,61,2022-01-01T02:08:57Z,3560000,123.0,229.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
363,PT00M01.90S,2022-01-01T02:08:52.3Z,2,REGULAR,rebound,defensive,[],1630170,,,1610612759,63,61,2022-01-01T02:08:57Z,3570000,,,0,,D. Vassell REBOUND (Off:0 Def:3),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,362.0,3.0,3.0,0.0,,,,,,,,,,,,,,
364,PT00M00.00S,2022-01-01T02:09:04.1Z,2,REGULAR,period,end,[],0,,,1610612759,63,61,2022-01-01T02:09:04Z,3580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],1626145,,,1610612759,63,61,2022-01-01T02:24:02Z,3590000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
366,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],1629681,,,1610612759,63,61,2022-01-01T02:24:02Z,3600000,,,0,,SUB out: K. Tillie,[1629681],1610612763.0,MEM,,,,Tillie,K. Tillie,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],1629634,,,1610612759,63,61,2022-01-01T02:24:02Z,3610000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],1629022,,,1610612759,63,61,2022-01-01T02:24:02Z,3620000,,,0,,SUB out: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],1630170,,,1610612759,63,61,2022-01-01T02:24:02Z,3630000,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],201152,,,1610612759,63,61,2022-01-01T02:24:02Z,3640000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,out,['startperiod'],1630200,,,1610612759,63,61,2022-01-01T02:24:02Z,3650000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],203937,,,1610612759,63,61,2022-01-01T02:24:02Z,3660000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612759,63,61,2022-01-01T02:24:02Z,3670000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612759,63,61,2022-01-01T02:24:02Z,3680000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,63,61,2022-01-01T02:24:02Z,3690000,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
376,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],1628401,,,1610612759,63,61,2022-01-01T02:24:02Z,3700000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],1628966,,,1610612759,63,61,2022-01-01T02:24:02Z,3710000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT12M00.00S,2022-01-01T02:23:07.8Z,3,REGULAR,substitution,in,['startperiod'],1627751,,,1610612759,63,61,2022-01-01T02:24:02Z,3720000,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT12M00.00S,2022-01-01T02:24:09.2Z,3,REGULAR,period,start,[],0,,,1610612759,63,61,2022-01-01T02:24:09Z,3730000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT11M44.00S,2022-01-01T02:24:25.1Z,3,REGULAR,3pt,Jump Shot,[],1628401,30.699737187910642,67.64705882352942,1610612759,63,64,2022-01-01T02:24:29Z,3740000,-88.0,236.0,1,left,D. White 25' 3PT pullup (13 PTS),[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,25.2,Made,13.0,,,,,,,,,,,,,,,,,,
381,PT11M28.00S,2022-01-01T02:24:44.3Z,3,REGULAR,turnover,traveling,[],1630217,,,1610612763,63,64,2022-01-01T02:24:48Z,3750000,,,0,,D. Bane traveling TURNOVER (2 TO),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,1201.0,,,,,,,,,,2.0,,,
382,PT11M18.00S,2022-01-01T02:25:03.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627751,18.74178712220762,53.18627450980392,1610612759,63,66,2022-01-01T02:25:09Z,3760000,-16.0,124.0,1,left,J. Poeltl 12' floating Jump Shot (9 PTS) (D. White 5 AST),"[1627751, 1628401]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,12.47,Made,9.0,,,,,,,,,,,,D. White,1628401.0,5.0,,,,
385,PT11M07.00S,2022-01-01T02:25:17.3Z,3,REGULAR,foul,offensive,[],1628991,,,1610612763,63,66,2022-01-01T02:25:22Z,3790000,,,0,,J. Jackson Jr. offensive FOUL (2 PF),"[1628991, 1628401]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1151.0,2.0,0.0,White,1628401.0,,,,,,,,,
387,PT11M07.00S,2022-01-01T02:25:17.3Z,3,REGULAR,turnover,offensive foul,[],1628991,,,1610612763,63,66,2022-01-01T02:25:17Z,3810000,,,0,,J. Jackson Jr. offensive foul TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1151.0,,,,,,,,,,1.0,,,
388,PT10M51.00S,2022-01-01T02:25:45.3Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203926,20.581471747700395,50.245098039215684,1610612759,63,66,2022-01-01T02:25:48Z,3820000,-1.0,141.0,1,left,MISS D. McDermott 14' driving floating Shot - blocked,"[203926, 1628991]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,14.1,Missed,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,,,
389,PT10M51.00S,2022-01-01T02:25:45.3Z,3,REGULAR,block,,[],1628991,,,1610612759,63,66,2022-01-01T02:25:47Z,3830000,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT10M48.00S,2022-01-01T02:25:48.3Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,63,66,2022-01-01T02:25:48Z,3840000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,388.0,7.0,5.0,2.0,,,,,,,,,,,,,,
391,PT10M38.00S,2022-01-01T02:25:57.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,86.28449408672799,45.09803921568628,1610612763,63,66,2022-01-01T02:26:02Z,3850000,-25.0,76.0,1,right,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,8.02,Missed,,,,,,,,,,,,,,,,,,,
392,PT10M34.00S,2022-01-01T02:26:01.7Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,63,66,2022-01-01T02:28:05Z,3860000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,391.0,3.0,3.0,0.0,,,,,,,,,,,,,,
393,PT10M28.00S,2022-01-01T02:26:07.6Z,3,REGULAR,3pt,Jump Shot,[],1628401,28.728646517739815,17.892156862745097,1610612759,63,66,2022-01-01T02:26:13Z,3870000,161.0,218.0,1,left,MISS D. White 27' 3PT,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,27.03,Missed,,,,,,,,,,,,,,,,,,,
394,PT10M26.00S,2022-01-01T02:26:09.6Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,63,66,2022-01-01T02:26:13Z,3880000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,393.0,3.0,3.0,0.0,,,,,,,,,,,,,,
395,PT10M21.00S,2022-01-01T02:26:15.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630217,92.85479632063075,49.754901960784316,1610612763,63,66,2022-01-01T02:26:49Z,3890000,-1.0,15.0,1,right,MISS D. Bane running finger roll Layup - blocked,"[1630217, 1627751]",1610612763.0,MEM,running finger roll,,,Bane,D. Bane,,,,,1.47,Missed,,,,,,,,,,,Poeltl,1627751.0,,,,,,,
396,PT10M21.00S,2022-01-01T02:26:15.5Z,3,REGULAR,block,,[],1627751,,,1610612763,63,66,2022-01-01T02:26:18Z,3900000,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT10M17.00S,2022-01-01T02:26:19.5Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,63,66,2022-01-01T02:26:20Z,3910000,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,395.0,4.0,4.0,0.0,,,,,,,,,,,,,,
398,PT10M10.00S,2022-01-01T02:26:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.652431011826544,50.245098039215684,1610612759,63,68,2022-01-01T02:26:43Z,3920000,-1.0,10.0,1,left,K. Bates-Diop cutting Layup (4 PTS) (D. White 6 AST),"[1628966, 1628401]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,1.01,Made,4.0,,,,,,,,,,,,D. White,1628401.0,6.0,,,,
400,PT10M10.00S,2022-01-01T02:26:29.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,63,68,2022-01-01T02:26:29Z,3940000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT09M53.00S,2022-01-01T02:29:42.1Z,3,REGULAR,2pt,Jump Shot,[],1630217,90.3580814717477,73.77450980392157,1610612763,65,68,2022-01-01T02:30:47Z,3950000,119.0,38.0,1,right,D. Bane 12' pullup Jump Shot (8 PTS) (J. Morant 3 AST),"[1630217, 1629630]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,12.49,Made,8.0,,,,,,,,,,,,J. Morant,1629630.0,3.0,,,,
403,PT09M53.00S,2022-01-01T02:29:45.9Z,3,REGULAR,foul,personal,['1freethrow'],1629640,,,1610612763,65,68,2022-01-01T02:29:51Z,3970000,,,0,,K. Johnson shooting personal FOUL (1 PF) (Bane 1 FT),"[1629640, 1630217]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,1628485.0,1.0,0.0,Bane,1630217.0,,,,,,,,,
405,PT09M53.00S,2022-01-01T02:30:10.1Z,3,REGULAR,freethrow,1 of 1,[],1630217,,,1610612763,65,68,2022-01-01T02:30:10Z,3990000,,,0,,MISS D. Bane Free Throw 1 of 1,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,Missed,,,,,,,,,,,,,,,,,,,
406,PT09M48.00S,2022-01-01T02:30:11.6Z,3,REGULAR,rebound,offensive,[],1628991,,,1610612763,65,68,2022-01-01T02:30:11Z,4000000,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,405.0,8.0,5.0,3.0,,,,,,,,,,,,,,
407,PT09M48.00S,2022-01-01T02:30:12.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628991,94.03745072273325,53.431372549019606,1610612763,65,68,2022-01-01T02:30:16Z,4010000,17.0,4.0,1,right,MISS J. Jackson Jr. putback Layup - blocked,"[1628991, 1628966]",1610612763.0,MEM,putback,,,Jackson Jr.,J. Jackson Jr.,,,,,1.76,Missed,,,,,,,,,,,Bates-Diop,1628966.0,,,,,,,
408,PT09M48.00S,2022-01-01T02:30:12.4Z,3,REGULAR,block,,[],1628966,,,1610612763,65,68,2022-01-01T02:30:15Z,4020000,,,0,,K. Bates-Diop BLOCK (2 BLK),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT09M44.00S,2022-01-01T02:30:16.4Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,65,68,2022-01-01T02:30:16Z,4030000,,,0,,D. McDermott REBOUND (Off:1 Def:5),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,407.0,6.0,5.0,1.0,,,,,,,,,,,,,,
410,PT09M42.00S,2022-01-01T02:30:18.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628401,6.258212877792378,54.41176470588235,1610612759,65,70,2022-01-01T02:30:21Z,4040000,-22.0,6.0,1,left,D. White driving floating bank Jump Shot (15 PTS),[1628401],1610612759.0,SAS,driving floating bank,,,White,D. White,,,,,2.3,Made,15.0,,,,,,,,,,,,,,,,,,
411,PT09M22.00S,2022-01-01T02:30:38.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,91.67214191852825,49.26470588235294,1610612763,65,70,2022-01-01T02:30:49Z,4050000,-4.0,26.0,1,right,MISS J. Morant driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,2.61,Missed,,,,,,,,,,,,,,,,,,,
412,PT09M22.00S,2022-01-01T02:30:38.3Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,65,70,2022-01-01T02:30:49Z,4060000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:6),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,411.0,8.0,6.0,2.0,,,,,,,,,,,,,,
413,PT09M10.00S,2022-01-01T02:30:51.4Z,3,REGULAR,turnover,out-of-bounds,[],1629640,,,1610612759,65,70,2022-01-01T02:30:58Z,4070000,,,0,,K. Johnson bad pass out-of-bounds TURNOVER (2 TO),[1629640],1610612759.0,SAS,bad pass,,,Johnson,K. Johnson,,,,,,,,,,,,1628485.0,,,,,,,,,,2.0,,,
414,PT08M59.00S,2022-01-01T02:31:13.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628991,70.25295663600527,71.56862745098039,1610612763,65,70,2022-01-01T02:31:16Z,4080000,108.0,227.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.14,Missed,,,,,,,,,,,,,,,,,,,
415,PT08M57.00S,2022-01-01T02:31:15.2Z,3,REGULAR,rebound,defensive,[],1628966,,,1610612759,65,70,2022-01-01T02:31:16Z,4090000,,,0,,K. Bates-Diop REBOUND (Off:2 Def:7),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,414.0,9.0,7.0,2.0,,,,,,,,,,,,,,
416,PT08M46.00S,2022-01-01T02:31:25.6Z,3,REGULAR,3pt,Jump Shot,[],203926,30.831143232588698,65.93137254901961,1610612759,65,70,2022-01-01T02:31:30Z,4100000,-80.0,237.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.03,Missed,,,,,,,,,,,,,,,,,,,
417,PT08M43.00S,2022-01-01T02:31:28.6Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,65,70,2022-01-01T02:31:30Z,4110000,,,0,,K. Anderson REBOUND (Off:0 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,416.0,3.0,3.0,0.0,,,,,,,,,,,,,,
418,PT08M36.00S,2022-01-01T02:31:36.1Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],1630217,75.1149802890933,56.86274509803921,1610612763,65,70,2022-01-01T02:31:39Z,4120000,34.0,181.0,1,right,MISS D. Bane 18' pullup Shot,[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,18.46,Missed,,,,,,,,,,,,,,,,,,,
419,PT08M32.00S,2022-01-01T02:31:40.1Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,65,70,2022-01-01T02:31:39Z,4130000,,,0,,K. Johnson REBOUND (Off:0 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,418.0,5.0,5.0,0.0,,,,,,,,,,,,,,
420,PT08M27.00S,2022-01-01T02:31:44.8Z,3,REGULAR,turnover,bad pass,[],1629640,,,1610612759,65,70,2022-01-01T02:31:47Z,4140000,,,0,,K. Johnson bad pass TURNOVER (3 TO),"[1629640, 1630217]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,3.0,Bane,1630217.0,
421,PT08M27.00S,2022-01-01T02:31:44.8Z,3,REGULAR,steal,,[],1630217,,,1610612763,65,70,2022-01-01T02:31:46Z,4150000,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT08M21.00S,2022-01-01T02:31:59.0Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,65,70,2022-01-01T02:31:59Z,4160000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT08M16.00S,2022-01-01T02:32:23.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628991,82.7365308804205,41.17647058823529,1610612763,67,70,2022-01-01T02:32:26Z,4170000,-44.0,110.0,1,right,J. Jackson Jr. 11' driving floating Jump Shot (8 PTS) (K. Anderson 2 AST),"[1628991, 203937]",1610612763.0,MEM,driving floating,,,Jackson Jr.,J. Jackson Jr.,,,,,11.83,Made,8.0,,,,,,,,,,,,K. Anderson,203937.0,2.0,,,,
425,PT07M57.00S,2022-01-01T02:32:40.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.30946123521682,52.94117647058824,1610612759,67,70,2022-01-01T02:32:45Z,4190000,-15.0,16.0,1,left,MISS J. Poeltl driving Layup,[1627751],1610612759.0,SAS,driving,,,Poeltl,J. Poeltl,,,,,2.19,Missed,,,,,,,,,,,,,,,,,,,
426,PT07M55.00S,2022-01-01T02:32:42.9Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,67,70,2022-01-01T02:32:45Z,4200000,,,0,,J. Jackson Jr. REBOUND (Off:3 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,425.0,9.0,6.0,3.0,,,,,,,,,,,,,,
427,PT07M51.00S,2022-01-01T02:32:48.5Z,3,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612763,67,70,2022-01-01T02:33:00Z,4210000,,,0,,K. Johnson shooting personal FOUL (2 PF) (Adams 2 FT),"[1629640, 203500]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,,,,,,,,1201.0,2.0,0.0,Adams,203500.0,,,,,,,,,
429,PT07M51.00S,2022-01-01T02:33:16.2Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203500,,,1610612763,67,70,2022-01-01T02:33:16Z,4230000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
430,PT07M51.00S,2022-01-01T02:33:16.2Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,67,70,2022-01-01T02:33:16Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,429.0,,,,,,,,,,,,,,,,,
431,PT07M51.00S,2022-01-01T02:33:17.3Z,3,REGULAR,substitution,out,[],1628966,,,1610612763,67,70,2022-01-01T02:33:25Z,4250000,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT07M51.00S,2022-01-01T02:33:17.3Z,3,REGULAR,substitution,in,[],1629022,,,1610612763,67,70,2022-01-01T02:33:25Z,4260000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT07M51.00S,2022-01-01T02:33:38.4Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203500,,,1610612763,68,70,2022-01-01T02:33:38Z,4270000,,,0,,S. Adams Free Throw 2 of 2 (8 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
434,PT07M42.00S,2022-01-01T02:33:51.9Z,3,REGULAR,foul,personal,[],1628991,,,1610612759,68,70,2022-01-01T02:34:01Z,4280000,,,0,,J. Jackson Jr. personal FOUL (3 PF),"[1628991, 1627751]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,1628485.0,3.0,0.0,Poeltl,1627751.0,,,,,,,,,
436,PT07M42.00S,2022-01-01T02:34:02.3Z,3,REGULAR,substitution,out,[],203500,,,1610612759,68,70,2022-01-01T02:34:05Z,4300000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT07M42.00S,2022-01-01T02:34:02.3Z,3,REGULAR,substitution,in,[],1629634,,,1610612759,68,70,2022-01-01T02:34:05Z,4310000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT07M34.00S,2022-01-01T02:34:20.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.652431011826544,48.529411764705884,1610612759,68,72,2022-01-01T02:34:25Z,4320000,7.0,10.0,1,left,J. Poeltl Layup (11 PTS) (D. White 7 AST),"[1627751, 1628401]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,1.24,Made,11.0,,,,,,,,,,,,D. White,1628401.0,7.0,,,,
440,PT07M16.00S,2022-01-01T02:34:39.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,83.52496714848883,39.950980392156865,1610612763,68,72,2022-01-01T02:34:42Z,4340000,-50.0,102.0,1,right,MISS K. Anderson 11' pullup Shot,[203937],1610612763.0,MEM,pullup,,,Anderson,K. Anderson,,,,,11.4,Missed,,,,,,,,,,,,,,,,,,,
441,PT07M13.00S,2022-01-01T02:34:42.4Z,3,REGULAR,rebound,defensive,[],1627751,,,1610612759,68,72,2022-01-01T02:34:42Z,4350000,,,0,,J. Poeltl REBOUND (Off:3 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,440.0,6.0,3.0,3.0,,,,,,,,,,,,,,
442,PT07M09.00S,2022-01-01T02:34:52.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,12.959921156373195,46.568627450980394,1610612759,68,72,2022-01-01T02:35:41Z,4360000,17.0,69.0,1,left,MISS L. Walker IV 7' driving Layup - blocked,"[1629022, 1629634]",1610612759.0,SAS,driving,,,Walker IV,L. Walker IV,,,,,7.14,Missed,,,,,,,,,,,Clarke,1629634.0,,,,,,,
443,PT07M09.00S,2022-01-01T02:34:52.8Z,3,REGULAR,block,,[],1629634,,,1610612759,68,72,2022-01-01T02:34:58Z,4370000,,,0,,B. Clarke BLOCK (1 BLK),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT07M09.00S,2022-01-01T02:34:52.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,68,72,2022-01-01T02:35:41Z,4380000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,442.0,,,,,,,,,,,,,,,,,
445,PT07M09.00S,2022-01-01T02:35:39.5Z,3,REGULAR,violation,jumpball,[],1629022,,,1610612763,68,72,2022-01-01T02:35:47Z,4390000,,,0,,L. Walker IV jumpball VIOLATION,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,1201.0,,,,,,,,,,,,,
446,PT06M59.00S,2022-01-01T02:35:50.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,92.72339027595268,52.94117647058824,1610612763,70,72,2022-01-01T02:36:17Z,4400000,15.0,16.0,1,right,D. Bane cutting Layup (10 PTS),[1630217],1610612763.0,MEM,cutting,,,Bane,D. Bane,,,,,2.17,Made,10.0,,,,,,,,,,,,,,,,,,
447,PT06M46.00S,2022-01-01T02:36:03.1Z,3,REGULAR,3pt,Jump Shot,[],1629022,28.991458607095925,74.01960784313727,1610612759,70,72,2022-01-01T02:36:06Z,4410000,-120.0,220.0,1,left,MISS L. Walker IV 25' 3PT,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
